English,Punjabi
normal probability curve,ਆਮ ਸੰਭਾਵਨਾ ਵਕਰ
normal probability distribution,ਆਮ ਸੰਭਾਵਨਾ ਵੰਡ
normal subgroup (=distinguished subgroup),ਆਮ ਉਪ-ਸਮੂਹ (=ਵਿਸ਼ੇਸ਼ ਉਪ-ਸਮੂਹ)
normed linear space,ਸਧਾਰਨ ਰੇਖਿਕ ਸਪੇਸ
norm of a vector,ਇੱਕ ਵੈਕਟਰ ਦਾ ਆਦਰਸ਼
NOT gate,ਗੇਟ ਨਹੀਂ
nowhere dense set,ਕਿਤੇ ਵੀ ਸੰਘਣਾ ਸੈੱਟ ਨਹੀਂ
null hypothesis,ਨਲ ਪਰਿਕਲਪਨਾ
null matrix,null ਮੈਟ੍ਰਿਕਸ
null set,null ਸੈੱਟ
null vector,ਨਲ ਵੈਕਟਰ
number,ਗਿਣਤੀ
number axis,ਨੰਬਰ ਧੁਰਾ
number system,ਨੰਬਰ ਸਿਸਟਮ
numeral,ਸੰਖਿਆ
numeration,ਸੰਖਿਆ
numerator,ਅੰਕ
numerical coefficient,ਸੰਖਿਆਤਮਕ ਗੁਣਾਂਕ
numerical computation,ਸੰਖਿਆਤਮਕ ਗਣਨਾ
numerical differentiation,ਸੰਖਿਆਤਮਕ ਅੰਤਰ
numerical method,ਸੰਖਿਆਤਮਕ ਢੰਗ
n-vector,n-ਵੈਕਟਰ
n-vector space,n-ਵੈਕਟਰ ਸਪੇਸ
object,ਵਸਤੂ
objective function,ਉਦੇਸ਼ ਫੰਕਸ਼ਨ
oblique,ਤਿਰਛਾ
oblique asymptote,oblique asymptote
oblique axis,oblique ਧੁਰਾ
oblique section,oblique ਭਾਗ
observation,ਨਿਰੀਖਣ
observed frequency,ਦੇਖਿਆ ਗਿਆ ਬਾਰੰਬਾਰਤਾ
obtuse angle,obtuse ਕੋਣ
octagon,ਅੱਠਭੁਜ
octahedron,octahedron
octal system,octal ਸਿਸਟਮ
octant,octant
odd,ਅਜੀਬ
odd curve,ਅਜੀਬ ਕਰਵ
odd number,ਅਜੀਬ ਸੰਖਿਆ
odd permutation,ਅਜੀਬ ਕ੍ਰਮਵਾਰ
odd polynomial,ਅਜੀਬ ਬਹੁਪਦ
ogive,ogive
one to one correspondence,ਇੱਕ ਤੋਂ ਇੱਕ ਪੱਤਰ-ਵਿਹਾਰ
one to one function,ਇੱਕ ਤੋਂ ਇੱਕ ਫੰਕਸ਼ਨ
one to one map,ਇੱਕ ਤੋਂ ਇੱਕ ਨਕਸ਼ਾ
one-way classification,ਇੱਕ ਤਰਫਾ ਵਰਗੀਕਰਨ
onto map,ਨਕਸ਼ੇ &#39;ਤੇ
open,ਖੁੱਲ੍ਹਾ
open ball,ਖੁੱਲੀ ਗੇਂਦ
open interval,ਖੁੱਲਾ ਅੰਤਰਾਲ
open ray,ਖੁੱਲੀ ਕਿਰਨ
open set,ਓਪਨ ਸੈੱਟ
operation,ਕਾਰਵਾਈ
operational research,ਕਾਰਜਸ਼ੀਲ ਖੋਜ
operations research,ਓਪਰੇਸ਼ਨ ਖੋਜ
operator,ਆਪਰੇਟਰ
opposite angle,ਉਲਟ ਕੋਣ
opposite event,ਉਲਟ ਘਟਨਾ
optimal basic feasible solution,ਅਨੁਕੂਲ ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ
optimal condition,ਅਨੁਕੂਲ ਸਥਿਤੀ
optimal lot size,ਅਨੁਕੂਲ ਬਹੁਤ ਆਕਾਰ
optimal value,ਅਨੁਕੂਲ ਮੁੱਲ
optimum,ਸਰਵੋਤਮ
orbit,ਘੇਰੇ
order,ਆਰਡਰ
ordered pair,ਆਰਡਰ ਕੀਤਾ ਜੋੜਾ
ordered set,ਆਰਡਰ ਕੀਤਾ ਸੈੱਟ
ordering,ਆਰਡਰਿੰਗ
order of a determinant,ਇੱਕ ਨਿਰਣਾਇਕ ਦਾ ਕ੍ਰਮ
order of a group,ਇੱਕ ਸਮੂਹ ਦਾ ਆਦੇਸ਼
order of a matrix,ਇੱਕ ਮੈਟ੍ਰਿਕਸ ਦਾ ਕ੍ਰਮ
order of an element in a group,ਇੱਕ ਸਮੂਹ ਵਿੱਚ ਇੱਕ ਤੱਤ ਦਾ ਕ੍ਰਮ
order of differential equation,ਅੰਤਰ ਸਮੀਕਰਨ ਦਾ ਕ੍ਰਮ
order of operation,ਕਾਰਵਾਈ ਦਾ ਕ੍ਰਮ
order of zero,ਜ਼ੀਰੋ ਦਾ ਕ੍ਰਮ
ordinal number,ਆਰਡੀਨਲ ਨੰਬਰ
ordinary differential equation,ਸਧਾਰਣ ਅੰਤਰ ਸਮੀਕਰਨ
ordinate,ਆਰਡੀਨੇਟ
oreintability,oreintability
orientation,ਸਥਿਤੀ
orientation of surface,ਸਤਹ ਦੀ ਸਥਿਤੀ
origin,ਮੂਲ
origin of coordinates,ਕੋਆਰਡੀਨੇਟਸ ਦਾ ਮੂਲ
orthocentre,ਆਰਥੋਸੈਂਟਰ
orthogonal,ਆਰਥੋਗੋਨਲ
orthogonal axes,ਆਰਥੋਗੋਨਲ ਧੁਰੇ
orthogonal family,ਆਰਥੋਗੋਨਲ ਪਰਿਵਾਰ
orthogonal group,ਆਰਥੋਗੋਨਲ ਗਰੁੱਪ
orthogonality condition,orthogonality ਸਥਿਤੀ
orthogonalization,orthogonalization
orthogonal matrix,ਆਰਥੋਗੋਨਲ ਮੈਟ੍ਰਿਕਸ
orthonormal,ਆਰਥੋਨਰਮਲ
orthonormal basis,ਆਰਥੋਨਰਮਲ ਆਧਾਰ
oscillation,ਓਸਿਲੇਸ਼ਨ
oscillation of a function,ਇੱਕ ਫੰਕਸ਼ਨ ਦਾ oscillation
oscillatory function,oscillatory ਫੰਕਸ਼ਨ
osculating,osculating
outer product,ਬਾਹਰੀ ਉਤਪਾਦ
output,ਆਉਟਪੁੱਟ
overdetermined system,ਵੱਧ ਨਿਰਧਾਰਤ ਸਿਸਟਮ
paired comparision,ਜੋੜਾਬੱਧ ਤੁਲਨਾ
pairwise disjoint,ਜੋੜੇ ਦੇ ਤੌਰ &#39;ਤੇ ਟੁੱਟਣਾ
pairwise independent,ਜੋੜੇ ਅਨੁਸਾਰ ਸੁਤੰਤਰ
parallel forces,ਸਮਾਨਾਂਤਰ ਤਾਕਤਾਂ
parallelogram,ਪੈਰੇਲਲੋਗ੍ਰਾਮ
parallelogram of forces,ਬਲਾਂ ਦਾ ਸਮਾਂਤਰ-ਚਿੱਤਰਗ੍ਰਾਮ
parallelogram of velocities,ਵੇਗ ਦਾ ਸਮਾਨਾਂਤਰਚੋਜ
parallelopiped,ਸਮਾਨਾਂਤਰ
parameter,ਪੈਰਾਮੀਟਰ
parameter free (=nonparametric),ਪੈਰਾਮੀਟਰ ਮੁਕਤ (= ਗੈਰ-ਪੈਰਾਮੀਟਰਿਕ)
parameter of distribution,ਵੰਡ ਦਾ ਪੈਰਾਮੀਟਰ
parametric,ਪੈਰਾਮੀਟ੍ਰਿਕ
parametric coordinate,ਪੈਰਾਮੀਟ੍ਰਿਕ ਕੋਆਰਡੀਨੇਟ
parametric curve,ਪੈਰਾਮੀਟ੍ਰਿਕ ਕਰਵ
parametric equation,ਪੈਰਾਮੀਟ੍ਰਿਕ ਸਮੀਕਰਨ
parametric linear programming,ਪੈਰਾਮੀਟ੍ਰਿਕ ਰੇਖਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
parametric method,ਪੈਰਾਮੈਟ੍ਰਿਕ ਵਿਧੀ
parametric objective function,ਪੈਰਾਮੀਟਰਿਕ ਉਦੇਸ਼ ਫੰਕਸ਼ਨ
parametric programming,ਪੈਰਾਮੀਟ੍ਰਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
parametric representation,ਪੈਰਾਮੀਟ੍ਰਿਕ ਪ੍ਰਤੀਨਿਧਤਾ
parametrization,ਪੈਰਾਮੀਟਰਾਈਜ਼ੇਸ਼ਨ
parenthesis,ਬਰੈਕਟ
parenthesis notation,ਬਰੈਕਟ ਨੋਟੇਸ਼ਨ
parent population,ਮਾਤਾ ਦੀ ਆਬਾਦੀ
Pareto curve,ਪੈਰੇਟੋ ਕਰਵ
parity check,ਸਮਾਨਤਾ ਦੀ ਜਾਂਚ
partial confounding,ਅੰਸ਼ਕ ਉਲਝਣ
partial correlation,ਅੰਸ਼ਕ ਸਬੰਧ
partial derivative,ਅੰਸ਼ਕ ਡੈਰੀਵੇਟਿਵ
partial differential equation,ਅੰਸ਼ਕ ਅੰਤਰ ਸਮੀਕਰਨ
partial differentiation,ਅੰਸ਼ਕ ਵਿਭਿੰਨਤਾ
partial fraction,ਅੰਸ਼ਕ ਭਾਗ
partial integration,ਅੰਸ਼ਕ ਏਕੀਕਰਨ
partially ordered,ਅੰਸ਼ਕ ਤੌਰ &#39;ਤੇ ਆਰਡਰ ਕੀਤਾ
partially ordered set,ਅੰਸ਼ਕ ਤੌਰ &#39;ਤੇ ਆਰਡਰ ਕੀਤਾ ਸੈੱਟ
partial order,ਅੰਸ਼ਕ ਆਦੇਸ਼
partial regression coefficient,ਅੰਸ਼ਕ ਰਿਗਰੈਸ਼ਨ ਗੁਣਾਂਕ
partial sum,ਅੰਸ਼ਕ ਜੋੜ
particle,ਕਣ
particular case,ਖਾਸ ਕੇਸ
particular integral,ਖਾਸ ਅਟੁੱਟ
particular solution,ਖਾਸ ਹੱਲ
partition,ਭਾਗ
partitioning of matrices,ਮੈਟ੍ਰਿਕਸ ਦੀ ਵੰਡ
partition value,ਭਾਗ ਮੁੱਲ
Pascal triangle,ਪਾਸਕਲ ਤਿਕੋਣ
pattern,ਪੈਟਰਨ
pattern function,ਪੈਟਰਨ ਫੰਕਸ਼ਨ
pattern problem,ਪੈਟਰਨ ਸਮੱਸਿਆ
payload velocity,ਪੇਲੋਡ ਵੇਗ
payoff function,ਅਦਾਇਗੀ ਫੰਕਸ਼ਨ
payoff matrix,ਭੁਗਤਾਨ ਮੈਟ੍ਰਿਕਸ
p-basis,p-ਆਧਾਰ
p-chart,p-ਚਾਰਟ
Peano curve,ਪੀਨੋ ਕਰਵ
Peano space,Peano ਸਪੇਸ
pedal equation,ਪੈਡਲ ਸਮੀਕਰਨ
percent,ਪ੍ਰਤੀਸ਼ਤ
percentage,ਪ੍ਰਤੀਸ਼ਤ
percentage error,ਪ੍ਰਤੀਸ਼ਤ ਗਲਤੀ
percentage frequency,ਪ੍ਰਤੀਸ਼ਤ ਬਾਰੰਬਾਰਤਾ
percentage increase,ਪ੍ਰਤੀਸ਼ਤ ਵਾਧਾ
percentage of error,ਗਲਤੀ ਦੀ ਪ੍ਰਤੀਸ਼ਤਤਾ
percent decrease,ਪ੍ਰਤੀਸ਼ਤ ਦੀ ਕਮੀ
percentile,ਪ੍ਰਤੀਸ਼ਤ
perfect cube,ਸੰਪੂਰਣ ਘਣ
perfect gas,ਸੰਪੂਰਣ ਗੈਸ
perfect number,ਸੰਪੂਰਨ ਸੰਖਿਆ
perfect set,ਸੰਪੂਰਣ ਸੈੱਟ
perfect square,ਸੰਪੂਰਣ ਵਰਗ
perfect square expression,ਸੰਪੂਰਣ ਵਰਗ ਸਮੀਕਰਨ
perimeter,ਘੇਰਾ
period,ਮਿਆਦ
periodic curve,ਆਵਰਤੀ ਵਕਰ
periodic disturbances,ਸਮੇਂ-ਸਮੇਂ ਦੀਆਂ ਗੜਬੜੀਆਂ
periodic function,ਆਵਰਤੀ ਫੰਕਸ਼ਨ
periodic motion,ਆਵਰਤੀ ਗਤੀ
period of revolution,ਇਨਕਲਾਬ ਦੀ ਮਿਆਦ
period of rotation,ਰੋਟੇਸ਼ਨ ਦੀ ਮਿਆਦ
periodogram,ਪੀਰੀਅਡੋਗ੍ਰਾਮ
peripheral,ਪੈਰੀਫਿਰਲ
permissible,ਇਜਾਜ਼ਤ ਹੈ
permissible limit of error,ਗਲਤੀ ਦੀ ਇਜਾਜ਼ਤ ਸੀਮਾ
permutation,ਪਰਮਿਊਟੇਸ਼ਨ
permutation group,ਪਰਮਿਊਟੇਸ਼ਨ ਗਰੁੱਪ
permutation matrix,ਪਰਮਿਊਟੇਸ਼ਨ ਮੈਟਰਿਕਸ
permutation method,ਕ੍ਰਮਬੱਧ ਢੰਗ
perpendicular,ਲੰਬਕਾਰੀ
perpendicularity,ਲੰਬਕਾਰੀਤਾ
perpendicularly,ਲੰਬਵਤ
perpendicular plane,ਲੰਬਵਤ ਜਹਾਜ਼
personnel-assignment problem,ਕਰਮਚਾਰੀ-ਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ
PERT (program evaluation review technique),PERT (ਪ੍ਰੋਗਰਾਮ ਮੁਲਾਂਕਣ ਸਮੀਖਿਆ ਤਕਨੀਕ)
perturbation,ਪਰੇਸ਼ਾਨੀ
perturbation problem,ਪਰੇਸ਼ਾਨੀ ਦੀ ਸਮੱਸਿਆ
perturbed problem,ਪਰੇਸ਼ਾਨ ਸਮੱਸਿਆ
phase,ਪੜਾਅ
phase angle,ਪੜਾਅ ਕੋਣ
phase difference,ਪੜਾਅ ਅੰਤਰ
phase displacement,ਪੜਾਅ ਵਿਸਥਾਪਨ
physical astronomy,ਭੌਤਿਕ ਖਗੋਲ ਵਿਗਿਆਨ
physical constant,ਸਰੀਰਕ ਸਥਿਰਤਾ
physical parameter,ਭੌਤਿਕ ਪੈਰਾਮੀਟਰ
physical pendulum,ਭੌਤਿਕ ਪੈਂਡੂਲਮ
physical quantity,ਭੌਤਿਕ ਮਾਤਰਾ
physical sciences,ਭੌਤਿਕ ਵਿਗਿਆਨ
pictograph,ਤਸਵੀਰ
pictor,ਤਸਵੀਰ
piecewise continuous function,ਟੁਕੜੇਵਾਰ ਨਿਰੰਤਰ ਫੰਕਸ਼ਨ
piecewise linear,ਟੁਕੜੇਵਾਰ ਰੇਖਿਕ
piecewise linear function,ਟੁਕੜੇਵਾਰ ਰੇਖਿਕ ਫੰਕਸ਼ਨ
piecewise smooth,ਟੁਕੜੇਵਾਰ ਨਿਰਵਿਘਨ
pie diagram,ਪਾਈ ਚਿੱਤਰ
pilot census,ਪਾਇਲਟ ਜਨਗਣਨਾ
pilot survey,ਪਾਇਲਟ ਸਰਵੇਖਣ
pivot,ਧਰੁਵੀ
pivotal element,ਪ੍ਰਮੁੱਖ ਤੱਤ
Planck's constant,ਪਲੈਂਕ ਦਾ ਸਥਿਰ
Planck's law,ਪਲੈਂਕ ਦਾ ਕਾਨੂੰਨ
plane,ਜਹਾਜ਼
plane angle,ਜਹਾਜ਼ ਦਾ ਕੋਣ
plane boundary,ਜਹਾਜ਼ ਦੀ ਸੀਮਾ
plane curve,ਪਲੇਨ ਕਰਵ
plane figure,ਜਹਾਜ਼ ਚਿੱਤਰ
plane geometry,ਜਹਾਜ਼ ਦੀ ਜਿਓਮੈਟਰੀ
plane motion,ਜਹਾਜ਼ ਦੀ ਗਤੀ
plane of projection,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਜਹਾਜ਼
plane of reference,ਹਵਾਲੇ ਦਾ ਜਹਾਜ਼
plane of symmetry,ਸਮਰੂਪਤਾ ਦਾ ਜਹਾਜ਼
planet,ਗ੍ਰਹਿ
planetarium,ਗ੍ਰਹਿ
planetary motion,ਗ੍ਰਹਿ ਦੀ ਗਤੀ
planetary system,ਗ੍ਰਹਿ ਸਿਸਟਮ
plane trigonometry,ਜਹਾਜ਼ ਤਿਕੋਣਮਿਤੀ
plane wave,ਜਹਾਜ਼ ਦੀ ਲਹਿਰ
planning horizon,ਯੋਜਨਾਬੰਦੀ ਦਾ ਰੁਖ
plasma,ਪਲਾਜ਼ਮਾ
plastic,ਪਲਾਸਟਿਕ
platykurtic curve,platykurtic ਵਕਰ
platykurtosis,platykurtosis
plot,ਪਲਾਟ
plotted,ਸਾਜਿਸ਼ ਕੀਤੀ
plotted frequency distribution,ਪਲਾਟ ਕੀਤੀ ਬਾਰੰਬਾਰਤਾ ਵੰਡ
plotter,ਸਾਜਿਸ਼ਕਾਰ
plotting,ਸਾਜਿਸ਼
plotting of curve,ਕਰਵ ਦੀ ਸਾਜਿਸ਼
plus,ਪਲੱਸ
plus formula,ਪਲੱਸ ਫਾਰਮੂਲਾ
point at infinity,ਅਨੰਤਤਾ &#39;ਤੇ ਬਿੰਦੂ
point estimate,ਬਿੰਦੂ ਅਨੁਮਾਨ
point estimation,ਬਿੰਦੂ ਅਨੁਮਾਨ
point mass,ਬਿੰਦੂ ਪੁੰਜ
point of accumulation,ਇਕੱਠਾ ਕਰਨ ਦਾ ਬਿੰਦੂ
point of analyticity,ਵਿਸ਼ਲੇਸ਼ਣ ਦਾ ਬਿੰਦੂ
point of condensation,ਸੰਘਣਾਪਣ ਦਾ ਬਿੰਦੂ
point of incidence,ਘਟਨਾ ਦਾ ਬਿੰਦੂ
point of infinite discontinuity,ਅਨੰਤ ਵਿਘਨ ਦਾ ਬਿੰਦੂ
point of intersection,ਇੰਟਰਸੈਕਸ਼ਨ ਦਾ ਬਿੰਦੂ
point of non-uniform convergence,ਗੈਰ-ਯੂਨੀਫਾਰਮ ਕਨਵਰਜੈਂਸ ਦਾ ਬਿੰਦੂ
point of projection,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਬਿੰਦੂ
point of uniform convergence,ਯੂਨੀਫਾਰਮ ਕਨਵਰਜੈਂਸ ਦਾ ਬਿੰਦੂ
point open topology,ਪੁਆਇੰਟ ਓਪਨ ਟੌਪੋਲੋਜੀ
point set,ਬਿੰਦੂ ਸੈੱਟ
point source,ਬਿੰਦੂ ਸਰੋਤ
pointwise closed,ਬਿੰਦੂ ਅਨੁਸਾਰ ਬੰਦ
pointwise closure,ਬਿੰਦੂਵਾਰ ਬੰਦ
pointwise convergence,ਬਿੰਦੂ ਅਨੁਸਾਰ ਕਨਵਰਜੈਂਸ
pointwise discontinuous function,ਬਿੰਦੂ ਅਨੁਸਾਰ ਅਸੰਤੁਲਿਤ ਫੰਕਸ਼ਨ
pointwise topology,ਬਿੰਦੂ ਅਨੁਸਾਰ ਟੌਪੋਲੋਜੀ
Poisson arrival,ਜ਼ਹਿਰ ਦੀ ਆਮਦ
Poisson integral,ਪੋਇਸਨ ਅਟੁੱਟ
Poisson problem,ਜ਼ਹਿਰ ਦੀ ਸਮੱਸਿਆ
Poisson's distribution,ਪੋਇਸਨ ਦੀ ਵੰਡ
Poisson's equation,ਪੋਇਸਨ ਦਾ ਸਮੀਕਰਨ
Poisson's integral formula,ਪੋਇਸਨ ਦਾ ਅਟੁੱਟ ਫਾਰਮੂਲਾ
polar,ਧਰੁਵੀ
polar angle,ਧਰੁਵੀ ਕੋਣ
polar axis,ਧਰੁਵੀ ਧੁਰਾ
polar cap,ਧਰੁਵੀ ਕੈਪ
polar coordinate,ਧਰੁਵੀ ਤਾਲਮੇਲ
polar radius of earth,ਧਰਤੀ ਦਾ ਧਰੁਵੀ ਘੇਰਾ
pole,ਖੰਭਾ
pole of order-n,ਹੁਕਮ ਦਾ ਖੰਭਾ-n
pole of wave front,ਲਹਿਰ ਦੇ ਸਾਹਮਣੇ ਦਾ ਖੰਭਾ
pole singularity,ਧਰੁਵ ਇਕਵਚਨਤਾ
policy-space,ਨੀਤੀ-ਸਪੇਸ
policy variables,ਨੀਤੀ ਵੇਰੀਏਬਲ
Polya's distribution,ਪੋਲੀਆ ਦੀ ਵੰਡ
polygon,ਬਹੁਭੁਜ
polygon of forces,ਤਾਕਤਾਂ ਦਾ ਬਹੁਭੁਜ
polygon of vectors,ਵੈਕਟਰਾਂ ਦਾ ਬਹੁਭੁਜ
polyhedral,polyhedral
polyhedral body,polyhedral ਸਰੀਰ
polyhedron,ਪੌਲੀਹੇਡਰੋਨ
polynomial,ਬਹੁਪਦ
polynomial forms,ਬਹੁਪਦ ਰੂਪ
polynomial function,ਬਹੁਪਦ ਫੰਕਸ਼ਨ
polynomial interpolation,ਬਹੁਨਾਮੀ ਇੰਟਰਪੋਲੇਸ਼ਨ
polynomial regression,ਬਹੁਨਾਮੀ ਰਿਗਰੈਸ਼ਨ
polynomial solution,ਬਹੁਪਦ ਦਾ ਹੱਲ
polynomial theorem,ਬਹੁਪਦ ਪ੍ਰਮੇਯ
polytrope,ਪੌਲੀਟ੍ਰੋਪ
pooled estimate,ਇਕੱਠਾ ਕੀਤਾ ਅਨੁਮਾਨ
population,ਆਬਾਦੀ
population distribution,ਆਬਾਦੀ ਦੀ ਵੰਡ
population dynamics,ਆਬਾਦੀ ਦੀ ਗਤੀਸ਼ੀਲਤਾ
population mean,ਆਬਾਦੀ ਦਾ ਮਤਲਬ ਹੈ
population parameter,ਆਬਾਦੀ ਪੈਰਾਮੀਟਰ
population regression coefficient,ਆਬਾਦੀ ਰੀਗਰੈਸ਼ਨ ਗੁਣਾਂਕ
population sampling,ਆਬਾਦੀ ਦਾ ਨਮੂਨਾ
population variance,ਆਬਾਦੀ ਦਾ ਅੰਤਰ
position coordinates,ਸਥਿਤੀ ਧੁਰੇ
position of equilibrium,ਸੰਤੁਲਨ ਦੀ ਸਥਿਤੀ
position vector,ਸਥਿਤੀ ਵੈਕਟਰ
positive,ਸਕਾਰਾਤਮਕ
positive angle,ਸਕਾਰਾਤਮਕ ਕੋਣ
positive areas,ਸਕਾਰਾਤਮਕ ਖੇਤਰ
positive association,ਸਕਾਰਾਤਮਕ ਸਬੰਧ
positive attribute,ਸਕਾਰਾਤਮਕ ਗੁਣ
positive cone,ਸਕਾਰਾਤਮਕ ਕੋਨ
positive correlation,ਸਕਾਰਾਤਮਕ ਸਬੰਧ
positive definite form,ਸਕਾਰਾਤਮਕ ਨਿਸ਼ਚਿਤ ਰੂਪ
positive definite function,ਸਕਾਰਾਤਮਕ ਨਿਸ਼ਚਿਤ ਫੰਕਸ਼ਨ
positive definite matrix,ਸਕਾਰਾਤਮਕ ਨਿਸ਼ਚਿਤ ਮੈਟ੍ਰਿਕਸ
positive definite quadratic form,ਸਕਾਰਾਤਮਕ ਨਿਸ਼ਚਿਤ ਚਤੁਰਭੁਜ ਰੂਪ
positive linear functional,ਸਕਾਰਾਤਮਕ ਰੇਖਿਕ ਕਾਰਜਸ਼ੀਲ
positively related,ਸਕਾਰਾਤਮਕ ਸਬੰਧਤ
positive semidefinite,ਸਕਾਰਾਤਮਕ ਅਰਧ ਨਿਸ਼ਚਿਤ
positive serial correlation,ਸਕਾਰਾਤਮਕ ਲੜੀਵਾਰ ਸਬੰਧ
positive trend,ਸਕਾਰਾਤਮਕ ਰੁਝਾਨ
possibility,ਸੰਭਾਵਨਾ
possible,ਸੰਭਵ ਹੈ
posterior probability,ਪਿਛਲਾ ਸੰਭਾਵਨਾ
postmultiplication,ਪੋਸਟ ਗੁਣਾ
post optimality problem,ਪੋਸਟ ਅਨੁਕੂਲਤਾ ਸਮੱਸਿਆ
postulate,ਧਾਰਨਾ
postulational approach,postulational ਪਹੁੰਚ
potential energy,ਸੰਭਾਵੀ ਊਰਜਾ
potential function,ਸੰਭਾਵੀ ਫੰਕਸ਼ਨ
power,ਤਾਕਤ
power curve,ਪਾਵਰ ਕਰਵ
power function of test,ਟੈਸਟ ਦੀ ਸ਼ਕਤੀ ਫੰਕਸ਼ਨ
power law,ਸ਼ਕਤੀ ਕਾਨੂੰਨ
power of a set,ਇੱਕ ਸੈੱਟ ਦੀ ਸ਼ਕਤੀ
power of a test,ਇੱਕ ਟੈਸਟ ਦੀ ਸ਼ਕਤੀ
power of statistical test,ਅੰਕੜਾ ਟੈਸਟ ਦੀ ਸ਼ਕਤੀ
power series analysis,ਪਾਵਰ ਸੀਰੀਜ਼ ਵਿਸ਼ਲੇਸ਼ਣ
power series expansion,ਪਾਵਰ ਸੀਰੀਜ਼ ਦਾ ਵਿਸਥਾਰ
power series method,ਪਾਵਰ ਸੀਰੀਜ਼ ਵਿਧੀ
Poynting's theorem,ਪੁਆਇੰਟਿੰਗ ਦਾ ਸਿਧਾਂਤ
practical geometry,ਵਿਹਾਰਕ ਜਿਓਮੈਟਰੀ
practical unit,ਵਿਹਾਰਕ ਯੂਨਿਟ
practice,ਅਭਿਆਸ
preassigned number,ਪਹਿਲਾਂ ਤੋਂ ਨਿਰਧਾਰਤ ਨੰਬਰ
precision of a test,ਇੱਕ ਟੈਸਟ ਦੀ ਸ਼ੁੱਧਤਾ
prediction,ਭਵਿੱਖਬਾਣੀ
prediction equation,ਪੂਰਵ ਅਨੁਮਾਨ ਸਮੀਕਰਨ
prediction interval,ਪੂਰਵ ਅਨੁਮਾਨ ਅੰਤਰਾਲ
predictor,ਭਵਿੱਖਬਾਣੀ ਕਰਨ ਵਾਲਾ
predictor-corrector method,ਭਵਿੱਖਬਾਣੀ ਕਰਨ ਵਾਲਾ-ਸੁਧਾਰਕ ਤਰੀਕਾ
predictor formula,ਭਵਿੱਖਬਾਣੀ ਕਰਨ ਵਾਲਾ ਫਾਰਮੂਲਾ
pre-image,ਪ੍ਰੀ-ਚਿੱਤਰ
preliminary data प,ਸ਼ੁਰੂਆਤੀ ਡੇਟਾ ਪੀ
preliminary survey,ਸ਼ੁਰੂਆਤੀ ਸਰਵੇਖਣ
present configuration,ਮੌਜੂਦਾ ਸੰਰਚਨਾ
pressure,ਦਬਾਅ
pressure drop,ਦਬਾਅ ਵਿੱਚ ਕਮੀ
pressure force,ਦਬਾਅ ਫੋਰਸ
pressure gradient,ਦਬਾਅ ਗਰੇਡੀਐਂਟ
price,ਕੀਮਤ
price index,ਕੀਮਤ ਸੂਚਕਾਂਕ
primal-dual algorithm,ਮੁੱਢਲਾ-ਦੋਹਰਾ ਐਲਗੋਰਿਦਮ
primal problem,ਮੁੱਢਲੀ ਸਮੱਸਿਆ
primary data,ਪ੍ਰਾਇਮਰੀ ਡਾਟਾ
prime,ਪ੍ਰਧਾਨ
prime factor,ਪ੍ਰਮੁੱਖ ਕਾਰਕ
primitive,ਮੁੱਢਲਾ
primitive polynomial,ਮੁੱਢਲਾ ਬਹੁਪਦ
principal axis,ਮੁੱਖ ਧੁਰਾ
principal component,ਮੁੱਖ ਭਾਗ
principal maximum,ਮੁੱਖ ਅਧਿਕਤਮ
principal root,ਮੁੱਖ ਜੜ੍ਹ
principal submatrix,ਪ੍ਰਮੁੱਖ ਸਬਮੈਟ੍ਰਿਕਸ
principal value,ਮੁੱਖ ਮੁੱਲ
principle,ਸਿਧਾਂਤ
principle of covariance,ਸਹਿਵਿਹਾਰ ਦਾ ਸਿਧਾਂਤ
principle of duality,ਦਵੈਤ ਦਾ ਸਿਧਾਂਤ
principle of equivalence,ਸਮਾਨਤਾ ਦਾ ਸਿਧਾਂਤ
principle of equivalent change,ਬਰਾਬਰ ਤਬਦੀਲੀ ਦਾ ਸਿਧਾਂਤ
principle of maximum modulus,ਅਧਿਕਤਮ ਮਾਡਿਊਲਸ ਦਾ ਸਿਧਾਂਤ
prior probability,ਪੂਰਵ ਸੰਭਾਵਨਾ
probabilistic,ਸੰਭਾਵੀ
probabilistic approach,ਸੰਭਾਵੀ ਪਹੁੰਚ
probabilistic demand,ਸੰਭਾਵੀ ਮੰਗ
probabilistic variable,ਸੰਭਾਵੀ ਵੇਰੀਏਬਲ
probability,ਸੰਭਾਵਨਾ
probability density,ਸੰਭਾਵਨਾ ਘਣਤਾ
probability density distribution,ਸੰਭਾਵਨਾ ਘਣਤਾ ਵੰਡ
probability density function,ਸੰਭਾਵਨਾ ਘਣਤਾ ਫੰਕਸ਼ਨ
probability distribution,ਸੰਭਾਵਨਾ ਵੰਡ
probability function,ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ
probability generating function,ਸੰਭਾਵਨਾ ਪੈਦਾ ਕਰਨ ਵਾਲਾ ਫੰਕਸ਼ਨ
