Punjabi,Odiya
ਮੈਕਸੀਕੰਪਿਊਟਰ,ମ୍ୟାକ୍ସିକ୍ କମ୍ପ୍ୟୁଟର |
ਅਧਿਕਤਮ ਤੱਤ,ସର୍ବାଧିକ ଉପାଦାନ |
ਅਧਿਕਤਮ ਮਿਆਦ (ਮਿਆਰੀ ਜੋੜ ਮਿਆਦ),maxterm (ମାନକ ରାଶି ଶବ୍ଦ)
ਮੈਕਸਵੈਲ ਡੈਮਨ,ମ୍ୟାକ୍ସୱେଲ ଡେମନ୍ |
ਮਤਲਬ,ଅର୍ଥ
ਮਤਲਬ ਮੁਰੰਮਤ ਦਾ ਸਮਾਂ,ଅର୍ଥ ମରାମତି ସମୟ |
ਅਸਫਲਤਾ ਦੇ ਵਿਚਕਾਰ ਦਾ ਮਤਲਬ ਸਮਾਂ (MTBF),ବିଫଳତା ମଧ୍ୟରେ ସମୟ (MTBF)
ਅਸਫਲਤਾ ਦੇ ਵਿਚਕਾਰ ਦਾ ਮਤਲਬ ਸਮਾਂ (MTBF),ବିଫଳତା ମଧ୍ୟରେ ସମୟ (MTBF)
ਅਸਫਲਤਾ ਦਾ ਸਮਾਂ,ବିଫଳତାର ସମୟ |
ਮੁਰੰਮਤ ਕਰਨ ਦਾ ਸਮਾਂ,ମରାମତି ପାଇଁ ସମୟ |
ਮੁਰੰਮਤ ਦਾ ਮਤਲਬ ਸਮਾਂ (MTTR),ମରାମତି ପାଇଁ ସମୟ (MTTR)
ਮੱਧਮ ਸਕੇਲ ਏਕੀਕਰਣ (MSI),ମଧ୍ୟମ ମାପ ଏକୀକରଣ (MSI)
ਮੱਧਮ ਸਕੇਲ ਏਕੀਕਰਣ (MSI),ମଧ୍ୟମ ମାପ ଏକୀକରଣ (MSI)
ਮੱਧਮ ਮਿਆਦ ਸਟੋਰੇਜ਼ ਜੰਤਰ,ମଧ୍ୟମ ଅବଧି ସଂରକ୍ଷଣ ଉପକରଣ |
ਮੈਗਾਬਿਟ ਪ੍ਰਤੀ ਸਕਿੰਟ (MB Ps),ପ୍ରତି ସେକେଣ୍ଡରେ ମେଗାବିଟ୍ (MB Ps)
ਸਦੱਸ ਵਸਤੂ,ସଦସ୍ୟ ବସ୍ତୁ |
ਸਦੱਸ ਰਿਕਾਰਡ,ସଦସ୍ୟ ରେକର୍ଡ |
ਮੈਮੋਰੀ,ସ୍ମୃତି
ਮੈਮੋਰੀ ਐਰੇ,ମେମୋରୀ ଆରେ
ਮੈਮੋਰੀ ਬੈਂਕ,ମେମୋରୀ ବ୍ୟାଙ୍କ
ਮੈਮੋਰੀ ਬਫਰ ਰਜਿਸਟਰ,ମେମୋରୀ ବଫର୍ ରେଜିଷ୍ଟର |
ਮੈਮੋਰੀ ਬੱਸ,ମେମୋରୀ ବସ୍
ਮੈਮੋਰੀ ਕਾਰਡ,ମେମୋରୀ କାର୍ଡ
ਮੈਮੋਰੀ ਸੈੱਲ,ମେମୋରୀ ସେଲ୍
ਮੈਮੋਰੀ ਸੰਕੁਚਿਤ,ସ୍ମୃତି ସଙ୍କୋଚନ
ਮੈਮੋਰੀ ਕੋਰ,ମେମୋରୀ କୋର୍
ਮੈਮੋਰੀ ਚੱਕਰ,ସ୍ମୃତି ଚକ୍ର
ਮੈਮੋਰੀ ਡਾਟਾ ਰਜਿਸਟਰ,ମେମୋରୀ ଡାଟା ରେଜିଷ୍ଟର |
ਮੈਮੋਰੀ ਡੰਪ,ମେମୋରୀ ଡମ୍ପ
ਮੈਮੋਰੀ ਐਕਸਚੇਂਜ,ସ୍ମୃତି ବିନିମୟ
ਮੈਮੋਰੀ ਲੜੀ,ସ୍ମୃତି କ୍ରମ
ਮੈਮੋਰੀ ਹਦਾਇਤ,ସ୍ମୃତି ନିର୍ଦ୍ଦେଶ
ਮੈਮੋਰੀ ਪ੍ਰਬੰਧਨ,ସ୍ମୃତି ପରିଚାଳନା
ਮੈਮੋਰੀ ਨਕਸ਼ਾ,ସ୍ମୃତି ମାନଚିତ୍ର
ਮੈਮੋਰੀ ਮੈਪਡ I/O,ମେମୋରୀ ମ୍ୟାପ୍ I / O
ਮੈਮੋਰੀ ਮਾਡਲ,ମେମୋରୀ ମଡେଲ୍ |
ਮੈਮੋਰੀ ਮੋਡੀਊਲ,ମେମୋରୀ ମଡ୍ୟୁଲ୍
ਮੈਮੋਰੀ ਪੁਆਇੰਟਰ ਰਜਿਸਟਰ,ମେମୋରୀ ପଏଣ୍ଟର୍ ରେଜିଷ୍ଟର |
ਯਾਦ ਸ਼ਕਤੀ,ସ୍ମୃତି ଶକ୍ତି
ਮੈਮੋਰੀ ਸੁਰੱਖਿਆ,ସ୍ମୃତି ସୁରକ୍ଷା
ਮੈਮੋਰੀ ਹਵਾਲਾ ਨਿਰਦੇਸ਼,ମେମୋରୀ ରେଫରେନ୍ସ ନିର୍ଦ୍ଦେଶ
ਮੈਮੋਰੀ ਨਿਵਾਸੀ ਪ੍ਰੋਗਰਾਮ,ସ୍ମୃତି ବାସିନ୍ଦା କାର୍ଯ୍ୟକ୍ରମ |
ਮੈਮੋਰੀ ਯੂਨਿਟ,ମେମୋରୀ ୟୁନିଟ୍
ਮੀਨੂ,ମେନୁ
ਮੇਨੂ ਪੱਟੀ,ମେନୁ ବାର୍ |
ਮੇਨੂ ਡਰਾਈਵ,ମେନୁ ଡ୍ରାଇଭ୍ |
ਮੇਨੂ ਚੋਣ,ମେନୁ ଚୟନ
ਮੇਨੂ-ਸੰਚਾਲਿਤ ਪ੍ਰੋਗਰਾਮ,ମେନୁ-ଚାଳିତ ପ୍ରୋଗ୍ରାମ୍ |
ਮਿਲਾਓ,ମିଶ୍ରଣ କରନ୍ତୁ |
ਐਕਸਚੇਂਜ ਲੜੀ ਨੂੰ ਮਿਲਾਓ,ବିନିମୟ ସର୍ଟ ମିଶ୍ରଣ କରନ୍ତୁ |
ਕ੍ਰਮਬੱਧ ਅਭੇਦ,ମିଶ୍ରଣ ସର୍ଟ
ਮਿਲਾਉਣਾ,ମିଶ୍ରଣ
ਜਾਲ ਨੈੱਟਵਰਕ,ଜାଲ ନେଟୱାର୍କ
ਮੈਸੇਜਿੰਗ,ମେସେଜିଂ
ਸੁਨੇਹਾ,ବାର୍ତ୍ତା |
ਸੁਨੇਹਾ ਪ੍ਰਮਾਣਿਕਤਾ,ବାର୍ତ୍ତା ପ୍ରାମାଣିକିକରଣ |
ਸੁਨੇਹਾ ਬਾਕਸ,ବାର୍ତ୍ତା ବାକ୍ସ
ਸੁਨੇਹਾ ਸਰਕਟ,ବାର୍ତ୍ତା ସର୍କିଟ |
ਸੁਨੇਹਾ ਫਾਰਮੈਟ,ବାର୍ତ୍ତା ଫର୍ମାଟ୍ |
ਸੁਨੇਹਾ ਸਿਰਲੇਖ,ବାର୍ତ୍ତା ହେଡର୍ |
ਸੁਨੇਹਾ ਮੋਡ,ବାର୍ତ୍ତା ମୋଡ୍
ਸੁਨੇਹਾ ਪਾਸ ਕਰਨਾ,ବାର୍ତ୍ତା ପାସ୍ କରୁଛି |
ਸੁਨੇਹਾ ਪੋਲਿੰਗ,ବାର୍ତ୍ତା ମତଦାନ
ਸੁਨੇਹਾ ਕਤਾਰ,ବାର୍ତ୍ତା କ୍ରମ |
ਸੁਨੇਹਾ ਸਵਿੱਚ,ମେସେଜ୍ ସୁଇଚ୍ |
ਸੁਨੇਹਾ ਟੈਕਸਟ,ବାର୍ତ୍ତା ପାଠ
ਸੁਨੇਹਾ ਟ੍ਰਾਂਸਫਰ ਏਜੰਟ,ବାର୍ତ୍ତା ସ୍ଥାନାନ୍ତର ଏଜେଣ୍ଟ |
ਮੈਟਾ ਅਸੈਂਬਲਰ,ମେଟା ଆସେମ୍ବଲର୍ |
ਮੈਟਾ ਕਲਾਸ,ମେଟା କ୍ଲାସ୍ |
ਮੈਟਾ ਸੰਕਲਨ,ମେଟା ସଂକଳନ
ਮੈਟਾ ਕੰਪਾਈਲਰ,ମେଟା କମ୍ପାଇଲର୍
ਮੈਟਾ ਭਾਸ਼ਾ,ମେଟା ଭାଷା |
ਮੈਟਾ ਨੈੱਟਵਰਕ,ମେଟା ନେଟୱାର୍କ |
ਮੈਟਾ ਸਿਸਟਮ,ମେଟା ସିଷ୍ଟମ୍ |
ਵਿਧੀ,ପଦ୍ଧତି
ਮੈਟਰੋਪੋਲੀਟਨ ਏਰੀਆ ਨੈੱਟਵਰਕ (MAN),ମହାନଗର କ୍ଷେତ୍ର ନେଟୱାର୍କ (MAN)
ਮਾਈਕ੍ਰੋ,ମାଇକ୍ରୋ |
ਮਾਈਕ੍ਰੋ ਕੋਡ,ମାଇକ୍ରୋ କୋଡ୍
ਮਾਈਕ੍ਰੋ ਕੰਪਿਊਟਰ,ମାଇକ୍ରୋ କମ୍ପ୍ୟୁଟର |
ਮਾਈਕਰੋ ਕੰਟਰੋਲਰ,ମାଇକ୍ରୋ ନିୟନ୍ତ୍ରକ |
ਮਾਈਕਰੋ ਚੱਕਰ,ମାଇକ୍ରୋ ଚକ୍ର |
ਮਾਈਕ੍ਰੋ ਇਲੈਕਟ੍ਰਾਨਿਕ ਮਕੈਨੀਕਲ ਸਿਸਟਮ (MEMS),ମାଇକ୍ରୋ ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେକାନିକାଲ୍ ସିଷ୍ଟମ୍ (MEMS)
ਮਾਈਕ੍ਰੋ ਇਲੈਕਟ੍ਰੋਨਿਕਸ,ମାଇକ୍ରୋ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
ਮਾਈਕਰੋ ਮਾਈਨਿਅਅਥਾਰਾਈਜ਼ੇਸ਼ਨ,ମାଇକ୍ରୋ ମିନିଅଥାଇଜେସନ୍ |
ਮਾਈਕ੍ਰੋ ਆਰਡਰ,ମାଇକ୍ରୋ କ୍ରମ |
ਮਾਈਕ੍ਰੋ/ਮੇਨਫ੍ਰੇਮ ਲਿੰਕ,ମାଇକ୍ରୋ / ମେନ୍ ଫ୍ରେମ୍ ଲିଙ୍କ୍ |
ਮਾਈਕ੍ਰੋਚਿੱਪ,ମାଇକ୍ରୋଚିପ୍ |
ਮਾਈਕ੍ਰੋਕੋਬੋਲ,ମାଇକ୍ରୋକୋବଲ୍ |
ਮਾਈਕ੍ਰੋਕੋਡ,ମାଇକ୍ରୋକୋଡ୍ |
ਮਾਈਕ੍ਰੋਫਾਈਚ,ମାଇକ୍ରୋଫିଚ୍ |
ਮਾਈਕ੍ਰੋਫਲੋਪੀ,ମାଇକ୍ରୋଫ୍ଲପି |
ਮਾਈਕ੍ਰੋਫਾਰਮ ਰੀਡਰ,ମାଇକ୍ରୋଫର୍ମ ପାଠକ |
ਮਾਈਕ੍ਰੋਫ੍ਰੇਮ,ମାଇକ୍ରୋଫ୍ରେମ୍ |
ਮਾਈਕ੍ਰੋਗ੍ਰਾਫਿਕਸ,ମାଇକ୍ରୋଗ୍ରାଫିକ୍ |
ਮਾਈਕ੍ਰੋਫ਼ੋਨ,ମାଇକ୍ରୋଫୋନ୍ |
ਮਾਈਕ੍ਰੋਫੋਟੋਗ੍ਰਾਫ,ମାଇକ୍ରୋଫୋଟୋଗ୍ରାଫ୍ |
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ,ମାଇକ୍ରୋପ୍ରୋସେସିଂ ୟୁନିଟ୍ |
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ,ମାଇକ୍ରୋପ୍ରୋସେସର୍ |
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਚਿੱਪ,ମାଇକ୍ରୋପ୍ରୋସେସର୍ ଚିପ୍ |
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਕੰਪਾਈਲਰ,ମାଇକ୍ରୋପ୍ରୋସେସର୍ କମ୍ପାଇଲର୍ |
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਯੂਨਿਟ (MPU),ମାଇକ୍ରୋପ୍ରୋସେସର ୟୁନିଟ୍ (MPU)
ਮਾਈਕ੍ਰੋਪ੍ਰੋਗਰਾਮ,ମାଇକ୍ରୋପ୍ରୋଗ୍ରାମ୍ |
ਸੂਖਮ ਅਨੁਕ੍ਰਮ,ମାଇକ୍ରୋସେକେନ୍ସ |
ਮਾਈਕ੍ਰੋਸਾਫਟ,ମାଇକ୍ରୋସଫ୍ଟ |
ਮਾਈਕ੍ਰੋਸਾਫਟ ਵਿੰਡੋਜ਼,ମାଇକ୍ରୋସଫ୍ଟ ୱିଣ୍ଡୋ |
ਮਾਈਕ੍ਰੋਵੇਵ,ମାଇକ୍ରୋୱେଭ୍ |
ਮਾਈਕ੍ਰੋਵੇਵ ਲਿੰਕ,ମାଇକ୍ରୋୱେଭ୍ ଲିଙ୍କ୍ |
ਮਾਈਕ੍ਰੋਵੇਵ ਪ੍ਰਸਾਰ,ମାଇକ୍ରୋୱେଭ୍ ବିସ୍ତାର |
ਮੱਧ ਪ੍ਰਬੰਧਨ,ମଧ୍ୟମ ପରିଚାଳନା
ਮਿਡਲਵੇਅਰ,ମିଡିଲୱେର୍ |
ਮਿਡੀਕੰਪਿਊਟਰ,ମିଡିକମ୍ପୁଟର |
ਮਿਡਪੁਆਇੰਟ,ମିଡପଏଣ୍ଟ |
ਮਿਡਟਰਮ,ମଧ୍ୟବର୍ତ୍ତୀ
ਪਰਵਾਸ ਮਾਰਗ,ସ୍ଥାନାନ୍ତରଣ ପଥ
ਮਿਲੀਅਨ ਨਿਰਦੇਸ਼ ਪ੍ਰਤੀ ਸਕਿੰਟ (MIPS),ପ୍ରତି ସେକେଣ୍ଡରେ ମିଲିୟନ୍ ନିର୍ଦ୍ଦେଶ (MIPS)
ਮਿਨੀ ਕੰਪਿਊਟਰ,minicomputer
ਮਿਨੀਡਿਸਕੇਟ,ମିନିଡିସ୍କେଟ୍ |
ਘੱਟੋ-ਘੱਟ ਕਰਨਲ,ସର୍ବନିମ୍ନ କର୍ଣ୍ଣଲ |
ਘੱਟੋ-ਘੱਟ ਉਤਪਾਦ,ସର୍ବନିମ୍ନ ଉତ୍ପାଦ |
ਘੱਟੋ-ਘੱਟ ਰੁੱਖ,ସର୍ବନିମ୍ନ ଗଛ |
minimax (ਘੱਟੋ-ਘੱਟ) ਐਲਗੋਰਿਦਮ,ମିନିମାକ୍ସ (ମିନି-ସର୍ବାଧିକ) ଆଲଗୋରିଦମ |
ਘੱਟੋ-ਘੱਟ ਪ੍ਰਕਿਰਿਆ,ମିନିମାକ୍ସ ପ୍ରଣାଳୀ |
ਘੱਟੋ-ਘੱਟ ਲਾਗਤ ਫੈਲੇ ਰੁੱਖ,ସର୍ବନିମ୍ନ ମୂଲ୍ୟ ବିସ୍ତାର ବୃକ୍ଷ |
ਘੱਟੋ-ਘੱਟ ਲੇਟੈਂਸੀ ਕੋਡਿੰਗ,ସର୍ବନିମ୍ନ ବିଳମ୍ବ କୋଡିଂ |
ਮਾਮੂਲੀ ਜੰਤਰ,ଛୋଟ ଉପକରଣ
ਮਿੰਟਰਿਮ,ମିନିଟରମ୍ |
ਘਟਾਓ ਝੰਡਾ,ମାଇନସ୍ ପତାକା |
ਘਟਾਓ ਝੰਡਾ,ମାଇନସ୍ ପତାକା |
ਘਟਾਓ ਜ਼ੋਨ,ମାଇନସ୍ ଜୋନ୍ |
ਸ਼ੀਸ਼ਾ,ଦର୍ପଣ |
ਮਿਰਰ ਸਾਈਟ,ଦର୍ପଣ ସାଇଟ୍ |
ਮਿਕਸਡ-ਰੇਡੀਕਸ ਸੰਕੇਤ,ମିଶ୍ରିତ-ରେଡିକ୍ସ ନୋଟେସନ୍ |
ਮਿਕਸਰ,ମିକ୍ସର୍ |
ਮੈਮੋਨਿਕ,ମେନେମୋନିକ୍ |
ਯਾਦਦਾਸ਼ਤ ਪਤਾ,ସ୍ମୃତି ଠିକଣା
ਮੈਮੋਨਿਕਸ,ମେନେମୋନିକ୍ସ |
ਮੋਬਾਈਲ,ମୋବାଇଲ୍ |
ਮੋਬਾਈਲ ਕੰਪਿਊਟਿੰਗ,ମୋବାଇଲ୍ ଗଣନା
ਮਾਡਲ,ମଡେଲ୍ |
ਮਾਡਲ ਰਹਿਤ ਸੰਪਾਦਕ,ମୋଡଲେସ୍ ଏଡିଟର୍ |
ਮਾਡਲਿੰਗ,ମଡେଲିଂ
ਮੋਡਮ,ମୋଡେମ୍
ਮੱਧਮ,ମଧ୍ୟମ
ਸੰਜਮ,ମଧ୍ୟମତା
ਸੰਚਾਲਕ,ମୋଡରେଟର୍
ਸੋਧਿਆ ਹਦਾਇਤ,ପରିବର୍ତ୍ତିତ ନିର୍ଦ୍ଦେଶ
ਸੋਧਕ,ପରିବର୍ତ୍ତନକାରୀ
ਸੋਧਕ ਬਿੱਟ,ପରିବର୍ତ୍ତକ ବିଟ୍
ਸੋਧੋ,ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
ਮਾਡਿਊਲਰ,ମଡ୍ୟୁଲାର୍ |
ਮਾਡਿਊਲਰਿਟੀ,ମଡ୍ୟୁଲେରିଟି
ਮੋਡੂਲੇਸ਼ਨ,ମଡ୍ୟୁଲେସନ୍
ਮੋਡੀਊਲ,ମଡ୍ୟୁଲ୍
ਮੋਡੀਊਲ ਆਰਕੀਟੈਕਚਰ,ମଡ୍ୟୁଲ୍ ସ୍ଥାପତ୍ୟ
ਮਾਨੀਟਰ,ମନିଟର
ਨਿਗਰਾਨੀ ਪ੍ਰੋਗਰਾਮ,ମନିଟରିଂ ପ୍ରୋଗ୍ରାମ୍ |
ਮੋਨੋਕ੍ਰੋਮ ਡਿਸਪਲੇਅ,ମୋନୋକ୍ରୋମ୍ ପ୍ରଦର୍ଶନ |
ਮੋਨੋਲੀਥਿਕ ਏਕੀਕ੍ਰਿਤ ਸਰਕਟ,ମୋନୋଲିଥିକ୍ ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ସର୍କିଟ୍ |
monolithic ਤਕਨਾਲੋਜੀ,ମୋନୋଲିଥିକ୍ ଟେକ୍ନୋଲୋଜି |
ਮੋਨੋਸਪੇਸ ਫੌਂਟ,ମୋନୋସ୍ପେସ୍ ଫଣ୍ଟ |
ਮੋਨੋਸਟਬਲ,ମୋନୋଷ୍ଟେବଲ୍ |
ਮੋਨੋਟੋਰੀਸੀਟੀ,ଏକାଗ୍ରତା |
ਰੂਪ,ମର୍ଫ୍ |
ਮੋਰਫੇਮ,ମର୍ଫେମ୍ |
ਰੂਪਵਾਦ,ମର୍ଫିଜିମ୍ |
ਮੌਰਗੇਜ,ବନ୍ଧକ
mosfet (MOSFET),ମସଫେଟ୍ (MOSFET)
ਸਭ ਮਹੱਤਵਪੂਰਨ ਬਿੱਟ,ସବୁଠାରୁ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ବିଟ୍ |
ਮਦਰ ਬੋਰਡ,ମଦର ବୋର୍ଡ |
ਮਾਤਾ ਰਜਿਸਟਰ,ମାତା ପଞ୍ଜିକରଣ |
ਮੋਸ਼ਨ ਤਸਵੀਰ,ଗତି ଚିତ୍ର
ਮੋਸ਼ਨ ਪਿਕਚਰ ਐਕਸਪਰਟਸ ਗਰੁੱਪ (MPEG),ଗତି ଚିତ୍ର ବିଶେଷଜ୍ଞ ଗୋଷ୍ଠୀ (MPEG)
ਮਾਊਂਟ,ପର୍ବତ
ਮਾਊਸ,ମାଉସ୍
ਮੂਵ ਕਰੋ,ଘୁଞ୍ଚାନ୍ତୁ |
ਅੱਖਰ ਨੂੰ ਹਿਲਾਓ,ବର୍ଣ୍ଣ ଘୁଞ୍ଚାନ୍ତୁ |
MS-DOS,MS-DOS
ਐਮਐਸ-ਵਿੰਡੋਜ਼,MS-Windows
ਬਹੁ ਪਹਿਲੂ,ଏକାଧିକ ଦିଗ
ਮਲਟੀ ਪ੍ਰੋਸੈਸਰ,ମଲ୍ଟି ପ୍ରୋସେସର୍ |
ਮਲਟੀ ਪ੍ਰੋਗਰਾਮਿੰਗ,ମଲ୍ଟି ପ୍ରୋଗ୍ରାମିଂ |
ਬਹੁ ਕਾਰਜ,ମଲ୍ଟି ଟାସ୍କିଂ |
ਮਲਟੀਬੱਸ,ମଲ୍ଟିବସ୍ |
ਮਲਟੀਕਾਸਟ,ମଲ୍ଟିକାଷ୍ଟ |
ਮਲਟੀਕਾਸਟ ਪਤਾ,ମଲ୍ଟିକାଷ୍ଟ ଠିକଣା
ਮਲਟੀਕਾਸਟਿੰਗ,ମଲ୍ଟିକାଷ୍ଟିଙ୍ଗ୍ |
ਮਲਟੀਚਿੱਪ,ମଲ୍ଟିଚିପ୍ |
ਮਲਟੀਕਸ,ମଲ୍ଟିକ୍ସ |
ਮਲਟੀ-ਨੌਕਰੀ ਕਾਰਵਾਈ,ମଲ୍ଟିଜୋବ୍ ଅପରେସନ୍ |
ਬਹੁ-ਪੱਧਰੀ ਮੈਮੋਰੀ,ବହୁ ସ୍ତରୀୟ ସ୍ମୃତି
ਮਲਟੀਮੀਡੀਆ ਤਕਨਾਲੋਜੀ,ମଲ୍ଟିମିଡ଼ିଆ ଟେକ୍ନୋଲୋଜି |
ਮਲਟੀਮੋਡ,ମଲ୍ଟିମୋଡ୍
ਕਈ,ଏକାଧିକ
ਮਲਟੀਪਲ ਸ਼ੁੱਧਤਾ,ଏକାଧିକ ସଠିକତା |
ਮਲਟੀਪਲ ਰਿਗਰੈਸ਼ਨ,ଏକାଧିକ ରିଗ୍ରେସନ୍ |
ਮਲਟੀਪਲੈਕਸ,ମଲ୍ଟିପ୍ଲେକ୍ସ
ਮਲਟੀਪਲੈਕਸ ਮੋਡ,ମଲ୍ଟିପ୍ଲେକ୍ସ ମୋଡ୍ |
ਮਲਟੀਪਲੈਕਸਰ,ମଲ୍ଟିପ୍ଲେକ୍ସର୍
ਮਲਟੀਪਲੈਕਸਿੰਗ,ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ |
ਮਲਟੀਪੁਆਇੰਟ ਨੈੱਟਵਰਕ,ମଲ୍ଟିପଏଣ୍ଟ ନେଟୱାର୍କ |
ਮਲਟੀਪ੍ਰੋਸੈਸਿੰਗ,ଏକାଧିକ ପ୍ରକ୍ରିୟାକରଣ |
ਮਲਟੀਪ੍ਰੋਸੈਸਰ ਸਿਸਟਮ,ମଲ୍ଟିପ୍ରୋସେସର୍ ସିଷ୍ଟମ୍ |
ਮਲਟੀਪਰਪਜ਼ ਇੰਟਰਨੈਟ ਮੇਲ ਐਕਸਟੈਂਸ਼ਨ (MIME),ବହୁମୁଖୀ ଇଣ୍ଟରନେଟ୍ ମେଲ୍ ବିସ୍ତାର (MIME)
ਬਹੁ-ਤਹਿ,ବହୁମୁଖୀ
ਮਲਟੀਸਟੇਸ਼ਨ,ବହୁମୁଖୀ |
ਮਲਟੀਥ੍ਰੈਡਿੰਗ,ମଲ୍ଟିଥ୍ରେଡିଂ |
ਬਹੁਮੁੱਲ ਤਰਕ,ବହୁଭାଷୀ ତର୍କ |
ਬਹੁ-ਵਿਭਿੰਨ ਵਿਸ਼ਲੇਸ਼ਣ,ବହୁଭାରତୀୟ ବିଶ୍ଳେଷଣ |
ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,ମଲ୍ଟିଭାଇବ୍ରେଟର
ਆਪਸੀ ਬੇਦਖਲੀ,ପାରସ୍ପରିକ ବହିଷ୍କାର
ਆਪਸੀ ਜਾਣਕਾਰੀ,ପାରସ୍ପରିକ ସୂଚନା
ਭੋਲੇ ਉਪਭੋਗਤਾ,ସାଂପ୍ରଦାୟିକ ବ୍ୟବହାରକାରୀ |
ਨਾਮ ਸਰਵਰ,ନାମ ସର୍ଭର |
NAND ਕਾਰਵਾਈ,NAND ଅପରେସନ୍ |
ਨੈਨੋ,ନାନୋ |
ਤੰਗ ਬੈਂਡ,ସଂକୀର୍ଣ୍ଣ ବ୍ୟାଣ୍ଡ |
ਰਾਸ਼ਟਰੀ ਸੂਚਨਾ ਬੁਨਿਆਦੀ ਢਾਂਚਾ,ଜାତୀୟ ସୂଚନା ଭିତ୍ତିଭୂମି
ਰਾਸ਼ਟਰੀ ਸੂਚਨਾ ਮਿਆਰ ਸੰਗਠਨ (NAND NISO),ଜାତୀୟ ସୂଚନା ମାନକ ସଂଗଠନ (NAND NISO)
ਮੂਲ ਕੋਡ,ମୂଳ କୋଡ୍
ਮੂਲ ਕੰਪਾਈਲਰ,ଦେଶୀ ସଙ୍କଳନକାରୀ |
ਮੂਲ ਸਾਫਟਵੇਅਰ,ଦେଶୀ ସଫ୍ଟୱେର୍ |
ਕੁਦਰਤੀ ਕੰਪਾਈਲਰ,ପ୍ରାକୃତିକ ସଙ୍କଳନକାରୀ |
ਕੁਦਰਤੀ ਭਾਸ਼ਾ ਪ੍ਰੋਸੈਸਿੰਗ,ପ୍ରାକୃତିକ ଭାଷା ପ୍ରକ୍ରିୟାକରଣ |
ਕੁਦਰਤੀ ਭਾਸ਼ਾ ਪੁੱਛਗਿੱਛ,ପ୍ରାକୃତିକ ଭାଷା ପ୍ରଶ୍ନ
ਕੁਦਰਤੀ ਨੰਬਰ,ପ୍ରାକୃତିକ ସଂଖ୍ୟା |
ਨੇਵੀਗੇਸ਼ਨ,ନାଭିଗେସନ୍
ਨੈਵੀਗੇਟਰ,ନାଭିଗେଟର୍ |
ਨਕਾਰਾਤਮਕ ਤਰਕ,ନକାରାତ୍ମକ ତର୍କ
ਨੇਸਟਡ ਲੂਪ,ନଷ୍ଟେଡ୍ ଲୁପ୍ |
ਨੇਸਟਡ ਮੈਕਰੋ,ନେଷ୍ଟେଡ୍ ମାକ୍ରୋସ୍ |
ਨੈੱਟ,ନେଟ୍
ਸ਼ੁੱਧ ਪਤਾ,ନିଟ୍ ଠିକଣା
ਸ਼ੁੱਧ ਨਾਗਰਿਕ,ନିଟ୍ ନାଗରିକ |
ਨੈੱਟਸਕੇਪ ਨੈਵੀਗੇਟਰ,ନେଟସ୍କେପ୍ ନେଭିଗେଟର୍ |
ਨੈੱਟਵਰਕ ਪਹੁੰਚ ਕੰਟਰੋਲ,ନେଟୱର୍କ ପ୍ରବେଶ ନିୟନ୍ତ୍ରଣ
ਨੈੱਟਵਰਕ ਆਰਕੀਟੈਕਚਰ,ନେଟୱର୍କ ସ୍ଥାପତ୍ୟ
ਨੈੱਟਵਰਕ ਫਾਈਲ ਸਿਸਟਮ (NFS),ନେଟୱର୍କ ଫାଇଲତନ୍ତ୍ର (NFS)
ਨੈੱਟਵਰਕ ਇਕਸਾਰਤਾ,ନେଟୱର୍କ ଅଖଣ୍ଡତା |
ਨੈੱਟਵਰਕ ਇੰਟਰਕਨੈਕਸ਼ਨ,ନେଟୱର୍କ ଅନ୍ତ c ସଂଯୋଗ |
ਨੈੱਟਵਰਕ ਪਰਤ,ନେଟୱର୍କ ସ୍ତର
ਨੈੱਟਵਰਕ ਪ੍ਰਬੰਧਨ,ନେଟୱର୍କ ପରିଚାଳନା
ਨੈੱਟਵਰਕ ਟੋਪੋਲੋਜੀ,ନେଟୱର୍କ ଟପୋଲୋଜି |
ਨੈੱਟਵਰਕ ਵਰਚੁਅਲ ਟਰਮੀਨਲ,ନେଟୱର୍କ ଭର୍ଚୁଆଲ୍ ଟର୍ମିନାଲ୍ |
ਨਿਰਪੱਖ ਰੀਲੇਅ,ନିରପେକ୍ଷ ରିଲେ |
ਨਿਰਪੱਖ ਸੰਚਾਰ,ନିରପେକ୍ଷ ସଂକ୍ରମଣ |
ਨਵੀਂ ਲਾਈਨ ਅੱਖਰ,ନୂତନ ରେଖା ବର୍ଣ୍ଣ
ਨਵਾਂ ਸਿੰਕ,ନୂତନ ସିଙ୍କ୍
