Assamese,Bengali
নেইমেন পিয়ৰচন তত্ত্ব,নেইম্যান পিয়ারসন তত্ত্ব
nilpotent মৌল,নিলপোটেন্ট উপাদান
nilpotent মেট্ৰিক্স,নিলপোটেন্ট ম্যাট্রিক্স
ন&#39;ড,নোড
অ-এবেলিয়ান গোট,নন-আবেলিয়ান গ্রুপ
অনিৰপেক্ষ অভিসৰণ,অ-পরম মিলন
অবীজগণিতীয়,অ-বীজগণিত
অ-অৱক্ষয়ী,অধঃপতিত
অ-অৱক্ষয়ী মৌলিক সম্ভাৱ্য সমাধান,নন-ডিজেনারেট মৌলিক সম্ভাব্য সমাধান
অঘন,অ ঘন
অঘন গোট,অ ঘন সেট
বিন্দুৰ অসংখ্য অসীমতা,পয়েন্টের অ-গণনাযোগ্য অসীমতা
অসংখ্যাযোগ্য গোট,অ গণনাযোগ্য সেট
অবিভাজনযোগ্য,অ-পার্থক্য
খালী নহয় উপগোট,অ খালি উপসেট
অ-ইউক্লিডীয় জ্যামিতি,অ-ইউক্লিডীয় জ্যামিতি
অসমজাতীয়,অ-সমজাতীয়
অ-ছেদক,অ ছেদকারী
অৰৈখিক বীজগণিতীয় সমীকৰণ,অ-রৈখিক বীজগণিত সমীকরণ
অৰৈখিক অৱভেদ্য সমীকৰণ,নন-লিনিয়ার ডিফারেনশিয়াল সমীকরণ
অৰৈখিক সমীকৰণ,অ-রৈখিক সমীকরণ
অৰৈখিক প্ৰগ্ৰেমিং,নন-লিনিয়ার প্রোগ্রামিং
অৰৈখিক ৰিগ্ৰেছন,নন-লিনিয়ার রিগ্রেশন
অৰৈখিক সম্পৰ্ক,অ-রৈখিক সম্পর্ক
অঋণাত্মক পূৰ্ণসংখ্যা,অ নেতিবাচক পূর্ণসংখ্যা
অঋণাত্মক চলক,অ-নেতিবাচক পরিবর্তনশীল
নন-পেৰামেট্ৰিক পৰীক্ষা,অ-প্যারামেট্রিক পরীক্ষা
অ-সম্ভাৱ্যতাবাদী পদ্ধতি,অ-সম্ভাব্য পদ্ধতি
অ-একক মেট্ৰিক্স,অ-একবচন ম্যাট্রিক্স
অ-প্ৰতিসম মেট্ৰিক্স,অ-প্রতিসম ম্যাট্রিক্স
অতুচ্ছ,অ তুচ্ছ
অবিলোপহীন নিৰ্ণায়ক,অ-লুপ্ত নির্ধারক
অশূন্য,অ শূন্য
অ-শূন্য উপগোট,অ-অকার্যকর উপসেট
অ-শূন্য নিৰ্ণায়ক,অ-শূন্য নির্ধারক
NOR গেট,NOR গেট
স্বাভাৱিক,স্বাভাবিক
স্বাভাৱিক ত্বৰণ,স্বাভাবিক ত্বরণ
স্বাভাৱিক কোণ,স্বাভাবিক কোণ
স্বাভাৱিক বক্ৰ,স্বাভাবিক বক্ররেখা
স্বাভাৱিক ঘনত্বৰ কাৰ্য্য,স্বাভাবিক ঘনত্ব ফাংশন
স্বাভাৱিক বিতৰণ,স্বাভাবিক বন্টন
স্বাভাৱিক বিতৰণ ফলন,স্বাভাবিক বন্টন ফাংশন
মেট্ৰিক্সৰ বাবে স্বাভাৱিক ৰূপ,ম্যাট্রিক্সের জন্য স্বাভাবিক ফর্ম
স্বাভাৱিক কম্পাঙ্ক,স্বাভাবিক ফ্রিকোয়েন্সি
স্বাভাৱিক বক্ৰ,স্বাভাবিক বক্ররেখা
স্বাভাৱিককৃত ভাসমান বিন্দু সংখ্যা,স্বাভাবিক ফ্লোটিং পয়েন্ট নম্বর
নৰ্মেলাইজাৰ,নরমালাইজার
স্বাভাৱিক মেট্ৰিক্স,স্বাভাবিক ম্যাট্রিক্স
সাধাৰণ সম্ভাৱনা বক্ৰ,স্বাভাবিক সম্ভাবনা বক্ররেখা
স্বাভাৱিক সম্ভাৱনা বিতৰণ,স্বাভাবিক সম্ভাবনা বন্টন
সাধাৰণ উপগোট (=বিশিষ্ট উপগোট),সাধারণ উপগোষ্ঠী (= বিশিষ্ট উপগোষ্ঠী)
ৰৈখিক স্থান,আদর্শ রৈখিক স্থান
এটা ভেক্টৰৰ নিয়ম,একটি ভেক্টরের আদর্শ
গেট নহয়,গেট নয়
ক&#39;তো ঘন গোট নাই,কোথাও ঘন সেট নেই
শূন্য অনুমান,শূন্য অনুমান
শূন্য মেট্ৰিক্স,নাল ম্যাট্রিক্স
শূন্য ছেট,ফাঁকা সেট
শূন্য ভেক্টৰ,নাল ভেক্টর
সংখ্যা,সংখ্যা
সংখ্যা অক্ষ,সংখ্যা অক্ষ
সংখ্যা ব্যৱস্থা,সংখ্যা সিস্টেম
সংখ্যাৰ,সংখ্যা
সংখ্যাকৰণ,সংখ্যা
লৱ,অংক
সংখ্যাগত সহগ,সংখ্যাগত সহগ
সংখ্যাগত গণনা,সংখ্যাগত গণনা
সংখ্যাগত পাৰ্থক্য,সংখ্যাগত পার্থক্য
সংখ্যাগত পদ্ধতি,সংখ্যাগত পদ্ধতি
n-ভেক্টৰ,n-ভেক্টর
n-ভেক্টৰ স্থান,n-ভেক্টর স্থান
বস্তু,বস্তু
বস্তুনিষ্ঠ কাৰ্য্য,উদ্দেশ্য ফাংশন
তিৰ্যক,তির্যক
তিৰ্যক asymptote,তির্যক অ্যাসিম্পটোট
তিৰ্যক অক্ষ,তির্যক অক্ষ
তিৰ্যক অংশ,তির্যক বিভাগ
পৰ্যবেক্ষণ,পর্যবেক্ষণ
পৰ্যবেক্ষণ কৰা কম্পাঙ্ক,পর্যবেক্ষিত ফ্রিকোয়েন্সি
obtuse কোণ,স্থূলকোণ
অষ্টভুজ,অষ্টভুজ
অষ্টভুজ,অষ্টহেড্রন
অক্টল ব্যৱস্থা,অক্টাল সিস্টেম
অক্টেন্ট,অক্ট্যান্ট
অস্বাভাৱিক,অস্বাভাবিক
অদ্ভুত বক্ৰ,বিজোড় বক্ররেখা
অদ্ভুত সংখ্যা,বিজোড় সংখ্যা
অদ্ভুত ক্ৰমবিন্যাস,বিজোড় স্থানান্তর
অদ্ভুত বহুপদ,অদ্ভুত বহুপদ
ogive,ogive
এটাৰ পৰা এটালৈ চিঠিপত্ৰ,এক থেকে এক চিঠিপত্র
এটাৰ পৰা এটালৈ কাৰ্য্য,এক থেকে এক ফাংশন
এটাৰ পৰা এটালৈ মানচিত্ৰ,এক থেকে এক মানচিত্র
একমুখী শ্ৰেণীবিভাজন,একমুখী শ্রেণীবিভাগ
মানচিত্ৰত,মানচিত্রে
খোলা,খোলা
মুকলি বল,খোলা বল
মুকলি ব্যৱধান,খোলা ব্যবধান
মুকলি ৰশ্মি,খোলা রশ্মি
খোলা ছেট,খোলা সেট
সঞ্চালন,অপারেশন
কাৰ্য্যকৰী গৱেষণা,শল্যচিকিত্সা
অপাৰেচন ৰিচাৰ্চ,অপারেশন গবেষণা
অপাৰেটৰ,অপারেটর
বিপৰীত কোণ,বিপরীত কোণ
বিপৰীত পৰিঘটনা,বিপরীত ঘটনা
অনুকূল মৌলিক সম্ভৱপৰ সমাধান,সর্বোত্তম মৌলিক সম্ভাব্য সমাধান
অনুকূল অৱস্থা,সর্বোত্তম অবস্থা
অনুকূল লটৰ আকাৰ,সর্বোত্তম লট আকার
অনুকূল মূল্য,সর্বোত্তম মান
অনুকূল,সর্বোত্তম
কক্ষপথ,কক্ষপথ
ক্ৰম,আদেশ
অৰ্ডাৰ দিয়া জোৰা,অর্ডার করা জোড়া
অৰ্ডাৰ কৰা ছেট,অর্ডার করা সেট
অৰ্ডাৰ দিয়া,আদেশ
এটা নিৰ্ণায়কৰ ক্ৰম,একটি নির্ধারকের আদেশ
এটা গোটৰ ক্ৰম,একটি দলের আদেশ
এটা মেট্ৰিক্সৰ ক্ৰম,একটি ম্যাট্রিক্সের ক্রম
