Tamil,English
நியூரோக்லியா செல்,Neuroglia cell
நியூரோஹைபோபிஸிஸ்,Neurohypophysis
நரம்புத்தசை செயல்பாடு,Neuromuscular function
நரம்பியல்,Neuron
நியூரோபிசின்-புரத பிணைப்பு,Neurophysin-protein bond
நியூரோஸ்போரா,Neurospora
நரம்பியல் அறுவை சிகிச்சை நிபுணர்,Neurosurgeon
நரம்பியல் கவலை,Neurotic anxiety
நரம்பியல் தனிநபர்,Neurotic individual
நரம்பியக்கடத்தி,Neurotransmitter
நரம்பியல்,Neurulation
நடுநிலைப்படுத்தல்,Neutralisation
நியூட்ரோபில்,Neutrophil
புதிய முறையானது,New systematics
நியாசின்,Niacin
முக்கிய நிபுணத்துவம்,Niche specialisation
முக்கிய,Niche
நிகோடினமைடு அடினீன்,Nicotinamide adenine
நிகோடின்,Nicotine
நிகோடினிக் அமிலம்,Nicotinic acid
சவ்வு,Nictitating membrane
நிஜெல்லா,Nigella
இரவு மலர்,Night flower
நைல் பெர்ச்,Nile perch
நிஸ்ல் உடல்,Nissl body
நிஸ்லின் சிறுமணி,Nissl's granule
நைட்ரிக் ஆக்சைடு,Nitric oxide
நைட்ரேஃபிகேஷன்,Nitrification
நைட்ரைஃபிங் பாக்டீரியம்,Nitrifying bacterium
நைட்ரோசெல்லுலோஸ்,Nitrocellulose
நைட்ரோபாக்டர்,Nitrobacter
நைட்ரோகோகஸ்,Nitrococcus
நைட்ரஜன் ஒருங்கிணைப்பு,Nitrogen assimilation
நைட்ரஜன் சரிசெய்தல் ஆக்டினோமைசீட்கள்,Nitrogen fixing actinomycetes
நைட்ரஜன் குறைப்பு,Nitrogen reduction
நைட்ரஜனேஸ்,Nitrogenase
நைட்ரஜன் கழிவு,Nitrogenous waste
நைட்ரோசோமோனாஸ்,Nitrosomonas
நோக்கார்டியா,Noccardia
நோக்டிலுகா,Noctiluca
நோட் மரபணு,Nod gene
முனை,Node
முடிச்சு,Nodule
சத்தம் தடை,Noise barrier
ஒலி மாசு,Noise pollution
பெயரிடல்,Nomenclature
அலெலிக் அல்லாத நிலை,Non-allelic level
நீர் அல்லாத கட்டம்,Non-aqueous phase
மக்கும் அல்லாத,Non-biodegradable
நாண் அல்லாத மற்றும் கோர்டேட்,Non-chordate and chordate
போட்டி அல்லாத தடுப்பு,Non-competitive inhibition
அல்லாத சுழற்சி ஃபோட்டோபாஸ்ஃபோரிலேஷன்,Non-cyclic photophosphorylation
சைட்டோபிளாஸ்மிக் அல்லாத பகுதி,Non-cytoplasmic area
பரவாதது,Non-disjunction
Nonendospermic,Nonendospermic
நொதி அல்லாத கிளைகோசைலேஷன் (கிளைசேஷன்),Non-enzymatic glycosylation (glycation)
எரியாதது,Non-flammable
பூக்கும் அல்லாத ஆலை,Non-flowering plant
செயல்படாதது,Non-functional
பச்சை அல்லாத,Non-green
ஹிஸ்டோன் அல்லாத குரோமோசோமால் புரதம்,Non-histone chromosomal protein
ஹிஸ்டோன் அல்லாத புரதம்,Non-histone protein
சட்டமன்றமற்ற ஆலை,Non-leguminous plant
லிக்னிஃபைட் அல்ல,Non-lignified
கட்டுப்படுத்தாத ஒளி,Non-limiting light
உயிரற்ற வளங்கள்,Non-living resources
அல்லாத மெடிலேட்டட்,Non-medullated
மோட்டார் அல்லாத வடிவம்,Non-motile form
மோட்டார் அல்லாத வித்து,Non-motile spore
மைலினேட்டட் அல்லாத,Non-myelinated
பூர்வீகமற்ற இனங்கள்,Non-native species
ஆக்ஸிஜனிக் அல்லாத,Non-oxygenic
ஃபோட்டோசைன்தெடிக் பூஞ்சை,Non-photosynthetic fungi
புள்ளி அல்லாத மூல,Non-point source
துருவமற்ற வால்,Non-polar tail
அளவிலான கண்காணிப்பு,Non-quantitative observation
மறுபயன்பாட்டு அல்லாத இடமாற்றம்,Non-reciprocal translocation
குறைக்காத சர்க்கரை,Non-reducing sugar
அறிவு இல்லாத ஆர்.என்.ஏ,Non-sense RNA
நச்சுத்தன்மையற்ற,Non-toxic
ஈனோமஸ் அல்லாத,Non-venomous
அல்லாத எதிர்ப்பு கோர்டேட்,Non-vertebrate chordate
உட் அல்லாத வன தயாரிப்பு,Non-wood forest product
நோராட்ரெனலின்,Noradrenaline
நோராட்ரெனலினெர்ஜிக்,Noradrenalinergic
மூக்கு துண்டு,Nose piece
நோஸ்டாக்,Nostoc
நோட்டோகார்ட்,Notochord
ஊட்டச்சத்து,Nourishment
நுசெல்லஸ்,Nucellus
அணு உறை,Nuclear envelope
அணு காந்த அதிர்வு,Nuclear magnetic resonance
அணு சவ்வு,Nuclear membrane
அணு ஆலை,Nuclear plant
நியூக்ளிக் செலுத்தப்பட்டது,Nucleic paid
நியூக்ளியாய்டு,Nucleoid
நியூக்ளியோலார் அமைப்பாளர்,Nucleolar organizer
நியூக்ளியோலஸ்,Nucleolus
நியூக்ளியாசம்,Nucleoplasm
நியூக்ளியோபோலிஹெட்ரோவைரஸ்,Nucleopolyhedrovirus
நியூக்ளியோசைட்,Nucleoside
நியூக்ளியோசோம்,Nucleosome
உட்கரு அமிலம்,Nucleotide
கரு,Nucleus
நுடிஃப்ளோரே,Nudiflorae
ரவுசிங்,Nullifying
Fullisomic,Nullisomic
நம்பட் (ஆன்டீட்டர்),Numbat (anteater)
கைகால்களின் உணர்வின்மை,Numbness of limbs
எண்ணியல் துளை (என்ஏ),Numerical aperture (NA)
எண் வகைபிரித்தல்,Numerical taxonomy
திருமண திண்டு,Nuptial pad
நட்டு சதை,Nut fleshy
நட்,Nut
ஊட்டச்சத்து,Nutrient
ஊட்டச்சத்து சைக்கிள் ஓட்டுதல்,Nutrient cycling
ஊட்டச்சத்து அசையாமை,Nutrient immobilisation
ஊட்டச்சத்து ஏழை,Nutrient poor
ஊட்டச்சத்து தீர்வு,Nutrient solution
ஊட்டச்சத்து,Nutrition
ஊட்டச்சத்து தரம்,Nutritional quality
சத்தான,Nutritious
ஊட்டச்சத்து திசு,Nutritive tissue
ஊட்டச்சத்து மதிப்பு,Nutritive value
நக்ஸ் வோமிகா,Nux vomica
Nyctinastice,Nyctinasty
நிம்ஃப்,Nymph
Nymphaea,Nymphaea
ஓக்,Oak
ஒபெலியா,Obelia
குறிக்கோள்,Objective
புறநிலை லென்ஸ்,Objective lens
கடமைப்பட்ட ஒட்டுண்ணி,Obligate parasite
ஒளியின் சாய்ந்த கற்றை,Oblique beam of light
நீளமானது,Oblong
கவனிப்பு,Observation
ஆய்வகம்,Observatory
கீழ்ப்படிதல்,Obtuse
ஆக்ஸிபிடல் கான்டில்,Occipital condyle
ஆக்ஸிபிடல் லோப்,Occipital lobe
கடல் விலங்கு,Ocean animal
கடல் ஆலை,Ocean plant
கடல் அமைப்பு,Oceanic system
Ocimum santum,Ocimum sanctum
ஆக்டோபஸ்,Octopus
ராசுலர்,Ocular
கண் லென்ஸ்,Ocular lens
மணமற்ற,Odourless
ஓனோதெரா லாமர்கியானா,Oenothera lamarckiana
ஓசோஃபேஜியல் ஸ்பைன்க்டர்,Oesophageal sphincter
ஓசோபாகஸ்,Oesophagous
ஈஸ்ட்ரஸ் சுழற்சி,Oestrus cycle
ஈடுசெய்யும்,Offset
சந்ததி,Offspring
எண்ணெய் சுரப்பி,Oil gland
எண்ணெய் மூழ்கும் நோக்கம்,Oil immersion objective
எண்ணெய் கசிவு,Oil spill
ஒகாசாகி துண்டு,Okazaki fragment
ஆல்ஃபாக்டரி விளக்கை,Olfactory bulb
ஆல்ஃபாக்டரி கார்டெக்ஸ்,Olfactory cortex
ஆல்ஃபாக்டரி லோப்,Olfactory lobe
ஆல்ஃபாக்டரி ஏற்பி,Olfactory receptor
ஒலிகோசீன்,Oligocene
ஒலிகோசாக்கரைடு,Oligosaccharide
