Bengali,Odiya
ইন্টিগ্রাল প্রোটিন,ଇଣ୍ଟିଗ୍ରାଲ୍ ପ୍ରୋଟିନ୍ |
সংহত,ଏକତ୍ର କର
মিশ্রণ,ଏକୀକରଣ
ইন্টিগমেন্ট,ପୂର୍ଣ୍ଣ
ইন্টিগামেন্টারি নেফ্রিডিয়াম,ଆନ୍ତ am ତନ୍ତ୍ର ନେଫାଇଡିୟମ୍ |
মিথষ্ক্রিয়া,ପାରସ୍ପରିକ କ୍ରିୟା
নেতিবাচক প্রভাবের সাথে মিথস্ক্রিয়া,ନକାରାତ୍ମକ ପ୍ରଭାବ ସହିତ ପାରସ୍ପରିକ କ୍ରିୟା |
আন্তঃদেশীয় সেপ্টাম,ପାରସ୍ପରିକ ସେପ୍ଟମ୍ |
ইন্টারব্রিডিং,ଆନ୍ତରିକତାର ସହିତ
আন্তঃসংযোগ ব্যক্তি,ନିୟନ୍ତ୍ରିତ ବ୍ୟକ୍ତିଗତ |
আন্তঃকোষ,ଆନ୍ତ a
ইন্টারক্লেটেড ডিস্ক,ଇଣ୍ଟର୍କାଚ୍ ହୋଇଥିବା ଡିସ୍କ |
আন্তঃকোষীয় ম্যাট্রিক্স,ଇଣ୍ଟରସେଲାର୍ ମ୍ୟାଟ୍ରିକ୍ସ |
আন্তঃকোষীয় স্থান,ଇଣ୍ଟରସେଲୁଲାର୍ ସ୍ପେସ୍ |
পথিমধ্যে রোধ করা,ବାଧା
পথিমধ্যে রোধ করা,ବାଧା
আন্তঃ-চেইন বন্ড,ଇଣ୍ଟର-ଚେନ୍ ବଣ୍ଡ |
ইন্টারডুব্লেট ব্রিগেড,ଇଣ୍ଟରର୍ଡୋବଲ୍ ବ୍ରିଗେଡ୍ |
ইন্টারফাসিকুলার ক্যাম্বিয়াম,ଇଣ୍ଟରଫାସ୍କିକୁଲାର କାମ୍ବିୟମ୍ |
অন্তর্বর্তী স্থান,ଆନ୍ତ ାଦଶବତା ସ୍ଥାନ |
ইন্টারফেজ,ଆନ୍ତରିକ
ইন্টারফেজ ক্রোমোজোম,ଇଣ୍ଟରଫେଜ୍ କ୍ରୋମୋଜୋମ୍ |
আন্তঃসংযোগমূলক সেপ্টাম,ବିପର୍ଟାଲ୍ ସେପ୍ଟମ୍ |
ইন্টারফাসিকুলার ক্যাম্বিয়াম,ଇଣ୍ଟରଫାସ୍କିକୁଲାର କାମ୍ବିୟମ୍ |
হস্তক্ষেপ আরএনএ,ରନେଫର୍ କରିବା
ইন্টারফেরন,ବାଧା
হস্তক্ষেপ,ବାଧା
ইন্টারলিউকিন,ଇଣ୍ଟରଲୁକିନ୍ |
ইন্টারলকড,ହସ୍ତକ୍ଷେପ
মধ্যবর্তী দিন উদ্ভিদ,ମଧ୍ୟବର୍ତ୍ତୀ ଦିନ ଉଦ୍ଭିଦ |
মধ্যবর্তী ফিলামেন্ট,ମଧ୍ୟବର୍ତ୍ତୀ ଚାବି |
মধ্যবর্তী লোব,ମଧ୍ୟବର୍ତ୍ତୀ ଲୋବେ
মধ্যবর্তী জুটি,ମଧ୍ୟବର୍ତ୍ତୀ ଯୋଡି |
অভ্যন্তরীণ কান,ଆନ୍ତରିକ କାନ
অভ্যন্তরীণ পরিবেশ,ଆଭ୍ୟନ୍ତରୀଣ ପରିବେଶ
অভ্যন্তরীণ জাগুলার শিরা,ଆଭ୍ୟନ୍ତରୀଣ ଜୁଗଲାର ଶିରା |
অভ্যন্তরীণ রূপচর্চা,ଆଭ୍ୟନ୍ତରୀଣ ମର୍ଫୋଲୋଜି |
অভ্যন্তরীণ পুষ্টিকর সাইক্লিং,ଆଭ୍ୟନ୍ତରୀଣ ପୁଷ୍ଟିକର ସାଇକେଲ ଚଲାଇବା |
অভ্যন্তরীণ ছন্দ,ଆଭ୍ୟନ୍ତରୀଣ ରିମ୍
আন্তর্জাতিক কোড,ଆନ୍ତର୍ଜାତୀୟ କୋଡ୍ |
আন্তর্জাতিক মানব জিনোম প্রকল্প,ଆନ୍ତର୍ଜାତୀୟ ମାନବ ଜେନୋଜ୍ ପ୍ରୋଜେକ୍ଟ |
ইন্টারনোড,ଆଭେଜର |
ইন্টারপ্ল্যানেটারি,ଆନ୍ତ p
বাধা জিন,ବାଧାପ୍ରାପ୍ତ ଜିନ୍ |
ইন্টারসেক্স,ଆନ୍ତରିକ
আন্তঃসংযোগ সংকরকরণ,ଅନ୍ତର୍ନିହିତ ହାଇବ୍ରିସିଡେସନ୍ |
আন্তঃস্থায়ী সেল উদ্দীপক হরমোন,ଆନ୍ତ st ରାଜ୍ୟ ସେଲ୍ ହରମୋନ୍ ଉତ୍ସାହିତ କରେ |
আন্তঃস্থায়ী সেল,ଆନ୍ତ st ରାଜ୍ୟ କକ୍ଷ
আন্তঃস্থায়ী মুছে ফেলা,ଆନ୍ତ st ରାଜ୍ୟ ବିଲୋପ
আন্তঃস্থায়ী ফ্লিউড,ଆନ୍ତ st ରାଜ୍ୟ FLIUD |
আন্তঃরিজ হাইব্রিডাইজেশন,ଆନ୍ତରିକ ହାଇବ୍ରିଡିସନ୍ |
হস্তক্ষেপ ক্রম,ହସ୍ତକ୍ଷେପ କ୍ରମରେ |
অন্ত্রের কেকা,ଅନ୍ତନଳୀ କାସିଆ |
অন্ত্রের রস,ଅନ୍ତନଳୀ ରସ
অন্ত্র,ଅନ୍ତନଳୀ
অন্তঃকোষীয় হজম,ଇଣ୍ଟ୍ରାସେଲୁଲାର୍ ହଜମ |
ইন্ট্র্যাসিটোপ্লাজমিক শুক্রাণু ইনজেকশন (আইসিএসআই),ଇଣ୍ଟ୍ରାକାଇଟୋଲାପସମିକ୍ ଶୁକ୍ରାଣୁ ଇଞ୍ଜେକ୍ସନ୍ (icsi)
ইন্ট্রাফাসিকুলার ক্যাম্বিয়াম,Intrfasciculical Cambium |
অন্তঃসত্ত্বা নেফ্রন,ଇଣ୍ଟ୍ରାମମଣ୍ଡଲେରା ନେଫ୍ରନ୍ |
অন্তঃসত্ত্বা প্রতিযোগিতা,ଇଣ୍ଟ୍ରାସୀଙ୍କ ପ୍ରତିଯୋଗିତା |
অন্তঃসত্ত্বা অসঙ্গতি,ଇଣ୍ଟ୍ରାସିପେକାଇସିଫିକ୍ ଅସଙ୍ଗତି |
অন্তঃসত্ত্বা অসঙ্গতি,ଇଣ୍ଟ୍ରାସିପେକାଇସିଫିକ୍ ଅସଙ୍ଗତି |
অন্তঃসত্ত্বা যৌনাঙ্গে জেডুক্ট সিস্টেম,ଅନ୍ତତାଣଳର ବୃହତ ଜଟିଳ ବ୍ୟବସ୍ଥା |
অন্তঃসত্ত্বা গর্ভধারণ (আইইউআই),ଇଣ୍ଟ୍ରାଉଟର୍ନ୍ ଇନସିନିଟି (IUI)
অন্তঃসত্ত্বা স্থানান্তর (আইইউটি),ଇଣ୍ଟ୍ରାଟର୍ାଇନ୍ ଟ୍ରାନ୍ସଫର (IUT)
ইন্ট্রিনিসিক প্রোটিন,ଅନ୍ତର୍ନିହିତ ପ୍ରୋଟିନ୍ |
অভ্যন্তরীণ বাধা,ଅନ୍ତର୍ନିହିତ ପ୍ରତିବନ୍ଧକ |
পরিচয়,ଅନ୍ତେବାସୀ
ইন্ট্রন,ଇଣ୍ଟ୍ରୋନ୍ |
ইন্ট্রোজ,ଇଣ୍ଟ୍ରୋଜ୍ |
বিপর্যয়,ଓଲଟା |
ইনভার্টেজ,ଅନ୍ଭାଇଟି
Invertebrates,ଓଭରଟେବ୍ରାଟ୍ସ |
তদন্তকারী,ଅନୁସନ୍ଧାନକାରୀ
জড়িত,ଜଡିତ
অনৈচ্ছিক এবং অ-স্ট্রিটেড পেশী,ଅନିଚ୍ଛାକୃତ ଏବଂ ଅଣ-ଷ୍ଟ୍ରେଟେଡ୍ ମାଂସପେଶୀ |
আইডোডিন,ଅଡାଦିନ
আয়োডোথাইরোনাইন,Iodotyrontine
আয়ন,ଆୟନ
আয়ন চ্যানেল,Ion ଚ୍ୟାନେଲ |
আয়ন এক্সচেঞ্জ ক্রোমাটোগ্রাফি,ଆଇନ୍ ଏକ୍ସଚେଞ୍ଜ୍ କ୍ରୋମାଟୋଗ୍ରାଫି |
আয়নিক বন্ড,Ionic bond
আয়নিক মিথস্ক্রিয়া,ଆଇଓନିକ୍ ପାରସ୍ପରିକ କ୍ରିୟା |
আয়নোসাইট,Ionocyte |
ইন্টিগ্রেটেড কীটপতঙ্গ পরিচালনা (আইপিএম),ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ପେଷ୍ଟ ପରିଚାଳନା (ipm)
আইপোমিয়া,Ipoomea
আইরিডেসি,Iredaceae
আইরিস,ଆଇସିଛି
আয়রন দুর্গ চাল,ଲୁହା ଦୁର୍ଗର ଚାଉଳ |
আয়রন পোরফায়ারিন,ଆଇରନ୍ ପୋରିଫିରିନ୍ |
আয়রন স্ক্র্যাপ,ଲୁହା ସ୍କ୍ରାପ୍ |
বিকৃত সেল,ଅସାଧାରଣ କକ୍ଷ |
ইরেডিয়েশন,ବିକଶିତତା |
অনিয়মিত,ଅନିୟମିତ |
অনিয়মিত ফুল,ଅନିୟମିତ ଫୁଲ |
অপরিবর্তনীয় বিচ্ছিন্নতা,ଅପୂରଣୀୟ ବିକୃତ |
আন্তর্জাতিক চাল গবেষণা ইনস্টিটিউট,ଆନ୍ତର୍ଜାତୀୟ ଚଉଡା ଅନୁସନ୍ଧାନ ପ୍ରତିଷ୍ଠାନ |
বিরক্তিকর,ବିରଗୀ
ইস্কিয়াম,ଇସିୟମ୍
ইস্কিয়াম,ଇସିୟମ୍
ল্যাঞ্জারহান্স এর ইসলেট,ଲେନମ୍ୟାନ୍ଙ୍କ ଆଇଲେଟ୍ |
আইসোগগ্লুটিনিন,Isoagglutinin
আইসোবায়ারাল পাতা,Isobilatal ପତ୍ର |
আইসোগামি,ଆଇସୋଗାମି |
আইসোগ্রাফ্ট,IsoSgraft
ভিন্ন,ଅଲଗା
বিচ্ছিন্ন ক্লোরোপ্লাস্ট,ଅଲଗା କ୍ଲୋରୋପ୍ଲାଷ୍ଟ |
বিচ্ছিন্ন টিস্যু,ବିଚ୍ଛିନ୍ନ ଟିସୁ |
আলাদা করা,ବିଚ୍ଛିନ୍ନତା |
আইসোমাস,Isomers ରଦ୍ଦ
আইসোপাইকনিক সেন্ট্রিফিউগেশন,Isopycncnic ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
আইসোটোনিক,ଇସୋନୋଟୋିକ୍ |
আইসোটোপ,ଇସୋଟୋପ୍
আইসোট্রপিক,Isotropico
আইসোট্রপিক,Isotropico
আইসোট্রপিক ব্যান্ড,Isotropic ବ୍ୟାଣ୍ଡ |
ইস্টমাস,Isthmus
ইটাই-ইটাই রোগ,ITAI-ITAI ରୋଗ |
আইইউডিএস (ওষুধযুক্ত),Iuds (medic ଷଧ)
আইইউডিএস (অ-ওষুধযুক্ত),Iuds (ଅଣ-ମେସିଫିକ୍)
জ্যাসিড,ଜାସିଡ୍ |
জাটারোফা,ଜୋଟ୍ରୋଫା |
জন্ডিস,ଜଣ୍ଡିସ
চোয়াল,ଜହ୍ନ
চোয়ালেস ভার্টেব্রেট,ଜହ୍ନହୀନ ମେରୁଦଣ୍ଡ |
জিজুনুম,ଜେଜୁନମ୍ |
জেলিফিশ,ଜେଲିଫିସ୍ |
ঝুম চাষ,Jhum ଚାଷ
যৌথ বন ব্যবস্থাপনা,ମିଳିତ ଜଙ୍ଗଲ ପରିଚାଳନା
সংযুক্ত এক্সোস্কেলটন,ESSORSKELLOTOTOTOTON |
ঘাড়ের শিরা,ଜୁଗୁଲାର୍ ଶିରା |
জাঙ্ক ডিএনএ,ଜଙ୍କ ଡିନା |
জুরাসিক পিরিয়ড,ଜୁରାସିକ୍ ଅବଧି
পাট প্রযুক্তি,ଜିଟ୍ ଟେକ୍ନୋଲୋଜି |
কিশোর হরমোন,ଜୁଭେନାଇଲ୍ ହରମୋନ୍ |
কিশোর পর্ব,ନାବାଳକ ଚେଜ୍ |
জাস্টাগ্লোমেরুলার যন্ত্রপাতি,JuxtAGlomerular aparatus |
কালবাসু,କଲବାସୁ |
কালে,କଲାଲ
কালমেঘ,କାଲମେଗ
কানামাইসিন,କାନାମାଇକିନ୍ |
ক্যারিওগামি,Karogamy
ক্যারিওটাইপ,କାରିଓଟାଇପ୍
ক্যারিওটাইপিং,Kararotyping
কৌতয়া,କାଉଆୟା
কিল,କିଲ
কিল,କିଲ
কেরাটিনাইজড স্কিন সেল,କ୍ୟାରାଭେନ୍ସିଡ୍ ଚର୍ମ ସେଲ୍ |
কেটোগ্লুটারিক অ্যাসিড,କେଟୋଗ୍ଲୁଟାଲ୍ୟୁଟ୍ରିକ୍ ଏସିଡ୍ |
কেটোন,କେଟୋନ୍
কেটোন গ্রুপ,କେଟୋନ୍ ଗ୍ରୁପ୍ |
কেটোনুরিয়া,କେଟୋଟୋର୍ଜିଆ
চাবি,ଚାବି
Keystone প্রজাতি,କିଷ୍ଟୋନ ପ୍ରଜାତିଗୁଡିକ |
খাইর,ଖିରର
Khesari,କାଥାରି |
বৃক্ক পরিশোধন,କିଡନୀ ଡାଏଲିସିସ୍ |
গতিসম্পর্কিত শক্তি,ଗତିଜ ଶକ୍ତି
কিনেটিন,କିନେଟିନ୍
কিনেটোচোর,ଗା intore ାଓକୋର
রাজা কাঁকড়া,ରାଜା କ୍ରାବ୍ |
কিংডম,ରାଜ୍ୟ
কিংফিশার,କିଙ୍ଗଫିସର
কিনোপ্লাজম,କିନୋଭ୍ଲପ୍ମାସ୍
রান্নাঘর বর্জ্য,ରୋଷେଇ ଘର ବର୍ଜ୍ୟବସ୍ତୁ |
ক্লিনফেল্টারের সিনড্রোম,Klinfler ର ସିଣ୍ଡ୍ରୋମ |
হাঁটু,ଆଣ୍ଠୁ
ক্রানজ অ্যানাটমি,କ୍ରାନଜ୍ ଆନାଟୋମି |
ক্রেবস চক্র,କରେବଙ୍କ ଚକ୍ର |
লাবিয়া মাজেলা,LABIA MAJORA
ল্যাবিয়া মিনোরা,LABIA MICARO |
ল্যাবিয়াল প্যাল্প,ଲାବିଆଲ୍ ପାଲ୍ |
লেবেল,ଲାବାଇଲ୍
ল্যাবিয়াম,ଲାବିୟମ୍
লাবলব,ଲାବଲାବ୍ |
ল্যাব্রাম,ଲାବ୍ରମ୍
গোলকধাঁধা,ଲାବିରିନ୍ଥ |
লক্ষ,ଲକ୍ଷ
ল্যাক অপেরন,ଲାକ୍ ଓପନ୍ |
ল্যাকিফার,ଲାକ୍ତୀ
স্তন্যদান,ସ୍ତନ୍ୟପାନ
ল্যাকটিশনাল অ্যামেনোরিয়া,ଶତାବୃତ୍ତ ଆବାସବାଣୀ
ল্যাকট্যাট্রোফ,ଲାକ୍ଟାଟ୍ରୋଫ୍ |
ল্যাকটোব্যাকিলাস,ଲାକ୍ଟୋବାକିଲ୍ସ୍ |
ল্যাকটোজ বিপাকীয় এনজাইম,ଲାକ୍ଟୋଜ୍ ମେଟାବୋଲିଜିଂ ଏନଜାଇଜ୍ |
ল্যাকটোজ,ଲାକ୍ଟୋଜ୍
ল্যাক্টুকা স্যাটিভা,ଲାକକ୍ଟୁକା ସତତା |
লাকুনা,ଲାକୁନା |
প্রকৃতির সিঁড়ি,ପ୍ରକୃତିର ସିଡ଼ି |
পিছিয়ে থাকা স্ট্র্যান্ড,ଲେଗିଂ ଷ୍ଟାଣ୍ଡିଂ |
ল্যামেলা,ଲାମେଲା
লেমেলিডেনস,ଲାମେଲାଇଡ୍ |
লামিয়াসি,ଲାମିଆସିଆ
লামিয়েলস,ଲାମିଆଲେସ୍
ফলক নিজস্ব,ଲାମିନା ପ୍ରପପିଆ |
লামিনা,ଲାମିନା |
লামিনারিয়া,ଲମିନିୟା
ল্যাম্প ব্রাশ ক্রোমোজোম,ଲ୍ୟାମ୍ପ ବ୍ରଶ୍ କ୍ରୋମୋଜୋମ୍ |
ল্যানসোলেট,ଲାନ୍ସୋଲେଟ୍ |
ভূমি উদ্ভিদ,ଜମି ଉଦ୍ଭିଦ
ল্যান্ডস শামুক,ଜମିର ସ୍ନେଲ୍ |
ল্যান্টানা কামারা,ଲାଣ୍ଟାନା କାମାରା |
ল্যাপারোস্কোপ,ଲାସେରୋସ୍ସ୍କୋପ୍ |
ল্যাপার্টিয়া,ଲାପାର୍ଟେୟା
ভ্রষ্টতা হার,ଲାପ୍ ଲାପ୍ ହାର |
লার্কসপুর,ଲାର୍କପୁର |
লার্ভা মৃত্যুহার,ଲାର୍ଭାଲ୍ ମୃତ୍ୟୁହାର |
Laryngopharynx,ଲାରନିଙ୍ଗୋଫ୍ରିନକ୍ସ |
লেজার মাইক্রোসার্জারি,ଲେଜର ମାଇକ୍ରୋସର୍ଜସି |
