Punjabi,Telugu
"ਸੁਨੇਹਾ ਗਲਤੀ
 ਰਿਕਾਰਡ","సందేశ లోపం
 రికార్డ్"
ਸੁਨੇਹਾ ਐਕਸਚੇਂਜ,సందేశ మార్పిడి
ਸੁਨੇਹਾ ਖੇਤਰ,సందేశ క్షేత్రం
ਸੁਨੇਹਾ ਫਾਰਮੈਟ,సందేశ ఆకృతి
ਸੁਨੇਹਾ ਸਿਰਲੇਖ,సందేశ శీర్షిక
ਸੁਨੇਹਾ ਮੋਡ,సందేశ మోడ్
ਸੁਨੇਹਾ pupbring,సందేశం నంబ్రింగ్
ਸੁਨੇਹਾ ਪੋਲਿੰਗ,సందేశ పోలింగ్
"ਸੁਨੇਹਾ
 ਕਾਰਵਾਈ
 ਪ੍ਰੋਗਰਾਮ","సందేశం
 ప్రాసెసింగ్
 ప్రోగ్రామ్"
ਸੁਨੇਹਾ ਕਤਾਰ,సందేశ క్యూ
ਸੁਨੇਹਾ ਰੂਟਿੰਗ,సందేశ రౌటింగ్
"ਸੁਨੇਹਾ ਡੁੱਬਣਾ
 (= ਸੁਨੇਹਾ
 ਰਿਸੀਵਰ)","సందేశం సింక్
 (= సందేశం
 రిసీవర్)"
ਸੁਨੇਹਾ ਸਰੋਤ,సందేశ మూలం
ਸੁਨੇਹਾ ਸਵਿਚ,సందేశ స్విచ్
ਸੁਨੇਹਾ ਬਦਲਣਾ,సందేశ మార్పిడి
"ਸੁਨੇਹਾ ਬਦਲਣਾ
 ਕੇਂਦਰ","సందేశ మార్పిడి
 కేంద్రం"
"ਸੁਨੇਹਾ ਬਦਲਣਾ
 ਨੈੱਟਵਰਕ","సందేశ మార్పిడి
 నెట్‌వర్క్"
ਸੁਨੇਹਾ ਦੂਰ ਸੰਚਾਰ,సందేశ టెలికమ్యూనికేషన్
ਸੁਨੇਹਾ ਟੈਕਸਟ,సందేశ వచనం
"ਸੁਨੇਹਾ ਤਬਦੀਲ
 ਭਾਗ","సందేశ బదిలీ
 భాగం"
ਮੈਸੇਜਿੰਗ,మెసేజింగ్
ਮੈਟਾ ਸੰਮੇਲਨ,మెటా సమీకరించేవాడు
ਮੈਟਾ ਸੰਗ੍ਰਹਿ,మెటా సంకలనం
ਮੈਟਾ ਕੰਪਾਈਲਰ,మెటా కంపైలర్
ਮੈਟਾ ਭਾਸ਼ਾ,మెటా లాంగ్వేజ్
"ਧਾਤ ਦੀ ਸਹੂਲਤ
 ਅਖੀਰੀ ਸਟੇਸ਼ਨ","లోహ సౌకర్యం
 టెర్మినల్"
ਮੈਟਾਸਿਸਟਮ,మెటాసిస్టమ్
"ਮਾਈਕਰੋਕਰਕੁਟ
 ਇਕਾਂਤਵਾਸ","మైక్రో సర్క్యూట్
 విడిగా ఉంచడం"
ਮਾਈਕਰੋਕੋਬੋਲ,మైక్రోకోబోల్
ਮਾਈਕਰੋ ਕੋਡ,మైక్రో కోడ్
ਮਾਈਕਰੋ ਕੰਪਿ uter ਟਰ,మైక్రోకంప్యూటర్
"ਮਾਈਕਰੋ ਕੰਪਿ uter ਟਰ
 ਭਾਗ","మైక్రోకంప్యూటర్
 భాగం"
"ਮਾਈਕਰੋ ਕੰਪਿ uter ਟਰ
 ਵਿਕਾਸ
 ਸਿਸਟਮ","మైక్రోకంప్యూటర్
 అభివృద్ధి
 వ్యవస్థ"
"ਮਾਈਕਰੋ ਕੰਪਿ uter ਟਰ
 ਵਰਡ ਪ੍ਰੋਸੈਸਿੰਗ","మైక్రోకంప్యూటర్
 పద విశ్లేషణం"
ਮਾਈਕਰੋ ਕੰਟਰੋਲਰ,మైక్రో కంట్రోలర్
ਮਾਈਕਰੋਸੀਕਲ,మైక్రోసైకిల్
ਮਾਈਕਰੋ ਇਲੈਕਟ੍ਰਾਨਿਕਸ,మైక్రో ఎలక్ట్రానిక్స్
ਮਾਈਕ੍ਰੋਫਿਚ,మైక్రోఫిచ్
ਮਾਈਕ੍ਰੋਫਿਲਮ,మైక్రోఫిల్మ్
ਮਾਈਕ੍ਰੋਫਲੋਪਪੀ,మైక్రోఫ్లోపీ
ਮਾਈਕ੍ਰੋਫਲੋਵਰਟ,మైక్రోఫ్లోచార్ట్
ਮਾਈਕ੍ਰੋਫਾਰਮ ਰੀਡਰ,మైక్రోఫార్మ్ రీడర్
"ਮਾਈਕ੍ਰੋਫਾਰਮ ਰੀਡਰ
 ਕਾੱਪੀਅਰ","మైక్రోఫార్మ్ రీడర్
 కాపీయర్"
"ਮਾਈਕ੍ਰੋਫਾਰਮ ਰੀਡਰ
 ਪ੍ਰਿੰਟਰ","మైక్రోఫార్మ్ రీడర్
 ప్రింటర్"
ਮਾਈਕ੍ਰੋਗ੍ਰਾਫ,మైక్రోగ్రాఫిక్స్
ਮਾਈਕਰੋਮੇਜੇਜ,మైక్రోమేజ్
ਮਾਈਕ੍ਰੋਕੋ ਹਦਾਇਤ,మైక్రో ఇన్స్ట్రక్షన్
"ਮਾਈਕਰੋਇੰਟਰ
 ਤਰਤੀਬ","మైక్రోఇన్స్ట్రక్షన్
 సీక్వెన్స్"
ਮਾਈਕ੍ਰਮਾਈਡ,మైక్రోమైన్ఫ్రేమ్
ਮਾਈਕ੍ਰੋਨੀਟਰਾਈਜ਼ੇਸ਼ਨ,మైక్రోమినిటరైజేషన్
ਮਾਈਕ੍ਰੋਡਰ,మైక్రోడర్
ਮਾਈਕ੍ਰੋਫੋਟੋ,మైక్రోఫోటోగ్రాఫ్
ਮਾਈਕ੍ਰੋਫੋਟੋਗ੍ਰਾਫੀ,మైక్రోఫోటోగ్రఫీ
"ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਿੰਗ
 ਯੂਨਿਟ","మైక్రోప్రాసెసింగ్
 యూనిట్"
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ,మైక్రోప్రాసెసర్
"ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
 ਵਿਸ਼ਲੇਸ਼ਕ","మైక్రోప్రాసెసర్
 ఎనలైజర్"
"ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
 ਆਰਕੀਟੈਕਚਰ","మైక్రోప్రాసెసర్
 వాస్తుశిల్పం"
"ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਬਿੱਟ
 ਟੁਕੜਾ","మైక్రోప్రాసెసర్ బిట్
 స్లైస్"
"ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
 ਚਿੱਪ","మైక్రోప్రాసెసర్
 చిప్"
"ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
 ਕੰਪਾਈਲਰ","మైక్రోప్రాసెసర్
 కంపైలర్"
"ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
 ਮੈਮੋਰੀ ਇੰਟਰਫੇਸ","మైక్రోప్రాసెసర్
 మెమరీ ఇంటర్ఫేస్"
ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ,మైక్రోప్రోగ్రామ్
"ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਕੰਟਰੋਲ ਤਰਕ","మైక్రోప్రోగ్రామ్
 నియంత్రణ తర్కం"
"ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਕੰਟਰੋਲ ਸਟੋਰ","మైక్రోప్రోగ్రామ్
 కంట్రోల్ స్టోర్"
"ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਖੇਤਰ","మైక్రోప్రోగ్రామ్
 ఫీల్డ్"
"ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਹਦਾਇਤ ਸੈਟ","మైక్రోప్రోగ్రామ్
 ఇన్స్ట్రక్షన్ సెట్"
"ਮਾਈਕ੍ਰੋਪ੍ਰੋਗ੍ਰਾਮਡ
 ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ","మైక్రోప్రోగ్రామ్
 మైక్రోప్రాసెసర్"
"ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਮਾਈਕਰੋਸੇਸਮਬਲਰ","మైక్రోప్రోగ్రామ్
 మైక్రోఅసెంబ్లర్"
"ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਮਾਈਕ੍ਰੋਕੋਡ","మైక్రోప్రోగ్రామ్
 మైక్రోకోడ్"
"ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਸੀਕੁਇਂਸਰ","మైక్రోప్రోగ్రామ్
 సీక్వెన్సర్"
"ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਸਟੋਰ","మైక్రోప్రోగ్రామ్
 స్టోర్"
ਮਾਈਕਰੋਸੇਕੈਂਸ,మైక్రోస్క్వెన్స్
ਮਾਈਕ੍ਰੋਵੇਵ ਲਿੰਕ,మైక్రోవేవ్ లింక్
ਮਿਡਲ ਪੰਚ,మిడిల్ పంచ్
ਮਿਡਲਵੇਅਰ,మిడిల్‌వేర్
ਮਿਡਿਕੋਮਪਟਰ,మిడికంప్యూటర్
ਮਾਈਗ੍ਰੇਸ਼ਨ,వలస
ਮਾਈਗ੍ਰੇਸ਼ਨ ਮਾਰਗ,వలస మార్గం
"ਮਿਨੀਅਮਸਬਲਰ
 ਪ੍ਰੋਗਰਾਮ","Miniassembler
 ప్రోగ్రామ్"
ਮਿਨੀਕੋਕਮ,మినీకంప్యూటర్
"ਮਿਨੀਕੋਕਮ
 ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ","మినీకంప్యూటర్
 సమీకరించేవాడు"
ਮਿਨੀਡੀਸਕੇਟ,మినిడస్కెట్
ਮਿਨੀਫਲਾਪੀ ਡਿਸਕ,మినిఫ్లాపీ డిస్క్
ਘੱਟੋ ਘੱਟ ਮਸ਼ੀਨ,కనిష్ట యంత్రం
ਘੱਟੋ ਘੱਟ ਉਤਪਾਦ,కనిష్ట ఉత్పత్తి
ਘੱਟੋ ਘੱਟ ਰਕਮ,కనిష్ట మొత్తం
ਘੱਟੋ ਘੱਟ ਰੁੱਖ,కనిష్ట చెట్టు
"ਮਿਨੀਮੈਕਸ
 ਵਿਧੀ","మినిమాక్స్
 విధానం"
"ਘੱਟੋ ਘੱਟ ਪਹੁੰਚ
 ਕੋਡਿੰਗ","కనీస ప్రాప్యత
 కోడింగ్"
"ਘੱਟੋ ਘੱਟ ਲਾਗਤ
ਘੱਟੋ ਘੱਟ ਲਾਗਤ
 ਰੁੱਖ ਨੂੰ ਫੈਲਾਉਣਾ","కనీస ఖర్చు
కనీస ఖర్చు
 చెట్టు విస్తరించి ఉంది"
"ਘੱਟੋ ਘੱਟ ਦੇਰੀ
 ਪ੍ਰੋਗਰਾਮਿੰਗ","కనీస ఆలస్యం
 ప్రోగ్రామింగ్"
"ਘੱਟੋ ਘੱਟ ਦੂਰੀ
 ਕੋਡ","కనీస దూరం
 కోడ్"
"ਘੱਟੋ ਘੱਟ ਲੇਟੈਂਸੀ
 ਕੋਡਿੰਗ","కనీస జాప్యం
 కోడింగ్"
ਮਾਮੂਲੀ ਨਿਯੰਤਰਣ ਖੇਤਰ,చిన్న నియంత్రణ క్షేత్రం
ਮਾਈਨਰ ਚੱਕਰ,చిన్న చక్రం
ਘੱਟ ਗਿਣਤੀ ਕੈਰੀਅਰ,మైనారిటీ క్యారియర్
ਮਿਨੋਰੋਮੋਸਟ ਕੁੰਜੀ,మినోర్మోస్ట్ కీ
ਮਾਮੂਲੀ structure ਾਂਚਾ,చిన్న నిర్మాణం
ਮਾਮੂਲੀ ਕੁੱਲ,చిన్న మొత్తం
ਮਿੰਟ,Minterm
ਘਟਾਓ ਝੰਡਾ,మైనస్ జెండా
ਘਟਾਓ ਜ਼ੋਨ,మైనస్ జోన్
ਮਿਪਸ,MIPS
"ਫੁਟਕਲ
 ਸਮਾਂ","ఇతరాలు
 సమయం"
ਗਲਤ,మిస్ఫీడ్
"ਮਿਸ (ਪ੍ਰਬੰਧਨ)
 ਜਾਣਕਾਰੀ
 ਸਿਸਟਮ)","MIS (నిర్వహణ
 సమాచారం
 వ్యవస్థ)"
ਗਲਤ,తప్పు నమోదు
ਗੁੰਮ ਹੋਈ ਗਲਤੀ,లోపం లేదు
ਗਲਤੀ,పొరపాటు
"ਮਿਸ਼ਰਤ ਅਧਾਰ
 ਸੰਕੇਤ","మిశ్రమ స్థావరం
 సంజ్ఞామానం"
"ਮਿਸ਼ਰਤ ਅਧਾਰ
 ਨੰਬਰ ਸਿਸਟਮ","మిశ్రమ స్థావరం
 సంఖ్య వ్యవస్థ"
"ਮਿਸ਼ਰਤ ਅਧਾਰ
 ਨੰਬਰ
 ਸਿਸਟਮ","మిశ్రమ స్థావరం
 సంఖ్య
 వ్యవస్థ"
"ਮਿਕਸਡ ਮੋਡ
 ਸਮੀਕਰਨ","మిశ్రమ మోడ్
 వ్యక్తీకరణ"
"ਮਿਸ਼ਰਤ-ਰਾਡਿਕਸ
 ਸੰਕੇਤ","మిశ్రమ-రాడిక్స్
 సంజ్ఞామానం"
"ਮਿਸ਼ਰਤ-ਰਾਡਿਕਸ
 ਨੰਬਰ
 ਸਿਸਟਮ","మిశ్రమ-రాడిక్స్
 సంఖ్య
 వ్యవస్థ"
"ਮਿਕਸਡ ਰੈਡਿਕਸ
 ਸਿਸਟਮ","మిశ్రమ రాడిక్స్
 వ్యవస్థ"
"ਮਿਕਸਡ ਕਿਸਮ
 ਸਮੀਕਰਨ","మిశ్రమ రకం
 వ్యక్తీకరణ"
Menonic,జ్ఞాపకశక్తి
Menonic ਦਾ ਪਤਾ,జ్ఞాపకశక్తి చిరునామా
ਆਦਮੀ ਦਾ ਨਾਮ,జ్ఞాపకశక్తి పేరు
"Menonic
 ਓਪਰੇਸ਼ਨ ਕੋਡ","జ్ఞాపకశక్తి
 ఆపరేషన్ కోడ్"
ਯਾਦਗਾਰੀ ਪ੍ਰਤੀਕ,జ్ఞాపక చిహ్నం
ਮਾਡਲ ਸਟੇਟਮੈਂਟ,మోడల్ స్టేట్మెంట్
"ਮਾਡਮ ਇਨਕ੍ਰਿਪਸ਼ਨ
 ਜੰਤਰ","మోడెమ్ ఎన్క్రిప్షన్
 పరికరం"
ਸੋਧ ਦਾ ਪੱਧਰ,సవరణ స్థాయి
ਸੋਧਕ,మాడిఫైయర్
ਸੋਧਕ ਬਿੱਟ,మాడిఫైయర్ బిట్
ਸੋਧਕ ਰਜਿਸਟਰ,మాడిఫైయర్ రిజిస్టర్
ਹਦਾਇਤਾਂ ਨੂੰ ਸੋਧੋ,సూచనలను సవరించండి
ਟਿਕਟ ਨੂੰ ਸੋਧੋ,టికెట్‌ను సవరించండి
ਮਾਡੂਲਾ,మాడ్యులా
"ਮਾਡਯੂਲਰ
 ਹਿਸਾਬ","మాడ్యులర్
 అంకగణితం"
ਮਾਡਯੂਲਰ ਕਾਉਂਟਰ,మాడ్యులర్ కౌంటర్
ਮਾਡਿ ular ਲਰਟੀ,మాడ్యులారిటీ
"ਮਾਡਯੂਲਰ
 ਪ੍ਰੋਗਰਾਮਿੰਗ","మాడ్యులర్
 ప్రోగ్రామింగ్"
"ਮਾਡਲੇਟਰ
 ਡੈਮੋਡੂਟਰ","మాడ్యులేటర్
 డెమోడులేటర్"
ਸੰਚਾਲਨ ਦੀ ਦਰ,మాడ్యులేషన్ రేటు
"ਮੋਡੀ ule ਲ
 ਨਿਰਧਾਰਨ","మాడ్యూల్
 స్పెసిఫికేషన్"
ਮੌਂਦਿਕ,మొనాడిక్
"ਮੌਂਦਿਕ ਬੁਲੀਅਨ
 ਓਪਰੇਟਰ","మొనాడిక్ బూలియన్
 ఆపరేటర్"
ਮੌਂਡੀਕ ਕਾਰਵਾਈ,మొనాడిక్ ఆపరేషన్
ਮੋਨਾਡਿਕ ਓਪਰੇਟਰ,మొనాడిక్ ఆపరేటర్
"ਦੀ ਨਿਗਰਾਨੀ
 ਪ੍ਰੋਗਰਾਮ","యొక్క పర్యవేక్షణ
 కార్యక్రమాలు"
"ਨਿਗਰਾਨੀ
 ਪ੍ਰੋਗਰਾਮ","పర్యవేక్షణ
 ప్రోగ్రామ్"
ਮਾਨੀਟਰ ਪ੍ਰਿੰਟਰ,ప్రింటర్‌ను పర్యవేక్షించండి
ਮਾਨੀਟਰ ਪ੍ਰੋਗਰਾਮ,మానిటర్ ప్రోగ్రామ్
ਨਿਗਰਾਨੀ ਇਕਾਈ,మానిటర్ యూనిట్
ਮੋਨਨੀਟਰ ਕੰਸੋਲ,మోనిటర్ కన్సోల్
"ਮਕਾਨੋਲੀਥੀ
 ਇੰਟੀਗਰੇਟਡ ਸਰਕਟ","ఏకశిలా
 ఇంటిగ్రేటెడ్ సర్క్యూట్"
ਮੋਨੋਲੀਥਿਕ ਸਟੋਰੇਜ,ఏకశిలా నిల్వ
"ਮਕਾਨੋਲੀਥੀ
 ਟੈਕਨੋਲੋਜੀ","ఏకశిలా
 సాంకేతికం"
ਮੋਨੋਸਟਬਲ,మోనోస్టేబుల్
"ਮੋਨੋਸਟਬਲ
 ਮਲਟੀਵੀਬ੍ਰੈਟਰ","మోనోస్టేబుల్
 మల్టీవిబ్రేటర్"
"ਮੋਨੋਸਟੇਬਲ ਟਰਿੱਗਰ
 ਸਰਕਟ","మోనోస్టేబుల్ ట్రిగ్గర్
 సర్క్యూట్"
ਮੌਰਫਿਮ,మార్ఫిమ్
ਮੋਰਫਿਜ਼ਮ,మార్ఫిజం
ਸਭ ਤੋਂ ਮਹੱਤਵਪੂਰਨ ਬਿੱਟ,చాలా ముఖ్యమైన బిట్
"ਸਭ ਤੋਂ ਮਹੱਤਵਪੂਰਨ
 ਅੱਖਰ","అతిప్రాధాన్యమైన
 పాత్ర"
ਮਦਰ ਬੋਰਡ,మదర్ బోర్డ్
ਮਾਂ ਰਜਿਸਟਰ,మదర్ రిజిస్టర్
ਮਾਉਂਟ,మౌంట్
ਮਾ mount ਟ ਗੁਣ,మౌంట్ లక్షణం
ਮੂਵ,కదలిక
ਅੰਦੋਲਨ ਫਾਈਲ,కదలిక ఫైల్
"ਹਿਲਾਉਣਾ average ਸਤ
 ਵਿਧੀ","కదిలే సగటు
 విధానం"
ਮਲਟੀਵੇਸ ਸਿਸਟਮ,మల్టీఅక్సెస్ సిస్టమ్
"ਮਲਟੀ ਦਿਆਲੂ
 ਕਾਲ ਕਰਨਾ","మల్టీడ్డ్రెస్
 కాలింగ్"
"ਮਲਟੀ ਦਿਆਲੂ
 ਕਾਲਿੰਗ ਸਹੂਲਤ","మల్టీడ్డ్రెస్
 కాలింగ్ సౌకర్యం"
"ਮਲਟੀ ਦਿਆਲੂ
 ਹਦਾਇਤ","మల్టీడ్డ్రెస్
 సూచన"
ਪ੍ਰਸਾਰਿਤ,మల్టీయాస్పెక్ట్
ਮਲਟੀਬੁਸ,మల్టీబస్
ਮਲਟੀਚਿੱਪ,మల్టీచిప్
"ਬਹੁ-ਮਾਣਸ਼ੀਲ
 ਐਰੇ","మల్టీ డైమెన్షనల్
 అమరిక"
"ਬਹੁ-ਮਾਣਸ਼ੀਲ
 ਭਾਸ਼ਾ","మల్టీ డైమెన్షనల్
 భాష"
"ਮਲਟੀਕਿਮੈਨ
 ਨੈੱਟਵਰਕ","మల్టీడోమైన్
 నెట్‌వర్క్"
ਮਲਟੀਡ੍ਰੋਪ ਲਾਈਨ,మల్టీడ్రాప్ లైన్
"ਬਹੁਤਾਤ
 ਡਿਪੋਲ ਐਂਟੀਨਾ","మల్టీలెమెంట్
 డైపోల్ యాంటెన్నా"
"ਬਹੁਪੱਖੀ
 ਧੜਕਣਾ","మల్టీఫ్రీక్వెన్సీ
 పల్సింగ్"
"ਬਹੁਪੱਖੀ
 ਪੁਸ਼ਬਟਨ ਸੈੱਟ","మల్టీఫ్రీక్వెన్సీ
 పుష్బటన్ సెట్"
"ਬਹੁਪੱਖੀ
 ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ","మల్టీఫ్రీక్వెన్సీ
 రిసీవర్"
"ਬਹੁਪੱਖੀ
 ਇਸ਼ਾਰਾ","మల్టీఫ్రీక్వెన్సీ
 సిగ్నల్"
"ਬਹੁਪੱਖੀ
 ਅਖੀਰੀ ਸਟੇਸ਼ਨ","మల్టీఫ్రీక్వెన్సీ
 టెర్మినల్"
"ਮਲਟੀਫੰਕਸ਼ਨ
 ਸਿਸਟਮ","మల్టీఫంక్షన్
 వ్యవస్థ"
ਮਲਟੀਜੋਬ ਓਪਰੇਸ਼ਨ,మల్టీజాబ్ ఆపరేషన్
ਮਲਟੀਲੇਅਰ ਡਿਵਾਈਸ,మల్టీలేయర్ పరికరం
ਮਲਟੀਪਲੈਵਲ ਪਤਾ,మల్టీలెవల్ చిరునామా
ਮਲਟੀਲਿਲ ਮੈਮੋਰੀ,మల్టీలెవల్ మెమరీ
ਬਹੁ-ਨਿਰੀਖਣ ਸੁਰੱਖਿਆ,బహుళస్థాయి భద్రత
"ਬਹੁ-ਨਿਰਣਾ
 ਸਬਬਰੋਟਾਈਨ","మల్టీలెవల్
 సబ్‌ట్రౌటిన్"
ਬਹੁਪੱਖੀ,మల్టీలింక్డ్
ਮਲਟੀਮੀਡੀਆ ਮੇਲ,మల్టీమీడియా మెయిల్
"ਮਲਟੀਮੀਓਡ
 ਕਾ counter ਂਟਰ","మల్టీమోడ్
 కౌంటర్"
ਮਲਟੀਪਾਸ ਲੜੀਬੱਧ,మల్టీపాస్ సార్ట్
ਮਲਟੀਪਲ ਐਕਸੈਸ,బహుళ ప్రాప్యత
"ਮਲਟੀਪਲ ਪਤਾ
 ਹਦਾਇਤ","బహుళ చిరునామా
 సూచన"
"ਮਲਟੀਪਲ
 ਅਸਾਈਨਮੈਂਟ","బహుళ
 అప్పగింత"
ਮਲਟੀਪਲ ਚੇਨ,బహుళ గొలుసు
ਮਲਟੀਪਲ ਕੁਨੈਕਟਰ,బహుళ కనెక్టర్
"ਮਲਟੀਪਲ
 ਘੋਸ਼ਣਾ","బహుళ
 ప్రకటన"
"ਮਲਟੀਪਲ ਡੋਮੇਨ
 ਨੈੱਟਵਰਕ","బహుళ డొమైన్
 నెట్‌వర్క్"
"ਮਲਟੀਪਲ ਨੌਕਰੀ
 ਕਾਰਵਾਈ","బహుళ ఉద్యోగం
 ప్రాసెసింగ్"
"ਬਹੁਤੀ ਲੰਬਾਈ
 ਕੰਮ ਕਰਨਾ","బహుళ పొడవు
 పని"
ਮਲਟੀਪਲ ਓਪਰੇਸ਼ਨ,బహుళ ఆపరేషన్
ਮਲਟੀਪਲ ਪੁਆਇੰਟ ਲਾਈਨ,బహుళ పాయింట్ లైన్
ਕਈ ਸ਼ੁੱਧਤਾ,బహుళ ఖచ్చితత్వం
"ਮਲਟੀਪਲ
 ਪ੍ਰੋਗਰਾਮਿੰਗ","బహుళ
 ప్రోగ్రామింగ్"
ਮਲਟੀਪਲ ਪੰਚਿੰਗ,బహుళ గుద్దడం
"ਮਲਟੀਪਲ
 ਰੈਗ੍ਰੇਸ਼ਨ ਮਾਡਲ","బహుళ
 రిగ్రెషన్ మోడల్"
