ab initio,আৰম্ভৰপৰা
nominal cost,নামমাত্রখৰচ
nominal value,অংকিতমূল্য
nominate,মনোনীতকৰ
nomination,মনোনয়ন
nominee,মনোনীতব্যক্তি
non-age,অবয়স্কতা
non-contributory,অনাঅংশদায়ী
non-essential,"অনাঅত্যাৱশ্যকীয়, অনাৱশ্যকীয়"
non-gazetted,অৰাজপত্রিত
non-interest bearing,"বিয়াজৰহিত, সুতবিহীন"
non-judicial,"অনান্যায়িক, ন্যায়িকেতৰ"
non-ministrial,"অনাপ্রশাসনিক, অলিপিকবর্গীয়"
non-negotiable,অনাআলোচনাযোগ্য
non-official,"বেচৰকাৰী, অশাসকীয়"
non-payment,অনাপৰিশোধ
non-payment certificate,অনাপৰিশোধপ্রমাণপত্র
non-practising allowance,প্রেক্‌টিচবাৰণভাট্টা
non-recurring expenditure,অনাৱর্ত্তীব্যয়
non-refundable,অপ্রতিদেয়
non-statutory,অসংবিধিবদ্ধ
non-taxable income,"অকৰদেয়আয়, অকৰযোগ্যআয়"
non-technical post,অকাৰিকৰীপদ
non-traditional,অপৰম্পৰাগত
non-verbal communication,অশাব্দিকজ্ঞাপন
norm,"1.আদর্শ, নমুনা2.ৰীতি3.মানক4.গড়, মাধ্য5.স্বীকৃতআচৰণ"
normal,স্বাভাৱিক
not applicable (N/A),প্রযোজ্যনহয়
not available (N/A),লভ্যনহয়
not negotiable,আলোচনাসাধ্যনহয়
not negotiable instrument,হস্তান্তৰসাধ্যনহয়
notable,"উল্লেখযোগ্য, গুৰুত্বপূর্ণ, বিশেষ"
note,"টোকা, টিপ্পনী, নোট"
notice,"1.জাননী, সকীয়নি, বিজ্ঞপ্তি2.মনোযোগ, দৃষ্টি"
noticeable,"উল্লেখযোগ্য, মনোযোগদিয়াৰযোগ্য"
notification,"বিজ্ঞপ্তি, অধিসূচনা"
notified area,অধিসূচিতক্ষেত্র
noting and drafting,টোকাতথাখচৰাপ্রস্তুতকৰণ
notional pay,আনুমানিকবেতন
nucleus,"কেন্দ্রবিন্দু, নিউক্লিয়াচ"
null,"বাতিল, শূন্য"
null and void,"বাতিল, অকার্য্যকৰ"
number,"1.সংখ্যা, ৰাশি, অংক2.কবিতাবাগীত3.পদ"
numbering,সংখ্যাদিয়া
numeral,সাংখ্যিক
oath,শপত
oath of allegiance,আনুগত্যৰশপত
oath of office,পদগ্রহণৰশপত
obedience,আজ্ঞাপালন
obituary,"মৃত্যুসংবাদ, মৃতলেখ"
object,"1.পাত্র, বস্তু2. আপত্তিকৰ, প্রতিবাদকৰ"
objection,আপত্তি
objective,1.লক্ষ্য2.বস্তুনিষ্ঠ
objects and reasons,উদ্দেশ্যআৰুকাৰণ
obligatory,1.বাধ্যতামূলক2.অৱশ্যকৰণীয়3.অনিবার্য্য
obscene,অশ্লীল
obscene gesture,অশ্লীলঅঙ্গ-ভঙ্গী
observer,পর্য্যৱেক্ষক
obsolete,"অপ্রচলিত, আওপুৰণি"
obstruction,বাধা
obvious,সুস্পষ্ট
occasional,"1.উপলক্ষ্যভিত্তিক2.আকস্মিক, ছেগাচোৰোকা3.বিৰল"
occupancy,"1.নিৱেশন, ভোগদখল2.বসতাৱস্থা"
occupant,1.ভোগদখলকাৰী2.অধিবাসী
occupation,"1.পেচা, জীৱিকা2.দখলকৰণ, অধিকাৰ"
occupy,1.অধিকাৰকৰ2.স্থানপূর্ণকৰ3.বাসকৰ
octroi duty,"নগৰশুল্ক, দ্বাৰদেয়শুল্ক, চুঙ্গী"
off day,ছুটীৰদিন
off duty,"1.কামৰপাছত, কামতনথকা2.খালীদিন"
off the record,ৰেকর্ডৰবাহিৰত
offensive,"1.আক্রমণাত্মক2.অপ্রীতিকৰ3.দোষণীয়, অপৰাধ্মূলক"
offer,1.অর্পণকৰ2.দিবলৈগাতল3.প্রস্তাৱকৰ4.দাখিলকৰ5.প্রদর্শনকৰ
offer of appointment,নিযুক্তিপ্রস্তাৱ
office,1.পদ2.কার্য্যালয়
office of profit,লাভজনকপদ
official,"1.পদাধিকাৰী2.শাসকীয়, চৰকাৰী"
official duty,1.পদীয়কর্ত্তব্য2.চৰকাৰীকাম
official language,"ৰাজভাষা, চৰকাৰীভাষা"
official report,চৰকাৰীপ্রতিবেদন
official version,চৰকাৰীভাষ্য
officialdom,"বিষয়ববীয়াসকল, আমোলাবর্গ"
officialese,কার্য্যালয়ীভাষা
officially,1.চৰকাৰীভাৱে2.আনুষ্ঠানিকভাৱে
officiating,"কার্য্যবাহী, স্থানাপন্ন"
okay (O.K.; okey),"1.ঠিকআছে, ভালবাৰু2.সন্মতিদে"
ombudsman,লোকপাল
on account grant,লেখাগতঅনুদান
on demand,চাহিদামতে
on duty,কর্ত্তব্যৰত
on line,"ঠিকমতে, আশাকৰামতে"
on the job training,কার্য্যগতপ্রশিক্ষণ
on-special duty,বিশেষকর্ত্তব্যত
one sided,একপক্ষীয়
onus,"ভাৰ, দায়িত্ব"
open day,1.কার্য্যদিৱস2.মুক্তদিৱস
open learning,"মুক্তশিক্ষা, মুক্তশিকণ"
open letter,মুকলিচিঠি
open system,মুক্তব্যৱস্থা
open university,মুক্তবিশ্ববিদ্যালয়
opening,"1.বাটমুকলিকৰণ2.আৰম্ভণি, উদ্ঘাটন3.সুৰুঙা4.মুকলিঠাই5.সুযোগ"
opening balance,অৱশেষ
opening hours,খোলাৰখাৰসময়
operating cost,প্রচালনাব্যয়
operating staff,প্রচালনাকর্মচাৰীগণ
operation,"1.কার্য্যকৰণ2.শক্তি, প্রভাৱ3.অস্ত্রোপচাৰ4.অভিযান5.সংক্রিয়া(গণিতৰ)"
operative,"1.চালক2.গুপ্তচৰ, চোরাংচোৱা3.কার্য্যকৰ, ফলদায়ক4.কর্মৰত"
opinion,"ৰায়, অভিমত, মতামত"
opposition,1.বিৰোধ2.বিৰোধীপক্ষ
option,বিকল্প
oral,মৌলিক
order,"1.বর্গ, সম্প্রদায়2.বীৰচিহ্ন3.অনুক্রম, ক্রম4.ব্যৱস্থা5.বিধি6.শৃংখলা7.আদেশ, আজ্ঞা8.ফর্মাচ"
order cheque,আদেশচেক
order of reservation,আৰক্ষণক্রম
ordinance,অধ্যাদেশ
organization,"1.সংগঠন, সংস্থা2.আয়োজন"
organization chart,সংগঠনসংচিত্র
organizer,আয়োজক
oriented,"অভিবিন্যস্ত, উন্মুখ"
original,"মূল, মৌলিক, প্রাৰম্ভিক"
original department,মূলবিভাগ
original sale deed,মূলবিক্রয়দলীল
ostensible owner,দেখ্‌দেখ্‌গৰাকী
out of court,ন্যায়ালয়-বাহ্য
out of date,"অপ্রচলিত, পুৰণিকলীয়া"
out of order,বেয়াহৈথকা
out of print,অপ্রাপ্য
out of turn,সময়নহাকৈ
out of turn allotment,সময়নহাকৈআবণ্টন
outbreak,"1.আৰম্ভ, লাগন, সংঘটন(মহামাৰীআদিঅমংগলীয়াবস্তুৰ)2.বিদ্রোহ, বিপ্লৱ"
outfit allowance,পৰিধানভাট্টা
outgoing file,পঠিয়াবখোজাফাইল
outgoing member,বিদায়ীসদস্য
outlay,"খৰচ, ব্যয়, ভগন"
outlet,1.নির্গম2.বিক্রীকেন্দ্র
outline,ৰূপৰেখা
outlook,"দৃষ্টিভংগী, দৃষ্টিকোণ"
outpost,সীমান্তচকী
output,"উৎপাদন, নির্গম"
outright purchase,পোনেপোনেক্রয়
outsource,বাহিৰৰপৰাকৰোৱা
outstanding,"1.অনাদায়ী2.অমীমাংসিত3.উৎকৃষ্ট, উল্লেখযোগ্য"
over age,বেছিবয়সৰ
over billing,বেছিকৈবিলতৈয়াৰকৰা
over-rule,"প্রতিকূলআদেশদে, খাৰিজকৰ, বাতিলকৰ"
overall,"সামগ্রিক, সর্বাত্মক"
overall deficit,সামগ্রিকঘাটী
overcharge,"ভৰণিভৰা, বঢ়াইকোৱা"
overdue,"1.যথাকালতঅপৰিশোধিত2.সময়পাৰহোৱা3.অত্যন্ত, অত্যধিক4.ব্যগ্র, অতিতৎপৰ"
overestimate,"অত্যনুমান, হিচাপতবেছিধৰ"
overhead charge,উপৰিব্যয়
overlapping,"অভিব্যাপন, অধিক্রমণ, অভিচ্ছাদন"
overriding priority,অধিভাৱীঅগ্রাধিকাৰ
oversight,"1.ব্যৱস্থাপনা, তত্ত্বাৱধান2. (অসাৱধনতাৰবাবেহোৱা)ত্রুটী"
overtime pay,অধিকার্য্যকালবেতন
overvaluation,অধিমূল্যন
ownership,মালিকীস্বত্ব
package,পেকেজ
package deal,"পেকেজচুক্তি, এককচুক্তিপ্রস্তাৱ"
packing and marking,পেককৰাআৰুচিহ্নলগোৱা
packing list,পেকিঙসূচী
pact,চুক্তি
paid,"1.প্রদত্ত2.সবেতন3.ধনআদায়দিয়া, পৰিশোধকৰা"
paid up capital,প্রদত্তপুঁজি
pamphlet,"ইস্তাহাৰ, ইস্তাহাৰপুস্তিকা"
panel,"1.নামসূচী2.সঙ্গ, মণ্ডলী, সমিতি3.খণ্ড, ফলক, পাত"
paper,"1.কাগজ2.পত্র, কাগজ-পত্র3.লেখ4.বাতৰিকাকত5.প্রশ্নকাকত"
par excellence,সর্বোৎকৃষ্ট
par value,সমমূল্য
para,"পৰিচ্ছেদ, পেৰাগ্রাফ"
paramount,"সর্বোচ্চ, সর্বশ্রেষ্ঠ"
parent,"1.পিতৃ-মাতৃ, মাতা-পিতা2.উৎস, মূল"
