Hindi,Telugu
लाइन विधा स्विचन,"లైన్ మోడ్, మారడం"
लाइन रव,లైన్ శబ్దం
रेखा संख्या,వరుస సంఖ్య
रेखा संख्या संपादन,"వరుస సంఖ్య
 ఎడిటింగ్"
रेखा मुद्रित्र,లైన్ ప్రింటర్
रेखा मुद्रण,లైన్ ప్రింటింగ్
लाइन सदेशाचार,లైన్ ప్రోటోకాల్
लाइन रिले,లైన్ రిలే
लाइन अनुक्रिया विधा,"పంక్తి ప్రతిస్పందన
 మోడ్"
रेखा विषमता,లైన్ స్కేవ్
लाइन चाल,లైన్ స్పీడ్
प्रति इंच रेखाएँ,పంక్తులు-పెర్-అంగుళం
लाइन अवस्थिति,లైన్ స్థితి
लाइन समेलित्र,లైన్ స్ట్రెచర్
लाइन प्रोत्कर्ष,లైన్ ఉప్పెన
लाइन स्विचन,లైన్ స్విచింగ్
लाइन यातायात,లైన్ ట్రాఫిక్
कड़ी,లింక్
शृंखलन,అనుసంధానం
शृंखलन संपादक,లింకేజ్ ఎడిటర్
शृंखलन अनुभाग,అనుసంధాన విభాగం
कड़ीबद्ध,లింక్-అటాచ్డ్
कड़ीबद्ध केंद्र,"లింక్-అటాచ్డ్
 స్టేషన్"
कड़ीबद्ध अंतक,"లింక్-అటాచ్డ్
 టెర్మినల్"
कड़ी द्वि-अंक,లింక్ బిట్
कड़ीवा संकेतन,"లింక్-బై-లింక్
 సిగ్నలింగ్"
कड़ी संबधन,లింక్ కనెక్షన్
कड़ी नियंत्रण,లింక్ నియంత్రణ
कड़ी नियंत्रण प्रक्रिया,"లింక్ నియంత్రణ
 విధానం"
शृंखला संपादन,లింక్ సవరణ
शृंखलित अनुक्रमिक संचिका,"లింక్డ్ సీక్వెన్షియల్
 ఫైల్"
शृंखलित उपनेमका,లింక్డ్ సబ్‌ట్రౌటిన్
शृंखलक,లింకర్
कड़ी समूह,లింక్ గ్రూప్
शृंखलन भारक,లోడర్‌ను అనుసంధానించడం
शृंखलन भारण निष्पादक,"లోడర్‌ను అనుసంధానించడం
 ఎగ్జిక్యూటివ్"
कड़ी सदेशाचार,లింక్ ప్రోటోకాల్
"लिस्प, सूची संसाधन","లిస్ప్ (జాబితా
 ప్రాసెసింగ్)"
सूची दिष्ट संचरण,"జాబితా-దర్శకత్వం
 ప్రసార"
श्रवण विधा,లిజనింగ్ మోడ్
सूची हस्तर कथन,"జాబితా నిర్వహణ
 ప్రకటన"
सूचीयन,జాబితా
सूची संसाधन,జాబితా ప్రాసెసింగ్
सूची संचाधन भाषा,జాబితా ప్రాసెసింగ్ భాష
सूची संसाधन क्रमादेश,"జాబితా ప్రాసెసింగ్
 ప్రోగ్రామ్"
सूची संरचना,జాబితా నిర్మాణం
आक्षर,అచ్చమైన
आक्षर संकार्य,సాహిత్య ఒపెరాండ్
आक्षर पूल,సాహిత్య పూల్
आक्षर खोज,సాహిత్య శోధన
साहित्य खोज,సాహిత్య శోధన
चालू कुंजीपटल,లైవ్ కీబోర్డ్
"भार, लोड",లోడ్
भार संतुलन,లోడ్ బ్యాలెన్సింగ్
भार पत्रक,కార్డ్ లోడ్
भार कुंडली,లోడ్ కాయిల్
भारित लाइन,లోడ్ చేసిన పంక్తి
भारित मूल बिन्दु,లోడ్ చేయబడిన మూలం
भारक,లోడర్
भारक,"లోడర్ ప్రోగ్రామ్
(= లోడర్)"
भारक प्रकार,లోడర్ రకం
भारित्र,లోడ్ సౌకర్యం
भार प्रतिबिम्ब,చిత్రాన్ని లోడ్ చేయండి
भारण,లోడ్
भारण कुंडली,కాయిల్ లోడ్ అవుతోంది
भारण त्रुटि,లోడ్ లోపం
भारण प्रक्रिया,లోడింగ్ విధానం
भारण नेमका,లోడింగ్ దినచర్య
भार स्तरण,లోడ్ లెవలింగ్
भार प्रतिचित्र,మ్యాప్ లోడ్
भार विधा,లోడ్ మోడ్
भार प्रतिरूपक,లోడ్ మాడ్యూల్
भार प्रतिरूपक क्रमादेश संग्रह,"లోడ్ మాడ్యూల్
 గ్రంధాలయం"
आह्वानी भारण,లోడ్-ఆన్-కాల్
भारण सिरा,లోడ్ పాయింట్
भारक,"ప్రోగ్రామ్ లోడ్
 (= లోడర్)"
"भारभागी, भार भागीदारी",లోడ్ షేరింగ్
पालि,లోబ్
"स्थानीय, स्थानिक",స్థానిక
