Gujarati,Bengali
જેટ-રોકેટ પ્રોપલ્શન,জেট-রকেট চালনা
J-J કપલિંગ,জে-জে কাপলিং
જોલી બેન્ટ,jolly bent
જુલ-ગરમી,জুল-তাপ
જુલેમીટર,জুলিমিটার
જૌલ-થોમસન અસર,জুল-থমসন প্রভাব
જુલ,জুল
"કોદાળી, કૂદકો, વાંસળી","কোদাল, লাফ, বাঁশি"
સંધિ,সন্ধি
સંગમ સ્થળ,সঙ্গম স্থান
યોગ્ય ઉચ્ચારણ,সঠিক শব্দাংশ
"કેસનિધિ, નિકટતા","kesanidhi, proximity"
"કેલિડોસ્કોપ, કેલિડોસ્કોપ","ক্যালিডোস্কোপ, ক্যালিডোস্কোপ"
"કપ્પા મેસન્સ, કે-મેસન્સ","কাপা ম্যাসনস, কে-ম্যাসনস"
કેથોડ,ক্যাথোড
ઘનાયન,ঘনায়ান
કે-બેન્ડ,কে-ব্যান্ড
K-કેપ્ચર,কে-ক্যাপচার
k-રિસેપ્ટર,k-রিসেপ্টর
કેલ્વિન અંદાજ,কেলভিন আনুমানিক
એકરૂપતાનું એકમ,একজাতের একক
કેર સેલ,ker সেল
"ચાવી, પડદો, ચાવી","চাবি, পর্দা, চাবি"
"કી બોર્ડ, પડદાની પટ્ટી","কী বোর্ড, পর্দা বার"
પ્રારંભિક સ્વર,প্রারম্ভিক স্বরবর্ণ
કી પલ્સ,কী পালস
મુખ્ય શબ્દ,নির্দেশক শব্দ
પ્રક્ષેપણ,অভিক্ষেপ
પ્રતિકાર,প্রতিরোধ
કિલો ગ્રામ,কেজি
કિલોજુલ,কিলোজুল
કિલોપારસેક,কিলোপারসেক
કિલોટન બોમ્બ,কিলোটন বোমা
ગતિશીલ,গতিসংক্রান্ত
કેવળ ગતિશીલ,বিশুদ্ধভাবে গতিশীল
"ગતિશીલ, ગતિશીલ","গতিশীল, গতিশীল"
ગતિશીલ રીતે,গতিশীলভাবে
અસ્થિભંગ,ফ্র্যাকচার
ક્લીસ્ટ્રોન,klystron
તીક્ષ્ણ ધાર,ধারালো কিনারা
ક્રુસ્કલ સરહદ,ক্রুস্কাল সীমান্ত
થર્મોજેનિક,হাইপোথার্মোজেনিক
લેબલ,লেবেল
"ચિહ્નિત, અંકિત, લેબલ થયેલ","চিহ্নিত, খোদাই করা, লেবেলযুক্ত"
પ્રયોગશાળા,গবেষণাগার
સીડી,মই
ઘડિયાળની વિરુદ્ધ દિશામાં,ঘড়ির কাঁটার বিপরীত দিকে
"ઘડિયાળની વિરુદ્ધ દિશામાં, ડાબી ધ્રુવીયતા","ঘড়ির কাঁটার বিপরীত দিকে, বাম মেরুত্ব"
આગળ અને પાછળ,সামনে পিছনে
Lagrange પ્રસારણ,Lagrange সম্প্রচার
લેગ્રેન્જિયનિઝમ,ল্যাগ্রাঞ্জিয়ানিজম
ઘેટાંની રચના,ভেড়ার বাচ্চা সৃষ্টি
પાટિયું બોર્ડ,"তক্তা, বোর্ড"
ડોર્સલ પ્લેટ,পৃষ্ঠীয় প্লেট
"સપાટીનો પ્રવાહ, સ્તરનો પ્રવાહ","পৃষ্ঠ প্রবাহ, স্তর প্রবাহ"
"પ્લેટિંગ, પેનલ, લેવલ, લેયર બોન્ડ","কলাই, প্যানেল, স্তর, স্তর বন্ড"
સ્તરીકરણ,স্তরবিন্যাস
લેમિના,ল্যামিনা
"દીવો, દીવો","বাতি, বাতি"
"કાજલ, દીપ કાજલ","কাজল, দীপ কাজল"
લેન્ડ-ઇન્ટરવલ નિયમ,lande-ব্যবধান নিয়ম
લેન્ડે વિભાજન પરિબળ,ল্যান্ডে বিভাজন ফ্যাক্টর
ઉતરાણ,অবতরণ
"સૂક્ષ્મ ઘર્ષણ, લેમિનેશન, વસ્ત્રો","মাইক্রো ঘর্ষণ, স্তরায়ণ, পরিধান"
લાર્મોર આવર્તન,larmore ফ্রিকোয়েন্সি
larmore precession,larmore precession
લેસર,লেজার
લેસરાઇઝેશન,লেজারাইজেশন
ગુપ્ત,গোপন
"બાજુની, બાજુની, બાજુની","পার্শ্বীয়, পার্শ্বীয়, পার্শ্বীয়"
"અક્ષાંશ, અક્ષાંશ","অক্ষাংশ, অক্ষাংশ"
"જાળી, જાળી","জালি, জালি"
laue વર્ગ,লাউ ক্লাস
લોન્ચ,শুরু করা
લોન્ચ,শুরু করা
લોન્ચ પ્લેટફોર્મ,লঞ্চ প্ল্যাটফর্ম
સમૂહ ગુણોત્તર કાયદો,ভর অনুপাত আইন
બહુવિધ ગુણોત્તર નિયમ,একাধিক অনুপাত নিয়ম
"સ્તર, સ્તર","স্তর, স্তর"
એલ-બેન્ડ,এল-ব্যান্ড
"લીડ, લીડ, સીસું, સીસું, સીસું","সীসা, সীসা, সীসা, সীসা, সীসা"
આગળ,এগিয়ে
"ચૂનો, લીકીંગ (Cr.), Risen Line, Chyawan","চুন, লিকিং (Cr.), Risen Line, Chyawan"
"ચાવવા, કાટ, લીક","চিবানো, ক্ষয়, ফুটো"
"ન્યૂનતમ, ન્યૂનતમ, ન્યૂનતમ","সর্বনিম্ন, সর্বনিম্ন, সর্বনিম্ন"
ઓછામાં ઓછી ગણતરી,অন্তত গণনা
લેચ વાયર,ল্যাচ তার
Leduc અસર,লেডুক প্রভাব
માન્ય ઓહ્મ,বৈধ ওহম
- ઇલેક્ટ્રોન,- ইলেকট্রন
લંબાઈની મર્યાદા,দৈর্ঘ্য সীমাবদ্ধতা
વિસ્તરણ,প্রসারণ
લેન્સ,লেন্স
લેન્ઝનો કાયદો,লেঞ্জের আইন
સપાટ ટનલ,সমতল টানেল
આડી ઉડાન,অনুভূমিক ফ্লাইট
"સ્તરીકરણ, સ્તરીકરણ","সমতলকরণ, সমতলকরণ"
"આડું સ્ક્રૂ, લેવલિંગ સ્ક્રૂ","অনুভূমিক স্ক্রু, সমতলকরণ স্ক্রু"
આત્મવિશ્વાસનું સ્તર,আত্মবিশ্বাস এর ধাপ
મહત્વ સ્તર,তাত্পর্য স্তর
"આડું પૃષ્ઠ, સપાટ પૃષ્ઠ, ઇક્વિપોટેન્શિયલ પૃષ્ઠ","অনুভূমিক পৃষ্ঠা, সমতল পৃষ্ঠা, সমকক্ষ পৃষ্ঠা"
"લિવર, લિવર","লিভার, লিভার"
વર્ચ્યુઅલ ઓસિલેશન,ভার্চুয়াল দোলন
"લિડર, લેસર ઇન્ફ્રારેડ રડાર","লিডার, লেজার ইনফ্রারেড রাডার"
"જીવન, ઉંમર","জীবন, বয়স"
"લિફ્ટ, લિફ્ટ","উত্তোলন, উত্তোলন"
વિમોચન ક્ષણ,মুক্তির মুহূর্ত
"ટૂંકો, પ્રકાશ, મંદ, ટૂંકો, ટૂંકો, 6 પ્રકાશ","সংক্ষিপ্ত, হালকা, আবছা, সংক্ষিপ্ত, সংক্ষিপ্ত, 6 আলো"
"સમશીતોષ્ણ., પ્રકાશ","নাতিশীতোষ্ণ., আলো আপ"
વીજળી,বজ্র
પ્રકાશ વર્ષ પ્રકાશ વર્ષ,আলোকবর্ষ আলোকবর্ষ
"સજાતીય, સજાતીય, સજાતીય","সমজাতীয়, সমজাতীয়, সমজাতীয়"
"મર્યાદા, સીમાંત","সীমা, প্রান্তিক"
"મર્યાદા, મર્યાદા, આત્યંતિક","সীমা, সীমা, চরম"
વર્તમાન મર્યાદા,বর্তমান সীমা
"રેખા, રેખા, લંબગોળ","রেখা, রেখা, উপবৃত্তাকার"
"રેખીય, રેખીય, રેખીય","রৈখিক, রৈখিক, রৈখিক"
રેખીયકરણ,রৈখিককরণ
"એકવિધતા, રેખીયતા","একঘেয়েমি, রৈখিকতা"
"એકલા, રેખીય રીતે","এককভাবে, রৈখিকভাবে"
રેખા સંભવિત,লাইন সম্ভাব্য
રેખીય અપૂર્ણતા,রৈখিক অপূর্ণতা
સ્ટ્રોક લાઇન,স্ট্রোক লাইন
રેખીય સ્પેક્ટ્રમ,রৈখিক বর্ণালী
રેખા વોલ્ટેજ,লাইন ভোল্টেজ
"બંધન, તાર, સાંકળ, ગ્રંથિ, કડી","বন্ধন, স্ট্রিং, চেইন, গ্রন্থি, লিঙ্ক"
