Marathi,Hindi
आण्विक पातळी आण्विक ऊर्जा पातळी,"न्यूक्लीय स्तर, नाभिकीय ऊर्जा स्तर"
परमाणु अणुभट्टी अणुभट्टी,"नाभिकीय रिऐक्टर, न्यूक्लीय रिऐक्टर"
परमाणु प्रजाती परमाणु प्रजाती,"न्यक्लीय स्पीशीज, नाभिकीय जाति"
"आण्विक फिरकी, आण्विक फिरकी","नाभिकीय प्रचक्रण, नाभिकीय स्पिन"
न्यूक्लिएशन,नाभिकन
न्यूक्लिओन,न्यूक्लिऑन
"केंद्रक, केंद्रक, केंद्रक","नाभिक, न्यूक्लिअस, केन्द्रक"
शून्य,शून्य
शून्य विक्षेपण स्थिती,शून्यविक्षेप स्थिति
संख्यात्मक छिद्र,संख्यात्मक द्वारक
संख्यात्मक आरक्षण,संख्यात्मक निधान
"वस्तू, शरीर, वस्तू","वस्तु, पिंड, बिंब"
"उद्देश (v.), उद्दिष्ट, उद्दिष्ट (सं.)","वस्तुनिष्ठ (वि.), अभिदृश्यक, उद्देश्य (सं.)"
तिरकस,"तिर्यक्, तिरछी"
"वेधशाळा, वेधशाळा","वेधशाला, आब्जर्वेटरी"
निरीक्षण केले,प्रेक्षित
निरीक्षक,प्रेक्षक
स्थापना क्रमांक,"अधिष्ठान संख्या, अध्यासनांक"
अष्टचंद्रीय,अष्टफलकी
अष्टचंद्रीय,अष्टफलकीय
"अष्टक, अष्टक","अष्टक, सप्तक"
विषम,विषम
केंद्राभिमुख,"केन्द्रच्युत, विकेन्द्र"
वर कर्ण,अप विकर्ण
एक्झॉस्ट लोड,निष्कासित भार
ओम,ओम
ओमी,ओमी
ओनसागर चालकता समीकरण,ओन्सागर चालकता समीकरण
"अपारदर्शक, शामक","अपारदर्शकारी, शामक"
अपारदर्शकता,अपारदर्शितामापी
"अपारदर्शकता, अपारदर्शकता","अपारदर्शिता, अपार्यता"
"दुधाळपणा, दुधाळपणा, उपलब्धता","दूधियापन, दुग्धिलता, उपलभासिता"
"अपारदर्शक, अपारदर्शक","अपारदर्शी, अपार्य"
"ऑपरेटर, ऑपरेशन","संकारक, प्रचालन"
"ऑपरेटर, ऑपरेटर, ऑपरेटर","प्रचालक, ऑपरेटर, संकारक"
विरोधक,विरोधी
"विरुद्ध, विरुद्ध","विपरीत, सम्मुख"
