Bengali,Odiya
ম্যাক্রো ভিশন,ମାକ୍ରୋ ଦର୍ଶନ |
ম্যাজিক আই,ଯାଦୁ ଆଖି
চৌম্বক,ଚୁମ୍ବକ
চৌম্বক ক্ষেত্র,ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର |
চৌম্বকীয় প্রবাহ,ଚୁମ୍ବକୀୟ ଫ୍ଲକ୍ସ |
চৌম্বকীয় মেরু,ଚୁମ୍ବକୀୟ ପୋଲ |
চৌম্বকীয় ঝড়,ଚୁମ୍ବକୀୟ storm ଡ |
চৌম্বকীয় সুইচ,ଚୁମ୍ବକୀୟ ସୁଇଚ୍ |
চৌম্বকীয় টেপ,ଚୁମ୍ବକୀୟ ଟେପ୍ |
চৌম্বকীয়তা,ଚୁମ୍ବକବାଦ
মেইল মার্জ,ମେଲ୍ ମିଶ୍ରଣ
মেইলিং তালিকা,ମେଲିଂ ତାଲିକା
প্রধান ক্যারিয়ার,ମୁଖ୍ୟ ବାହକ |
রক্ষণাবেক্ষণ,ରକ୍ଷଣାବେକ୍ଷଣ
রক্ষণাবেক্ষণ,ରକ୍ଷଣାବେକ୍ଷଣ
রক্ষণাবেক্ষণ দল,ରକ୍ଷଣାବେକ୍ଷଣ ଦଳ |
সংখ্যাগরিষ্ঠ ক্যারিয়ার,ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି
যোগাযোগ রিলে করুন,ଯୋଗାଯୋଗ ରିଲେ କର |
মেক-অ্যান্ড-ব্রেক সুইচ,ମେକ୍-ଏବଂ-ବ୍ରେକ୍ ସୁଇଚ୍ |
পুরুষ সংযোগকারী,ପୁରୁଷ-ସଂଯୋଜକ |
মানুষ শব্দ করেছে,ମଣିଷ ଶବ୍ଦ କଲା |
পরিচালন তথ্য সিস্টেম (এমআইএস),ପରିଚାଳନା ସୂଚନା ସିଷ୍ଟମ୍ (MIS)
ম্যানিপুলেটেড,ମନିପ୍ୟୁଲେଟ୍ |
মূল নিয়ন্ত্রণ,ମାନୁଆଲ୍ ନିୟନ୍ତ୍ରଣ |
ম্যানুয়াল পদ্ধতি,ମାନୁଆଲ୍ ପଦ୍ଧତି |
সুরক্ষা সতর্কতা ম্যানুয়াল,ସୁରକ୍ଷା ସତର୍କତାର ମାନୁଆଲ୍ |
ম্যানুয়ালি পরিচালিত,ମାନୁଆଲୀ ପରିଚାଳିତ |
প্রস্তুতকারক,ନିର୍ମାତା
মুখোশ,ମାସ୍କ
মাসকি,ମାସ୍କେ
মাস্কার,ମାସ୍କର୍
মাস্কিং,ମାସ୍କିଂ |
মাস্কিং আচরণ,ମାସ୍କିଂ ଆଚରଣ |
অডিওর মাস্কিং প্রভাব,ଅଡିଓର ମାସ୍କିଂ ପ୍ରଭାବ |
থ্রেশহোল্ড মাস্কিং,ମାସ୍କିଂ ସୀମା
মাস্কিং টোন,ମାସ୍କିଂ ସ୍ୱର
মাস্ট,ମାଷ୍ଟ
মাস্ট রেডিয়েটার,ମସ୍ତଷ୍ଟ ରେଡିଆର୍ |
মাস্টার নিয়ন্ত্রণ,ମାଷ୍ଟର ନିୟନ୍ତ୍ରଣ |
মাস্টার অসিলট্রোর,ମାଷ୍ଟର ଓସ୍କିଲାଟିଟି |
ম্যাচ-ইমিডেন্স,ମ୍ୟାଚ୍-ପ୍ରତିବନ୍ଧକ |
ম্যাচিং নেটওয়ার্ক,ନେଟୱର୍କ ନେଟୱର୍କ ସହିତ ମେଳ ଖାଉଛି |
ম্যাচিং স্টাব,ଷ୍ଟବ୍ ମେଳ |
ম্যাচিং ট্রান্সফর্মার,ଟ୍ରାନ୍ସଫର୍ମର ସହିତ ମେଳ |
জিনিষ পত্র সরবরাহ,ବସ୍ତୁ-କ୍ରୟ
ম্যাট্রিক্স,ମାଟ୍ରିକ୍ସ
সর্বাধিককরণ,ସର୍ବାଧିକକରଣ
সর্বাধিক চাহিদা সূচক,ସର୍ବାଧିକ ଚାହିଦା ସୂଚକ |
সর্বাধিক শক্তি ঘনত্ব,ସର୍ବାଧିକ ପାୱାର୍ ଘନତା |
সর্বাধিক সংবেদনশীলতা,ସର୍ବାଧିକ ସମ୍ବେଦନଶୀଳତା |
সর্বাধিক তাপমাত্রা,ସର୍ବାଧିକ ତାପମାତ୍ରା
সর্বাধিক ব্যবহারযোগ্য ফ্রিকোয়েন্সি,ସର୍ବାଧିକ ଉପଯୋଗୀ ଫ୍ରିକ୍ୱେନ୍ସି |
সর্বোচ্চ মূল্য,ସର୍ବାଧିକ ମୂଲ୍ୟ
ব্যর্থতার গড় সময়,ବିଫଳତାର ଅର୍ଥ ସମୟ |
গড় মান,ଅର୍ଥ ମୂଲ୍ୟ
পরিমাপ সংকেত,ମାପ ହୋଇଥିବା ସଙ୍କେତ |
মাপা,ମାପ
পরিমাপ যন্ত্র,ଉପକରଣ ମାପିବା |
পরিমাপ সরঞ্জাম,ଉପକରଣ ମାପିବା |
পরিমাপক যন্ত্রপাতি,ଯନ୍ତ୍ର ମାପିବା
ক্ষেত্রের শক্তি পরিমাপের সরঞ্জাম,କ୍ଷେତ୍ର ଶକ୍ତିର ଯନ୍ତ୍ର ମାପିବା |
পরিমাপের ফিতা,ଟେପ୍ ମାପିବା |
পদ্ধতি,ଯନ୍ତ୍ରକ .ଶଳ |
মিডিয়া সার্ভার,ମିଡିଆ ସର୍ଭର |
মধ্যম,ମଧ୍ୟମ
মাঝারি ফ্রিকোয়েন্সি,ମଧ୍ୟମ ଫ୍ରିକ୍ୱେନ୍ସି |
মাঝারি ফ্রিকোয়েন্সি তরঙ্গ,ମଧ୍ୟମ ଫ୍ରିକ୍ୱେନ୍ସି ତରଙ୍ଗ |
মাঝারি তরঙ্গ (মেগাওয়াট),ମଧ୍ୟମ ତରଙ୍ଗ (MW)
মেগা-ওহম,ମେଗା-ଓହମ୍ |
মেগার,Megger
স্মৃতি,ସ୍ମୃତି
পরামর্শদাতা,ଉପକୃତ
মেনু বার,ମେନୁ ବାର୍
বুধ সুইচ,ମର୍କୁରୀ ସୁଇଚ୍ |
মার্জিং,ମିଶ୍ରଣ
বার্তা,ବାର୍ତ୍ତା |
মেটাডেটা,ମେଟାଡାଟା |
ধাতব অক্সাইড সেমিকন্ডাক্টর ডায়োড,ଧାତୁ-ଅକ୍ସାଇଡ୍ ସେମିକଣ୍ଡକ୍ଟର ଡିଏଚ୍ |
ধাতব-শেথযুক্ত কেবল,ଧାତୁ-ଶନିବା କେବୁଲ୍ |
মিটার,ମିଟର
মিটারিং প্যানেল,ଭୋଜନର ପ୍ୟାନେଲ୍ |
মিকা,ମିକା
মাইকা-ইনসুলেশন,ମିକା-ଇନସୁଲେସନ୍ |
ক্ষুদ্র-,ମାଇକ୍ରୋ-
মাইক্রো উপাদান,ମାଇକ୍ରୋ ଉପାଦାନ |
মাইক্রো কম্পিউটার,ମାଇକ୍ରୋ କମ୍ପ୍ୟୁଟର |
মাইক্রো-কন্ট্রোলার,ମାଇକ୍ରୋ-ନିୟନ୍ତ୍ରକ |
মাইক্রো-ইলেক্ট্রনিক্স,ମାଇକ୍ରୋ-ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
মাইক্রোফোন,ମାଇକ୍ରୋଫୋନ୍ |
মাইক্রোফোনিক্স,ମାଇକ୍ରୋଫୋନିକ୍ସ |
মাইক্রোপ্রসেসর,ମାଇକ୍ରୋ ପ୍ରପ୍ସେସନସର
মাইক্রো-ভোল্ট (এমভি),ମାଇକ୍ରୋ-ଭୋଲ୍ଟ (MV)
মাইক্রোওয়েভ,ମାଇକ୍ରୋୱେଭ୍ |
মাইক্রোওয়েভ অ্যান্টেনা,ମାଇକ୍ରୋୱେଭ୍ ଆଣ୍ଟେନା |
মাইক্রোওয়েভ মরীচি,ମାଇକ୍ରୋୱେଭ୍ ବିମ୍ |
মিড-ব্যান্ড,ମଧ୍ୟଭାଗ ବ୍ୟାଣ୍ଡ
স্থানান্তর,ସ୍ଥାନାନ୍ତରଣ
মাইগ্রেশন পাথ,ସ୍ଥାନାନ୍ତରଣ ପଥ
ক্ষুদ্রাকার,କ୍ଷୁଦ୍ରତା |
মিনিয়েচারাইজড,ମିନିୟରାଇଜଡ୍ |
সর্বনিম্ন,ସର୍ବନିମ୍ନ
ন্যূনতম তাপমাত্রা,ସର୍ବନିମ୍ନ ତାପମାତ୍ରା |
সর্বনিম্ন ব্যবহারযোগ্য ক্ষেত্র শক্তি,ସର୍ବନିମ୍ନ ବ୍ୟବହାର ଯୋଗ୍ୟ କ୍ଷେତ୍ର ଶକ୍ତି |
সংখ্যালঘু ক্যারিয়ার,ସଂଖ୍ୟାଲଘୁ ବାହକ |
ভুল,ଭୁଲ ବୁ misାନ୍ତୁ |
মিশ্রণ,ମିଶ୍ରଣ କରନ୍ତୁ |
মিশ্রিত ফাঁকা,ମିଶ୍ରିତ ବ୍ଲାନକିଙ୍ଗ |
মিশ্র সিঙ্ক,ମିଶ୍ରିତ ସିଙ୍କ୍ |
মিক্সার,ମିକ୍ସର୍
মিক্সার টিউব,ମିକ୍ସର୍ ଟ୍ୟୁବ୍ |
মিশ্রণ,ମିଶ୍ରଣ ଙ୍କ
মিশ্রণ সার্কিট,ମିଶ୍ରଣ ସର୍କିଟ |
স্মৃতিচারণ,ମିସୋନିକ୍ |
স্মৃতিসৌধ,ମନମୋନିକ୍ସ |
মুঠোফোন,ମୋବାଇଲ୍ |
মোবাইল মাল্টিমিডিয়া অ্যাপ্লিকেশন,ମୋବାଇଲ ମଲ୍ଟିମିଡ଼ିଆ ପ୍ରୟୋଗ
মোবাইল টিভি,ମୋବାଇଲ ଟିଭି
মোড,ମୋଡ୍
ব্যর্থতার মোড,ବିଫଳତାର ଧାରା |
প্রচারের পদ্ধতি,ପ୍ରସାର ଧାରା
মডেল,ମଡେଲ୍
মডেম,ମୋଡେମ୍
আধুনিক এফএম ট্রান্সমিটার,ଆଧୁନିକ FM ଟ୍ରାନ୍ସମିଟର |
আধুনিক প্রবণতা,ଆଧୁନିକ ଧାରା
কনফিগারেশন মোড,ବିନ୍ୟାସ କରିବାର ମୋଡ୍ |
সংশোধন করুন,ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
মডুলেটেড অবিচ্ছিন্ন তরঙ্গ,କ୍ରମାଗତ କ୍ରମାଗତ ତରଙ୍ଗ |
মোডুলেটেড সিগন্যাল,ମୋଡଲେଡ୍ ସଙ୍କେତ |
মডুলেটেড ওয়েভফর্ম,ମୋଡ୍ୟୁଲେଟ୍ ତରଙ୍ଗଫର୍ମ |
মড্যুলেশন,ମୋଡ୍ୟୁଲେସନ୍
মড্যুলেশন প্রশস্ততা,ମୋଡ୍ୟୁଲେସନ୍ ଆଡପ୍ଟିଟ୍ |
মড্যুলেশন ক্ষমতা,ମୋଡ୍ୟୁଲେସନ୍ କ୍ଷମତା |
মড্যুলেশন ফ্রিকোয়েন্সি,ମୋଡଲେସନ୍ ଫ୍ରିକ୍ୱେନ୍ସି
মড্যুলেশন সূচক,Modutulation Index
মড্যুলেশন লিনিয়ারিটি,ମୋଡୁଲେସନ୍ ର linc ଖଦତା |
মড্যুলেশন মিটার,ମୋଡ୍ୟୁଲେସନ୍ ମିଟର
মড্যুলেশন মনিটর,ମୋଡୁଲେସନ୍ ମନିଟର |
মড্যুলেশন শতাংশ,ମୋଡୁଲେସନ୍ ଶତକଡା
মডুলেটর,ମୋଡ୍ୟୁଲେଟର
মডিউল,ମଡ୍ୟୁଲ୍ |
আর্দ্রতা,ଆର୍ଦ୍ରତା
গতি,ମୁକ୍ତି
মনিটর,ମନିଟର
পর্যবেক্ষণ,ମନିଟରିଂ
পর্যবেক্ষণ এবং বিশ্লেষণ কৌশল,ମନିଟରିଂ ଏବଂ ବିଶ୍ଳେଷଣ କ ques ଶଳ |
পর্যবেক্ষণ এবং নিয়ন্ত্রণ,ମନିଟରିଂ ଏବଂ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
মনিটরিং স্টেশন,ମନିଟରିଂ ଷ୍ଟେସନ |
একরঙা,ମୋନୋକ୍ରୋମ୍ |
মনোফোনিক সংক্রমণ,ମୋନୋଫୋଲିକ୍ ଟ୍ରାନ୍ସମିସନ୍ |
মরফ,ମର୍ଗେଙ୍କ
মরফিং,ମଠ
মরফিজম,ମର୍ଫିଜିମ୍
মোজাইক,ମୋସାକାଲ
মাদারবোর্ড,ମଦରବୋର୍ଡ |
গতি ক্ষতিপূরণ,ଗତି କ୍ଷତିପୂରଣ |
গতি অনুমান,ଗତି ଆକଳନ |
গতি ভেক্টর,ମୋନ୍ ଭେନ୍ଟର୍ |
গতি ভিডিও,ଗତି ଭିଡିଓ |
মোটর,ମୋଟର
মোটর অপারেটর,ମୋଟର ଅପରେଟର |
মোটর স্টার্টার,ମୋଟର ଷ୍ଟାର୍ଟର୍ |
মাউন্ট,ମାଉଣ୍ଟ
মাউস,ମାଉସ୍
মাউস ইন্টারফেস,ମାଉସ୍ ଇଣ୍ଟରଫେସ୍ |
আন্দোলন,ଗତି
মাল্টি চ্যানেল এক্সটেনশন,ମଲ୍ଟି ଚ୍ୟାନେଲ୍ ଏକ୍ସଟେନ୍ସନ୍ |
মাল্টিকাস্টিং,ମଲ୍ଟିକାଷ୍ଟିଂ
মাল্টিচ্যানেল সংকেত,ମଲ୍ଟିଚାନେଲ୍ ସିଗନାଲ୍ |
মাল্টিডাইরেকশনাল মাইক্রোফোন,ବହୁରାଷ୍ଟ୍ରୀୟ ମାଇକ୍ରୋଫୋନ୍ |
বহুভাষিক ভাষ্য,ବହୁଭାଷାର ମନ୍ତବ୍ୟ
মাল্টিমিডিয়া,ମଲ୍ଟିମିଡ଼ିଆ
মাল্টিমিডিয়া কিওস্ক,ମଲ୍ଟିମିଡ଼ିଆ କିଓସକ୍କ
মাল্টিমিটার,ମଲ୍ଟିମିଟର |
মাল্টিথ,ଏକାଧିକ ପଥ
মাল্টিথ রিসেপশন,ଏକାଧିକସଂକ୍ତି ପୁନ repolation |
মাল্টিপেজ,ଚମତ୍କାର
একাধিক,ଏକାଧିକ
একাধিক অ্যাক্সেস সিস্টেম,ଏକାଧିକ ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |
মাল্টিপ্লেক্স,ସ୍ୱତନ୍ତ୍ର-
মাল্টিপ্লেক্সার,ସ୍ୱଦଶିଳ
মাল্টিপ্লেক্সিং,ସ୍ୱାର୍ଥକ
মাল্টিস্টেজ পরিবর্ধক,ମଲ୍ଟିସେଜ୍ ଆମ୍ପ୍ଲିଫାୟର୍ |
মাল্টিটাস্কিং,ମଲ୍ଟିଟେକିଙ୍ଗ୍
মাল্টিভাইবারেটর,ମଲ୍ଟିଭାଟି ଆକ୍ଟର୍ |
নিঃশব্দ,ମୂକ
পারস্পরিক আচরণ,ମ୍ୟୁଚୁଆଲ୍ ଆଚରଣ |
পারস্পরিক প্রতিবন্ধকতা,ମ୍ୟୁଚୁଆଲ୍ ପ୍ରତିରୋପଣ |
পারস্পরিক আবেশাঙ্ক,ମ୍ୟୁଚୁଆଲ୍ ଇଣ୍ଡିକାନ୍ସ |
পারস্পরিক হস্তক্ষেপ,ମ୍ୟୁଚୁଆଲ୍ ହସ୍ତକ୍ଷେପ |
ন্যানো-টেকনোলজি,ନାନୋ-ଟେକ୍ନୋଲୋଜି |
সংকীর্ণ,ସଂକୀର୍ଣ୍ଣ ବନ୍ଧନ |
সংকীর্ণতা,ନାରୀ ବୁ understanding ାନ |
প্রাকৃতিক খসড়া,ପ୍ରାକୃତିକ ଡ୍ରାଫ୍ଟ |
নেভিগেটর,ନାଭିଗେଟର୍
নেতিবাচক,ନକାରାତ୍ମକ
নেতিবাচক পক্ষপাত,ନକାରାତ୍ମକ ପକ୍ଷପାତ
নেতিবাচক চার্জ,ନକାରାତ୍ମକ ଦେୟ |
নেতিবাচক প্রতিক্রিয়া,ନକାରାତ୍ମକ ମତାମତ |
নেতিবাচক শিখর,ନକାରାତ୍ମକ ଶିଖର |
নেতিবাচক প্রতিরোধ,ନକାରାତ୍ମକ ପ୍ରତିରୋଧ |
নেট লাভ,ନିଟ୍ ଲାଭ
নেট ক্ষতি,ନିଟ୍ କ୍ଷତି |
নেটটিকেট,Netifette
অন্তর্জাল,ନେଟୱର୍କ
নেটওয়ার্ক বিশ্লেষক,ନେଟୱାର୍କ ଆନାଲିଜର୍
নেটওয়ার্ক ফাইল সিস্টেম,ନେଟୱର୍କ ଫାଇଲତନ୍ତ୍ର |
নেটওয়ার্ক পরিকল্পনা,ନେଟୱର୍କ ଯୋଜନା
নেটওয়ার্ক সমাপ্তি,ନେଟୱର୍କ ସମାପ୍ତି
নেটওয়ার্কিং,ନେଟୱର୍କିଙ୍ଗ
নিরপেক্ষ,ନିରପେକ୍ଷ |
নিরপেক্ষ,ନିରପେକ୍ଷ କରିବା
নিউজ রুম অটোমেশন,ନ୍ୟୁଜ୍ ରୁମ୍ ସ୍ୱୟଂଚାଳିତ |
নিবল,ନିବଲ୍
কুলুঙ্গি,ନାଚେ
কোনও লোড পরীক্ষা নেই,କ laver ଣସି ଭାର ପରୀକ୍ଷା ନାହିଁ |
নোড,ନୋଡ୍
শব্দ,ଶବ୍ଦ
শব্দ চিত্র,ଶବ୍ଦ ଚିତ୍ର
শব্দ পরিশোধন,ଶବ୍ଦ ଫିଲ୍ଟର୍
শব্দ মেঝে,ଶବ୍ଦ ଚଟାଣ
শব্দ গেট,ଶବ୍ଦ ଫାଟକ
গোলমাল অনাক্রম্যতা,ଶବ୍ଦ ପ୍ରତିରୋପଣ |
