Kannada,Gujarati
ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ ಮಿಲಿಯನ್ ಸೂಚನೆಗಳು (MIPS),મિલિયન સૂચનાઓ પ્રતિ સેકન્ડ (MIPS)
ಮಿನಿ ಕಂಪ್ಯೂಟರ್,મીની કોમ્પ્યુટર
ಸಣ್ಣ ಡಿಸ್ಕೆಟ್,નાની ડિસ્કેટ
"1.ಸಣ್ಣ ಕೊಲೊನ್, 2.ಲಿಟಲ್ ಅಷ್ಟ್","1.નાનો કોલોન, 2.લિટલ એસ્ટ"
ಕನಿಷ್ಠ ಉತ್ಪನ್ನ,ન્યૂનતમ ઉત્પાદન
ವಿರಳ ಮರ,છૂટાછવાયા વૃક્ષ
"1.ಮಿನಿಮ್ಯಾಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್, 2.ಅಲ್ಗಾರಿದಮ್","1.મિનિમેક્સ અલ્ગોરિધમ, 2.એલ્ગોરિધમ"
ಮಿನಿಯೇಟರೈಸೇಶನ್ ಪ್ರಕ್ರಿಯೆ,લઘુચિત્રીકરણ પ્રક્રિયા
ಕಡಿಮೆ ವೆಚ್ಚದ ವಿಸ್ತರಣೆ ಮರ,સૌથી ઓછી કિંમતનું વિસ્તરણ વૃક્ષ
"1.ಕಡಿಮೆ ಲೇಟೆನ್ಸಿ ಎನ್‌ಕೋಡಿಂಗ್, 2.ಕಡಿಮೆ ಲೇಟೆನ್ಸಿ ಕೋಡಿಂಗ್","1.ઓછી લેટન્સી એન્કોડિંગ, 2.ઓછી લેટન્સી કોડિંગ"
ಸಣ್ಣ ಸಾಧನ,ટૂંકા ઉપકરણ
"1. ಗುಣಾಕಾರ, 2. ಗುಣಾಕಾರ, 3. ಗುಣಾಕಾರ ಪದ","1. ગુણાકાર, 2. ગુણાકાર, 3. ગુણાકાર પદ"
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್,ક્રેડીટ કાર્ડ
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್,ક્રેડીટ કાર્ડ
ಕ್ರೆಡಿಟ್ ಪ್ರದೇಶ,ક્રેડિટ વિસ્તાર
ಪ್ರತಿಬಿಂಬಿತ ಡಿಸ್ಕ್,પ્રતિબિંબિત ડિસ્ક
"1. ಮಿರರ್ ಸ್ಪಾಟ್, 2. ಫೋಟೋಕಾಪಿ, 3. ಮಿರರ್ ಕಾಪಿ","1. મિરર સ્પોટ, 2. ફોટોકોપી, 3. મિરર કોપી"
ಮಿಶ್ರ ರಾಡಿಕ್ಸ್ ಸಂಕೇತ,મિશ્ર રેડિક્સ નોટેશન
ಮಿಕ್ಸರ್,મિક્સર
ಸ್ಮರಣಾರ್ಥ,નેમોનિક
ಜ್ಞಾಪಕ ವಿಳಾಸ,નેમોનિક સરનામું
ಸ್ಮರಣೀಯ,યાદગાર
"1.ಮೊಬೈಲ್, 2.ಚಲಿಸಬಲ್ಲ","1.મોબાઇલ, 2.મૂવેબલ"
"1. ಮೊಬೈಲ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2. ಮೊಬೈಲ್ ಕಂಪ್ಯೂಟಿಂಗ್","1. મોબાઈલ કોમ્પ્યુટીંગ, 2. મોબાઈલ કોમ્પ્યુટીંગ"
"1.ಮಾದರಿ, 2.ಮಾದರಿ","1.મોડેલ, 2.મોડલ"
ಮಾದರಿಯಿಲ್ಲದ ಸಂಪಾದಕ,મોડલેસ એડિટર
"1. ಮಾಡೆಲಿಂಗ್, 2. ಮಾಡೆಲಿಂಗ್","1. મોડેલિંગ, 2. મોડેલિંગ"
ಮೋಡೆಮ್,મોડેમ
"1.ಸರಳ ಸರಾಸರಿ, 2.ಸಾಮಾನ್ಯ, 3.ಸರಾಸರಿ","1.સરળ સરેરાશ, 2.સામાન્ય, 3.સરળ"
ವಿಮಾನನ್,વિમંડન
ಮಾಡರೇಟರ್,મધ્યસ્થી
ಮಾರ್ಪಡಿಸಿದ ಸೂಚನೆ,સંશોધિત સૂચના
ಪರಿವರ್ತಕ,સુધારક
ಮಾರ್ಪಡಿಸುವ ಬಿಟ್,મોડિફાયર બીટ
ಮಾರ್ಪಾಡು,ફેરફાર
ಮಾಡ್ಯುಲರ್,મોડ્યુલર
"1. ಮಾಡ್ಯುಲಾರಿಟಿ, 2. ಮಾಡ್ಯುಲಾರಿಟಿ","1.અખંડિતતા, 2.મોડ્યુલારિટી"
ಸಮನ್ವಯತೆ,મોડ્યુલેશન
ಘಟಕ,મોડ્યુલ
ಮಾಡ್ಯುಲರ್ ರಚನೆ,મોડ્યુલર માળખું
ಮಾನಿಟರ್,મોનીટર
"1. ಮಾನಿಟರ್ ಪ್ರೋಗ್ರಾಂ, 2. ಮಾನಿಟರ್ ಪ್ರೋಗ್ರಾಂ","1.મોનિટર પ્રોગ્રામ, 2.મોનિટર પ્રોગ્રામ"
ಏಕವರ್ಣದ ಪ್ರದರ್ಶನ,મોનોક્રોમેટિક ડિસ્પ્લે
ಏಕಶಿಲೆಯ ಇಂಟಿಗ್ರೇಟೆಡ್ ಸರ್ಕ್ಯೂಟ್,મોનોલિથિક ઇન્ટિગ્રેટેડ સર્કિટ
ಏಕಶಿಲೆಯ ತಂತ್ರಜ್ಞಾನ,મોનોલિથિક ટેકનોલોજી
ಒಂದೇ ಸ್ಪೇಸ್ ಫಾಂಟ್,સિંગલ સ્પેસ ફોન્ટ
ಒಂದು ಸ್ಥಾನಿಕ,એક સ્થાનીય
ಏಕತಾನತೆ,એકવિધતા
"1. ಆಕಾರ, 2. ರೂಪ","1. આકાર, 2. સ્વરૂપ"
ರೂಪ,ફોર્મ
ಆಕಾರ,આકાર
"1. ಅಡಮಾನ, 2. ಅಡಮಾನ, ಅಡಮಾನ","1. ગીરો, 2. ગીરો, ગીરો"
MOSFET (MOSFET),MOSFET (MOSFET)
"1. ಅತ್ಯಧಿಕ ಎರಡು ಅಂಕೆಗಳು, 2. ಅತ್ಯಧಿಕ ಬಿಟ್","1. સૌથી વધુ બે અંકો, 2. સૌથી વધુ બીટ"
ಮದರ್ ಬೋರ್ಡ್,મધર બોર્ડ
ತಾಯಿ ನೋಂದಣಿ,માતા રજીસ્ટર
ಚಲನಚಿತ್ರಗಳು,મૂવીઝ
ಚಲನಚಿತ್ರ ತಜ್ಞರ ಗುಂಪು (MPEG),ફિલ્મ એક્સપર્ટ ગ્રુપ (MPEG)
ಆರೋಹಣ,માઉન્ટ
"1.ಮೌಸ್, 2.ಮೌಸ್","1.ઉંદર, 2.ઉંદર"
"1. ಚಲಿಸಬಲ್ಲ, 2. ಸ್ಥಳಾಂತರ","1.જંગમ, 2.વિસ્થાપન"
ಚಲಿಸುವ ಚಿಹ್ನೆ,ફરતા પ્રતીક
MS-DOS,MS-DOS
MS-Windows,એમએસ-વિન્ડોઝ
ಬಹು ದೃಷ್ಟಿಕೋನ,બહુવિધ અભિગમ
ಬಹು ಪ್ರೊಸೆಸರ್,મલ્ટી પ્રોસેસર
"1.ಮಲ್ಟಿಪ್ರೋಗ್ರಾಮಿಂಗ್, 2.ಮಲ್ಟಿಪ್ರೋಗ್ರಾಮಿಂಗ್","1.મલ્ટિપ્રોગ્રામિંગ, 2.મલ્ટિપ્રોગ્રામિંગ"
ಬಹುಕಾರ್ಯಕ,મલ્ટીટાસ્કીંગ
ಬಾಹುಬಸ್,બાહુબસ
ಪ್ರಸಾರ,પ્રસારણ
ಬಹುರೂಪಿ ವಿಳಾಸ,પોલીમોર્ફિક સરનામું
ಪ್ರಸಾರ,પ્રસારણ
ಮಲ್ಟಿಚಿಪ್,મલ્ટીચીપ
ಮಲ್ಟಿಕ್ಸ್,મલ્ટિક્સ
ಬಹುಕಾರ್ಯಕ ಕಾರ್ಯಾಚರಣೆ,મલ્ટીટાસ્કીંગ કામગીરી
"1.ಮಲ್ಟಿಲೆವೆಲ್ ಮೆಮೊರಿ, 2. ಬಹು ಹಂತದ ಸ್ಮರಣೆ","1.મલ્ટિલેવલ મેમરી, 2. બહુસ્તરીય મેમરી"
"1.ಮಲ್ಟಿಮೀಡಿಯಾ ಟೆಕ್ನಾಲಜಿ, 2.ಮಲ್ಟಿಮೀಡಿಯಾ ಟೆಕ್ನಾಲಜಿ","1.મલ્ટીમીડિયા ટેકનોલોજી, 2.મલ્ટીમીડિયા ટેકનોલોજી"
ಬಹುತ್ವ,બહુવિધતા
ಬಹು,બહુવિધ
"1.ನಿಖರತೆ, 2.ಮಲ್ಟಿ ಜಾಮೀನು","1.ચોકસાઇ, 2.મલ્ટી જામીન"
ಬಹು ಹಿಂಜರಿತ,બહુવિધ રીગ્રેસન
"1.ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್, 2.ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್","1.મલ્ટીપ્લેક્સ, 2.મલ્ટીપ્લેક્સ"
ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್ ಮೋಡ್,મલ્ટિપ્લેક્સ મોડ
ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್,મલ્ટિપ્લેક્સર
"1. ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್, 2. ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್","1. મલ્ટિપ્લેક્સિંગ, 2. મલ્ટિપ્લેક્સિંગ"
ಮಲ್ಟಿಪಾಯಿಂಟ್ ನೆಟ್ವರ್ಕ್,મલ્ટિપોઇન્ટ નેટવર્ક
ಬಹು ಸಂಸ್ಕರಣೆ,બહુવિધ પ્રક્રિયા
ಮಲ್ಟಿಪ್ರೊಸೆಸರ್ ಸಿಸ್ಟಮ್,મલ્ટિપ્રોસેસર સિસ્ટમ
ವಿವಿಧೋದ್ದೇಶ ಇಂಟರ್ನೆಟ್ ಮೇಲ್ ವಿಸ್ತರಣೆ (MIME),બહુહેતુક ઈન્ટરનેટ મેઈલ એક્સ્ટેંશન (MIME)
ನಿಯೋಜನೆ,પ્લેસમેન્ટ
ಬಹುಕೇಂದ್ರ,બહુકેન્દ્ર
ಮಲ್ಟಿಥ್ರೆಡಿಂಗ್,મલ્ટિથ્રેડીંગ
ಬಹುಪದೀಯ ತಾರ್ಕಿಕ,બહુપદી તર્ક
ಬಹುವಿಧದ ವಿಶ್ಲೇಷಣೆ,બહુવિધ વિશ્લેષણ
ಮಲ್ಟಿವೈಬ್ರೇಟರ್,મલ્ટિવાઇબ્રેટર
"1.ಪರಸ್ಪರ ಬಹಿಷ್ಕಾರ, 2.ಪರಸ್ಪರ ಬಹಿಷ್ಕಾರ","1.પરસ્પર બાકાત, 2.પરસ્પર બાકાત"
ಪರಸ್ಪರ ಮಾಹಿತಿ,પરસ્પર માહિતી
"1. ಅನನುಭವಿ, 2. ಅರ್ಥಗರ್ಭಿತ ಬಳಕೆದಾರ","1. શિખાઉ, 2. સાહજિક વપરાશકર્તા"
"1.ಹೆಸರು ಸರ್ವರ್, 2.ಹೆಸರು ಸರ್ವರ್","1.નામ સર્વર, 2.નામ સર્વર"
ನಂದ ಕಾರ್ಯಾಚರಣೆ,નંદ ઓપરેશન
ನ್ಯಾನೋ,નેનો
ಕಿರಿದಾದ ಬ್ಯಾಂಡ್ ಕಿರಿದಾದ ಬ್ಯಾಂಡ್,"સાંકડી બેન્ડ, સાંકડી બેન્ડ"
ರಾಷ್ಟ್ರೀಯ ಮಾಹಿತಿ ಮೂಲಸೌಕರ್ಯ,રાષ્ટ્રીય માહિતી ઇન્ફ્રાસ્ટ્રક્ચર
ರಾಷ್ಟ್ರೀಯ ಮಾಹಿತಿ ಗುಣಮಟ್ಟ ಸಂಸ್ಥೆ (AND NISO),નેશનલ ઇન્ફોર્મેશન સ્ટાન્ડર્ડ ઓર્ગેનાઇઝેશન (અને NISO)
ನೈಸರ್ಗಿಕ ಕೋಡ್,કુદરતી કોડ
"1.ಪ್ರಾಕೃತ ಇಂಟರ್ಪ್ರಿಟರ್, 2.ಪ್ರಾಕೃತ ಪ್ರೋಗ್ರಾಮರ್, 3.ಪ್ರಾಕೃತ ಶಾಲೆ","1.પ્રાકૃત દુભાષિયા, 2.પ્રાકૃત પ્રોગ્રામર, 3.પ્રાકૃત શાળા"
ಪ್ರಾಕೃತ ತಂತ್ರಾಂಶ,પ્રાકૃત સોફ્ટવેર
ನೈಸರ್ಗಿಕ ಕಂಪೈಲರ್,કુદરતી કમ્પાઇલર
ನೈಸರ್ಗಿಕ ಭಾಷಾ ಸಂಸ್ಕರಣೆ,કુદરતી ભાષા પ્રક્રિયા
ನೈಸರ್ಗಿಕ ಭಾಷೆಯ ಪ್ರಶ್ನೆ,કુદરતી ભાષા ક્વેરી
"1.ನೈಸರ್ಗಿಕ ಸಂಖ್ಯೆ, 2.ಪ್ಲಸ್ ಪೂರ್ಣಾಂಕ","1.કુદરતી સંખ્યા, 2.વત્તા પૂર્ણાંક"
ಕಾರ್ಯಾಚರಣೆ,ઓપરેશન
ನಿರ್ದೇಶಕ,દિગ્દર્શક
ವಿಲೋಮ ತರ್ಕ,વ્યસ્ત તર્ક
"1. ಅಗತ್ಯವಿರುವ ಲೂಪ್, 2. ಲೂಪ್ ಅನ್ನು ನಮೂದಿಸಿ","1. જરૂરી લૂપ, 2. લૂપ દાખલ કરો"
"1. ನೆಸ್ಟೆಡ್ ಮ್ಯಾಕ್ರೋ, 2. ನೆಸ್ಟೆಡ್ ಮ್ಯಾಕ್ರೋ","1. નેસ્ટેડ મેક્રો, 2. નેસ્ટેડ મેક્રો"
"ನಿವ್ವಳ, ನಿವ್ವಳ","ચોખ્ખી, ચોખ્ખી"
"1.ನೆಟ್ ವಿಳಾಸ, 2.ನೆಟ್ ವಿಳಾಸ","1. નેટ સરનામું, 2. ચોખ્ખું સરનામું"
"1. ನಿವ್ವಳ ನಾಗರಿಕ, 2. ನಿವ್ವಳ ನಾಗರಿಕ","1.નેટ સિટિઝન, 2.નેટ સિટિઝન"
ನೆಟ್‌ಸ್ಕೇಪ್ ನ್ಯಾವಿಗೇಟರ್,નેટસ્કેપ નેવિગેટર
ನೆಟ್ವರ್ಕ್ ಪ್ರವೇಶ ನಿಯಂತ್ರಣ,નેટવર્ક ઍક્સેસ નિયંત્રણ
"1.ನೆಟ್‌ವರ್ಕ್ ಆರ್ಕಿಟೆಕ್ಚರ್, 2.ನೆಟ್‌ವರ್ಕ್ ರಚನೆ","1.નેટવર્ક આર્કિટેક્ચર, 2.નેટવર્ક સ્ટ્રક્ચર"
ನೆಟ್‌ವರ್ಕ್ ಫೈಲ್ ಸಿಸ್ಟಮ್ (NFS),નેટવર્ક ફાઇલ સિસ્ટમ (NFS)
"1.ನೆಟ್‌ವರ್ಕ್ ಸಮಗ್ರತೆ, 2.ನೆಟ್‌ವರ್ಕ್ ಸಮಗ್ರತೆ","1.નેટવર્ક અખંડિતતા, 2.નેટવર્ક અખંડિતતા"
ನೆಟ್ವರ್ಕ್ ಇಂಟರ್ಕನೆಕ್ಷನ್,નેટવર્ક ઇન્ટરકનેક્શન
ನೆಟ್ವರ್ಕ್ ಪದರ,નેટવર્ક સ્તર
ನೆಟ್ವರ್ಕ್ ನಿರ್ವಹಣೆ,નેટવર્ક મેનેજમેન્ટ
ನೆಟ್ವರ್ಕ್ ಟೋಪೋಲಜಿ,નેટવર્ક ટોપોલોજી
ನೆಟ್ವರ್ಕ್ ಸ್ಪೆಕ್ ಟರ್ಮಿನಲ್,નેટવર્ક સ્પેક ટર્મિનલ
ತಟಸ್ಥ ರಿಲೇ,તટસ્થ રિલે
ತಟಸ್ಥ ಪ್ರಸರಣ,તટસ્થ ટ્રાન્સમિશન
ಹೊಸ ಸಾಲಿನ ಪಾತ್ರ,નવી રેખા પાત્ર
"1.ನಿಯೋ ಸಿಂಕ್, 2. ಹೊಸ ಸಿಂಕ್","1.નિયો સિંક, 2. નવું સમન્વયન"
"1.NFS, 2.ನೆಟ್‌ವರ್ಕ್ ಫೈಲ್","1.NFS, 2.નેટવર્ક ફાઇલ"
"1.ಕ್ವಾರ್ಟರ್ಬಿಟ್, 2.ಕ್ವಾರ್ಟರ್ಬಿಟ್, 3.ನಿಬೆಲ್","1.ક્વાર્ટરબિટ, 2.ક્વાર્ટરબિટ, 3.નિબેલ"
ಹೊಸ ಪೂರಕ,નવા પૂરક
ನೋಡ್,નોડ
ಶಬ್ದ,અવાજ
ಶಬ್ದ ಮೋಡ್,અવાજ મોડ
ಮೂಕ ಎನ್ಕೋಡಿಂಗ್,મૌન એન્કોડિંગ
ಅಕ್ರಮ,અનિયમિતતા
ವಿತರಕ,વિતરક
ಖಾಲಿ ಸೆಟ್,ખાલી સેટ
ಭಾಗಿಸಬಹುದಾದ,વિભાજ્ય
ಸಂವಾದಾತ್ಮಕವಲ್ಲದ,બિન-અરસપરસ
"1.ಅನಂತ ವ್ಯವಸ್ಥೆ, 2.ಟರ್ಮಿನಲ್ಲೆಸ್ ಸಿಸ್ಟಮ್","1.અનંત સિસ્ટમ, 2.ટર્મિનલ સિસ્ટમ"
"1. ಬಾಷ್ಪಶೀಲವಲ್ಲದ ಸ್ಮರಣೆ, 2. ಬಾಷ್ಪಶೀಲವಲ್ಲದ ಸ್ಮರಣೆ","1. બિન-અસ્થિર મેમરી, 2. બિન-અસ્થિર મેમરી"
ಬಾಷ್ಪಶೀಲವಲ್ಲದ ರಾಮ್,બિન-અસ્થિર રેમ
"1. ಅನ್‌ಲೋಡ್ ಮಾಡಲಾದ ಕೋಡ್, 2. ಅನ್‌ಲೋಡ್ ಮಾಡಲಾದ ಕೋಡ್","1. અનલોડ કોડ, 2. અનલોડ કોડ"
NOP (ಕ್ರಿಯಾತ್ಮಕವಲ್ಲದ) ಸೂಚನೆ,NOP (નોન-ઓપરેશનલ) સૂચના
ನಾರ್,નોર
"1. ಅಥವಾ ಗೇಟ್, 2. ಅಥವಾ ಗೇಟ್","1.ન ગેટ, 2.ન ગેટ"
"1.ಸಾಮಾನ್ಯ, 2.ಸರಳ","1.સામાન્ય, 2.સરળ"
ಸಾಮಾನ್ಯೀಕರಣ,નોર્મલાઇઝેશન
ಸಾಮಾನ್ಯೀಕರಣಕಾರಕ,નોર્મલાઇઝર
ನಾರ್ ಕಾರ್ಯಾಚರಣೆ,નોર ઓપરેશન
ಅಲ್ಲ,નથી
ಸರ್ಕ್ಯೂಟ್ ಅಲ್ಲ,સર્કિટ નથી
ಸಮಾನತೆಯ ಗೇಟ್ ಅಲ್ಲ,સમકક્ષ દ્વાર નથી
"1. ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ, 2. ಪೂರಕ ಕಾರ್ಯಾಚರಣೆ","1. ઓપરેશન નહીં, 2. પૂરક કામગીરી"
ಅಂತ್ಯವಲ್ಲ,અંત નથી
ಅಂತ್ಯವಿಲ್ಲದ ಕಾರ್ಯಾಚರಣೆ,બિન-અંત કામગીરી
ಅಲ್ಲ-ಅಥವಾ,નથી-અથવા
ಅಲ್ಲ-ಅಥವಾ ಕಾರ್ಯಾಚರಣೆ,નથી-અથવા ઓપરેશન
n p ಸಂಪೂರ್ಣತೆ,n p પૂર્ણતા
ಖಾಲಿ ಸೂಚಕ,ખાલી જગ્યા સૂચક
ಸಂಖ್ಯಾ ಸಿದ್ಧಾಂತ,સંખ્યા સિદ્ધાંત
ನೈಕ್ವಿಸ್ಟ್ ಮಾನದಂಡ,nyquist માપદંડ
"1. ವಸ್ತು, 2. ಉದ್ದೇಶ, 3. ಗುರಿ","1. ઑબ્જેક્ટ, 2. ઉદ્દેશ્ય, 3. ધ્યેય"
ಗುರಿ ಕೇಂದ್ರಿತ,લક્ષ્યાત્મક
"1.ಆಕ್ಟಲ್ ಕೋಡ್, 2.ಆಕ್ಟಲ್ ಕೋಡ್","1.ઓક્ટલ કોડ, 2.ઓક્ટલ કોડ"
ಅಷ್ಟಮ ಸಂಖ್ಯೆ,અષ્ટાંક સંખ્યા
ಆಕ್ಟೆಟ್,ઓક્ટેટ
ಆಕ್ಟೇರ್,ઓકટ્રી
ಬೆಸ ಸಮಾನತೆ,વિચિત્ર સમાનતા
ಕಚೇರಿ ಯಾಂತ್ರೀಕೃತಗೊಂಡ,ઓફિસ ઓટોમેશન
ಕಚೇರಿ ತಂತ್ರಾಂಶ,ઓફિસ સોફ્ટવેર
"1.ಆಫ್-ಲೈನ್, 2.ಆಫ್-ಲೈನ್","1.ઓફ-લાઇન, 2.ઓફ-લાઇન"
"1. ಆಫ್‌ಲೈನ್ ಪ್ರಕ್ರಿಯೆ, 2. ಆಫ್‌ಲೈನ್ ಪ್ರಕ್ರಿಯೆ","1. ઑફલાઇન પ્રોસેસિંગ, 2. ઑફલાઇન પ્રોસેસિંગ"
"1.ಆಫ್ಸೆಟ್, 2.ಅಂತ್ಯ-ಲಂಬ","1.ઓફસેટ, 2.અંત-કાટખૂણે"
ಒಮೆಗಾ ಸಂಕೇತ,ઓમેગા નોટેશન
ಆನ್ಲೈನ್ ಸಂವಹನ,ઑનલાઇન સંચાર
"1.ಆನ್-ಲೈನ್ ಪ್ರಕ್ರಿಯೆ, 2. ಏಕಕಾಲಿಕ ಸಂಸ್ಕರಣೆ","1.ઓન-લાઇન પ્રોસેસિંગ, 2. એક સાથે પ્રક્રિયા"
ಕಾರ್ಯಾಚರಣೆಯ ನೋಂದಣಿ,ઓપરેશન રજીસ્ટર
ಮುಕ್ತ ಪ್ರವೇಶ,ઓપન એક્સેસ
ಬಹಿರಂಗ ವ್ಯವಸ್ಥೆಯ ಅಂತರ್ಸಂಪರ್ಕ,ખુલ્લી સિસ્ટમ ઇન્ટરકનેક્શન
"1. ಬೆತ್ತಲೆ ತಂತಿ, 2. ತೆರೆದ ತಂತಿ","1. નગ્ન તાર, 2. ખુલ્લા તાર"
ಒಪೆರಾಂಡ್,ઓપરેન્ડ
ಲಾಜಿಸ್ಟಿಕ್ಸ್,લોજિસ્ટિક્સ
"1. ಕಾರ್ಯಾಚರಣೆಗಳು, 2. ಕಾರ್ಯಾಚರಣೆಗಳು","1.ઓપરેશન્સ, 2.ઓપરેશન્સ"
"1. ಆಪರೇಟರ್, 2. ಆಪರೇಟರ್, 3. ಆಪರೇಟರ್","1. ઓપરેટર, 2. ઓપરેટર, 3. ઓપરેટર"
ಆಪ್ಟಿಕಲ್ ಅಕ್ಷರ ಗುರುತಿಸುವಿಕೆ,ઓપ્ટિકલ કેરેક્ટર રેકગ્નિશન
"1. ಆಪ್ಟಿಕಲ್ ಫೈಬರ್, 2. ಆಪ್ಟಿಕಲ್ ಫೈಬರ್","1. ઓપ્ટિકલ ફાઈબર, 2. ઓપ્ટિકલ ફાઈબર"
ಆಪ್ಟಿಕಲ್ ಫಾಂಟ್ಗಳು,ઓપ્ટિકલ ફોન્ટ્સ
ಆಪ್ಟಿಕಲ್ ಮಾರ್ಕ್ ರೆಕಗ್ನಿಷನ್ (OMR),ઓપ્ટિકલ માર્ક રેકગ્નિશન (OMR)
"1. ಆಪ್ಟಿಕಲ್ ಮೆಮೊರಿ, 2. ಆಪ್ಟಿಕಲ್ ಮೆಮೊರಿ","1. ઓપ્ટિકલ મેમરી, 2. ઓપ્ટિકલ મેમરી"
ಆಪ್ಟಿಕಲ್ ರೀಡರ್,ઓપ્ટિકલ રીડર
"1. ಆಪ್ಟಿಕಲ್ ಸ್ಕ್ಯಾನಿಂಗ್, 2. ಆಪ್ಟಿಕಲ್ ಸ್ಕ್ಯಾನಿಂಗ್","1. ઓપ્ટિકલ સ્કેનિંગ, 2. ઓપ્ટિકલ સ્કેનિંગ"
"1.ಐಚ್ಛಿಕ, 2.ಐಚ್ಛಿಕ","1.વૈકલ્પિક, 2.વૈકલ્પિક"
ಆಪ್ಟಿಮೈಸೇಶನ್,ઑપ્ટિમાઇઝેશન
ಆಪ್ಟಿಕಲ್ ಸಂಯೋಜಕ,ઓપ્ટિકલ કપ્લર
ಆಪ್ಟೊಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,ઓપ્ટોઈલેક્ટ્રોનિક્સ
"1. ಆಪ್ಟಿಕಲ್ ಐಸೊಲೇಟರ್, 2. ಆಪ್ಟಿಕಲ್ ಐಸೊಲೇಟರ್","1. ઓપ્ટિકલ આઇસોલેટર, 2. ઓપ્ટિકલ આઇસોલેટર"
