Tamil,Hindi
பிரதிபலித்த வட்டு,दिस्क्प्रतिबिंबित डिस्क
"1. கண்ணாடிப் புள்ளி, 2. நகல், 3. கண்ணாடி நகல்","1.दर्पण स्थली, 2.छाया प्रति, 3.दर्पण प्रति"
கலப்பு ரேடிக்ஸ் குறியீடு,मिश्रित मूलांक अंकन
கலவை,मिश्रक
நினைவாற்றல்,स्मरक
நினைவு முகவரி,स्मरक पता
மறக்கமுடியாது,स्मरणोकारी
"1.மொபைல், 2. அசையும்","1.मोबाइल, 2.चल"
"1. மொபைல் கம்ப்யூட்டிங், 2. மொபைல் கம்ப்யூட்டிங்","1.मोबाइल कंप्यूटन, 2.चल अभिकलन"
"1.மாதிரி, 2.மாதிரி","1.मॉडल, 2.निदर्श"
முறையற்ற ஆசிரியர்,विधारहित संपादक
"1. மாடலிங், 2. மாடலிங்","1.निदर्शन, 2.मॉडलन"
மோடம்,मॉडेम
"1.எளிய சராசரி, 2.இயல்பு, 3.சராசரி","1.साधारण माध्य, 2.सामान्य, 3.मध्यम"
விமந்தன்,विमंदन
மதிப்பீட்டாளர்,विमंदक
மாற்றியமைக்கப்பட்ட அறிவுறுத்தல்,आपरिवर्तित अनुदेश
மாற்றியமைப்பவர்,आपरिवर्तक
மாற்றி பிட்,आपरिवर्तक बिट
மாற்றம்,आपरिवर्तन
மட்டு,मॉड्यूलर
"1.ஒருமைப்பாடு, 2.மட்டுத்தன்மை","1.अनुखंडीयता, 2.प्रतिरूपकता"
பண்பேற்றம்,माड्यूलन
தொகுதி,माड्यूल
மட்டு அமைப்பு,अनुखंडीय संरचना
கண்காணிக்கவும்,मॉनिटर
"1.கண்காணிப்பு திட்டம், 2.கண்காணிப்பு திட்டம்","1.मॉनिटरन प्रोग्राम, 2.मानटीरन क्रमादेश"
ஒரே வண்ணமுடைய காட்சி,एकवर्णी प्रदर्श
ஒற்றைக்கல் ஒருங்கிணைந்த சுற்று,अखंड एकीकृत परिपथ
ஒற்றைக்கல் தொழில்நுட்பம்,एकाश्म प्रौद्योगिकी
ஒற்றை இடைவெளி எழுத்துரு,एकल स्थल फॉन्ट
ஒரு நிலை,एक स्थितिक
சலிப்பூட்டும்,एकदिष्टता
"1. வடிவம், 2. வடிவம்","1.आकार, 2.रूप"
வடிவம்,रुपिम
வடிவம்,आकारिता
"1. அடமானம், 2. அடமானம், அடமானம்","1.गिरवी, 2.बंधक, रेहन"
MOSFET (MOSFET),मौसफेट (एम ओ एस एफ ई टी)
"1. அதிக இரண்டு இலக்கங்கள், 2. அதிக பிட்","1.सार्थकतम द्विअंक, 2.सार्थकतम बिट"
தாய் பலகை,मदर बोर्ड
அம்மா பதிவு,मदर पंजी
திரைப்படங்கள்,चलचित्र
திரைப்பட நிபுணர் குழு (MPEG),चलचित्र विशेषज्ञ समूह (एम पी ई जी)
ஏற்ற,आरोह
"1.சுட்டி, 2.சுட்டி","1.मूषक, 2.माउस"
"1.அசையும், 2.இடமாற்றம்","1.चल, 2.विस्थापन"
நகரும் சின்னம்,चल संप्रतीक
