Kannada,Punjabi
ಮ್ಯಾಕ್ರೋ ಆಜ್ಞೆ,ਮੈਕਰੋ ਕਮਾਂਡ
ಮ್ಯಾಕ್ರೋ ಘೋಷಣೆ,ਮੈਕਰੋ ਘੋਸ਼ਣਾ
ಮ್ಯಾಕ್ರೋ ವ್ಯಾಖ್ಯಾನ,ਮੈਕਰੋ ਪਰਿਭਾਸ਼ਾ
ಮ್ಯಾಕ್ರೋ ಫ್ಲೋ ಚಾರ್ಟ್,ਮੈਕਰੋ ਫਲੋ ਚਾਰਟ
ಮ್ಯಾಕ್ರೋ ಜನರೇಟರ್,ਮੈਕਰੋ ਜਨਰੇਟਰ
ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ,ਮੈਕਰੋ ਹਦਾਇਤ
ಸ್ಥೂಲ ಭಾಷೆ,ਕੁੱਲ ਭਾਸ਼ਾ
ಮ್ಯಾಕ್ರೋ ಲೈಬ್ರರಿ,ਮੈਕਰੋ ਲਾਇਬ੍ਰੇਰੀ
ಮ್ಯಾಕ್ರೋ ಪ್ಯಾರಾಮೀಟರ್,ਮੈਕਰੋ ਪੈਰਾਮੀਟਰ
ಮ್ಯಾಕ್ರೋ ಸಂಸ್ಕರಣೆ,ਮੈਕਰੋ ਪ੍ਰੋਸੈਸਿੰਗ
"1.ಮ್ಯಾಕ್ರೋ ಪ್ರೊಸೆಸರ್, 2. ಮ್ಯಾಕ್ರೋಪ್ರೊಸೆಸರ್","1.ਮੈਕਰੋ ਪ੍ਰੋਸੈਸਰ, 2. ਮੈਕਰੋਪ੍ਰੋਸੈਸਰ"
ಮ್ಯಾಕ್ರೋ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ਮੈਕਰੋ ਪ੍ਰੋਗਰਾਮਿੰਗ
ಒಟ್ಟು ಮೂಲಮಾದರಿ,ਕੁੱਲ ਪ੍ਰੋਟੋਟਾਈਪ
"1.ಮ್ಯಾಕ್ರೋ ಎನ್ಕೋಡಿಂಗ್, 2.ಮ್ಯಾಕ್ರೋ ಕೋಡಿಂಗ್","1.ਮੈਕਰੋ ਏਨਕੋਡਿੰਗ, 2.ਮੈਕਰੋ ਕੋਡਿੰਗ"
ಮೆಗಾಬೈಟ್ (MB),ਮੈਗਾਬਾਈਟ (MB)
ಮ್ಯಾಜಿಕ್ ಚಿಹ್ನೆ,ਜਾਦੂ ਦਾ ਪ੍ਰਤੀਕ
ಮ್ಯಾಜಿಕ್ ಸಂಖ್ಯೆ,ਮੈਜਿਕ ਨੰਬਰ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಬಬಲ್ ಮೆಮೊರಿ,ਚੁੰਬਕੀ ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕಾರ್ಡ್,ਚੁੰਬਕੀ ਕਾਰਡ
"1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಸೆಲ್, 2.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಸೆಲ್","1.ਮੈਗਨੈਟਿਕ ਸੈੱਲ, 2.ਮੈਗਨੈਟਿਕ ਸੈੱਲ"
ಕಾಂತೀಯ ಚಿಹ್ನೆ,ਚੁੰਬਕੀ ਪ੍ਰਤੀਕ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋರ್ ಸಂಗ್ರಹಣೆ,ਚੁੰਬਕੀ ਕੋਰ ਸਟੋਰੇਜ਼
"1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್, 2. ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್","1.ਮੈਗਨੈਟਿਕ ਡਿਸਕ, 2. ਚੁੰਬਕੀ ਡਿਸਕ"
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ವಿಳಾಸ,ਚੁੰਬਕੀ ਡਿਸਕ ਪਤਾ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ಮೆಮೊರಿ,ਚੁੰਬਕੀ ਡਿਸਕ ਮੈਮੋਰੀ
ಕಾಂತೀಯ ಡ್ರಮ್,ਚੁੰਬਕੀ ਡਰੱਮ
"1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಎನ್ಕೋಡಿಂಗ್, 2.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋಡಿಂಗ್, 3.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋಡಿಂಗ್","1.ਮੈਗਨੈਟਿਕ ਏਨਕੋਡਿੰਗ, 2.ਮੈਗਨੈਟਿਕ ਕੋਡਿੰਗ, 3.ਮੈਗਨੈਟਿਕ ਕੋਡਿੰਗ"
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟಾಪ್,ਚੁੰਬਕੀ ਸਿਖਰ
ಕಾಂತೀಯ ಶಾಯಿ,ਚੁੰਬਕੀ ਸਿਆਹੀ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಇಂಕ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೆಕಗ್ನಿಷನ್ (MICR),ਚੁੰਬਕੀ ਸਿਆਹੀ ਅੱਖਰ ਪਛਾਣ (MICR)
ಕಾಂತೀಯ ಮಾಧ್ಯಮ,ਚੁੰਬਕੀ ਮਾਧਿਅਮ
ಕಾಂತೀಯ ಓದುವಿಕೆ,ਚੁੰਬਕੀ ਰੀਡਿੰਗ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ರೆಕಾರ್ಡಿಂಗ್,ਚੁੰਬਕੀ ਰਿਕਾਰਡਿੰਗ
ಕಾಂತೀಯ ಸಂಗ್ರಹ,ਚੁੰਬਕੀ ਸਟੋਰੇਜ਼
ಕಾಂತೀಯ ಪಟ್ಟಿ,ਚੁੰਬਕੀ ਪੱਟੀ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್,ਚੁੰਬਕੀ ਟੇਪ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಕಾರ್ಟ್ರಿಡ್ಜ್,ਚੁੰਬਕੀ ਟੇਪ ਕਾਰਤੂਸ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಡ್ರೈವ್,ਚੁੰਬਕੀ ਟੇਪ ਡਰਾਈਵ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಪೂರ್ವಗಾಮಿ,ਚੁੰਬਕੀ ਟੇਪ ਪੂਰਵਗਾਮੀ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಲೈಬ್ರರಿಯನ್,ਚੁੰਬਕੀ ਟੇਪ ਲਾਇਬ੍ਰੇਰੀਅਨ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಪ್ರವೇಶ,ਚੁੰਬਕੀ ਟੇਪ ਪਹੁੰਚ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಘಟಕ,ਚੁੰਬਕੀ ਟੇਪ ਯੂਨਿਟ
"1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಥಿನ್ ಲೇಯರ್, 2.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಥಿನ್ ಫಿಲ್ಮ್","1.ਮੈਗਨੈਟਿਕ ਪਤਲੀ ਪਰਤ, 2.ਮੈਗਨੈਟਿਕ ਪਤਲੀ ਫਿਲਮ"
ಕಾಂತೀಯ ಮಾರ್ಗ,ਚੁੰਬਕੀ ਮਾਰਗ
ಕಾಂತೀಯ ಆಪ್ಟಿಕಲ್ ಸಂಗ್ರಹಣೆ,ਚੁੰਬਕੀ ਆਪਟੀਕਲ ਸਟੋਰੇਜ਼
"1.ಮ್ಯಾಗ್ನೆಟ್ ಪ್ರಿಂಟರ್, 2.ಮ್ಯಾಗ್ನೆಟ್ ಪ್ರಿಂಟರ್","1.ਮੈਗਨੇਟ ਪ੍ਰਿੰਟਰ, 2.ਮੈਗਨੇਟ ਪ੍ਰਿੰਟਰ"
ಕಾಂತೀಯ ಅಸ್ಪಷ್ಟತೆ,ਚੁੰਬਕੀ ਵਿਗਾੜ
ಕಾಂತೀಯವಾಗಿ ವಿರೂಪಗೊಳಿಸಬಹುದಾದ ಟ್ಯಾಬ್ಲೆಟ್,ਚੁੰਬਕੀ ਤੌਰ &#39;ਤੇ ਖਰਾਬ ਹੋਣ ਵਾਲੀ ਟੈਬਲੇਟ
"1. ಮೇಲ್ ಬಾಕ್ಸ್, 2. ಮೇಲ್ ಬಾಕ್ಸ್","1. ਮੇਲ ਬਾਕਸ, 2. ਮੇਲ ਬਾਕਸ"
ಮೇಲ್ ವಿಲೀನ,ਮੇਲ ਅਭੇਦ
"1. ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ, 2. ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ","1. ਚੀਫ਼ ਕੰਟਰੋਲ ਯੂਨਿਟ, 2. ਚੀਫ਼ ਕੰਟਰੋਲ ਯੂਨਿਟ"
ಮುಖ್ಯ ಚೌಕಟ್ಟು,ਮੁੱਖ ਫਰੇਮ
"1.ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ವ್ಯವಸ್ಥೆ, 2.ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ","1. ਮੁੱਖ ਫਰੇਮ ਸਿਸਟਮ, 2. ਮੁੱਖ ਫਰੇਮ ਵਿਧੀ"
"1.ಮುಖ್ಯ ಸ್ಮರಣೆ, 2.ಮುಖ್ಯ ಸ್ಮರಣೆ","1. ਮੁੱਖ ਮੈਮੋਰੀ, 2. ਮੁੱਖ ਮੈਮੋਰੀ"
"1.ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ, 2.ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ","1.ਮੁੱਖ ਪ੍ਰੋਗਰਾਮ, 2.ਮੁੱਖ ਪ੍ਰੋਗਰਾਮ"
ಮುಖ್ಯ ಸಂಗ್ರಹಣೆ,ਮੁੱਖ ਸਟੋਰੇਜ਼
"1.ಮುಖ್ಯ ಸ್ವಿಚ್, 2.ಮುಖ್ಯ ಸ್ವಿಚ್","1. ਮੁੱਖ ਸਵਿੱਚ, 2. ਮੁੱਖ ਸਵਿੱਚ"
"1.ನಿರ್ವಹಣೆ, 2.ನಿರ್ವಹಣೆ","1. ਮੇਨਟੇਨੈਂਸ, 2. ਮੇਨਟੇਨੈਂਸ"
ನಿರ್ವಹಣೆ ಫಲಕ,ਰੱਖ-ਰਖਾਅ ਪੈਨਲ
ನಿರ್ವಹಣೆ ಸಮಯ,ਰੱਖ-ਰਖਾਅ ਦਾ ਸਮਾਂ
ದೊಡ್ಡ ವೃತ್ತ,ਵੱਡਾ ਚੱਕਰ
ಪ್ರಮುಖ ಸಾಧನ,ਕੁੰਜੀ ਜੰਤਰ
ಮುಖ್ಯ ಕೀ,ਮੁੱਖ ਕੁੰਜੀ
ಮುಖ್ಯ ಹಂತ,ਮੁੱਖ ਪੜਾਅ
ಮುಖ್ಯ ರಚನೆ,ਮੁੱਖ ਬਣਤਰ
ಮುಖ್ಯ ಕೆಲಸ,ਮੁੱਖ ਕੰਮ
ಬಹುಪಾಲು ಘಟಕ,ਬਹੁਗਿਣਤੀ ਭਾਗ
ಬಹುಪಾಲು ಗೇಟ್,ਬਹੁਗਿਣਤੀ ਗੇਟ
ಬಹುಪಾಲು ಕಾರ್ಯಾಚರಣೆ,ਬਹੁਮਤ ਕਾਰਵਾਈ
ಮರುಪಾವತಿ ಅವಧಿ,ਅਦਾਇਗੀ ਦੀ ਮਿਆਦ
ತಪ್ಪಾದ ಕಾರ್ಯಾಚರಣೆಯ ದಿನಚರಿ,ਗਲਤ ਕੰਮ ਕਰਨ ਦੀ ਰੁਟੀਨ
ನಿರ್ವಹಣೆ ಅಭಿವೃದ್ಧಿ,ਪ੍ਰਬੰਧਨ ਵਿਕਾਸ
ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ (MIS),ਪ੍ਰਬੰਧਨ ਸੂਚਨਾ ਪ੍ਰਣਾਲੀ (MIS)
ನಿರ್ವಹಣಾ ವಿಜ್ಞಾನ,ਪ੍ਰਬੰਧਨ ਵਿਗਿਆਨ
ಮ್ಯಾಂಚೆಸ್ಟರ್ ಎನ್ಕೋಡಿಂಗ್,ਮਾਨਚੈਸਟਰ ਇੰਕੋਡਿੰਗ
ಗುಣಾಕಾರ,ਗੁਣਾ
ಅಂದಾಜು ವೇರಿಯಬಲ್,ਅਨੁਮਾਨਿਤ ਵੇਰੀਏਬਲ
ಊಹೆಯ ಸೂಚ್ಯಂಕ,ਅਨੁਮਾਨਿਤ ਸੂਚਕਾਂਕ
ಮಾನವ ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್,ਮਨੁੱਖੀ ਮਸ਼ੀਨ ਸਿਮੂਲੇਸ਼ਨ
ಹಸ್ತಚಾಲಿತ ವಿಳಾಸ ಸ್ವಿಚ್,ਦਸਤੀ ਪਤਾ ਸਵਿੱਚ
ಹಸ್ತಚಾಲಿತ ವಿಶ್ಲೇಷಣೆ,ਦਸਤੀ ਵਿਸ਼ਲੇਸ਼ਣ
ಹಸ್ತಚಾಲಿತ ಕರೆ,ਦਸਤੀ ਕਾਲ
ಹಸ್ತಚಾಲಿತ ಪ್ರವೇಶ,ਦਸਤੀ ਇੰਦਰਾਜ਼
"1.ಹಸ್ತಚಾಲಿತ ಕೇಂದ್ರ, 2.ಹಸ್ತಚಾಲಿತ ಕೇಂದ್ರ","1.ਮੈਨੁਅਲ ਸੈਂਟਰ, 2.ਮੈਨੁਅਲ ਸੈਂਟਰ"
"1. ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್, 2. ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್","1. ਮੈਨੁਅਲ ਇੰਪੁੱਟ, 2. ਮੈਨੂਅਲ ਇਨਪੁਟ"
ಹಸ್ತಚಾಲಿತ ಕಾರ್ಯಾಚರಣೆ,ਦਸਤੀ ਕਾਰਵਾਈ
ಹಲವು-ಹಲವು ಸಂಬಂಧ,ਕਈ-ਤੋਂ-ਕਈ ਰਿਸ਼ਤੇ
ಬಹು-ಡಿಕೋಡರ್,ਮਲਟੀ-ਡੀਕੋਡਰ
ನಕ್ಷೆ ವಿಧಾನ,ਨਕਸ਼ਾ ਵਿਧੀ
ಮ್ಯಾಪಿಂಗ್,ਮੈਪਿੰਗ
ಅಂಚು,ਹਾਸ਼ੀਏ
ಕನಿಷ್ಠ ದೋಷ,ਮਾਮੂਲੀ ਗਲਤੀ
ಕನಿಷ್ಠ ವಿಚಾರಣೆ,ਮਾਮੂਲੀ ਪੁੱਛਗਿੱਛ
ಕನಿಷ್ಠ ಪರೀಕ್ಷೆ,ਮਾਮੂਲੀ ਟੈਸਟ
ಚಿಹ್ನೆ ಪತ್ತೆ,ਪ੍ਰਤੀਕ ਖੋਜ
ಸೈನ್ ಓದುವಿಕೆ,ਸਾਈਨ ਰੀਡਿੰਗ
ಚಿಹ್ನೆ ಸ್ಕ್ಯಾನಿಂಗ್,ਪ੍ਰਤੀਕ ਸਕੈਨਿੰਗ
ಸಂಕೇತ ಅರ್ಥ,ਸੰਕੇਤ ਭਾਵਨਾ
ಮಾರ್ಕರ್,ਮਾਰਕਰ
ಗುರುತು ಹಾಕುವುದು,ਨਿਸ਼ਾਨਦੇਹੀ
ಮಾರ್ಕರ್ ತರಂಗ,ਮਾਰਕਰ ਲਹਿਰ
ಮಾರ್ಕೊವ್ ಸರಣಿ,markov ਚੇਨ
ಮಾರ್ಕೊವ್ ಮೂಲ,markov ਸਰੋਤ
ಮಾರ್ಕ್ಅಪ್ ಭಾಷೆ,ਮਾਰਕਅੱਪ ਭਾਸ਼ਾ
ಮೇಸರ್,maser
ಮೇಸರ್,maser
"1.ಮುಖವಾಡ, 2.ಮುಸುಕು, 3.ಮುಸುಕು","1. ਮਾਸਕ, 2. ਪਰਦਾ, 3. ਪਰਦਾ"
"1. ಕವರ್ ಬಿಟ್, 2. ಕವರ್ ಬಿಟ್, 3. ಮುಖವಾಡ ಎರಡು ಅಂಕೆಗಳು","1. ਕਵਰ ਬਿੱਟ, 2. ਕਵਰ ਬਿੱਟ, 3. ਦੋਹਰੇ ਅੰਕਾਂ ਨੂੰ ਮਾਸਕ ਕਰੋ"
ಮಾಸ್ಕ್ ಪ್ರೊಗ್ರಾಮೆಬಲ್ ಸಾಧನ,ਮਾਸਕ ਪ੍ਰੋਗਰਾਮੇਬਲ ਡਿਵਾਈਸ
ಕವರ್ ರಿಜಿಸ್ಟರ್,ਕਵਰ ਰਜਿਸਟਰ
"1. ಕವರ್ ರಾಮ್, 2. ಕವರ್ ರಾಮ್","1. ਕਵਰ ਰੋਮ, 2. ਕਵਰ ਰੋਮ"
ಕವರ್,ਕਵਰ
ಬೃಹತ್ ಡೇಟಾ,ਵਿਸ਼ਾਲ ਡਾਟਾ
"1.ಮಾಸ್ ಮೆಮೊರಿ, 2.ಮಾಸ್ ಮೆಮೊರಿ","1. ਮਾਸ ਮੈਮੋਰੀ, 2. ਮਾਸ ਮੈਮੋਰੀ"
ಬೃಹತ್ ಸಮಾನಾಂತರ,ਵੱਡੇ ਪੱਧਰ &#39;ਤੇ ਸਮਾਨਾਂਤਰ
ಮುಖ್ಯಸ್ಥ,ਸਰਦਾਰ
ಮಾಸ್ಟರ್ ಕಾರ್ಡ್,ਮਾਸਟਰ ਕਾਰਡ
"1.ಹೆಡ್ ವಾಚ್, 2. ಕಂಟ್ರೋಲರ್ ವಾಚ್","1.ਹੈੱਡ ਵਾਚ, 2.ਕੰਟਰੋਲਰ ਵਾਚ"
ಮುಖ್ಯ ಕನ್ಸೋಲ್,ਮੁੱਖ ਕੰਸੋਲ
ಪ್ರಧಾನ ಡೇಟಾ,ਪ੍ਰਮੁੱਖ ਡਾਟਾ
ಮಾಸ್ಟರ್ ರೇಖಾಚಿತ್ರ,ਮਾਸਟਰ ਚਿੱਤਰ
ಮಾಸ್ಟರ್ ಫೈಲ್,ਮਾਸਟਰ ਫਾਈਲ
ಪ್ರಮುಖ ಗುಂಪು,ਮੁੱਖ ਗਰੁੱਪ
ಮುಖ್ಯ ಕೀ,ਮਾਸਟਰ ਕੁੰਜੀ
ಮುಖ್ಯ ಗ್ರಂಥಾಲಯದ ಟೇಪ್‌ಗಳು,ਮੁੱਖ ਲਾਇਬ੍ਰੇਰੀ ਟੇਪ
ಪ್ರಧಾನ ಪ್ರೊಸೆಸರ್,ਪ੍ਰਮੁੱਖ ਪ੍ਰੋਸੈਸਰ
ಪ್ರಮುಖ ಕಾರ್ಯಕ್ರಮ,ਫਲੈਗਸ਼ਿਪ ਪ੍ਰੋਗਰਾਮ
ಮುಖ್ಯ ಕೇಂದ್ರ,ਮੁੱਖ ਕੇਂਦਰ
"1.ಮಾಸ್ಟರ್ ಟೇಪ್, 2.ಮಾಸ್ಟರ್ ಟೇಪ್","1.ਮਾਸਟਰ ਟੇਪ, 2.ਮਾਸਟਰ ਟੇਪ"
"1.ಪ್ರಧಾನ ಟರ್ಮಿನಲ್, 2.ಮುಖ್ಯ ಟರ್ಮಿನಲ್","1.ਪ੍ਰਿੰਸੀਪਲ ਟਰਮੀਨਲ, 2.ਮੁੱਖ ਟਰਮੀਨਲ"
ಪ್ರಧಾನ ಅಧೀನ ಸಾಧನ,ਮੁੱਖ ਅਧੀਨ ਜੰਤਰ
ಪ್ರಧಾನ ಅಧೀನ ವ್ಯವಸ್ಥೆ,ਮੁੱਖ ਅਧੀਨ ਸਿਸਟਮ
"1. ಪಂದ್ಯ, 2. ಪಂದ್ಯ, 3. ಭೇಟಿ","1. ਮੈਚ, 2. ਮੈਚ, 3. ਮਿਲੋ"
ಹೊಂದಾಣಿಕೆ,ਮੈਚ
ಗಣಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ਗਣਿਤ ਪ੍ਰੋਗਰਾਮਿੰਗ
ಗಣಿತದ ಸಿಮ್ಯುಲೇಶನ್,ਗਣਿਤਿਕ ਸਿਮੂਲੇਸ਼ਨ
"1.ಮಾತೃಕೆ, 2.ಮಾತೃಕೆ","1.ਮੈਟ੍ਰਿਕਸ, 2.ਮੈਟ੍ਰਿਕਸ"
"1.ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2.ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್","1.ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ, 2.ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ"
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸ್ವಿಚ್,ਮੈਟਰਿਕਸ ਸਵਿੱਚ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಟೇಬಲ್,ਮੈਟ੍ਰਿਕਸ ਸਾਰਣੀ
ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್,ਮੈਕਸੀ ਕੰਪਿਊਟਰ
ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್,ਮੈਕਸੀ ਕੰਪਿਊਟਰ
ಗರಿಷ್ಠ ಅಂಶ,ਸਿਖਰ ਤੱਤ
ಯೋಗಪ್ಯಾಡ್,ਯੋਗਾਪੈਡ
ಮ್ಯಾಕ್ಸ್ವೆಲ್ ಡ್ಯಾಮನ್,ਮੈਕਸਵੈਲ ਡੈਮਨ
"1.ಅರ್ಥ, 2.ಅರ್ಥ","1. ਮਤਲਬ, 2. ਮਤਲਬ"
ಅಂದರೆ ಚೇತರಿಕೆಯ ಸಮಯ,ਮਤਲਬ ਰਿਕਵਰੀ ਸਮਾਂ
ವೈಫಲ್ಯ ಎಂದರೆ ಸಮಯ,ਅਸਫਲਤਾ ਦਾ ਮਤਲਬ ਸਮਾਂ
ವೈಫಲ್ಯ ಸರಾಸರಿ ಸಮಯ (m t b f),ਅਸਫਲਤਾ ਮੱਧ ਸਮਾਂ (mt b f)
ವೈಫಲ್ಯದ ಸಮಯ ಎಂದರ್ಥ,ਅਸਫਲਤਾ ਦਾ ਸਮਾਂ
ದುರಸ್ತಿ ಸರಾಸರಿ ಸಮಯ,ਮੁਰੰਮਤ ਦਾ ਮਤਲਬ ਸਮਾਂ
ತಿದ್ದುಪಡಿ ಸರಾಸರಿ ಸಮಯ (MTTR),ਸੁਧਾਰ ਮੱਧ ਸਮਾਂ (MTTR)
ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (MSI),ਮੱਧਮ ਸਕੇਲ ਏਕੀਕਰਣ (MSI)
ಮಧ್ಯಮ ಏಕೀಕರಣ (MSI),ਮੱਧਮ ਏਕੀਕਰਣ (MSI)
ಸರಾಸರಿ ಪದ ಸಂಗ್ರಹ ಸಾಧನ,ਮਤਲਬ ਮਿਆਦ ਸਟੋਰੇਜ਼ ਜੰਤਰ
ಮೆಗಾ ಬಿಟ್ ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ (Mbps),ਮੈਗਾ ਬਿਟਸ ਪ੍ਰਤੀ ਸਕਿੰਟ (Mbps)
ಘಟಕ ವಸ್ತು,ਕੰਪੋਨੈਂਟ ਆਬਜੈਕਟ
ಘಟಕ ದಾಖಲೆ,ਕੰਪੋਨੈਂਟ ਰਿਕਾਰਡ
"1.ನೆನಪು, 2.ನೆನಪು","1.ਮੈਮੋਰੀ, 2.ਮੈਮੋਰੀ"
"1.ಮೆಮೊರಿ ಅರೇ, 2.ಮೆಮೊರಿ ಅರೇ","1.ਮੈਮੋਰੀ ਐਰੇ, 2.ਮੈਮੋਰੀ ਐਰੇ"
"1. ಮೆಮೊರಿ ಫಂಡ್, 2. ಮೆಮೊರಿ ಬ್ಯಾಂಕ್","1.ਮੈਮਰੀ ਫੰਡ, 2.ਮੈਮਰੀ ਬੈਂਕ"
"1.ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್","1. ਮੈਮੋਰੀ ਬਫਰ ਰਜਿਸਟਰ, 2. ਮੈਮੋਰੀ ਬਫਰ ਰਜਿਸਟਰ"
"1.ಮೆಮೊರಿ ಬಸ್, 2. ಮೆಮೊರಿ ಬಸ್","1.ਮੈਮੋਰੀ ਬੱਸ, 2. ਮੈਮੋਰੀ ਬੱਸ"
ಮೆಮೊರಿ ಕಾರ್ಡ್,ਮੈਮੋਰੀ ਕਾਰਡ
ಮೆಮೊರಿ ಕೋಶ,ਮੈਮੋਰੀ ਸੈੱਲ
ಮರೆವು,ਯਾਦਦਾਸ਼ਤ ਦਾ ਨੁਕਸਾਨ
"1.ಮೆಮೊರಿ ಕೋರ್, 2.ಮೆಮೊರಿ ಕೋರ್","1. ਮੈਮੋਰੀ ਕੋਰ, 2. ਮੈਮੋਰੀ ਕੋਰ"
ಮೆಮೊರಿ ಚಕ್ರ,ਮੈਮੋਰੀ ਚੱਕਰ
"1.ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್","1. ਮੈਮੋਰੀ ਡਾਟਾ ਰਜਿਸਟਰ, 2. ਮੈਮੋਰੀ ਡਾਟਾ ਰਜਿਸਟਰ"
"1.ಮೆಮೊರಿ ಡಂಪ್,2.ಮೆಮೊರಿ ಡಂಪ್","1.ਮੈਮੋਰੀ ਡੰਪ, 2.ਮੈਮੋਰੀ ਡੰਪ"
"1.ಮೆಮೊರಿ ಎಕ್ಸ್ಚೇಂಜ್, 2.ಮೆಮೊರಿ ಎಕ್ಸ್ಚೇಂಜ್","1.ਮੈਮੋਰੀ ਐਕਸਚੇਂਜ, 2.ਮੈਮੋਰੀ ਐਕਸਚੇਂਜ"
"1.ಸ್ಮೃತಿ ಕ್ರಮಾನುಗತ, 2.ಮೆಮೊರಿ ಶ್ರೇಣಿ","1.ਮੈਮੋਰੀ ਲੜੀ, 2.ਮੈਮੋਰੀ ਲੜੀ"
ಮೆಮೊರಿ ಸೂಚನೆ,ਮੈਮੋਰੀ ਹਦਾਇਤ
"1.ಮೆಮೊರಿ ಮ್ಯಾನೇಜ್ಮೆಂಟ್, 2.ಮೆಮೊರಿ ಮ್ಯಾನೇಜ್ಮೆಂಟ್","1.ਮੈਮੋਰੀ ਪ੍ਰਬੰਧਨ, 2.ਮੈਮੋਰੀ ਪ੍ਰਬੰਧਨ"
"1.ಮೆಮೊರಿ ಮ್ಯಾಪ್, 2.ಮೆಮೊರಿ ಮ್ಯಾಪ್","1.ਮੈਮੋਰੀ ਨਕਸ਼ਾ, 2.ਮੈਮੋਰੀ ਨਕਸ਼ਾ"
"1. ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ ಔಟ್‌ಪುಟ್, 2. ಇನ್‌ಪುಟ್, 3. ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ I/O","1. ਮੈਮੋਰੀ ਮੈਪਡ ਆਉਟਪੁੱਟ, 2. ਇਨਪੁਟ, 3. ਮੈਮੋਰੀ ਮੈਪਡ I/O"
"1.ಮೆಮೊರಿ ಮಾಡೆಲ್, 2.ಮೆಮೊರಿ ಮಾಡೆಲ್, 3.ಮೆಮೊರಿ ಮಾಡೆಲ್","1.ਮੈਮੋਰੀ ਮਾਡਲ, 2.ਮੈਮੋਰੀ ਮਾਡਲ, 3.ਮੈਮੋਰੀ ਮਾਡਲ"
