Bengali,Tamil
"1. মিরর স্পট, 2. ফটোকপি, 3. মিরর কপি","1. கண்ணாடிப் புள்ளி, 2. நகல், 3. கண்ணாடி நகல்"
মিশ্র রেডিক্স স্বরলিপি,கலப்பு ரேடிக்ஸ் குறியீடு
মিক্সার,கலவை
স্মৃতিসংক্রান্ত,நினைவாற்றல்
স্মৃতির ঠিকানা,நினைவு முகவரி
স্মরণীয়,மறக்கமுடியாது
"1.মোবাইল, 2.চলবে","1.மொபைல், 2. அசையும்"
"1. মোবাইল কম্পিউটিং, 2. মোবাইল কম্পিউটিং","1. மொபைல் கம்ப்யூட்டிங், 2. மொபைல் கம்ப்யூட்டிங்"
"1.মডেল, 2.মডেল","1.மாதிரி, 2.மாதிரி"
মডেলহীন সম্পাদক,முறையற்ற ஆசிரியர்
"1. মডেলিং, 2. মডেলিং","1. மாடலிங், 2. மாடலிங்"
মডেম,மோடம்
"1. সরল গড়, 2. স্বাভাবিক, 3. গড়","1.எளிய சராசரி, 2.இயல்பு, 3.சராசரி"
বিমানন্দন,விமந்தன்
মডারেটর,மதிப்பீட்டாளர்
পরিবর্তিত নির্দেশ,மாற்றியமைக்கப்பட்ட அறிவுறுத்தல்
সংশোধক,மாற்றியமைப்பவர்
সংশোধক বিট,மாற்றி பிட்
পরিবর্তন,மாற்றம்
মডুলার,மட்டு
"1.সততা, 2.মডুলারিটি","1.ஒருமைப்பாடு, 2.மட்டுத்தன்மை"
মড্যুলেশন,பண்பேற்றம்
মডিউল,தொகுதி
মডুলার গঠন,மட்டு அமைப்பு
মনিটর,கண்காணிக்கவும்
"1.মনিটর প্রোগ্রাম, 2.মনিটর প্রোগ্রাম","1.கண்காணிப்பு திட்டம், 2.கண்காணிப்பு திட்டம்"
একরঙা প্রদর্শন,ஒரே வண்ணமுடைய காட்சி
মনোলিথিক ইন্টিগ্রেটেড সার্কিট,ஒற்றைக்கல் ஒருங்கிணைந்த சுற்று
মনোলিথিক প্রযুক্তি,ஒற்றைக்கல் தொழில்நுட்பம்
একক স্থান ফন্ট,ஒற்றை இடைவெளி எழுத்துரு
একটি অবস্থানগত,ஒரு நிலை
একঘেয়েমি,சலிப்பூட்டும்
"1. আকৃতি, 2. ফর্ম","1. வடிவம், 2. வடிவம்"
ফর্ম,வடிவம்
আকৃতি,வடிவம்
"1. বন্ধক, 2. বন্ধক, বন্ধক","1. அடமானம், 2. அடமானம், அடமானம்"
MOSFET (MOSFET),MOSFET (MOSFET)
"1. সর্বোচ্চ দুই সংখ্যা, 2. সর্বোচ্চ বিট","1. அதிக இரண்டு இலக்கங்கள், 2. அதிக பிட்"
মাদার বোর্ড,தாய் பலகை
মা নিবন্ধন,அம்மா பதிவு
সিনেমা,திரைப்படங்கள்
ফিল্ম এক্সপার্ট গ্রুপ (MPEG),திரைப்பட நிபுணர் குழு (MPEG)
মাউন্ট,ஏற்ற
"1.মাউস, 2.মাউস","1.சுட்டி, 2.சுட்டி"
"1. অস্থাবর, 2. স্থানচ্যুতি","1.அசையும், 2.இடமாற்றம்"
চলমান প্রতীক,நகரும் சின்னம்
MS-DOS,MS-DOS
এমএস-উইন্ডোজ,MS-Windows
একাধিক অভিযোজন,பல நோக்குநிலை
মাল্টি প্রসেসর,பல செயலி
"1.মাল্টিপ্রোগ্রামিং, 2.মাল্টিপ্রোগ্রামিং","1.மல்டி புரோகிராமிங், 2.மல்டி புரோகிராமிங்"
মাল্টিটাস্কিং,பல்பணி
বাহুবাস,பஹுபஸ்
সম্প্রচার,ஒளிபரப்பு
বহুরূপী ঠিকানা,பாலிமார்பிக் முகவரி
সম্প্রচার,ஒளிபரப்பு
মাল্টিচিপ,மல்டிசிப்
মাল্টিক্স,மல்டிக்ஸ்
মাল্টিটাস্কিং অপারেশন,பல்பணி செயல்பாடு
"1.মাল্টিলেভেল মেমরি, 2. বহুস্তর মেমরি","1.பலநிலை நினைவகம், 2. பல நிலை நினைவகம்"
"1.মাল্টিমিডিয়া প্রযুক্তি, 2.মাল্টিমিডিয়া প্রযুক্তি","1.மல்டிமீடியா தொழில்நுட்பம், 2.மல்டிமீடியா தொழில்நுட்பம்"
বহুগুণ,பன்முகத்தன்மை
একাধিক,பல
"1.নির্ভুলতা, 2.মাল্টি জামিন","1. துல்லியம், 2. பல உத்தரவாதம்"
একাধিক সংশ্লেষণ,பல பின்னடைவு
"1.মাল্টিপ্লেক্স, 2.মাল্টিপ্লেক্স","1.மல்டிபிளக்ஸ், 2.மல்டிப்ளக்ஸ்"
