Bengali,Assamese
গাণিতিক কেন্দ্র,গাণিতিক কেন্দ্ৰ
গাণিতিক জটিলতা,গাণিতিক জটিলতা
গাণিতিক অর্থনীতি,গাণিতিক অৰ্থনীতি
গাণিতিক প্রত্যাশা,গাণিতিক প্ৰত্যাশা
গাণিতিক ফর্ম,গাণিতিক ৰূপ
"গাণিতিক গঠন, গাণিতিক বিন্যাস","গাণিতিক বিন্যাস, গাণিতিক বিন্যাস"
গাণিতিক পরিচয়,গাণিতিক পৰিচয়সমূহ
"গাণিতিক যুক্তি, গাণিতিক যুক্তি","গাণিতিক যুক্তি, গাণিতিক যুক্তি"
গানিতিক প্রতিমাণ,গাণিতিক আৰ্হি
গাণিতিক অভিপ্রায়,গাণিতিক উদ্দেশ্য
ম্যাট্রিক্স তির্যককরণ,মেট্ৰিক্স তিৰ্যকীকৰণ
ম্যাট্রিক্স বিপরীত,মেট্ৰিক্স বিপৰীত
ম্যাট্রিক্স ইনভার্সন,মেট্ৰিক্স ওলোটা
ম্যাট্রিক্স পুনরাবৃত্ত পদ্ধতি,মেট্ৰিক্স পুনৰাবৃত্তিমূলক পদ্ধতি
ম্যাট্রিক্স পদ্ধতি,মেট্ৰিক্স পদ্ধতি
ম্যাট্রিক্স গুণ,মেট্ৰিক্স গুণন
ধ্রুবকের ম্যাট্রিক্স,ধ্ৰুৱকসমূহৰ মেট্ৰিক্স
প্রভাবশালী ম্যাট্রিক্স,প্ৰধান মেট্ৰিক্স
ম্যাট্রিক্স অপারেটর,মেট্ৰিক্স অপাৰেটৰ
ম্যাট্রিক্স বহুপদী,মেট্ৰিক্স বহুপদ
ম্যাট্রিক্স প্রিন্টিং,মেট্ৰিক্স প্ৰিন্টিং
ম্যাট্রিক্স পণ্য,মেট্ৰিক্স উৎপাদন
সর্বাধিক করা,সৰ্বাধিক কৰা হৈছে
"সর্বোচ্চ, সর্বোচ্চ, সর্বোচ্চ","সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ"
সর্বোচ্চ পরম মান,সৰ্বোচ্চ নিৰপেক্ষ মান
সর্বোচ্চ F-অনুপাত,সৰ্বোচ্চ F-অনুপাত
সর্বোচ্চ সম্ভাবনা,সৰ্বোচ্চ সম্ভাৱনা
মহলপিষ্ট,মহলপিষ্ঠা
মহান উপসংহার,মহান সিদ্ধান্ত
ফাংশনের সর্বোচ্চ,ফাংচনৰ সৰ্বোচ্চ
ম্যাক্সওয়েল-বোল্টসম্যান পরিসংখ্যান,মেক্সৱেল-বল্টছমেন পৰিসংখ্যা
বিচ্যুতি,গড় বিচ্যুতি
বিচ্যুতি স্কয়ার গড়,বিচ্যুতি বৰ্গ গড়
বর্গক্ষেত্র মানে ত্রুটি,বৰ্গ গড় ভুল
"গড়, গড় মান","গড়, গড় মূল্য"
মানে উপপাদ্য,গড় উপপাদ্য
বুদবুদ পরিমাপ,বুদবুদযুক্ত জোখ
"মধ্যমা, মধ্যমা, মধ্যমা, মধ্যমা","মধ্যম, মধ্যম, মধ্যম, মধ্যম"
মধ্যম কেন্দ্র,মধ্যম কেন্দ্ৰ
মধ্য বক্ররেখা,মধ্যম বক্ৰ
মেসোথেলিওমা,মেছ&#39;থেলিঅ&#39;মা
বার্তা,বাৰ্তা
"কাস্টম, পদ্ধতি","কাষ্টম, পদ্ধতি"
মুছে ফেলার পদ্ধতি,ডিলিচন পদ্ধতি
বিপরীত পদ্ধতি,ওলোটা পদ্ধতি
পুনরাবৃত্তি পদ্ধতি,পুনৰাবৃত্তি পদ্ধতি
অন্তত বর্গ,নূন্যতম বৰ্গক্ষেত্ৰ
টর্ক পদ্ধতি,টৰ্ক পদ্ধতি
অনুরূপ ত্রিভুজ পদ্ধতি,একেধৰণৰ ত্ৰিভুজ পদ্ধতি
ঢাল অবতরণ পদ্ধতি,ঢাল অৱনমিত পদ্ধতি
সংকলন পদ্ধতি,সংকলন পদ্ধতি
অনির্ধারিত সহগ পদ্ধতি,অনিৰ্দিষ্ট সহগ পদ্ধতি
দূরত্ব জনসংখ্যা,দূৰত্বৰ জনসংখ্যা
মেট্রিক সিস্টেম,মেট্ৰিক ব্যৱস্থা
মেট্রিক ইউনিট,মেট্ৰিক একক
মাইক্রো তত্ত্ব,মাইক্ৰ’ তত্ত্ব
মধ্য,মাজ
মধ্যমা,মধ্যমীয়া
কেন্দ্রীয় বিন্দু,কেন্দ্ৰীয় বিন্দু
মধ্যবিন্দু সূত্র,মধ্যবিন্দুৰ সূত্ৰ
ন্যূনতম বহুপদ,নূন্যতম বহুপদ
মিনিমা তত্ত্ব,ন্যূনতম তত্ত্ব
"সর্বনিম্ন, সর্বনিম্ন, সর্বনিম্ন","নূন্যতম, সৰ্বনিম্ন, সৰ্বনিম্ন"
নিচু বিন্দু,নিম্ন বিন্দু
অন্তত বহুপদ,নূন্যতম বহুপদ
ন্যূনতম ফাংশন,কাৰ্য্যৰ নূন্যতম
সংক্ষিপ্ত চাপ,চুটি চাপ
ছোট চিঠি,চুটি চিঠি
আবদ্ধ উপসেট,সীমাবদ্ধ উপগোট
"বিয়োগ, ঋণ","বিয়োগ, ঋণ"
ঋণচিহ্ন,বিয়োগ চিহ্ন
মিশ্র ভগ্নাংশ,মিশ্ৰিত ভগ্নাংশ
বিকল্প ডিভাইস,বিকল্প যন্ত্ৰ
"মোড, মোড, পদ্ধতি, পদ্ধতি, পদ্ধতি, মোড","ধৰণ, ধৰণ, পদ্ধতি, পদ্ধতি, ব্যৱস্থাপ্ৰণালী, ধৰণ"
"মডুলাস, মডুলাস","মডুলাছ, মডুলাছ"
জটিল সংখ্যার মডুলাস,জটিল সংখ্যাৰ মডুলাছ
মুহূর্ত,মুহূৰ্ত
টর্ক ফাংশন,টৰ্ক ফাংচন
শক্তির মুহূর্ত,বলৰ মুহূৰ্ত
ফ্রিকোয়েন্সি-বন্টন মুহূর্ত,কম্পাঙ্ক-বিতৰণ ক্ষমতা
নিষ্ক্রিয়তা মুহূর্ত,জড়তাৰ মুহূৰ্ত
গতির মুহূর্ত,গতিশীলতা মুহূৰ্ত
আবেগ,ইম্পলছ
একটি পোস্ট,এটা পোষ্ট
একক ইন্টিগ্রেশন,একক সংহতি
"একজাতীয়তা, মনোমরফিজম","সমতা, একৰূপতা"
একক,এককক্ষী
একমুখী আরোহী ক্রম,একদিশীয় আৰোহী ক্ৰম
সরাসরি,আউটৰাইট
unidirectionally অর্ধচন্দ্রাকার জাল,একদিশে অৰ্ধচন্দ্ৰ জাল
monotically ক্রমবর্ধমান,এককভাৱে বৃদ্ধি কৰা ক্ৰম
univariate ফাংশন,একচলকীয় ফলন
মন্টে-কার্লো গণনা,মন্টে-কাৰ্লো গণনা
মন্টে-কার্লো পদ্ধতি,মণ্টে-কাৰ্লো পদ্ধতি
মোরা (খেলাধুলা),মোৰা (ক্রীড়া)
মৃত্যুর পরিসংখ্যান,মৃত্যুৰ পৰিসংখ্যা
সম্ভবত,যতদূৰসম্ভৱ
গতি,গতি
চলন্ত গড়,চলন্ত গড়
এম-জনসংখ্যা,এম-জনসংখ্যা
এম-টেস্ট অফ ইন্টিগ্রাল,অখণ্ডৰ M-পৰীক্ষা
একাধিক সিদ্ধান্ত-সমস্যা,একাধিক সিদ্ধান্ত-সমস্যা
বহুপদী স্বাভাবিক বন্টন,বহুপদ স্বাভাৱিক বিতৰণ
বহুপদী র্যান্ডম পরিবর্তনশীল,বহুপদ যাদৃচ্ছিক চলক
মাল্টিপ্লেক্স পরিবহন সমস্যা,মাল্টিপ্লেক্স পৰিবহণৰ সমস্যা
বহুপদ,বহুপদ
বহুপদী বন্টন,বহুপদ বিতৰণ
"একাধিক, একাধিক, একাধিক, বহু (v.), একাধিক, প্রতিসরাঙ্ক (n.)","বহু, বহু, বহু, বহু (v.), বহু, বিবৰ্তন (n.)"
একাধিক পছন্দ সমস্যা,বহু পছন্দৰ সমস্যা
কনফেডারেট প্রদেশগুলি,কনফেডাৰেট প্ৰদেশসমূহ
একাধিক পারস্পরিক সম্পর্ক,একাধিক সম্পৰ্ক
