Assamese,Punjabi
"সংস্থাপন, সংস্থাপন, সংস্থাপন","ਇੰਸਟਾਲੇਸ਼ਨ, ਇੰਸਟਾਲੇਸ਼ਨ, ਇੰਸਟਾਲੇਸ਼ਨ"
মুহূৰ্ত,ਪਲ
নিৰ্দেশনা,ਹਿਦਾਇਤ
যন্ত্ৰ,ਮਸ਼ੀਨ
যান্ত্ৰিক,ਮਕੈਨੀਕਲ
"যান্ত্ৰিকীকৰণ, সমাবেশ","ਮਸ਼ੀਨੀਕਰਨ, ਅਸੈਂਬਲੀ"
"ইনচুলেটিং, ইনচুলেটিং","ਇਨਸੂਲੇਟਿੰਗ, ਇਨਸੂਲੇਟਿੰਗ"
ইনচুলেটিং,ਇੰਸੂਲੇਟਿੰਗ
"ইনচুলেটিং, ইনচুলেটিং, ইনচুলেটিং","ਇੰਸੂਲੇਟਿੰਗ, ਇਨਸੂਲੇਟਿੰਗ, ਇਨਸੂਲੇਟਿੰਗ"
"১গোটা সংখ্যা,পূৰ্ণসংখ্যা","1 ਪੂਰੀ ਸੰਖਿਆ, ਪੂਰਨ ਅੰਕ"
সংহতিযোগ্যতা,ਅਖੰਡਤਾ
"integral, পূৰ্ণসংখ্যা","ਪੂਰਨ ਅੰਕ, ਪੂਰਨ ਅੰਕ"
সংহতি,ਏਕੀਕਰਣ
"তীব্ৰ, উত্তেজিত","ਤੀਬਰ, ਗੁੱਸੇ ਵਾਲਾ"
তীব্ৰকৰণ,ਤੀਬਰਤਾ
"ট্ৰেকচন, ত্বৰণ","ਖਿੱਚ, ਪ੍ਰਵੇਗ"
"তীব্ৰতা, তীব্ৰতা, তীব্ৰতা","ਤੀਬਰਤਾ, ਤੀਬਰਤਾ, ਤੀਬਰਤਾ"
তীব্ৰ,ਤੀਬਰ
ভাৱ-বিনিময়,ਗੱਲਬਾਤ ਕਰਨੀ
আন্তঃপৰমাণু,ਅੰਤਰ-ਪਰਮਾਣੂ
"বিনিময়, লেনদেন","ਵਟਾਂਦਰਾ, ਲੈਣ-ਦੇਣ"
"আন্তঃনিৰ্ভৰশীলতা, আন্তঃনিৰ্ভৰশীলতা","ਅੰਤਰ-ਨਿਰਭਰਤਾ, ਅੰਤਰ-ਨਿਰਭਰਤਾ"
আন্তঃনিৰ্ভৰশীল,ਪਰਸਪਰ ਨਿਰਭਰ
পাৰস্পৰিক প্ৰসাৰণ,ਆਪਸੀ ਫੈਲਾਅ
আন্তঃপৃষ্ঠ পৃষ্ঠা,ਇੰਟਰਫੇਸ ਸਫ਼ਾ
ক্ৰছ ভৰোৱা,ਕਰਾਸ ਭਰਨ
আন্তঃপৃষ্ঠ কোণ,ਇੰਟਰਫੇਸ ਕੋਣ
"হস্তক্ষেপ, হস্তক্ষেপ, বাধা","ਦਖਲਅੰਦਾਜ਼ੀ, ਦਖਲਅੰਦਾਜ਼ੀ, ਰੁਕਾਵਟ"
আন্তঃনক্ষত্ৰীয়,ਅੰਤਰ-ਗੈਲੈਕਟਿਕ
"inner, inner, inner (v.), ভিতৰৰ, ভিতৰৰ, ভিতৰৰ (v.)","ਅੰਦਰਲਾ, ਅੰਦਰਲਾ, ਅੰਦਰਲਾ (ਵੀ.), ਅੰਦਰਲਾ, ਅੰਦਰਲਾ, ਅੰਦਰਲਾ (ਵੀ.)"
"synapse, চিনেপ্স","synapse, synapse"
"মধ্যৱৰ্তী, গৌণ, মধ্যম, মধ্যম","ਵਿਚਕਾਰਲਾ, ਸੈਕੰਡਰੀ, ਮੱਧ, ਮੱਧ"
আন্তঃধাতুৰ,intermetallic
"intermittent, মাজে মাজে","ਰੁਕ-ਰੁਕ ਕੇ, ਰੁਕ-ਰੁਕ ਕੇ"
আন্তঃআণৱিক,ਅੰਤਰ-ਆਣੂ
আভ্য়ন্তৰীণ,ਅੰਦਰੂਨੀ
আন্তৰ্জাতিক,ਅੰਤਰਰਾਸ਼ਟਰੀ
অন্তৰ্স্থলী,ਇੰਟਰਸਟੀਸ਼ੀਅਲ
আন্তঃগ্ৰহীয়,ਅੰਤਰਗ੍ਰਹਿ
আন্তঃপ্ৰক্ষেপণ,ਇੰਟਰਪੋਲੇਸ਼ਨ
অৰ্থপূৰ্ণতা,ਸਾਰਥਕਤਾ
"নিৰ্বাচক, দোভাষী","ਚੋਣਕਾਰ, ਦੁਭਾਸ਼ੀਏ"
interrupter,ਰੁਕਾਵਟ
ছেদ কৰা,ਨੂੰ ਕੱਟਣਾ
"ছেদ, ছেদ, ছেদ","ਇੰਟਰਸੈਕਸ਼ਨ, ਇੰਟਰਸੈਕਸ਼ਨ, ਇੰਟਰਸੈਕਸ਼ਨ"
ব্যৱধান,ਅੰਤਰਾਲ
আন্তঃনক্ষত্ৰীয়,ਇੰਟਰਸਟਲਰ
অন্তৰ্স্থলী,ਇੰਟਰਸਟੀਸ਼ੀਅਲ
"ফাঁক, ফাঁক","ਪਾੜਾ, ਪਾੜਾ"
বন্ধ,ਬੰਦ ਕਰੋ
অৱশেষত,ਅੰਤ ਵਿੱਚ
আন্তঃপৰমাণু,ਅੰਤਰ-ਪਰਮਾਣੂ
"নাজ (উত্তৰাধিকাৰী), অন্তৰ (অভ্যন্তৰীণ)","ਨਾਜ਼ (ਵਾਰਸ), ਅੰਤਰ (ਅੰਦਰੂਨੀ)"
নিশ্চয়,ਯਕੀਨਨ
"উদ্ভাৱন, উদ্ভাৱন","ਕਾਢ, ਕਾਢ"
"বিপৰীত, বিপৰীত, বিপৰীত","ਉਲਟ, ਉਲਟ, ਉਲਟ"
"inversion, ওলোটা","ਉਲਟਾ, ਉਲਟਾ"
প্ৰতিনিধিত্ব কৰা,ਦੀ ਨੁਮਾਇੰਦਗੀ ਕਰਨ ਲਈ
"inverse, inverse","ਉਲਟ, ਉਲਟ"
অন্ধ,ਅੰਨ੍ਹਾ
টাৰ্বিড লিকুইড,turbid ਤਰਲ
অদৃশ্যতা,ਅਦਿੱਖਤਾ
অদৃশ্য,ਅਦਿੱਖ
আয়ন,ਆਇਨ
আয়নিক,ionic
আয়নীয়কৰণযোগ্য,ionizable
"to ionize, আয়নীয়কৰণ কৰা","ionize ਕਰਨ ਲਈ, ionize ਕਰਨ ਲਈ"
"আয়নমণ্ডল, আয়নমণ্ডল","ionosphere, ionosphere"
আয়নমণ্ডল,ionosphere
আইৰিছ,ਆਇਰਿਸ
বিকিৰণ কৰা,irradiated
বিকিৰণ,ਕਿਰਨ
অযুক্তিকৰ,ਤਰਕਹੀਣ
"অপ্ৰত্যাহাৰযোগ্য, অপুৰণীয়, অপূৰণীয়","ਅਟੱਲ, ਅਟੱਲ, ਅਟੱਲ"
যাদৃচ্ছিক,ਅਨਿਯਮਿਤ
অপ্ৰত্যাৱৰ্তনীয়,ਨਾ ਬਦਲਣਯੋਗ
ঘূৰ্ণনশীল,ਘੁੰਮਣਾ
"সমতাত্ত্বিক, সমৰূপী বক্ৰ","isotropic, isotropic ਵਕਰ"
সাপনট্ৰপিকেলি,ਸਾਪੰਤ੍ਰੋਪਿਕ ਤੌਰ ਤੇ
"মই সংকেত দিওঁ, মই সংকেত দিওঁ","ਮੈਂ ਸੰਕੇਤ ਕਰਦਾ ਹਾਂ, ਮੈਂ ਸੰਕੇਤ ਕਰਦਾ ਹਾਂ"
"আইছ’বাৰ, আইছ’ট’প","ਆਈਸੋਬਾਰ, ਆਈਸੋਟੋਪ"
"সমবেৰিক, সুষম, সুষম","isobaric, ਸੰਤੁਲਿਤ, ਸੰਤੁਲਿਤ"
"সমমিতি ৰেখা, সমস্থানিক ৰেখা","ਆਈਸੋਮੈਟ੍ਰਿਕ ਲਾਈਨ, ਆਈਸੋਟੋਨਿਕ ਲਾਈਨ"
সম-আয়নিক,iso-ionic
সমৰূপী,ਸਮਰੂਪ
ছিঙ্ক লাইন,ਸਮਕਾਲੀ ਲਾਈਨ
সমকালীন গতি,ਸਮਕਾਲੀ ਗਤੀ
সমমিতি,isometric
সমবিভৱনশীল,ਸਮਾਨਤਾ ਵਾਲਾ
সম-শক্তিশালী,ਸਮਾਨ-ਊਰਜਾ
"সমপক্ষীয় (v.), সমদ্বিখণ্ডীয় ৰেখা (ed.)","ਸਮਭੁਜ (v.), ਆਈਸੋਸੀਲਸ ਲਾਈਨ (ਐਡੀ.)"
"to dissociate, (adj.), পৃথক কৰা","ਵੱਖ ਕਰਨਾ, (adj.), ਵੱਖ ਕਰਨਾ, ਵੱਖ ਕਰਨਾ (ver.)"
"বিচ্ছিন্ন, বিচ্ছিন্ন, একক","ਅਲੱਗ, ਅਲੱਗ, ਸਿੰਗਲ"
"পৃথকীকৰণ, পৃথকীকৰণ, পৃথকীকৰণ","ਵਿਛੋੜਾ, ਵਿਛੋੜਾ, ਵਿਛੋੜਾ"
আইছ&#39;মাৰ,ਆਈਸੋਮਰ
আইছ&#39;মাৰ,ਆਈਸੋਮਰ
আইছ&#39;মেৰিজম,isomerism
"সমমিতি,ত্ৰিভুজ,ঘন,সমমিতিক","isometric, ਤਿਕੋਣ, ਘਣ, isometric"
সমৰূপতা,isomorphism
সমৰূপী,isomorphic
সমতাপ,isotherm
সমতাপ,isotherm
আইছ&#39;ট&#39;প,ਆਈਸੋਟੋਪ
আইছ&#39;ট&#39;প,ਆਈਸੋਟੋਪ
সমতলীয়,ਆਈਸੋਟ੍ਰੋਪਿਕ
বৃত্তাকাৰ ৰেখা,ਸਰਕੂਲਰ ਲਾਈਨ
সমৰূপতা,isomorphism
পুনৰাবৃত্তি,ਦੁਹਰਾਓ
অন্তৰ্নিহিত অৰ্ধপৰিবাহী,ਅੰਦਰੂਨੀ ਸੈਮੀਕੰਡਕਟਰ
জাম ইন্টাৰফেৰ&#39;মিটাৰ,ਜੈਮ ਇੰਟਰਫੇਰੋਮੀਟਰ
"জৰ্ক, ৰিবাউণ্ড","ਝਟਕਾ, ਮੁੜ"
"জেট, মূৰ","ਜੈੱਟ, ਸਿਰ"
জেট-ৰকেট প্ৰপালচন,ਜੈੱਟ-ਰਾਕੇਟ ਪ੍ਰੋਪਲਸ਼ਨ
জে-জে কাপলিং,ਜੇ-ਜੇ ਜੋੜੀ
জোলি বেন্ট,ਜੋਲੀ ਝੁਕਿਆ
জুল-তাপ,ਜੂਲ - ਗਰਮੀ
জ্যুলেমিটাৰ,ਜੂਲਮੀਟਰ
জোল-থমছন প্ৰভাৱ,ਜੂਲ-ਥਾਮਸਨ ਪ੍ਰਭਾਵ
জোল,ਜੂਲ
"কুঠাৰ, জাম্প, বাঁহী","ਕੁੱਦੀ, ਛਾਲ, ਬੰਸਰੀ"
সন্ধি,ਸੰਧੀ
সংগম স্থান,ਸੰਗਮ ਦੀ ਜਗ੍ਹਾ
সঠিক চিলেবল,ਸਹੀ ਅੱਖਰ
"কেসনিধি, সান্নিধ্য","ਕੇਸਾਨਿਧਿ, ਨੇੜਤਾ"
"কেলিডস্কোপ, কেলিডস্কোপ","ਕੈਲੀਡੋਸਕੋਪ, ਕੈਲੀਡੋਸਕੋਪ"
"কাপ্পা মেছনছ, কে-মেছনছ","ਕਪਾ ਮੇਸਨ, ਕੇ-ਮੇਸਨ"
কেথ&#39;ড,ਕੈਥੋਡ
ঘানায়ান,ਘਨਾਯਾਨ
কে-বেণ্ড,ਕੇ-ਬੈਂਡ
কে-কেপচাৰ,ਕੇ-ਕੈਪਚਰ
k-গ্ৰাহক,k-ਰਿਸੈਪਟਰ
কেলভিন আনুমানিক,ਕੈਲਵਿਨ ਅਨੁਮਾਨ
একক একক,ਸਮਰੂਪਤਾ ਦੀ ਇਕਾਈ
ker কোষ,ਕੇਰ ਸੈੱਲ
"চাবি, পৰ্দা, চাবি","ਕੁੰਜੀ, ਪਰਦਾ, ਕੁੰਜੀ"
"কী বৰ্ড, পৰ্দাৰ বাৰ","ਕੁੰਜੀ ਬੋਰਡ, ਪਰਦਾ ਪੱਟੀ"
মুকলি স্বৰবৰ্ণ,ਸ਼ੁਰੂਆਤੀ ਸਵਰ
কী পালছ,ਕੁੰਜੀ ਨਬਜ਼
মূল শব্দ,ਮੁੱਖ ਸ਼ਬਦ
প্ৰক্ষেপণ,ਪ੍ਰੋਜੈਕਸ਼ਨ
বিৰোধ কৰা,ਵਿਰੋਧ
কিলোগ্ৰাম,ਕਿਲੋ
কিলোজুল,ਕਿਲੋਜੂਲ
কিলোপাৰ্চেক,kiloparsec
কিলোটন বোমা,ਕਿਲੋਟਨ ਬੰਬ
গতিশীল,ਕਿਨੇਮੈਟਿਕ
বিশুদ্ধভাৱে গতিশীল,ਪੂਰੀ ਤਰ੍ਹਾਂ ਗਤੀਸ਼ੀਲ
"গতিশীল, গতিশীল","ਗਤੀਸ਼ੀਲ, ਗਤੀਸ਼ੀਲ"
গতিশীলভাৱে,ਗਤੀਸ਼ੀਲ ਤੌਰ &#39;ਤੇ
হাড়ভঙা,ਫ੍ਰੈਕਚਰ
ক্লাইষ্ট্ৰন,klystron
চোকা প্ৰান্ত,ਤਿੱਖਾ ਕਿਨਾਰਾ
kruskal সীমান্ত,kruskal ਸਰਹੱਦ
থাৰ্মোজেনিক,ਥਰਮੋਜਨਿਕ
লেবেল,ਲੇਬਲ
"চিহ্নিত, লিপিবদ্ধ, লেবেলযুক্ত","ਮਾਰਕ ਕੀਤਾ, ਲਿਖਿਆ, ਲੇਬਲ ਕੀਤਾ"
পৰীক্ষাগাৰত,ਪ੍ਰਯੋਗਸ਼ਾਲਾ
চিৰি,ਪੌੜੀ
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,ਘੜੀ ਦੇ ਉਲਟ
"ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত, বাওঁ মেৰুত্ব","ਘੜੀ ਦੀ ਉਲਟ ਦਿਸ਼ਾ ਵਿੱਚ, ਖੱਬੀ ਧਰੁਵੀਤਾ"
আগলৈ পিছলৈ,ਅੱਗੇ ਅਤੇ ਪਿੱਛੇ
লেগ্ৰেঞ্জ সম্প্ৰচাৰ,Lagrange ਪ੍ਰਸਾਰਣ
লেগ্ৰেঞ্জিয়ানবাদ,ਲਾਗਰਗਿਆਨਵਾਦ
মেৰ পোৱালি সৃষ্টি,ਲੇਲੇ ਦੀ ਰਚਨਾ
প্লেংক বৰ্ড,"ਤਖ਼ਤੀ, ਬੋਰਡ"
পৃষ্ঠীয় প্লেট,ਡੋਰਸਲ ਪਲੇਟ
"পৃষ্ঠৰ প্ৰবাহ, সমতল প্ৰবাহ","ਸਤਹ ਦਾ ਵਹਾਅ, ਪੱਧਰ ਦਾ ਵਹਾਅ"
"প্লেটিং, পেনেল, লেভেল, লেয়াৰ বণ্ড","ਪਲੇਟਿੰਗ, ਪੈਨਲ, ਪੱਧਰ, ਲੇਅਰ ਬਾਂਡ"
স্তৰবিন্যাস,ਪੱਧਰੀਕਰਨ
লেমিনা,ਲਾਮਿਨਾ
"লেম্প, লেম্প","ਦੀਵਾ, ਦੀਵਾ"
"কাজল, দীপ কাজল","ਕਾਜਲ, ਦੀਪ ਕਾਜਲ"
land-interval নিয়ম,ਲੈਂਡ-ਅੰਤਰਾਲ ਨਿਯਮ
লেণ্ড বিভাজন কাৰক,ਲੈਂਡੇ ਸਪਲਿਟਿੰਗ ਫੈਕਟਰ
লেণ্ডিং,ਲੈਂਡਿੰਗ
"মাইক্ৰ&#39; ঘৰ্ষণ, লেমিনেচন, পৰিধান","ਮਾਈਕਰੋ ਅਬਰਸ਼ਨ, ਲੈਮੀਨੇਸ਼ਨ, ਵੀਅਰ"
larmore কম্পাঙ্ক,larmore ਬਾਰੰਬਾਰਤਾ
larmore precession,larmore precession
লেজাৰ,ਲੇਜ਼ਰ
লেজাৰাইজেচন,laserization
গোপনীয়,ਗੁਪਤ
"পাৰ্শ্বীয়, পাৰ্শ্বীয়, পাৰ্শ্বীয়","ਪਾਸੇ, ਪਾਸੇ, ਪਾਸੇ ਦਾ"
"অক্ষাংশ, অক্ষাংশ","ਵਿਥਕਾਰ, ਵਿਥਕਾਰ"
"জালি, জালি","ਜਾਲੀ, ਜਾਲੀ"
laue ক্লাছ,laue ਕਲਾਸ
মুক্তি দিয়া,ਲਾਂਚ ਕਰੋ
মুক্তি দিয়া,ਲਾਂਚ ਕਰੋ
লঞ্চ প্লেটফৰ্ম,ਲਾਂਚ ਪਲੇਟਫਾਰਮ
ভৰ অনুপাত নিয়ম,ਪੁੰਜ ਅਨੁਪਾਤ ਕਾਨੂੰਨ
বহু অনুপাতৰ নিয়ম,ਮਲਟੀਪਲ ਅਨੁਪਾਤ ਨਿਯਮ
"স্তৰ, স্তৰ","ਪਰਤ, ਪੱਧਰ"
এল-বেণ্ড,ਐਲ-ਬੈਂਡ
"সীহ, সীহ, সীহ, সীহ, সীহ","ਲੀਡ, ਲੀਡ, ਲੀਡ, ਲੀਡ, ਲੀਡ"
আগলৈ,ਅੱਗੇ
"লাইম, লিকিং (ক্ৰ.), ৰাইজেন লাইন, চ্যাৱান","ਚੂਨਾ, ਲੀਕ (ਸੀ.ਆਰ.), ਰਿਜ਼ਨ ਲਾਈਨ, ਚਯਵਨ"
"চোবাই খোৱা, জাৰণ, লিক হোৱা","ਚਬਾਉਣਾ, ਖੋਰ, ਲੀਕ ਕਰਨਾ"
"নূন্যতম, নূন্যতম, নূন্যতম","ਘੱਟੋ-ਘੱਟ, ਘੱਟੋ-ਘੱਟ, ਘੱਟੋ-ਘੱਟ"
নূন্যতম গণনা,ਘੱਟੋ-ਘੱਟ ਗਿਣਤੀ
লেচ তাঁৰ,ਖੜੀ ਤਾਰ
লেডুক ইফেক্ট,Leduc ਪ੍ਰਭਾਵ
বৈধ ওম,ਵੈਧ ਓਮ
-ইলেক্ট্ৰন,- ਇਲੈਕਟ੍ਰੋਨ
দৈৰ্ঘ্যৰ বাধা,ਲੰਬਾਈ ਦੀ ਪਾਬੰਦੀ
প্ৰসাৰণ,ਲੰਬਾਈ
লেন্স,ਲੈਂਸ
লেঞ্জৰ নিয়ম,ਲੈਂਜ਼ ਦਾ ਕਾਨੂੰਨ
সমতল সুৰংগ,ਫਲੈਟ ਸੁਰੰਗ
অনুভূমিক উৰণ,ਖਿਤਿਜੀ ਉਡਾਣ
"লেভেলিং, লেভেলিং","ਪੱਧਰ ਕਰਨਾ, ਪੱਧਰ ਕਰਨਾ"
"অনুভূমিক স্ক্ৰু, লেভেলিং স্ক্ৰু","ਹਰੀਜ਼ੱਟਲ ਪੇਚ, ਲੈਵਲਿੰਗ ਪੇਚ"
আত্মবিশ্বাসৰ স্তৰ,ਵਿਸ਼ਵਾਸ ਦਾ ਪੱਧਰ
তাৎপৰ্য্যৰ স্তৰ,ਮਹੱਤਤਾ ਦਾ ਪੱਧਰ
"অনুভূমিক পৃষ্ঠা, সমতল পৃষ্ঠা, সমবিভৱ পৃষ্ঠা","ਹਰੀਜ਼ੱਟਲ ਪੇਜ, ਫਲੈਟ ਪੇਜ, ਇਕੁਪੋਟੈਂਸ਼ੀਅਲ ਪੇਜ"
"লিভাৰ, লিভাৰ","ਲੀਵਰ, ਲੀਵਰ"
ভাৰ্চুৱেল দোলন,ਵਰਚੁਅਲ ਓਸਿਲੇਸ਼ਨ
"লিডাৰ, লেজাৰ ইনফ্ৰাৰেড ৰাডাৰ","ਲਿਡਰ, ਲੇਜ਼ਰ ਇਨਫਰਾਰੈੱਡ ਰਾਡਾਰ"
"জীৱন, বয়স","ਜੀਵਨ, ਉਮਰ"
"lift, উত্তোলন","ਚੁੱਕੋ, ਚੁੱਕੋ"
মুক্তিৰ মুহূৰ্ত,ਛੁਟਕਾਰਾ ਪਲ
"চুটি,পোহৰ,মূক,চুটি,চুটি,৬পোহৰ","ਛੋਟਾ, ਹਲਕਾ, ਮੱਧਮ, ਛੋਟਾ, ਛੋਟਾ, 6 ਰੋਸ਼ਨੀ"
"temperate., পোহৰ ওলোৱা","ਤਪਸ਼., ਰੋਸ਼ਨੀ"
বিজুলী,ਬਿਜਲੀ
পোহৰ বছৰ আলোকবৰ্ষ,ਪ੍ਰਕਾਸ਼ ਸਾਲ ਪ੍ਰਕਾਸ਼ ਸਾਲ
"সমজাতীয়, সমজাতীয়, সমজাতীয়","ਸਮਰੂਪ, ਸਮਰੂਪ, ਸਮਰੂਪ"
"সীমা, প্ৰান্তীয়","ਸੀਮਾ, ਸੀਮਾ"
"সীমা, সীমা, চৰম","ਸੀਮਾ, ਸੀਮਾ, ਸੀਮਾ"
বৰ্তমানৰ সীমা,ਮੌਜੂਦਾ ਸੀਮਾ
"ৰেখা, ৰেখা, উপবৃত্তাকাৰ","ਰੇਖਾ, ਰੇਖਾ, ਅੰਡਾਕਾਰ"
"ৰৈখিক, ৰৈখিক, ৰৈখিক","ਰੇਖਿਕ, ਰੇਖਿਕ, ਰੇਖਿਕ"
ৰৈখিককৰণ,ਰੇਖਿਕਕਰਨ
"একাগ্ৰতা, ৰৈখিকতা","ਇਕਸਾਰਤਾ, ਰੇਖਿਕਤਾ"
"এককভাৱে, ৰৈখিকভাৱে","ਇਕੱਲੇ, ਰੇਖਿਕ ਤੌਰ &#39;ਤੇ"
ৰেখা বিভৱ,ਲਾਈਨ ਸੰਭਾਵੀ
ৰৈখিক অসম্পূৰ্ণতা,ਰੇਖਿਕ ਅਪੂਰਣਤਾ
ষ্ট্ৰ&#39;ক লাইন,ਸਟਰੋਕ ਲਾਈਨ
ৰৈখিক বৰ্ণালী,ਰੇਖਿਕ ਸਪੈਕਟ੍ਰਮ
লাইন ভল্টেজ,ਲਾਈਨ ਵੋਲਟੇਜ
"বন্ধন, ডোঙা, শৃংখল, গ্ৰন্থি, লিংক","ਬੰਧਨ, ਸਤਰ, ਚੇਨ, ਗਲੈਂਡ, ਲਿੰਕ"
তৰলীকৰণ,ਤਰਲਤਾ
তৰলীকৃত,ਤਰਲ
তৰলীকৃত,ਤਰਲ
জুলীয়া,ਤਰਲ
তৰল পদাৰ্থৰ জলাশয়,ਤਰਲ ਭੰਡਾਰ
তৰল স্ফটিক,ਤਰਲ ਕ੍ਰਿਸਟਲ
তৰলতা,ਤਰਲਤਾ
তৰল-চালিত ৰকেট,ਤਰਲ-ਪ੍ਰੋਪੇਲਡ ਰਾਕੇਟ
lisaju ফিগাৰ,lisaju ਅੰਕੜੇ
"তালিকা, তালিকা","ਸੂਚੀ, ਸੂਚੀ"
"তালিকাভুক্ত কৰা, তালিকাভুক্ত কৰা","ਸੂਚੀਕਰਨ, ਸੂਚੀਕਰਨ"
লেতেৰা,ਕੂੜਾ
লাইভ অনুষ্ঠান,ਲਾਈਵ ਪ੍ਰੋਗਰਾਮ
বৈদ্যুতিক তাঁৰ,ਬਿਜਲੀ ਦੀ ਤਾਰ
"বোজা, বোজা, বোজা, বোজা, বোজা","ਲੋਡ, ਲੋਡ, ਲੋਡ, ਲੋਡ, ਲੋਡ"
চুম্বক শিল,ਚੁੰਬਕ ਪੱਥਰ
"স্থানীয়, স্থানীয়","ਸਥਾਨਕ, ਸਥਾਨਕ"
স্থানীয় maxwelly,ਸਥਾਨਕ ਮੈਕਸਵੇਲੀ
"স্থান, অৱস্থান, অৱস্থান, অৱস্থান, অৱস্থান","ਟਿਕਾਣਾ, ਟਿਕਾਣਾ, ਟਿਕਾਣਾ, ਟਿਕਾਣਾ, ਟਿਕਾਣਾ"
বান্ধ খাই থকা দোষ,ਬੰਨ੍ਹਿਆ ਨੁਕਸ
"তালাক, চালান","ਤਲਾਕ, ਖੇਪ"
"locus, লোকাছ","ਟਿਕਾਣਾ, ਟਿਕਾਣਾ"
চুম্বক শিল,ਚੁੰਬਕ ਪੱਥਰ
লগাৰিদমিক,ਲਘੂਗਣਕ
তর্ক শাস্ত্র,ਤਰਕ
যুক্তিসংগত,ਵਾਜਬ
"লজিষ্টিক, অপাৰেচন বিজ্ঞান","ਲੌਜਿਸਟਿਕਸ, ਓਪਰੇਸ਼ਨ ਸਾਇੰਸ"
লণ্ডন Vanderwaals আকৰ্ষণ,ਲੰਡਨ ਵੈਂਡਰਵਾਲਜ਼ ਆਕਰਸ਼ਣ
দূৰৱৰ্তী সংক্ৰমণ,ਰਿਮੋਟ ਸੰਚਾਰ
"দ্ৰাঘিমাংশ, দ্ৰাঘিমাংশ","ਲੰਬਕਾਰ, ਲੰਬਕਾਰ"
ৰাভিনেচৰ দ্ৰাঘিমাংশ,ਰੇਵਿਨੇਚ ਦਾ ਲੰਬਕਾਰ
"দীৰ্ঘায়িত, দীৰ্ঘায়িত","ਲੰਬਕਾਰੀ, ਲੰਬਕਾਰੀ"
দীঘল স্বৰবৰ্ণ,ਲੰਬੇ ਸਵਰ
"লুপ, লুপ, লুপ (সম্পা.), লুপ (v.), প্ৰসন্দ","ਲੂਪ, ਲੂਪ, ਲੂਪ (ਐਡ.), ਲੂਪ (ਵੀ.), ਪ੍ਰਸਾੰਦ"
শিথিলভাৱে বান্ধি থোৱা,ਢਿੱਲੀ ਬੰਨ੍ਹ
"বিৰলভাৱে পেক কৰা, পেক কৰা","ਬਹੁਤ ਘੱਟ ਪੈਕ, ਪੈਕ"
লৰেণ্টৰ ফিটজেৰাল্ডৰ সংকোচন,ਲੌਰੇਂਟ ਦਾ ਫਿਜ਼ਗੇਰਾਲਡ ਸੰਕੁਚਨ
ক্ষতি মুক্ত লাইন,ਨੁਕਸਾਨ ਮੁਕਤ ਲਾਈਨ
ক্ষয়প্ৰাপ্ত ডাইলেক্ট্ৰিক,ਸੜਿਆ dielectric
শক্তি,ਤਾਕਤ
"কম চাপৰ অঞ্চল, বিষণ্ণতা","ਘੱਟ ਦਬਾਅ ਖੇਤਰ, ਉਦਾਸੀ"
"অৱজ্ঞা, নিম্ন","ਨਫ਼ਰਤ, ਨੀਵਾਂ"
"সৰ্বনিম্ন, আটাইতকৈ সৰু","ਸਭ ਤੋਂ ਘੱਟ, ਸਭ ਤੋਂ ਛੋਟਾ"
