Hindi,Tamil
चरागाह प्रबंध,வரம்பு மேலாண்மை
त्वरित ग्रामीण आकलन (आर आर ए),விரைவான கிராமப்புற மதிப்பீடு (ஆர்ஆர்ஏ)
राशन,ரேஷன்
"रतून, पेड़ी",ரட்டூன்
पेड़ी सस्यन,ரட்டூன் பயிர்
"फसल कटाई यंत्र, फसल कर्तक",அறுவடை
दुःसाध्य बीज,மறுபரிசீலனை விதை
प्रतिसार कृषि,மந்தநிலை விவசாயம்
प्रतिसार प्रावस्था,மந்தநிலை கட்டம்
अप्रभावी,பின்னடைவு
"पुनर्भरण, पुनःपूरण",மீள்நிரப்பு
पारस्परिक जीन,பரஸ்பர மரபணுக்கள்
उद्धारित भूमि,மீட்டெடுக்கப்பட்ட நிலம்
पुनः संयोजक,மறுசீரமைப்பு
पुनः संयोजक डीएनए प्रौद्योगिकी,மறுசீரமைப்பு டி.என்.ஏ தொழில்நுட்பம்
पुनर्योजन,மறுசீரமைப்பு
"पुनरेक, रेकॉन",மறுபரிசீலனை செய்யுங்கள்
आवीक्षी सर्वेक्षण,உளவு ஆய்வு
पुनरावर्ती जनक,தொடர்ச்சியான பெற்றோர்
पुनःउपयोगी अविशष्ट,மறுசுழற்சி செய்யக்கூடிய கழிவு
लाल शैवाल,சிவப்பு ஆல்கா
लुप्तप्राय जीवों की सूची,சிவப்பு தரவு புத்தகம்
लाल मृदा,சிவப்பு மண்
"रेडॉक्स विभव, अवकरण विभव",ரெடாக்ஸ் ஆற்றல்
लघूकृत नमूना,குறைக்கப்பட்ட மாதிரி
लघूकृत जुताई,குறைக்கப்பட்ட உழவு
अपचायी शर्करा,சர்க்கரையை குறைத்தல்
" अपचयन, अवकरण , लघुकरण",குறைப்பு
संदर्भ फसल,குறிப்பு பயிர்
परावर्तन गुणांक,பிரதிபலிப்பு குணகம்
परावर्तन,பிரதிபலிப்பு
प्रतिवर्ती पुंकेसर,ரிஃப்ளெக்ஸ் ஸ்டேமன்
अपवर्तन सूचकांक,ஒளிவிலகல்
अपवर्तनमापी,ரிஃப்ராக்டோமீட்டர்
"पुनर्जनन, पुनरुद्भवन",மீளுருவாக்கம்
पंजीकृत बीज,பதிவுசெய்யப்பட்ட விதை
आवरण प्रस्तर,ரெகோலித்
समाश्रयण,பின்னடைவு
समाश्रयण गुणांक,பின்னடைவு குணகம்
नियामक जीन,சீராக்கி மரபணு
सापेक्ष फसल सघनता सूचकांक,உறவினர் பயிர்-தீவிரம் அட்டவணை
सापेक्ष सघनता गुणांक (के),உறவினர் கூட்டக் குணகம் (கே)
