Marathi,Kannada
"1. मुखवटा, 2. बुरखा, 3. बुरखा","1.ಮುಖವಾಡ, 2.ಮುಸುಕು, 3.ಮುಸುಕು"
"1. कव्हर बिट, 2. कव्हर बिट, 3. मास्क दुहेरी अंक","1. ಕವರ್ ಬಿಟ್, 2. ಕವರ್ ಬಿಟ್, 3. ಮುಖವಾಡ ಎರಡು ಅಂಕೆಗಳು"
मास्क प्रोग्राम करण्यायोग्य डिव्हाइस,ಮಾಸ್ಕ್ ಪ್ರೊಗ್ರಾಮೆಬಲ್ ಸಾಧನ
कव्हर रजिस्टर,ಕವರ್ ರಿಜಿಸ್ಟರ್
"1. कव्हर रॉम, 2. कव्हर रॉम","1. ಕವರ್ ರಾಮ್, 2. ಕವರ್ ರಾಮ್"
कव्हर,ಕವರ್
प्रचंड डेटा,ಬೃಹತ್ ಡೇಟಾ
"1.मास मेमरी, 2.मास मेमरी","1.ಮಾಸ್ ಮೆಮೊರಿ, 2.ಮಾಸ್ ಮೆಮೊರಿ"
मोठ्या प्रमाणात समांतर,ಬೃಹತ್ ಸಮಾನಾಂತರ
सरदार,ಮುಖ್ಯಸ್ಥ
मास्टर कार्ड,ಮಾಸ್ಟರ್ ಕಾರ್ಡ್
"1.हेड घड्याळ, 2.नियंत्रित घड्याळ","1.ಹೆಡ್ ವಾಚ್, 2. ಕಂಟ್ರೋಲರ್ ವಾಚ್"
मुख्य कन्सोल,ಮುಖ್ಯ ಕನ್ಸೋಲ್
प्राइम डेटा,ಪ್ರಧಾನ ಡೇಟಾ
मुख्य आकृती,ಮಾಸ್ಟರ್ ರೇಖಾಚಿತ್ರ
मास्टर फाइल,ಮಾಸ್ಟರ್ ಫೈಲ್
प्रमुख गट,ಪ್ರಮುಖ ಗುಂಪು
गुरुकिल्ली,ಮುಖ್ಯ ಕೀ
मुख्य लायब्ररी टेप्स,ಮುಖ್ಯ ಗ್ರಂಥಾಲಯದ ಟೇಪ್‌ಗಳು
प्राइम प्रोसेसर,ಪ್ರಧಾನ ಪ್ರೊಸೆಸರ್
प्रमुख कार्यक्रम,ಪ್ರಮುಖ ಕಾರ್ಯಕ್ರಮ
मुख्य केंद्र,ಮುಖ್ಯ ಕೇಂದ್ರ
"1.मास्टर टेप, 2.मास्टर टेप","1.ಮಾಸ್ಟರ್ ಟೇಪ್, 2.ಮಾಸ್ಟರ್ ಟೇಪ್"
"1.प्रिन्सिपल टर्मिनल, 2.मुख्य टर्मिनल","1.ಪ್ರಧಾನ ಟರ್ಮಿನಲ್, 2.ಮುಖ್ಯ ಟರ್ಮಿನಲ್"
मुख्य अधीनस्थ उपकरण,ಪ್ರಧಾನ ಅಧೀನ ಸಾಧನ
मुख्य अधीनस्थ प्रणाली,ಪ್ರಧಾನ ಅಧೀನ ವ್ಯವಸ್ಥೆ
"1. जुळणी, 2. जुळणी, 3. भेट","1. ಪಂದ್ಯ, 2. ಪಂದ್ಯ, 3. ಭೇಟಿ"
जुळणे,ಹೊಂದಾಣಿಕೆ
गणितीय प्रोग्रामिंग,ಗಣಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
गणितीय अनुकरण,ಗಣಿತದ ಸಿಮ್ಯುಲೇಶನ್
"1.मॅट्रिक्स, 2.मॅट्रिक्स","1.ಮಾತೃಕೆ, 2.ಮಾತೃಕೆ"
"1.मॅट्रिक्स प्रिंटर, 2.मॅट्रिक्स प्रिंटर","1.ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2.ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್"
मॅट्रिक्स स्विच,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸ್ವಿಚ್
मॅट्रिक्स सारणी,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಟೇಬಲ್
मॅक्सी संगणक,ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್
मॅक्सी संगणक,ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್
शिखर घटक,ಗರಿಷ್ಠ ಅಂಶ
योगपॅड,ಯೋಗಪ್ಯಾಡ್
मॅक्सवेल डेमन,ಮ್ಯಾಕ್ಸ್ವೆಲ್ ಡ್ಯಾಮನ್
"1.मीन, 2.मीन","1.ಅರ್ಥ, 2.ಅರ್ಥ"
म्हणजे पुनर्प्राप्ती वेळ,ಅಂದರೆ ಚೇತರಿಕೆಯ ಸಮಯ
अपयश म्हणजे वेळ,ವೈಫಲ್ಯ ಎಂದರೆ ಸಮಯ
अयशस्वी सरासरी वेळ (m t b f),ವೈಫಲ್ಯ ಸರಾಸರಿ ಸಮಯ (m t b f)
म्हणजे अपयशाची वेळ,ವೈಫಲ್ಯದ ಸಮಯ ಎಂದರ್ಥ
दुरुस्ती सरासरी वेळ,ದುರಸ್ತಿ ಸರಾಸರಿ ಸಮಯ
सुधारणा सरासरी वेळ (MTTR),ತಿದ್ದುಪಡಿ ಸರಾಸರಿ ಸಮಯ (MTTR)
मीडियम स्केल इंटिग्रेशन (MSI),ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (MSI)
मध्यम एकत्रीकरण (MSI),ಮಧ್ಯಮ ಏಕೀಕರಣ (MSI)
मीन टर्म स्टोरेज डिव्हाइस,ಸರಾಸರಿ ಪದ ಸಂಗ್ರಹ ಸಾಧನ
मेगा बिट प्रति सेकंद (Mbps),ಮೆಗಾ ಬಿಟ್ ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ (Mbps)
घटक ऑब्जेक्ट,ಘಟಕ ವಸ್ತು
घटक रेकॉर्ड,ಘಟಕ ದಾಖಲೆ
"1.मेमरी, 2.मेमरी","1.ನೆನಪು, 2.ನೆನಪು"
"1.मेमरी अॅरे, 2.मेमरी अॅरे","1.ಮೆಮೊರಿ ಅರೇ, 2.ಮೆಮೊರಿ ಅರೇ"
"1. मेमरी फंड, 2. मेमरी बँक","1. ಮೆಮೊರಿ ಫಂಡ್, 2. ಮೆಮೊರಿ ಬ್ಯಾಂಕ್"
"1.मेमरी बफर रजिस्टर, 2.मेमरी बफर रजिस्टर","1.ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್"
"1.मेमरी बस, 2. मेमरी बस","1.ಮೆಮೊರಿ ಬಸ್, 2. ಮೆಮೊರಿ ಬಸ್"
मेमरी कार्ड,ಮೆಮೊರಿ ಕಾರ್ಡ್
मेमरी सेल,ಮೆಮೊರಿ ಕೋಶ
स्मृती भ्रंश,ಮರೆವು
"1.मेमरी कोर, 2.मेमरी कोर","1.ಮೆಮೊರಿ ಕೋರ್, 2.ಮೆಮೊರಿ ಕೋರ್"
स्मृती चक्र,ಮೆಮೊರಿ ಚಕ್ರ
"1.मेमरी डेटा रजिस्टर, 2.मेमरी डेटा रजिस्टर","1.ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್"
"1.मेमरी डंप,2.मेमरी डंप","1.ಮೆಮೊರಿ ಡಂಪ್, 2.ಮೆಮೊರಿ ಡಂಪ್"
"1.मेमरी एक्सचेंज, 2.मेमरी एक्सचेंज","1.ಮೆಮೊರಿ ಎಕ್ಸ್ಚೇಂಜ್, 2.ಮೆಮೊರಿ ಎಕ್ಸ್ಚೇಂಜ್"
"1.मेमरी पदानुक्रम, 2.मेमरी पदानुक्रम","1.ಸ್ಮೃತಿ ಕ್ರಮಾನುಗತ, 2.ಮೆಮೊರಿ ಶ್ರೇಣಿ"
मेमरी सूचना,ಮೆಮೊರಿ ಸೂಚನೆ
"1.मेमरी व्यवस्थापन, 2.मेमरी व्यवस्थापन","1.ಮೆಮೊರಿ ಮ್ಯಾನೇಜ್ಮೆಂಟ್, 2.ಮೆಮೊರಿ ಮ್ಯಾನೇಜ್ಮೆಂಟ್"
"1.मेमरी नकाशा, 2.मेमरी नकाशा","1.ಮೆಮೊರಿ ಮ್ಯಾಪ್, 2.ಮೆಮೊರಿ ಮ್ಯಾಪ್"
"1. मेमरी मॅप केलेले आउटपुट, 2. इनपुट, 3. मेमरी मॅप केलेले I/O","1. ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ ಔಟ್‌ಪುಟ್, 2. ಇನ್‌ಪುಟ್, 3. ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ I/O"
"1.मेमरी मॉडेल, 2.मेमरी मॉडेल, 3.मेमरी मॉडेल","1.ಮೆಮೊರಿ ಮಾಡೆಲ್, 2.ಮೆಮೊರಿ ಮಾಡೆಲ್, 3.ಮೆಮೊರಿ ಮಾಡೆಲ್"
"1.मेमरी मॉड्यूल, 2.मेमरी मॉड्यूल","1.ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್, 2.ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್"
"1.मेमरी इंडेक्स रजिस्टर, 2.मेमरी इंडेक्स रजिस्टर","1.ಮೆಮೊರಿ ಇಂಡೆಕ್ಸ್ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಇಂಡೆಕ್ಸ್ ರಿಜಿಸ್ಟರ್"
स्मृती शक्ती,ನೆನಪಿನ ಶಕ್ತಿ
मेमरी संरक्षण,ಮೆಮೊರಿ ರಕ್ಷಣೆ
"1.मेमरी संदर्भ सूचना, 2.मेमरी संदर्भ सूचना","1.ಮೆಮೊರಿ ರೆಫರೆನ್ಸ್ ಸೂಚನೆ, 2.ಮೆಮೊರಿ ರೆಫರೆನ್ಸ್ ಸೂಚನೆ"
"1.मेमरी प्रोग्राम, 2.मेमरी प्रोग्राम","1.ಮೆಮೊರಿ ಪ್ರೋಗ್ರಾಂ, 2.ಮೆಮೊರಿ ಪ್ರೋಗ್ರಾಂ"
"1.मेमरी युनिट, 2.मेमरी युनिट","1.ಮೆಮೊರಿ ಯೂನಿಟ್, 2.ಮೆಮೊರಿ ಯೂನಿಟ್"
मेनू,ಮೆನು
मेनू बार,ಮೆನು ಬಾರ್
मेनू चालवलेला,ಮೆನು ಚಾಲಿತ
मेनू निवड,ಮೆನು ಆಯ್ಕೆ
मुख्य-चालित कार्यक्रम,ಮುಖ್ಯ ಚಾಲಿತ ಕಾರ್ಯಕ್ರಮ
"1.निहित, 2.विलीन","1.ಅಂತರ್ಗತ, 2.ವಿಲೀನ"
विलीनीकरण एक्सचेंज क्रमवारी,ವಿಲೀನ ವಿನಿಮಯ ವಿಂಗಡಣೆ
"1. वर्गीकरण विलीनीकरण, 2. कॅटलॉग निवड","1. ವಿಲೀನವನ್ನು ವಿಂಗಡಿಸುವುದು, 2. ಕ್ಯಾಟಲಾಗ್ ಆಯ್ಕೆ"
"1. विलीनीकरण, 2. विलीनीकरण","1. ವಿಲೀನ, 2. ವಿಲೀನ"
जाळीचे जाळे,ಜಾಲರಿ ಜಾಲ
संदेशवहन,ಸಂದೇಶ ಕಳುಹಿಸುವಿಕೆ
संदेश,ಸಂದೇಶ
संदेश प्रमाणीकरण,ಸಂದೇಶ ದೃಢೀಕರಣ
संदेश सेल,ಸಂದೇಶ ಕೋಶ
संदेश सर्किट,ಸಂದೇಶ ಸರ್ಕ್ಯೂಟ್
संदेश स्वरूप,ಸಂದೇಶ ಸ್ವರೂಪ
संदेश शीर्षलेख,ಸಂದೇಶದ ಹೆಡರ್
संदेश मोड,ಸಂದೇಶ ಮೋಡ್
संदेशवहन,ಸಂದೇಶ ಕಳುಹಿಸುವಿಕೆ
"1.संदेश वर्गीकरण, 2.संदेश वर्गीकरण","1.ಸಂದೇಶ ವಿಂಗಡಣೆ, 2.ಸಂದೇಶ ವಿಂಗಡಣೆ"
संदेश ओळ,ಸಂದೇಶ ಸಾಲು
संदेश स्विच,ಸಂದೇಶ ಸ್ವಿಚ್
संदेश मजकूर,ಸಂದೇಶ ಪಠ್ಯ
संदेश हस्तांतरण एजंट,ಸಂದೇಶ ವರ್ಗಾವಣೆ ಏಜೆಂಟ್
सुपर असेंबलर,ಸೂಪರ್ ಅಸೆಂಬ್ಲರ್
मेटाक्लास,ಮೆಟಾಕ್ಲಾಸ್
"1. अधिक संकलन, 2. अधिक व्याख्या","1. ಹೆಚ್ಚು ಸಂಕಲನ, 2. ಹೆಚ್ಚು ವ್ಯಾಖ್ಯಾನ"
"1. अधिक दुभाषी, 2. अधिक संकलक","1. ಹೆಚ್ಚು ವ್ಯಾಖ್ಯಾನಕಾರರು, 2. ಹೆಚ್ಚು ಸಂಕಲನಕಾರರು"
बोली,ಉಪಭಾಷೆ
"1.मेटा नेटवर्क, 2.मेटा नेटवर्क","1.ಮೆಟಾ ನೆಟ್‌ವರ್ಕ್, 2.ಮೆಟಾ ನೆಟ್‌ವರ್ಕ್"
हुकूमशाही,ಸರ್ವಾಧಿಕಾರ
प्रक्रिया,ಪ್ರಕ್ರಿಯೆ
मेट्रोपॉलिटन एरिया नेटवर्क (MAN),ಮೆಟ್ರೋಪಾಲಿಟನ್ ಏರಿಯಾ ನೆಟ್‌ವರ್ಕ್ (MAN)
सूक्ष्म,ಸೂಕ್ಷ್ಮ
"1.मायक्रोकोड,2.मायक्रोकोड","1.ಮೈಕ್ರೋಕೋಡ್, 2.ಮೈಕ್ರೋಕೋಡ್"
मायक्रो कॉम्प्युटर,ಮೈಕ್ರೋಕಂಪ್ಯೂಟರ್
सूक्ष्म नियंत्रक,ಸೂಕ್ಷ್ಮ ನಿಯಂತ್ರಕ
सूक्ष्म सायकल,ಸೂಕ್ಷ್ಮ ಚಕ್ರ
मायक्रोइलेक्ट्रॉनिक मेकॅनिकल मेकॅनिझम (MEMS),ಮೈಕ್ರೋಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೆಕ್ಯಾನಿಕಲ್ ಮೆಕ್ಯಾನಿಸಮ್ಸ್ (MEMS)
सूक्ष्म इलेक्ट्रॉनिक्स,ಸೂಕ್ಷ್ಮ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
सूक्ष्म सूक्ष्मीकरण,ಸೂಕ್ಷ್ಮ ಮಿನಿಯೇಟರೈಸೇಶನ್
सूक्ष्म ऑर्डर,ಸೂಕ್ಷ್ಮ ಆದೇಶ
"1.मायक्रो, 2.मेनफ्रेम लिंक","1.ಮೈಕ್ರೋ, 2.ಮೇನ್‌ಫ್ರೇಮ್ ಲಿಂಕ್"
मायक्रो चिप,ಮೈಕ್ರೋ ಚಿಪ್
सूक्ष्म कोबोल,ಸೂಕ್ಷ್ಮ ಕೋಬೋಲ್
सूक्ष्म कोड,ಮೈಕ್ರೋ ಕೋಡ್
"1.मायक्रोफाइल, 2.मायक्रोफिश, 3.मायक्रोफाइल","1.ಮೈಕ್ರೋಫೈಲ್, 2.ಮೈಕ್ರೋಫಿಶ್, 3.ಮೈಕ್ರೋಫೈಲ್"
मायक्रो फ्लॉपी,ಮೈಕ್ರೋ ಫ್ಲಾಪಿ
मायक्रोफॉर्म वाचन यंत्र,ಮೈಕ್ರೋಫಾರ್ಮ್ ಓದುವ ಸಾಧನ
सूक्ष्म फ्रेम,ಸೂಕ್ಷ್ಮ ಚೌಕಟ್ಟು
मायक्रोग्राफिक्स,ಮೈಕ್ರೋಗ್ರಾಫಿಕ್ಸ್
मायक्रोफोन,ಮೈಕ್ರೊಫೋನ್
मायक्रोफोटोग्राफ,ಮೈಕ್ರೋಫೋಟೋಗ್ರಾಫ್
"1.मायक्रोप्रोसेसिंग युनिट, 2.मायक्रोप्रोसेसिंग युनिट","1.ಮೈಕ್ರೊಪ್ರೊಸೆಸಿಂಗ್ ಘಟಕ, 2.ಮೈಕ್ರೊಪ್ರೊಸೆಸಿಂಗ್ ಘಟಕ"
मायक्रोप्रोसेसर,ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್
मायक्रोप्रोसेसर चिप,ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್ ಚಿಪ್
मायक्रोप्रोसेसर दुभाषी,ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್ ಇಂಟರ್ಪ್ರಿಟರ್
मायक्रो प्रोसेसर युनिट (MPU),ಮೈಕ್ರೋ ಪ್ರೊಸೆಸರ್ ಯೂನಿಟ್ (MPU)
"1. मायक्रोप्रोग्राम, 2. मायक्रो प्रोग्राम","1. ಮೈಕ್ರೋಪ್ರೋಗ್ರಾಂ, 2. ಮೈಕ್ರೋ ಪ್ರೋಗ್ರಾಂ"
सूक्ष्म क्रम,ಸೂಕ್ಷ್ಮ ಅನುಕ್ರಮ
मायक्रोसॉफ्ट,ಮೈಕ್ರೋಸಾಫ್ಟ್
मायक्रोसॉफ्ट विंडोज,ಮೈಕ್ರೋಸಾಫ್ಟ್ ವಿಂಡೋಸ್
सूक्ष्म लहर,ಮೈಕ್ರೋವೇವ್
मायक्रो वेव्ह लिंक,ಮೈಕ್ರೋ ವೇವ್ ಲಿಂಕ್
मायक्रोवेव्ह ट्रान्समिशन,ಮೈಕ್ರೋವೇವ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್
मध्यम व्यवस्थापन,ಮಧ್ಯಮ ನಿರ್ವಹಣೆ
"1.मिडलवेअर, 2. मधली भांडी","1.ಮಿಡಲ್‌ವೇರ್, 2. ಮಧ್ಯಮ ಸಾಮಾನು"
मिडी संगणक,ಮಿಡಿ ಕಂಪ್ಯೂಟರ್
मध्यवर्ती बिंदू,ಕೇಂದ್ರ ಬಿಂದು
मध्यक,ಮಧ್ಯಮ
स्थलांतर मार्ग,ವಲಸೆ ಮಾರ್ಗ
प्रति सेकंद दशलक्ष सूचना (MIPS),ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ ಮಿಲಿಯನ್ ಸೂಚನೆಗಳು (MIPS)
मिनी संगणक,ಮಿನಿ ಕಂಪ್ಯೂಟರ್
लहान डिस्केट,ಸಣ್ಣ ಡಿಸ್ಕೆಟ್
"1.लहान कोलन, 2.लिटल ऍश","1.ಸಣ್ಣ ಕೊಲೊನ್, 2.ಲಿಟಲ್ ಅಷ್ಟ್"
किमान उत्पादन,ಕನಿಷ್ಠ ಉತ್ಪನ್ನ
विरळ झाड,ವಿರಳ ಮರ
"1.मिनिमॅक्स अल्गोरिदम, 2.अल्गोरिदम","1.ಮಿನಿಮ್ಯಾಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್, 2.ಅಲ್ಗಾರಿದಮ್"
सूक्ष्मीकरण प्रक्रिया,ಮಿನಿಯೇಟರೈಸೇಶನ್ ಪ್ರಕ್ರಿಯೆ
सर्वात कमी किमतीचे विस्तार झाड,ಕಡಿಮೆ ವೆಚ್ಚದ ವಿಸ್ತರಣೆ ಮರ
"1.कमी लेटन्सी एन्कोडिंग, 2.कमी लेटन्सी कोडिंग","1.ಕಡಿಮೆ ಲೇಟೆನ್ಸಿ ಎನ್‌ಕೋಡಿಂಗ್, 2.ಕಡಿಮೆ ಲೇಟೆನ್ಸಿ ಕೋಡಿಂಗ್"
लहान साधन,ಸಣ್ಣ ಸಾಧನ
"1. गुणाकार, 2. गुणाकार, 3. गुणाकार पद","1. ಗುಣಾಕಾರ, 2. ಗುಣಾಕಾರ, 3. ಗುಣಾಕಾರ ಪದ"
क्रेडीट कार्ड,ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್
क्रेडीट कार्ड,ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್
क्रेडिट क्षेत्र,ಕ್ರೆಡಿಟ್ ಪ್ರದೇಶ
मिरर केलेली डिस्क,ಪ್ರತಿಬಿಂಬಿತ ಡಿಸ್ಕ್
"1. मिरर स्पॉट, 2. फोटोकॉपी, 3. मिरर कॉपी","1. ಮಿರರ್ ಸ್ಪಾಟ್, 2. ಫೋಟೋಕಾಪಿ, 3. ಮಿರರ್ ಕಾಪಿ"
मिश्र मूलांक नोटेशन,ಮಿಶ್ರ ರಾಡಿಕ್ಸ್ ಸಂಕೇತ
मिक्सर,ಮಿಕ್ಸರ್
स्मृतीविषयक,ಸ್ಮರಣಾರ್ಥ
मेमोनिक पत्ता,ಜ್ಞಾಪಕ ವಿಳಾಸ
संस्मरणीय,ಸ್ಮರಣೀಯ
"1.मोबाइल, 2.जंगम","1.ಮೊಬೈಲ್, 2.ಚಲಿಸಬಲ್ಲ"
"1. मोबाईल संगणन, 2. मोबाईल संगणन","1. ಮೊಬೈಲ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2. ಮೊಬೈಲ್ ಕಂಪ್ಯೂಟಿಂಗ್"
"1.मॉडेल, 2.मॉडेल","1.ಮಾದರಿ, 2.ಮಾದರಿ"
मोडलेस संपादक,ಮಾದರಿಯಿಲ್ಲದ ಸಂಪಾದಕ
"1. मॉडेलिंग, 2. मॉडेलिंग","1. ಮಾಡೆಲಿಂಗ್, 2. ಮಾಡೆಲಿಂಗ್"
मोडेम,ಮೋಡೆಮ್
"1.साधारण, 2.सामान्य, 3.सामान्य","1.ಸರಳ ಸರಾಸರಿ, 2.ಸಾಮಾನ್ಯ, 3.ಸರಾಸರಿ"
