Malayalam,Hindi
ക്വാണ്ടിറ്റേറ്റീവ് അനന്തരാവകാശം,मात्रात्मक वंशागति
ക്വാണ്ടം വിത്ത്,क्वांटम बीज
ക്വാറന്റീൻ,संगरोध
കപ്പല്വിലക്ക് കീടങ്ങൾ,संगरोध पीड़क
ക്വാർട്സ്,स्फटिक
ദ്രുത പരിശോധന,त्वरित परीक्षण
രസതന്തം,प्रशांति
ക്വിസ്സെന്റ് സെന്റർ,प्रशांत केंद्र
കാട,बटेर
രാജ്ഞി തേനീച്ച,रानी मधुमक्खी
R മൂല്യം,आर मान
റാബി (വിന്റർ) വിള,रबी फसल
റേസ്മെ,असीमाक्ष
വികിരണം,विकिरण
റാഡിക്കിക്കിറ്റി,मूलांकुर
റേഡിയോ ആക്റ്റിവിറ്റി,"रेडियोधर्मिता, विकिरणशीलता"
റേഡിയോബയോളജി,"विकिरण जैविकी, विकिरण जीव विज्ञान"
റേഡിയോമുനോഷോ അസ്,विकिरण प्रतिरक्षी आमापन
റേഡിയോസോടോട്ട,रेडियोधर्मी समस्थानिक
മഴവെള്ള സംഭരണം,वर्षी जल संग्रहण
റെയിൻബോ വിപ്ലവം,इंद्रधनुषी क्रांति
മഴപാലം,वर्षा
മഴ പെയ്യുന്നു,"बारानी, वर्षा आश्रित"
മഴ ഗേജ്,वर्षामापी
മഴക്കാലം,"वर्षा ऋतु, बरसात"
കിടക്ക ഉയർത്തി,उत्थित क्यारी
ചാഞ്ചറിംഗ്,"रैंचन, पशु-संबंधी उद्यम"
അശ്രദ്ധ,"विकृतगन्धिता, खटवास"
ക്രമരഹിതമായ ആംപ്ലിഫൈഡ് പോളിമോർഫിക്,यादृच्छिक प्रवर्धित बहुरूपी
ക്രമരഹിതമായ സാമ്പിൾ,यादृच्छिक नमूना
ക്രമരഹിതമായ,यादृच्छिकीकरण
ക്രമരഹിതമായ ബ്ലോക്ക് ഡിസൈൻ,यादृच्छिक ब्लॉक डिजाइन
ശ്രേണി (സ്ഥിതിവിവരക്കണക്കുകൾ),श्रेणी (सांख्यिकी)
രംഗലാന്റ്,चरागाह
പരിധി മാനേജ്മെന്റ്,चरागाह प्रबंध
ദ്രുത ഗ്രാമീണ വിലയിരുത്തൽ (rrra),त्वरित ग्रामीण आकलन (आर आर ए)
ക്ലിപ്തപ്പെടുത്തുക,राशन
അവറ്ററൂൺ,"रतून, पेड़ी"
റാറ്റൂൺ ക്രോപ്പിംഗ്,पेड़ी सस्यन
റീപ്പർ,"फसल कटाई यंत्र, फसल कर्तक"
വീണ്ടും കണക്കാക്കുക,दुःसाध्य बीज
മാന്ദ്യം,प्रतिसार कृषि
മാന്ദ്യം ഘട്ടം,प्रतिसार प्रावस्था
മാന്ദ്യമാണ്,अप्रभावी
റീചാർജ്,"पुनर्भरण, पुनःपूरण"
പരസ്പര ജീനുകൾ,पारस्परिक जीन
വീണ്ടെടുക്കപ്പെട്ട ഭൂമി,उद्धारित भूमि
വീണ്ടും സംയോജിപ്പിക്കുക,पुनः संयोजक
വീണ്ടും സംയോജിപ്പിന് ഡിഎൻഎ ടെക്നോളജി,पुनः संयोजक डीएनए प्रौद्योगिकी
ക്രമീകരണം,पुनर्योजन
റഗൺ,"पुनरेक, रेकॉन"
റിട്ടോനസസ് സർവേ,आवीक्षी सर्वेक्षण
ആവർത്തിച്ചുള്ള രക്ഷകർത്താവ്,पुनरावर्ती जनक
പുനരുപയോഗിക്കാവുന്ന മാലിന്യങ്ങൾ,पुनःउपयोगी अविशष्ट
ചുവന്ന ആൽഗകൾ,लाल शैवाल
ചുവന്ന ഡാറ്റ പുസ്തകം,लुप्तप्राय जीवों की सूची
ചുവന്ന മണ്ണ്,लाल मृदा
സാധ്യതയുള്ള സാധ്യത,"रेडॉक्स विभव, अवकरण विभव"
കുറച്ച സാമ്പിൾ,लघूकृत नमूना
കൃഷി കുറച്ചു,लघूकृत जुताई
പഞ്ചസാര കുറയ്ക്കുന്നു,अपचायी शर्करा
കുറയ്ക്കല്,"अपचयन, अवकरण, लघुकरण"
റഫറൻസ് വിള,संदर्भ फसल
പ്രതിഫലന ഗുണകം,परावर्तन गुणांक
പതിച്ഛായ,परावर्तन
റിഫ്ലെക്സ്ഡ് സ്റ്റമെൻ,प्रतिवर्ती पुंकेसर
അപവർത്തനാങ്കം,अपवर्तन सूचकांक
റിഫ്രാക്ടോമീറ്റർ,अपवर्तनमापी
പുനരുദ്ധാരണ,"पुनर्जनन, पुनरुद्भवन"
രജിസ്റ്റർ ചെയ്ത വിത്ത്,पंजीकृत बीज
റെകോലിത്ത്,आवरण प्रस्तर
പിരിമുറുന്നത്,समाश्रयण
റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,समाश्रयण गुणांक
റെഗുലേറ്റർ ജീൻ,नियामक जीन
ആപേക്ഷിക ക്രോപ്പ്-ഇന്ദ്രവിദഗ്ദ്ധൻ സൂചിക,सापेक्ष फसल सघनता सूचकांक
ആപേക്ഷിക ക്രോണിംഗ് ഗുണകം (കെ),सापेक्ष सघनता गुणांक (के)
ആപേക്ഷിക വളർച്ചാ നിരക്ക് (rgr),सापेक्ष वृद्धि दर (आर जी आर)
ആപേക്ഷിക ഈർപ്പം (RH),सापेक्ष आर्द्रता (आर एच)
ആപേക്ഷിക സ്പ്രെഡ് സൂചിക,सापेक्ष परिसर सूचकांक
ആപേക്ഷിക ജലത്തിന്റെ അളവ്,सापेक्षिक जलांश
ആപേക്ഷിക കള,संबंधित खरपतवार
ആപേക്ഷിക വിളവ് സൂചിക,सापेक्ष उत्पादन सूचकांक
ആപേക്ഷിക വിളവ് ആകെ,कुल सापेक्ष उत्पाद
റിലേ ക്രോപ്പിംഗ്,"क्रमिक सस्यन, अनुपद सस्यन"
ദുരിതാശാസം,उच्चावच (भूमितल)
വിദൂര സംവേദനം,सुदूर संवेदन
പുനരുപയോഗ energy ർജ്ജ സ്രോതസ്സുകൾ,नवीकरणीय ऊर्जा स्रोत
പുതുക്കിപ്പണിയല്,जीर्णोद्धार
തള്ളുന്ന,विकर्षक
റെപ്ലിക്കേഷൻ ഫോർക്ക്,प्रतिकृतियन द्विशाख
പകർപ്പ്,"प्रतिकृतियन, पुनरावृत्ति"
റിപ്പോർട്ടർ ജീൻ,प्रतिवेदक जीन
രാസവളത്തിന്റെ ശേഷിക്കുന്ന പ്രഭാവം,उर्वरक का अवशिष्ट प्रभाव
വളം ശേഷിക്കുന്ന പ്രഭാവം,खाद का अवशिष्ट प्रभाव
ശേഷിക്കുന്ന സോഡിയം കാർബണേറ്റ്,अवशिष्ट सोडियम कार्बोनेट
ശേഷിക്കുന്ന മണ്ണിന്റെ ഫലഭൂയിഷ്ഠത,अवशिष्ट मृदा उर्वरता
അവശിഷ്ടം,अवशिष्ट
ബലഹീനത (വിള),सहनशीलता (फसल)
റിസോഴ്സ്-ഉപയോഗ സൂചികകൾ (റൂയി),संसाधन उपयोग सूचकांक (आर यू आई)
ശ്വസന കെയർ,श्वसन गुणांक
