Bengali,Assamese
স্মৃতি পড়া,স্মৃতিশক্তি পঢ়া
স্মৃতি লেখা,স্মৃতি লিখা
"মেনু, ক্যাটালগ","মেনু, কেটেলগ"
অক্ষীয় সমতল,অক্ষীয় সমতল
নেট,জাল
জাল বিশ্লেষণ,জাল বিশ্লেষণ
জাল প্রবাহ,মেছ ষ্ট্ৰিম
জাল সমীকরণ,মেছ সমীকৰণ
ধাতু,ধাতু
ধাতু বক্স,ধাতুৰ বাকচ
ধাতব ফিল্ম প্রতিরোধক,ধাতুৰ ফিল্ম ৰেজিষ্টৰ
ধাতবকরণ,ধাতৱীকৰণ
মিটার,মিটাৰ
এমএফটিডি (একাধিক টোন ডায়ালিং),এম এফ টি ডি (একাধিক টোন ডায়েলিং)
মো,মো
MIC (মাইক্রোওয়েভ ইন্টিগ্রেটেড সার্কিট),এম আই চি (মাইক্ৰৱেভ ইন্টিগ্ৰেটেড চাৰ্কিট)
মাইকা ক্যাপাসিটর,মাইকা কেপাচিটৰ
MICR,এম আই চি আৰ
সূক্ষ্ম চিহ্ন,সূক্ষ্ম চিহ্ন
মাইক্রোকম্পিউটার,মাইক্ৰ&#39;কম্পিউটাৰ
মাইক্রো কন্ট্রোলার,মাইক্ৰ&#39; নিয়ন্ত্ৰক
মাইক্রো ইলেকট্রনিক্স,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
মাইক্রোফ্যারাড,মাইক্ৰ&#39;ফেৰাড
মাইক্রোফিশ,মাইক্ৰ&#39;ফিছ
মাইক্রো নির্দেশ,মাইক্ৰ&#39; নিৰ্দেশনা
মাইক্রোস্কোপিক অপারেটিং সিস্টেম,মাইক্ৰস্কোপিক অপাৰেটিং চিষ্টেম
সূক্ষ্ম যুক্তি,সূক্ষ্ম যুক্তি
মাইক্রন,মাইক্ৰন
মাইক্রোফোন,মাইক্ৰ&#39;ফোন
মাইক্রোটোনিক প্রভাব,মাইক্ৰ’টনিক প্ৰভাৱ
"মাইক্রোপ্রসেসর, মাইক্রোপ্রসেসর","মাইক্ৰ&#39;প্ৰচেছৰ, মাইক্ৰ&#39;প্ৰচেছৰ"
মাইক্রোপ্রসেসর কোড,মাইক্ৰ&#39;প্ৰচেছৰ ক&#39;ড
মাইক্রো প্রোগ্রাম,মাইক্ৰ&#39; প্ৰগ্ৰেম
"মাইক্রো প্রোগ্রামিং, মাইক্রো প্রোগ্রামিং","মাইক্ৰ&#39; প্ৰগ্ৰেমিং, মাইক্ৰ&#39; প্ৰগ্ৰেমিং"
মাইক্রো সেকেন্ড,মাইক্ৰ&#39; ছেকেণ্ড
মাইক্রো স্ট্রিপ অ্যান্টেনা,মাইক্ৰ&#39; ষ্ট্ৰিপ এন্টেনা
মাইক্রো স্ট্রিপ ট্রান্সমিশন লাইন,মাইক্ৰ&#39; ষ্ট্ৰিপ ট্ৰেন্সমিছন লাইন
"মাইক্রোওয়েভ, মাইক্রোওয়েভ","মাইক্ৰৱেভ, মাইক্ৰৱেভ"
মাইক্রোওয়েভ পরিবর্ধক,মাইক্ৰৱেভ এম্প্লিফায়াৰ
মাইক্রোওয়েভ অ্যান্টেনা,মাইক্ৰৱেভ এন্টেনা
মাইক্রো ওয়েভ লিঙ্ক,মাইক্ৰ&#39; ৱেভ লিংক
মাইক্রোওয়েভ ট্রান্সমিশন উইন্ডো,মাইক্ৰৱেভ ট্ৰেন্সমিছন উইণ্ড&#39;
মাইক্রোওয়েভ টিউব,মাইক্ৰৱেভ টিউব
মধ্য ব্যান্ড পরিসীমা,মিড বেণ্ড ৰেঞ্জ
MIDI (ইন্সট্রুমেন্টাল ডিজিটাল ইন্টারফেস),MIDI (যন্ত্ৰৰ ডিজিটেল আন্তঃপৃষ্ঠ)
মিলার প্রভাব ক্যাপাসিট্যান্স,মিলাৰ ইফেক্ট কেপাচিটেন্স
মিলার ইন্টিগ্রেটর,মিলাৰ ইন্টিগ্ৰেটৰ
মিলার কল বেস,মিলাৰ কল বেচ
মিলার উপপাদ্য,মিলাৰ উপপাদ্য
মিলিমিটার,মিলিমিটাৰ
মিলি অ্যাম্পিয়ার,মিলি এম্পিয়াৰ
মিলি হেনরি,মিলি হেনৰী
মিলম্যানের উপপাদ্য,মিলমেনৰ উপপাদ্য
সংক্ষিপ্তকরণ,চুটি কৰা
সংখ্যালঘু বাহক,সংখ্যালঘু বাহক
সংখ্যালঘু বাহক প্রবাহ,সংখ্যালঘু বাহক ধাৰা
মিনটার্ম,মিনটাৰ্ম
বিয়োগ,বিয়োগ কৰা
এম.পি.এস.,এম.পি.এছ.
মিসলাইনমেন্ট,মিছালাইনমেন্ট
বিমোচন,এবলেচন
মিক্সার,মিক্সাৰ
এমএমইউ (মেমরি ম্যানেজমেন্ট ইউনিট),এম এম ইউ (স্মৃতি ব্যৱস্থাপনা একক)
স্মৃতিসংক্রান্ত,স্মৃতিভ্ৰংশ
চলমান ইলেকট্রন,গতিশীল ইলেক্ট্ৰন
গতিশীলতা,গতিশীলতা
মডেলের বিচ্যুতি,মডাল বিচ্যুতি
মোড,ধৰণ
মডেল,নমুনা
মডেম,মডেম
অপরিবর্তিত ফ্রিকোয়েন্সি মডুলেশন কোডিং,অপৰিৱৰ্তিত কম্পাঙ্ক মডুলেচন ক&#39;ডিং
মডুলার নকশা,মডিউলাৰ ডিজাইন
modulated,মডুলেটেড
মড্যুলেশন,মডুলেচন
মডুলেশন গভীরতা,মডুলেচন গভীৰতা
মড্যুলেশন সূচক,মডুলেচন সূচকাংক
মড্যুলেশন শতাংশ,মডুলেচন শতাংশ
মডিউল,মডিউল
মডুলাস n গুণক,মডুলাছ n বহুগুণক
ক্যালকুলেটর মডুলাস,কেলকুলেটৰ মডুলাছ
অণু,অণু
আবেগ,ইম্পলছ
মনিটর,কাৰোবাৰ ওপৰত চকু ৰখা
একরঙা,একৰঙী
একরঙা প্রদর্শন,একৰঙী প্ৰদৰ্শন
মনোলিথিক (IC),একক (IC)
একক পালস,একক নাড়ী
একীভূত মাল্টিভাইব্রেটর,একস্থিৰ মাল্টিভাইব্ৰেটৰ
অভিন্নতা,একাকাৰীতা
মুরের সূত্র,মূৰৰ নিয়ম
মোর্স কোড,মৰ্চ ক&#39;ড
mosfet,mosfet
অর্থপূর্ণ চরিত্র,অতি অৰ্থপূৰ্ণ চৰিত্ৰ
মাদার বোর্ড,মাদাৰ বৰ্ড
মোটর,মটৰ
মোটর কর্ম,মটৰ ক্ৰিয়া
অভিযুক্তি,আৰোপ কৰা
মাউস,নিগনি
চলমান কুন্ডলি লাউডস্পিকার,চলনশীল কুণ্ডলী লাউডস্পীকাৰ
চলমান মিটার,চলি থকা মিটাৰ
সামপেগ,ছাম্পেগ
এমপিইউ,এম পি ইউ
MSD (সর্বোচ্চ নম্বর),এম এছ ডি (সৰ্বোচ্চ নম্বৰ)
এমএস উইন্ডোজ,এম এছ উইণ্ড’জ
M.T.B.F. (পার্থক্য ব্যর্থতার মধ্যমা),এম.টি.বি.এফ. (পাৰ্থক্য বিফলতাৰ মধ্যমা)
মাল্টিকলাম ক্লিস্ট্রন,বহুস্তম্ভযুক্ত klystron
পলিমার সংযোগকারী,পলিমাৰ সংযোগকাৰী
মাল্টিমিডিয়া,মাল্টিমিডিয়া
মাল্টিমিটার,মাল্টিমিটাৰ
একাধিক ইমিটার ট্রানজিস্টর,একাধিক এমিটাৰ ট্ৰেঞ্জিষ্টৰ
মাল্টিট্রেসিং,মাল্টিট্ৰেচিং
যোগ্যতা,merit
গুণক,বহুগুণক
বহু সম্পদ,বহু সম্পদ
মাল্টিপ্রোগ্রামিং,মাল্টিপ্ৰগ্ৰেমিং
একাধিক পরিসীমা,একাধিক পৰিসৰ
বহুপদী পরিবর্ধক,বহুপদ পৰিবৰ্ধক
multifunction,বহুকাৰ্য্যকৰী
নিঃশব্দ,নিঃশব্দ
পারস্পরিক বৈশিষ্ট্য,পাৰস্পৰিক বৈশিষ্ট্য
পারস্পরিক পরিবাহিতা,পাৰস্পৰিক পৰিবাহীতা
