Gujarati,English
કોપ્લાનર ગતિ,plane motion
પ્રક્ષેપણ વિમાન,plane of projection
સૂચના માળખું,plane of reference
સમપ્રમાણતા વિમાન,plane of symmetry
ગ્રહ,planet
કૃત્રિમ પ્રભામંડળ,planetarium
ગ્રહોની ગતિ,planetary motion
ગ્રહોની સિસ્ટમ,planetary system
પ્લેન ત્રિકોણમિતિ,plane trigonometry
વિમાન તરંગ,plane wave
આયોજન ક્ષિતિજ,planning horizon
પ્લાઝમા,plasma
"લવચીક, પ્લાસ્ટિક",plastic
સપાટ ઝોક,platykurtic curve
સપાટતા,platykurtosis
"પ્લોટ, વિસ્તાર, પ્લોટ, પ્લોટ",plot
કાવતરું કર્યું,plotted
પ્લોટ કરેલ આવર્તન વિતરણ,plotted frequency distribution
કાવતરાખોર,plotter
મુસદ્દો,plotting
વળાંક કાવતરું,plotting of curve
"વત્તા, પૈસા",plus
"વત્તા-સ્વરૂપ, વત્તા-સ્વરૂપ",plus formula
અનંત બિંદુ,point at infinity
બિંદુ અંદાજ,point estimate
બિંદુ અંદાજ,point estimation
બિંદુ સમૂહ,point mass
ક્લસ્ટર પોઇન્ટ,point of accumulation
વિશ્લેષણ બિંદુ,point of analyticity
કોમ્પેક્શન પોઈન્ટ,point of condensation
ઘટના બિંદુ,point of incidence
અનંત વિરામ બિંદુ,point of infinite discontinuity
આંતરછેદ બિંદુ,point of intersection
બિન-કન્વર્જન્સ બિંદુ,point of non-uniform convergence
પ્રક્ષેપણ બિંદુ,point of projection
સમાન કન્વર્જન્સ બિંદુ,point of uniform convergence
બિંદુ સ્થિતિ,point open topology
બિંદુ સમૂહ,point set
બિંદુ સ્ત્રોત,point source
બિંદુ બંધ,pointwise closed
બિંદુ કન્વર્ટર,pointwise closure
બિંદુ કન્વર્જન્સ,pointwise convergence
બિંદુ અસંતુલિત કાર્ય,pointwise discontinuous function
બિંદુ સ્થિતિ,pointwise topology
પોઈસન વિતરણ આગમન,Poisson arrival
ઝેર અભિન્ન,Poisson integral
પોઈસનની સમસ્યા,Poisson problem
ઝેરનું વિતરણ,Poisson's distribution
ઝેરનું સમીકરણ,Poisson's equation
પોઈસનનું અભિન્ન સૂત્ર,Poisson's integral formula
"ધ્રુવીય, ધ્રુવીય",polar
ધ્રુવીય કોણ,polar angle
ધ્રુવીય ધરી,polar axis
ધ્રુવીય ટોપી,polar cap
ધ્રુવીય કોઓર્ડિનેટ્સ,polar coordinate
પૃથ્વીની ધ્રુવીય ત્રિજ્યા,polar radius of earth
"ધ્રુવ, અનંત, કનેક્ટર, ધ્રુવ",pole
n-શક્તિ અનંત,pole of order-n
"વેવ હેડ, વેવફ્રન્ટ પોલ",pole of wave front
ધ્રુવ વિત્રિયા,pole singularity
નીતિ જગ્યા,policy-space
નીતિ ચલ,policy variables
પોલી વિતરણ,Polya's distribution
બહુકોણ,polygon
બળ બહુકોણ,polygon of forces
"વેક્ટર બહુકોણ, વેક્ટર બહુકોણ",polygon of vectors
"બહુહેડ્રલ, બહુહેડ્રલ",polyhedral
બહુવિધ સંસ્થાઓ,polyhedral body
બહુહેડ્રોન,polyhedron
બહુપદી,polynomial
બહુપદી અભિવ્યક્તિ,polynomial forms
બહુપદી કાર્ય,polynomial function
બહુપદી પ્રક્ષેપ,polynomial interpolation
બહુપદી રીગ્રેસન,polynomial regression
બહુપદી ઉકેલ,polynomial solution
બહુપદી પ્રમેય,polynomial theorem
વર્તુળ હિટ,polytrope
સંયુક્ત અંદાજ,pooled estimate
"વસ્તી, સંખ્યા, વસ્તી, વસ્તી",population
"વસ્તી વિતરણ, વસ્તી વિતરણ",population distribution
વસ્તી ગતિશીલતા,population dynamics
વસ્તીનો અર્થ,population mean
વસ્તી પરિમાણ,population parameter
વસ્તી રીગ્રેસન ગુણાંક,population regression coefficient
વસ્તી નમૂના,population sampling
વસ્તી તફાવત,population variance
સ્થાન કોઓર્ડિનેટ્સ,position coordinates
"સમતુલા સ્થિતિ, સમતુલા સ્થિતિ, સંતુલન સ્થિતિ",position of equilibrium
સ્થિતિ વેક્ટર,position vector
"હકારાત્મક, પૈસા, હકારાત્મક, હકારાત્મક",positive
પૈસાનો કોણ,positive angle
હકારાત્મક વિસ્તાર,positive areas
સકારાત્મક જોડાણ,positive association
હકારાત્મક લક્ષણ,positive attribute
હકારાત્મક શંકુ,positive cone
સકારાત્મક સંબંધ,positive correlation
હકારાત્મક ચોક્કસ એકરૂપતા,positive definite form
હકારાત્મક ચોક્કસ કાર્ય,positive definite function
હકારાત્મક ચોક્કસ મેટ્રિક્સ,positive definite matrix
હકારાત્મક નિશ્ચિત ચતુર્ભુજ ચતુર્ભુજ,positive definite quadratic form
હકારાત્મક રેખીય કાર્ય,positive linear functional
સકારાત્મક સંબંધ,positively related
હકારાત્મક અભિન્ન,positive semidefinite
હકારાત્મક સ્પષ્ટ સહસંબંધ,positive serial correlation
સકારાત્મક પ્રમોશન,positive trend
"સંભાવના, સંભાવના",possibility
"શક્ય, સંભવિત",possible
જવાબની સંભાવના,posterior probability
જવાબ ગુણાકાર,postmultiplication
પોસ્ટ શ્રેષ્ઠ સમસ્યા,post optimality problem
સ્વયંસિદ્ધ,postulate
સ્વયંસિદ્ધ અભિગમ,postulational approach
સંભવિત ઊર્જા,potential energy
સંભવિત કાર્ય,potential function
"શક્તિ, શક્તિ, ક્ષમતા, શક્તિ",power
પાવર વળાંક,power curve
પરીક્ષણ ક્ષમતા કાર્ય,power function of test
સત્તા નિયમ,power law
સેટની સંખ્યા ગણો,power of a set
પરીક્ષણ ક્ષમતા,power of a test
આંકડાકીય પરીક્ષણ ક્ષમતા,power of statistical test
પાવર શ્રેણી વિશ્લેષણ,power series analysis
પાવર શ્રેણી ફેલાવો,power series expansion
પાવર શ્રેણી પદ્ધતિ,power series method
પોઇન્ટિંગ પ્રમેય,Poynting's theorem
પ્રાયોગિક ભૂમિતિ,practical geometry
વ્યવહારુ એકમો,practical unit
"લાગુ ગણિત, પદ્ધતિ",practice
પૂર્વ નિર્દિષ્ટ નંબર,preassigned number
પરીક્ષણની ચોકસાઈ,precision of a test
આગાહી,prediction
આગાહી સમીકરણ,prediction equation
આગાહી અંતરાલ,prediction interval
આગાહી કરનાર,predictor
આગાહી કરનાર કરેક્શન પદ્ધતિ,predictor-corrector method
આગાહી કરનાર સૂત્ર,predictor formula
પૂર્વ-પ્રતિબિંબ,pre-image
"પ્રારંભિક આંકડા, પ્રારંભિક આંકડા",preliminary data प
પ્રારંભિક સર્વે,preliminary survey
વર્તમાન રૂપરેખાંકન,present configuration
"દબાણ, નીપડ",pressure
દબાણ નુકશાન,pressure drop
દબાણ બળ,pressure force
દબાણ ઢાળ,pressure gradient
"કિંમત, કિંમત",price
"કિંમત સૂચકાંક, કિંમત સૂચકાંક",price index
પ્રોટો-ડ્યુઅલ અલ્ગોરિધમ,primal-dual algorithm
