Marathi,Assamese
"नकाशा, नकाशा, नकाशा","মানচিত্ৰ, মানচিত্ৰ, মানচিত্ৰ"
सेटमध्ये मॅपिंग,গোটত মেপিং কৰা
संचांचे मॅपिंग,গোটসমূহৰ মেপিং
किरकोळ संभाव्यता,প্ৰান্তীয় সম্ভাৱনা
गणितीय विश्लेषण,গাণিতিক বিশ্লেষণ
अंकगणित तर्क,গাণিতিক যুক্তি
गणितीय केंद्र,গাণিতিক কেন্দ্ৰ
गणिताची जटिलता,গাণিতিক জটিলতা
गणितीय अर्थशास्त्र,গাণিতিক অৰ্থনীতি
गणितीय अपेक्षा,গাণিতিক প্ৰত্যাশা
गणितीय फॉर्म,গাণিতিক ৰূপ
"गणितीय स्वरूप, गणितीय स्वरूप","গাণিতিক বিন্যাস, গাণিতিক বিন্যাস"
गणितीय ओळख,গাণিতিক পৰিচয়সমূহ
"गणितीय तर्कशास्त्र, गणितीय तर्कशास्त्र","গাণিতিক যুক্তি, গাণিতিক যুক্তি"
गणितीय मॉडेल,গাণিতিক আৰ্হি
गणितीय हेतू,গাণিতিক উদ্দেশ্য
मॅट्रिक्स विकर्णीकरण,মেট্ৰিক্স তিৰ্যকীকৰণ
मॅट्रिक्स व्यस्त,মেট্ৰিক্স বিপৰীত
मॅट्रिक्स उलटा,মেট্ৰিক্স ওলোটা
मॅट्रिक्स पुनरावृत्ती पद्धत,মেট্ৰিক্স পুনৰাবৃত্তিমূলক পদ্ধতি
मॅट्रिक्स पद्धत,মেট্ৰিক্স পদ্ধতি
मॅट्रिक्स गुणाकार,মেট্ৰিক্স গুণন
स्थिरांकांचे मॅट्रिक्स,ধ্ৰুৱকসমূহৰ মেট্ৰিক্স
प्रबळ मॅट्रिक्स,প্ৰধান মেট্ৰিক্স
मॅट्रिक्स ऑपरेटर,মেট্ৰিক্স অপাৰেটৰ
मॅट्रिक्स बहुपद,মেট্ৰিক্স বহুপদ
मॅट्रिक्स प्रिंटिंग,মেট্ৰিক্স প্ৰিন্টিং
मॅट्रिक्स उत्पादन,মেট্ৰিক্স উৎপাদন
कमाल केले,সৰ্বাধিক কৰা হৈছে
"कमाल, कमाल, सर्वोच्च","সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ"
कमाल निरपेक्ष मूल्य,সৰ্বোচ্চ নিৰপেক্ষ মান
कमाल एफ-गुणोत्तर,সৰ্বোচ্চ F-অনুপাত
कमाल क्षमता,সৰ্বোচ্চ সম্ভাৱনা
महालपिष्ठ,মহলপিষ্ঠা
उत्तम निष्कर्ष,মহান সিদ্ধান্ত
फंक्शनची कमाल,ফাংচনৰ সৰ্বোচ্চ
मॅक्सवेल-बोल्ट्समन सांख्यिकी,মেক্সৱেল-বল্টছমেন পৰিসংখ্যা
अर्थ विचलन,গড় বিচ্যুতি
विचलन स्क्वेअर मीन,বিচ্যুতি বৰ্গ গড়
चौरस सरासरी त्रुटी,বৰ্গ গড় ভুল
"सरासरी, सरासरी मूल्य","গড়, গড় মূল্য"
अर्थ प्रमेय,গড় উপপাদ্য
बुडबुडे मोजमाप,বুদবুদযুক্ত জোখ
"मध्यक, मध्य, मध्य, मध्य","মধ্যম, মধ্যম, মধ্যম, মধ্যম"
मध्यकेंद्र,মধ্যম কেন্দ্ৰ
मध्य वक्र,মধ্যম বক্ৰ
मेसोथेलियोमा,মেছ&#39;থেলিঅ&#39;মা
संदेश,বাৰ্তা
"प्रथा, पद्धत","কাষ্টম, পদ্ধতি"
हटविण्याची पद्धत,ডিলিচন পদ্ধতি
उलट पद्धत,ওলোটা পদ্ধতি
पुनरावृत्ती पद्धत,পুনৰাবৃত্তি পদ্ধতি
किमान चौरस,নূন্যতম বৰ্গক্ষেত্ৰ
टॉर्क पद्धत,টৰ্ক পদ্ধতি
समान त्रिकोण पद्धत,একেধৰণৰ ত্ৰিভুজ পদ্ধতি
उतार उतरण्याची पद्धत,ঢাল অৱনমিত পদ্ধতি
संकलन पद्धत,সংকলন পদ্ধতি
अनिर्धारित गुणांक पद्धत,অনিৰ্দিষ্ট সহগ পদ্ধতি
अंतराची लोकसंख्या,দূৰত্বৰ জনসংখ্যা
मेट्रिक प्रणाली,মেট্ৰিক ব্যৱস্থা
मेट्रिक युनिट,মেট্ৰিক একক
सूक्ष्म सिद्धांत,মাইক্ৰ’ তত্ত্ব
मधला,মাজ
मध्यक,মধ্যমীয়া
मध्यवर्ती बिंदू,কেন্দ্ৰীয় বিন্দু
मध्यबिंदू सूत्र,মধ্যবিন্দুৰ সূত্ৰ
किमान बहुपदी,নূন্যতম বহুপদ
किमान सिद्धांत,ন্যূনতম তত্ত্ব
"किमान, सर्वात कमी, सर्वात कमी","নূন্যতম, সৰ্বনিম্ন, সৰ্বনিম্ন"
कमी बिंदू,নিম্ন বিন্দু
किमान बहुपदी,নূন্যতম বহুপদ
किमान फंक्शन,কাৰ্য্যৰ নূন্যতম
लहान चाप,চুটি চাপ
लहान अक्षर,চুটি চিঠি
सीमाबद्ध उपसंच,সীমাবদ্ধ উপগোট
"उणे, कर्ज","বিয়োগ, ঋণ"
वजा चिन्ह,বিয়োগ চিহ্ন
मिश्रित अंश,মিশ্ৰিত ভগ্নাংশ
पर्यायी साधन,বিকল্প যন্ত্ৰ
"मोड, मोड, पद्धत, पद्धत, पद्धत, मोड","ধৰণ, ধৰণ, পদ্ধতি, পদ্ধতি, ব্যৱস্থাপ্ৰণালী, ধৰণ"
"मापांक, मापांक","মডুলাছ, মডুলাছ"
जटिल संख्येचे मॉड्यूलस,জটিল সংখ্যাৰ মডুলাছ
क्षण,মুহূৰ্ত
टॉर्क फंक्शन,টৰ্ক ফাংচন
शक्तीचा क्षण,বলৰ মুহূৰ্ত
वारंवारता-वितरण क्षण,কম্পাঙ্ক-বিতৰণ ক্ষমতা
जडत्वाचा क्षण,জড়তাৰ মুহূৰ্ত
गतीचा क्षण,গতিশীলতা মুহূৰ্ত
आवेग,ইম্পলছ
एक पोस्ट,এটা পোষ্ট
एकल एकत्रीकरण,একক সংহতি
"एकजिनसीपणा, एकरूपता","সমতা, একৰূপতা"
मोनोक्युलर,এককক্ষী
दिशाहीन चढत्या क्रम,একদিশীয় আৰোহী ক্ৰম
