Kannada,Telugu
ಅಂಡಾಕಾರದ,ఓవల్
ಅಂಡಾಕಾರದ ಕಿಟಕಿಯ ಕಿಟಕಿ,ఓవల్ విండో
ಅಂಡಾಶಯದ ಕೋಶಕ,అండాశయ ఫోలికల్
ಅಂಡಾಶಯದ ಕೊಳವೆಯ,అండాశయ గొట్టం
ಅಂಡಾಶಯ,అండాశయ
ಅಂಡಾಶಯ,అండాశయం
ಅಂಡಾಕಾರದ,అండాకారం
ಶೋಷಣೆ,ఓవర్ దోపిడీ
ಒಟ್ಟಾರೆ ಚಯಾಪಚಯ,మొత్తం జీవక్రియ
ಅಧಿಕಪ್ರೌರ್ಯ,అతివ్యాప్తి
ಅಂಡಾಶಯ,అండం
ಅಂಡಾಶಯದ,ఓవిపరస్
ಅಂಡೋತ್ಪತ್ತಿ,అండాశయం
ಅಂಡೋತ್ಪತ್ತಿ,అండోత్సర్గము
ಅಂಡಾಕಾರದ,అండాశయం
ಅಂಡಾಕಾರ,అండం
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,ఆక్సాలిస్
ಆಕ್ಸಲೋಆಸೆಟಿಕ್ ಆಮ್ಲ (ಒಎಎ),Oxపిరితిత్తుల ఆమ్లము
ಉತ್ಕರ್ಷಣ,ఆక్సీకరణ
ಉತ್ಕರ್ಷಣಾತ್ಮಕ,ఆక్సీకరణ ఫాస్ఫోరైలేషన్
ಆಮ್ಲಜನಕ ವಿಘಟಿತ ಕರ್ವ್,ఆక్సిజన్ డిస్సోసియేషన్ కర్వ్
ಆಮ್ಲಜನಕ,ఆక్సిజనేస్
ಆಮ್ಲಜನಕಕ್ಕೆ ಸಂಬಂಧಿಸಿದ,ఆక్సిజనేటెడ్
ಆಮ್ಲಜನಕೀಕರಣ,ఆక్సిజనేషన్
ಆಕ್ಸಿಂಕಿಟಿಕ್ ಕೊಳವೆಯಾಕಾರದ ಗ್ರಂಥಿ,ఆక్సింటిక్ గొట్టపు గ్రంథి
ಆಕ್ಟಿ,ఆక్సిటోసిన్
ಸಿಂಪಿ,ఓస్టెర్
ಒಇಜೋನ್,ఓజోన్
ಓಸೋನ್ ರಂಧ್ರ,ఓజోన్ రంధ్రం
ಓಸೋನ್ ಪದರ,ఓజోన్ పొర
ಪಚಿನೆಮಾ,పచీనేమా
ಕಸ,పాచీటెన్
ಕಪಾಟಿ ಕೋಶ,ప్యాకేజింగ్ సెల్
ಡಿಎನ್‌ಎ ಹೆಲಿಕ್ಸ್ ಪ್ಯಾಕ್ ಮಾಡುವುದು,DNA హెలిక్స్ యొక్క ప్యాగింగ్
ಜೋಡಿಯಾಗಿರುವ ಸಂಪರ್ಕ,జత చేసిన కనెక్షన్
ಪ್ಯಾಲಿಯಂಟೋಲಾಜಿಕಲ್ ಪುರಾವೆಗಳು,పాలియోంటాలజికల్ సాక్ష్యం
ತಾರಗಣಿ ವಿಜ್ಞಾನಿ,పాలియోంటాలజిస్ట్
ತತ್ತ್ವಶಾಸ್ತ್ರ,పాలియోంటాలజీ
ಅಣಕೆಯ,పాలియోసిన్
ಮೆರುಗಿನ,పాలిజోయిక్
ಪಾರೀಯ,పాలిండ్రోమిక్
ಪಾಲಿಂಡ್ರೊಮಿಕ್ ನ್ಯೂಕ್ಲಿಯೊಟೈಡ್ ಅನುಕ್ರಮ,పాలిండ్రోమిక్ న్యూక్లియోటైడ్ సీక్వెన్స్
ತಾಳೆ ಕ್ರೀಸ್,పామ్ క్రీజ్
ತಾಳ್ಮೆ,పాల్మేట్
ತಳಮಳವಾದ ಎಲೆ,పామిలీ కాంపౌండ్ లీఫ్
ಬಡಿತ,పాల్పిటేషన్
ಮೇದೋಜ್ಜೀರಕ ಗ್ರಂಥಿ ದ್ವೀಪ,ప్యాంక్రియాటిక్ ఐలెట్
ಪಂಜರ,పాంగేన్
ಪಂಗು,పన్నస్
ಒಂದು ತರದ ಹಲ್ಲು,పాన్స్పెర్మియా
ಪಥ್ಯ,పాంథెరా
ಪಟೋಥೆನಿಕ್ ಆಮ್ಲ,పాంటోథెనిక్ ఆమ్లం
ಪಟವೆರ್ ಸೊಮ್ನಿಫೆರಮ್,పాపావర్ సోమ్నిఫెరం
ಕಾಗದ,పేపర్ క్రోమాటోగ్రఫీ
ಪತಿಲಿಯೊಯಿಡೀ,పాపిలియోయిడీ
ಒಂದು ಬಗೆಯ ಸಣ್ಣ ಗೀತೆ,పాపిల్లా
ತಿಕ್ಕಲು,పాపిలేట్
ಪಪಸ್,పప్పస్
ಪಾರ್ ಫೋಕಲ್,పార్ ఫోకల్
ಪ್ಯಾರಾ ಸಹಾನುಭೂತಿಯ ವಿಭಾಗ,పారా సానుభూతి డివిజన్
ಮೆರುಗು ಕೇಂದ್ರ,పారాసెంట్రిక్
ವಿರೋಧಾಭಾಸ,పారడాక్సిన్
ಗಾಡಿ,పారాఫిన్
ಒಂದು ಬಗೆಯ ನರ್ತನ,పారాహిప్పస్
ಸಮಾನಾಂತರ ವಿಕಸನ,సమాంతర పరిణామం
ಸಮಾನಾಂತರ ರಕ್ತನಾಳ,సమాంతర సిర
ಸಮಾನಾಂತರ ವಾತಾವರಣ,సమాంతర వెనిషన్
ನಿಯತಾಂಕ ಮೌಲ್ಯ,పారామితి విలువ
ಕಟೋಡಿಯಂ,పారాపోడియం
ಪರಾವಲಂಬಿ,పరాన్నజీవి
ಪರಾವಲಂಬಿ,పరాన్నజీవి
ಪರಾವಲಂಬಿ ಪ್ರಾಣಿ,పరాన్నజీవి జంతువు
ಪರಾವಲಂಬನೆ,పరాన్నజీవి
ಸ್ರವಿಸುವ,పారాసింపథెటిక్
ಪೃಷ್ಠದ,పారాథైరాయిడ్
ಪ್ಯಾರಟೋನಿಕ್ ಚಳುವಳಿ,పారాటోనిక్ ఉద్యమం
ಪರಾವಲಂಬಿ ನ್ಯೂಕ್ಲಿಯಸ್,పారావెంట్రిక్యులర్ న్యూక్లియస్
ಪಾರ,పారాజోవా
ಪತಂಗ,పారాజోవాన్
ಪತಂಗ,పార్భానీ క్రాంటి
ಪಾರದರ್ಶಕ ಕೋಶ,పరేన్చైమా సెల్
ಸ್ರವಿಸುವ,పరేన్చైమాటస్
ಪೋಷಕರ ಜನಸಂಖ್ಯೆ,తల్లిదండ్రుల జనాభా
ಪೋಷಕ,తల్లిదండ్రుల
ಕಶೇರುತದ,ప్యారిటల్
ಪ್ಯಾರೀಟಲ್ ಕೋಶ,ప్యారిటల్ సెల్
ಪರಿಕಲ್ಪದ ಹಾಲೆ,ప్యారిటల్ లోబ్
ಕಟಾ,ప్యారిటల్స్
ಪಾರಿಪ್ಯಾಧಿ,పారిపిన్నేట్
ಪಾರಾಗಲಿ,పరోటిడ్ గ్రంధి
ಪಾರ್ಸ್ ಡಿಸ್ಟಾಲಿಸ್,పార్స్ డిస్టాలిస్
ಪಾರ್ಸ್ ಇಂಟರ್ಮೀಡಿಯಾ,పార్స్ ఇంటర్మీడియా
ಪಾರುಗಾಣುವ,పార్థేనియం
ಪಾಮತಾರ,పార్థినోకార్పీ
ಪಾಕಾಹಾರಿಕೆ,పార్థినోజెనిసిస్
ಭಾಗಶಃ ಒತ್ತಡ,పాక్షిక ఒత్తిడి
ಭಾಗಶಃ ಪ್ರತಿಬಿಂಬ,పాక్షిక ప్రతిబింబం
ನಿರ್ದಿಷ್ಟ ವಿಷಯ,ప్రత్యేక విషయం
ವಿಭಾಗ ಗುಣಾಂಕ,విభజన గుణకం
ಕಾಲ್ನಡಿಮಾ,పాస్కల్
ನಿಷ್ಕ್ರಿಯ ವಿನಾಯಿತಿ,నిష్క్రియాత్మక రోగనిరోధక శక్తి
ಅಂಟಿಸಿದ ಮಾದರಿಯ,అతికించిన నమూనా
ಪಂಜರನೀಕರಣ,పాశ్చరైజేషన్
ಮಂಡಿಬಂದ ಮಂಡಿಚಿಪ್ಪು,పాటెల్లా
ಮಂಡಿಚಿಪ್ಪು ಇಲಿಯಂ,పాటెల్లా ఇలియం
ರೋಗಕಾರಕ,వ్యాధికారక
ರೋಗಕಾರಕ ಬ್ಯಾಕ್ಟೇರಿಯಾ,వ్యాధికారక బాక్టీరియా
ರೋಗಕಾರಕತೆ,వ్యాధికారకత
ರೋಗ ವಿಜ್ಞಾನ,పాథాలజీ
ರೋಗ ವಿಜ್ಞಾನ,పాథాలజీ
ಮಾರ್ಗ,మార్గం
ಮಾರ್ಗ,మార్గం
ಮಾದರಿಯ ಬೆಳವಣಿಗೆ,నమూనా పెరుగుదల
ಪಾದಚಾರಿ ಎಪಿತೀಲಿಯಂ,పేవ్మెంట్ ఎపిథీలియం
ಪವಾಯ,పావో
ಪಿಯರ್ ರಾಗಿ,పియర్ మిల్లెట్
ಮುತ್ತು ಸಿಂಪಿ,పెర్ల్ ఓస్టెర్
ಬುದ್ದಿ,పెక్టేట్
ಪತಂಗಕ ಪಾಲಿಸ್ಯಾಕರೈಡ್,పెక్టిక్ పాలిసాకరైడ్
ಬಣಕ್ಕೆ,పెక్టిక్
ಬಣಕ್ಕೆ,పెక్టిక్
ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ,పెక్టిన్
ಪೆಕ್ಟಿನೇಸ್,పెక్టినేస్
ಕಸಾಯಿಖಾನೆ,పెక్టోరల్ ఫిన్
ಬಟರ್ಯದ ಕವಚ,పెక్టోరల్ కవచం
ಹುಲ್ಲುಗಾವಲನ,పెడిసెల్లెట్
ಗಡಿ,పెడన్కిల్
ಪೀರ್ ಒತ್ತಡ,తోటి ఒత్తిడి
ಪೆಲಾಜಿಕ್ ಮೀನು,పెలాజిక్ చేప
ಗುಸ್ತಿ,పెల్లికిల్
ಶ್ರೋಣಿಯ ಕವಚ,కటి గింకి
ಸೊಂಟ,పెల్విస్
ಸೊಂಟ,పెల్విస్
ಪೆಲಿಕೊಸೌರ್,పెలికోసార్
ಪತಂಗ,పెంగ్విన్
ಪೆನ್ಸಿಲಿನ್ ಪ್ರತಿರೋಧ,పెన్సిలిన్ నిరోధకత
ನಲಿದಾರ,పెన్సిలిన్
ಪೆನಿಸಿಲಿಯಂ ನೊಟಾಟಮ್,పెన్సిలియం నోనాటమ్
ಶಿಶ್ನ ಮಾಂಸ,పురుషాంగం మీటస్
ಶಿಶ್ನ,పురుషాంగం
ಒಂದು ಬಗೆಯ ಕಂತಿನ,పెనులాటా
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಗಾರ,పెంటామెర్
ಅಣಕಗಳ,పెంటామెరోస్
ಪೃಷ್ಠದ,పెంటోస్
ಪಟ,పెపో
ಮೆಣಸು ಚಿಟ್ಟೆ,పెప్పర్డ్ చిమ్మట
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,పెప్సిన్
ಇಳಿಜಾರು,పెప్సినోజెన్
ಒಂದು ಬಗೆಯ ಕೋಶಕ ಕೋಶ,పెప్టిక్ సెల్
ಪೆಪ್ಟೈಡ್ ಬಂಡಿ,పెప్టైడ్ బాండ్
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಲ್ಲಿರುವ,పెప్టిడోగ్లైకాన్
ಪೆಪ್ಟೈಡೊಗ್ಲಿಕನ್ ಮೆಂಬರೇನ್,పెప్టిడోగ్లైకాన్ పొర
ಒಂದು ತರದ ದಳ,పెప్టిడైల్ బదిలీ
ಪರ್ಕ್ಲೋರೇಟ್ ಉಪ್ಪು,పెర్క్లోరేట్ ఉప్పు
ಸ ೦ ಚಾರಿಕೆ,పెరెంటేషన్
ದೀರ್ಘಕಾಲಿಕದ,శాశ్వత
ಕೊರಿಯುವ,పెరియంత్
ಪತಂಗ,పెరిబులమ్
ಪೆರಿಕಾರ್ಡಿಯಲ್ ಸೈನಸ್,పెరికార్డియల్ సైనస్
ಪೃಷ್ಠದ,పెరికార్డియం
ಒಂದು ಬಗೆಯ ಪಾಕ,పెరికార్ప్
ಪಾಕಶಯಿ,పెరిసెంట్రిక్
ಕಸಕ,పెరిసైకిల్
ಗತಕಾಲ,పెరిడెర్మ్
ಪರ್ಕಿಯ,పెరిజినస్
ಪಂಥಿ,పెరిక్యోన్
ಪತಂಗ,పెరిలీమ్ఫ్
ಪಲಾಯನ ಸೈನಸ್,పెరినిరల్ సైనస్
ಪಟನ್ಯ,పెరినూరియం
ಪೆರಿನ್ಯೂಕ್ಲಿಯರ್ ಜಾಗ,పెరిన్యూక్లియర్ స్పేస్
ಅವಧಿ,కాలం
ಅವಧಿ,కాలం
ಆವರ್ತಕ,ఆవర్తన
ಆವರ್ತಕ ಇಂದ್ರಿಯನಿಗ್ರಹ,ఆవర్తన సంయమనం
ಬಾಹ್ಯ ನರಮಂಡಲ,పరిధీయ నాడీ వ్యవస్థ
ಬಾಹ್ಯ ನ್ಯೂಟಿಸ್,పరిధీయ న్యూరిటిస్
ಬಾಹ್ಯ ಪ್ರೋಟೀನ್,పరిధీయ ప్రోటీన్
ಪೆರಿಪ್ಲಾನೆಟಾ ಅಮೆರಿಕಾನಾ,పెరిప్లానేటా అమెరికానా
ಬೇಡಿಬಣ್ಣದ ಸ್ಥಳ,పెరిప్లాస్మిక్ స్థలం
ಪೆರೋವೆ,పెరిస్పెర్మ్
ಒಂದು ಬಗೆಯ ಕಂತು,పెరిస్టాల్సిస్
ಪೆರಿಸ್ಟಾಲ್ಟಿಕ್ ತರಂಗ,పెరిస్టాల్టిక్ వేవ్
ಪೃಷ್ಠದ,పెరిస్టోమ్
ಪಟೋಮಿಯಂ,పెరిస్టోమియం
ಪೃಷ್ಠದ,పెరిటోనియం
ಪೃಥ,పెరిట్రీమ్
ಪೆರಿವಿಸ್ಟೆರಲ್ ಸೈನಸ್,పెరివిసెరల్ సైనస్
ಪರ್ಮಾಫ್ರಾಸ್ಟ್ ಪೋಲಾರ್ ಪ್ರದೇಶ,శాశ్వత ధ్రువ ప్రాంతం
ಪ್ರವೇಶಸಾಧ್ಯತೆ,పారగమ్యత
ಪ್ರವೇಶಸಾಧ್ಯ,పారగమ్య
ಪ್ರವೇಶಸಾಧ್ಯ ಮೇಲ್ಮೈ,పారగమ్య ఉపరితలం
ಪರ್ಮಿಯನ್ ಅವಧಿ,పెర్మియన్ కాలం
ಪೆರಾಕ್ಸೈಡ್ ಜೈವಿಕ ಸಂಶ್ಲೇಷಣೆ,పెరాక్సైడ్ బయోసింథసిస్
ಪೆರಾಟಿಸಿಸಮ್,పెరాక్సిసోమ్
ಪೆರಾಕ್ಸಿಯಾಸೆಟೈಲ್ ನೈಟ್ರೇಟ್ (ಪ್ಯಾನ್),పెళ్ళిరి
ಸತತ,నిరంతర
ಸತತ,నిరంతర
ನಿರಂತರ ಎಲೆ,నిరంతర ఆకు
ವ್ಯಕ್ತಿ,పర్సనల్
ಹೂವನ್ನು ವ್ಯಕ್ತಪಡಿಸಿ,వ్యక్తిత్వ పువ్వు
ಕಸಚೂರಿ,పెర్టుస్సిస్
ಕೀಟ ಪ್ರತಿರೋಧ,తెగులు నిరోధకత
ಕೀಟನಾಶಕ,పురుగుమందు
ಸಾಕ್ಷಿ,పెంపుడు జంతువు
ಪಿಇಟಿ ಬಾಟಲ್,పెట్ బాటిల్
ದಳ,పెటల్
ಪೆಥಿಡಿನ್,పెథిడిన్
ತೊಟ್ಟಿ,పెటియోల్
ಪೆಟ್ರೋ ರಾಸಾಯನಿಕ,పెట్రో-కెమికల్
ಒಂದು ಬಗೆಯ onಷಧ,పెట్రోమైజోన్
ಒಂದು ಬಗೆಯ ಕಂತು,పెటునియా
ಪಶು,Phaeopheceae
ಮಂಜುಗಡ್ಡೆಯ ಭೂತ,ఫేజ్ దెయ్యం
ಪಾರ,ఫేజ్
ಚೂರುಪಾರು,ఫాగోసైట్
ಪಾರದರ್ಶಕ,ఫాగోసైటిక్
ಫಾಗೊಸೈಟಿಕ್ ತಡೆಗೋಡೆ,ఫాగోసైటిక్ అవరోధం
ಚಮತ್ಕಾರದ ನಿರ್ವಾತ,ఫాగోసైటిక్ వాక్యూల్
ಚೂರುಪಾರು,ఫాగోసైటోసిస్
ಒಂದು ಬಗೆಯ ಉರುಳು,ఫాగోజోమ్
ಚಮತ್ಕಾರ,ఫాగోట్రోఫ్
ಪಶು,ఫలాంజ్
ತಾರೀಖು,ఫలోమెర్
ಕಸಾಯಿಖಾನೆ,ఫనేరోగామ్
ಮಂಜು,ఫనేరోగామా
Ologಷಧಶಾಸ್ತ್ರದ ಪ್ರಕಾರ,C షధశాస్త్రపరంగా
Ologyಷಧ ಶಾಸ್ತ್ರ,ఫార్మకాలజీ
Phಷಧ,ఫార్మసీ
ಫಾರಂಜಿಯಾ ಗಿಲ್-ಸ್ಲಿಟ್,ఫారింజియా గిల్-స్లిట్
ಫಾರಂಜಿಲ್ ನೆಫ್ರಿಡಿಯಾ,ఫారింజియల్ నెఫ్రిడియా
ಕುಣಿಕೆ,ఫారింక్స్
ಹಂತ,దశ
ಹಂತ,దశ
ಹಂತದ ಕಾಂಟ್ರಾಸ್ಟ್ ಸೂಕ್ಷ್ಮದರ್ಶಕ,దశ కాంట్రాస్ట్ మైక్రోస్కోప్
ವಿಸ್ತರಣೆಯ ಹಂತ,పొడిగింపు యొక్క దశ
ಪಕ್ವತೆಯ ಹಂತ,పరిపక్వత యొక్క దశ
ಬೆನ್ನೆಲುಬು,ఫెలెం
ಬೆಲೆಯ,ఫెలోడెర్మ్
ಹೆಣಗಾಟಕ,ఫెలోజెన్
ಕೊಕ್ಕಿನ,ఫినెటిక్
ಹರಿಯುವ,ఫినోకోపీ
ವಿದ್ಯಮಾನಶಾಸ್ತ್ರ,ఫినాలజీ
ವಿದ್ಯಮಾನ,దృగ్విషయం
ಹರಿಯುವರ,ఫినోటైప్
ಫಿನೋಟೈಪಿಕ್ ಮಟ್ಟ,సమలక్షణ స్థాయి
ಫಿನೋಟೈಪಿಕ್,ఫినోటైపిక్ ప్లాస్టిసిటీ
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,ఫినైల్కెటోనురియా
ಫಿನೈಲ್ಪಾರ್ವಿಕ್ ಆಮ್ಲ,ఫెనిల్పైరువిక్ ఆమ్లం
ಫಿಯೋಫೈಟಿನ್ (ಫಿಯೋಫೈಟಿನ್),పుప్రెలు
ಶೆರೆಟಿಮಾ,ఫెరెటిమా
ಕಫ,కఫం
ಜಲಪ್ರಯೋಜಕ,ఫోనికోప్టెరస్
ಫೀನಿಕ್ಸ್ ಡ್ಯಾಕ್ಟಿಲಿಫೆರಾ,ఫీనిక్స్ డాక్టిలిఫెరా
ಫಾರ್ಮಿಯಂ ಟೆನಾಕ್ಸ್,ఫోర్మియం టెనాక్స్
ಫಾಸ್ಫೇಟ್ ಹರಳು,ఫాస్ఫేట్ గ్రాన్యూల్
ಫಾಸ್ಫಾಟಿಡಿಲಿನೋಸಿಟಾಲ್,ఫాస్ఫాటిడైలినోసిటాల్
ಫಾಸ್ಫಟೈಸಿಂಗ್ ಬ್ಯಾಕ್ಟೀರಿಯಾ,ఫాస్ఫాటైజింగ్ బ్యాక్టీరియా
ಫಾಸ್ಫೋಡಿಸ್ಟರ್ ಸಂಪರ್ಕ,ఫాస్ఫోడీస్టర్ అనుసంధానం
ಫಾಸ್ಫಾಡಿಸ್ಟರೇಸ್,ఫాస్ఫోడీస్టేరేస్
ಫಾಸ್ಫೊನಾಲ್ ಪೈರುವಾಟ್,ఫాస్ఫోయెనోల్ పైరువాట్
ಫಾಸ್ಫೊಫ್ರಕ್ಟೋಕಿನೇಸ್,ఫాస్ఫోఫ్రక్టోకినేస్
ಫಾಸ್ಫೊಗ್ಲುಕೋನೇಟ್,ఫాస్ఫోగ్లూకోనేట్ డీహైడ్రోజినేస్
