Assamese,English
ক্ৰমবিন্যাস পদ্ধতি,permutation method
লম্ব,perpendicular
লেটেন্সি,perpendicularity
"উলম্বভাৱে, উলম্বভাৱে",perpendicularly
উলম্ব সমতল,perpendicular plane
কৰ্মচাৰী নিযুক্তিৰ সমস্যা,personnel-assignment problem
pert,PERT (program evaluation review technique)
বিৰক্তি,perturbation
বিৰক্তি,perturbation problem
বিৰক্তিকৰ সমস্যা,perturbed problem
"পৰ্যায়, পৰ্যায়, কোণ",phase
কোণ,phase angle
সময়ে সময়ে,phase difference
শিল্প বিচ্যুতি,phase displacement
ভৌতিক জ্যোতিৰ্বিজ্ঞান,physical astronomy
ভৌতিক ধ্ৰুৱক,physical constant
ভৌতিক প্ৰাচল,physical parameter
ভৌতিক পেণ্ডুলাম,physical pendulum
ভৌতিক পৰিমাণ,physical quantity
পদাৰ্থ বিজ্ঞান,physical sciences
pictograph,pictograph
pictor,pictor
ছেগমেণ্টেলি অবিৰত ফলন,piecewise continuous function
ছেগমেণ্টেলি ৰৈখিক,piecewise linear
ছেগমেণ্টেড ৰৈখিক ফলন,piecewise linear function
টুকুৰা টুকুৰকৈ,piecewise smooth
বৃত্ত,pie diagram
গাইড census,pilot census
গাইড জৰীপ,pilot survey
"pivot, ৰিভেট",pivot
ভিত্তি উপাদান,pivotal element
planck ধ্ৰুৱক,Planck's constant
planck ৰ নিয়ম,Planck's law
"মজিয়া, সমতল",plane
কোপ্লেনাৰ কোণ,plane angle
সমতল সীমা,plane boundary
সমতল বক্ৰ,plane curve
flatten ছবি,plane figure
সমতল জ্যামিতি,plane geometry
কোপ্লেনাৰ গতি,plane motion
প্ৰজেকচন প্লেন,plane of projection
নিৰ্দেশনা মজিয়া,plane of reference
প্ৰতিসমতা সমতল,plane of symmetry
গ্ৰহটো,planet
কৃত্ৰিম প্ৰভা,planetarium
গ্ৰহৰ গতি,planetary motion
গ্ৰহ ব্যৱস্থা,planetary system
সমতল ত্ৰিকোণমিতি,plane trigonometry
সমতল তৰংগ,plane wave
পৰিকল্পনা দিগন্ত,planning horizon
প্লাজমা,plasma
"নমনীয়, প্লাষ্টিক",plastic
সমতল হেলনীয়া,platykurtic curve
সমতলতা,platykurtosis
"প্লট, এলেকা, প্লট, প্লট",plot
প্লট কৰা হৈছে,plotted
প্লট কৰা কম্পাঙ্ক বিতৰণ,plotted frequency distribution
প্লটাৰ,plotter
খচৰা প্ৰস্তুত কৰা,plotting
বক্ৰ প্লট কৰা,plotting of curve
"প্লাছ, টকা",plus
"যোগ-ৰূপ, যোগ-ৰূপ",plus formula
অসীম বিন্দু,point at infinity
পইণ্ট অনুমান,point estimate
বিন্দু অনুমান,point estimation
বিন্দু ভৰ,point mass
ক্লাষ্টাৰ পইণ্ট,point of accumulation
বিশ্লেষণ বিন্দু,point of analyticity
সংকোচন বিন্দু,point of condensation
পইণ্ট অৱ ইনচিডেন্স,point of incidence
অসীম বিচ্ছিন্নতা বিন্দু,point of infinite discontinuity
ছেদক বিন্দু,point of intersection
অ-অভিসৰণ বিন্দু,point of non-uniform convergence
প্ৰজেকচন পইণ্ট,point of projection
একেধৰণৰ অভিসৰণ বিন্দু,point of uniform convergence
বিন্দুৰ অৱস্থান,point open topology
পইণ্ট ছেট,point set
বিন্দু উৎস,point source
বিন্দু বন্ধ কৰা হৈছে,pointwise closed
পইণ্ট কনভাৰ্টাৰ,pointwise closure
বিন্দু অভিসৰণ,pointwise convergence
বিন্দু বিচ্ছিন্ন ফলন,pointwise discontinuous function
বিন্দুৰ অৱস্থান,pointwise topology
পোৱাচন বিতৰণৰ আগমন,Poisson arrival
poisson অবিচ্ছেদ্য,Poisson integral
পোৱাচনৰ সমস্যা,Poisson problem
পোৱাচন বিতৰণ,Poisson's distribution
পোৱাচন সমীকৰণ,Poisson's equation
পোৱাচনৰ অখণ্ড সূত্ৰ,Poisson's integral formula
"মেৰু, মেৰু",polar
মেৰু কোণ,polar angle
মেৰু অক্ষ,polar axis
মেৰু টুপি,polar cap
মেৰু স্থানাংক,polar coordinate
পৃথিৱীৰ মেৰু ব্যাসাৰ্ধ,polar radius of earth
"মেৰু, অসীম, সংযোগকাৰী, মেৰু",pole
n-শক্তি অসীম,pole of order-n
"তৰংগ মূৰ, তৰংগ সন্মুখৰ খুঁটা",pole of wave front
ধ্ৰুৱ ভিত্ৰিয়া,pole singularity
নীতিগত স্থান,policy-space
নীতি চলক,policy variables
পলি বিতৰণ,Polya's distribution
বহুভুজ,polygon
বল বহুভুজ,polygon of forces
"ভেক্টৰ বহুভুজ, ভেক্টৰ বহুভুজ",polygon of vectors
"বহুভুজ, বহুভুজ",polyhedral
একাধিক শৰীৰ,polyhedral body
বহুভুজ,polyhedron
বহুপদ,polynomial
বহুপদ অভিব্যক্তি,polynomial forms
বহুপদ ফলন,polynomial function
বহুপদ আন্তঃপ্ৰক্ষেপণ,polynomial interpolation
বহুপদ ৰিগ্ৰেছন,polynomial regression
বহুপদ সমাধান,polynomial solution
বহুপদ উপপাদ্য,polynomial theorem
বৃত্তত আঘাত কৰক,polytrope
সংমিশ্ৰিত অনুমান,pooled estimate
"জনসংখ্যা, সংখ্যা, জনসংখ্যা, জনসংখ্যা",population
"জনসংখ্যা বিতৰণ, জনসংখ্যা বিতৰণ",population distribution
জনসংখ্যা গতিশীলতা,population dynamics
জনসংখ্যাৰ গড়,population mean
জনসংখ্যাৰ পৰিমাপ,population parameter
জনসংখ্যাৰ ৰিগ্ৰেছন সহগ,population regression coefficient
জনসংখ্যাৰ নমুনা সংগ্ৰহ কৰা,population sampling
জনসংখ্যাৰ ভ্যাৰিয়েন্স,population variance
অৱস্থান স্থানাংক,position coordinates
"ভাৰসাম্য অৱস্থান, ভাৰসাম্য অৱস্থান, ভাৰসাম্য অৱস্থান",position of equilibrium
অৱস্থান ভেক্টৰ,position vector
"ইতিবাচক, ধন, ইতিবাচক, ইতিবাচক",positive
টকাৰ কোণ,positive angle
ধনাত্মক ক্ষেত্ৰ,positive areas
ইতিবাচক সংযোগ,positive association
ধনাত্মক বৈশিষ্ট্য,positive attribute
ধনাত্মক শঙ্কু,positive cone
ধনাত্মক সম্পৰ্ক,positive correlation
ধনাত্মক নিৰ্দিষ্ট সমতা,positive definite form
ধনাত্মক নিৰ্দিষ্ট ফলন,positive definite function
ধনাত্মক নিৰ্দিষ্ট মেট্ৰিক্স,positive definite matrix
ধনাত্মক নিৰ্দিষ্ট দ্বিঘাত দ্বিঘাত,positive definite quadratic form
ধনাত্মক ৰৈখিক ফলন,positive linear functional
ইতিবাচক সম্পৰ্ক,positively related
ধনাত্মক অখণ্ড,positive semidefinite
ধনাত্মক শ্ৰেণীগত সম্পৰ্ক,positive serial correlation
ইতিবাচক পদোন্নতি,positive trend
"সম্ভাৱনা, সম্ভাৱনা",possibility
"সম্ভৱ, সম্ভাৱ্য",possible
উত্তৰ সম্ভাৱনা,posterior probability
উত্তৰ গুণন,postmultiplication
পোষ্ট অনুকূল সমস্যা,post optimality problem
axiom,postulate
স্বতন্ত্ৰ পদ্ধতি,postulational approach
সম্ভাৱ্য শক্তি,potential energy
সম্ভাৱ্য ফলন,potential function
"শক্তি, শক্তি, ক্ষমতা, শক্তি",power
শক্তি বক্ৰ,power curve
পৰীক্ষা ক্ষমতা কাৰ্য্য,power function of test
ক্ষমতা নিয়ম,power law
গোটৰ সংখ্যা গণনা কৰা,power of a set
পৰীক্ষাৰ ক্ষমতা,power of a test
পৰিসংখ্যা পৰীক্ষণ ক্ষমতা,power of statistical test
শক্তি শৃংখলা বিশ্লেষণ,power series analysis
শক্তিৰ পৰিসৰ বিস্তাৰিত,power series expansion
শক্তি শৃংখলা পদ্ধতি,power series method
পইণ্টিং উপপাদ্য,Poynting's theorem
পৰীক্ষামূলক জ্যামিতি,practical geometry
ব্যৱহাৰিক এককসমূহ,practical unit
"প্ৰয়োগ গণিত, পদ্ধতি",practice
পূৰ্ব-নিৰ্দিষ্ট সংখ্যা,preassigned number
পৰীক্ষাৰ সঠিকতা,precision of a test
ভৱিষ্যদ্বাণী,prediction
ভৱিষ্যদ্বাণী সমীকৰণ,prediction equation
ভৱিষ্যদ্বাণীৰ ব্যৱধান,prediction interval
পূৰ্বাভাসকাৰী,predictor
পূৰ্বানুমানক সংশোধন পদ্ধতি,predictor-corrector method
