English,Telugu
Job-oriented  Terminal,ఉద్యోగ-ఆధారిత  టెర్మినల్
Job output device,ఉద్యోగ అవుట్పుట్ పరికరం
Job output file,ఉద్యోగ అవుట్పుట్ ఫైల్
Job output stream,ఉద్యోగ అవుట్పుట్ స్ట్రీమ్
Job pack area,జాబ్ ప్యాక్ ప్రాంతం
Job priority,ఉద్యోగ ప్రాధాన్యత
Job processing,ఉద్యోగ ప్రాసెసింగ్
Job program mode,జాబ్ ప్రోగ్రామ్ మోడ్
Job-recovery  Control file,ఉద్యోగ-రికవరీ  నియంత్రణ ఫైల్
Job separator page,జాబ్ సెపరేటర్ పేజీ
Job statement,ఉద్యోగ ప్రకటన
Job step,ఉద్యోగ దశ
Job step initiation,ఉద్యోగ దశ దీక్ష
Job step restart,ఉద్యోగ దశ పున art ప్రారంభం
Job stick,జాబ్ స్టిక్
Job stream,ఉద్యోగ ప్రవాహం
Job support task,ఉద్యోగ మద్దతు పని
Joggle,కామాంగు
Join,చేరండి
Joint access cost,ఉమ్మడి ప్రాప్యత ఖర్చు
Joint information content,ఉమ్మడి సమాచార కంటెంట్
Josephson junction,జోసెఫ్సన్ జంక్షన్
Journal,జర్నల్
Journaling,జర్నలింగ్
Journal report,జర్నల్ రిపోర్ట్
Journal tape,జర్నల్ టేప్
Jumbo group,జంబో గ్రూప్
Jumper,జంపర్
Jumper selectable,జంపర్ ఎంచుకోదగినది
Jump instruction,జంప్ ఇన్స్ట్రక్షన్
Junctor,జంక్టర్
Junk,జంక్
Justification,సమర్థన
Justification range,సమర్థన పరిధి
Justified margin,జస్టిఫైడ్ మార్జిన్
Karnaugh map,కర్నాగ్ మ్యాప్
Katakna,కటక్నా
Kerning,కెర్నింగ్
Keyboard,కీబోర్డ్
Keyboard  Computer,కీబోర్డ్  కంప్యూటర్
Keyboard entry,కీబోర్డ్ ఎంట్రీ
Keyboard inquiry,కీబోర్డ్ విచారణ
Keyboard lockout,కీబోర్డ్ లాకౌట్
Keyboard  Perforator,కీబోర్డ్  పెర్ఫొరేటర్
Keyboard punch,కీబోర్డ్ పంచ్
Keyboard  Send/receive,కీబోర్డ్  పంపండి/స్వీకరించండి
Key click,కీ క్లిక్
Key-click filter,కీ-క్లిక్ ఫిల్టర్
Key-driven,కీ-నడిచే
Keyed direct  Access,కీడ్ డైరెక్ట్  యాక్సెస్
Key-encrypting key,కీ-గుప్తీకరించే కీ
Key entry,కీ ఎంట్రీ
Key folding =  Hashing,కీ మడత =  హాషింగ్
Keying chirp,కీయింగ్ చిర్ప్
Keying wave,కీయింగ్ వేవ్
Key mat,కీ మత్
Key pad,కీ ప్యాడ్
Key phase,కీ దశ
Key pulse,కీ పల్స్
Key-pulsing signal,కీ-పల్సింగ్ సిగ్నల్
Key punch,కీ పంచ్
Key sorting,కీ సార్టింగ్
Key stroke,కీ స్ట్రోక్
Key-stroke  Verification,కీ-స్ట్రోక్  ధృవీకరణ
Key tape,కీ టేప్
Key telephone set,కీ టెలిఫోన్ సెట్
Key telephone  System,కీ టెలిఫోన్  వ్యవస్థ
Key-to-disk,కీ-టు-డిస్క్
Key to floppy,ఫ్లాపీకి కీ
Key to tape,టేప్ చేయడానికి కీ
Key transformation,కీ ట్రాన్స్ఫర్మేషన్
Key word in  Context,కీ పదం సందర్భం
Key-word  Parameter,కీ-పదం  పరామితి
Kilobaud,కిలోబాడ్
Kilobyte,కిలోబైట్
Kilomega,కిలోమెగా
Kips (kiloinstructions-persecond),కిప్స్ (కిలోఇన్స్ట్రక్షన్స్-పెర్సెకండ్)
Label constant,లేబుల్ స్థిరాంకం
Labelled common,సాధారణం అని లేబుల్ చేయబడింది
Labelling,లేబులింగ్
Label list,లేబుల్ జాబితా
Label record,లేబుల్ రికార్డ్
Label variable,లేబుల్ వేరియబుల్
Laced card,లేస్డ్ కార్డ్
Land-line facility,భూ-లైన్ సౌకర్యం
Language (cobol),భాష (కోబోల్)
Language  Converter,భాష  కన్వర్టర్
Language  Interpreter,భాష  వ్యాఖ్యాత
Language  Processor,భాష  ప్రాసెసర్
Language  Statement,భాష  ప్రకటన
Language subset,భాషా ఉపసమితి
Language  Translation  Feature,భాష  అనువాదం  లక్షణం
Language  Translator,భాష  అనువాదకుడు
Large scale  Integration,పెద్ద ఎత్తున  అనుసంధానం
Laser  Communication,లేజర్  కమ్యూనికేషన్
Laser emulsion  Storage,లేజర్ ఎమల్షన్  నిల్వ
Laser jet printer,లేజర్ జెట్ ప్రింటర్
Latch,గొళ్ళెం
Latching,లాచింగ్
Latency (time),జాప్యం (సమయం)
Lateral redundancy  Check,పార్శ్వ పునరావృతం  తనిఖీ
Lateral reversal,పార్శ్వ రివర్సల్
Leader,నాయకుడు
Leader record,లీడర్ రికార్డ్
Leading control,ప్రముఖ నియంత్రణ
Leading decision,ప్రముఖ నిర్ణయం
Leading end,ప్రముఖ ముగింపు
Leading graphics,ప్రముఖ గ్రాఫిక్స్
Leading zero,ప్రముఖ సున్నా
Leapfrog test,లీప్‌ఫ్రాగ్ పరీక్ష
Leased channel,లీజుకు తీసుకున్న ఛానెల్
Leased circuit  Data-transmission  Service,లీజుకు ఇచ్చిన సర్క్యూట్  డేటా-ట్రాన్స్మిషన్  సేవ
Leased line,లీజుకు తీసుకున్న పంక్తి
Leasing,లీజింగ్
Least frequently  Used memory,తక్కువ తరచుగా  ఉపయోగించిన మెమరీ
Least recently used  Memory,కనీసం ఇటీవల ఉపయోగించబడింది  మెమరీ
Least significant,తక్కువ ముఖ్యమైనది
Least significant  Character,తక్కువ ముఖ్యమైనది  పాత్ర
Least significant  Digit,తక్కువ ముఖ్యమైనది  అంకె
Left-hand margin  Indent,ఎడమ చేతి మార్జిన్  ఇండెంట్
Left justification,ఎడమ సమర్థన
Leg,కాలు
Length,పొడవు
Length  Specification,పొడవు  స్పెసిఫికేషన్
Letter,లేఖ
Letter code,లెటర్ కోడ్
Letter out,లేఖ అవుట్
Letter quality,అక్షర నాణ్యత
Letter shift,లెటర్ షిఫ్ట్
Level,స్థాయి
Level compensator,స్థాయి పరిహారం
Level indicator,స్థాయి సూచిక
Level number,స్థాయి సంఖ్య
Level of access,ప్రాప్యత స్థాయి
Level of addressing,చిరునామా స్థాయి
Level-one variable,స్థాయి-వన్ వేరియబుల్
Level order,స్థాయి క్రమం
Level overload,స్థాయి ఓవర్లోడ్
Level source  Language,స్థాయి మూలం  భాష
Level states  Register,స్థాయి రాష్ట్రాలు  రిజిస్టర్
Lexeme,లెక్సీమ్
Lexicon,నిఘంటువు
Librarian,లైబ్రేరియన్
Librarian program,లైబ్రేరియన్ ప్రోగ్రామ్
Library,గ్రంధాలయం
Library directory,లైబ్రరీ డైరెక్టరీ
Library facility,లైబ్రరీ సౌకర్యం
Library file editor,లైబ్రరీ ఫైల్ ఎడిటర్
Library program,లైబ్రరీ ప్రోగ్రామ్
Library routine,లైబ్రరీ రొటీన్
