Marathi,English
OMR (ऑप्टिकल कव्हर वाचन),OMR (optical masked reading)
"ON resistance, ON resistance",ON resistance
राज्यावर,ON state
चिप निहित डीकोडर,On-chip decoding
वन शट स्टॅटिक मल्टीव्हायब्रेटर,One shot (monostable multivibrator)
एक-पास असेंबलर,One-ass assembler
वर्तमान प्रतिकार,One's complement
प्रवासी नोंदणी,One-way register control
ऑनलाइन प्रणाली,On-line system
"ऑन-ऑफ कंट्रोलर, ऑन-ऑफ कंट्रोलर",ON-OFF controller
ऑन-ऑफ कीिंग,ON-OFF keying
ऑपरेशनल एम्पलीफायर,OPAMP
ऑपरेटिंग मीन एम्पलीफायर,Op-amp average amplifier
ऑपरेशनल तुलनाकर्ता,Op-amp comparators
ऑपरेशनल अॅम्प्लीफायर गुणक,OP-Amp multiplier
ऑपरेशनल सोफोनी अॅम्प्लिफायर,Op-amp scaling amplifier
खुले कलेक्टर,Open collector
खुली गुंतवणूक,Open input
ओपन लूप ओपन लूप,Open loop
ओपन वायर लाइन,Open wire line
ओपन सर्किट पॅरामीटर,Open circuit parameters
ओपन सर्किट प्रतिबाधा,Open-circuited impedance
ओपन लूप लाभ,Open-loop gain
ऑपरेंड,Operand
ऑपरेटिंग कोन,Operating angle
सक्रियकरण मोड,Operating mode
ऑपरेटिंग पॉइंट,Operating point
रसद,Operating system
ऑपरेटिंग वारंवारता,Operating frequency
"ऑपरेशन, ऑपरेशन",Operation
ऑपरेशन कोड,Operation code
ऑपरेशनल एम्पलीफायर,Operational amplifier
ऑपरेटर,Operator
ऑप्टिकल बीम,Optic ray
ऑप्टिकल संप्रेषण,Optical communication
ऑप्टिकल डिस्क,Optical disk
ऑप्टिकल कोडेक,Optical encoder
ऑप्टिकल फायबर,Optical fiber
ऑप्टिकल इंजेक्शन,Optical injection
"ऑप्टिकल थर्मामीटर, पायरोमीटर",Optical pyrometer
ऑप्टिकल रेकॉर्डर,Optical recorder
ऑप्टिकल रेकॉर्डिंग,Optical recording
ऑप्टिकल स्कॅनिंग,Optical scanning
ऑप्टिकल चौरस,Optical spectrum
ऑप्टिकल स्टोरेज डिव्हाइस,Optical storage device
ऑप्टिकल जोडलेले पृथक्करण,Optically coupled isolator
"इष्टतम पूर्वाग्रह, इष्टतम पूर्वाग्रह",Optimum bias
इष्टतम फिल्टर,Optimum filter
इष्टतम प्रणाली,Optimum system
इष्टतम काम वारंवारता,Optimum working frequency
ऑप्टिकल युग्मक,Opto-coupler
हलके इलेक्ट्रॉनिक्स उपकरण,Optoelectronic device
ऑप्टिकल इलेक्ट्रॉनिक्स,Opto-electronics
किंवा गेट,OR gate
वर्ग,Orbit
फिल्टर क्रम,Order of a filter
समीकरणाचा क्रम,Order of equation
साधे तुळई,Ordinary ray
आर्थिक,Orthicon
अनुलंब डायनॅमिक,Orthodynamic
ऑर्थोगोनल कोड,Orthogonal code
विलंब तत्त्व,Orthogonality principle
दोलन द्विध्रुव,Oscillating electric dipole
ऑसिलेटर,Oscillator
ऑसिलेटर,Oscillator tuning ratio
"oscillograph, oscillograph",Oscillograph
ऑसिलोस्कोप कॅमेरा,Oscilloscope camera
ऑसिलोस्कोप,Oscilloscope probe
बंद बँड सिग्नल,Out of band signaling
समस्या,Output
आउटपुट प्रवेश,Output admittance
आउटपुट बफर,Output buffer
आउटपुट वैशिष्ट्ये,Output characteristics
आउटपुट चालकता,Output conductance
आउटपुट डिव्हाइस,Output device
आउटपुट ऑफसेट व्होल्टेज,Output offset voltage
पॉवर आउटपुट,Output power
आउटपुट प्रतिकार,Output resistance
"बाहेर पडण्याचा टप्पा, बाहेर पडण्याचा टप्पा",Output stage
आउटपुट प्रॉम्प्ट,Output swing
आउटपुट ट्रान्सफॉर्मर,Output transformer
मिश्रण,Over compounding
अत्यंत जोडलेले,Over coupled
हायपरकपलिंग,Over coupling
ओव्हरकरंट रिले,Over current relay
अति नैराश्य,Over damped
ऑपरेटिंग गुणक,Over drive factor
अतिउत्तेजना,Over excitation
ओव्हरफ्लो,Over flow
ओव्हरलॅप गट,Over lapping group
ओव्हरमॉड्युलेशन,Over modulation
शिकण्याचा प्रवेश,Over reach
प्रती सॅम्पलिंग,Over sampling
overvoltage subable,Over voltage crowbar
ओव्हरव्होल्टेज डिटेक्टर,Over voltage detector
प्रेरणा,Overcharging
समर्थित अॅम्प्लीफायर,Overdriver amplifier
"overrunning, overoperating",Over-driving
ओव्हरलोड,Overload
ओव्हरलोड संरक्षण,Overload protection
ओव्हरलोड पुनर्प्राप्ती वेळ,Overload recovering time
अतिक्रमण,Overshoot
ओव्हरटोन,Overtone
ओव्हन ब्रीझ,Owen bridge
ऑक्सिडेशन,Oxidation
ऑक्साइड फ्रॅक्चर,Oxide breakdown
ऑक्साईड पृथक्करण,Oxide isolation
पी-चॅनल प्राक्तन,P-channel FET
पॅकेजिंग,Packaging
आकुंचन घनता,Packing density
पॅडर,Padder
पॅड कॅपेसिटर,Padder capacitor
पेडल,Paddle
पेडल स्विच,Paddle switch
पान,Page
नेव्हिगेशन की,Page down key
पिढी की,Page up key
पृष्ठांकन,Paging
जोडी,Pair
पेपर कॅपेसिटर,Paper capacitor
