English,Tamil
Parasitic elements,ஒட்டுண்ணி உறுப்பு
Parasitic excitation,ஒட்டுண்ணி தூண்டுதல்
Parasitic oscillation,தேவையற்ற அலைவுகள்
Parasitic reflector,ஒட்டுண்ணி பிரதிபலிப்பான்
Parity,சமத்துவம்
Parity bit,சமநிலை விளையாட்டு
Parity checker,சமநிலை சோதனையாளர்
Parity encoder,parity kodak
Parity generator,சமநிலை ஜெனரேட்டர்
Partition,பிரிவு
Pass-band,"பராக் பேண்ட், பராக் பந்தி"
Passive attenuator pad,செயலற்ற கழுவுதல் திண்டு
Passive circuit,செயலற்ற சுற்று
Passive component,"செயலற்ற கூறுகள், செயலற்ற கூறுகள்"
Passive electrical network,செயலற்ற சக்தி நெட்வொர்க்
Passive filter,செயலற்ற வடிகட்டி
Passive load,செயலற்ற சுமை
Passive pull up,செயலற்ற விந்து வெளியேறுதல்
Patch cord,"இணைப்பு தண்டு, தண்டு"
Path loss,சிதைவு
Pattern generator,மாதிரி ஜெனரேட்டர்
Pattern recognition,மாதிரி
Pc board,அச்சிடப்பட்ட சர்க்யூட் போர்டு (பிசிபி)
P-channel,பி-சேனல்
Peak detector,உச்ச கண்டறிதல்
Peak to peak,உச்சம்
Peak to peak amplitude,உச்ச-உச்ச பரிமாணம்
Peak white level,உச்ச வெள்ளை நிலை
Peak-detector,உச்ச கண்டறிதல்
Peak-follower,உச்ச பின்தங்கிய
Peaking coil,ஷிகரன் குண்ட்லி
Pear protocol,சக செய்தி
Pedestal height,பீட உயரம்
Pentium,பெண்டியம்
Peer to peer,"சமஸ்தர், பீர்"
Percent regulation,சதவீத ஒழுங்குமுறை
Percentage ripple,சதவீதம் ஆற்றல்
Perigee,அருகில் உள்ள புள்ளி
Period,விற்றுமுதல் நேரம்
Period measurement,கால அளவீடு
Periodic waveform,தொடர்ச்சியான அலை வடிவம்
Peripherals,விளிம்பு குறிப்புகள்
Permanent magnet,நிலையான கந்தம்
Permeability,ஊடுருவக்கூடிய தன்மை
Permittivity,மின்கடத்தா குறியீடு
Permittivity of free space,வெற்றிட மின்கடத்தா
Perplex glass,பாராப்ளெக்ஸ் கண்ணாடி
Persistence of vision,காட்சி கட்டுப்பாடு
Persistence screen,பின்னொளி திரை
P-glass,பி-கண்ணாடி
Phase ambiguity,கலை ஒளிபுகாநிலை
Phase angle,கலை கோணம்
Phase change recording,கலை மாற்றம் பதிவு
Phase comparator,கலை ஒப்பீட்டாளர்
Phase corrector,கலை மாற்றி
Phase current,கட்ட மின்னோட்டம்
Phase detector,கலை கண்டுபிடிப்பான்
Phase deviation,நிலை விலகல் மாறிலி
Phase discriminator method,கலை பல்வகைப்படுத்தல் முறை
Phase distortion,கலை சிதைவு
Phase encoding,கலை குறியாக்கம்
Phase equalizer,கலை சமநிலைப்படுத்தி
Phase inverter circuit,தலைகீழ் சுற்று
Phase locked,கலை கடந்த காலம்
Phase margin,கலை விளிம்பு
Phase margin,கலை விளிம்பு
Phase measurement,கலை அளவீடு
Phase modulation,கலை பண்பேற்றம்
Phase plot,கலை கட்டுரை
Phase shift coefficient,கட்ட இடப்பெயர்ச்சி குணகம்
Phase shift oscillator,கலை இடப்பெயர்ச்சி ஆஸிலேட்டர்
Phase splitter,கலை பிரிப்பான்
Phase splitting circuit,கலை லேமினேஷன் சுற்று
Phase to ground coupling,தரை-மேற்பரப்பு இணைப்பு
Phase to phase coupling,கலை-கலை இணைப்பு
Phase velocity,கலை வேகம்
Phasing,கலை சரிசெய்தல்
Phasor,பேஸர்
Phasor diagram,phasor வரைபடம்
Phone connector,தொலைபேசி ஒருங்கிணைப்பாளர்
Phonograph,ஃபோனோகிராஃப்
Phonon,ஃபோனான்
Phosphor,பாஸ்பர்
Phosphorescence,சிந்தித்தல்
Photo cathode,ஒளிரும் கேத்தோடு
Photo diode,புகைப்பட டையோடு
Photo diode detector,ஃபோட்டோடியோட் டிடெக்டர்
Photo emissive sensor,ஒளி உமிழும் சென்சார்
Photo excitation,ஒளியியல் தூண்டுதல்
Photo resist,ஒளி தடை
Photo SCR (silicon control rectifier),புகைப்படம் SCR
Photo voltaic effect,ஒளிமின்னழுத்த விளைவு
Photoconductive cell,ஒளிக்கடத்தி செல்
Photoconductor,ஆப்டிகல் டிரைவர்
Photo coupler,ஒளி இணைப்பான்
Photodiode,ஃபோட்டோடியோட்
Photoduo diode,photodue டையோடு
Photo-electric effect,ஒளிமின் விளைவு
Photo-electric yield,ஒளிமின்னழுத்த பொருட்கள்
Photo-excitation,ஒளியியல் தூண்டுதல்
Photographic mask fabrication,புகைப்பட முகமூடி கலவை
Photographic recording,புகைப்பட பதிவு
Photo-ionisation,வெளியிடப்பட்ட அயனியாக்கம்
Photolithography,"போட்டோலித்தோகிராபி, போட்டோலித்தோகிராபி"
Photoluminescence,ஒளி பிரகாசம்
Photomultiplier,ஒளிமின்னணு பெருக்கி
Photon,ஃபோட்டான்
Physical address,உன் முகவரி
Physical constant table,உடல் நிலையான அட்டவணை
Physical memory,இயற்பியல் நினைவகம்
Pi-attenuator,py-attenuator
Pico-farad (10-12),பிகோ ஃபராட் (-)
