Hindi,English
नेट शीर्ष,Net head
नेट द्रव्यमान प्रवाह,Net mass flow
"नेट आघूर्ण, अवशिष्ट आघूर्ण",Net moment
नेट शक्ति प्रवाह,Net power flow
नेट उत्पादन,Net production
रव तुल्य ताप अंतर,NETD (=noise equivalent temperature difference)
जाल (परिपथ),Network
जाल-परिपथ प्रवेश्यता,Network admittance
परिपथ जाल अनुरूप,Network analogue
"जाल विश्लेषक, परिपथ जाल विश्लेषक",Network analyser
परिपथ जाल विश्लेषण,Network analysis
जाल स्थिरांक,Network constant
"जाल तत्व, जाल अवयव",Network element
जाल-परिपथ फिल्टर,Network filter
जाल-परिपथ प्रवाह,Network flow
जाल-परिपथ निविष्ट प्रतिबाधा,Network input impedance
जाल-परिपथ प्रधान रिले,Network master relay
जाल-परिपथ फेज रिले,Network phasing relay
परिपथ जाल संश्लेषण,Network synthesis
जाल-परिपथ अंतरण प्रवेश्यता,Network transfer admittance
नॉयमान-सूत्र,Neumann's formula
नॉयमान विभव,Neumann's potential
न्यूरिस्टर,Neuristor
उदासीन,Neutral
अनाविष्ट परमाणु,Neutral atom
उदासीन आनमन-अक्ष,Neutral axis of flexure
उदासीन किरणपुंज,Neutral beam
उदासीन धारा अनोयोन्यक्रिया,Neutral current interaction
अनाविष्ट त्रुटि,Neutral defect
वर्ण निरपेक्ष फिल्टर,Neutral density filter
उदासीन तंतु,Neutral fiber
उदासीन भूसंपर्क,Neutral ground
"उदासीन जॉग, उदासीन प्लुति",Neutral jog
"अनाविष्ट मेसॉन, आवेशहीन मेसॉन",Neutral meson
उदासीन विक्षोभ विधा,Neutral mode of disturbance
उदासीन कण,Neutral particle
उदासीन रिले,Neutral relay
उदासीन प्रतिगमन पथ,Neutral return path
उदासीन ताप,Neutral temperature
उदासीन तरंग,Neutral wave
निष्प्रभावित कर्षापकर्षी परिपथ,Neutralised push pull circuit
निष्रभावन कुंडली,Neutralising coil
उदासीनता,Neutrality
निष्प्रभावन परिणामित्र,Neutrallizing transformer
न्यूट्रिनो,Neutrino
न्यूट्रोडाइन,Neutrodyne
न्यट्रोडाइन परिपथ,Neutrodyne circuit
न्यूट्रोडाइन विधि,Neutrodyne system
न्यूट्रॉन,Neutron
न्यूट्रॉन अवशोषण,Neutron absorption
न्यूट्रॉन सक्रियण विश्लेषण,Neutron activation analysis
"न्यूट्रॉन वय, फर्मी एज",Neutron age
न्यूट्रॉन ऐल्बिडो,Neutron albedo
न्यूट्रॉन क्षीणन,Neutron attenuation
न्यूट्रॉन बंधन ऊर्जा,Neutron binding energy
न्यूट्रॉन बमबारी,Neutron bombarding
न्यूट्रान बूस्टर,Neutron booster
न्यूट्रॉन बोतल,Neutron bottle
न्यूट्रॉन प्रग्रहण,Neutron capture
न्यूट्रॉन शृंखला अभिक्रिया,Neutron chain reaction
न्यूट्रॉन अंतरायित्र,Neutron chopper
न्यूट्रॉन गणित्र,Neutron counter
"न्यूट्रॉन परिक्षेत्र, न्यूट्रॉन प्रायिकता क्षेत्र",Neutron cross-section
न्यूट्रान इतिवृत्ति,Neutron cycle
न्यूट्रान क्षय,Neutron decay
न्यूट्रान नीचीकरण,Neutron degradation
न्यूट्रॉन घनत्व,Neutron density
न्यूट्रान संसूचक,Neutron detector
न्यूट्रॉन विवर्तन,Neutron diffraction
न्यूट्रॉन विवर्तनमापी,Neutron diffractometer
न्यूट्रॉन विसरण,Neutron diffusion
न्यूट्रॉन डोज,Neutron dosage
न्यूट्रॉन मितव्यय,Neutron economy
न्यूट्रॉन-प्रभाव,Neutron effect
न्यूट्रॉन ऊर्जा वर्ग,Neutron energy group
न्यूट्रान आधिक्य,Neutron excess
न्यूट्रान आधिक्यांक,Neutron excess number
न्यूट्रान फ्लक्स,Neutron flux
न्यूट्रॉन गामा संलेख,Neutron gamma log
न्यूट्रॉन की अर्ध आयु,Neutron half life
न्यूट्रॉन कठोरीकरण,Neutron hardening
"न्यूट्रॉन समांतरित्र, न्यूट्रॉन हॉवित्सर",Neutron howizer
