Kannada,Assamese
ಗಣಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,গাণিতিক প্ৰগ্ৰেমিং
ಗಣಿತದ ಸಿಮ್ಯುಲೇಶನ್,গাণিতিক অনুকৰণ
"1.ಮಾತೃಕೆ, 2.ಮಾತೃಕೆ","১.মেট্ৰিক্স, ২.মেট্ৰিক্স"
"1.ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2.ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್","1.মেট্ৰিক্স প্ৰিন্টাৰ, 2.মেট্ৰিক্স প্ৰিন্টাৰ"
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸ್ವಿಚ್,মেট্ৰিক্স চুইচ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಟೇಬಲ್,মেট্ৰিক্স টেবুল
ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್,maxi কম্পিউটাৰ
ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್,maxi কম্পিউটাৰ
ಗರಿಷ್ಠ ಅಂಶ,শিখৰ মৌল
ಯೋಗಪ್ಯಾಡ್,যোগপদ
ಮ್ಯಾಕ್ಸ್ವೆಲ್ ಡ್ಯಾಮನ್,মেক্সৱেল ডেমন
"1.ಅರ್ಥ, 2.ಅರ್ಥ","১.গড়, ২.গড়"
ಅಂದರೆ ಚೇತರಿಕೆಯ ಸಮಯ,গড় আৰোগ্যৰ সময়
ವೈಫಲ್ಯ ಎಂದರೆ ಸಮಯ,বিফলতাৰ অৰ্থ সময়
ವೈಫಲ್ಯ ಸರಾಸರಿ ಸಮಯ (m t b f),বিফলতাৰ মধ্যম সময় (m t b f)
ವೈಫಲ್ಯದ ಸಮಯ ಎಂದರ್ಥ,বিফলতাৰ সময় বুজাইছে
ದುರಸ್ತಿ ಸರಾಸರಿ ಸಮಯ,মেৰামতিৰ অৰ্থ সময়
ತಿದ್ದುಪಡಿ ಸರಾಸರಿ ಸಮಯ (MTTR),সংশোধনৰ গড় সময় (MTTR)
ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (MSI),মধ্যমীয়া স্কেল সংহতি (MSI)
ಮಧ್ಯಮ ಏಕೀಕರಣ (MSI),মধ্যম সংহতি (MSI)
ಸರಾಸರಿ ಪದ ಸಂಗ್ರಹ ಸಾಧನ,গড় টাৰ্ম সংৰক্ষণ ডিভাইচ
ಮೆಗಾ ಬಿಟ್ ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ (Mbps),প্ৰতি ছেকেণ্ডত মেগা বিট (Mbps)
ಘಟಕ ವಸ್ತು,উপাদান বস্তু
ಘಟಕ ದಾಖಲೆ,উপাদান ৰেকৰ্ড
"1.ನೆನಪು, 2.ನೆನಪು","১.স্মৃতি, ২.স্মৃতি"
"1.ಮೆಮೊರಿ ಅರೇ, 2.ಮೆಮೊರಿ ಅರೇ","1.মেমৰি এৰে, 2.মেমৰি এৰে"
"1. ಮೆಮೊರಿ ಫಂಡ್, 2. ಮೆಮೊರಿ ಬ್ಯಾಂಕ್","১/ মেমৰি ফাণ্ড, ২/ মেমৰি বেংক"
"1.ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್","1.মেমৰি বাফাৰ ৰেজিষ্টাৰ, 2.মেমৰি বাফাৰ ৰেজিষ্টাৰ"
"1.ಮೆಮೊರಿ ಬಸ್, 2. ಮೆಮೊರಿ ಬಸ್","১.মেমৰি বাছ, ২. মেমৰি বাছ"
ಮೆಮೊರಿ ಕಾರ್ಡ್,মেমৰি কাৰ্ড
ಮೆಮೊರಿ ಕೋಶ,স্মৃতিশক্তি কোষ
ಮರೆವು,স্মৃতিশক্তি হেৰুৱা
"1.ಮೆಮೊರಿ ಕೋರ್, 2.ಮೆಮೊರಿ ಕೋರ್","1.মেমৰি কোৰ, 2.মেমৰি কোৰ"
ಮೆಮೊರಿ ಚಕ್ರ,স্মৃতি চক্ৰ
"1.ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್","1.মেমৰি ডাটা ৰেজিষ্টাৰ, 2.মেমৰি ডাটা ৰেজিষ্টাৰ"
"1.ಮೆಮೊರಿ ಡಂಪ್,2.ಮೆಮೊರಿ ಡಂಪ್","1.মেমৰি ডাম্প, 2.মেমৰি ডাম্প"
"1.ಮೆಮೊರಿ ಎಕ್ಸ್ಚೇಂಜ್, 2.ಮೆಮೊರಿ ಎಕ್ಸ್ಚೇಂಜ್","1.মেমৰি এক্সচেঞ্জ, 2.মেমৰি এক্সচেঞ্জ"
"1.ಸ್ಮೃತಿ ಕ್ರಮಾನುಗತ, 2.ಮೆಮೊರಿ ಶ್ರೇಣಿ","1.স্মৃতিৰ স্তৰ, 2.স্মৃতিৰ স্তৰ"
ಮೆಮೊರಿ ಸೂಚನೆ,স্মৃতিশক্তিৰ নিৰ্দেশনা
"1.ಮೆಮೊರಿ ಮ್ಯಾನೇಜ್ಮೆಂಟ್, 2.ಮೆಮೊರಿ ಮ್ಯಾನೇಜ್ಮೆಂಟ್","১.স্মৃতি ব্যৱস্থাপনা, ২.স্মৃতি ব্যৱস্থাপনা"
"1.ಮೆಮೊರಿ ಮ್ಯಾಪ್, 2.ಮೆಮೊರಿ ಮ್ಯಾಪ್","1.মেমৰি মেপ, 2.মেমৰি মেপ"
"1. ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ ಔಟ್‌ಪುಟ್, 2. ಇನ್‌ಪುಟ್, 3. ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ I/O","1. মেমৰি মেপ কৰা আউটপুট, 2. ইনপুট, 3. মেমৰি মেপ কৰা I/O"
"1.ಮೆಮೊರಿ ಮಾಡೆಲ್, 2.ಮೆಮೊರಿ ಮಾಡೆಲ್, 3.ಮೆಮೊರಿ ಮಾಡೆಲ್","1.মেমৰি মডেল, 2.মেমৰি মডেল, 3.মেমৰি মডেল"
"1.ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್, 2.ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್","1.মেমৰি মডিউল, 2.মেমৰি মডিউল"
"1.ಮೆಮೊರಿ ಇಂಡೆಕ್ಸ್ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಇಂಡೆಕ್ಸ್ ರಿಜಿಸ್ಟರ್","1.মেমৰি সূচী ৰেজিষ্টাৰ, 2.মেমৰি সূচী ৰেজিষ্টাৰ"
ನೆನಪಿನ ಶಕ್ತಿ,মেমৰি শক্তি
ಮೆಮೊರಿ ರಕ್ಷಣೆ,স্মৃতিশক্তি সুৰক্ষা
"1.ಮೆಮೊರಿ ರೆಫರೆನ್ಸ್ ಸೂಚನೆ, 2.ಮೆಮೊರಿ ರೆಫರೆನ್ಸ್ ಸೂಚನೆ","1.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা, 2.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা"
"1.ಮೆಮೊರಿ ಪ್ರೋಗ್ರಾಂ, 2.ಮೆಮೊರಿ ಪ್ರೋಗ್ರಾಂ","১.মেমৰি প্ৰগ্ৰেম, ২.মেমৰি প্ৰগ্ৰেম"
"1.ಮೆಮೊರಿ ಯೂನಿಟ್, 2.ಮೆಮೊರಿ ಯೂನಿಟ್","1.মেমৰি ইউনিট, 2.মেমৰি ইউনিট"
ಮೆನು,মেনু
ಮೆನು ಬಾರ್,মেনু বাৰ
ಮೆನು ಚಾಲಿತ,মেনু চালিত
ಮೆನು ಆಯ್ಕೆ,মেনু নিৰ্বাচন
ಮುಖ್ಯ ಚಾಲಿತ ಕಾರ್ಯಕ್ರಮ,মূল-চালিত কাৰ্যসূচী
"1.ಅಂತರ್ಗತ, 2.ವಿಲೀನ","১.অন্তৰ্নিহিত, ২.এত্ৰিত"
ವಿಲೀನ ವಿನಿಮಯ ವಿಂಗಡಣೆ,মাৰ্জাৰ এক্সচেঞ্জ সজাই পৰাই তোলা
"1. ವಿಲೀನವನ್ನು ವಿಂಗಡಿಸುವುದು, 2. ಕ್ಯಾಟಲಾಗ್ ಆಯ್ಕೆ","1. একত্ৰীকৰণ সজাই পৰাই তোলা, 2. কেটেলগ নিৰ্বাচন"
"1. ವಿಲೀನ, 2. ವಿಲೀನ","১/ একত্ৰীকৰণ, ২. একত্ৰীকৰণ"
ಜಾಲರಿ ಜಾಲ,জালি নেটৱাৰ্ক
ಸಂದೇಶ ಕಳುಹಿಸುವಿಕೆ,বাৰ্তা প্ৰেৰণ
ಸಂದೇಶ,বাৰ্তা
ಸಂದೇಶ ದೃಢೀಕರಣ,বাৰ্তা প্ৰমাণীকৰণ
ಸಂದೇಶ ಕೋಶ,বাৰ্তা কোষ
ಸಂದೇಶ ಸರ್ಕ್ಯೂಟ್,বাৰ্তা বৰ্তনী
ಸಂದೇಶ ಸ್ವರೂಪ,বাৰ্তা বিন্যাস
ಸಂದೇಶದ ಹೆಡರ್,বাৰ্তা পৰ্টে
ಸಂದೇಶ ಮೋಡ್,বাৰ্তা ধৰণ
ಸಂದೇಶ ಕಳುಹಿಸುವಿಕೆ,বাৰ্তা প্ৰেৰণ
"1.ಸಂದೇಶ ವಿಂಗಡಣೆ, 2.ಸಂದೇಶ ವಿಂಗಡಣೆ","1.বাৰ্তা সজাই পৰাই তোলা, 2.বাৰ্তা সজাই পৰাই তোলা"
ಸಂದೇಶ ಸಾಲು,বাৰ্তা লাইন
ಸಂದೇಶ ಸ್ವಿಚ್,বাৰ্তা চুইচ
ಸಂದೇಶ ಪಠ್ಯ,বাৰ্তাৰ লিখনী
ಸಂದೇಶ ವರ್ಗಾವಣೆ ಏಜೆಂಟ್,বাৰ্তা স্থানান্তৰ এজেন্ট
ಸೂಪರ್ ಅಸೆಂಬ್ಲರ್,চুপাৰ এছেম্বলাৰ
ಮೆಟಾಕ್ಲಾಸ್,মেটাক্লাছ
"1. ಹೆಚ್ಚು ಸಂಕಲನ, 2. ಹೆಚ್ಚು ವ್ಯಾಖ್ಯಾನ","1. অধিক সংকলন, 2. অধিক ব্যাখ্যা"
"1. ಹೆಚ್ಚು ವ್ಯಾಖ್ಯಾನಕಾರರು, 2. ಹೆಚ್ಚು ಸಂಕಲನಕಾರರು","1. অধিক দোভাষী, 2. অধিক কম্পাইলাৰ"
ಉಪಭಾಷೆ,উপভাষা
"1.ಮೆಟಾ ನೆಟ್‌ವರ್ಕ್, 2.ಮೆಟಾ ನೆಟ್‌ವರ್ಕ್","1.মেটা নেটৱৰ্ক, 2.মেটা নেটৱৰ্ক"
ಸರ್ವಾಧಿಕಾರ,একনায়কত্ববাদ
ಪ್ರಕ್ರಿಯೆ,প্ৰক্ৰিয়া
ಮೆಟ್ರೋಪಾಲಿಟನ್ ಏರಿಯಾ ನೆಟ್‌ವರ್ಕ್ (MAN),মেট্ৰ&#39;পলিটান এৰিয়া নেটৱৰ্ক (MAN)
ಸೂಕ್ಷ್ಮ,মাইক্ৰ&#39;
"1.ಮೈಕ್ರೋಕೋಡ್, 2.ಮೈಕ್ರೋಕೋಡ್","১.মাইক্ৰ’ক’ড, ২.মাইক্ৰ’ক’ড"
ಮೈಕ್ರೋಕಂಪ್ಯೂಟರ್,মাইক্ৰ&#39;কম্পিউটাৰ
ಸೂಕ್ಷ್ಮ ನಿಯಂತ್ರಕ,মাইক্ৰ&#39; নিয়ন্ত্ৰক
ಸೂಕ್ಷ್ಮ ಚಕ್ರ,মাইক্ৰ&#39; চক্ৰ
ಮೈಕ್ರೋಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೆಕ್ಯಾನಿಕಲ್ ಮೆಕ್ಯಾನಿಸಮ್ಸ್ (MEMS),মাইক্ৰ&#39;ইলেক্ট্ৰনিক যান্ত্ৰিক ব্যৱস্থা (MEMS)
ಸೂಕ್ಷ್ಮ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
ಸೂಕ್ಷ್ಮ ಮಿನಿಯೇಟರೈಸೇಶನ್,মাইক্ৰ&#39; ক্ষুদ্ৰকৰণ
ಸೂಕ್ಷ್ಮ ಆದೇಶ,মাইক্ৰ&#39; অৰ্ডাৰ
"1.ಮೈಕ್ರೋ, 2.ಮೇನ್‌ಫ್ರೇಮ್ ಲಿಂಕ್","১.মাইক্ৰ’, ২.মেইনফ্ৰেম লিংক"
ಮೈಕ್ರೋ ಚಿಪ್,মাইক্ৰ&#39; চিপ
ಸೂಕ್ಷ್ಮ ಕೋಬೋಲ್,মাইক্ৰ&#39; ক&#39;বল
ಮೈಕ್ರೋ ಕೋಡ್,মাইক্ৰ&#39; ক&#39;ড
"1.ಮೈಕ್ರೋಫೈಲ್, 2.ಮೈಕ್ರೋಫಿಶ್, 3.ಮೈಕ್ರೋಫೈಲ್","১.মাইক্ৰ’ফাইল, ২.মাইক্ৰ’ফিছ, ৩.মাইক্ৰ’ফাইল"
ಮೈಕ್ರೋ ಫ್ಲಾಪಿ,মাইক্ৰ&#39; ফ্লপি
ಮೈಕ್ರೋಫಾರ್ಮ್ ಓದುವ ಸಾಧನ,মাইক্ৰ&#39;ফৰ্ম পঢ়া যন্ত্ৰ
ಸೂಕ್ಷ್ಮ ಚೌಕಟ್ಟು,মাইক্ৰ&#39; ফ্ৰেম
ಮೈಕ್ರೋಗ್ರಾಫಿಕ್ಸ್,মাইক্ৰ&#39;গ্ৰাফিক্স
ಮೈಕ್ರೊಫೋನ್,মাইক্ৰ&#39;ফোন
ಮೈಕ್ರೋಫೋಟೋಗ್ರಾಫ್,মাইক্ৰ&#39;ফটোগ্ৰাফ
"1.ಮೈಕ್ರೊಪ್ರೊಸೆಸಿಂಗ್ ಘಟಕ, 2.ಮೈಕ್ರೊಪ್ರೊಸೆಸಿಂಗ್ ಘಟಕ","১.মাইক্ৰ’প্ৰচেছিং ইউনিট, ২.মাইক্ৰ’প্ৰচেছিং ইউনিট"
ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್,মাইক্ৰ&#39;প্ৰচেছৰ
ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್ ಚಿಪ್,মাইক্ৰ&#39;প্ৰচেছৰ চিপ
ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್ ಇಂಟರ್ಪ್ರಿಟರ್,মাইক্ৰ&#39;প্ৰচেছৰ ইন্টাৰপ্ৰেটাৰ
ಮೈಕ್ರೋ ಪ್ರೊಸೆಸರ್ ಯೂನಿಟ್ (MPU),মাইক্ৰ&#39; প্ৰচেছৰ ইউনিট (MPU)
"1. ಮೈಕ್ರೋಪ್ರೋಗ್ರಾಂ, 2. ಮೈಕ್ರೋ ಪ್ರೋಗ್ರಾಂ","১.মাইক্ৰ’প্ৰগ্ৰেম, ২.মাইক্ৰ’ প্ৰগ্ৰেম"
ಸೂಕ್ಷ್ಮ ಅನುಕ್ರಮ,মাইক্ৰ&#39; ক্ৰম
ಮೈಕ್ರೋಸಾಫ್ಟ್,মাইক্ৰ’ছফ্ট
ಮೈಕ್ರೋಸಾಫ್ಟ್ ವಿಂಡೋಸ್,মাইক্ৰ’ছফ্ট উইণ্ড’জ
ಮೈಕ್ರೋವೇವ್,মাইক্ৰ&#39; ৱেভ
ಮೈಕ್ರೋ ವೇವ್ ಲಿಂಕ್,মাইক্ৰ&#39; ৱেভ লিংক
ಮೈಕ್ರೋವೇವ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್,মাইক্ৰৱেভ ট্ৰেন্সমিছন
ಮಧ್ಯಮ ನಿರ್ವಹಣೆ,মধ্যম ব্যৱস্থাপনা
"1.ಮಿಡಲ್‌ವೇರ್, 2. ಮಧ್ಯಮ ಸಾಮಾನು","1.মিডলৱেৰ, 2. মধ্যমীয়া ৱেৰ"
ಮಿಡಿ ಕಂಪ್ಯೂಟರ್,মিডি কম্পিউটাৰ
ಕೇಂದ್ರ ಬಿಂದು,কেন্দ্ৰীয় বিন্দু
ಮಧ್ಯಮ,মধ্যমীয়া
ವಲಸೆ ಮಾರ್ಗ,প্ৰব্ৰজনৰ পথ
ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ ಮಿಲಿಯನ್ ಸೂಚನೆಗಳು (MIPS),প্ৰতি ছেকেণ্ডত মিলিয়ন নিৰ্দেশনা (MIPS)
ಮಿನಿ ಕಂಪ್ಯೂಟರ್,মিনি কম্পিউটাৰ
ಸಣ್ಣ ಡಿಸ್ಕೆಟ್,সৰু ডিস্কেট
"1.ಸಣ್ಣ ಕೊಲೊನ್, 2.ಲಿಟಲ್ ಅಷ್ಟ್","১.সৰু বৃহদান্ত্ৰ, ২.সৰু অষ্ট"
ಕನಿಷ್ಠ ಉತ್ಪನ್ನ,নূন্যতম উৎপাদন
ವಿರಳ ಮರ,বিৰল গছ
"1.ಮಿನಿಮ್ಯಾಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್, 2.ಅಲ್ಗಾರಿದಮ್","১.মিনিমেক্স এলগৰিদম, ২.এলগৰিদম"
ಮಿನಿಯೇಟರೈಸೇಶನ್ ಪ್ರಕ್ರಿಯೆ,ক্ষুদ্ৰকৰণ প্ৰক্ৰিয়া
ಕಡಿಮೆ ವೆಚ್ಚದ ವಿಸ್ತರಣೆ ಮರ,সৰ্বনিম্ন খৰচৰ সম্প্ৰসাৰণ গছ
"1.ಕಡಿಮೆ ಲೇಟೆನ್ಸಿ ಎನ್‌ಕೋಡಿಂಗ್, 2.ಕಡಿಮೆ ಲೇಟೆನ್ಸಿ ಕೋಡಿಂಗ್","1.নিম্ন বিলম্ব এনকোডিং, 2.নিম্ন বিলম্ব ক&#39;ডিং"
ಸಣ್ಣ ಸಾಧನ,চুটি ডিভাইচ
"1. ಗುಣಾಕಾರ, 2. ಗುಣಾಕಾರ, 3. ಗುಣಾಕಾರ ಪದ","১.গুণন, ২.গুণন, ৩.গুণন পদ"
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್,ক্ৰেডিট কাৰ্ড
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್,ক্ৰেডিট কাৰ্ড
ಕ್ರೆಡಿಟ್ ಪ್ರದೇಶ,ক্ৰেডিট এলেকা
ಪ್ರತಿಬಿಂಬಿತ ಡಿಸ್ಕ್,মিৰ&#39;ৰ কৰা ডিস্ক
"1. ಮಿರರ್ ಸ್ಪಾಟ್, 2. ಫೋಟೋಕಾಪಿ, 3. ಮಿರರ್ ಕಾಪಿ","১.আইনা দাগ, ২.ফটোকপি, ৩.আইনা কপি"
ಮಿಶ್ರ ರಾಡಿಕ್ಸ್ ಸಂಕೇತ,মিশ্ৰিত মূলক সংকেত
ಮಿಕ್ಸರ್,মিক্সাৰ
ಸ್ಮರಣಾರ್ಥ,স্মৃতিভ্ৰংশ
ಜ್ಞಾಪಕ ವಿಳಾಸ,mnemonic ঠিকনা
ಸ್ಮರಣೀಯ,স্মৰণীয়
"1.ಮೊಬೈಲ್, 2.ಚಲಿಸಬಲ್ಲ","1.মোবাইল, 2.চলনশীল"
"1. ಮೊಬೈಲ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2. ಮೊಬೈಲ್ ಕಂಪ್ಯೂಟಿಂಗ್","১/ মোবাইল কম্পিউটিং, ২/ মোবাইল কম্পিউটিং"
"1.ಮಾದರಿ, 2.ಮಾದರಿ","১.মডেল, ২.মডেল"
ಮಾದರಿಯಿಲ್ಲದ ಸಂಪಾದಕ,মোডলেছ সম্পাদক
"1. ಮಾಡೆಲಿಂಗ್, 2. ಮಾಡೆಲಿಂಗ್","১.মডেলিং, ২.মডেলিং"
ಮೋಡೆಮ್,মডেম
"1.ಸರಳ ಸರಾಸರಿ, 2.ಸಾಮಾನ್ಯ, 3.ಸರಾಸರಿ","১.সৰল গড়, ২.সাধাৰণ, ৩.গড়"
ವಿಮಾನನ್,বিমন্দন
ಮಾಡರೇಟರ್,মডাৰেটৰ
ಮಾರ್ಪಡಿಸಿದ ಸೂಚನೆ,পৰিৱৰ্তিত নিৰ্দেশনা
ಪರಿವರ್ತಕ,পৰিৱৰ্তক
ಮಾರ್ಪಡಿಸುವ ಬಿಟ್,পৰিবৰ্তক বিট
ಮಾರ್ಪಾಡು,পৰিৱৰ্তন
ಮಾಡ್ಯುಲರ್,মডিউলাৰ
"1. ಮಾಡ್ಯುಲಾರಿಟಿ, 2. ಮಾಡ್ಯುಲಾರಿಟಿ","1. মডুলাৰিটি, 2. মডুলাৰিটি"
ಸಮನ್ವಯತೆ,মডুলেচন
ಘಟಕ,মডিউল
ಮಾಡ್ಯುಲರ್ ರಚನೆ,মডিউলাৰ গঠন
ಮಾನಿಟರ್,কাৰোবাৰ ওপৰত চকু ৰখা
"1. ಮಾನಿಟರ್ ಪ್ರೋಗ್ರಾಂ, 2. ಮಾನಿಟರ್ ಪ್ರೋಗ್ರಾಂ","১.মনিটৰ প্ৰগ্ৰেম, ২.মনিটৰ প্ৰগ্ৰেম"
ಏಕವರ್ಣದ ಪ್ರದರ್ಶನ,একৰঙী প্ৰদৰ্শন
ಏಕಶಿಲೆಯ ಇಂಟಿಗ್ರೇಟೆಡ್ ಸರ್ಕ್ಯೂಟ್,একক সংহত বৰ্তনী
ಏಕಶಿಲೆಯ ತಂತ್ರಜ್ಞಾನ,একক প্ৰযুক্তি
ಒಂದೇ ಸ್ಪೇಸ್ ಫಾಂಟ್,একক স্পেচ ফন্ট
ಒಂದು ಸ್ಥಾನಿಕ,a positional
ಏಕತಾನತೆ,একাগ্ৰতা
"1. ಆಕಾರ, 2. ರೂಪ","১. আকৃতি, ২. ৰূপ"
ರೂಪ,প্ৰপত্ৰ
ಆಕಾರ,আকাৰ
"1. ಅಡಮಾನ, 2. ಅಡಮಾನ, ಅಡಮಾನ","১.বন্ধকী, ২.বন্ধকী, বন্ধকী"
MOSFET (MOSFET),MOSFET (MOSFET) গেস্টবুক
"1. ಅತ್ಯಧಿಕ ಎರಡು ಅಂಕೆಗಳು, 2. ಅತ್ಯಧಿಕ ಬಿಟ್","1. সৰ্বোচ্চ দুটা অংক, 2. সৰ্বোচ্চ বিট"
ಮದರ್ ಬೋರ್ಡ್,মাদাৰ বৰ্ড
ತಾಯಿ ನೋಂದಣಿ,মাতৃ পঞ্জীয়ন
ಚಲನಚಿತ್ರಗಳು,চলচ্চিত্ৰ
ಚಲನಚಿತ್ರ ತಜ್ಞರ ಗುಂಪು (MPEG),চলচ্চিত্ৰ বিশেষজ্ঞ গোট (MPEG)
ಆರೋಹಣ,মাউন্ট
"1.ಮೌಸ್, 2.ಮೌಸ್","১.মাউছ, ২.মাউছ"
"1. ಚಲಿಸಬಲ್ಲ, 2. ಸ್ಥಳಾಂತರ","১.চলনশীল, ২.স্থানচ্যুতি"
ಚಲಿಸುವ ಚಿಹ್ನೆ,চলন্ত চিহ্ন
MS-DOS,এম এছ-ড’ছ
MS-Windows,এম এছ-উইণ্ড’জ
ಬಹು ದೃಷ್ಟಿಕೋನ,একাধিক অভিমুখীতা
ಬಹು ಪ್ರೊಸೆಸರ್,মাল্টি প্ৰচেছৰ
"1.ಮಲ್ಟಿಪ್ರೋಗ್ರಾಮಿಂಗ್, 2.ಮಲ್ಟಿಪ್ರೋಗ್ರಾಮಿಂಗ್","১.মাল্টিপ্ৰগ্ৰেমিং, ২.মাল্টিপ্ৰগ্ৰেমিং"
ಬಹುಕಾರ್ಯಕ,মাল্টিটাস্কিং
ಬಾಹುಬಸ್,বহুবুছ
ಪ್ರಸಾರ,সম্প্ৰচাৰ
ಬಹುರೂಪಿ ವಿಳಾಸ,বহুৰূপী ঠিকনা
ಪ್ರಸಾರ,সম্প্ৰচাৰ
ಮಲ್ಟಿಚಿಪ್,মাল্টিচিপ
ಮಲ್ಟಿಕ್ಸ್,multix
ಬಹುಕಾರ್ಯಕ ಕಾರ್ಯಾಚರಣೆ,মাল্টিটাস্কিং অপাৰেচন
"1.ಮಲ್ಟಿಲೆವೆಲ್ ಮೆಮೊರಿ, 2. ಬಹು ಹಂತದ ಸ್ಮರಣೆ","১.বহুস্তৰীয় স্মৃতিশক্তি, ২. বহুস্তৰীয় স্মৃতিশক্তি"
