Marathi,Bengali
पुन्हा भरती,পুনরায় পরিশোধ
अहवाल,রিপোর্ট
भांडार,সংগ্রহস্থল
प्रतिनिधित्व,প্রতিনিধিত্ব
प्रतिनिधी,প্রতিনিধি
फटकार,তিরস্কার
पुनर्मुद्रण,পুনরায় মুদ্রণ
प्रत्युत्तर,প্রতিশোধ গ্রহণ
पुनरुत्पादित,পুনরুত্পাদন
पुनरुत्पादन,প্রজনন
प्रजासत्ताक दिवस,প্রজাতন্ত্র দিবস
खंडन करा,প্রত্যাখ্যান
Repugnant,প্রত্যাখ্যান
पुन्हा खरेदी,পুনরায় কিনে
प्रतिष्ठा,খ্যাতি
आवश्यकता,প্রয়োজনীয়তা
आवश्यक,প্রয়োজনীয়
आवश्यक माहिती,প্রয়োজনীয় তথ্য
आवश्यकता,প্রয়োজনীয়
विनंती,অনুরোধ
विनंती फॉर्म,চাহিদা পত্র
आवश्यक स्लिप,অনুরোধ স্লিপ
बचाव,উদ্ধার
संशोधन कार्य,গবেষণা কাজ
राग,বিরক্তি
आरक्षण,সংরক্ষণ
आरक्षण फी,রিজার্ভেশন ফি
पोस्टचे आरक्षण,পোস্ট সংরক্ষণ
राखीव,সংচিতি
आरक्षित निवास,সংরক্ষিত আবাসন
राखीव मतदारसंघ,সংরক্ষিত আসন
राखीव किंमत,ন্যূনতম মূল্য
पुनर्वसन,পুনর্বাসন
फेरबदल,রশ্মি
निवास,বাসস্থান
निवासी परवानगी,আবাসিক অনুমোদন
रहिवासी,বাসিন্দা
निवासी,আবাসিক
निवासी निवास,আবাসিক আবাসন
निवासी पत्ता,আবাসিক ঠিকানা
निवासी तिमाही,আবাসিক কোয়ার্টার
अवशेष,অবশিষ্টাংশ
अवशेष पेन्शन,অবশিষ্টাংশ পেনশন
अवशेष शक्ती,অবশিষ্টাংশ শক্তি
राजीनामा,পদত্যাগ
प्रतिकार करा,প্রতিহত করা
ठराव,রেজোলিউশন
आदरपूर्वक,শ্রদ্ধার সাথে
अनुक्रमे,যথাক্রমে
प्रतिसादकर्ता,উত্তরদাতা
प्रतिसाद,প্রতিক্রিয়া
जबाबदारी,দায়িত্ব
जबाबदार,দায়ী
उत्तरदायी,প্রতিক্রিয়াশীল
रेस्ट हाऊस,বিশ্রামাগার
पुनर्संचयित करा,পুনরুদ্ধার
संयम,সংযম
प्रतिबंधित,সীমাবদ্ধ
प्रतिबंधित रजा,সীমাবদ্ধ ছুটি
निर्बंध,সীমাবদ্ধতা
निकाल देणारं काम,ফলাফল ভিত্তিক কাজ
सारांश,জীবনবৃত্তান্ত
रीमॉन,রিলামমন
पुन्हा सुरूवात,পুনঃসূচনা
टिकवून ठेवा,ধরে রাখা
धारणा किंमत,ধরে রাখার মূল্য
सेवानिवृत्त,অবসরপ্রাপ্ত
सेवानिवृत्ती,অবসর
सेवानिवृत्तीचे फायदे,অবসর সুবিধা
सेवानिवृत्त वय,অবসরপ্রাপ্ত বয়স
निवृत्त पेन्शन,অবসরপ্রাপ্ত পেনশন
रीट्रेन्चेड कर्मचारी,Retrenched কর্মীরা
रीट्रेंचमेंट,Retrenchment
पूर्वगामी वेतन,Retroactive বেতন
परत,প্রত্যাবর্তন
परत प्रवास,ফিরতি যাত্রা
पोस्ट परत,পোস্ট রিটার্ন
पुनर्वसन,পুনর্বিবেচনা
पुनर्मूल्यांकन,পুনর্নির্মাণ
महसूल,রাজস্ব
महसूल खर्च,রাজস্ব ব্যয়
महसूल शिक्का,রেভিনিউ স্ট্যাম্প
