Bengali,Marathi
নন-ডাইরিসিটোনাল মাইক্রোফোন,डायरेसिटोनल मायक्रोफोन
অ-প্ররোচিত লোড,नॉन-इंडिक्वक्टिव्ह लोड
অ-প্ররোচিত প্রতিরোধ,नॉन-इंडिक्टिव्ह प्रतिकार
অ-সিনোসয়েডাল তরঙ্গ,नॉन-सिनोसॉइडल वेव्ह
অনুদ্বায়ী মেমরি,नॉन-अस्थिर मेमरी
না গেট,किंवा गेट
সাধারণ গতি,सामान्य वेग
সাধারণ সরবরাহ,सामान्य पुरवठा
খাঁজ,खाच
খাঁজ ফিল্টার,नॉच फिल्टर
সংখ্যাসূচক,संख्यात्मक
সংখ্যাগতভাবে নিয়ন্ত্রিত দোলক,संख्यात्मक नियंत्रित ऑसीलेटर
বাদাম বোল্ট,नट-बोल्ट
Nyquist-শ্যানন উপপাদ্য,Nyquist-shannon प्रमेय
অবজেক্ট ওরিয়েন্টেড,ऑब्जेक्ट-देणारं
অক্টাল,ऑक्टल
ফ্রিকোয়েন্সি অষ্টভ,वारंवारतेचा अष्टक
অক্টেট,ऑक्टेट
অফ-লাইন,ऑफ-लाइन
অফসেট,ऑफसेट
ওহম,ओहम
ওহম মিটার,ओम मीटर
তেল সার্কিট ব্রেকার,तेल सर्किट ब्रेकर
তেলের ছাঁকনি,तेलाची गाळणी
তেল নিমগ্ন,तेल बुडले
তেল স্তর গেজ,तेल पातळी गेज
ওমনি-দিকনির্দেশক অ্যান্টেনা,ओमनी-दिशात्मक ten न्टीना
ওমনি-দিকনির্দেশক মাইক্রোফোন,ओमनी-दिशात्मक मायक्रोफोन
চাহিদা সাপেক্ষে,मागणीवर
অন-ডিমান্ড স্ট্রিমিং,ऑन-डिमांड स्ट्रीमिंग
অন-লাইন (অনলাইন),ऑनलाईन (ऑनलाइन)
অনলাইন বিশ্লেষণাত্মক প্রক্রিয়াজাতকরণ,ऑनलाइन विश्लेषणात्मक प्रक्रिया
অন-অফ,चालु बंद
অন-অফ কীইং মড্যুলেশন,ऑन-ऑफ कीिंग मॉड्यूलेशन
খণ্ডিত বর্তনী,ओपन सर्किट
মুক্ত উৎস,मुक्त स्रोत
মুক্ত ব্যবস্থা,ओपन सिस्टम
অপারেটিং ফ্রিকোয়েন্সি,ऑपरेटिंग वारंवारता
অপারেটিং সিস্টেম,ऑपरेटिंग सिस्टम
অপারেশন,ऑपरेशन
অপারেটর,ऑपरेटर
অপটিকাল ফাইবার,ऑप्टिकल फायबर
অপটিক্যাল ফ্রিকোয়েন্সি,ऑप्टिकल वारंवारता
অপটিক্যাল হ্রাস,ऑप्टिकल कपात
অপটিক্যাল রেজোলিউশন,ऑप्टिकल रेझोल्यूशन
অপটিক্যাল ট্র্যাক,ऑप्टिकल ट्रॅक
সর্বোত্তম কাজের ফ্রিকোয়েন্সি,इष्टतम कार्य वारंवारता
অপ্টোকুপলার,ऑप्टोकॉप्लर
অপটোলেক্ট্রনিক্স,ऑप्टोइलेक्ट्रॉनिक्स
বা গেট,किंवा गेट
কক্ষপথ,कक्षा
দোলক,ऑसीलेटर
অসিলগ্রাম,ऑसिलोग्राम
অসিলোগ্রাফ,ऑसिलोग्राफ
অসিলোস্কোপ,ऑसिलोस्कोप
বাইরের ইন্টারলিভার,बाह्य इंटरलीव्हर
বহির্গামী ফিডার,आउटगोइंग फीडर
আউটপুট,आउटपुट
আউটপুট স্তর,आउटपुट स्तर
আউটপুট মিটার,आउटपुट मीटर
আউটপুট ট্রান্সফর্মার,आउटपुट ट्रान्सफॉर्मर
আউটপুট ভালভ,आउटपुट वाल्व
আউটপুট তরঙ্গরূপ,आउटपुट वेव्हफॉर्म
বাইরের সম্প্রচার (ওবি),बाहेरील प्रसारण (ओबी)
চুলা,ओव्हन
