Marathi,Gujarati
स्थापना शुल्क,સ્થાપન -ખર્ચ
स्थापना प्रक्रिया नियंत्रण,સ્થાપન પ્રક્રિયા નિયંત્રણ
स्थापना टेप  क्रमांक,સ્થાપન ટેપ  નંબર
स्थापना वेळ,સ્થાપન સમય
प्रवाहात प्रक्रिया,શાસ્ત્રીય કાર્યપદ્ધતિ
सूचना,સૂચના
सूचना पत्ता,સૂચના સરનામું
सूचना पत्ता  नोंदणी करा,સૂચના સરનામું  નોંધણી કરવી
सूचना पत्ता  थांबवा,સૂચના સરનામું  બંધ
सूचना क्षेत्र,પ્રશિક્ષણ ક્ષેત્ર
सूचना कोड,સૂચના સંહિતા
सूचना  स्थिर,સૂચના  સતત
सूचना नियंत्रण  युनिट,સૂચના નિયંત્રણ  એકમ
सूचना काउंटर,સૂચના કાઉન્ટર
सूचना डेक सूचना डीकोडर,સૂચના તૂતક
सूचना स्वरूप,સૂચનાપત્રક
सूचना मिक्स,પ્રશિક્ષણ
सूचना  सुधारक,સૂચના  ફેરફાર કરનાર
सूचना पॅक,સૂચના પેક
सूचना नोंदणी,સૂચના રજિસ્ટર
सूचना  Reportore,સૂચના  ભંડાર
सूचना सेट,સૂચના સમૂહ
सूचना  विधान,સૂચના  નિવેદન
सूचना संचयन,સૂચના સંગ્રહ
सूचना शब्द,પ્રશિક્ષક શબ્દ
पूर्णांक स्थिर,પૂર્ણતા
पूर्णांक  प्रोग्रामिंग,પૂર્ણ થનાર  કાર્યક્રમ
पूर्णांक व्हेरिएबल,પૂર્ણાંક ચલ
अविभाज्य सीमा,અભિન્ન સીમા
एकात्मिक अ‍ॅडॉप्टर,એકીકૃત એડેપ્ટર
समाकलित  संलग्नक,સંકલિત  જોડાણ
समाकलित  संप्रेषण  अ‍ॅडॉप्टर,સંકલિત  વાતચીત  અનુકૂલન
एकात्मिक डेटा  पाया,સંકલિત આધારસામક  પાયો
एकात्मिक डेटा  प्रक्रिया,સંકલિત આધારસામક  પ્રક્રિયા
एकात्मिक डिजिटल  नेटवर्क,સંકલિત ડિજિટલ  નેટવર્ક
एकात्मिक डिस्क,એકીકૃત ડિસ્ક
समाकलित  एमुलेटर,સંકલિત  -નેપ -સમાયોજિત કરવું
समाकलित फाइल  अ‍ॅडॉप्टर,એકીકૃત ફાઈલ  અનુકૂલન
एकात्मिक मॉडेम,સંકલિત મોડેમ
समाकलित  सॉफ्टवेअर,સંકલિત  સ software
एकात्मिक शब्द  प्रक्रिया,સંકલિત શબ્દ  પ્રક્રિયા
एकात्मिक शब्द  प्रक्रिया  उपकरणे,સંકલિત શબ્દ  પ્રક્રિયા  સામાન
मोटर एकत्रित करीत आहे,એકીકૃત મોટર
हुशार  नियंत्रक,બુદ્ધિશાળી  નિયંત્રક
बुद्धिमान कॉपीयर,બુદ્ધિશાળી
हुशार  टर्मिनल,બુદ્ધિશાળી  અંતિમ
सुगम क्रॉस  चर्चा,બુદ્ધિગમ્ય ક્રોસ  વાતચીત
परस्परसंवाद,ક્રિયાપ્રતિક્રિયા
परस्परसंवादी  ग्राफिक्स,ક્રમાંકિત  ગ્રાજક
परस्परसंवादी  कीबोर्ड प्रिंटर,ક્રમાંકિત  પાટિયું
परस्परसंवादी दिनचर्या,ક્રિયાપ્રતિક્રિય
परस्परसंवादी प्रणाली,ક્રિયાપ્રતિક્રિયા પદ્ધતિ
इंटरब्लॉक गॅप,કળશ
इंटरसेप्ट  टर्मिनल,વિઘટિત  અંતિમ
ट्रंक इंटरसेप्टिंग,અટકાયત થડ
इंटरसेप्ट ऑपरेटर,વિક્ષેપ
इंटरसेप्ट सेवा,વિક્ષેપ
इंटरकॉम्यूनिकेशन सिस्टम,આંતર -પદ્ધતિ પદ્ધતિ
इंटरकॉम सेवा,આંતરકોમ સેવા
इंटरकनेक्टिंग  युनिट,સંબંધ  એકમ
इंटरसायकल,આંતરડા
इंटरएक्सचेंज  चॅनल,ઉપદ્રવ  માર્ગ
इंटरफेस,પ્રસારણ
इंटरफेस  प्रोसेसर,પ્રસારણ  પ્રોસેસર
इंटरफेस रूटीन,પ્રજનન
इंटरफेस  तपशील,પ્રસારણ  વિશિષ્ટતા
इंटरफिक्स,વિધિ
आतील लेबल,આંતરિક લેબલ
आंतरजातीय,આંતરવંચન
इंटरलीव्ह,ઇન્ટરલેવ
अंतर्देशीय अ‍ॅरे,ઇન્ટરલીવ્ડ એરે
इंटरलीव्ह  सबस्क्रिप्ट,અંતરે  આવરણ
इंटरलीव्हिंग,સાંધા
अंतःकरण,ગાળો
दरम्यानचे  बफर,મધ્યમ  બફર
दरम्यानचे  वितरण  फ्रेम,મધ્યમ  વિતરણને લગતું  ક્રમાંક
दरम्यानचे  उपकरणे,મધ્યમ  સામાન
इंटरमीडिएट नोड,મધ્યવર્તી નોડ
इंटरमीडिएट पास  (वर्गीकरण),મધ્યવર્તી પાસ  (સ ing ર્ટિંગ)
दरम्यानचे एकूण,મધ્યવર્તી કુલ
दरम्यानचे विलंब,મધ્યવર્તી વિલંબ
मधूनमधून त्रुटी,તૂટક તૂટક ભૂલ
इंटरमिक्स टेप,અંતરાલ ટેપ
