Gujarati,Odiya
શ્રેષ્ઠ મૂલ્ય,ସର୍ବୋତ୍ତମ ମୂଲ୍ୟ
"શ્રેષ્ઠ, શ્રેષ્ઠ","ସର୍ବୋତ୍କୃଷ୍ଟ, ସର୍ବୋତ୍କୃଷ୍ଟ"
વર્ગ,କ୍ଲାସ୍
"ઓર્ડર, ઓર્ડર, પાવર, રેડિક્સ, ગ્રુપ નંબર","କ୍ରମ, କ୍ରମ, ଶକ୍ତି, ରେଡିକ୍ସ, ଗୋଷ୍ଠୀ ସଂଖ୍ୟା |"
ઓર્ડર કરેલ જોડી,ଅର୍ଡର ହୋଇଥିବା ଯୋଡି |
"વર્ગીકૃત સમૂહ, છટણી કરેલ સમૂહ","ସର୍ଟ ସେଟ୍, ସର୍ଟ ସେଟ୍ |"
"વર્ગીકરણ, વર્ગીકરણ","ସର୍ଟିଂ, ସର୍ଟିଂ"
"નિર્ધારકનો હુકમ, નિર્ધારકનો હુકમ","ନିର୍ଣ୍ଣୟକାରୀଙ୍କ କ୍ରମ, ନିର୍ଣ୍ଣୟକାରୀଙ୍କ କ୍ରମ |"
જૂથ ગ્રેડ,ଗୋଷ୍ଠୀ ଗ୍ରେଡ୍
મેટ્રિક્સનો ક્રમ,ମ୍ୟାଟ୍ରିକ୍ସର କ୍ରମ |
તત્વોનું જૂથ,ଉପାଦାନଗୁଡିକର ଗୋଷ୍ଠୀ |
વિભેદક સમીકરણનો ક્રમ,ଭିନ୍ନକ୍ଷମ ସମୀକରଣର କ୍ରମ |
ઓપરેશન ક્રમ,ଅପରେସନ୍ କ୍ରମ |
શૂન્ય ક્રમ,ଶୂନ କ୍ରମ |
ઓર્ડિનલ નંબરો,ସାଧାରଣ ସଂଖ୍ୟା
સરળ વિભેદક સમીકરણ,ସରଳ ଭିନ୍ନ ଭିନ୍ନ ସମୀକରଣ |
ગ્રેડ,ଗ୍ରେଡ୍
અનુકૂલનક્ષમતા,ଅନୁକୂଳତା
ઓરિએન્ટેશન,ଆଭିମୁଖ୍ୟ
પૃષ્ઠ અભિગમ,ପୃଷ୍ଠା ଆଭିମୁଖ୍ୟ
"મૂળ, મૂળ, મૂળ","ଉତ୍ପତ୍ତି, ଉତ୍ପତ୍ତି, ଉତ୍ପତ୍ତି"
મૂળ બિંદુ,ଉତ୍ପତ୍ତି ବିନ୍ଦୁ
ઘેટાંનું કેન્દ્ર,ମେଣ୍ amb ା କେନ୍ଦ୍ର |
"ઊભી કોણીય, લંબ","ଭୂଲମ୍ବ କୋଣାର୍କ, ପର୍ପେଣ୍ଡିକୁଲାର୍ |"
ઓર્થોગોનલ અક્ષ,ଅର୍ଗୋଗୋନାଲ୍ ଅକ୍ଷ |
લેમ્બિક કુટુંબ,ମେଣ୍ amb ା ପରିବାର |
"Lumbik Group, Lumbik Group","ଲୁମ୍ବିକ୍ ଗ୍ରୁପ୍, ଲୁମ୍ବିକ୍ ଗ୍ରୁପ୍ |"
ઓર્થોગોનાલિટી સ્થિતિ,orthogonality ଅବସ୍ଥା |
ગતિશીલતા,ସଂଗ୍ରହ
ઓર્થોગોનલ મેટ્રિક્સ,ଅର୍ଥୋଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
"ઓર્થોનોર્મલ, સામાન્ય ઓર્થોનોર્મલ","orthonormal, ସାଧାରଣ orthonormal |"
સામાન્ય ઊભી આધાર,ସାଧାରଣ ଭୂଲମ୍ବ ଆଧାର |
ઓસિલેશન,ଦୋହରିବା |
કાર્યનું ઓસિલેશન,କାର୍ଯ୍ୟର ଦୋହରିବା |
ઓસીલેટરી કાર્ય,ଦୋହରିବା କାର୍ଯ୍ୟ |
asleshi,asleshi
બાહ્ય ઉત્પાદન,ବାହ୍ୟ ଉତ୍ପାଦ
"આઉટપુટ, આઉટપુટ, આઉટપુટ, આઉટફ્લો","ଆଉଟପୁଟ୍, ଆଉଟପୁଟ୍, ଆଉଟପୁଟ୍, ଆଉଟଫ୍ଲୋ"
અતિનિર્ધારિત એન્ટિટી,ଅତ୍ୟଧିକ ନିର୍ଦ୍ଦିଷ୍ଟ ସଂସ୍ଥା |
જોડી કરેલી સરખામણી,ଯୁଗ୍ମ ତୁଳନା
જોડાયેલું,ଯୋଡି ଅସନ୍ତୁଷ୍ଟ |
દંપતી સ્વતંત્ર,ଦମ୍ପତି ସ୍ୱାଧୀନ |
સમાંતર બળ,ସମାନ୍ତରାଳ ଶକ୍ତି |
સમાંતરગ્રામ,ସମାନ୍ତରାଳ
બળ સમાંતરગ્રામ,ସମାନ୍ତରାଳ
વેગ સમાંતરગ્રામ,ବେଗ ସମାନ୍ତରାଳ
સમાંતરગ્રામ,ସମାନ୍ତରାଳ
"પરિમાણો, આંતરછેદીય ગુણોત્તર, પરિમાણો","ପାରାମିଟର, ବିଚ୍ଛେଦ ଅନୁପାତ, ପାରାମିଟର |"
બિન-માનક,ଅଣ-ମାନକ
વિતરણ પરિમાણ,ବଣ୍ଟନ ପାରାମିଟର
પરિમાણ,ପାରାମିଟର
પરિમાણ કોઓર્ડિનેટ્સ,ପାରାମିଟର ସଂଯୋଜନା
પેરામેટ્રિક વળાંક,ପାରାମିଟ୍ରିକ୍ ବକ୍ର
પેરામેટ્રિક સમીકરણ,ପାରାମିଟ୍ରିକ୍ ସମୀକରଣ
પેરામેટ્રિક લીનિયર પ્રોગ્રામિંગ,ପାରାମେଟ୍ରିକ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ |
પરિમાણ પદ્ધતિ,ପାରାମିଟର ପଦ୍ଧତି
પેરામેટ્રિક ઉદ્દેશ્ય કાર્ય,ପାରାମେଟ୍ରିକ୍ ଅବଜେକ୍ଟିଭ୍ ଫଙ୍କସନ୍
પેરામીટર પ્રોગ્રામિંગ,ପାରାମିଟର ପ୍ରୋଗ୍ରାମିଂ
પરિમાણ રજૂઆત,ପାରାମିଟର ପ୍ରତିନିଧିତ୍ୱ
પરિમાણીકરણ,ପାରାମିଟରାଇଜେସନ୍
"કૌંસ, બંધનકર્તા","ବ୍ରାକେଟ୍, ବାନ୍ଧିବା |"
કૌંસ,ବନ୍ଧନୀ
પિતૃ વસ્તી,ପିତାମାତା ଜନସଂଖ୍ୟା |
pareto-વળાંક,ପାରେଟୋ-ବକ୍ର
સમાનતા તપાસ,ଯୁଗଳ ଯାଞ୍ଚ |
આંશિક વર્ણસંકરીકરણ,ଆଂଶିକ ହାଇବ୍ରିଡାଇଜେସନ୍ |
આંશિક સહસંબંધ,ଆଂଶିକ ସମ୍ବନ୍ଧ
આંશિક ડેરિવેટિવ્ઝ,ଆଂଶିକ derivatives
આંશિક વિભેદક સમીકરણ,ଆଂଶିକ ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
આંશિક વિભેદક,ଆଂଶିକ ଭିନ୍ନକ୍ଷମ |
અપૂર્ણાંક અપૂર્ણાંક,ଭଗ୍ନାଂଶ ଭଗ୍ନାଂଶ
આંશિક એકીકરણ,ଆଂଶିକ ଏକୀକରଣ
અંશતઃ ક્રમાંકિત,ଆଂଶିକ ସର୍ଟ ହୋଇଛି |
આંશિક રીતે ઓર્ડર કરેલ સેટ,ଆଂଶିକ ଅର୍ଡର ସେଟ୍ |
આંશિક ઓર્ડર,ଆଂଶିକ କ୍ରମ |
આંશિક રીગ્રેસન ગુણાંક,ଆଂଶିକ ରିଗ୍ରେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
આંશિક રકમ,ଆଂଶିକ ରାଶି
કણ,କଣିକା
ચોક્કસ પરિસ્થિતિ,ନିର୍ଦ୍ଦିଷ୍ଟ ପରିସ୍ଥିତି |
ખાસ અભિન્ન,ବିଶେଷ ଅବିଚ୍ଛେଦ୍ୟ |
ખાસ હળ,ସ୍ୱତନ୍ତ୍ର ହଳ
"વિભાજન, વિતરણ","ବିଭାଜନ, ବଣ୍ଟନ"
મેટ્રિસિસનું વિભાજન,ମାଟ୍ରିକ୍ସର ବିଭାଜନ |
વિભાગીય મૂલ્ય,ବିଭାଗୀୟ ମୂଲ୍ୟ
પાસ્કલ ત્રિકોણ,ପାସ୍କାଲ୍ ତ୍ରିରଙ୍ଗା |
"આકૃતિ, પ્રતિ મૂલ્ય, પ્રતિ ફોર્મ, પેટર્ન","ଚିତ୍ର, ପ୍ରତି ମୂଲ୍ୟ, ପ୍ରତି ଫର୍ମ, ପାଟର୍ନ |"
કાઉન્ટર ફંક્શન,କାଉଣ୍ଟର ଫଙ୍କସନ୍
નકલ સમસ્યા,କପି ସମସ୍ୟା
પેલોડ વેગ,ପେଲୋଡ୍ ବେଗ |
ચુકવણી કાર્ય,ଦେୟ କାର୍ଯ୍ୟ
ચુકવણી મેટ્રિક્સ,ଦେୟ ମ୍ୟାଟ୍ରିକ୍ସ
પી-બેઝ,p-base
p-અક્ષર,p- ବର୍ଣ୍ଣ
પિયાનો-વળાંક,ପିଆନୋ-ବକ୍ର
પિયાનો સમૂહ,ପିଆନୋ ସଂଗୀତ
શબ્દ સમીકરણ,ଶବ୍ଦ ସମୀକରଣ |
ટકા,ଶତକଡା
ટકાવારી,ଶତକଡା
ટકાવારી ભૂલ,ଶତକଡା ତ୍ରୁଟି |
ટકાવારી આવર્તન,ଶତକଡା ଆବୃତ୍ତି
ટકાવારી વધારો,ପ୍ରତିଶତ ବୃଦ୍ଧି
ચોકસાઈ ટકાવારી,ସଠିକତା ପ୍ରତିଶତ
ટકાવારી અવમૂલ્યન,ଶତକଡା ଅବନତି
ટકાવારી,ଶତକଡା
સંપૂર્ણ સમઘન,ସଂପୂର୍ଣ୍ଣ କ୍ୟୁବ୍ |
આદર્શ ગેસ,ଆଦର୍ଶ ଗ୍ୟାସ୍ |
સંપૂર્ણ સંખ્યા,ସଂପୂର୍ଣ୍ଣ ସଂଖ୍ୟା
સંપૂર્ણ સેટ,ସଂପୂର୍ଣ୍ଣ ସେଟ୍ |
સંપૂર્ણ ચોરસ,ସଂପୂର୍ଣ୍ଣ ବର୍ଗ
સંપૂર્ણ ચોરસ અભિવ્યક્તિ,ସଂପୂର୍ଣ୍ଣ ବର୍ଗ ଅଭିବ୍ୟକ୍ତି |
પરિમિતિ,ପରିସୀମା
"સામયિકતા, સામયિકતા, સામયિકતા, સામયિક અનુક્રમણિકા (ત્રિકોણમિતિ), અવધિ, અવધિ","ଅବଧି, ଅବଧି, ପର୍ଯ୍ୟାୟ, ପର୍ଯ୍ୟାୟ ସୂଚକାଙ୍କ (ଟ୍ରାଇଗୋମେଟ୍ରି), ଅବଧି, ସମୟ ଅବଧି |"
સામયિક વળાંક,ପର୍ଯ୍ୟାୟ ବକ୍ର
પુનરાવર્તિત વિક્ષેપ,ବାରମ୍ବାର ବିଶୃଙ୍ଖଳା |
સામયિક કાર્ય,ପର୍ଯ୍ୟାୟ କାର୍ଯ୍ୟ
રિકરિંગ ગતિ,ବାରମ୍ବାର ଗତି
પરિભ્રમણ સમયગાળો,ଘୂର୍ଣ୍ଣନ ଅବଧି
પરિભ્રમણ સમયગાળો,ଘୂର୍ଣ୍ଣନ ଅବଧି
આવર્તન વળાંક,ଫ୍ରିକ୍ୱେନ୍ସି ବକ୍ର
"પેરિફેરલ, પેરિફેરલ, પેરિફેરલ","ପେରିଫେରାଲ୍, ପେରିଫେରାଲ୍, ପେରିଫେରାଲ୍ |"
"અનુમતિપાત્ર, અનુમતિપાત્ર","ଅନୁମତିପ୍ରାପ୍ତ, ଅନୁମତିପ୍ରାପ୍ତ"
અશુદ્ધતાની અનુમતિપાત્ર મર્યાદા,ଅଶୁଦ୍ଧତାର ଅନୁମତି ସୀମା |
ક્રમચય,ଅନୁମତି
ક્રમચય જૂથ,ଅନୁମତି ଗୋଷ୍ଠୀ |
ક્રમચય મેટ્રિક્સ,ପର୍ମୁଟେସନ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
ક્રમચય પદ્ધતિ,ଅନୁମତି ପଦ୍ଧତି |
લંબ,ପର୍ପେଣ୍ଡିକୁଲାର୍ |
વિલંબ,ବିଳମ୍ବ
"ઊભી, ઊભી","ଭୂଲମ୍ବ, ଭୂଲମ୍ବ ଭାବରେ |"
વર્ટિકલ પ્લેન,ଭୂଲମ୍ବ ବିମାନ |
કર્મચારી સોંપણી સમસ્યા,କର୍ମଚାରୀଙ୍କ ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା |
pert,pert
ચીડ,ବିରକ୍ତିକର
ચીડ,ବିରକ୍ତିକର
હેરાન કરતી સમસ્યા,ବିରକ୍ତିକର ସମସ୍ୟା |
"તબક્કો, તબક્કો, કોણ","ପର୍ଯ୍ୟାୟ, ପର୍ଯ୍ୟାୟ, କୋଣ |"
કોણ,କୋଣ
સમયસર,ସମୟ ସମୟ ରେ
કલા વિસ્થાપન,କଳା ବିସ୍ଥାପନ
ભૌતિક ખગોળશાસ્ત્ર,ଶାରୀରିକ ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
શારીરિક સ્થિરતા,ଶାରୀରିକ ସ୍ଥିର |
ભૌતિક પરિમાણ,ଭ physical ତିକ ପାରାମିଟର |
ભૌતિક લોલક,ଶାରୀରିକ ପେଣ୍ଡୁଲମ୍ |
ભૌતિક જથ્થો,ଭ physical ତିକ ପରିମାଣ |
ભૌતિકશાસ્ત્ર,ପଦାର୍ଥ ବିଜ୍ଞାନ
ચિત્ર,ଚିତ୍ର
ચિત્રકાર,ଚିତ୍ରକାର
વિભાગીય રીતે સતત કાર્ય,ବିଭାଗୀୟ କ୍ରମାଗତ କାର୍ଯ୍ୟ |
સેગમેન્ટલી રેખીય,ବିଭାଗୀୟ
વિભાજિત રેખીય કાર્ય,ସେଗମେଣ୍ଟେଡ୍ ର line ଖ୍ୟ କାର୍ଯ୍ୟ |
ટુકડા દ્વારા ટુકડો,ଖଣ୍ଡ ଖଣ୍ଡ
વર્તુળ,ବୃତ୍ତ
માર્ગદર્શન વસ્તી ગણતરી,ଗାଇଡ୍ ଜନଗଣନା
માર્ગદર્શિકા સર્વેક્ષણ,ଗାଇଡ୍ ସର୍ଭେ |
"પીવટ, રિવેટ","ପିଭଟ୍, ରିଭେଟ୍ |"
આધાર તત્વ,ମୂଳ ଉପାଦାନ |
પ્લાન્ક સતત,ପ୍ଲାନ୍କ ସ୍ଥିର |
પ્લાન્કનો કાયદો,ପ୍ଲାନ୍କର ନିୟମ |
"માળ, સ્તર","ଚଟାଣ, ସ୍ତର"
કોપ્લાનર કોણ,କପ୍ଲାନାର୍ କୋଣ |
સપાટ સીમા,ସମତଳ ସୀମା |
સપાટ વળાંક,ଫ୍ଲାଟ ବକ୍ର
છબીને સપાટ કરો,ଚିତ୍ର ସମତଳ କରନ୍ତୁ |
પ્લેન ભૂમિતિ,ବିମାନ ଜ୍ୟାମିତି |
કોપ્લાનર ગતિ,କପ୍ଲାନାର୍ ଗତି |
પ્રક્ષેપણ વિમાન,ପ୍ରୋଜେକସନ ପ୍ଲେନ |
સૂચના માળખું,ନିର୍ଦ୍ଦେଶ ଚଟାଣ |
સમપ્રમાણતા વિમાન,ସମୃଦ୍ଧ ବିମାନ |
ગ્રહ,ଗ୍ରହ
કૃત્રિમ પ્રભામંડળ,କୃତ୍ରିମ ହାଲୋ |
ગ્રહોની ગતિ,ଗ୍ରହ ଗତି |
ગ્રહોની સિસ્ટમ,ଗ୍ରହ ପ୍ରଣାଳୀ |
પ્લેન ત્રિકોણમિતિ,ବିମାନ ଟ୍ରାଇଗୋନେଟ୍ରି |
વિમાન તરંગ,ବିମାନ ତରଙ୍ଗ |
આયોજન ક્ષિતિજ,ରାଶି ଯୋଜନା
પ્લાઝમા,ପ୍ଲାଜ୍ମା
"લવચીક, પ્લાસ્ટિક","ନମନୀୟ, ପ୍ଲାଷ୍ଟିକ୍ |"
સપાટ ઝોક,ସମତଳ ପ୍ରବୃତ୍ତି |
સપાટતા,ସମତଳତା |
"પ્લોટ, વિસ્તાર, પ્લોટ, પ્લોટ","ପ୍ଲଟ୍, କ୍ଷେତ୍ର, ପ୍ଲଟ୍, ପ୍ଲଟ୍ |"
કાવતરું કર્યું,ଷଡ଼ଯନ୍ତ୍ର
પ્લોટ કરેલ આવર્તન વિતરણ,ଚକ୍ରାନ୍ତ ଫ୍ରିକ୍ୱେନ୍ସି ବଣ୍ଟନ |
કાવતરાખોર,ଷଡଯନ୍ତ୍ରକାରୀ
મુસદ્દો,ଡ୍ରାଫ୍ଟ
વળાંક કાવતરું,ବକ୍ର ଚକ୍ରାନ୍ତ
"વત્તા, પૈસા","ଅଧିକ, ଟଙ୍କା"
"વત્તા-સ્વરૂપ, વત્તા-સ્વરૂપ","ପ୍ଲସ୍-ଫର୍ମ, ପ୍ଲସ୍-ଫର୍ମ |"
અનંત બિંદુ,ଅସୀମ ବିନ୍ଦୁ |
બિંદુ અંદાજ,ପଏଣ୍ଟ ଆକଳନ |
બિંદુ અંદાજ,ବିନ୍ଦୁ ଆକଳନ
બિંદુ સમૂહ,ପଏଣ୍ଟ ମାସ
ક્લસ્ટર પોઇન્ટ,କ୍ଲଷ୍ଟର ବିନ୍ଦୁ |
વિશ્લેષણ બિંદુ,ଆନାଲିଟିକ୍ସ ପଏଣ୍ଟ |
કોમ્પેક્શન પોઈન્ટ,ସଙ୍କୋଚନ ବିନ୍ଦୁ
ઘટના બિંદુ,ଘଟଣା
અનંત વિરામ બિંદુ,ଅସୀମ ବିଚ୍ଛିନ୍ନତା ବିନ୍ଦୁ |
આંતરછેદ બિંદુ,ଛକ ବିନ୍ଦୁ
બિન-કન્વર્જન્સ બિંદુ,ଅଣ-ସମ୍ମିଶ୍ରଣ ବିନ୍ଦୁ |
પ્રક્ષેપણ બિંદુ,ପ୍ରୋଜେକସନ ପଏଣ୍ଟ |
સમાન કન્વર્જન્સ બિંદુ,ସମାନ ସମ୍ମିଶ୍ରଣ ବିନ୍ଦୁ |
બિંદુ સ્થિતિ,ବିନ୍ଦୁ ଅବସ୍ଥାନ |
બિંદુ સમૂહ,ପଏଣ୍ଟ ସେଟ୍ |
બિંદુ સ્ત્રોત,ବିନ୍ଦୁ ଉତ୍ସ |
બિંદુ બંધ,ବିନ୍ଦୁ ବନ୍ଦ |
બિંદુ કન્વર્ટર,ପଏଣ୍ଟ କନଭର୍ଟର |
બિંદુ કન્વર્જન્સ,ବିନ୍ଦୁ ସମ୍ମିଶ୍ରଣ |
બિંદુ અસંતુલિત કાર્ય,ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ
બિંદુ સ્થિતિ,ବିନ୍ଦୁ ଅବସ୍ଥାନ |
પોઈસન વિતરણ આગમન,ପଏସନ୍ ବଣ୍ଟନ ଆଗମନ |
ઝેર અભિન્ન,ପଏସନ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ |
પોઈસનની સમસ્યા,ପଏସନ୍ ସମସ୍ୟା |
ઝેરનું વિતરણ,ପଏସନ୍ ବଣ୍ଟନ |
ઝેરનું સમીકરણ,ପଏସନ୍ ସମୀକରଣ |
પોઈસનનું અભિન્ન સૂત્ર,ପଏସନ୍ ର ଅବିଚ୍ଛେଦ୍ୟ ସୂତ୍ର |
"ધ્રુવીય, ધ્રુવીય","ପୋଲର, ପୋଲର"
ધ્રુવીય કોણ,ପୋଲାର କୋଣ
ધ્રુવીય ધરી,ପୋଲାର ଅକ୍ଷ
ધ્રુવીય ટોપી,ପୋଲାର କ୍ୟାପ୍ |
ધ્રુવીય કોઓર્ડિનેટ્સ,ପୋଲାର ସଂଯୋଜନା |
