Tamil,Assamese
நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI),মধ্যমীয়া স্কেল সংহতি (MSI)
நடுத்தர ஒருங்கிணைப்பு (MSI),মধ্যম সংহতি (MSI)
சராசரி சேமிப்பு சாதனம்,গড় টাৰ্ম সংৰক্ষণ ডিভাইচ
ஒரு நொடிக்கு மெகா பிட் (Mbps),প্ৰতি ছেকেণ্ডত মেগা বিট (Mbps)
கூறு பொருள்,উপাদান বস্তু
கூறு பதிவு,উপাদান ৰেকৰ্ড
"1.நினைவு, 2.நினைவு","১.স্মৃতি, ২.স্মৃতি"
"1.நினைவக வரிசை, 2.நினைவக வரிசை","1.মেমৰি এৰে, 2.মেমৰি এৰে"
"1.மெமரி ஃபண்ட், 2.மெமரி பேங்க்","১/ মেমৰি ফাণ্ড, ২/ মেমৰি বেংক"
"1.memory buffer Register, 2.memory buffer Register","1.মেমৰি বাফাৰ ৰেজিষ্টাৰ, 2.মেমৰি বাফাৰ ৰেজিষ্টাৰ"
"1.மெமரி பஸ், 2. நினைவக பேருந்து","১.মেমৰি বাছ, ২. মেমৰি বাছ"
மெமரி கார்டு,মেমৰি কাৰ্ড
நினைவக செல்,স্মৃতিশক্তি কোষ
நினைவாற்றல் இழப்பு,স্মৃতিশক্তি হেৰুৱা
"1.மெமரி கோர், 2.மெமரி கோர்","1.মেমৰি কোৰ, 2.মেমৰি কোৰ"
நினைவக சுழற்சி,স্মৃতি চক্ৰ
"1.நினைவக தரவுப் பதிவு, 2.நினைவக தரவுப் பதிவு","1.মেমৰি ডাটা ৰেজিষ্টাৰ, 2.মেমৰি ডাটা ৰেজিষ্টাৰ"
"1.நினைவக திணிப்பு ,2.நினைவக திணிப்பு","1.মেমৰি ডাম্প, 2.মেমৰি ডাম্প"
"1.நினைவகப் பரிமாற்றம், 2.நினைவகப் பரிமாற்றம்","1.মেমৰি এক্সচেঞ্জ, 2.মেমৰি এক্সচেঞ্জ"
"1.நினைவகப் படிநிலை, 2.நினைவகப் படிநிலை","1.স্মৃতিৰ স্তৰ, 2.স্মৃতিৰ স্তৰ"
நினைவக அறிவுறுத்தல்,স্মৃতিশক্তিৰ নিৰ্দেশনা
"1.நினைவக மேலாண்மை, 2.நினைவக மேலாண்மை","১.স্মৃতি ব্যৱস্থাপনা, ২.স্মৃতি ব্যৱস্থাপনা"
"1.நினைவக வரைபடம், 2.நினைவக வரைபடம்","1.মেমৰি মেপ, 2.মেমৰি মেপ"
"1. நினைவக மேப் செய்யப்பட்ட வெளியீடு, 2. உள்ளீடு, 3. நினைவகம் மேப் செய்யப்பட்ட I/O","1. মেমৰি মেপ কৰা আউটপুট, 2. ইনপুট, 3. মেমৰি মেপ কৰা I/O"
"1.மெமரி மாடல், 2.மெமரி மாடல், 3.மெமரி மாடல்","1.মেমৰি মডেল, 2.মেমৰি মডেল, 3.মেমৰি মডেল"
"1.நினைவக தொகுதி, 2.நினைவக தொகுதி","1.মেমৰি মডিউল, 2.মেমৰি মডিউল"
"1.மெமரி இன்டெக்ஸ் பதிவு, 2.மெமரி இன்டெக்ஸ் பதிவு","1.মেমৰি সূচী ৰেজিষ্টাৰ, 2.মেমৰি সূচী ৰেজিষ্টাৰ"
ஞாபக சக்தி,মেমৰি শক্তি
நினைவக பாதுகாப்பு,স্মৃতিশক্তি সুৰক্ষা
"1.நினைவக குறிப்பு அறிவுறுத்தல், 2.நினைவக குறிப்பு அறிவுறுத்தல்","1.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা, 2.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা"
"1.நினைவக திட்டம், 2.நினைவக திட்டம்","১.মেমৰি প্ৰগ্ৰেম, ২.মেমৰি প্ৰগ্ৰেম"
"1.நினைவக அலகு, 2.நினைவக அலகு","1.মেমৰি ইউনিট, 2.মেমৰি ইউনিট"
பட்டியல்,মেনু
மெனு பார்,মেনু বাৰ
மெனு இயக்கப்படுகிறது,মেনু চালিত
மெனு தேர்வு,মেনু নিৰ্বাচন
முக்கிய உந்துதல் திட்டம்,মূল-চালিত কাৰ্যসূচী
"1. உள்ளார்ந்த, 2. ஒன்றிணைக்கப்பட்ட","১.অন্তৰ্নিহিত, ২.এত্ৰিত"
இணைப்பு பரிமாற்ற வரிசையாக்கம்,মাৰ্জাৰ এক্সচেঞ্জ সজাই পৰাই তোলা
"1. வரிசைப்படுத்தல் இணைப்பு, 2. பட்டியல் தேர்வு","1. একত্ৰীকৰণ সজাই পৰাই তোলা, 2. কেটেলগ নিৰ্বাচন"
"1. இணைத்தல், 2. இணைத்தல்","১/ একত্ৰীকৰণ, ২. একত্ৰীকৰণ"
லட்டு நெட்வொர்க்,জালি নেটৱাৰ্ক
செய்தி அனுப்புதல்,বাৰ্তা প্ৰেৰণ
செய்தி,বাৰ্তা
செய்தி அங்கீகாரம்,বাৰ্তা প্ৰমাণীকৰণ
செய்தி செல்,বাৰ্তা কোষ
செய்தி சுற்று,বাৰ্তা বৰ্তনী
செய்தி வடிவம்,বাৰ্তা বিন্যাস
செய்தி தலைப்பு,বাৰ্তা পৰ্টে
செய்தி முறை,বাৰ্তা ধৰণ
செய்தி அனுப்புதல்,বাৰ্তা প্ৰেৰণ
"1.செய்தி வரிசைப்படுத்தல், 2.செய்தி வரிசைப்படுத்துதல்","1.বাৰ্তা সজাই পৰাই তোলা, 2.বাৰ্তা সজাই পৰাই তোলা"
செய்தி வரி,বাৰ্তা লাইন
செய்தி சுவிட்ச்,বাৰ্তা চুইচ
செய்தி உரை,বাৰ্তাৰ লিখনী
செய்தி பரிமாற்ற முகவர்,বাৰ্তা স্থানান্তৰ এজেন্ট
சூப்பர் அசெம்பிளர்,চুপাৰ এছেম্বলাৰ
மெட்டாகிளாஸ்,মেটাক্লাছ
"1. அதிக தொகுப்பு, 2. அதிக விளக்கம்","1. অধিক সংকলন, 2. অধিক ব্যাখ্যা"
"1. அதிக மொழிபெயர்ப்பாளர்கள், 2. மேலும் தொகுப்பாளர்கள்","1. অধিক দোভাষী, 2. অধিক কম্পাইলাৰ"
பேச்சுவழக்கு,উপভাষা
"1.மெட்டா நெட்வொர்க், 2.மெட்டா நெட்வொர்க்","1.মেটা নেটৱৰ্ক, 2.মেটা নেটৱৰ্ক"
சர்வாதிகாரம்,একনায়কত্ববাদ
செயல்முறை,প্ৰক্ৰিয়া
பெருநகரப் பகுதி நெட்வொர்க் (MAN),মেট্ৰ&#39;পলিটান এৰিয়া নেটৱৰ্ক (MAN)
மைக்ரோ,মাইক্ৰ&#39;
"1.மைக்ரோகோட், 2.மைக்ரோகோட்","১.মাইক্ৰ’ক’ড, ২.মাইক্ৰ’ক’ড"
நுண்கணினி,মাইক্ৰ&#39;কম্পিউটাৰ
நுண் கட்டுப்படுத்தி,মাইক্ৰ&#39; নিয়ন্ত্ৰক
நுண் சுழற்சி,মাইক্ৰ&#39; চক্ৰ
மைக்ரோ எலக்ட்ரானிக் மெக்கானிக்கல் மெக்கானிசம்ஸ் (MEMS),মাইক্ৰ&#39;ইলেক্ট্ৰনিক যান্ত্ৰিক ব্যৱস্থা (MEMS)
