Bengali,Hindi
নিখুঁত সেট,परिपूर्ण समुच्चय
পারফেক্ট বর্গ,पूर्ण वर्ग
নিখুঁত বর্গাকার অভিব্যক্তি,पूर्ण वर्ग व्यंजक
পরিধি,परिमाप
"সময়কাল, সময়কাল, পর্যায়ক্রম, পর্যায়ক্রমিক সূচক (ত্রিকোণমিতি), সময়কাল, সময়কাল","आवर्तकाल, अवधिकाल, आवर्तक, आवर्तनांक(त्रि कोणमिति ), कल्प, कालांक"
পর্যায়ক্রমিক বক্ররেখা,आवर्ती वक्र
পুনরাবৃত্ত ব্যাঘাত,आवर्ती विक्षोभ
পর্যায়ক্রমিক ফাংশন,आवर्ती फलन
পুনরাবৃত্ত গতি,आवर्ती गति
ঘূর্ণন সময়কাল,परिक्रमण काल
ঘূর্ণন সময়কাল,घूर्णन काल
ফ্রিকোয়েন্সি বক্ররেখা,आवर्तिता वक्र
"পেরিফেরাল, পেরিফেরাল, পেরিফেরাল","परिधीय, उपान्तीय, परिरेखीय"
"অনুমতিযোগ্য, অনুমোদিত","अनुमेय, अनुज्ञेय"
অপবিত্রতার অনুমতিযোগ্য সীমা,अशुद्‌धि की अनुमेय सीमा
স্থানান্তর,क्रमचय
স্থানান্তর গ্রুপ,क्रमचय समूह
পারমিউটেশন ম্যাট্রিক্স,क्रमचय-आव्यूह
স্থানান্তর পদ্ধতি,क्रमचय विधि
খাড়া,लंब
বিলম্ব,लंबता
"উল্লম্বভাবে, উল্লম্বভাবে","लंबतः, अनुलंब"
উল্লম্ব সমতল,लंब समतल
কর্মচারী নিয়োগের সমস্যা,कर्मचारी नियतन समस्या
pert,पर्ट
বিরক্তি,क्षोभ
বিরক্তি,क्षोभ-समस्या
বিরক্তিকর সমস্যা,क्षुब्ध समस्या
"পর্যায়, পর্যায়, কোণ","प्रावस्था, कला, कोणांक"
কোণ,कला-कोण
সময় সময়,कलांतर
শিল্প স্থানচ্যুতি,कला विस्थापन
শারীরিক জ্যোতির্বিদ্যা,भौतिक खगोलिकी
শারীরিক ধ্রুবক,भौतिक नियतांक
শারীরিক পরামিতি,भौतिक प्राचल
শারীরিক পেন্ডুলাম,भौतिक लोलक
শারীরিক পরিমাণ,भौतिक राशि
পদার্থবিদ্যা,भौतिक विज्ञान
ছবি,चित्रालेख
ছবি,पिक्टर
বিভাগীয়ভাবে অবিচ্ছিন্ন ফাংশন,खंडशः संतत फलन
বিভাগীয়ভাবে রৈখিক,खंडशः रैखिक
সেগমেন্টেড লিনিয়ার ফাংশন,खंडशः रैखिक फलन
টুকরো টুকরো,खंडशः मसृण
বৃত্ত,वृत्तारेख
ম্যানুয়াল আদমশুমারি,मार्गदर्शी जनगणना
গাইড জরিপ,मार्गदर्शी सर्वेक्षण
"pivot, rivet","धुराग्र, कीलक"
ভিত্তি উপাদান,आधारी अवयव
প্ল্যাঙ্ক ধ্রুবক,प्लांक नियतांक
