Hindi,Gujarati
"अर्ध जॉग, अर्ध प्लुति","અડધી જોગ, અડધી વાંસળી"
अर्ध आयु,અડધી ઉંમર
अर्ध रेखा,અડધી રેખા
अर्ध चंद्र,અર્ધચંદ્રાકાર ચંદ્ર
अर्ध आवर्तन काल,અર્ધ ચક્ર સમય
अर्ध आवर्तन खंड,અર્ધ ચક્ર
अर्ध आवर्तकाल परिवर्तन,અડધા સમયગાળામાં ફેરફાર
अर्ध आवर्तन जोन,અડધા વર્તુળ ઝોન
अर्ध विभव,અડધી સંભાવના
अर्ध शक्ति बैंड विस्तार,અડધા પાવર બેન્ડ એક્સ્ટેંશન
अर्धशक्ति आवृत्ति,અડધા પાવર આવર્તન
अर्ध शक्ति बिन्दु,અડધા પાવર પોઇન્ટ
अर्ध समचतुर्भुजी ऐन्टेना,અડધા રોમ્બસ એન્ટેના
अर्ध वरण धारा,અડધા પસંદગીકાર
अर्ध आवरण पट्टिका,અર્ધ કવર પ્લેટ
अर्ध शिफ्ट रजिस्टर,અર્ધ શિફ્ટ રજીસ્ટર
अर्ध रजतित,અર્ધ ચાંદીનું
अर्ध रजतित पृष्ठ,અર્ધ ચાંદીનું પાનું
अर्ध रजतन,અડધી ચાંદી
"अर्ध मोटाई, अर्धमान मोटाई","અડધી જાડાઈ, અડધી જાડાઈ"
अर्ध स्थौल्य मान,અર્ધ સ્થિર મૂલ્ય
अर्ध काल,અડધો સમય
अर्धमान स्तर,સરેરાશ સ્તર
"अर्ध-मान काल, अर्धायु","અર્ધ-મૂલ્ય અવધિ, અર્ધ જીવન"
अर्धतरंग विभव,અર્ધ તરંગ સંભવિત
अर्ध तरंगदैर्घ्य,અડધી તરંગલંબાઇ
अर्ध तरंगी ऐन्टेना,હાફ વેવ એન્ટેના
अर्ध तरंग द्विध्रुव,અર્ધ તરંગ દ્વિધ્રુવ
अर्ध तरंग पट्टिका,હાફ વેવ બેન્ડ
अर्धतरंगी दिष्टकरण,અડધા તરંગ સુધારણા
अर्ध तरंग दिष्टकारी परिपथ,હાફ વેવ રેક્ટિફાયર સર્કિટ
अर्ध तरंगी कंपित्र,હાફ વેવ વાઇબ્રેટર
अर्ध चौड़ाई,અડધી પહોળાઈ
हॉल त्वरक,હોલ પ્રવેગક
हॉल कोण,હોલ કોણ
हॉल गुणांक,હોલ ગુણાંક
हॉल चालकता,હોલ વાહકતા
हॉल स्थिरांक,હોલ સતત
हॉल धारा,હોલ સ્ટ્રીમ
हॉल प्रभाव,હોલ અસર
हॉल प्रबाव गाउसमीटर,હોલ દબાણ ગૌસમીટર
हॉल प्रभाव पृथक्कारक,હોલ ઇફેક્ટ આઇસોલેટર
हाल गतिशीलता,તાજેતરની ગતિશીલતા
हॉल वोल्टता,હોલ વોલ્ટેજ
हाल-स्थिरांक,તાજેતરનો સ્થિરાંક
हॉलवाख प्रभाव,હોલવોચ અસર
"परिवेष, प्रभामंडल","વાતાવરણ, આભા"
हैलोजेन गणित्र,હેલોજન કેલ્ક્યુલેટર
हैलोजन शमित काउन्टर,હેલોજન શ્મિટ કાઉન્ટર
हेलोफास्फेट,હેલોફોસ્ફેટ
विराम अनुदेश,સૂચના બંધ કરો
हैमिल्टन-जैकीबी समीकरण,હેમિલ્ટન-જેકીબી સમીકરણ
हैमिल्टन नियम,હેમિલ્ટન કાયદો
हैमिल्टन के गति समीकरण,હેમિલ્ટનનું ગતિનું સમીકરણ
"हैमिल्टनी (वि.), हैमिल्टोनियन (सं.)","હેમિલ્ટોનિયન (v.), હેમિલ્ટોનિયન (ed.)"
हैमिल्टनी फलन,હેમિલ્ટોનિયન કાર્ય
हैमिल्टनी प्रचालक,હેમિલ્ટોની ઓપરેટર
मुग्दरक,મોહિત
हथौड़ा पथ,હેમર પાથ
हैमिंग कोड,હેમિંગ કોડ
हैम्पसन प्रक्रम,હેમ્પસન પ્રક્રિયા
"हाथ-पैर मानीटर, हस्त-पद मानीटर",હાથ પગ મોનિટર
"दस्ती लेन्स, हैन्ड लेन्स","મેન્યુઅલ લેન્સ, હેન્ડ લેન્સ"
दस्ती प्रचालन,મેન્યુઅલ કામગીરી
सुवाह्य रेडार,પોર્ટેબલ રડાર
हस्त नियंत्रण,હાથ નિયંત્રણ
हस्त स्पेक्ट्रमदर्शी,મેન્યુઅલ સ્પેક્ટ્રોસ્કોપ
"दस्ती वाइस, दस्ती शिकंजा","મેન્યુઅલ વાઇસ, મેન્યુઅલ સ્ક્રૂ"
हस्त पुनस्समंजन,મેન્યુઅલ પુન: ગોઠવણી
जाड्य,જાદ્યા
अनायोजित विराम,બિનઆયોજિત વિરામ
विलम्बित ज्वलन,વિલંબિત ઇગ્નીશન
अतिवेधी अवयव,અનાવશ્યક તત્વ
संपठनीय कापी,વાંચી શકાય તેવી નકલ
कठोर क्रोड,હાર્ડ કોર
कठोर क्रोड माडल,હાર્ડ કોર મોડેલ
अतिवेधी अंतरिक्ष किरण,પેનિટ્રેટિંગ સ્પેસ રે
ठोस आँकड़े,નક્કર માહિતી
अतिवेधी गामा किरण,અલ્ટ્રાફાસ્ટ ગામા કિરણ
"दुर्गलनीय काँच, तापसह काँच","પ્રત્યાવર્તન કાચ, ટેમ્પર્ડ કાચ"
कठोर प्रतिबंब,સખત પ્રતિબિંબ
दुश्चुंबकन,ખોટું નિદાન
अतिवेधी विकिरण,ભારે કિરણોત્સર્ગ
"कठोर गोला मॉडल, कठोर गोला प्रतिरूप","કઠોર ગોળા મોડેલ, કઠોર ગોળા મોડેલ"
कठोर संरचना,કઠોર માળખું
कठोर अतिचालक,સખત સુપરકન્ડક્ટર
दुर्लभ लक्ष्य,દુર્લભ લક્ષ્ય
दुर्विसर्जनी नलिका,ઉત્સર્જન નળી
अतिनिर्वात स्पन्दक,સુપર વેક્યુમ પલ્સર
