Odiya,Bengali
ନିଯୁକ୍ତି ନିୟମ,নিয়োগ বিধি
ସଂଶୋଧନ,সংশোধন
ପୁନରାବୃତ୍ତି,পুনরাবৃত্তি
ମୁକ୍ତି ଦିଅ,খালাস
ମୁକ୍ତି,মুক্তি
ପୁନ ir ନିର୍ଦ୍ଦେଶିତ,পুনঃনির্দেশিত
Redress,প্রতিকার
ରହେଡ଼ାିଆ |,প্রতিকার
ଲାଲ୍-ଟ୍ୟାପିଜିମ୍ |,লাল-ট্যাপিজম
ହ୍ରାସ,হ্রাস
ଅନାବଶ୍ୟକ |,অপ্রয়োজনীয়
ପୁନ-ନିଯୁକ୍ତି,পুনরায় কর্মসংস্থান
ପୁନ - ପ୍ରବେଶ,পুনরায় প্রবেশ
ଅନୁସରଣ କରନ୍ତୁ |,উল্লেখ করুন
ସନ୍ଦର୍ଭ,রেফারেন্স
ରେଫରାଲ୍ |,সুপারিশ
ଦେୟର ରିଫିକ୍ସ |,বেতন পুনর্নবীকরণ
ସଂସ୍କାର,সংশোধন
ରୁ ବାରଣ କରନ୍ତୁ |,থেকে বিরত থাকুন
ସତେଜ,রিফ্রেশমেন্ট
ଫେରସ୍ତ,ফেরত
ଫେରସ୍ତଯୋଗ୍ୟ,ফেরতযোগ্য
ପ୍ରତ୍ୟାଖ୍ୟାନ,অস্বীকার
ମନା,প্রত্যাখ্যান
ଛାଡିବାକୁ ମନା,ছুটি অস্বীকার
ପ୍ରତିଫଳନ,খণ্ডন
ସମ୍ମାନ,বিবেচনা করুন
ଅଞ୍ଚଳ,অঞ্চল
ଆ regional ୍ଚଳିକ,আঞ্চলিক
ପଞ୍ଜିକରଣ କର |,নিবন্ধন
ପଞ୍ଜିକୃତ |,নিবন্ধিত
ପଞ୍ଜୀକୃତ କାର୍ଯ୍ୟାଳୟ |,নিবন্ধিত দপ্তর
ପଞ୍ଜିକରଣ କର୍ତ୍ତୃପକ୍ଷ |,নিবন্ধকরণ কর্তৃপক্ষ
ପଞ୍ଜୀକରଣ ଫି,নিবন্ধন ফি
ପଞ୍ଜୀକରଣ ଫର୍ମ |,নিবন্ধন ফর্ম
ରେଜିଷ୍ଟ୍ରି,রেজিস্ট্রি
ଦୁ regret ଖ,আফসোস
ଅଗ୍ରଗାମୀ |,পুনরায় গ্রুপিং
ନିୟମିତ |,নিয়মিত
ନିୟମିତ କ୍ୟାଡ୍ରେ |,নিয়মিত ক্যাডার
ମିଳିତତା,নিয়মিতকরণ
ନିୟମିତ ସେବା,নিয়মিত পরিষেবা
ନିୟମ,আইন
ରିହବାବିକାରୀ,পুনর্বাসন
ରିହର୍ସାଲ୍ |,মহড়া
ଫେରସ୍ତ,পরিশোধ
ପୁନ st ସ୍ଥାପନ,পুনঃস্থাপন
ରହୁଦିଅ |,পুনরাবৃত্তি
ପ୍ରତ୍ୟାଖ୍ୟାନ କର |,প্রত্যাখ্যান
ପ୍ରତ୍ୟାଖ୍ୟାନ,প্রত্যাখ্যান
ହାତଗଣକ୍ତ |,পুনর্গঠিত
ସମ୍ପର୍କ,সম্পর্ক
ସମ୍ପର୍କୀୟ,আত্মীয়
ଆପେକ୍ଷିକ ମୂଲ୍ୟ,আপেক্ষিক মূল্যায়ন
ଆରାମ,শিথিলকরণ
ନିୟମର ଆରାମ,নিয়মের শিথিলকরণ
ପ୍ରକାଶନ,মুক্তি
ମୁକ୍ତି ତାରିଖ,মুক্তির তারিখ
ପ୍ରାସଙ୍ଗିକ |,প্রাসঙ্গিক
ପ୍ରାସଙ୍ଗିକ କପର୍ସ |,প্রাসঙ্গিক কাগজপত্র
ନିର୍ଭରଯୋଗ୍ୟ,নির্ভরযোগ্য
ରିଲିଫ୍,স্বস্তি
ରିଲିଫ୍ ଏବଂ ପୁନର୍ବାସ,ত্রাণ এবং পুনর্বাসন
ରିଲିଫ୍ ତାଲିକା |,ত্রাণ তালিকা
ରିଲିଫ୍ କାମ କରେ |,ত্রাণ কাজ
ମୁକ୍ତ କର |,উপশম
ରିଲିଭର୍,রিলিভার
ତଦାରଖ,ত্যাগ
ଚାର୍ଜ ଛାଡିବା |,চার্জ ত্যাগ
ସ୍ଥାନାନ୍ତର,স্থানান্তর
ଅନିଚ୍ଛା |,অনীহা
ଟିପ୍ପଣୀ |,মন্তব্য
ସ୍ତମ୍ଭର ଟିପ୍ପଣୀ |,মন্তব্য কলাম
ପ୍ରତିକାର କାର୍ଯ୍ୟ,প্রতিকারমূলক ক্রিয়া
ପ୍ରତିକାର ବ୍ୟବସ୍ଥା |,প্রতিকারমূলক ব্যবস্থা
ପ୍ରତିକାର ସ୍ଥାନାନ୍ତର |,প্রতিকার স্থানান্তর
ସ୍ମରଣ,অনুস্মারক
କ୍ଷମା,ক্ষমা
ରିମିଟ୍,লাঘব করা
Remeite,রেমিটি
ଟଙ୍କା ପଠାଇବା,রেমিট্যান্স
ସୁଦୂର,দূরবর্তী
ସୁଦୂର ନିୟନ୍ତ୍ରଣ,দূরবর্তী নিয়ন্ত্রণ
ଅପସାରଣ,অপসারণ
ରେମୁର୍ସିଂ,পারিশ্রমিক
ରେଣ୍ଡର୍,রেন্ডার
ନବୀକରଣ |,পুনর্নবীকরণ
ଚାହିଦା ନବୀକରଣ |,চাহিদা পুনর্নবীকরণ
ତ୍ୟାଗ କର |,ত্যাগ করুন
ନବୀକରଣ,সংস্কার
ଭଡା,ভাড়া
ଭଡା ସ୍ଥାନ,ভাড়া স্থান
ଖୋଲିବା,পুনরায় খোলা
ପୁନର୍ଗଠନକରଣ,পুনর্গঠন
ସହନଶୀଳତା,পুনর্নির্মাণ
ମରାମତି,মেরামতযোগ্য
Bratepriate,নিজের দেশে ফিরিয়ে দেওয়া
ସେବାଗୁଡିକର ପ୍ରତ୍ୟାବର୍ତ୍ତନ |,পরিষেবা প্রত্যাবাসন
ପରିଶୋଧ କରନ୍ତୁ,শোধ করুন
ପରିଶୋଧନୀୟ,পরিশোধযোগ্য
ପ୍ରତ୍ୟାହାର,বাতিল
ପୁନରାବୃତ୍ତି ଆଦେଶ,পুনরাবৃত্তি যাতে
ପୁନରାବୃତ୍ତି କାର୍ଯ୍ୟ,পুনরাবৃত্তি কাজ
ବଦଳାନ୍ତୁ,প্রতিস্থাপন
ସ୍ଥାନାନ୍ତର,প্রতিস্থাপন
ପୁର୍ଣ୍ଣିକର,পুনরায় পরিশোধ
ରିପୋର୍ଟ,রিপোর্ট
ରେପୋଜିଟୋରୀ,সংগ্রহস্থল
ପ୍ରତିନିଧିତ୍ୱ,প্রতিনিধিত্ব
ପ୍ରତିନିଧି,প্রতিনিধি
ଭର୍ତ୍ସନା |,তিরস্কার
ପୁନ repr ମୁଦ୍ରଣ,পুনরায় মুদ্রণ
ପ୍ରତିଶୋଧ,প্রতিশোধ গ্রহণ
ପ୍ରଜନନ,পুনরুত্পাদন
ପ୍ରଜନନ,প্রজনন
ଗଣିବା ଦିବସ,প্রজাতন্ত্র দিবস
ପ୍ରତ୍ୟାଖ୍ୟାନ,প্রত্যাখ্যান
ଘୃଣ୍ୟ,প্রত্যাখ্যান
ସୁପେକ୍ସିଜ୍,পুনরায় কিনে
ପ୍ରତିଷ୍ଠା,খ্যাতি
ଆବଶ୍ୟକତା,প্রয়োজনীয়তা
ଦରକାର୍ୋଧୀ |,প্রয়োজনীয়
ଆବଶ୍ୟକ ସୂଚନା,প্রয়োজনীয় তথ্য
ଆବଶ୍ୟକତା,প্রয়োজনীয়
ଅନୁରୋଧ,অনুরোধ
ଆବଶ୍ୟକତା ଫର୍ମ |,চাহিদা পত্র
ଅନୁରୋଧ ସ୍ଲିପ୍ |,অনুরোধ স্লিপ
ଉଦ୍ଧାର,উদ্ধার
ଅନୁସନ୍ଧାନ କାର୍ଯ୍ୟ |,গবেষণা কাজ
ବିରକ୍ତି,বিরক্তি
ସଂରକ୍ଷଣ,সংরক্ষণ
ସଂରକ୍ଷଣ ଦେୟ,রিজার্ভেশন ফি
ପୋଷ୍ଟର ସଂରକ୍ଷଣ,পোস্ট সংরক্ষণ
ସଂରକ୍ଷଣ,সংচিতি
ପରିବାସ ସଂରକ୍ଷଣ,সংরক্ষিত আবাসন
ସଂରକ୍ଷିତ ନିର୍ଣ୍ଣୟକାରୀ |,সংরক্ষিত আসন
ସଂରକ୍ଷଣ ମୂଲ୍ୟ,ন্যূনতম মূল্য
ପୁନ ett ନିର୍ମାଣ,পুনর্বাসন
Redhffle,রশ্মি
ବାସସ୍ଥାନ,বাসস্থান
ବାସିନ୍ଦା ଅନୁମତି,আবাসিক অনুমোদন
ବାସିନ୍ଦା,বাসিন্দা
ଆବାସିକ,আবাসিক
ପ୍ରଶିକ୍ଷକ ଆବାସ,আবাসিক আবাসন
ଆବାସିକ ଠିକଣା,আবাসিক ঠিকানা
ଆବାସିକ ତ୍ର quarter ମାସିକ |,আবাসিক কোয়ার্টার
ରେଡିଡାରୀ,অবশিষ্টাংশ
ରସିଦା ପେନ୍ସନ୍ |,অবশিষ্টাংশ পেনশন
ଅବଶିଷ୍ଟ ଶାସକ,অবশিষ্টাংশ শক্তি
ଇସ୍ତଫା,পদত্যাগ
ବାଧା ଦେବା,প্রতিহত করা
ସମାଧାନ,রেজোলিউশন
ସମ୍ମାନର ସହ,শ্রদ্ধার সাথে
ଯଥାକ୍ରମେ,যথাক্রমে
ଉତ୍ତରଦାତା,উত্তরদাতা
ପ୍ରତିକ୍ରିୟା,প্রতিক্রিয়া
ଦାୟିତ୍। |,দায়িত্ব
ଦାୟୀ,দায়ী
ପ୍ରତିକ୍ରିୟାଶୀଳ |,প্রতিক্রিয়াশীল
ବିଶ୍ରାମ ଘର,বিশ্রামাগার
ପୁନ restore ସ୍ଥାପନ,পুনরুদ্ধার
ସଂଯମତା |,সংযম
ପ୍ରତିବନ୍ଧିତ |,সীমাবদ্ধ
ପ୍ରତିବନ୍ଧିତ ଛୁଟି |,সীমাবদ্ধ ছুটি
ପ୍ରତିବନ୍ଧକ |,সীমাবদ্ধতা
ଫଳାଫଳ ଆଧାରିତ କାର୍ଯ୍ୟ |,ফলাফল ভিত্তিক কাজ
ପୁଣି ଆରମ୍ଭ କରିବା,জীবনবৃত্তান্ত
ପୁନ m ନିର୍ମାଣ,রিলামমন
ପୁନ umption,পুনঃসূচনা
ରଖ,ধরে রাখা
ପୁନରାବୃତ୍ତି ମୂଲ୍ୟ |,ধরে রাখার মূল্য
ଅବସର ପ୍ରାପ୍ତ,অবসরপ্রাপ্ত
ଅବସର,অবসর
ଅବସର ଲାଭ,অবসর সুবিধা
ଅବସରପ୍ରାପ୍ତ ବୟସ,অবসরপ্রাপ্ত বয়স
ପେନ୍ସନ୍ ପୁନ on ନିର୍ମାଣ,অবসরপ্রাপ্ত পেনশন
କର୍ମଚାରୀ,Retrenched কর্মীরা
ରେଖନ,Retrenchment
ରିଟ୍ରୋଆକ୍ଟିଭ୍ ପେ |,Retroactive বেতন
ଫେରନ୍ତୁ,প্রত্যাবর্তন
ଯାତ୍ରା ଫେରସ୍ତ,ফিরতি যাত্রা
ପୋଷ୍ଟର ଫେରସ୍ତ,পোস্ট রিটার্ন
ଯୋଗ୍ୟତା,পুনর্বিবেচনা
ପୁନ al ମୂଲ୍ୟାଙ୍କନ,পুনর্নির্মাণ
ରାଜସ୍ୱ,রাজস্ব
ରାଜସ୍ୱ ଖର୍ଚ୍ଚ,রাজস্ব ব্যয়
ରାଜସ୍ୱ stamp,রেভিনিউ স্ট্যাম্প
ଓଲଟା,বিপরীত
ଓଲଟା,রিভার্টেড
ସମୀକ୍ଷା,পুনঃমূল্যায়ন
ସମୀକ୍ଷାा ସେବା,পর্যালোচনা বোর্ড
ସଂଶୋଧନ,সংশোধন
ସଂଶୋଧିତ ଏଜେଣ୍ଡା |,সংশোধিত এজেন্ডা
ସଂଶୋଧିତ ବଜେଟ୍ |,সংশোধিত বাজেট
ସଂଶୋଧିତ ଆକଳନ |,সংশোধিত অনুমান
ସଂଶୋଧିତ ନିୟମ |,সংশোধিত বিধি
ସଂଶୋଧନ,পুনর্বিবেচনা
ଦରମା ସ୍କେଲର ସଂଶୋଧନ |,বেতন স্কেল সংশোধন
ହୃଦୟଘର,পুনর্জীবন
ପ୍ରତ୍ୟାହାର,প্রত্যাহার
ପ୍ରତ୍ୟାହାର,প্রত্যাহার
ବିପ୍ଳବ,বিপ্লব
ଘୂର୍ଣ୍ଣନ ପାଣ୍ଠି,ঘূর্ণী তহবিল
ପୁରସ୍କାର,পুরষ্কার
ପୁରସ୍କାର ସ୍କିମ୍ |,পুরষ্কার স্কিম
ଠିକ୍,ঠিক আছে
ଠିକ୍ ଦାବିଦାର |,অধিকারী দাবিদার
କଠିନ,অনমনীয়
ଦଙ୍ଗା,দাঙ্গা
ବିପଦ,ঝুঁকি
ବିପଦ କ୍ରୟ |,ঝুঁকি ক্রয়
ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱୀ |,প্রতিদ্বন্দ্বী
ରାସ୍ତା ମାଇଲେଜ୍,রোড মাইলেজ
ରାସ୍ତା,রোডওয়ে
ଭୂମିକା,ভূমিকা
ଗାଡ଼ି,রোল
ଗର୍ଜନ ଯୋଜନା,ঘূর্ণায়মান পরিকল্পনা
ରୋଲ୍ ନମ୍ବର,রোল নাম্বার
ରୋଷ୍ଟର୍,রোস্টার
ଘୂର୍ଣ୍ଣନ,ঘূর্ণন
ରୁଗ୍,রুক্ষ
ରୁଗ୍ କପି |,রুক্ষ কপি
ରାଉଣ୍ଡିଂ ବନ୍ଦ,বন্ধ rounding
ମାର୍ଗ,রুট
ନିତ୍ୟକର୍ମ |,রুটিন
ରୁଟିନ୍ ନୋଟ୍ |,রুটিন নোট
ନିତ୍ୟ ବ୍ୟବହାର୍ଯ୍ୟ ପରୀକ୍ଷା,রুটিন পরীক্ষা
ରୟାଲଟି,রয়্যালটি
ରବର ଷ୍ଟାମ୍ପ |,রাবার স্ট্যাম্প
ଅଭଦ୍ର,অভদ্র
ନିୟମ,নিয়ম
ଶାସକ,শাসক
ନିୟମ ଏବଂ ନିୟମାବଳୀ |,নিয়ম এবং প্রবিধান
ବ୍ୟବସାୟର ନିୟମ,ব্যবসায়ের নিয়ম
ଶାସନ,রায়
ଶାସନ ଦଳ,ক্ষমতাসীন দল
ଗୁଜବ,গুজব
ଚାଲୁଥିବା କର୍ମଚାରୀ,চলমান কর্মীরা
ଗ୍ରାମୀଣ ବିକାଶ ଯୋଜନା,গ্রামীণ উন্নয়ন পরিকল্পনা
ଗ୍ରାମୀଣ ଉନ୍ନତି,গ্রামীণ উত্থান
କଳଙ୍କିତ,জলছবি
ବିଶ୍ରାମବାର ଛୁଟି |,বিশ্রাম স্তর
Sabotage,নাশকতা
ଅଖା,বস্তা
ସୁରକ୍ଷିତ,নিরাপদ
ସୁରକ୍ଷିତ ହେପାଜତ,নিরাপত্তা হেফাজত
ପ୍ରତିରୋଧକ,সুরক্ষা
ସୁରକ୍ଷା,সুরক্ষা
ସୁରକ୍ଷା ଉପକରଣ,নিরাপত্তা যন্ত্র
ସୁରକ୍ଷା ନିୟାମକ,নিরাপত্তা বিধি
ସାଲେଟ୍ ପ୍ଲାଣ୍ଟ |,বেতনভোগী ক্লাস
ଦରମା,বেতন
ଦରମା ଯାଞ୍ଚ |,বেতন চেক
ଦରମା ରିହାତି,বেতন ছাড়
ଦରମା ସମୀକ୍ଷା,বেতন পুনর্বিচার
ଦରମା ଗଠନ,বেতন কাঠামো
ଚୁକ୍ତି କର,বিক্রয় দলিল
ବିକ୍ରୟ ବିଭାଗ,বিক্রয় বিভাগ
ବିକ୍ରୟ କର,বিক্রয় কর
ପୁରାତନ,প্রধান
ଉଦ୍ଧାର,উদ্ধার
ଉଦ୍ଧାର ଏବଂ ସ୍କ୍ରାପ୍ |,উদ্ধার এবং স্ক্র্যাপ
ନମୁନା,নমুনা
ନମୁନା ଯାଞ୍ଚ |,নমুনা চেকিং
ନମୁନା ସର୍ଭେ |,নমুনা জরিপ
ନମୁନା,নমুনা
ମ ction ୍ଜୁରୀ,অনুমোদন
ଅନୁମୋଦିତ ବଜେଟ୍ |,অনুমোদিত বাজেট
ଅନୁମୋଦିତ ବଜେଟ୍ ଆକଳନ |,অনুমোদিত বাজেটের অনুমান
ଅନୁମୋଦିତ ପ୍ରକଳ୍ପ,অনুমোদিত প্রকল্প
ସନ୍ନିବେଶିତ ଶକ୍ତି |,অনুমোদিত শক্তি
ଚତୁର ପ୍ରାଧିକରଣ,অনুমোদন কর্তৃপক্ষ
ଧୋନକ କ୍ରମ,অনুমোদনের আদেশ
ପବିତ୍ରତା,পবিত্রতা
ପରିମଳ,স্যানিটেশন
ସନ୍ତୁଷ୍ଟ,সন্তোষ
ସନ୍ତୋଷଜନକ,সন্তোষজনক
ଧାରା ସଞ୍ଚୟ କରିବା |,সংরক্ষণের ধারা
ସଞ୍ଚୟ ସ୍କିମ୍ |,সঞ্চয় প্রকল্প
