Punjabi,Marathi
ਮੋੜਿਆ ਹੋਇਆ ਵੇਵਫਾਰਮ,मॉड्युलेटेड वेव्हफॉर्म
ਸੋਧ,मॉड्यूलेशन
ਸੰਚਾਲਨ ਦਾ ਐਪਲੀਟਿ .ਡ,मॉड्यूलेशन मोठेपणा
ਸੋਧ ਸਮਰੱਥਾ,मॉड्युलेशन क्षमता
ਮੋਡੂਲੇਸ਼ਨ ਬਾਰੰਬਾਰਤਾ,मॉड्युलेशन वारंवारता
ਮੋਡੂਲੇਸ਼ਨ ਇੰਡੈਕਸ,मॉड्युलेशन इंडेक्स
ਸੰਚਾਲਨ ਦੀ ਲੜੀ,मॉड्यूलेशन रेषात्मकता
ਸੰਚਾਲਿਤ ਮੀਟਰ,मॉड्युलेशन मीटर
ਸੋਧ ਨਿਗਰਾਨੀ,मॉड्युलेशन मॉनिटर
ਸੰਵਿਧਾਨਕਤਾ ਪ੍ਰਤੀਸ਼ਤਤਾ,मॉड्युलेशन टक्केवारी
ਮੋਡੂਲੇਟਰ,मॉड्युलेटर
ਮੋਡੀ ule ਲ,मॉड्यूल
ਨਮੀ,ओलावा
ਰਫਤਾਰ,चालना
ਮਾਨੀਟਰ,मॉनिटर
ਨਿਗਰਾਨੀ,देखरेख
ਨਿਗਰਾਨੀ ਅਤੇ ਵਿਸ਼ਲੇਸ਼ਣ ਤਕਨੀਕਾਂ,देखरेख आणि विश्लेषण तंत्र
ਨਿਗਰਾਨੀ ਅਤੇ ਨਿਯੰਤਰਣ,देखरेख आणि नियंत्रण
ਨਿਗਰਾਨੀ ਸਟੇਸ਼ਨ,देखरेख स्टेशन
ਮੋਨੋਕ੍ਰੋਮ,मोनोक्रोम
ਮੋਨੋਫੋਨਿਕ ਟ੍ਰਾਂਸਮਿਸ਼ਨ,मोनोफोनिक ट्रान्समिशन
ਮੋਰਫ,मॉर्फ
ਰੋਗ,मॉर्फिंग
ਮੋਰਫਿਜ਼ਮ,मॉर्फिझम
ਮੋਜ਼ੇਕ,मोज़ेक
ਮਦਰਬੋਰਡ,मदरबोर्ड
ਮੋਸ਼ਨ ਮੁਆਵਜ਼ਾ,मोशन भरपाई
ਮੋਸ਼ਨ ਅਨੁਮਾਨ,गती अंदाज
ਮੋਸ਼ਨ ਵੈਕਟਰ,मोशन वेक्टर
ਮੋਸ਼ਨ ਵੀਡੀਓ,मोशन व्हिडिओ
ਮੋਟਰ,मोटर
ਮੋਟਰ ਓਪਰੇਟਰ,मोटर ऑपरेटर
ਮੋਟਰ ਸਟਾਰਟਰ,मोटर स्टार्टर
ਮਾਉਂਟ,माउंट
ਮਾ ouse ਸ,माउस
ਮਾ mouse ਸ ਇੰਟਰਫੇਸ,माउस इंटरफेस
ਅੰਦੋਲਨ,हालचाल
ਮਲਟੀ ਚੈਨਲ ਐਕਸਟੈਂਸ਼ਨ,मल्टी चॅनेल विस्तार
ਮਲਟੀਕਾਸਟਿੰਗ,मल्टीकास्टिंग
ਬਹੁਕੰਨਸ਼ੇਲ ਸਿਗਨਲ,मल्टीचेनेल सिग्नल
ਬਹੁ-ਪੱਖੀ ਮਾਈਕ੍ਰੋਫੋਨ,मल्टीडायरेक्शनल मायक्रोफोन
ਬਹੁਭਾਸ਼ਾਈ ਟਿੱਪਣੀ,बहुभाषिक भाष्य
ਮਲਟੀਮੀਡੀਆ,मल्टीमीडिया
ਮਲਟੀਮੀਡੀਆ ਕੋਠੀ,मल्टीमीडिया कियोस्क
ਮਲਟੀਮੀਟਰ,मल्टीमीटर
ਮਲਟੀਪਾਥ,मल्टीपाथ
ਮਲਟੀਪਾਥ ਰਿਸੈਪਸ਼ਨ,मल्टीपाथ रिसेप्शन
ਮਲਟੀਫੇਸ,मल्टीफेस
ਮਲਟੀਪਲ,एकाधिक
ਮਲਟੀਪਲ ਐਕਸੈਸ ਸਿਸਟਮ,एकाधिक प्रवेश प्रणाली
ਮਲਟੀਪਲੈਕਸ,मल्टीप्लेक्स
ਮਲਟੀਪਲੈਕਸਰ,मल्टीप्लेक्सर
ਮਲਟੀਪਲੈਕਸਿੰਗ,मल्टीप्लेक्सिंग
ਮਲਟੀਸਟੇਜ ਐਂਪਲੀਫਾਇਰ,मल्टीस्टेज एम्पलीफायर
ਮਲਟੀਟਾਸਕਿੰਗ,मल्टीटास्किंग
ਮਲਟੀਵੀਬਰੇਟਰ,मल्टीव्हिब्रेटर
ਮੂਕ,निःशब्द
ਆਪਸੀ ਚਾਲ,परस्पर आवाहन
ਆਪਸੀ ਰੁਕਾਵਟ,परस्पर प्रतिबाधा
ਆਪਸੀ ਝੁਲਸ,परस्पर इंडक्टन्स
ਆਪਸੀ ਦਖਲ,परस्पर हस्तक्षेप
ਨੈਨੋ-ਟੈਕਨੋਲੋਜੀ,नॅनो-टेक्नॉलॉजी
ਤੰਗ ਪੱਟੀ,अरुंदबँड
ਸੌੜਾ,अरुंदकास्टिंग
ਕੁਦਰਤੀ ਖਰੜਾ,नैसर्गिक मसुदा
ਨੇਵੀਗੇਟਰ,नेव्हिगेटर
ਨਕਾਰਾਤਮਕ,नकारात्मक
ਨਕਾਰਾਤਮਕ ਪੱਖਪਾਤ,नकारात्मक पूर्वाग्रह
ਨਕਾਰਾਤਮਕ ਚਾਰਜ,नकारात्मक शुल्क
ਨਕਾਰਾਤਮਕ ਪ੍ਰਤੀਕ੍ਰਿਆ,नकारात्मक अभिप्राय
ਨਕਾਰਾਤਮਕ ਸਿਖਰ,नकारात्मक शिखर
ਨਕਾਰਾਤਮਕ ਵਿਰੋਧ,नकारात्मक प्रतिकार
ਸ਼ੁੱਧ ਲਾਭ,निव्वळ फायदा
ਸ਼ੁੱਧ ਨੁਕਸਾਨ,निव्वळ तोटा
ਨੈੱਟਕਿਟ,नेटिक्वेट
ਨੈੱਟਵਰਕ,नेटवर्क
ਨੈਟਵਰਕ ਵਿਸ਼ਲੇਸ਼ਕ,नेटवर्क विश्लेषक
ਨੈੱਟਵਰਕ ਫਾਇਲ ਸਿਸਟਮ,नेटवर्क फाइल सिस्टम
ਨੈਟਵਰਕ ਪਲੈਨਿੰਗ,नेटवर्क नियोजन
ਨੈਟਵਰਕ ਸਮਾਪਤੀ,नेटवर्क टर्मिनेशन
ਨੈੱਟਵਰਕਿੰਗ,नेटवर्किंग
ਨਿਰਪੱਖ,तटस्थ
ਨਿਰਵਿਘਨ,तटस्थीकरण
ਨਿ News ਜ਼ ਰੂਮ ਆਟੋਮੈਟਿਕ,न्यूज रूम ऑटोमेशन
Nible,Nebe
Niche,कोनाडा
ਕੋਈ ਲੋਡ ਟੈਸਟ ਨਹੀਂ,लोड चाचणी नाही
ਨੋਡ,नोड
ਸ਼ੋਰ,आवाज
ਸ਼ੋਰ ਸ਼ਰਾਖਕ,आवाज आकृती
ਸ਼ੋਰ ਫਿਲਟਰ,आवाज फिल्टर
ਰੌਲਾ ਫਰਸ਼,आवाज मजला
ਸ਼ੋਰ ਗੇਟ,आवाज गेट
ਸ਼ੋਰ ਇਮਿ .ਸ਼ਨ,आवाज प्रतिकारशक्ती
ਸ਼ੋਰ ਕਾਤਲ,आवाज किलर
ਸ਼ੋਰ ਦਾ ਪੱਧਰ,आवाजाची पातळी
ਸ਼ੋਰ ਸ਼ਕਤੀ,आवाज शक्ती
ਸ਼ੋਰ ਨੂੰ ਰੂਪ ਦੇਣ ਵਾਲੇ ਵਟਾਈਜ਼ਰ,ध्वनी आकाराचे क्वांटिझर
ਸ਼ੋਰ ਸਰੋਤ,आवाज स्रोत
ਸ਼ੋਰ ਨੂੰ ਦਬਾਉਣ ਵਾਲੀ ਸਰਕਟ,आवाज दडपशाही सर्किट
ਸ਼ੋਰ ਨੂੰ ਦਬਾਉਣ ਵਾਲਾ,आवाज सप्रेसर
ਸ਼ੋਰ ਦਾ ਤਾਪਮਾਨ,आवाज तापमान
ਸ਼ੋਰ ਦਾ ਤਾਪਮਾਨ,आवाज तापमान
ਸ਼ੋਰ ਤਿਕੋਣ,आवाज त्रिकोण
ਸ਼ੋਰ ਵੋਲਟੇਜ,आवाज व्होल्टेज
ਸ਼ੋਰ,गोंगाट
ਸ਼ੋਰ ਰਹਿਤ ਕੋਡਿੰਗ,गोंगाट नसलेले कोडिंग
ਸ਼ੋਰ ਸ਼ਰਾਬੇ ਦੀ ਰਿਸੈਪਸ਼ਨ,गोंगाट करणारा रिसेप्शन
ਨਾਮਾਤਰ ਵਰਤੋਂ ਯੋਗ ਖੇਤਰ ਦੀ ਤਾਕਤ,नाममात्र वापरण्यायोग्य फील्ड सामर्थ्य
ਗੈਰ-ਸਰਕਾਰੀ ਮਾਈਕ੍ਰੋਫੋਨ,डायरेसिटोनल मायक्रोफोन
ਗੈਰ-ਅਸੁਰੱਖਿਅਤ ਲੋਡ,नॉन-इंडिक्वक्टिव्ह लोड
ਗੈਰ-ਸਪਸ਼ਟ ਟੱਗਰ,नॉन-इंडिक्टिव्ह प्रतिकार
ਗੈਰ-ਸਿਨੋosoidal ਵੇਵ,नॉन-सिनोसॉइडल वेव्ह
ਗੈਰ-ਅਸਥਿਰ ਮੈਮੋਰੀ,नॉन-अस्थिर मेमरी
ਨਾ ਹੀ ਗੇਟ,किंवा गेट
ਸਧਾਰਣ ਗਤੀ,सामान्य वेग
ਸਧਾਰਣ ਸਪਲਾਈ,सामान्य पुरवठा
ਡਿਗਰੀ,खाच
ਡਿਗਰੀ ਫਿਲਟਰ,नॉच फिल्टर
ਸੰਖਿਆਤਮਕ,संख्यात्मक
ਸੰਖਿਆਤਮਕ ਤੌਰ 'ਤੇ ਨਿਯੰਤਰਿਤ c ਸਿਲੇਟਰ,संख्यात्मक नियंत्रित ऑसीलेटर
ਗਿਰੀ-ਬੋਲਟ,नट-बोल्ट
ਨਿਆਵਵਾਦੀ-ਸ਼ੈਨਨ ਥੀਰਮੇਮ,Nyquist-shannon प्रमेय
ਆਬਜੈਕਟ-ਅਧਾਰਿਤ,ऑब्जेक्ट-देणारं
ਅਕਤੂਬਰ,ऑक्टल
ਬਾਰੰਬਾਰਤਾ ਦਾ ਅਕਤੂਬਰ,वारंवारतेचा अष्टक
Octett,ऑक्टेट
ਆਫ-ਲਾਈਨ,ऑफ-लाइन
ਆਫਸੈੱਟ,ऑफसेट
ਓਮ,ओहम
ਓਮ ਮੀਟਰ,ओम मीटर
ਤੇਲ ਸਰਕਟ ਤੋੜਨ ਵਾਲਾ,तेल सर्किट ब्रेकर
ਤੇਲ ਫਿਲਟਰ,तेलाची गाळणी
ਤੇਲ ਡੁੱਬ ਗਿਆ,तेल बुडले
ਤੇਲ ਪੱਧਰ ਦਾ ਗੇਜ,तेल पातळी गेज
ਓਮਨੀ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ,ओमनी-दिशात्मक ten न्टीना
ਓਮਨੀ-ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ,ओमनी-दिशात्मक मायक्रोफोन
ਮੰਗ ਉੱਤੇ,मागणीवर
ਆਨ-ਡਿਮਾਂਡ ਸਟ੍ਰੀਮਿੰਗ,ऑन-डिमांड स्ट्रीमिंग
ਆਨ-ਲਾਈਨ (ਆਨਲਾਈਨ),ऑनलाईन (ऑनलाइन)
ਆਨਲਾਈਨ ਵਿਸ਼ਲੇਸ਼ਣਸ਼ੀਲ ਪ੍ਰੋਸੈਸਿੰਗ,ऑनलाइन विश्लेषणात्मक प्रक्रिया
ਚਾਲੂ ਬੰਦ,चालु बंद
ਆਨ-ਆਫ ਲਯਿੰਗ ਮੈਨੂਲੇਸ਼ਨ,ऑन-ऑफ कीिंग मॉड्यूलेशन
ਓਪਨ ਸਰਕਟ,ओपन सर्किट
ਓਪਨ ਸੋਰਸ,मुक्त स्रोत
ਓਪਨ ਸਿਸਟਮ,ओपन सिस्टम
ਓਪਰੇਟਿੰਗ ਬਾਰੰਬਾਰਤਾ,ऑपरेटिंग वारंवारता
ਆਪਰੇਟਿੰਗ ਸਿਸਟਮ,ऑपरेटिंग सिस्टम
ਓਪਰੇਸ਼ਨ,ऑपरेशन
ਓਪਰੇਟਰ,ऑपरेटर
ਆਪਟੀਕਲ ਫਾਈਬਰ,ऑप्टिकल फायबर
ਆਪਟੀਕਲ ਬਾਰੰਬਾਰਤਾ,ऑप्टिकल वारंवारता
ਆਪਟੀਕਲ ਕਮੀ,ऑप्टिकल कपात
ਆਪਟੀਕਲ ਰੈਜ਼ੋਲੇਸ਼ਨ,ऑप्टिकल रेझोल्यूशन
ਆਪਟੀਕਲ ਟਰੈਕ,ऑप्टिकल ट्रॅक
ਸਰਵੋਤਮ ਕੰਮ ਕਰਨ ਦੀ ਬਾਰੰਬਾਰਤਾ,इष्टतम कार्य वारंवारता
ਓਪਟੂਉਪਲਰ,ऑप्टोकॉप्लर
ਓਪਟੋਲੇਕਟ੍ਰੋਨਿਕਸ,ऑप्टोइलेक्ट्रॉनिक्स
ਜਾਂ ਗੇਟ,किंवा गेट
ਘੇਰੇ,कक्षा
C ਸਿਲੇਟਰ,ऑसीलेटर
ਆਸਮਿਲੋਗ੍ਰਾਮ,ऑसिलोग्राम
ਓਸਕੀਗ੍ਰਾਫ,ऑसिलोग्राफ
Sscilloscope,ऑसिलोस्कोप
ਬਾਹਰੀ ਇੰਟਰਲੇਵਰ,बाह्य इंटरलीव्हर
ਬਾਹਰ ਜਾਣ ਵਾਲੇ ਫੀਡਰ,आउटगोइंग फीडर
ਆਉਟਪੁੱਟ,आउटपुट
ਆਉਟਪੁੱਟ ਲੈਵਲ,आउटपुट स्तर
ਆਉਟਪੁੱਟ ਮੀਟਰ,आउटपुट मीटर
ਆਉਟਪੁੱਟ ਟਰਾਂਸਫਾਰਮਰ,आउटपुट ट्रान्सफॉर्मर
ਆਉਟਪੁੱਟ ਵਾਲਵ,आउटपुट वाल्व
ਆਉਟਪੁੱਟ ਵੇਵਫਾਰਮ,आउटपुट वेव्हफॉर्म
ਬਾਹਰ ਪ੍ਰਸਾਰਣ (ਓਬ),बाहेरील प्रसारण (ओबी)
ਓਵਨ,ओव्हन
ਓਵਰ ਪਲਿੰਗ,ओव्हर कपलिंग
ਓਵਰਸ਼ਨ,ओव्हर मॉड्यूलेशन
ਵੋਲਟੇਜ ਤੋਂ ਵੱਧ,ओव्हर व्होल्टेज
ਸਮੁੱਚੀ ਪਰਦਾ,एकूणच लक्ष
ਸਮੁੱਚੀ ਪ੍ਰਸਾਰਣ ਭਰੋਸੇਯੋਗਤਾ,एकूणच प्रसारण विश्वसनीयता
ਕੁੱਲਕੁਸ਼ਲਤਾ,एकूणच कार्यक्षमता
ਸਮੁੱਚੀ ਰਿਸੈਪਸ਼ਨ ਭਰੋਸੇਯੋਗਤਾ,एकूणच रिसेप्शन विश्वसनीयता
ਸਮੁੱਚੇ ਜਵਾਬ,एकूणच प्रतिसाद
ਸਮੁੱਚੀ ਪ੍ਰਣਾਲੀ,एकूणच प्रणाली
ਓਵਰਡਬਿੰਗ,ओव्हरडबिंग
ਓਵਰਹੈੱਡ ਲਾਈਨ,ओव्हरहेड लाइन
ਓਵਰਹੈੱਡ ਤਾਰ,ओव्हरहेड वायर
ਓਵਰਲੋਡ,ओव्हरलोड
ਓਵਰਲੋਡ ਸੁਰੱਖਿਆ ਉਪਕਰਣ,ओव्हरलोड संरक्षण उपकरणे
ਓਵਰਲੋਡ ਯਾਤਰਾ,ओव्हरलोड ट्रिप
ਓਵਰਸੈਂਪਿੰਗ,ओव्हरस्पलिंग
ਪੈਕ,पॅक
ਪੈਕੇਟ ਬਦਲਣਾ,पॅकेट स्विचिंग
ਪੈਕੇਟਾਈਜ਼ੇਸ਼ਨ,पॅकेटायझेशन
ਪੈਕਟਾਈਜ਼ਡ,पॅकेटाइज्ड
ਪੈਡ,पॅड
ਪੇਜਿੰਗ,पेजिंग
ਪੈਨ ਸਕ੍ਰੀਨ,पॅन स्क्रीन
ਪੈਨਲ,पॅनेल
ਪੈਨਿੰਗ,पॅनिंग
ਪਨੋਰਮਾ,पॅनोरामा
ਪੈਰਾਬੋਲਿਕ ਮਾਈਕ੍ਰੋਫੋਨ,पॅराबोलिक मायक्रोफोन
ਪੈਰਾਡਿਗਮ ਸ਼ਿਫਟ,आमूलाग्र बदल
ਵਿਗਾੜ,विरोधाभास
ਪੈਰਲਲ ਪੋਰਟ,समांतर बंदर
ਪੈਰਾਮੀਟਰ,पॅरामीटर
ਪਰਜੀਵੀ ਨੁਕਸਾਨ,परजीवी तोटा
ਪਰਜੀਵੀ ਮਖੌਲਿਆ,परजीवी दोलन
ਸਮਾਨਤਾ ਬਿੱਟ,पॅरिटी बिट
ਪੈਰਿਟੀ ਟੈਸਟਿੰਗ,पॅरिटी टेस्टिंग
ਪਾਰਸ,पार्सेक
ਅੰਸ਼ਕ ਰੈਜ਼ੋਲੂਸ਼ਨ,आंशिक ठराव
ਪਾਸਬੈਂਡ,पासबँड
ਪੈਸਿਵ,निष्क्रीय
ਪੈਸਿਵ ਨੈਟਵਰਕ,निष्क्रिय नेटवर्क
ਪਾਸਵਰਡ,संकेतशब्द
ਪੈਚ,पॅच
ਪੈਚ ਕੋਰਡ,पॅच कॉर्ड
ਮਾਰਗ ਦਾ ਨੁਕਸਾਨ,पथ नुकसान
ਪੈਟਰਨ,नमुना
ਪੇਲੋਡ,पेलोड
ਸਿਖਰ ਉਚਾਈ,पीक उंची
ਪੀਕ ਐਨਾਡ ਮੌਜੂਦਾ,पीक एनोड करंट
ਸਿਖਰ ਸੀਮਾ,पीक लिमिटर
ਚੋਟੀ ਦਾ ਭਾਰ,पीक लोड
ਚੋਟੀ ਦਾ ਮੁੱਲ,पीक मूल्य
ਪੀਕਿੰਗ,पीकिंग
ਪੀਕ-ਟੂ-ਪੀਕ ਵੋਲਟੇਜ,पीक-टू-पीक व्होल्टेज
ਪੀਅਰ ਟੂ ਪੀਅਰ,पीअर-टू-पीअर
ਸਮਝਦਾਰੀ ਦਾ ਮਾਡਲ,समजात्मक मॉडेल
ਅਨੁਭਵੀ ਮਾਡਲ,समजूतदार मॉडेल
ਪ੍ਰਦਰਸ਼ਨ,कामगिरी
ਪਾਵੀ,पेरिगी
ਆਵਰਤੀ ਟੈਸਟ,नियतकालिक चाचणी
ਪੈਰੀਫਿਰਲ,परिघीय
ਪੈਰੀਫਿਰਲਸ,परिघीय
Permafet,पारगम्यता
ਪਰਮਿਟਤਾ,परवानगी
ਫੈਂਟਮ ਪਾਵਰ ਸਪਲਾਈ,फॅंटम वीजपुरवठा
ਪੜਾਅ,टप्पा
ਪੜਾਅ ਤਬਦੀਲੀ ਲਾਈਨ,फेज बदल ओळ
ਪੜਾਅ ਸਮੂਹ,फेज तुलनकर्ता
ਪੜਾਅ ਦੇਰੀ,टप्पा विलंब
ਪੜਾਅ ਦਾ ਪੱਖਪਾਤ,फेज भेदभाव करणारा
ਪੜਾਅ ਦਾ ਤਾਲਾਬੰਦ ਲੂਪ ਬਾਰੰਬਾਰਤਾ ਸਿੰਧੀ,फेज लॉक लूप फ्रिक्वेन्सी सिंथेसाइझर
ਪੜਾਅ ਦੀ ਵਰਤੋਂ,फेज मॉड्यूलेशन
ਪੜਾਅ ਉਲਟਾ,फेज उलट
ਪੜਾਅ ਸ਼ਿਫਟ ਕੀਿੰਗ,फेज शिफ्ट की
ਕੰਸੋਲ ਵਿੱਚ ਫੋਨ,कन्सोल मध्ये फोन
ਪ੍ਰੋਗਰਾਮ ਵਿੱਚ ਫੋਨ,प्रोग्राममध्ये फोन
ਸਰੀਰਕ ਪਰਤ,शारीरिक थर
ਚਿੱਤਰਕਾਰੀ,सचित्र
ਪਿਜ਼ੋਇਲੈਕਟ੍ਰਿਕ,पायझोइलेक्ट्रिक
ਪਾਇਲਟ ਜਨਰੇਟਰ,पायलट जनरेटर
ਪਾਇਲਟ ਸਿਗਨਲ,पायलट सिग्नल
ਪਾਇਲਟ ਟੋਨ,पायलट टोन
ਪਾਇਰੇਸੀ,पायरेसी
ਪਿੱਚ,खेळपट्टी
ਪਿਕਸਲ,पिक्सेल
ਪਿਕਸਲਾਈਜ਼ੇਸ਼ਨ,पिक्सेलायझेशन
ਪੌਦਾ,वनस्पती
ਪਲਾਜ਼ਮਾ,प्लाझ्मा
ਪਲੇਟਫਾਰਮ,प्लॅटफॉर्म
ਵਾਪਸ ਖੇਡੋ,परत खेळा
ਐਂਪਲਿਫਾਇਰ ਵਾਪਸ ਖੇਡੋ,परत एम्पलीफायर खेळा
ਪਿੱਛੇ ਸਿਰ ਖੇਡੋ,मागे डोके खेळा
ਪਲੇਲਿਸਟ,प्लेलिस्ट
ਬਾਹਰ ਖੇਡਣ,बाहेर खेळा
ਪਲਾਟਰ,प्लॉटर
ਪਲੱਗ,प्लग
ਨਿ ne ਰਸੈਟਿਕ ਕੰਟਰੋਲ ਸਿਸਟਮ,वायवीय नियंत्रण प्रणाली
ਧਰੁਵੀਕਰਨ,ध्रुवीकरण
ਪੋਲਰਟੀ,ध्रुवपणा
ਬਹੁਭੁਜ,बहुभुज
ਬਹੁਪੱਖੀ,बहुपदीय
ਪੌਲੀਫਸ ਫਿਲਟਰ ਬੈਂਕ,पॉलीफेज फिल्टर बँक
ਪੋਰਚ,पोर्च
ਗੁੰਡਾਗਰਦੀ,सच्छिद्र शोषक
ਪੋਰਟ,बंदर
ਸਕਾਰਾਤਮਕ ਚੋਟੀ,सकारात्मक शिखर
ਪੋਸਟ ਸਮਕਾਲੀਕਰਨ,पोस्ट सिंक्रोनाइझेशन
ਪੌਸ਼ਟਿਕ,पोटेंटीमीटर
ਤਾਕਤ,शक्ती
ਪਾਵਰ ਐਂਪਲੀਫਾਇਰ,पॉवर एम्पलीफायर
ਬਿਜਲੀ ਜੋੜਨਾ,शक्ती संयोजन
ਬਿਜਲੀ ਦੀ ਖਪਤ,वीज वापर
ਪਾਵਰ ਕੰਟਰੋਲ,उर्जा नियंत्रण
