Gujarati,Bengali
બહુમાળી,মাল্টিমিডিয়া
બહુધા ભાગ,মাল্টিমিডিয়া কিওস্ক
બહુવિધ,মাল্টিমিটার
બહુ વધારે,মাল্টিথ
મલ્ટીપાથ,মাল্টিথ রিসেপশন
નગર,মাল্টিপেজ
બહુવિધ,একাধিক
બહુવિધ પ્રવેશ પદ્ધતિ,একাধিক অ্যাক্সেস সিস্টেম
અનેકગણું,মাল্টিপ্লেক্স
મલ્ટીપ્લેક્સર,মাল্টিপ্লেক্সার
મલ્ટિપ્લેક્સિંગ,মাল্টিপ্লেক্সিং
બહુવિધ એમ્પ્લીફાયર,মাল্টিস্টেজ পরিবর্ধক
બહુવિધ,মাল্টিটাস্কিং
આંતર -માળ,মাল্টিভাইবারেটর
ચૂપ,নিঃশব্দ
પરસ્પર વાહકતા,পারস্পরিক আচরণ
પરસ્પર અવરોધ,পারস্পরিক প্রতিবন্ধকতা
પરસ્પર ઉપાય,পারস্পরিক আবেশাঙ্ক
પરસ્પર દખલ,পারস্পরিক হস্তক্ষেপ
નેનો તકનીકી,ন্যানো-টেকনোলজি
સાંકડી,সংকীর্ণ
સંકુચિત,সংকীর্ণতা
કુદરતી ડ્રાફ્ટ,প্রাকৃতিক খসড়া
નૌકાદળ,নেভিগেটর
નકારાત્મક,নেতিবাচক
નકારાત્મક પક્ષપાત,নেতিবাচক পক্ষপাত
નકારાત્મક ખર્ચ,নেতিবাচক চার্জ
નકારાત્મક પ્રતિસાદ,নেতিবাচক প্রতিক্রিয়া
નકારાત્મક ટોચ,নেতিবাচক শিখর
નકારાત્મક પ્રતિકાર,নেতিবাচক প্রতিরোধ
ચોખ્ખો ફાયદો,নেট লাভ
ચોખ્ખી ખોટ,নেট ক্ষতি
રણનીતિ,নেটটিকেট
નેટવર્ક,অন্তর্জাল
નેટવર્ક વિશ્લેષક,নেটওয়ার্ক বিশ্লেষক
નેટવર્ક ફાઇલ પદ્ધતિ,নেটওয়ার্ক ফাইল সিস্টেম
નેટવર્ક આયોજન,নেটওয়ার্ক পরিকল্পনা
નેટવર્ક સમાપ્તિ,নেটওয়ার্ক সমাপ্তি
નેટવર્કિંગ,নেটওয়ার্কিং
તુરંત,নিরপেক্ষ
તત્ત્વો પાડનારું,নিরপেক্ষ
સમાચાર -ખંડ,নিউজ রুম অটোমেশন
ઝૂકી જવું,নিবল
વિશિષ્ટ,কুলুঙ্গি
કોઈ લોડ ટેસ્ટ,কোনও লোড পরীক্ষা নেই
નોડ,নোড
અવાજ,শব্দ
અવાજ,শব্দ চিত্র
અવાજનું ફિલ્ટર,শব্দ পরিশোধন
અવાજનું માળખું,শব্দ মেঝে
અવાજનો દરવાજો,শব্দ গেট
અવાજની પ્રતિરક્ષા,গোলমাল অনাক্রম্যতা
અવાજની કિલર,শব্দ কিলার
અવાજનું સ્તર,শব্দ স্তর
અવાજ,শব্দ শক্তি
અવાજ આકારની ક્વોન્ટીઝર,শব্দ শেপিং কোয়ান্টাইজার
અવાજ,শব্দ উত্স
અવાજ દમન સર્કિટ,শব্দ দমন সার্কিট
અવાજ -દમન કરનાર,শব্দ দমনকারী
ઘોંઘાટનું તાપમાન,শব্দের তাপমাত্রা
ઘોંઘાટનું તાપમાન,শব্দের তাপমাত্রা
અવાજ ત્રિકોણ,শব্দ ত্রিভুজ
અવાજ,শব্দ ভোল্টেজ
ઘોંઘાટહીન,গোলমাল
ઘોંઘાટહીન કોડિંગ,শোনা যায় না কোডিং
ઘોંઘાટીયા સ્વાગત,গোলমাল অভ্যর্থনা
નજીવી ઉપયોગી ક્ષેત્ર શક્તિ,নামমাত্র ব্যবহারযোগ্য ক্ষেত্র শক্তি
બિન-વ્યરી માઇક્રોફોન,নন-ডাইরিসিটোনাল মাইক্রোফোন
બિન-પ્રલોભન ભાર,অ-প্ররোচিত লোড
બિન-પ્રેરણાત્મક પ્રતિકાર,অ-প্ররোচিত প্রতিরোধ
બિન-સિનોસોઇડલ તરંગ,অ-সিনোসয়েডাল তরঙ্গ
બિન-અસ્થિર મેમરી,অনুদ্বায়ী মেমরি
કે દરવાજો,না গেট
સામાન્ય ગતિ,সাধারণ গতি
સામાન્ય પુરવઠો,সাধারণ সরবরাহ
સજાવટ,খাঁজ
સરસ ફિલ્ટર,খাঁজ ফিল্টার
સંખ્યાત્મક,সংখ্যাসূচক
સંખ્યાત્મક રીતે નિયંત્રિત ઓસિલેટર,সংখ্যাগতভাবে নিয়ন্ত্রিত দোলক
અખરોટ,বাদাম বোল্ট
NYQUIST-શેનોન પ્રમેય,Nyquist-শ্যানন উপপাদ্য
પદાર્થ કેન્દ્રિત,অবজেক্ট ওরিয়েন্টেড
અકાર્ય,অক্টাল
આવર્તન,ফ্রিকোয়েন্সি অষ্টভ
અખરોટ,অক্টেট
Offઘો,অফ-লাইন
Offંચું કરવું,অফসেট
સેમ,ওহম
ઓહ્મ મીટર,ওহম মিটার
તેલ સર્કિટ તોડનાર,তেল সার্কিট ব্রেকার
તેલ ફિલ્ટર,তেলের ছাঁকনি
ડૂબેલું,তেল নিমগ্ন
તેલ -સ્તરનું પ્રમાણ,তেল স্তর গেজ
ઓમેની-સ્તરીય એન્ટેના,ওমনি-দিকনির্দেশক অ্যান্টেনা
સર્વ-સ્તરીય માઇક્રોફોન,ওমনি-দিকনির্দেশক মাইক্রোফোন
માંગને લઈને,চাহিদা সাপেক্ষে
ઓન-ડિમાન્ડ સ્ટ્રીમિંગ,অন-ডিমান্ড স্ট্রিমিং
ઓન લાઇન () નલાઇન),অন-লাইন (অনলাইন)
વિશ્લેષણાત્મક પ્રક્રિયા,অনলাইন বিশ্লেষণাত্মক প্রক্রিয়াজাতকরণ
ચાલું બંધ,অন-অফ
Keyફ- Key ફ કીઇંગ મોડ્યુલેશન,অন-অফ কীইং মড্যুলেশন
ખુલ્લો સર્કિટ,খণ্ডিত বর্তনী
ખુલ્લા સ્ત્રોત,মুক্ত উৎস
ખુલ્લી પદ્ધતિ,মুক্ত ব্যবস্থা
ઓપરેટિંગ આવર્તન,অপারেটিং ফ্রিকোয়েন্সি
કાર્યરત પદ્ધતિ,অপারেটিং সিস্টেম
સંચાલન,অপারেশন
Operatorપરેટર,অপারেটর
Ticalપિક ફાઇબર,অপটিকাল ফাইবার
Frequપ્ટિકલ આવર્તન,অপটিক্যাল ফ্রিকোয়েন্সি
Ticalપિક ઘટાડો,অপটিক্যাল হ্রাস
Ticalપિક ઠરાવ,অপটিক্যাল রেজোলিউশন
Ticalપ -પાટા,অপটিক্যাল ট্র্যাক
મહત્તમ કાર્યકારી આવર્તન,সর্বোত্তম কাজের ফ্রিকোয়েন্সি
વિપુલ,অপ্টোকুপলার
ટોઇલેક્ટ્રોનિક્સ,অপটোলেক্ট্রনিক্স
