English,Malayalam
Indentation hardness,ഇൻഡന്റേഷൻ കാഠിന്യം
Index attachment,സൂചിക അറ്റാച്ച്മെന്റ്
Index die,സൂചിക മരിക്കുന്നു
Indexing head,ഇൻഡെക്സിംഗ് തല
Indexing plate,ഇൻഡെക്സിംഗ് പ്ലേറ്റ്
Indexing,ഇൻഡെക്സിംഗ്
Indexing,ഇൻഡെക്സിംഗ്
Indicated horse power,സൂചിപ്പിക്കുന്ന കുതിരശക്തി
Indicated mean effective pressure,ശരാശരി ഫലപ്രദമായ സമ്മർദ്ദം സൂചിപ്പിച്ചിരിക്കുന്നു
Indicated thermal efficiency,താപ ദക്ഷത സൂചിപ്പിച്ചു
Indicator diagram,ഇൻഡിക്കേറ്റർ ഡയഗ്രം
Indirect extrusion,പരോക്ഷ എക്സ്ട്രൂഷൻ
Indirect induction heating,പരോക്ഷ ഇൻഡക്ഷൻ ചൂടാക്കൽ
Individual drive,വ്യക്തിഗത ഡ്രൈവ്
Induced draft,ഇൻഡ്യൂസ്ഡ് ഡ്രാഫ്റ്റ്
Induced hardness,പ്രേരിപ്പിച്ച കാഠിന്യം
Induced stress,പ്രേരിതമായ സമ്മർദ്ദം
Induced swirl,പ്രേരിപ്പിച്ച ചുഴി
Induction furnace,ഇൻഡക്ഷൻ ചൂള
Induction hardening,ഇൻഡക്ഷൻ കാഠിന്യം
Induction motor,ഇൻഡക്ഷൻ മോട്ടോർ
Induction work,ഇൻഡക്ഷൻ വർക്ക്
Industrial,വ്യാവസായിക
Industrial engineering,ഇൻഡസ്ട്രിയൽ എഞ്ചിനീയറിംഗ്
Industrial enterprise,വ്യാവസായിക സംരംഭം
Industrial management,വ്യാവസായിക മാനേജ്മെന്റ്
Industrial organisation,വ്യാവസായിക സംഘടന
Inelastic stress,ഇലാസ്റ്റിക് സമ്മർദ്ദം
Inert gas carbon,നിഷ്ക്രിയ വാതക കാർബൺ
Inert gas metal,നിഷ്ക്രിയ വാതക ലോഹം
Inert gas tungsten,നിഷ്ക്രിയ വാതക ടങ്സ്റ്റൺ
Inertia,ജഡത്വത്തെ
Inertia force,ജഡത്വ ശക്തി
Inertia type governor,ജഡത്വ തരം ഗവർണർ
Inertial damper,ഇനേർഷ്യൽ ഡാംപർ
Inflammable,ജ്വലിക്കുന്ന
Influence coefficient,സ്വാധീന ഗുണകം
Ingot,ഇങ്കോട്ട്
Ingot iron,ഇങ്കോട്ട് ഇരുമ്പ്
Ingot mould,ഇങ്കോട്ട് പൂപ്പൽ
Initial tension,പ്രാരംഭ ടെൻഷൻ
Injection,കുത്തിവയ്പ്പ്
Injection timing,കുത്തിവയ്പ്പ് സമയം
Injector,ഇൻജക്ടർ
Injector needle,ഇൻജക്ടർ സൂചി
Injector nozzle,ഇൻജക്ടർ നോസൽ
Input,ഇൻപുട്ട്
Input energy,ഇൻപുട്ട് ഊർജ്ജം
Inside cylinder (Iocomotive),സിലിണ്ടറിനുള്ളിൽ (അയോകോമോട്ടീവ്)
Inside lap,മടിത്തട്ടിനുള്ളിൽ
Insothermal efficiency,ഇൻസോതെർമൽ കാര്യക്ഷമത
Instrumental error,ഉപകരണ പിശക്
Intake,കഴിക്കുക
Integrate automation,ഓട്ടോമേഷൻ സംയോജിപ്പിക്കുക
Intermediate pressure cylinder,ഇന്റർമീഡിയറ്റ് പ്രഷർ സിലിണ്ടർ
Intensifier,തീവ്രത
Intensity,തീവ്രത
Intensity of stress,സമ്മർദ്ദത്തിന്റെ തീവ്രത
Interalloying,ഇന്റർലോയിംഗ്
Intercooler,ഇന്റർകൂളർ
Interference fit,ഇടപെടൽ അനുയോജ്യം
Interlock,ഇന്റർലോക്ക്
Interlock,ഇന്റർലോക്ക്
Intermetallic compound,ഇന്റർമെറ്റാലിക് സംയുക്തം
Intermittent arc,ഇടവിട്ടുള്ള ആർക്ക്
Intermittent operation,ഇടയ്ക്കിടെയുള്ള പ്രവർത്തനം
Intermittent welding,ഇടവിട്ടുള്ള വെൽഡിംഗ്
Internal combustion locomotive,ആന്തരിക ജ്വലന ലോക്കോമോട്ടീവ്
Internal couple,ആന്തരിക ദമ്പതികൾ
Internal efficiency,ആന്തരിക കാര്യക്ഷമത
Internal energy,ആന്തരിക ഊർജ്ജം
Internal grinder,ആന്തരിക ഗ്രൈൻഡർ
Internal latent heat,ആന്തരിക ഒളിഞ്ഞിരിക്കുന്ന ചൂട്
Internal spline,ആന്തരിക സ്പ്ലൈൻ
Internal spur gear,ആന്തരിക സ്പർ ഗിയർ
Internal stress,ആന്തരിക സമ്മർദ്ദം
Internal thread,ആന്തരിക ത്രെഡ്
Internally fired boiler,ആന്തരികമായി ജ്വലിക്കുന്ന ബോയിലർ
Intrinsic energy,ആന്തരിക ഊർജ്ജം
Involute spline,സ്പ്ലൈൻ ഉൾപ്പെടുത്തുക
Iron,ഇരുമ്പ്
Iron foundry,ഇരുമ്പ് ഫൌണ്ടറി
Iron ore,ഇരുമ്പയിര്
Irreversibility,മാറ്റാനാകാത്തത്
Irreversible adiabatic,മാറ്റാനാവാത്ത അഡിബാറ്റിക്
Irreversible adiabatic compression,മാറ്റാനാവാത്ത അഡിയബാറ്റിക് കംപ്രഷൻ
I-section,ഐ-വിഭാഗം
Isentropy,ഐസെൻട്രോപ്പി
Isobar,ഐസോബാർ
Isobaric layer,ഐസോബാറിക് പാളി
Isobaric,ഐസോബാറിക്
Isothermal curve,ഐസോതെർമൽ വക്രം
Isothermal diffusion,ഐസോതെർമൽ ഡിഫ്യൂഷൻ
Isothermal expansion,ഐസോതെർമൽ വികാസം
Isothermal flow,ഐസോതെർമൽ ഫ്ലോ
Izod impact test,ഐസോഡ് ഇംപാക്ട് ടെസ്റ്റ്
Jacket,ജാക്കറ്റ്
Jag bolt,ജാഗ് ബോൾട്ട്
Jamming,ജാമിംഗ്
Jamming,ജാമിംഗ്
Jaw,താടിയെല്ല്
Jaw clutch,താടിയെല്ല് ക്ലച്ച്
Jet,ജെറ്റ്
Jet engine,ജെറ്റ് എഞ്ചിൻ
Jib crane,ജിബ് ക്രെയിൻ
Jig,ജിഗ്
Jig and fixture,ജിഗ് ആൻഡ് ഫിക്ചർ
Jig boring machine,ജിഗ് ബോറിംഗ് മെഷീൻ
Jigging machine,ജിഗ്ഗിംഗ് മെഷീൻ
Job,ജോലി
Job card,ജോലി കാർഡ്
Job shop,ജോലി കട
Jockey pulley,ജോക്കി പുള്ളി
Join,ചേരുക
Joint bar,ജോയിന്റ് ബാർ
Joule,ജൂൾ
Joule's equivalent,ജൂളിന് തുല്യം
Journal,ജേണൽ
Journal bearing,ജേണൽ ബെയറിംഗ്
Journal box,ജേണൽ ബോക്സ്
Jump weld,ജമ്പ് വെൽഡ്
Kelvin degree,കെൽവിൻ ബിരുദം
Key board,കീ ബോർഡ്
Key,താക്കോൽ
Keyed joint,കീഡ് ജോയിന്റ്
Killed steel,കൊല്ലപ്പെട്ട ഉരുക്ക്
Kinematic chain,ചലനാത്മക ശൃംഖല
Kinematic pair,ചലനാത്മക ജോഡി
Kinetic energy,ഗതികോർജ്ജം
Kinetic friction,ചലനാത്മക ഘർഷണം
King bolt,കിംഗ് ബോൾട്ട്
Knee joint,മുട്ട് ജോയിന്റ്
Knife edge,കത്തിയുടെ മുന
Knife edge follower,കത്തി എഡ്ജ് ഫോളോവർ
Knife file,കത്തി ഫയൽ
Knife tool,കത്തി ഉപകരണം
Kinamatics,കിനാമാറ്റിക്സ്
Knocking,മുട്ടുന്നു
Knuckle,നക്കിൾ
Knuckle joint,നക്കിൾ ജോയിന്റ്
Knurling tool,നർലിംഗ് ഉപകരണം
Labyrinth packing,ലാബിരിന്ത് പാക്കിംഗ്
Lag,കാലതാമസം
Lagging,ലാഗിംഗ്
Lagging,ലാഗിംഗ്
Lagging,ലാഗിംഗ്
Lag screw,ലാഗ് സ്ക്രൂ
Laminar flow,ലാമിനാർ ഒഴുക്ക്
Laminated core,ലാമിനേറ്റഡ് കോർ
Laminated spring,ലാമിനേറ്റഡ് സ്പ്രിംഗ്
Lamination,ലാമിനേഷൻ
Lap joint,ലാപ് ജോയിന്റ്
Lap weld,ലാപ് വെൽഡ്
Lapping,ലാപ്പിംഗ്
Lapse rate,കാലഹരണപ്പെട്ട നിരക്ക്
Latent heat,ഒളിഞ്ഞിരിക്കുന്ന ചൂട്
Lateral play,ലാറ്ററൽ പ്ലേ
Lateral strain,ലാറ്ററൽ സ്ട്രെയിൻ
Lateral thrust,ലാറ്ററൽ ത്രസ്റ്റ്
Lathe,ലാഥെ
Lathe bed,ലാത്ത് ബെഡ്
Lattice defect,ലാറ്റിസ് വൈകല്യം
Lazy tong,അലസമായ ടോങ്ങ്
Leaching,ലീച്ചിംഗ്
Lead,നയിക്കുക
Lead,നയിക്കുക
Lead,നയിക്കുക
Lead,നയിക്കുക
Lead acid accumulator,ലെഡ് ആസിഡ് അക്യുമുലേറ്റർ
Leader,നേതാവ്
Leading edge,ലീഡിംഗ് എഡ്ജ്
Leading wheel,ലീഡിംഗ് വീൽ
Leaf spring,ഇല നീരുറവ
Leak proof,ചോർച്ച തടയുന്ന
Left hand helix,ഇടത് കൈ ഹെലിക്സ്
Lever,ലിവർ
Lever safety valve,ലിവർ സുരക്ഷാ വാൽവ്
Lift,ലിഫ്റ്റ്
Lift attendant,ലിഫ്റ്റ് അറ്റൻഡർ
Lift car,കാർ ഉയർത്തുക
Lift valve,ലിഫ്റ്റ് വാൽവ്
Light fit,ലൈറ്റ് ഫിറ്റ്
Light load,നേരിയ ലോഡ്
Light metal,ഇളം ലോഹം
Limit,പരിധി
Limit and fit,പരിമിതപ്പെടുത്തുകയും അനുയോജ്യമാക്കുകയും ചെയ്യുക
Limit friction,ഘർഷണം പരിമിതപ്പെടുത്തുക
Limit gauge,പരിധി ഗേജ്
Limit line,പരിധി ലൈൻ
Line contact,ലൈൻ കോൺടാക്റ്റ്
Line layout,ലൈൻ ലേഔട്ട്
Line process,ലൈൻ പ്രക്രിയ
Line production,ലൈൻ ഉത്പാദനം
Line shaft,ലൈൻ ഷാഫ്റ്റ്
Linear acceleration,ലീനിയർ ആക്സിലറേഷൻ
Linear displacement,ലീനിയർ ഡിസ്പ്ലേസ്മെന്റ്
Linear error,ലീനിയർ പിശക്
Linear expansion,ലീനിയർ വിപുലീകരണം
Linear tranducer,ലീനിയർ ട്രാൻഡ്യൂസർ
Lining,ലൈനിംഗ്
Link,ലിങ്ക്
Link mechanism,ലിങ്ക് മെക്കാനിസം
Link motion,ലിങ്ക് ചലനം
Lip drill,ലിപ് ഡ്രിൽ
Liquid column,ദ്രാവക നിര
Liquid cooled engine,ലിക്വിഡ് കൂൾഡ് എഞ്ചിൻ
Liquid fuel,ദ്രാവക ഇന്ധനം
Liquid level,ദ്രാവക നില
Liquid line,ലിക്വിഡ് ലൈൻ
Liquid spring,ദ്രാവക സ്പ്രിംഗ്
Liquid state,ദ്രാവകാവസ്ഥ
Liquid sub-cooler,ലിക്വിഡ് സബ് കൂളർ
Live axle,ലൈവ് ആക്സിൽ
Live load,ലൈവ് ലോഡ്
Live roller,ലൈവ് റോളർ
Live steam,ലൈവ് സ്റ്റീം
Load bearing,ലോഡ് ബെയറിംഗ്
Load component,ഘടകം ലോഡ് ചെയ്യുക
Load factor,ലോഡ് ഘടകം
Loading,ലോഡിംഗ്
Loading,ലോഡിംഗ്
Loading,ലോഡിംഗ്
Location,സ്ഥാനം
Lock nut,ലോക്ക് നട്ട്
Locking arrangement,ലോക്കിംഗ് ക്രമീകരണം
Locking device,ലോക്കിംഗ് ഉപകരണം
Loco yard,ലോക്കോ യാർഡ്
Locomotive,ലോക്കോമോട്ടീവ്
Locomotive boiler,ലോക്കോമോട്ടീവ് ബോയിലർ
Locomotive workshop,ലോക്കോമോട്ടീവ് വർക്ക്ഷോപ്പ്
Longitudianal crack,രേഖാംശ വിള്ളൽ
Longitudinal joint,രേഖാംശ സംയുക്തം
Longitudinal vibration,രേഖാംശ വൈബ്രേഷൻ
Loose fit,അയഞ്ഞ ഫിറ്റ്
Loose pulley,അയഞ്ഞ പുള്ളി
Loss factor,നഷ്ട ഘടകം
Lost motion,ചലനം നഷ്ടപ്പെട്ടു
Lot size,ഒരുപാട് വലിപ്പം
Low carbon steel,കുറഞ്ഞ കാർബൺ സ്റ്റീൽ
Low frequency compensation,കുറഞ്ഞ ഫ്രീക്വൻസി നഷ്ടപരിഹാരം
Low pressure,താഴ്ന്ന മർദ്ദം
Low pressure,താഴ്ന്ന മർദ്ദം
Low speed engine,കുറഞ്ഞ വേഗതയുള്ള എഞ്ചിൻ
Lower pair,താഴ്ന്ന ജോഡി
Lubricant,ലൂബ്രിക്കന്റ്
Lubrication,ലൂബ്രിക്കേഷൻ
Lubricator,ലൂബ്രിക്കേറ്റർ
Lug,ലഗ്
Machine,യന്ത്രം
Machine constant,മെഷീൻ സ്ഥിരാങ്കം
Machine cut tooth,മെഷീൻ മുറിച്ച പല്ല്
Machine design,മെഷീൻ ഡിസൈൻ
Machine man,യന്ത്ര മനുഷ്യൻ
Machine operator,യന്ത്രം പ്രവർത്തിപ്പിക്കുന്ന ആൾ
Machine screw,മെഷീൻ സ്ക്രൂ
Machine surface,മെഷീൻ ഉപരിതലം
Machine tap,മെഷീൻ ടാപ്പ്
Machine vibration,മെഷീൻ വൈബ്രേഷൻ
Machinery,മെഷിനറി
Machining,മെഷീനിംഗ്
Macrograph,മാക്രോഗ്രാഫ്
Macrostress,മാക്രോസ്ട്രെസ്
Magnet steel,മാഗ്നറ്റ് സ്റ്റീൽ
Magnetic alloy,കാന്തിക അലോയ്
Magnetic arc blow,കാന്തിക ആർക്ക് പ്രഹരം
Magnetic bearing,മാഗ്നെറ്റിക് ബെയറിംഗ്
Magnification factor,മാഗ്നിഫിക്കേഷൻ ഘടകം
Main bearing,പ്രധാന ബെയറിംഗ്
Main shaft,പ്രധാന ഷാഫ്റ്റ്
Maintainability,പരിപാലനക്ഷമത
Maintenance,മെയിന്റനൻസ്
Maintenance factor,പരിപാലന ഘടകം
Male component,പുരുഷ ഘടകം
Male thread,ആൺ ത്രെഡ്
Malleability,മെല്ലെബിലിറ്റി
Malleable,സുഗമമായ
Malleable cast iron,മൃദുവായ കാസ്റ്റ് ഇരുമ്പ്
Malleable iron,മയപ്പെടുത്താവുന്ന ഇരുമ്പ്
Mallet,മാലറ്റ്
Man day,മനുഷ്യ ദിനം
Man machine chart,മാൻ മെഷീൻ ചാർട്ട്
Management,മാനേജ്മെന്റ്
Management,മാനേജ്മെന്റ്
Management technology,മാനേജ്മെന്റ് സാങ്കേതികവിദ്യ
Manoeurability,കൌശലം
Manoeure,മാന്യൂർ
Manoeure,മാന്യൂർ
Manual arc welding,മാനുവൽ ആർക്ക് വെൽഡിംഗ്
Manual control,മാനുവൽ നിയന്ത്രണം
Manual feed,മാനുവൽ ഫീഡ്
Manufacture,നിർമ്മാണം
