Punjabi,English
ਮੁੜ ਵਿਸਤ੍ਰਿਤ ਪਾਵਰ,Residuary power
ਅਸਤੀਫਾ,Resignation
ਵਿਰੋਧ ਕਰੋ,Resist
ਰੈਜ਼ੋਲੂਸ਼ਨ,Resolution
ਸਤਿਕਾਰ ਨਾਲ,Respectfully
ਕ੍ਰਮਵਾਰ,Respectively
ਜਵਾਬਦੇਹ,Respondent
ਜਵਾਬ,Response
ਜ਼ਿੰਮੇਵਾਰੀ,Responsibility
ਜ਼ਿੰਮੇਵਾਰ,Responsible
ਜਵਾਬਦੇਹ,Responsive
ਆਰਾਮ ਘਰ,Rest house
ਰੀਸਟੋਰ,Restore
ਸੰਜਮ,Restraint
ਸੀਮਤ,Restricted
ਪ੍ਰਤੀਬੰਧਿਤ ਛੁੱਟੀ,Restricted leave
ਪਾਬੰਦੀ,Restriction
ਮੁਖੀ ਕੰਮ,Result oriented work
ਦੁਬਾਰਾ ਸ਼ੁਰੂ ਕਰੋ,Resume
ਮੁੜ-ਚਾਲੂ,Resummon
ਮੁੜ ਸ਼ੁਰੂ,Resumption
ਬਰਕਰਾਰ,Retain
ਧਾਰਣਾ ਮੁੱਲ,Retention price
ਰਿਟਾਇਰਡ,Retired
ਰਿਟਾਇਰਮੈਂਟ,Retirement
ਰਿਟਾਇਰਮੈਂਟ ਲਾਭ,Retirement benefits
ਰਿਟਾਇਰ ਹੋਣ ਵਾਲੀ ਉਮਰ,Retiring age
ਰਿਟਾਇਰਡ ਪੈਨਸ਼ਨ,Retiring pension
ਫੈਲਾਅ ਸਟਾਫ,Retrenched staff
ਮਹਿੰਗਾ,Retrenchment
ਪ੍ਰਤਿਕ੍ਰਿਆਸ਼ੀਲ ਤਨਖਾਹ,Retroactive pay
ਵਾਪਸੀ,Return
ਵਾਪਸੀ ਦੀ ਯਾਤਰਾ,Return journey
ਪੋਸਟ ਦੀ ਵਾਪਸੀ,Return of post
ਰੀਵਾਲਿਡੇਸ਼ਨ,Revalidation
ਮੁੜ ਮੁਲਾਂਕਣ,Revaluation
ਮਾਲੀਆ,Revenue
ਆਮਦਨੀ ਖਰਚੇ,Revenue expenditure
ਮਾਲ ਸਟੈਂਪ,Revenue stamp
ਉਲਟਾ,Reverse
ਉਲਟਾ,Reverted
ਸਮੀਖਿਆ,Review
ਸਮੀਖਿਆ ਬੋਰਡ,Review board
ਸੋਧੋ,Revise
ਸੋਧਿਆ ਏਜੰਡਾ,Revised agenda
ਸੋਧਿਆ ਬਜਟ,Revised budget
ਸੋਧਿਆ ਅਨੁਮਾਨ,Revised estimate
ਸੰਸ਼ੋਧਿਤ ਨਿਯਮ,Revised rules
ਸੰਸ਼ੋਧਨ,Revision
ਤਨਖਾਹ ਸਕੇਲ ਦਾ ਸੰਸ਼ੋਧਨ,Revision of pay scale
ਬੇਦਾਰੀ,Revival
ਰੱਦ ਕਰਨ,Revocation
ਰੱਦ,Revoke
ਇਨਕਲਾਬ,Revolution
ਰਿਵਾਲਸ ਫੰਡ,Revolving fund
ਇਨਾਮ,Reward
ਇਨਾਮ ਯੋਜਨਾ,Reward scheme
ਸੱਜੇ,Right
ਸਹੀ ਦਾਅਵੇਦਾਰ,Rightful claimant
ਕਠੋਰ,Rigid
ਦੰਗੇ,Riot
ਜੋਖਮ,Risk
ਜੋਖਮ ਖਰੀਦ,Risk purchase
ਵਿਰੋਧੀ,Rival
ਰੋਡ ਮਾਈਲੇਜ,Road mileage
ਰੋਡਵੇਜ਼,Roadways
ਭੂਮਿਕਾ,Role
ਰੋਲ,Roll
ਰੋਲਿੰਗ ਯੋਜਨਾ,Rolling plan
ਰੋਲ ਨੰਬਰ,Roll number
ਰੋਸਟਰ,Roster
ਰੋਟੇਸ਼ਨ,Rotation
ਰੁੱਖੀ,Rough
ਮੋਟਾ ਨਕਲ,Rough copy
ਬੰਦ,Rounding off
ਰਸਤਾ,Route
ਰੁਟੀਨ,Routine
ਰੁਟੀਨ ਨੋਟ,Routine note
ਰੁਟੀਨ ਟੈਸਟ,Routine test
ਰਾਇਲਟੀ,Royalty
ਰਬੜ ਸਟੈਂਪ,Rubber stamp
ਕਠੋਰ,Rude
ਨਿਯਮ,Rule
ਹਾਕਮ,Ruler
ਨਿਯਮ ਅਤੇ ਨਿਯਮ,Rules and regulations
ਕਾਰੋਬਾਰ ਦੇ ਨਿਯਮ,Rules of business
ਹੋਂਦ,Ruling
ਹਾਕਮ ਪਾਰਟੀ,Ruling party
ਅਫਵਾਹ,Rumour
ਸਟਾਫ ਚੱਲ ਰਿਹਾ ਹੈ,Running staff
ਪੇਂਡੂ ਵਿਕਾਸ ਯੋਜਨਾ,Rural development plan
ਪੇਂਡੂ ਵੱਧ ਤੋਂ ਵੱਧ,Rural upliftment
ਕਸ਼ਟ,Rustication
ਸਬਤਬਾਜ਼ੀ ਦੀ ਛੁੱਟੀ,Sabbatical leave
ਸਬੋਟੇਜ,Sabotage
ਬੋਰੀ,Sack
ਸੁਰੱਖਿਅਤ,Safe
ਸੁਰੱਖਿਅਤ ਹਿਰਾਸਤ,Safe custody
ਸੁਰੱਖਿਆ,Safeguarding
ਸੁਰੱਖਿਆ,Safety
ਸੁਰੱਖਿਆ ਜੰਤਰ,Safety device
ਸੁਰੱਖਿਆ ਨਿਯਮ,Safety regulations
ਤਨਖਾਹ ਕਲਾਸ,Salaried class
ਤਨਖਾਹ,Salary
ਤਨਖਾਹ ਦੀ ਜਾਂਚ,Salary cheque
ਤਨਖਾਹ ਕਟੌਤੀ,Salary deduction
ਤਨਖਾਹ ਦੀ ਸਮੀਖਿਆ,Salary review
ਤਨਖਾਹ ਬਣਤਰ,Salary structure
ਵਿਕਰੀ ਡੀਡ,Sale deed
ਵਿਕਰੀ ਵਿਭਾਗ,Sales department
ਵਿਕਰੀ ਕਰ,Sales tax
ਪ੍ਰਮੁੱਖ,Salient
ਬਚਾਅ,Salvage
ਬਚਾਅ ਅਤੇ ਸਕ੍ਰੈਪ,Salvage and scrap
ਨਮੂਨਾ,Sample
ਨਮੂਨਾ ਚੈਕਿੰਗ,Sample checking
ਨਮੂਨਾ ਸਰਵੇਖਣ,Sample survey
ਨਮੂਨਾ,Sampling
ਮਨਜ਼ੂਰੀ,Sanction
ਮਨਜ਼ੂਰ ਬਜਟ,Sanctioned budget
ਮਨਜ਼ੂਰ ਬਜਟ ਅਨੁਮਾਨ,Sanctioned budget estimate
ਮਨਜ਼ੂਰ ਪ੍ਰੋਜੈਕਟ,Sanctioned project
ਮਨਜ਼ੂਰ ਤਾਕਤ,Sanctioned strength
ਮਨਜ਼ੂਰ ਕਰਨ ਵਾਲੇ ਅਧਿਕਾਰ,Sanctioning authority
ਮਨਜ਼ੂਰ ਕਰਨ ਦਾ ਆਦੇਸ਼,Sanctioning order
ਪਵਿੱਤਰਤਾ,Sanctity
ਸਵੱਛਤਾ,Sanitation
ਸੰਤੁਸ਼ਟੀ,Satisfaction
ਤਸੱਲੀਬਖਸ਼,Satisfactory
ਧਾਰਾ ਨੂੰ ਸੰਭਾਲਣਾ,Saving clause
ਬਚਤ ਸਕੀਮ,Savings scheme
ਸਕੇਲ,Scale
ਤਨਖਾਹ ਦਾ ਸਕੇਲ,Scale of pay
ਕਮੀ,Scarcity
ਘੱਟ ਖੇਤਰ,Scarcity area
ਸਰੋਤਾਂ ਦੀ ਘਾਟ,Scarcity of resources
ਦ੍ਰਿਸ਼,Scenario
"ਸਮਾਸੂਚੀ, ਕਾਰਜ - ਕ੍ਰਮ",Schedule
ਤਹਿ ਬੈਂਕ,Scheduled bank
ਅਨੁਸੂਚਿਤ ਜਾਤੀ,Scheduled caste
ਅਨੁਸੂਚਿਤ ਗੋਤ,Scheduled tribe
ਮੰਗਾਂ ਦਾ ਤਹਿ,Schedule of demands
ਸਪਲਾਈ ਦਾ ਤਹਿ,Schedule of supply
ਸਕੀਮ,Scheme
ਸਕਾਲਰਸ਼ਿਪ,Scholarship
ਵਿਗਿਆਨਕ ਪ੍ਰਬੰਧਨ,Scientific management
ਸਕੋਪ,Scope
ਸਕੋਰ,Score
ਸਕੋਰ,Score out
ਸਕ੍ਰੈਪ ਮੁੱਲ,Scrap value
ਸਕ੍ਰੀਨਿੰਗ,Screening
ਸਕ੍ਰੀਨਿੰਗ ਕਮੇਟੀ,Screening committee
ਸਕ੍ਰਿਪਟ,Script
ਸਕ੍ਰੂਟਾਈਨਾਈਜ਼ਰ,Scrutinizer
ਪੜਤਾਲ,Scrutiny
ਸੀਲ,Seal
ਸੀਲ,Sealed
ਸੀਲਬੰਦ ਟੈਂਡਰ,Sealed tender
ਸੀਲਰ,Sealer
ਦਫਤਰ ਦੀ ਸੀਲ,Seal of office
ਖੋਜ,Search
ਖੋਜ ਮੁਹਿੰਮ,Search campaign
ਖੋਜ ਓਪਰੇਸ਼ਨ,Search operation
ਖੋਜ ਵਾਰੰਟ,Search warrant
ਮੌਸਮੀ ਬੇਰੁਜ਼ਗਾਰੀ,Seasonal unemployment
ਸੀਜ਼ਨ ਟਿਕਟ,Season ticket
ਸੈਕੰਡਰੀ,Secondary
ਸੈਕੰਡਰੀ ਸਿੱਖਿਆ,Secondary education
ਸੈਕੰਡਰੀ ਉਦਯੋਗ,Secondary industry
ਦੂਜੀ ਕਲਾਸ,Second class
ਗੁਪਤਤਾ,Secrecy
ਗੁਪਤ,Secret
ਸੈਕਟਰੀਅਲ,Secretarial
ਸਕੱਤਰੇਤ ਸੇਵਾ,Secretariat service
ਗੁਪਤ ਵੋਟ,Secret ballot
ਗੁਪਤ ਕਵਰ,Secret cover
ਗੁਪਤ ਫੰਡ,Secret funds
ਗੁਪਤ ਜਾਂਚ,Secret inquiry
ਗੁਪਤ ਹਦਾਇਤ,Secret instruction
ਗੁਪਤ ਪੱਤਰ,Secret letter
ਅਨੁਭਾਗ,Section
ਸੈਕਟਰ,Sector
ਸੈਕੂਲਰ,Secular
ਸੁਰੱਖਿਆ,Security
ਸਕਿਉਰਿਟੀ ਡਿਪਾਜ਼ਿਟ,Security deposit
ਸੁਰੱਖਿਆ ਨਿਰਦੇਸ਼,Security instruction
ਸੁਰੱਖਿਆ ਉਪਾਅ,Security measure
ਵੱਖਰਾ,Segregate
ਦੌਰਾ,Seizure
ਕਮੇਟੀ ਦੀ ਚੋਣ ਕਰੋ,Select committee
ਚੋਣ,Selection
ਚੋਣ ਬੋਰਡ,Selection board
ਚੋਣ ਕਮੇਟੀ,Selection committee
ਚੋਣ ਗ੍ਰੇਡ,Selection grade
ਚੋਣ ਪੋਸਟ,Selection post
ਚੋਣ ਵਿਧੀ,Selection procedure
ਚੋਣ ਟੈਸਟ,Selection test
ਸੂਚੀ ਚੁਣੋ,Select list
ਸਵੈ-ਮੁਲਾਂਕਣ (ਸਵੈ-ਮੁਲਾਂਕਣ),Self-appraisal (self-assessment)
ਸਵੈ ਭਰੋਸਾ,Self-confidence
ਸਵੈ-ਨਿਰਭਰ ਨੋਟ,Self-contained note
ਸਵੈ - ਰੁਜ਼ਗਾਰ,Self-employment
ਸਵੈ-ਵਿਆਖਿਆਤਮਕ,Self-explanatory
ਸਵੈ-ਸਰਕਾਰ,Self-government
ਸਮੈਸਟਰ,Semester
ਅਰਧ-ਖੁਦਮੁਖਤਿਆਰੀ,Semi-autonomous
ਸੈਮੀਨਾਰ,Seminar
ਅਰਧ-ਹੁਨਰਮੰਦ ਕਿਰਤ,Semi-skilled labour
ਸੈਨੇਟ,Senate
ਭੇਜਣ ਵਾਲੇ,Sender
ਸੀਨੀਅਰ,Senior
ਸੀਨੀਅਰ ਪ੍ਰਬੰਧਕੀ ਗ੍ਰੇਡ,Senior administrative grade
ਸੀਨੀਅਰ ਗ੍ਰੇਡ,Senior grade
ਬਜ਼ੁਰਗਤਾ,Seniority
ਸੀਨੀਅਰਤਾ-ਕਮ-ਤੰਦਰੁਸਤੀ,Seniority-cum-fitness
ਸੀਨੀਅਰਤਾ-ਕਮ-ਗੁਣ,Seniority-cum-merit
ਸੀਨੀਅਰਿਟੀ ਸਿਸਟਮ,Seniority system
ਸੀਨੀਅਰ ਮੈਨੇਜਮੈਂਟ,Senior management
SeniverROROST,Seniormost
ਸੀਨੀਅਰ ਪੈਮਾਨੇ,Senior scale
ਸੀਨੀਅਰ ਟਾਈਮਕੇਲ,Senior timescale
ਸਨਸਨੀ,Sensation
ਸੰਵੇਦਨਸ਼ੀਲ,Sensitive
ਵਾਕ,Sentence
ਵੱਖਰਾ ਪਰਿਵਾਰ,Separated family
ਵੱਖ ਹੋਣਾ,Separation
ਤਰਤੀਬ,Sequence
ਸੀਰੀਅਲ ਲਿਸਟ,Serial list
ਕ੍ਰਮ ਸੰਖਿਆ,Serial number
ਸੀਰੀਜ਼,Series
ਗੰਭੀਰ,Serious
ਨੌਕਰ,Servant
ਸੇਵਾ ਕਰੋ,Serve
ਸੇਵਾ,Service
ਸੇਵਾਯੋਗ,Serviceable
ਸੇਵਾ ਕਿਤਾਬ,Service book
ਸੇਵਾ ਦੇ ਹਾਲਾਤ,Service conditions
ਸੇਵਾ ਸਮਝੌਤਾ,Service contract
ਸੰਮਨ ਦੀ ਸੇਵਾ,Service of summon
ਸੇਵਾ ਡਾਕ ਸਟੈਂਪ,Service postage stamp
ਸੇਵਾ ਰਿਕਾਰਡ,Service record
ਸੇਵਾ ਰੋਲ,Service roll
ਸੇਵਾ ਨਿਯਮ,Service rules
ਸੇਵਾ ਤਸਦੀਕ,Service verification
ਸੈਸ਼ਨ,Session
ਸੰਸਦ ਦਾ ਸੈਸ਼ਨ,Session of parliament
ਸੈੱਟ,Set
ਵਿੱਚੋਂ ਕੱਢ ਕੇ ਰੱਖਣਾ,Set aside
ਬੰਦੋਬਸਤ,Settlement
ਸਥਾਪਨਾ ਕਰਨਾ,Set-up
ਕਈਂ,Severally
ਰਿਸ਼ਤੇਦਾਰੀ ਦਾ ਵੱਖਰਾ,Severance of relatiions
ਗੰਭੀਰ ਕਾਰਵਾਈ,Severe action
ਸੀਵਰੇਜ,Sewage
ਲਿੰਗ,Sex
ਸੈਕਸ ਵਿਤਕਰਾ,Sex discrimination
ਸਾਂਝਾ ਕਰੋ,Share
ਸ਼ੇਅਰ ਧਾਰਕ,Share holder
ਸਾਂਝਾ ਕਰਨਾ,Sharing
ਸ਼ਿਫਟ,Shift
ਸ਼ਿਫਟਿੰਗ,Shifting
ਸ਼ਿਫਟ ਸਿਸਟਮ,Shift system
ਸ਼ਿਫਟ ਟ੍ਰਾਂਸਫਰ,Shift transfer
ਘਾਟ,Shortage
ਕਮੀ,Shortfall
ਸ਼ਾਰਟਹੈਂਡ,Shorthand
ਛੋਟੀ ਛੁੱਟੀ,Short leave
ਸ਼ੌਰਟਲਿਸਟ,Shortlist
ਛੋਟਾ ਨੋਟਿਸ,Short notice
ਛੋਟਾ ਸਟਾਫ,Short staffed
ਘੱਟ ਸਮੇਂ ਲਈ,Short term
ਥੋੜ੍ਹੇ ਸਮੇਂ ਦੇ ਕੋਰਸ,Short-term-course
ਛੋਟਾ ਸਿਰਲੇਖ,Short title
ਕਾਰਨ ਨੋਟਿਸ ਦਿਖਾਓ,Show cause notice
ਸ਼ਟ ਡਾਉਨ,Shut down
ਬਿਮਾਰ ਉਦਯੋਗ,Sick industry
ਬੀਮਾਰੀ ਦੀ ਛੁੱਟੀ ਲਈ ਅਰਜ਼ੀ,Sick leave
ਬਿਮਾਰੀ ਦਾ ਲਾਭ,Sickness benefit
ਬਿਮਾਰੀ ਦੀ ਰਿਪੋਰਟ,Sick report
ਦਸਤਖਤ,Sign
ਦਸਤਖਤ,Signature
ਦਸਤਖਤ ਮੁਹਿੰਮ,Signature campaign
ਦਸਤਖਤ ਪੈਡ,Signature pad
ਮਹੱਤਵਪੂਰਨ,Significant
ਸੰਕੇਤ,Signify
ਇਸੇ ਤਰਾਂ ਦੇ,Similar
ਸਧਾਰਣ ਰੁਚੀ,Simple interest
ਸਿਮਟਲ,Simultaneous
ਇਕੋ ਸਮੇਂ,Simultaneously
ਸੁਹਿਰਦ,Sincere
ਸਿਨ ਮਰ,Sine die
ਸੇਜਬਲਯੂ ਗੈਰ,Sine qua non
ਸਿੰਗਲ ਐਂਟਰੀ ਸਿਸਟਮ,Single entry system
ਸਿੰਗਲ ਕਿਰਾਇਆ,Single fare
ਸਿੰਗਲ ਫਾਇਲ ਸਿਸਟਮ,Single file system
ਸਰ,Sir
ਸਾਈਟ,Site
ਸਾਈਟ ਯੋਜਨਾ,Site plan
ਬੈਠਣ ਦਾ ਮੈਂਬਰ,Sitting member
ਸਥਿਤੀ,Situation
ਹਾਲਾਤ ਖਾਲੀ,Situations vacant
ਹਾਲਾਤ ਚਾਹੁੰਦੇ ਸਨ,Situations wanted
ਸਕੇਲਟਨ ਸਟਾਫ,Skeleton staff
ਕੁਸ਼ਲ ਮਜ਼ਦੂਰ,Skilled labourer
ਸਲੈਕਸੀ,Slackness
ਸਲੈਕ ਦਾ ਮੌਸਮ,Slack season
ਬਦਨਾਮੀ,Slander
ਸਲੀਪਰ ਕਲਾਸ,Sleeper class
ਸਲਾਈਡਿੰਗ ਸਕੇਲ,Sliding scale
ਤਿਲਕ,Slip
ਰਫ਼ਤਾਰ ਹੌਲੀ,Slow down
ਝੁੱਗੀ,Slum
ਗੜਬੜ,Slump
ਛੋਟੇ ਬਚਤ ਫੰਡ,Small savings fund
ਛੋਟੇ ਸਕੇਲ ਐਂਟਰਪ੍ਰਾਈਜ਼,Small scale enterprise
ਛੋਟਾ ਪੈਮਾਨਾ ਉਦਯੋਗ,Small scale industry
ਚੁਸਤ,Smartness
ਨਿਰਵਿਘਨ,Smooth
ਸਨੈਪ ਜਾਂਚ,Snap inspection
ਸਨੈਪ ਹੜਤਾਲ,Snap strike
ਸਾਮਾਜਕ ਸੁਰੱਖਿਆ,Social security
ਸਮਾਜਿਕ ਭਲਾਈ,Social welfare
ਸਾਫਟਵੇਅਰ,Software
Sujourn,Sojourn
ਸੋਲ,Sole
ਇਕੋ ਏਜੰਸੀ,Sole agency
ਗੰਭੀਰ,Solemn
ਗੰਭੀਰ ਪੁਸ਼ਟੀਕਰਣ,Solemn affirmation
ਗੰਭੀਰਤਾ,Solemnity
ਗੰਭੀਰਤਾ ਨਾਲ,Solemnize
ਗੰਭੀਰਤਾ ਨਾਲ,Solemnly
ਇਕੋ ਮਾਲਕ,Sole owner
ਬੇਨਤੀ,Solicit
ਏਕਤਾ,Solidarity
ਇਕਾਂਤ,Solitary
ਇਕੱਲੇ ਕੇਸ,Solitary case
ਦਾ ਹੱਲ,Solution
ਹੱਲ ਕਰੋ,Solve
ਛਾਂਟੀ ਕਰਨਾ,Sorting
ਉਪਕਰਣ ਛਾਂਟਣਾ,Sorting appliance
ਸਰੋਤ,Source
ਆਮਦਨੀ ਦਾ ਸਰੋਤ,Source of income
ਯਾਦਗਾਰੀ,Souvenir
ਸਰਬਸ਼ਕਤੀਮਾਨ,Sovereign
ਪ੍ਰਭੂਸੱਤਾ,Sovereignty
ਸਪੇਸ,Space
ਸਪੇਸਿੰਗ,Spacing
ਕੂੜੇ ਦਾ ਕੰਮ,Spade work
ਸਪੇਅਰ,Spare
ਸਪੇਅਰ ਕਾਪੀ,Spare copy
ਵੇਹਲੇ ਵਕਤ,Spare time
ਸਪੀਕਰ,Speaker
ਵਿਸ਼ੇਸ਼,Special
ਵਿਸ਼ੇਸ਼ ਯੋਗਤਾ ਟੈਸਟ,Special ability test
ਵਿਸ਼ੇਸ਼ ਭੱਤਾ,Special allowance
ਵਿਸ਼ੇਸ਼ ਸੈੱਲ,Special cell
ਵਿਸ਼ੇਸ਼ ਤਾਰੀਫ,Special commendation
ਵਿਸ਼ੇਸ਼ ਮੁਆਵਜ਼ਾ ਭੱਤਾ,Special compensatory allowance
ਵਿਸ਼ੇਸ਼ ਡਰਾਈਵ,Special drive
ਵਿਸ਼ੇਸ਼ ਗ੍ਰਾਂਟ,Special grant
ਮਾਹਰ,Specialist
ਮੁਹਾਰਤ,Specialization
ਵਿਸ਼ੇਸ਼ ਮੈਸੇਂਜਰ,Special messenger
ਵਿਸ਼ੇਸ਼ ਤਨਖਾਹ,Special pay
ਅਟਾਰਨੀ ਦੀ ਵਿਸ਼ੇਸ਼ ਪਾਵਰ,Special power of attorney
ਵਿਸ਼ੇਸ਼ ਸੁਰੱਖਿਆ ਸਮੂਹ,Special protection group
ਖਾਸ,Specific
ਨਿਰਧਾਰਨ,Specification
ਖਾਸ ਇਨਕਾਰ,Specific denial
ਖਾਸ ਕਾਰਨ,Specific reason
ਨਮੂਨੇ ਦੇ ਦਸਤਖਤ,Specimen signature
ਕਿਆਸਅਰਾਈਆਂ,Speculation
ਭਾਸ਼ਣ,Speech
ਗਤੀ,Speed
ਸਪੀਡ ਬ੍ਰੇਕਰ,Speed breaker
ਰਫ਼ਤਾਰ ਸੀਮਾ,Speed limit
ਸਪੀਡ ਪੋਸਟ,Speed post
ਤੇਜ਼ੀ ਨਾਲ ਕਾਰਵਾਈ,Speedy action
ਗੋਲਾ,Sphere
ਸਪਿਰਲ ਬਾਈਡਿੰਗ,Spiral binding
ਸਪਲਿਟ ਡਿ duty ਟੀ,Split duty
ਬੁਲਾਰਾ (= ਬੋਲਿਆ ਵਿਅਕਤੀ),Spokesman (=spokes person)
ਸਪਾਂਸਰ,Sponsor
ਸਪਾਂਸਰਸ਼ਿਪ,Sponsorship
ਸਪਾਟ ਨਿਰੀਖਣ,Spot inspection
ਸਪਾਟ ਭੁਗਤਾਨ,Spot payment
ਜੀਵਨ ਸਾਥੀ,Spouse
ਸਕੁਐਡ,Squad
ਸਥਿਰਤਾ,Stability
ਸਟਾਫ,Staff
ਸਟਾਫ ਐਸੋਸੀਏਸ਼ਨ,Staff association
ਸਟਾਫ ਨਿਰੀਖਣ ਇਕਾਈ,Staff inspection unit
ਸਟਾਫ ਕੁਆਰਟਰ,Staff quarter
ਸਟਾਫ ਰੂਮ,Staff room
ਸਟਾਫ ਵੈੱਲਫੇਅਰ ਫੰਡ,Staff welfare fund
ਪੜਾਅ,Stage
ਖੜੋਤ,Stagnation
ਹਿੱਸੇਦਾਰੀ,Stake
ਸਟੈਂਪ,Stamp
ਸਟੈਂਪ ਡਿ duty ਟੀ,Stamp duty
ਸਟੈਂਪਡ ਲਿਫਾਫਾ,Stamped envelope
ਸਟੈਂਪ ਪੈਡ,Stamp pad
ਸਟੈਂਪ ਪੇਪਰ,Stamp paper
ਖੜੇ,Stand
ਸਟੈਂਡਰਡ,Standard
ਸਟੈਂਡਰਡ ਸਮਝੌਤਾ,Standard agreement
ਮਿਆਰੀ ਕਟੌਤੀ,Standard deduction
ਸਟੈਂਡਰਡ ਫਾਰਮੈਟ,Standard format
ਮਾਨਕੀਕਰਨ,Standardization
ਸਟੈਂਡਰਡ ਮੈਨ-ਘੰਟੇ,Standard man-hours
ਰਹਿਣ ਦਾ ਮਿਆਰ,Standard of living
ਮਿਆਰੀ ਪ੍ਰਦਰਸ਼ਨ,Standard performance
ਸਟੈਂਡਰਡ ਰੇਟ,Standard rate
ਸਟੈਂਡਬਾਏ ਦਾ ਪ੍ਰਬੰਧ,Standby arrangement
ਖੜ੍ਹੇ,Standing
ਖੜ੍ਹੇ ਕਮਿਸ਼ਨ,Standing commission
ਖੜ੍ਹੀ ਕਮੇਟੀ,Standing committee
ਖੜ੍ਹੇ ਕ੍ਰਮ,Standing order
ਖੜੇ,Standstill
ਸਟਾਰਡ,Starred
ਸਿਤਾਰਾ ਸਵਾਲ,Starred question
ਸਟਾਰਟਰ,Starter
ਤਨਖਾਹ ਸ਼ੁਰੂ ਕਰਨਾ,Starting salary
ਰਾਜ,State
ਸਟੇਟ ਦਾਵਤ,State banquet
ਰਾਜ ਸਰਕਾਰ,State government
ਰਾਜ ਮਹਿਮਾਨ,State guest
ਰਾਜ ਦੀ ਸੂਚੀ,State list
ਰੁਕਾਵਟ,Stalemate
ਬਿਆਨ,Statement
ਖਾਤੇ ਦਾ ਬਿਆਨ,Statement of account
ਤੱਥਾਂ ਦਾ ਬਿਆਨ,Statement of facts
ਸਿਹਤ ਦੀ ਸਥਿਤੀ,State of health
ਸਟੇਟਸਮੈਨ,Statesman
ਸਥਿਰ,Static
ਸਟੇਸ਼ਨ,Station
ਸਟੇਸ਼ਨਰੀ ਸਟਾਕ,Stationary stock
ਸਟੇਸ਼ਨਰੀ,Stationery
ਸਟੇਸ਼ਨ ਛੁੱਟੀ,Station leave
ਅੰਕੜਾ,Statistical
ਅੰਕੜਾ ਡਾਟਾ,Statistical data
ਅੰਕੜੇ,Statistics
ਸਥਿਤੀ,Status
ਵਰਤਮਾਨ ਸਥਿਤੀ,Status quo
ਸਥਿਤੀ ਰਿਪੋਰਟ,Status report
ਸਥਿਤੀ ਪ੍ਰਤੀਕ,Status symbol
ਕਾਨੂੰਨ,Statute
ਕਾਨੂੰਨੀ,Statutory
ਕਾਨੂੰਨੀ ਸਰੀਰ,Statutory body
ਕਾਨੂੰਨੀ ਛੁੱਟੀ,Statutory holiday
ਕਾਨੂੰਨੀ ਅਧਿਕਾਰ,Statutory rights
ਰਹੋ,Stay
Std,STD
ਸਥਿਰ ਵਿਕਾਸ,Steady growth
ਵਧਿਆ ਹੋਇਆ ਵਾਧਾ,Steep increase
ਸੰਚਾਲਨ ਕਮੇਟੀ,Steering committee
ਸਟੈਨੋਗ੍ਰਾਫੀ,Stenography
ਨਸਬੰਦੀ,Sterilization
ਸਖਤ ਕਾਰਵਾਈ,Stern action
ਕਲੰਕ,Stigma
ਉਤੇਜਨਾ,Stimulation
ਵਜ਼ੀਫ਼ੇ,Stipend
ਨਿਰਧਾਰਤ,Stipulate
ਨਿਰਧਾਰਤ ਸਮੇਂ ਦੀ ਸੀਮਾ,Stipulated time limit
ਨਿਰਧਾਰਤ,Stipulation
ਸਟਾਕ,Stock
ਸਟਾਕ ਰਜਿਸਟਰ,Stock register
ਸਟਾਕ-ਲੈਣਾ,Stock-taking
ਸਟਾਕ ਮੁੱਲ,Stock valuation
ਸਟਾਪਗੈਪ ਪ੍ਰਬੰਧ,Stopgap arrangement
ਸਟੋਰੇਜ,Storage
ਸਟੋਰੇਜ ਸਪੇਸ,Storage space
ਸਟੋਰ,Store
ਸਿੱਧਾ,Straight
ਖਿਚਾਅ,Strain
ਅਜੀਬ,Strange
ਅਜਨਬੀ,Stranger
ਸਟ੍ਰਾਟਾ,Strata
ਰਣਨੀਤੀ,Strategy
ਸਟਰੇਟੀਕੇਸ਼ਨ,Stratification
ਸਟ੍ਰੀਮਲਾਈਨ,Streamline
ਤਾਕਤ,Strength
ਮਜ਼ਬੂਤ,Strengthen
ਸਖ਼ਤ,Strenuous
ਤਣਾਅ,Stress
ਤਣਾਅ ਪ੍ਰਬੰਧਨ,Stress management
ਸਖਤ,Strict
ਸਖਤੀ ਨਾਲ,Strictly
ਸਖਤੀ,Strictness
ਸਖਤੀਕਰ,Stricture
ਹੜਤਾਲ,Strike
ਹੜਤਾਲ ਕਾਲ,Strike call
ਸਖ਼ਤ,Stringency
ਪੱਟੀ,Strip
ਕੋਸ਼ਿਸ਼ ਕਰੋ,Strive
ਸਟੋਰੇਜ ਸਮਰੱਥਾ,Storage capacity
ਮਜ਼ਬੂਤ ​​ਕਮਰਾ,Strong room
Struct ਾਂਚਾਗਤ,Structural
Structure ਾਂਚਾ,Structure
ਸਟਰਕਚਰਡ ਇੰਟਰਵਿ.,Structured interview
Struct ਾਂਚਾਗਤ ਤਨਖਾਹ,Structured pay
ਸੰਘਰਸ਼,Struggle
ਜ਼ਿੱਦੀ,Stubborn
ਅਧਿਐਨ,Studious
ਅਧਿਐਨ,Study
ਅਧਿਐਨ ਛੁੱਟੀ,Study leave
ਚੀਜ਼ਾਂ,Stuff
