English,Tamil
output file,வெளியீடு கோப்பு
output module,"1.வெளியீட்டு தொகுதி, 2.வெளியீட்டு தொகுதி"
output statement,வெளியேறும் அறிக்கை
output stream,வெளியீடு ஸ்ட்ரீம்
output unit,வெளியீட்டு அலகு
over flow,நிரம்பி வழிகிறது
over lay,மேலடுக்கு
over load,அதிக சுமை
over printing,மிகை அச்சு
over run,மேலெழுதப்பட்டது
over run error,மேலெழுதுதல் பிழை
overhead bit,"1. மேல்நிலை பிட், 2. மேல் பிட்"
Overlap,ஒன்றுடன் ஒன்று
overlay program,மேலடுக்கு திட்டம்
override interrupt,குறுக்கீடு மேலெழுதல்
Overwrite,மேலெழுதுதல்
own coding,தனிப்பட்ட குறியாக்கம்
Pack,தொகுப்புகள்
Package,"1.தொகுப்புகள், 2.தொகுப்புகள்"
Packet,பாக்கெட்
packet switching,பாக்கெட் மாறுதல்
packing factor,தொகுப்பு எண்
Padding,பதன்
Page,பக்கம்
page addressing,பக்க முகவரி
page break,தலைகீழ்
page footing,"1.பக்க அடி, 2.பக்க அடி"
page in,பக்க உள்நுழைவு
page out,பக்க வெளியீடு
page reader,பக்க வாசகர்
page swap,பக்க மாற்றம்
paged memory,"1. பக்க நினைவகம், 2. பக்கமானது"
Paging,"1. நினைவக பேஜினேஷன், 2. பேஜினேஷன்"
palm top,உள்ளங்கை மேல்
paper sensor,காகித சென்சார்
parallel algoritham,"1. இணை அல்காரிதம், 2. இணை அல்காரிதம்"
parallel computer,இணை கணினி
parallel interface,இணையான இடைமுகம்
parallel port,இணையான சீர்ப்படுத்தல்
parallel processing,இணை செயலாக்கம்
parallel programming,இணை நிரலாக்கம்
Parameter,அளவுரு
Parent,"1. தோற்றம், 2. பெற்றோர்"
Parity,சமத்துவம்
parse tree,வெட்டு மரம்
Parser,பதவி மொழிபெயர்ப்பாளர்
Parsing,பிந்தைய இடைவேளை
Partition,பிரிவு
Partitioning,பிரிவு
Password,"1.கடவுச்சொல், 2.கடவுச்சொல்"
Path,பாதை
pattern recognition,மாதிரி அங்கீகாரம்
PC-disk operating system (PCDOS),பிசி வட்டு இயக்க முறைமை (PCDOS)
Peer,நண்பர் குழு
pen plotter,பான் சதி செய்பவர்
Pentium,பெண்டியம்
Periodic,"1.காலமுறை, 2.மீண்டும்"
Peripherals,"1.பெரிபெரிஸ், 2.பெரிஃபெரல்ஸ்"
Peri,முத்து
permanent virtual circuit,நிரந்தர மெய்நிகர் சுற்று
Persistant,தொடர்ச்சியான
personel computer (PC),தனிப்பட்ட கணினி (PC)
personnel digital assistant (PDA),தனிப்பட்ட டிஜிட்டல் உதவியாளர் (PDA)
Phantom,"பாண்டம், மெய்நிகர்"
Phase,"1. கட்டம், 2. கட்டம், கட்டம்"
Phoneme,ஒலி
phonetic system,ஒலி அமைப்பு
photo diode,புகைப்பட டையோடு
Physical,"1.உடல், 2.புறம்"
physical interface,உடல் இடைமுகம்
Pico,பெக்கோ
pie chart,பை விளக்கப்படம்
pie graph,"1.பை வரைபடம், 2.பை வரைபடம்"
Pitch,இடைவெளி
Pixel,படத்துணுக்கு
plain ascii (ASCII),எளிய ascii
plain text,சாதாரண உரை
Planning,திட்டம்
Platform,"மேடை, மேடை"
Plotter,சதி செய்பவர்
plotting head,வரைவு தலை
Plugboard,பிளக்போர்டு
Point,ஏலம்
point to point protocol (PPP),தளத்திலிருந்து தள நெறிமுறை (PPP)
Pointer,சுட்டி
Polarization,துருவப்படுத்தல்
Polling,வரிசைமாற்றம்
polygon clipping,பலகோணம் வெட்டுதல்
Polymorphism,பாலிமார்பிசம்
Polynomial,பல்லுறுப்புக்கோவை
POP (post office protocol),POP (Post Office Protocol)
Pop-up menu,"1.சின்-அப் மெனு, 2.தோன்றும் மெனு"
Portability,பெயர்வுத்திறன்
Portrait,விளக்கப்பட்டது
post order,அடுத்தடுத்து
post script,"1.பின் ஸ்கிரிப்ட், 2.பேக் ஸ்கிரிப்ட்"
postamble bit,மீண்டும் பிட்
Postfix,இணைக்கப்பட்ட
power down,நெருக்கமான
Power-off,மின்சாரம் அல்லாத
Power-on,மின்சார
Power-up,சக்தி பெறுபவர்
preamble bit,முன் வேக பிட்
precedance graph,முன்னுரிமை வரைபடம்
