Marathi,Assamese
नेटवर्क प्रवेश नियंत्रण,নে&#39;টৱৰ্ক অভিগম নিয়ন্ত্ৰণ
"1.नेटवर्क आर्किटेक्चर, 2.नेटवर्क स्ट्रक्चर","1.নেটৱৰ্ক স্থাপত্য, 2.নেটৱৰ্ক গঠন"
नेटवर्क फाइल सिस्टम (NFS),নে&#39;টৱৰ্ক নথিপত্ৰপ্ৰণালী (NFS)
"1.नेटवर्क इंटिग्रिटी, 2.नेटवर्क इंटिग्रिटी","1.নেটৱৰ্ক অখণ্ডতা, 2.নেটৱৰ্ক অখণ্ডতা"
नेटवर्क इंटरकनेक्शन,নেটৱাৰ্ক আন্তঃসংযোগ
नेटवर्क स्तर,নে&#39;টৱৰ্ক স্তৰ
नेटवर्क व्यवस्थापन,নেটৱাৰ্ক ব্যৱস্থাপনা
नेटवर्क टोपोलॉजी,নে&#39;টৱৰ্ক টপোলজি
नेटवर्क विशिष्ट टर्मिनल,নে&#39;টৱৰ্ক স্পেক টাৰ্মিনেল
तटस्थ रिले,নিৰপেক্ষ ৰিলে
तटस्थ प्रसारण,নিৰপেক্ষ সংক্ৰমণ
नवीन ओळ वर्ण,নতুন শাৰী আখৰ
"1.नियो सिंक, 2. नवीन समक्रमण","১.নিও ছিংক, ২. নতুন সিঙ্ক"
"1.NFS, 2.नेटवर्क फाइल","1.NFS, 2.নেটৱৰ্ক ফাইল"
"1.क्वार्टरबिट, 2.क्वार्टरबिट, 3.निबेल","১.কোৱাৰ্টাৰবিট, ২.কোৱাৰ্টাৰবিট, ৩.নিবেল"
नवीन पूरक,নতুন পৰিপূৰক
नोड,ন&#39;ড
आवाज,হুলস্থূল
आवाज मोड,শব্দ ধৰণ
मूक एन्कोडिंग,নিৰৱ এনকোডিং
अनियमितता,অনিয়ম
वितरक,বিতৰক
रिकामा संच,খালী ছেট
विभाज्य,বিভাজনযোগ্য
गैर-परस्परसंवादी,অ-পাৰস্পৰিক ক্ৰিয়াশীল
"1.अनंत प्रणाली, 2.टर्मिनलेस प्रणाली","1.অসীম ব্যৱস্থা, 2.টাৰ্মিনেলবিহীন ব্যৱস্থা"
"1. नॉन-अस्थिर स्मृती, 2. नॉन-अस्थिर स्मृती","১.অস্বাভাৱিক স্মৃতিশক্তি, ২.অস্বাভাৱিক স্মৃতিশক্তি"
अस्थिर रॅम,অস্বাভাৱিক ৰাম
"1.अनलोड केलेला कोड, 2.अनलोड केलेला कोड","1. আনলোড কৰা ক&#39;ড, 2. আনলোড কৰা ক&#39;ড"
NOP (नॉन-फंक्शनल) सूचना,NOP (অকাৰ্য্যকৰী) নিৰ্দেশনা
नॉर,ন&#39;ৰ
"1.ना गेट, 2.ना गेट","১.নহয় গেট, ২.নহয় গেট"
"1.सामान्य, 2.साधा","১.সাধাৰণ, ২.সৰল"
सामान्यीकरण,স্বাভাৱিককৰণ
सामान्यीकरण करणारा,নৰ্মেলাইজাৰ
knorr ऑपरेशन,knorr অপাৰেচন
नाही,নহয়
सर्किट नाही,বৰ্তনী নহয়
समतुल्य गेट नाही,সমতুল্যতা গেট নহয়
"1. ऑपरेशन नाही, 2. पूरक ऑपरेशन","1.অপাৰেচন নহয়, 2.অপাৰেচন পৰিপূৰক"
अंत नाही,নট-এণ্ড
अंत नाही ऑपरेशन,নট-এণ্ড অপাৰেচন
नाही-किंवा,নহয়-বা
नाही-किंवा ऑपरेशन,নট-বা অপাৰেচন
n p पूर्णता,n p সম্পূৰ্ণতা
रिक्तता सूचक,খালী পদৰ সূচক
संख्या सिद्धांत,সংখ্যা তত্ত্ব
nyquist निकष,nyquist মাপকাঠী
"1. ऑब्जेक्ट, 2. उद्देश, 3. ध्येय","১.বস্তু, ২.উদ্দেশ্য, ৩.লক্ষ্য"
ध्येयाभिमुख,লক্ষ্যমুখী
"1.ऑक्टल कोड, 2.ऑक्टल कोड","1.অক্টল ক&#39;ড, 2.অক্টল ক&#39;ড"
ऑक्टल संख्या,অষ্টক সংখ্যা
ऑक्टेट,অক্টেট
ऑक्ट्री,octree
विषम समता,অদ্ভুত সমতা
ऑफिस ऑटोमेशन,অফিচ অটোমেচন
ऑफिस सॉफ्टवेअर,অফিচ চফ্টৱেৰ
"1.ऑफ-लाइन, 2.ऑफ-लाइन","১.অফ-লাইন, ২.অফ-লাইন"
"1. ऑफलाइन प्रक्रिया, 2. ऑफलाइन प्रक्रिया","1. অফলাইন প্ৰচেছিং, 2. অফলাইন প্ৰচেছিং"
"1.ऑफसेट, 2.एंड-लंबवत","১.অফছেট, ২.অন্ত-লম্ব"
ओमेगा नोटेशन,ওমেগা সংকেত
ऑनलाइन संप्रेषण,অনলাইন যোগাযোগ
"1.ऑन-लाइन प्रक्रिया, 2. एकाच वेळी प्रक्रिया","1.অন-লাইন প্ৰচেছিং, 2. একেলগে প্ৰক্ৰিয়াকৰণ"
ऑपरेशन रजिस्टर,অপাৰেচন ৰেজিষ্টাৰ
मुक्त प्रवेश,মুক্ত প্ৰৱেশ
उघड सिस्टम इंटरकनेक्शन,উন্মুক্ত ব্যৱস্থাপ্ৰণালীৰ আন্তঃসংযোগ
"1. नग्न तार, 2. उघडी तार","১.উলংগ তাঁৰ, ২.খোলা তাঁৰ"
ऑपरेंड,অপাৰেণ্ড
रसद,লজিষ্টিকছ
"1.ऑपरेशन्स, 2.ऑपरेशन्स","1.অপাৰেচন, 2.অপাৰেচন"
"1. ऑपरेटर, 2. ऑपरेटर, 3. ऑपरेटर","১.অপাৰেটৰ, ২.অপাৰেটৰ, ৩.অপাৰেটৰ"
ऑप्टीकल कॅरेक्टर रेकग्निशन,অপটিকেল চৰিত্ৰ চিনাক্তকৰণ
"1. ऑप्टिकल फायबर, 2. ऑप्टिकल फायबर","1. অপটিকেল ফাইবাৰ, 2. অপটিকেল ফাইবাৰ"
ऑप्टिकल फॉन्ट,অপটিকেল ফন্ট
ऑप्टिकल मार्क रेकग्निशन (OMR),অপটিকেল মাৰ্ক ৰেকগনিচন (OMR)
"1. ऑप्टिकल मेमरी, 2. ऑप्टिकल मेमरी","1. অপটিকেল মেমৰি, 2. অপটিকেল মেমৰি"
ऑप्टिकल वाचक,অপটিকেল ৰিডাৰ
"1. ऑप्टिकल स्कॅनिंग, 2. ऑप्टिकल स्कॅनिंग","1. অপটিকেল স্কেনিং, 2. অপটিকেল স্কেনিং"
"1.पर्यायी, 2.पर्यायी","1.ঐচ্ছিক, 2.ঐচ্ছিক"
सर्वोत्तमीकरण,অনুকূলন
ऑप्टिकल युग्मक,অপটিকেল কাপলাৰ
ऑप्टोइलेक्ट्रॉनिक्स,অপ্টোইলেক্ট্ৰনিক্স
"1. ऑप्टिकल आयसोलेटर, 2. ऑप्टिकल आयसोलेटर","1. অপটিকেল আইছ&#39;লেটৰ, 2. অপটিকেল আইছ&#39;লেটৰ"
किंवा,অথবা
किंवा दरवाजा,বা দুৱাৰ
किंवा ऑपरेशन,বা অপাৰেচন
क्रमाक्रमाने,ক্ৰমাগতভাৱে
प्राधान्य क्रम,অগ্ৰাধিকাৰ ক্ৰম
ऑर्डर केलेली जोडी,অৰ্ডাৰ দিয়া জোৰা
ऑर्डर केलेला सेट,অৰ্ডাৰ কৰা ছেট
वर्गीकरण केलेले झाड,সজাই থোৱা গছ
आउटपुट डेटा,আউটপুট ডাটা
आउटपुट डिव्हाइस,আউটপুট ডিভাইচ
आउटपुट फाइल,আউটপুট ফাইল
"1.आउटपुट मॉड्यूल, 2.आउटपुट मॉड्यूल","1.আউটপুট মডিউল, 2.আউটপুট মডিউল"
निर्गमन विधान,প্ৰস্থান বিবৃতি
आउटपुट प्रवाह,আউটপুট ষ্ট্ৰিম
आउटपुट युनिट,আউটপুট ইউনিট
ओव्हरफ्लो,overflow
आच्छादन,ওভাৰলে
ओव्हरलोड,অভাৰলোড
ओव्हरप्रिंट,অভাৰপ্ৰিন্ট
अधिलिखित,অভাৰৰাইড কৰা হৈছে
ओव्हरराइड त्रुटी,অভাৰৰাইড ভুল
"1. ओव्हरहेड बिट, 2. अप्पर बिट","1. ওভাৰহেড বিট, 2. ওপৰৰ বিট"
ओव्हरलॅप,ওভাৰলেপ
आच्छादन कार्यक्रम,ওভাৰলে প্ৰগ্ৰেম
ओव्हरराइड व्यत्यय,override interrupt
