Hindi,Punjabi
आंतरकोशिका द्रव्य शुक्राणु अंतःक्षेपण,ਇੰਟਰਾਸੀਟੋਪਲਾਸਮਿਕ ਸਪ੍ਰੋਮ ਟੀਕੇ (ਆਈਸੀਐਸਆਈ)
अंतःपूलीय एधा,ਇੰਟਰਾਫਾਸੇਕਲੂਲਰ ਕੈਮਬੀਅਮ
मज्जासन्न वृक्काणु,ਇੰਟਰਾਮੇਮਡੇਲਰੀ ਨੇਫਰਨ
अंतरजाति स्पर्धा,ਇੰਟਰਸਪੀਕਿਕ ਮੁਕਾਬਲਾ
आंतरजातीय असंगतता,ਇਨਟ੍ਰੈਕਸਪੀਕਫਿਕ ਅਸਾਮੀ
आंतरजातीय अनिषेच्यता,ਇਨਟ੍ਰੈਕਸਪੀਕਫਿਕ ਅਸਾਮੀ
आंतर वृषण जनन वाहिनी तंत्र,ਅੰਦਰੂਨੀ ਜਣਨ ਜੰਪੈਕਟ ਸਿਸਟਮ
अंतर्गर्भाशयी वीर्यसेचन,ਇੰਟਰਾ uter ਟਰਾਈਨ ਕਮੀ (ਆਈਯੂਆਈ)
अंतर्गभाशय अंतरण,ਇੰਟਰਾ uter ਟਰਾਈਨ ਟ੍ਰਾਂਸਫਰ (IT)
आंतर प्रोटीन,ਅੰਤਰਨਾਤਮਕ ਪ੍ਰੋਟੀਨ
आंतर अवरोध,ਅੰਦਰੂਨੀ ਰੁਕਾਵਟ
अंतरवगम,ਅਵਿਸ਼ਵਾਸ
"अव्यक्तेक, इंट्रॉन",ਇੰਟਰੋਥ
अंतर्मुखी,ਸੰਜੋਗ
प्रतिलोमन,ਉਲਟਾ
इनवर्टेज,ਇਨਵਰਟਸ
अकशेरुकी प्राणी,ਇਨਵਰਟੈਬਰੇਟਸ
अन्वेषक,ਜਾਂਚਕਰਤਾ
सहपत्रचक्र,ਸ਼ਾਮਲ ਹੋਣਾ ਸ਼ਾਮਲ ਹੈ
अनैच्छिक और अरेखित पेशी,ਅਣਇੱਛਤ ਅਤੇ ਗੈਰ-ਸਟਰੋਕ ਮਾਸਪੇਸ਼ੀ
आयोडीन,ਇਡੋਲਾਈਨ
आयोडोथाइरोनिन,ਆਇਓਡੀਥੋਨੀਨ
आयन,ਆਇਨ
आयन चैनल,ਆਇਨ ਚੈਨਲ
आयन विनिमय वर्णलेखन,Ions ਐਕਸਚੇਂਜ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
आयनी आबंध,Ionic ਬਾਂਡ
आयनी पारस्परिक क्रिया,Ionic ਗੱਲਬਾਤ
आयनाणु (आयनोसाइट),Ionocyte
एकीकृत पीड़क प्रबंधन (आई.पी.एम.),ਏਕੀਕ੍ਰਿਤ ਕੀੜੇ ਪ੍ਰਬੰਧਨ (ਆਈਪੀਐਮ)
आइपोमिया,ਇਪੋਮੋਆ
इरीडेसी,ਇਰੀਦੀਸੀ
"परितारिका, आइरिस",ਆਇਰਿਸ
लौह पुष्टीकृत चावल,ਲੋਹੇ ਦੀ ਮਜ਼ਬੂਤ ​​ਚਾਵਲ
लौह पॉर्फिरिन,ਆਇਰਨ ਪੋਰਫਾਇਰਿਨ
लौह खुरचन,ਆਇਰਨ ਸਕ੍ਰੈਪ
किरण,ਇਰੈਡੀਏਟਿਡ ਸੈੱਲ
किरणित कोशिका,ਇਰੈਡੀਏਸ਼ਨ
अनियमित,ਅਨਿਯਮਿਤ
असममित पुष्प,ਅਨਿਯਮਿਤ ਫੁੱਲ
अनुत्क्रमणीय फैलाव,ਅਟੱਲ ਤਬਾਹੀ
अंतर्रार्ष्ट्रीय चावन अनुसंधान संस्थान,ਅੰਤਰਰਾਸ਼ਟਰੀ ਰਾਈਸ ਰਿਸਰਚ ਇੰਸਟੀਚਿ .ਟ
उत्तेजक,ਜਲਣ
आसनास्थि,Ischium
श्रोणिखंड,Ischium
लैंगरहैन्स द्वीप समूह,ਲੈਨੀਅਰਹੰਸਜ਼ ਦੇ ਆਈਲੈਟਸ
"समआश्लेषिन, आइसोएग्लूटिनिन",Isoagglutinin
समद्विपार्श्विक पर्ण,Isobilatal ਪੱਤਾ
"समयुग्मकता, समयुग्मन",ਆਈਸੋਗੈਮ
समनिरोप,ISograft
विलगित,ਅਲੱਗ ਥਲੱਗ
पृथक्कृत हरितलवक,ਅਲੱਗ ਥਲੋਰੋਪਲਾਸਟ
विलगित ऊतक,ਅਲੱਗ ਟਿਸ਼ੂ
"विलगन, वियोजन, पृथक्करण",ਇਕਾਂਤਵਾਸ
समावयवी,ISomersous
समघनत्व अपकेंद्रण,ਆਈਸੋਪੀਕਿਕ ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ
समपरासारी,ਆਈਸੋਟੋਨਿਕ
समस्थानिक,ਆਈਸੋਟੋਪ
समानुवर्ती,ਆਈਸੋਟ੍ਰੋਪਿਕ
समदैशिक,ਆਈਸੋਟ੍ਰੋਪਿਕ
समदैशिक पट्ट,ਆਈਸੋਟ੍ਰੋਪਿਕ ਬੈਂਡ
"तनुयोजी, इस्थमस",Isthmus
इटाई-इटाई रोग,ਆਈਟੀਈ-ਆਈ ਟੀਈ ਦੀ ਬਿਮਾਰੀ
अंतरा गर्भाशय युक्ति (औषध),Iuds (ਦਵਾਈ)
अंतरा गर्माशय युक्ति (औषध-हीन),Iuds (ਗੈਰ-ਦਵਾਈ)
जैसिड,ਜੱਸੇ
जैट्रोफा,ਜੈਟੋਫੋਹਾ
पीलिया,ਪੀਲੀਆ
जबड़ा,ਜਬਾੜਾ
जबड़ारहित कशेरुकी,ਨਿਰਜੀਵ ਵਰਬ੍ਰੇਟ
"अग्रक्षुद्रांत्र, जेजूनम",ਜੇਜੰੁਮ
जेलीफिश,ਜੈਲੀਫਿਸ਼
"झूम कृषि, स्थानांतरी खेती",ਜੇਹਮ ਕਾਸ਼ਤ
संयुक्त वन प्रबंधन,ਜੋੜ ਜੰਗਲਾਤ ਪ੍ਰਬੰਧਨ
संधित बहिःकंकाल,ਆਇਨ ਹੋਏ ਐਕਸੋਸਕੇਟਲਟਨ
युज्ञ शिरा,ਜੁਗੂਲਰ ਨਾੜੀ
अनुपयोगी डी.एन.ए.,ਜੰਕ ਡੀ ਐਨ ਏ
जुरैसिक कल्प,ਜੁਰਾਸੀਕ ਅਵਧੀ
जूट प्रौद्योगिकी,ਜੂਟ ਟੈਕਨੋਲੋਜੀ
किशोर हॉर्मोन,ਜੁਵੇਨਾਈਲ ਹਾਰਮੋਨ
किशोरावस्था,ਜੁਵੇਨਾਈਲ ਪੜਾਅ
गुच्छासन्न उपकरण,Joxtaglomerular ਉਪਕਰਣ
कलबासु,ਕਾਲੀਸੂ
केल,ਕਲੇ
कालमेघ,ਕਾਲੀਮੇਗ
कैनेमाइसिन,ਕਾਨਮਾਈਸਿਨ
केंद्रकसंलयन,ਕੈਰੀਗਮੀ
गुणसूत्रप्ररूप,ਕੈਰੀਓਟਾਈਪ
गुणसूत्र-प्ररूपण,ਕੈਰੀਓਟਾਈਪਿੰਗ
काउटिया,ਕਾਵੀਆ
कूटक,ਕੀਲ
नौतल,ਕੀਲ
केरेटिनित त्वक् कोशिका,ਕੇਟਿਨੇਸਡ ਚਮੜੀ ਸੈੱਲ
कीटोग्लूटैरिक अम्ल,ਕੇਟੋਗਲੂਟਰਿਕ ਐਸਿਡ
कीटोन,ਕੇਟੋਨ
कीटोन समूह,ਕੇਤੋਨ ਸਮੂਹ
कीटोनमेह,ਕੁਕੋਨੇਰਿਆ
कुंजी,ਕੁੰਜੀ
प्रमुखतम जाति,ਕੀਸਟੋਨ ਸਪੀਸੀਜ਼
खैर,ਖੈਰ
खेसरी,ਖੇਰੀ
"वृक्क अपोहन, वृक्क डायालिसिस",ਗੁਰਦੇ ਡਾਇਲਸਿਸ
गतिज ऊर्जा,ਗਤੀਆਤਮਿਕ ਊਰਜਾ
काइनेटिन,ਕਿਨਟਿਨ
"गतिबिंदु, काइनेटोकोर",ਕਿਨੇਟੋਕੋਰ
राजकर्कट,ਕਿੰਗ ਕਰੈਬ
जगत्,ਕਿੰਗਡਮ
"किलकिला, मीनरंक",ਕਿੰਗਫਿਸ਼ਰ
काइनोप्लाज्म,ਕਿਨਪਲਾਜ਼ਮ
रसोई अपशिष्ट,ਰਸੋਈ ਦੀ ਬਰਬਾਦੀ
क्लाइनफेल्टर संलक्षण,ਕਲਾਈਨਫੈਲਟਰ ਦਾ ਸਿੰਡਰੋਮ
घुटना,ਗੋਡੇ
क्रन्ज शरीर,ਕ੍ਰੈਨਜ਼ ਐਨਾਟਮੀ
क्रेब चक्र,ਕ੍ਰੈਬ ਦਾ ਚੱਕਰ
बृहद् भगोष्ठ,Lizia Majoara
लघु भगोष्ठ,Lawia minaora
अधरोष्ठ स्पर्शक,ਲੈਬਿਅਲ ਪਾਲਪ
अस्थिर,ਲੇਬਲ
अधरोष्ठ,ਲਾਭ
लबलब (बीन),ਲੈਲਬ
ऊर्ध्व ओष्ठ,ਲਬਰਮ
"गहन, भ्रमिका, लैबिरिंथ",ਭੁਲੱਕੜ
लैक,Lac
"लैक प्रचालेक, लैक ऑपेरॉन",Lac operon
लैसीफर,Lacccifer
स्तन्यस्रवण,ਦੁੱਧ ਚੁੰਘਾਉਣ
स्तन्यस्रवण अनार्तव,ਦੁੱਧ ਚੁੰਘਾਉਣ
दुग्धपोषी,ਲੈਕਟੋਟਰੋਫ
लैक्टोबैसीलस,ਲੈਕਟੋਬੈਲੀਸ
लैक्टोज उपापचयी एंजाइम,ਲੈਕਟੋਜ਼ ਪਾਚਕ ਪਾਚਕ
"दुग्ध शर्करा, लैक्टोस",ਲੈਕਟੋਜ਼
लैकटूका सैटाइवा,ਲੈਕਟੂਕਾ ਸਟੀਵਾ
रिक्तिका,ਲੈਕਨੂੰ
प्रकृति-सोपान,ਕੁਦਰਤ ਦੀ ਪੌੜੀ
पश्च रज्जुक,ਪਛੜਣ ਵਾਲਾ ਸਟ੍ਰੈਂਡ
पटलिका,ਲਮੇਲਾ
लेमेलीडेन्स,ਲਾਮਲਿਡਨਜ਼
लैमिएसी,ਲਮਿਆਸੀ
लैमिएलीज,ਲਾਮੀਲੇਸ
यथार्थ पटल,ਲਮੀਨਾ ਪ੍ਰੋੀਆਰੀਆ
"पटल, स्तरिका",ਲਮੀਨਾ
लैमिनेरिया,ਲਮਨੀਰੀਆ
लैंपब्रुश गुणसूत्र,ਲੈਂਪ ਬੁਰਸ਼ ਕ੍ਰੋਮੋਸੋਮ
भालाकार,ਲਾਂਸਲਾਲੇਟ
स्थलपादप,ਲੈਂਡ ਪਲਾਂਟ
"स्थल घोंघा, थल शंबुक",ਲੈਂਡਸ ਸਨੈਲ
लेन्टाना कैमेरा,ਲੌਨਾਨਾ ਕੈਮਰਾਰਾ
लैपेरोस्कोप,Laparoscope
लेपारटिआ,ਲੈਪਾਰਟੀਆ
"ह्रासदर, च्युतिदर",ਲੈਪ ਰੇਟ
लार्कस्पर,ਲਾਰਕਸਪੁਰ
डिंभकीय मर्त्यता,ਲਾਰਵਾਲ ਮੌਤ
कंठ-ग्रसनी,ਲਾਰੰਗੋਫੈਰਨਿਕਸ
लेसर सूक्ष्म शल्यचिकित्सा,ਲੇਜ਼ਰ ਮਾਈਕਰੋਸਪੀਰੀ
लैस्यूरस,ਲਾਸੀਯੂਰਸ
विलंबित अंगमारी,ਦੇਰ ਝੁਲਸਣ
विलंबित विकासी,ਦੇਰ ਵਿਕਾਸਕਰਤਾ
उत्तर अनुक्रमिक जाति,ਦੇਰ ਨਾਲ ਪ੍ਰੇਸ਼ਾਨੀ ਪ੍ਰਜਾਤੀਆਂ
"पश्च काष्ठ, उत्तर काष्ठ",ਲੇਟ ਲੱਕੜ
गुप्त ऊष्मा,ਨਿਰੰਤਰ ਗਰਮੀ
पार्श्व उपांग,ਪਾਸੇ ਦੇ ਅੰਤਿਕਾ
पार्श्व कलिका,ਲੜੀਵਾਰ ਮੁਕੁਲ
पार्श्व धूसर शृंग,ਪਾਸੇ ਸਲੇਟੀ ਸਿੰਗ
"पार्श्व वेंट्रिकल, पार्श्व मस्तिष्कनिलय",ਪਾਰਦਰਸ਼ੀ ਵੈਂਟ੍ਰਿਕਲ
"रबड़क्षीर, लेटेक्स",ਲੈਟੇਕਸ
लेथाइरस सैटाइवस,ਲਾਥੀਰਸ ਸੈਟੀਵਸ
जालक,ਜਾਲੀ
जालक संरचना,ਜਾਲੀ structure ਾਂਚਾ
लॉरिनी,ਲੌਰੀਨੇਏ
स्वतंत्र अपव्यूहन नियम,ਸੁਤੰਤਰ ਤੌਰਕ ਦਾ ਕਾਨੂੰਨ
सीमाकारी कारक नियम,ਸੀਮਤ ਕਾਰਕਾਂ ਦਾ ਕਾਨੂੰਨ
वंशागति नियम,ਵਿਰਾਸਤ ਦਾ ਕਾਨੂੰਨ
विसंयोजन नियम,ਅਲੱਗ-ਗਠਜਣਾ ਦਾ ਕਾਨੂੰਨ
ऊष्मागतिकी नियम,ਥਰਮੋਡਾਇਨਾਮਿਕਸ ਦੇ ਨਿਯਮ
परतन,ਲੇਅਰਿੰਗ
दाब लगाना,ਲੇਅਰਿੰਗ
खनिज पदार्थो का निक्षालन,ਖਣਿਜ ਪਦਾਰਥਾਂ ਦਾ ਖਰਚਾ
"सीसा, लेड",ਲੀਡ
अग्र रज्जुक,ਪ੍ਰਮੁੱਖ ਸਟ੍ਰੈਂਡ
पर्ण आयु,ਪੱਤਾ ਉਮਰ
पर्ण और धारी किट्ट रोग,ਪੱਤਾ ਅਤੇ ਪੱਟੀ ਜੰਗਾਲ
"पर्ण फलक, पर्णटल",ਪੱਤਾ ਬਲੇਡ
पर्ण कुंचन,ਪੱਤਾ curl
पर्ण दिक्विन्यास,ਪੱਤਾ ਰੁਝਾਨ
पर्ण शिराविन्यास,ਪੱਤਾ ਜ਼ਹਿਰਾਉਣਾ
"पत्ती, पर्ण",ਪੱਤਾ
पर्णफलक,ਪੱਤਾ-ਬਲੇਡ
पर्णरहित,ਪੱਤੇ
फुदकना,ਛਾਲ ਮਾਰਨੇ
चर्मिल पर्ण,ਚਮੜੇ ਦਾ ਪੱਤਾ
बायाँ महाधमनी चाप,ਖੱਬੇ ਏ.ਆਰ.ਆਰ.ਏ.
बायीं हृद् धमनी,ਖੱਬੀ ਖਰਚੀ ਦੀ ਆਰਟੀਰੀ
फलीदार पौधा,Litminous ਪੌਦਾ
"शिंब, फली",ਫਲ਼ੀ
"नींबू घास, लेमन ग्रास",ਨਿੰਬੂ ਘਾਹ
लीमर,ਲੇਮੂਰ
लेन्स कोशिका,ਲੈਂਸ ਸੈੱਲ
लेन्स,ਲੈਂਸ
मसूर,ਦਾਲ
तेंदुआ,ਚੀਤੇ
लीपेस,ਲੇਪਾਸ
"लेपिस्मा, (सिल्वर फिश)",ਲੇਪਿਸਮਾ (ਸਿਲਵਰ ਫਿਸ਼)
कुष्ठ,ਕੋੜ੍ਹ
लेप्टोकॉरिसा,ਲੇਪੈੱਟਕੋਰਿਸਾ
"तनुसूत्र, लेप्टोनीमा",Letoxtonema
"तनुपट्ट, तनुसूत्र, लेप्टोटीन",ਲੇਪਟੋਟਿਨ
घातक,ਮਾਰੂ
घातक उत्परिवर्तन,ਜਾਨਲੇਵਾ
श्वेताणु,Leucoccyte
"श्वित्र, ल्यूकोडर्मा",ਲੇਕੋਡਰਮਾ
श्वेतलवक,ਲੁੱਕੋਪਲਾਸਟ
"श्वेताणुरक्तता, ल्युकीमिया",ਲੂਕਿਮੀਆ
उत्तोलक,ਲੀਵਰ
लीडिग कोशिका,ਲੇਡੀਗਜ਼ ਸੈੱਲ
कठलता,ਲੀਬੀਆ
कठलतात्मक,ਲਿਆਂਸ
"जूं, यूका",ਜੂਆਂ
"शैक, लाइकेन",ਲੀਕਨ
जीवन-चक्र,ਜੀਵਨ ਚੱਕਰ
जीवन प्रत्याशा,ਜ਼ਿੰਦਗੀ ਦੀ ਸੰਭਾਵਨਾ
लाइफ जीन,ਲਾਈਫ ਜੀਨ
जीवनवृत्त,ਜੀਵਨ ਦਾ ਇਤਿਹਾਸ
जीवन-आधारी क्षमता,ਜੀਵਨ ਸਮਰਥਕ ਸਮਰੱਥਾ
जीवन-आधारी तंत्र,ਲਾਈਫ ਸਪੋਰਟਿੰਗ ਸਿਸਟਮ
निर्जीव,Live
स्नायु,ਲਿਗਮੈਂਟ
लाइगेज,Ligcege
बंधन,ਭੰਡਾਰਨ
सिंहाघ्र,Liger
हल्की क्षति,ਹਲਕੀ ਸੱਟ
प्रकाश सूक्ष्मदर्शी,ਹਲਕਾ ਮਾਈਕਰੋਸਕੋਪ
तडित्,ਚਮਕਦਾਰ
लिग्निन,Lininin
जीभिकाकार,Ligulet
जीभिका,Ligulule
लिलिएसी,Liliaceae
लिलियम,Lilium
वृक्कद्रोणि,ਲਿਲਮ (ਲੀਲਸ)
"लिली कुल, कुमुदिनी कुल",ਲਿਲੀ ਪਰਿਵਾਰ
पाद,ਅੰਗ
शाखा,ਅੰਗ
अंग,ਅੰਗ
पाद-अस्थि,ਅੰਗ ਹੱਡੀ
लिंबिक पालि,ਲਿਮਬਿਕ ਲੋਬ
"लिंबिक तंत्र, सीमांत तंत्र",ਸੀਮਾ ਸਿਸਟਮ
"अपाद उभयचर, पादहीन उभयचर",ਭਰਮ lephphibian
"अपाद गोधिका, पादहीन गोधिका",ਭਰਮਦਾਰ ਕਿਰਲੀ
लिम्बस,ਲਿਮਬਸ
सरोवरी क्षेत्र,ਲਿਮਨੇਟਿਕ ਜ਼ੋਨ
"सरोजीवी, सरोवरी",ਅੰਗ
लिमूलस,ਲਿਮੂਲਸ
वंशक्रम,ਲਾਈਨ
रेखा,ਲਾਈਨ
वंशक्रम,ਵੰਸ਼
रेखिक अनुक्रम,ਲੀਨੀਅਰ ਤਰਤੀਬ
"रैखिक, रेखीय",ਲੀਨੀਅਰ
रेखीकृत प्लैज्मिड,ਲਾਈਨਮਾਈਡ ਪਲੇਸਮਿਡ
योजक जाति,ਲਿੰਕ ਸਪੀਸੀਜ਼
सहलग्नता,ਲਿੰਕਜ
लाइपेज़,Lipase
लिपिड,ਲਿਪਿਡ
लिपड द्विस्तर,ਲਿਪਿਡ ਬਿਲੇਅਰ
लिपिड पुच्छ,ਲਿਪਿਡ ਪੂਛ
लिपोपॉलिसैकेराइड,ਲਿਪੋਪੋਲਸੈਕਰਾਈਡ
लिपोप्रोटीनी झिल्ली,ਲਿਪੋਪ੍ਰੋਟੀਟੇਸਸ ਝਿੱਲੀ
द्रव बिंदुक,ਤਰਲ ਬੂੰਦ
पुटिका द्रव,ਸ਼ਰਾਬ ਫੋਇਲਿਕਲੀ
शैलोद्भिद,ਲਿਥੋਫਾਈਟ
स्थलमंडल,Lithospere
करकट,ਕੂੜਾ
करकट पात,ਕੂੜਾ ਡਿੱਗਣਾ
लघु प्रमस्तिष्क,ਲਿਟਲ ਸੇਰੇਬ੍ਰਮ
वेलांचली,ਲਿਟਲਰ ਖੇਤਰ
यकृत,ਜਿਗਰ
यकृत पर्णाभ,ਜਿਗਰ ਦਾ ਫਲਦਾਇਕ
यकृताकार,ਜਿਗਰ
लिवर वर्ट,ਜਿਗਰ ਦੀ ਵਾਰਟ
जीवधारी,ਜੀਵਤ ਜੀਵ
सजीव समष्टि,ਜੀਵਤ ਆਬਾਦੀ
सजीव संसाधन,ਜੀਵਤ ਸਰੋਤ
जीवजगत्,ਜੀਵਤ ਸੰਸਾਰ
एल.एन.जी. - 20,Lng - 20
दुमट (पांशु),ਲੋਮ (ਕੰਟ)
"महाचिंगट, लॉब्स्टर",ਝੀਂਗਾ
लोबुलेरिया,ਲੋਬੂਲਰੀਆ
"गति, संचलन, चलन, गमन",ਲੋਕੋਮੋਲਸ਼ਨ
टिड्डी,ਟਿੱਡੀ
लाडिक्यूल,ਲੋਡਿਕੂਲ
"लघुगणकीय प्रकृति, लॉगेरिथ्मीय प्रकृति",ਲੌਟਰੀਥੈਮਿਕ ਸੁਭਾਅ
वृद्धिघाती वृद्धि,ਲੌਜਿਸਟਿਕ ਵਾਧਾ
लोलिगो,ਲੋਲੀਗੋ
दीर्घ प्रदीप्ति काली पादप,ਲਾਗ ਡੇਅ ਪਲਾਂਟ
अनुदैर्ध्य अक्ष,ਲੰਬਕਾਰੀ ਧੁਰਾ
