Malayalam,Hindi
"1. മൈക്രോ പ്രോഗ്രാം, 2. മൈക്രോ പ്രോഗ്രാം","1.माइक्रोप्रोग्राम, 2.माइक्रो क्रमादेश"
മൈക്രോ സീക്വൻസ്,माइक्रो अनुक्रम
മൈക്രോസോഫ്റ്റ്,माइक्रोसॉफ्ट
മൈക്രോസോഫ്റ്റ് വിൻഡോസ്,माइक्रोसाफ्ट विंडोज
മൈക്രോ വേവ്,सूक्ष्म तरंग
മൈക്രോ വേവ് ലിങ്ക്,सूक्ष्म तरंग कड़ई
മൈക്രോവേവ് ട്രാൻസ്മിഷൻ,सूक्ष्म तरंग संचरण
മധ്യ മാനേജ്മെന്റ്,मध्य प्रबंधन
"1.മിഡിൽവെയർ, 2. മിഡിൽ വെയർ","1.मध्यवेयर, 2. मिडल वेयर"
മിഡി കമ്പ്യൂട്ടർ,मिडी कंप्यूटर
കേന്ദ്ര പോയിന്റ്,मध्य बिंदु
ഇടത്തരം,मध्यपद
മൈഗ്രേഷൻ റൂട്ട്,प्रवासन पथ
സെക്കൻഡിൽ ദശലക്ഷം നിർദ്ദേശങ്ങൾ (MIPS),मिलियन अनुदेश प्रति सेकंड (एम आई पी एस)
മിനി കമ്പ്യൂട്ടർ,लघु कंप्यूटर
ചെറിയ ഡിസ്കെറ്റ്,लघु डिस्केट
"1.ചെറിയ കോളൻ, 2.ലിറ്റിൽ ആഷ്","1.अल्पिष्ट कर्नल, 2.अल्पिष्ट अष्ठि"
കുറഞ്ഞ ഉൽപ്പന്നം,अल्पिष्ट गुणनफल
വിരളമായ വൃക്ഷം,अल्पिष्ट वृक्ष
"1.മിനിമാക്സ് അൽഗോരിതം, 2. അൽഗോരിതം","1.मिनिमैक्स एल्गोरिथम, 2.एल्गोरिथ्म"
മിനിയേച്ചറൈസേഷൻ പ്രക്രിയ,अल्पमहिष्ठ प्रक्रिया
ഏറ്റവും ചെലവു കുറഞ്ഞ വിപുലീകരണ മരം,निम्नतम लागत विस्तारिक वृक्ष
"1.ലോ ലേറ്റൻസി എൻകോഡിംഗ്, 2. ലോ ലേറ്റൻസി കോഡിംഗ്","1.अल्पतम विलंबता कूटलेखन, 2.अल्पतम विलंबता कोडन"
ചെറിയ ഉപകരണം,लघु युक्ति
"1. ഗുണനം, 2. ഗുണനം, 3. ഗുണന പദം","1.गुणाद, 2.गुणद, 3.गुणनयोग पद"
ക്രെഡിറ്റ് കാർഡ്,ऋण पताका
ക്രെഡിറ്റ് കാർഡ്,ऋण पताका
ക്രെഡിറ്റ് ഏരിയ,ऋण क्षेत्र
മിറർ ചെയ്ത ഡിസ്ക്,दिस्क्प्रतिबिंबित डिस्क
"1. മിറർ സ്പോട്ട്, 2. ഫോട്ടോകോപ്പി, 3. മിറർ കോപ്പി","1.दर्पण स्थली, 2.छाया प्रति, 3.दर्पण प्रति"
മിക്സഡ് റാഡിക്സ് നൊട്ടേഷൻ,मिश्रित मूलांक अंकन
മിക്സർ,मिश्रक
ഓർമ്മപ്പെടുത്തൽ,स्मरक
സ്മരണിക വിലാസം,स्मरक पता
അവിസ്മരണീയമായ,स्मरणोकारी
"1.മൊബൈൽ, 2.ചലിക്കുന്ന","1.मोबाइल, 2.चल"
"1. മൊബൈൽ കമ്പ്യൂട്ടിംഗ്, 2. മൊബൈൽ കമ്പ്യൂട്ടിംഗ്","1.मोबाइल कंप्यूटन, 2.चल अभिकलन"
"1.മാതൃക, 2.മാതൃക","1.मॉडल, 2.निदर्श"
മാതൃകയില്ലാത്ത എഡിറ്റർ,विधारहित संपादक
"1. മോഡലിംഗ്, 2. മോഡലിംഗ്","1.निदर्शन, 2.मॉडलन"
മോഡം,मॉडेम
"1.ലളിതമായ ശരാശരി, 2.സാധാരണ, 3.അർത്ഥം","1.साधारण माध्य, 2.सामान्य, 3.मध्यम"
വിമന്ദൻ,विमंदन
മോഡറേറ്റർ,विमंदक
പരിഷ്കരിച്ച നിർദ്ദേശം,आपरिवर्तित अनुदेश
മോഡിഫയർ,आपरिवर्तक
മോഡിഫയർ ബിറ്റ്,आपरिवर्तक बिट
പരിഷ്ക്കരണം,आपरिवर्तन
മോഡുലാർ,मॉड्यूलर
"1. മോഡുലാരിറ്റി, 2. മോഡുലാരിറ്റി","1.अनुखंडीयता, 2.प्रतिरूपकता"
മോഡുലേഷൻ,माड्यूलन
മൊഡ്യൂൾ,माड्यूल
മോഡുലാർ ഘടന,अनुखंडीय संरचना
മോണിറ്റർ,मॉनिटर
"1. മോണിറ്റർ പ്രോഗ്രാം, 2. മോണിറ്റർ പ്രോഗ്രാം","1.मॉनिटरन प्रोग्राम, 2.मानटीरन क्रमादेश"
മോണോക്രോമാറ്റിക് ഡിസ്പ്ലേ,एकवर्णी प्रदर्श
മോണോലിത്തിക്ക് ഇന്റഗ്രേറ്റഡ് സർക്യൂട്ട്,अखंड एकीकृत परिपथ
മോണോലിത്തിക്ക് സാങ്കേതികവിദ്യ,एकाश्म प्रौद्योगिकी
ഒറ്റ സ്പേസ് ഫോണ്ട്,एकल स्थल फॉन्ट
ഒരു സ്ഥാനം,एक स्थितिक
ഏകതാനത,एकदिष्टता
"1. ആകൃതി, 2. രൂപം","1.आकार, 2.रूप"
രൂപം,रुपिम
ആകൃതി,आकारिता
"1. മോർട്ട്ഗേജ്, 2. മോർട്ട്ഗേജ്, മോർട്ട്ഗേജ്","1.गिरवी, 2.बंधक, रेहन"
MOSFET (MOSFET),मौसफेट (एम ओ एस एफ ई टी)
"1. ഏറ്റവും ഉയർന്ന രണ്ട് അക്കങ്ങൾ, 2. ഏറ്റവും ഉയർന്ന ബിറ്റ്","1.सार्थकतम द्विअंक, 2.सार्थकतम बिट"
മദർ ബോർഡ്,मदर बोर्ड
അമ്മ രജിസ്റ്റർ,मदर पंजी
സിനിമകൾ,चलचित्र
ഫിലിം എക്സ്പെർട്ട് ഗ്രൂപ്പ് (എംപിഇജി),चलचित्र विशेषज्ञ समूह (एम पी ई जी)
മൗണ്ട്,आरोह
"1.എലി, 2.എലി","1.मूषक, 2.माउस"
"1.ചലിക്കുന്ന, 2. സ്ഥാനചലനം","1.चल, 2.विस्थापन"
ചലിക്കുന്ന ചിഹ്നം,चल संप्रतीक
MS-DOS,एम एस-डॉस
MS-Windows,एम एस-विंडोज
ഒന്നിലധികം ഓറിയന്റേഷൻ,बहु अभिमुखता
മൾട്ടി പ്രൊസസർ,बहु प्रक्रमक
"1.മൾട്ടിപ്രോഗ്രാമിംഗ്, 2.മൾട്ടിപ്രോഗ്രാമിംഗ്","1.बहुक्रमादेशन, 2.बहुप्रोग्रामन"
മൾട്ടിടാസ്കിംഗ്,बहुकार्यण
ബഹുബസ്,बहुबस
പ്രക്ഷേപണം,बहुप्रसारण
ബഹുരൂപ വിലാസം,बहुरुपीय पता
പ്രക്ഷേപണം,बहुप्रसारण
മൾട്ടിചിപ്പ്,बहुचिप
മൾട്ടിക്സ്,मल्टिक्स
മൾട്ടിടാസ്കിംഗ് ഓപ്പറേഷൻ,बहु-कार्य प्रचालन
"1. മൾട്ടിലെവൽ മെമ്മറി, 2. മൾട്ടി ലെവൽ മെമ്മറി","1.बहुस्तर स्मृति, 2. बहुस्तर मेमोरी"
"1.മൾട്ടീമീഡിയ ടെക്നോളജി, 2.മൾട്ടീമീഡിയ ടെക്നോളജി","1.बहमाध्यम प्रौद्योगिकी, 2.मल्टीमीडिया प्रौदयोगिकी"
ബഹുസ്വരത,बहुविधा
ഒന്നിലധികം,बहु
"1.കൃത്യത, 2.മൾട്ടി ജാമ്യം","1.परिशुद्ध, 2.बहु सुनिश्चितता"
ഒന്നിലധികം റിഗ്രഷൻ,बहु प्रतिगमन
"1.മൾട്ടിപ്ലക്സ്, 2.മൾട്ടിപ്ലക്സ്","1.मल्टीप्लेक्स, 2.बहुसंकेत"
മൾട്ടിപ്ലക്സ് മോഡ്,बहुसंकेत विधा
മൾട്ടിപ്ലക്സർ,बहुसंकेतक
"1. മൾട്ടിപ്ലെക്സിംഗ്, 2. മൾട്ടിപ്ലക്സിംഗ്","1.बहुसंकेतन, 2.बहुभाजन"
മൾട്ടിപോയിന്റ് നെറ്റ്‌വർക്ക്,बहुबिंदु नेटवर्क
ഒന്നിലധികം പ്രോസസ്സിംഗ്,बहु प्रक्रमण
