Gujarati,Punjabi
જાળવણી પેનલ,ਰੱਖ-ਰਖਾਅ ਪੈਨਲ
જાળવણી સમય,ਰੱਖ-ਰਖਾਅ ਦਾ ਸਮਾਂ
મોટું વર્તુળ,ਵੱਡਾ ਚੱਕਰ
કી ઉપકરણ,ਕੁੰਜੀ ਜੰਤਰ
મુખ્ય ચાવી,ਮੁੱਖ ਕੁੰਜੀ
મુખ્ય સ્ટેજ,ਮੁੱਖ ਪੜਾਅ
મુખ્ય માળખું,ਮੁੱਖ ਬਣਤਰ
મુખ્ય કાર્ય,ਮੁੱਖ ਕੰਮ
બહુમતી ઘટક,ਬਹੁਗਿਣਤੀ ਭਾਗ
બહુમતી દરવાજો,ਬਹੁਗਿਣਤੀ ਗੇਟ
બહુમતી કામગીરી,ਬਹੁਮਤ ਕਾਰਵਾਈ
વળતર સમયગાળો,ਅਦਾਇਗੀ ਦੀ ਮਿਆਦ
ખોટી કામગીરી નિયમિત,ਗਲਤ ਕੰਮ ਕਰਨ ਦੀ ਰੁਟੀਨ
સંચાલન વિકાસ,ਪ੍ਰਬੰਧਨ ਵਿਕਾਸ
મેનેજમેન્ટ ઇન્ફોર્મેશન સિસ્ટમ (MIS),ਪ੍ਰਬੰਧਨ ਸੂਚਨਾ ਪ੍ਰਣਾਲੀ (MIS)
મેનેજમેન્ટ વિજ્ઞાન,ਪ੍ਰਬੰਧਨ ਵਿਗਿਆਨ
માન્ચેસ્ટર એન્કોડિંગ,ਮਾਨਚੈਸਟਰ ਇੰਕੋਡਿੰਗ
ગુણાકાર,ਗੁਣਾ
અંદાજિત ચલ,ਅਨੁਮਾਨਿਤ ਵੇਰੀਏਬਲ
અનુમાનિત અનુક્રમણિકા,ਅਨੁਮਾਨਿਤ ਸੂਚਕਾਂਕ
માનવ મશીન સિમ્યુલેશન,ਮਨੁੱਖੀ ਮਸ਼ੀਨ ਸਿਮੂਲੇਸ਼ਨ
મેન્યુઅલ એડ્રેસ સ્વીચ,ਦਸਤੀ ਪਤਾ ਸਵਿੱਚ
મેન્યુઅલ વિશ્લેષણ,ਦਸਤੀ ਵਿਸ਼ਲੇਸ਼ਣ
મેન્યુઅલ કૉલ,ਦਸਤੀ ਕਾਲ
મેન્યુઅલ એન્ટ્રી,ਦਸਤੀ ਇੰਦਰਾਜ਼
"1.મેન્યુઅલ સેન્ટર, 2.મેન્યુઅલ સેન્ટર","1.ਮੈਨੁਅਲ ਸੈਂਟਰ, 2.ਮੈਨੁਅਲ ਸੈਂਟਰ"
"1. મેન્યુઅલ ઇનપુટ, 2. મેન્યુઅલ ઇનપુટ","1. ਮੈਨੁਅਲ ਇੰਪੁੱਟ, 2. ਮੈਨੂਅਲ ਇਨਪੁਟ"
મેન્યુઅલ કામગીરી,ਦਸਤੀ ਕਾਰਵਾਈ
ઘણા થી ઘણા સંબંધ,ਕਈ-ਤੋਂ-ਕਈ ਰਿਸ਼ਤੇ
મલ્ટી ડીકોડર,ਮਲਟੀ-ਡੀਕੋਡਰ
નકશા પદ્ધતિ,ਨਕਸ਼ਾ ਵਿਧੀ
મેપિંગ,ਮੈਪਿੰਗ
માર્જિન,ਹਾਸ਼ੀਏ
સીમાંત ભૂલ,ਮਾਮੂਲੀ ਗਲਤੀ
સીમાંત પૂછપરછ,ਮਾਮੂਲੀ ਪੁੱਛਗਿੱਛ
સીમાંત કસોટી,ਮਾਮੂਲੀ ਟੈਸਟ
પ્રતીક શોધ,ਪ੍ਰਤੀਕ ਖੋਜ
સાઇન રીડિંગ,ਸਾਈਨ ਰੀਡਿੰਗ
પ્રતીક સ્કેનિંગ,ਪ੍ਰਤੀਕ ਸਕੈਨਿੰਗ
સાઇન સેન્સ,ਸੰਕੇਤ ਭਾਵਨਾ
માર્કર,ਮਾਰਕਰ
માર્કિંગ,ਨਿਸ਼ਾਨਦੇਹੀ
માર્કર તરંગ,ਮਾਰਕਰ ਲਹਿਰ
માર્કોવ સાંકળ,markov ਚੇਨ
માર્કોવ સ્ત્રોત,markov ਸਰੋਤ
માર્કઅપ ભાષા,ਮਾਰਕਅੱਪ ਭਾਸ਼ਾ
મેસર,maser
મેસર,maser
"1.માસ્ક, 2. પડદો, 3. પડદો","1. ਮਾਸਕ, 2. ਪਰਦਾ, 3. ਪਰਦਾ"
"1. કવર બીટ, 2. કવર બીટ, 3. માસ્ક ડબલ અંકો","1. ਕਵਰ ਬਿੱਟ, 2. ਕਵਰ ਬਿੱਟ, 3. ਦੋਹਰੇ ਅੰਕਾਂ ਨੂੰ ਮਾਸਕ ਕਰੋ"
માસ્ક પ્રોગ્રામેબલ ઉપકરણ,ਮਾਸਕ ਪ੍ਰੋਗਰਾਮੇਬਲ ਡਿਵਾਈਸ
કવર રજીસ્ટર,ਕਵਰ ਰਜਿਸਟਰ
"1. કવર રોમ, 2. કવર રોમ","1. ਕਵਰ ਰੋਮ, 2. ਕਵਰ ਰੋਮ"
આવરણ,ਕਵਰ
વિશાળ આંકડા,ਵਿਸ਼ਾਲ ਡਾਟਾ
"1.માસ મેમરી, 2.માસ મેમરી","1. ਮਾਸ ਮੈਮੋਰੀ, 2. ਮਾਸ ਮੈਮੋਰੀ"
મોટા પાયે સમાંતર,ਵੱਡੇ ਪੱਧਰ &#39;ਤੇ ਸਮਾਨਾਂਤਰ
સરદાર,ਸਰਦਾਰ
માસ્ટર કાર્ડ,ਮਾਸਟਰ ਕਾਰਡ
"1.હેડ વોચ, 2.કંટ્રોલ વોચ","1.ਹੈੱਡ ਵਾਚ, 2.ਕੰਟਰੋਲਰ ਵਾਚ"
મુખ્ય કન્સોલ,ਮੁੱਖ ਕੰਸੋਲ
પ્રાઇમ ડેટા,ਪ੍ਰਮੁੱਖ ਡਾਟਾ
મુખ્ય રેખાકૃતિ,ਮਾਸਟਰ ਚਿੱਤਰ
માસ્ટર ફાઇલ,ਮਾਸਟਰ ਫਾਈਲ
મુખ્ય જૂથ,ਮੁੱਖ ਗਰੁੱਪ
મુખ્ય કી,ਮਾਸਟਰ ਕੁੰਜੀ
મુખ્ય પુસ્તકાલય ટેપ,ਮੁੱਖ ਲਾਇਬ੍ਰੇਰੀ ਟੇਪ
પ્રાઇમ પ્રોસેસર,ਪ੍ਰਮੁੱਖ ਪ੍ਰੋਸੈਸਰ
મુખ્ય કાર્યક્રમ,ਫਲੈਗਸ਼ਿਪ ਪ੍ਰੋਗਰਾਮ
મુખ્ય કેન્દ્ર,ਮੁੱਖ ਕੇਂਦਰ
"1.માસ્ટર ટેપ, 2.માસ્ટર ટેપ","1.ਮਾਸਟਰ ਟੇਪ, 2.ਮਾਸਟਰ ਟੇਪ"
"1.પ્રિન્સિપલ ટર્મિનલ, 2.મુખ્ય ટર્મિનલ","1.ਪ੍ਰਿੰਸੀਪਲ ਟਰਮੀਨਲ, 2.ਮੁੱਖ ਟਰਮੀਨਲ"
મુખ્ય ગૌણ ઉપકરણ,ਮੁੱਖ ਅਧੀਨ ਜੰਤਰ
મુખ્ય ગૌણ સિસ્ટમ,ਮੁੱਖ ਅਧੀਨ ਸਿਸਟਮ
"1. મેચ, 2. મેચ, 3. મળો","1. ਮੈਚ, 2. ਮੈਚ, 3. ਮਿਲੋ"
મેળ,ਮੈਚ
ગાણિતિક પ્રોગ્રામિંગ,ਗਣਿਤ ਪ੍ਰੋਗਰਾਮਿੰਗ
ગાણિતિક સિમ્યુલેશન,ਗਣਿਤਿਕ ਸਿਮੂਲੇਸ਼ਨ
"1.મેટ્રિક્સ, 2.મેટ્રિક્સ","1.ਮੈਟ੍ਰਿਕਸ, 2.ਮੈਟ੍ਰਿਕਸ"
"1.મેટ્રિક્સ પ્રિન્ટર, 2.મેટ્રિક્સ પ્રિન્ટર","1.ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ, 2.ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ"
મેટ્રિક્સ સ્વીચ,ਮੈਟਰਿਕਸ ਸਵਿੱਚ
મેટ્રિક્સ ટેબલ,ਮੈਟ੍ਰਿਕਸ ਸਾਰਣੀ
મેક્સી કમ્પ્યુટર,ਮੈਕਸੀ ਕੰਪਿਊਟਰ
મેક્સી કમ્પ્યુટર,ਮੈਕਸੀ ਕੰਪਿਊਟਰ
ટોચનું તત્વ,ਸਿਖਰ ਤੱਤ
યોગપદ,ਯੋਗਾਪੈਡ
મેક્સવેલ ડેમન,ਮੈਕਸਵੈਲ ਡੈਮਨ
"1.મીન, 2.મીન","1. ਮਤਲਬ, 2. ਮਤਲਬ"
અર્થ પુનઃપ્રાપ્તિ સમય,ਮਤਲਬ ਰਿਕਵਰੀ ਸਮਾਂ
નિષ્ફળતાનો અર્થ સમય,ਅਸਫਲਤਾ ਦਾ ਮਤਲਬ ਸਮਾਂ
નિષ્ફળતાનો મધ્ય સમય (m t b f),ਅਸਫਲਤਾ ਮੱਧ ਸਮਾਂ (mt b f)
નિષ્ફળતાનો સમય,ਅਸਫਲਤਾ ਦਾ ਸਮਾਂ
સમારકામ સરેરાશ સમય,ਮੁਰੰਮਤ ਦਾ ਮਤਲਬ ਸਮਾਂ
કરેક્શન મીન ટાઇમ (MTTR),ਸੁਧਾਰ ਮੱਧ ਸਮਾਂ (MTTR)
મધ્યમ સ્કેલ એકીકરણ (MSI),ਮੱਧਮ ਸਕੇਲ ਏਕੀਕਰਣ (MSI)
મધ્યમ એકીકરણ (MSI),ਮੱਧਮ ਏਕੀਕਰਣ (MSI)
અર્થ શબ્દ સંગ્રહ ઉપકરણ,ਮਤਲਬ ਮਿਆਦ ਸਟੋਰੇਜ਼ ਜੰਤਰ
મેગા બિટ્સ પ્રતિ સેકન્ડ (Mbps),ਮੈਗਾ ਬਿਟਸ ਪ੍ਰਤੀ ਸਕਿੰਟ (Mbps)
ઘટક પદાર્થ,ਕੰਪੋਨੈਂਟ ਆਬਜੈਕਟ
ઘટક રેકોર્ડ,ਕੰਪੋਨੈਂਟ ਰਿਕਾਰਡ
"1.મેમરી, 2.મેમરી","1.ਮੈਮੋਰੀ, 2.ਮੈਮੋਰੀ"
"1.મેમરી એરે, 2.મેમરી એરે","1.ਮੈਮੋਰੀ ਐਰੇ, 2.ਮੈਮੋਰੀ ਐਰੇ"
"1.મેમરી ફંડ, 2.મેમરી બેંક","1.ਮੈਮਰੀ ਫੰਡ, 2.ਮੈਮਰੀ ਬੈਂਕ"
"1.મેમરી બફર રજિસ્ટર, 2.મેમરી બફર રજિસ્ટર","1. ਮੈਮੋਰੀ ਬਫਰ ਰਜਿਸਟਰ, 2. ਮੈਮੋਰੀ ਬਫਰ ਰਜਿਸਟਰ"
"1.મેમરી બસ, 2. મેમરી બસ","1.ਮੈਮੋਰੀ ਬੱਸ, 2. ਮੈਮੋਰੀ ਬੱਸ"
મેમરી કાર્ડ,ਮੈਮੋਰੀ ਕਾਰਡ
મેમરી સેલ,ਮੈਮੋਰੀ ਸੈੱਲ
સ્મરણ શકિત નુકશાન,ਯਾਦਦਾਸ਼ਤ ਦਾ ਨੁਕਸਾਨ
"1.મેમરી કોર, 2.મેમરી કોર","1. ਮੈਮੋਰੀ ਕੋਰ, 2. ਮੈਮੋਰੀ ਕੋਰ"
મેમરી ચક્ર,ਮੈਮੋਰੀ ਚੱਕਰ
"1.મેમરી ડેટા રજીસ્ટર, 2.મેમરી ડેટા રજીસ્ટર","1. ਮੈਮੋਰੀ ਡਾਟਾ ਰਜਿਸਟਰ, 2. ਮੈਮੋਰੀ ਡਾਟਾ ਰਜਿਸਟਰ"
"1.મેમરી ડમ્પ,2.મેમરી ડમ્પ","1.ਮੈਮੋਰੀ ਡੰਪ, 2.ਮੈਮੋਰੀ ਡੰਪ"
"1.મેમરી એક્સચેન્જ, 2.મેમરી એક્સચેન્જ","1.ਮੈਮੋਰੀ ਐਕਸਚੇਂਜ, 2.ਮੈਮੋਰੀ ਐਕਸਚੇਂਜ"
"1.મેમરી હાયરાર્કી, 2.મેમરી વંશવેલો","1.ਮੈਮੋਰੀ ਲੜੀ, 2.ਮੈਮੋਰੀ ਲੜੀ"
મેમરી સૂચના,ਮੈਮੋਰੀ ਹਦਾਇਤ
"1.મેમરી મેનેજમેન્ટ, 2.મેમરી મેનેજમેન્ટ","1.ਮੈਮੋਰੀ ਪ੍ਰਬੰਧਨ, 2.ਮੈਮੋਰੀ ਪ੍ਰਬੰਧਨ"
"1.મેમરી મેપ, 2.મેમરી મેપ","1.ਮੈਮੋਰੀ ਨਕਸ਼ਾ, 2.ਮੈਮੋਰੀ ਨਕਸ਼ਾ"
"1. મેમરી મેપ કરેલ આઉટપુટ, 2. ઇનપુટ, 3. મેમરી મેપ કરેલ I/O","1. ਮੈਮੋਰੀ ਮੈਪਡ ਆਉਟਪੁੱਟ, 2. ਇਨਪੁਟ, 3. ਮੈਮੋਰੀ ਮੈਪਡ I/O"
"1.મેમરી મોડલ, 2.મેમરી મોડલ, 3.મેમરી મોડલ","1.ਮੈਮੋਰੀ ਮਾਡਲ, 2.ਮੈਮੋਰੀ ਮਾਡਲ, 3.ਮੈਮੋਰੀ ਮਾਡਲ"
"1.મેમરી મોડ્યુલ, 2.મેમરી મોડ્યુલ","1.ਮੈਮੋਰੀ ਮੋਡੀਊਲ, 2.ਮੈਮੋਰੀ ਮੋਡੀਊਲ"
"1.મેમરી ઇન્ડેક્સ રજિસ્ટર, 2.મેમરી ઇન્ડેક્સ રજિસ્ટર","1. ਮੈਮੋਰੀ ਇੰਡੈਕਸ ਰਜਿਸਟਰ, 2. ਮੈਮੋਰੀ ਇੰਡੈਕਸ ਰਜਿਸਟਰ"
મેમરી પાવર,ਯਾਦ ਸ਼ਕਤੀ
મેમરી રક્ષણ,ਮੈਮੋਰੀ ਸੁਰੱਖਿਆ
"1.મેમરી સંદર્ભ સૂચના, 2.મેમરી સંદર્ભ સૂચના","1.ਮੈਮੋਰੀ ਹਵਾਲਾ ਨਿਰਦੇਸ਼, 2.ਮੈਮੋਰੀ ਸੰਦਰਭ ਨਿਰਦੇਸ਼"
"1.મેમરી પ્રોગ્રામ, 2.મેમરી પ્રોગ્રામ","1.ਮੈਮੋਰੀ ਪ੍ਰੋਗਰਾਮ, 2.ਮੈਮੋਰੀ ਪ੍ਰੋਗਰਾਮ"
"1.મેમરી યુનિટ, 2.મેમરી યુનિટ","1.ਮੈਮੋਰੀ ਯੂਨਿਟ, 2.ਮੈਮੋਰੀ ਯੂਨਿਟ"
મેનુ,ਮੀਨੂ
મેનુ બાર,ਮੇਨੂ ਬਾਰ
મેનુ સંચાલિત,ਮੇਨੂ ਸੰਚਾਲਿਤ
મેનુ પસંદગી,ਮੇਨੂ ਚੋਣ
મુખ્ય સંચાલિત કાર્યક્રમ,ਮੁੱਖ-ਸੰਚਾਲਿਤ ਪ੍ਰੋਗਰਾਮ
"1.સહજ, 2.મર્જ્ડ","1.ਅੰਦਰੂਨੀ, 2.ਮਿਲਿਆ ਹੋਇਆ"
મર્જર એક્સચેન્જ સૉર્ટિંગ,ਅਭੇਦ ਐਕਸਚੇਂਜ ਛਾਂਟੀ
"1. સૉર્ટિંગ મર્જર, 2. કેટલોગ પસંદગી","1. ਵਿਲੀਨਤਾ ਨੂੰ ਛਾਂਟਣਾ, 2. ਕੈਟਾਲਾਗ ਚੋਣ"
"1. મર્જર, 2. મર્જર","1. ਵਿਲੀਨਤਾ, 2. ਵਿਲੀਨਤਾ"
જાળી નેટવર્ક,ਜਾਲੀ ਨੈੱਟਵਰਕ
મેસેજિંગ,ਮੈਸੇਜਿੰਗ
સંદેશ,ਸੁਨੇਹਾ
સંદેશ પ્રમાણીકરણ,ਸੁਨੇਹਾ ਪ੍ਰਮਾਣਿਕਤਾ
સંદેશ સેલ,ਸੁਨੇਹਾ ਸੈੱਲ
સંદેશ સર્કિટ,ਸੁਨੇਹਾ ਸਰਕਟ
સંદેશ ફોર્મેટ,ਸੁਨੇਹਾ ਫਾਰਮੈਟ
સંદેશ પોર્ટ,ਸੁਨੇਹਾ ਪੋਰਟ
સંદેશ મોડ,ਸੁਨੇਹਾ ਮੋਡ
મેસેજિંગ,ਮੈਸੇਜਿੰਗ
"1.સંદેશ સૉર્ટિંગ, 2.મેસેજ સૉર્ટિંગ","1.ਸੁਨੇਹੇ ਦੀ ਛਾਂਟੀ, 2.ਸੁਨੇਹੇ ਦੀ ਛਾਂਟੀ"
સંદેશ લાઇન,ਸੁਨੇਹਾ ਲਾਈਨ
સંદેશ સ્વીચ,ਸੁਨੇਹਾ ਸਵਿੱਚ
સંદેશ ટેક્સ્ટ,ਸੁਨੇਹਾ ਟੈਕਸਟ
સંદેશ ટ્રાન્સફર એજન્ટ,ਸੁਨੇਹਾ ਟ੍ਰਾਂਸਫਰ ਏਜੰਟ
સુપર એસેમ્બલર,ਸੁਪਰ ਅਸੈਂਬਲਰ
મેટાક્લાસ,ਮੈਟਾਕਲਾਸ
"1. વધુ સંકલન, 2. વધુ અર્થઘટન","1. ਹੋਰ ਸੰਕਲਨ, 2. ਹੋਰ ਵਿਆਖਿਆ"
"1. વધુ દુભાષિયા, 2. વધુ કમ્પાઇલર્સ","1. ਹੋਰ ਦੁਭਾਸ਼ੀਏ, 2. ਹੋਰ ਕੰਪਾਈਲਰ"
બોલી,ਬੋਲੀ
"1.મેટા નેટવર્ક, 2.મેટા નેટવર્ક","1.ਮੇਟਾ ਨੈੱਟਵਰਕ, 2.ਮੇਟਾ ਨੈੱਟਵਰਕ"
સરમુખત્યારશાહી,ਤਾਨਾਸ਼ਾਹੀ
પ્રક્રિયા,ਪ੍ਰਕਿਰਿਆ
મેટ્રોપોલિટન એરિયા નેટવર્ક (MAN),ਮੈਟਰੋਪੋਲੀਟਨ ਏਰੀਆ ਨੈੱਟਵਰਕ (MAN)
સૂક્ષ્મ,ਮਾਈਕ੍ਰੋ
"1.માઈક્રોકોડ,2.માઈક્રોકોડ","1.ਮਾਈਕ੍ਰੋਕੋਡ, 2.ਮਾਈਕ੍ਰੋਕੋਡ"
માઇક્રો કોમ્પ્યુટર,ਮਾਈਕ੍ਰੋ ਕੰਪਿਊਟਰ
માઇક્રો કંટ્રોલર,ਮਾਈਕਰੋ ਕੰਟਰੋਲਰ
સૂક્ષ્મ ચક્ર,ਮਾਈਕਰੋ ਚੱਕਰ
માઇક્રોઇલેક્ટ્રોનિક મિકેનિકલ મિકેનિઝમ્સ (MEMS),ਮਾਈਕ੍ਰੋਇਲੈਕਟ੍ਰੋਨਿਕ ਮਕੈਨੀਕਲ ਮਕੈਨੀਜ਼ਮ (MEMS)
માઇક્રો ઇલેક્ટ્રોનિક્સ,ਮਾਈਕ੍ਰੋ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
માઇક્રો મિનિએચરાઇઝેશન,ਮਾਈਕਰੋ ਮਿਨੀਏਚਰਾਈਜ਼ੇਸ਼ਨ
માઇક્રો ઓર્ડર,ਮਾਈਕ੍ਰੋ ਆਰਡਰ
"1.માઇક્રો, 2.મેઇનફ્રેમ લિંક","1.ਮਾਈਕ੍ਰੋ, 2.ਮੇਨਫ੍ਰੇਮ ਲਿੰਕ"
માઇક્રો ચિપ,ਮਾਈਕ੍ਰੋ ਚਿੱਪ
માઇક્રો કોબોલ,ਮਾਈਕ੍ਰੋ ਕੋਬੋਲ
માઇક્રો કોડ,ਮਾਈਕ੍ਰੋ ਕੋਡ
"1.માઈક્રોફાઈલ, 2.માઈક્રોફિશ, 3.માઈક્રોફાઈલ","1.ਮਾਈਕ੍ਰੋਫਾਈਲ, 2.ਮਾਈਕ੍ਰੋਫਿਸ਼, 3.ਮਾਈਕ੍ਰੋਫਾਈਲ"
માઇક્રો ફ્લોપી,ਮਾਈਕ੍ਰੋ ਫਲਾਪੀ
માઇક્રોફોર્મ વાંચન ઉપકરણ,ਮਾਈਕ੍ਰੋਫਾਰਮ ਰੀਡਿੰਗ ਡਿਵਾਈਸ
માઇક્રો ફ્રેમ,ਮਾਈਕਰੋ ਫਰੇਮ
માઇક્રોગ્રાફિક્સ,ਮਾਈਕ੍ਰੋਗ੍ਰਾਫਿਕਸ
માઇક્રોફોન,ਮਾਈਕ੍ਰੋਫ਼ੋਨ
માઇક્રોફોટોગ્રાફ,ਮਾਈਕ੍ਰੋਫੋਟੋਗ੍ਰਾਫ਼
"1.માઈક્રોપ્રોસેસિંગ યુનિટ, 2.માઈક્રોપ્રોસેસિંગ યુનિટ","1.ਮਾਈਕਰੋਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ, 2.ਮਾਈਕਰੋਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ"
માઇક્રોપ્રોસેસર,ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
માઇક્રોપ્રોસેસર ચિપ,ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਚਿੱਪ
માઇક્રોપ્રોસેસર દુભાષિયા,ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਦੁਭਾਸ਼ੀਏ
માઇક્રો પ્રોસેસર યુનિટ (MPU),ਮਾਈਕ੍ਰੋ ਪ੍ਰੋਸੈਸਰ ਯੂਨਿਟ (MPU)
"1. માઇક્રોપ્રોગ્રામ, 2. માઇક્રો પ્રોગ્રામ","1. ਮਾਈਕ੍ਰੋਪ੍ਰੋਗਰਾਮ, 2. ਮਾਈਕ੍ਰੋ ਪ੍ਰੋਗਰਾਮ"
સૂક્ષ્મ ક્રમ,ਮਾਈਕ੍ਰੋ ਕ੍ਰਮ
માઈક્રોસોફ્ટ,ਮਾਈਕ੍ਰੋਸਾਫਟ
માઇક્રોસોફ્ટ વિન્ડોઝ,ਮਾਈਕਰੋਸਾਫਟ ਵਿੰਡੋਜ਼
સૂક્ષ્મ તરંગ,ਮਾਈਕ੍ਰੋ ਵੇਵ
માઇક્રો વેવ લિંક,ਮਾਈਕ੍ਰੋ ਵੇਵ ਲਿੰਕ
માઇક્રોવેવ ટ્રાન્સમિશન,ਮਾਈਕ੍ਰੋਵੇਵ ਸੰਚਾਰ
મધ્યમ સંચાલન,ਮੱਧ ਪ੍ਰਬੰਧਨ
"1.મિડલવેર, 2. મધ્યમ વેર","1. ਮਿਡਲਵੇਅਰ, 2. ਮੱਧ ਮਾਲ"
મીડી કોમ્પ્યુટર,ਮਿਡੀ ਕੰਪਿਊਟਰ
કેન્દ્રીય બિંદુ,ਕੇਂਦਰੀ ਬਿੰਦੂ
મધ્યક,ਔਸਤ
સ્થળાંતર માર્ગ,ਪਰਵਾਸ ਰੂਟ
મિલિયન સૂચનાઓ પ્રતિ સેકન્ડ (MIPS),ਮਿਲੀਅਨ ਨਿਰਦੇਸ਼ ਪ੍ਰਤੀ ਸਕਿੰਟ (MIPS)
મીની કોમ્પ્યુટર,ਮਿੰਨੀ ਕੰਪਿਊਟਰ
નાની ડિસ્કેટ,ਛੋਟੀ ਡਿਸਕੇਟ
"1.નાનો કોલોન, 2.લિટલ એસ્ટ","1.ਛੋਟਾ ਕੌਲਨ, 2.ਲਿਟਲ ਐਸ਼ਟ"
ન્યૂનતમ ઉત્પાદન,ਘੱਟੋ-ਘੱਟ ਉਤਪਾਦ
છૂટાછવાયા વૃક્ષ,ਸਪਾਰਸ ਰੁੱਖ
"1.મિનિમેક્સ અલ્ગોરિધમ, 2.એલ્ગોરિધમ","1.ਮਿਨੀਮੈਕਸ ਐਲਗੋਰਿਦਮ, 2.ਐਲਗੋਰਿਦਮ"
લઘુચિત્રીકરણ પ્રક્રિયા,ਛੋਟੀਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ
સૌથી ઓછી કિંમતનું વિસ્તરણ વૃક્ષ,ਸਭ ਤੋਂ ਘੱਟ ਲਾਗਤ ਐਕਸਟੈਂਸ਼ਨ ਟ੍ਰੀ
"1.ઓછી લેટન્સી એન્કોડિંગ, 2.ઓછી લેટન્સી કોડિંગ","1.ਘੱਟ ਲੇਟੈਂਸੀ ਏਨਕੋਡਿੰਗ, 2.ਘੱਟ ਲੇਟੈਂਸੀ ਕੋਡਿੰਗ"
ટૂંકા ઉપકરણ,ਛੋਟਾ ਜੰਤਰ
"1. ગુણાકાર, 2. ગુણાકાર, 3. ગુણાકાર પદ","1. ਗੁਣਾ, 2. ਗੁਣਾ, 3. ਗੁਣਾ ਸ਼ਬਦ"
ક્રેડીટ કાર્ડ,ਕਰੇਡਿਟ ਕਾਰਡ
ક્રેડીટ કાર્ડ,ਕਰੇਡਿਟ ਕਾਰਡ
ક્રેડિટ વિસ્તાર,ਕ੍ਰੈਡਿਟ ਖੇਤਰ
પ્રતિબિંબિત ડિસ્ક,ਮਿਰਰਡ ਡਿਸਕ
"1. મિરર સ્પોટ, 2. ફોટોકોપી, 3. મિરર કોપી","1. ਮਿਰਰ ਸਪਾਟ, 2. ਫੋਟੋਕਾਪੀ, 3. ਸ਼ੀਸ਼ੇ ਦੀ ਕਾਪੀ"
મિશ્ર રેડિક્સ નોટેશન,ਮਿਕਸਡ ਰੇਡੀਕਸ ਨੋਟੇਸ਼ਨ
મિક્સર,ਮਿਕਸਰ
નેમોનિક,ਯਾਦਾਸ਼ਤ
નેમોનિક સરનામું,ਯਾਦਦਾਸ਼ਤ ਪਤਾ
યાદગાર,ਯਾਦਗਾਰੀ
"1.મોબાઇલ, 2.મૂવેબલ","1.ਮੋਬਾਈਲ, 2.ਚਲਣਯੋਗ"
"1. મોબાઈલ કોમ્પ્યુટીંગ, 2. મોબાઈલ કોમ્પ્યુટીંગ","1. ਮੋਬਾਈਲ ਕੰਪਿਊਟਿੰਗ, 2. ਮੋਬਾਈਲ ਕੰਪਿਊਟਿੰਗ"
"1.મોડેલ, 2.મોડલ","1. ਮਾਡਲ, 2. ਮਾਡਲ"
મોડલેસ એડિટર,ਮਾਡਲ ਰਹਿਤ ਸੰਪਾਦਕ
"1. મોડેલિંગ, 2. મોડેલિંગ","1. ਮਾਡਲਿੰਗ, 2. ਮਾਡਲਿੰਗ"
મોડેમ,ਮਾਡਮ
"1.સરળ સરેરાશ, 2.સામાન્ય, 3.સરળ","1. ਸਧਾਰਨ ਮਤਲਬ, 2. ਆਮ, 3. ਮਤਲਬ"
વિમંડન,ਵਿਮੰਡਨ
મધ્યસ્થી,ਸੰਚਾਲਕ
સંશોધિત સૂચના,ਸੋਧਿਆ ਨਿਰਦੇਸ਼
