Marathi,Bengali
मल्टीपॉइंट नेटवर्क,মাল্টিপয়েন্ট নেটওয়ার্ক
एकाधिक प्रक्रिया,একাধিক প্রক্রিয়াকরণ
मल्टीप्रोसेसर प्रणाली,মাল্টিপ্রসেসর সিস্টেম
बहुउद्देशीय इंटरनेट मेल विस्तार (MIME),বহুমুখী ইন্টারনেট মেল এক্সটেনশন (MIME)
प्लेसमेंट,বসানো
मल्टीसेंटर,বহুকেন্দ্র
मल्टीथ्रेडिंग,মাল্টিথ্রেডিং
बहुपदी तर्क,বহুপদ যুক্তি
बहुविविध विश्लेषण,বহুচলকীয় বিশ্লেষণ
मल्टीव्हायब्रेटर,মাল্টিভাইব্রেটর
"1.परस्पर बहिष्कार, 2.परस्पर बहिष्कार","1. পারস্পরিক বর্জন, 2. পারস্পরিক বর্জন"
परस्पर माहिती,পারস্পরিক তথ্য
"1. नवशिक्या, 2. अंतर्ज्ञानी वापरकर्ता","1. নবীন, 2. স্বজ্ঞাত ব্যবহারকারী"
"1.नाव सर्व्हर, 2.नाव सर्व्हर","1.নাম সার্ভার, 2.নাম সার্ভার"
नंद ऑपरेशन,নন্দ অপারেশন
नॅनो,ন্যানো
"अरुंद पट्टा, अरुंद पट्टा","narrow band, narrow band"
राष्ट्रीय माहिती पायाभूत सुविधा,জাতীয় তথ্য পরিকাঠামো
राष्ट्रीय माहिती मानक संघटना (आणि NISO),ন্যাশনাল ইনফরমেশন স্ট্যান্ডার্ড অর্গানাইজেশন (এন্ড এনআইএসও)
नैसर्गिक कोड,প্রাকৃতিক কোড
"1.प्राकृत दुभाषी, 2.प्राकृत प्रोग्रामर, 3.प्राकृत शाळा","1. প্রাকৃত দোভাষী, 2. প্রাকৃত প্রোগ্রামার, 3. প্রাকৃত স্কুল"
प्राकृत सॉफ्टवेअर,প্রাকৃত সফটওয়্যার
नैसर्गिक कंपाइलर,প্রাকৃতিক কম্পাইলার
नैसर्गिक भाषा प्रक्रिया,স্বাভাবিক ভাষা প্রক্রিয়াকরণ
नैसर्गिक भाषा प्रश्न,প্রাকৃতিক ভাষা প্রশ্ন
"1.नैसर्गिक संख्या, 2.प्लस पूर्णांक","1. প্রাকৃতিক সংখ্যা, 2. প্লাস পূর্ণসংখ্যা"
ऑपरेशन,অপারেশন
दिग्दर्शक,পরিচালক
व्यस्त तर्क,বিপরীত যুক্তি
"1.आवश्यक लूप, 2.एंटर लूप","1. প্রয়োজনীয় লুপ, 2. এন্টার লুপ৷"
"1. नेस्टेड मॅक्रो, 2. नेस्टेड मॅक्रो","1. নেস্টেড ম্যাক্রো, 2. নেস্টেড ম্যাক্রো৷"
"नेट, नेट","নেট, নেট"
"1.नेट पत्ता, 2.नेट पत्ता","1. নেট ঠিকানা, 2. নেট ঠিকানা"
"1.नेट सिटिझन, 2.नेट सिटिझन","1.Net Citizen, 2.Net Citizen"
नेटस्केप नेव्हिगेटर,নেটস্কেপ নেভিগেটর
नेटवर्क प्रवेश नियंत्रण,নেটওয়ার্ক অ্যাক্সেস নিয়ন্ত্রণ
"1.नेटवर्क आर्किटेक्चर, 2.नेटवर्क स्ट्रक्चर","1.নেটওয়ার্ক আর্কিটেকচার, 2.নেটওয়ার্ক স্ট্রাকচার"
नेटवर्क फाइल सिस्टम (NFS),নেটওয়ার্ক ফাইল সিস্টেম (NFS)
"1.नेटवर्क इंटिग्रिटी, 2.नेटवर्क इंटिग्रिटी","1.নেটওয়ার্ক ইন্টিগ্রিটি, 2.নেটওয়ার্ক ইন্টিগ্রিটি"
नेटवर्क इंटरकनेक्शन,নেটওয়ার্ক আন্তঃসংযোগ
नेटवर्क स्तर,নেটওয়ার্ক স্তর
नेटवर्क व्यवस्थापन,নেটওয়ার্ক ব্যবস্থাপনা
नेटवर्क टोपोलॉजी,নেটওয়ার্ক টপোগ্রাফি
नेटवर्क विशिष्ट टर्मिनल,নেটওয়ার্ক বিশেষ টার্মিনাল
तटस्थ रिले,নিরপেক্ষ রিলে
तटस्थ प्रसारण,নিরপেক্ষ সংক্রমণ
नवीन ओळ वर्ण,নতুন লাইন চরিত্র
"1.नियो सिंक, 2. नवीन समक्रमण","1.নিও সিঙ্ক, 2. নতুন সিঙ্ক"
"1.NFS, 2.नेटवर्क फाइल","1.NFS, 2.নেটওয়ার্ক ফাইল"
"1.क्वार्टरबिट, 2.क्वार्टरबिट, 3.निबेल","1.Quarterbit, 2.Quarterbit, 3.Nibel"
नवीन पूरक,নতুন পরিপূরক
नोड,নোড
आवाज,গোলমাল
आवाज मोड,শব্দ মোড
मूक एन्कोडिंग,নীরব এনকোডিং
अनियमितता,অনিয়ম
वितरक,পরিবেশক
रिकामा संच,ফাঁকা সেট
विभाज्य,বিভাজ্য
गैर-परस्परसंवादी,অ ইন্টারেক্টিভ
"1.अनंत प्रणाली, 2.टर्मिनलेस प्रणाली","1.অসীম সিস্টেম, 2.টার্মিনালহীন সিস্টেম"
"1. नॉन-अस्थिर स्मृती, 2. नॉन-अस्थिर स्मृती","1. অ-উদ্বায়ী মেমরি, 2. অ-উদ্বায়ী মেমরি"
