Malayalam,Bengali
തീവ്രമായ,তীব্র
ഇടപെടൽ,মিথষ্ক্রিয়া
ഇന്ററാറ്റോമിക്,আন্তঃপরমাণু
"വിനിമയം, ഇടപാട്","বিনিময়, লেনদেন"
"പരസ്പരാശ്രിതത്വം, പരസ്പരാശ്രിതത്വം","পরস্পর নির্ভরতা, পরস্পর নির্ভরতা"
പരസ്പരാശ്രിതം,পরস্পর নির্ভরশীল
പരസ്പര വ്യാപനം,পারস্পরিক বিস্তার
ഇന്റർഫേസ് പേജ്,ইন্টারফেস পৃষ্ঠা
ക്രോസ് ഫിൽ,ক্রস ফিল
ഇന്റർഫേസ് ആംഗിൾ,ইন্টারফেস কোণ
"ഇടപെടൽ, ഇടപെടൽ, തടസ്സം","হস্তক্ষেপ, হস্তক্ষেপ, বাধা"
ഇന്റർഗാലക്‌റ്റിക്,আন্তঃগ্যালাক্টিক
"അകം, അകം, അകം (വി.), അകം, അകം, അകം (വി.)","ভেতরের, ভেতরের, ভেতরের (v.), ভেতরের, ভেতরের, ভেতরের (v.)"
"സിനാപ്സ്, സിനാപ്സ്","synapse, synapse"
"ഇടത്തരം, ദ്വിതീയ, ഇടത്തരം, ഇടത്തരം","মধ্যবর্তী, মাধ্যমিক, মধ্যম, মধ্যম"
ഇന്റർമെറ്റാലിക്,আন্তঃধাতু
"ഇടവിട്ടുള്ള, ഇടവിട്ടുള്ള","intermittent, intermittent"
ഇന്റർമോളികുലാർ,আন্তঃআণবিক
ആന്തരികം,অভ্যন্তরীণ
അന്താരാഷ്ട്ര,আন্তর্জাতিক
ഇന്റർസ്റ്റീഷ്യൽ,কৌশলে
ഗ്രഹാന്തരം,আন্তঃগ্রহ
ഇന്റർപോളേഷൻ,ইন্টারপোলেশন
അർത്ഥപൂർണത,অর্থপূর্ণতা
"ഇലക്‌ടർ, ഇന്റർപ്രെറ്റർ","নির্বাচক, দোভাষী"
തടസ്സപ്പെടുത്തുന്നയാൾ,বাধাদানকারী
വിഭജിക്കുന്നു,ছেদ করা
"കവല, കവല, കവല","ছেদ, ছেদ, ছেদ"
ഇടവേള,অন্তর
നക്ഷത്രാന്തരം,আন্তঃনাক্ষত্রিক
ഇന്റർസ്റ്റീഷ്യൽ,কৌশলে
"വിടവ്, വിടവ്","ফাঁক, ফাঁক"
അടുത്ത്,বন্ধ
ഒടുവിൽ,শেষে
ഇന്ററാറ്റോമിക്,আন্তঃপরমাণু
"നാസ് (അവകാശി), അന്തർ (ആന്തരികം)","নাজ (উত্তরাধিকারী), অন্তর (অভ্যন্তরীণ)"
ഉറപ്പാണ്,নিশ্চিত
"കണ്ടുപിടുത്തം, കണ്ടുപിടിത്തം","উদ্ভাবন, উদ্ভাবন"
"വിപരീതം, വിപരീതം, വിപരീതം","বিপরীত, বিপরীত, বিপরীত"
"വിപരീതം, വിപരീതം","বিপরীত, বিপরীত"
പ്രതിനിധീകരിക്കാൻ,প্রতিনিধিত্ব করতে
"വിപരീതം, വിപരീതം","বিপরীত, বিপরীত"
അന്ധൻ,অন্ধ
കലങ്ങിയ ദ്രാവകം,টার্বিড তরল
അദൃശ്യത,অদৃশ্যতা
അദൃശ്യ,অদৃশ্য
അയോൺ,আয়ন
അയോണിക്,আয়নিক
അയണീകരിക്കാവുന്ന,আয়নযোগ্য
"അയണീകരിക്കാൻ, അയണീകരിക്കാൻ","আয়ন করা, আয়ন করা"
"അയണോസ്ഫിയർ, അയണോസ്ഫിയർ","আয়নোস্ফিয়ার, আয়নোস্ফিয়ার"
അയണോസ്ഫിയർ,আয়নোস্ফিয়ার
ഐറിസ്,আইরিস
വികിരണം,বিকিরণিত
വികിരണം,বিকিরণ
യുക്തിരഹിതമായ,অযৌক্তিক
"മാറ്റാനാകാത്ത, അപരിഹാര്യമായ, പരിഹരിക്കാനാവാത്ത","অপূরণীয়, অপূরণীয়, অপূরণীয়"
ക്രമരഹിതം,অনিয়মিত
മാറ്റാനാവാത്ത,অপরিবর্তনীয়
കറങ്ങുന്നു,ঘূর্ণায়মান
"ഐസോട്രോപിക്, ഐസോട്രോപിക് വക്രം","আইসোট্রপিক, আইসোট্রপিক বক্ররেখা"
സപാൻട്രോപ്പിക്കൽ,উপক্রান্তীয়ভাবে
"ഞാൻ സിഗ്നൽ, ഞാൻ സിഗ്നൽ","আমি সংকেত, আমি সংকেত"
"ഐസോബാറുകൾ, ഐസോടോപ്പുകൾ","আইসোবার, আইসোটোপ"
"ഐസോബാറിക്, സമതുലിതമായ, സമതുലിതമായ","আইসোবারিক, সুষম, সুষম"
"ഐസോമെട്രിക് ലൈൻ, ഐസോടോപ്പ് ലൈൻ","আইসোমেট্রিক লাইন, আইসোটোনিক লাইন"
ഐസോ-അയോണിക്,আইসো-আয়নিক
ഹോമോലോജസ്,সমজাতীয়
സിൻക്രണസ് ലൈൻ,সিঙ্ক লাইন
സിൻക്രണസ് വേഗത,সিঙ্ক্রোনাস গতি
ഐസോമെട്രിക്,আইসোমেট্রিক
തുല്യശക്തി,সামঞ্জস্যপূর্ণ
തുല്യ ഊർജ്ജസ്വലമായ,equi-energed
"ഇക്വിലാറ്ററൽ (വി.), ഐസോസിലിസ് ലൈൻ (എഡി.)","সমবাহু (v.), সমদ্বিবাহু রেখা (সম্পাদনা)"
"വേർപെടുത്തുക, (അദ്ദേഹം.), വേർപെടുത്തുക, വേർപെടുത്തുക (ver.)","বিচ্ছিন্ন করা, (adj.), আলাদা করা"
"ഒറ്റപ്പെട്ട, ഒറ്റപ്പെട്ട, ഒറ്റ","বিচ্ছিন্ন, বিচ্ছিন্ন, একক"
"വേർപിരിയൽ, വേർപിരിയൽ, വേർപിരിയൽ","বিচ্ছেদ, বিচ্ছেদ, বিচ্ছেদ"
ഐസോമർ,আইসোমার
ഐസോമർ,আইসোমার
ഐസോമെറിസം,আইসোমেরিজম
"ഐസോമെട്രിക്, ട്രൈറ്റസോൾ, ക്യൂബിക്, ഐസോമെട്രിക്","আইসোমেট্রিক, ত্রিভুজ, ঘন, আইসোমেট্রিক"
ഐസോമോർഫിസം,আইসোমরফিজম
ഐസോമോർഫിക്,আইসোমরফিক
ഐസോതെർം,আইসোথার্ম
ഐസോതെർം,আইসোথার্ম
ഐസോടോപ്പുകൾ,আইসোটোপ
ഐസോടോപ്പുകൾ,আইসোটোপ
ഐസോട്രോപിക്,আইসোট্রপিক
വൃത്താകൃതിയിലുള്ള രേഖ,বৃত্তাকার লাইন
ഐസോമോർഫിസം,আইসোমরফিজম
ആവർത്തനം,পুনরাবৃত্তি
ആന്തരിക അർദ്ധചാലകം,অন্তর্নিহিত অর্ধপরিবাহী
ജാം ഇന്റർഫെറോമീറ്റർ,জ্যাম ইন্টারফেরোমিটার
"ഞെട്ടൽ, തിരിച്ചടി","jerk, rebound"
"ജെറ്റ്, തല","জেট, মাথা"
ജെറ്റ്-റോക്കറ്റ് പ്രൊപ്പൽഷൻ,জেট-রকেট চালনা
ജെ-ജെ കപ്ലിംഗ്,জে-জে কাপলিং
ജോളി ബെന്റ്,jolly bent
ജൂൾ-ചൂട്,জুল-তাপ
ജൂൾമീറ്റർ,জুলিমিটার
ജൂൾ-തോംസൺ പ്രഭാവം,জুল-থমসন প্রভাব
ജൂൾ,জুল
"പാര, ചാട്ടം, ഓടക്കുഴൽ","কোদাল, লাফ, বাঁশি"
ഉടമ്പടി,সন্ধি
സംഗമസ്ഥാനം,সঙ্গম স্থান
ശരിയായ അക്ഷരം,সঠিক শব্দাংশ
"കേശനിധി, സാമീപ്യം","kesanidhi, proximity"
"കാലിഡോസ്കോപ്പ്, കാലിഡോസ്കോപ്പ്","ক্যালিডোস্কোপ, ক্যালিডোস্কোপ"
"കപ്പ മേസൺസ്, കെ-മേസൺസ്","কাপা ম্যাসনস, কে-ম্যাসনস"
കാഥോഡ്,ক্যাথোড
ഘനായൻ,ঘনায়ান
കെ-ബാൻഡ്,কে-ব্যান্ড
കെ-ക്യാപ്ചർ,কে-ক্যাপচার
കെ-റിസെപ്റ്റർ,k-রিসেপ্টর
കെൽവിൻ ഏകദേശ കണക്ക്,কেলভিন আনুমানিক
ഏകതാനതയുടെ യൂണിറ്റ്,একজাতের একক
കെർ സെൽ,ker সেল
"താക്കോൽ, തിരശ്ശീല, താക്കോൽ","চাবি, পর্দা, চাবি"
"കീ ബോർഡ്, കർട്ടൻ ബാർ","কী বোর্ড, পর্দা বার"
തുറക്കുന്ന സ്വരാക്ഷരം,প্রারম্ভিক স্বরবর্ণ
കീ പൾസ്,কী পালস
പ്രധാന പദം,নির্দেশক শব্দ
പ്രൊജക്ഷൻ,অভিক্ষেপ
പ്രതിരോധം,প্রতিরোধ
കി. ഗ്രാം,কেজি
കിലോജൂൾ,কিলোজুল
കിലോപാർസെക്ക്,কিলোপারসেক
കിലോടൺ ബോംബ്,কিলোটন বোমা
ചലനാത്മകം,গতিসংক্রান্ত
തികച്ചും ചലനാത്മകം,বিশুদ্ধভাবে গতিশীল
"ചലനാത്മകം, ചലനാത്മകം","গতিশীল, গতিশীল"
ചലനാത്മകമായി,গতিশীলভাবে
ഒടിവ്,ফ্র্যাকচার
ക്ലൈസ്ട്രോൺ,klystron
മൂർച്ചയുള്ള അറ്റം,ধারালো কিনারা
ക്രസ്കൽ അതിർത്തി,ক্রুস্কাল সীমান্ত
തെർമോജനിക്,হাইপোথার্মোজেনিক
ലേബൽ,লেবেল
"അടയാളപ്പെടുത്തിയ, ആലേഖനം ചെയ്ത, ലേബൽ ചെയ്ത","চিহ্নিত, খোদাই করা, লেবেলযুক্ত"
ലബോറട്ടറി,গবেষণাগার
ഗോവണി,মই
എതിർ ഘടികാരദിശയിൽ,ঘড়ির কাঁটার বিপরীত দিকে
"എതിർ ഘടികാരദിശയിൽ, ഇടത് ധ്രുവത","ঘড়ির কাঁটার বিপরীত দিকে, বাম মেরুত্ব"
പിറകോട്ടും മുന്നോട്ടും,সামনে পিছনে
ലഗ്രാഞ്ച് പ്രക്ഷേപണം,Lagrange সম্প্রচার
