Gujarati,Assamese
ચિત્ર સંકેત,ছবি সংকেত
પિક્ચર ટ્યુબ,ছবি টিউব
વિભાજિત રેખીય મોડેલ,ছেগমেণ্টেড ৰৈখিক মডেল
વિભાજન રેખીય અંદાજ,বিভাজন ৰৈখিক আনুমানিক
વિભાજિત રેખીય સર્કિટ,ছেগমেণ্টেড ৰৈখিক বৰ্তনী
પિયર્સ ક્રિસ્ટલ ઓસિલેટર,স্ফটিক দোলক বিন্ধিব
ઇલેક્ટ્રોસ્ટેટિક અસર,ইলেক্ট্ৰষ্টেটিক প্ৰভাৱ
"સમર્થન કાર્ડ, પિગી બેક કાર્ડ","এণ্ডাৰছমেণ্ট কাৰ্ড, পিগি বেক কাৰ্ড"
પાયલોટ વાહક,পাইলট কেৰিয়াৰ
પિન,পিন
પિન કુશન વિરૂપતા,পিন কুশ্বন বিকৃতি
પિન ડાયોડ,পিন ডাইঅ&#39;ড
પિન ભરો,পিন ভৰোৱা
પિન-ડાયાગ્રામ,পিন-ডায়াগ্ৰাম
પિન-ફોટોડીયોડ,পিন-ফটোডাইঅ&#39;ড
સંકોચન વોલ્ટેજ,সংকোচন ভল্টেজ
સંકોચન રોલર,সংকোচন ৰোলাৰ
સંકોચન વોલ્ટેજ,সংকোচন ভল্টেজ
પિંગ પૉંગ બફર,পিং-পং বাফাৰ
ગુલાબી રંગ,গোলাপী ৰঙৰ ৰং
પી-નાઝ-એન-ડાયોડ,পি-নাজ-এন-ডাইঅ’ড
કંપની,কোম্পানী
અવાજની પીચ,কণ্ঠৰ পিচ
પિચ ગુણક,পিচ বহুগুণক
પિક્સેલ,পিক্সেল
કોપ્લાનર ડાયોડ,কোপ্লেনাৰ ডাইঅ&#39;ড
કોપ્લાનર ટેકનોલોજી,কোপ্লেনাৰ প্ৰযুক্তি
પ્લાનર ટ્રાન્ઝિસ્ટર,প্লেনাৰ ট্ৰেঞ্জিষ্টৰ
પ્લેન રિફ્લેક્ટર એરે,সমতল প্ৰতিফলক এৰে
સમતલ ત્રિકોણ,সমতল ত্ৰিভুজ
પ્લાન્ક સતત,planck&#39;s ধ্ৰুৱক
વાવેતર,ৰোপণ কৰা
પ્લાઝમા,প্লাজমা
પ્લાઝ્મા ફેડ ડિપોઝિશન,প্লাজমা খুৱাই নিক্ষেপ কৰা
પ્લાઝ્મા સંસ્કારી CVD,প্লাজমা কালচাৰ কৰা চিভিডি
પ્લાઝ્મા ડિસ્પ્લે,প্লাজমা প্ৰদৰ্শন
પ્લેટ મોડ્યુલેશન,প্লেট মডুলেচন
સાંભળવાની બરાબરી,শুনা ইকুৱেলাইজাৰ
કાવતરાખોર,প্লটাৰ
પ્લગ બોર્ડ,প্লাগ বৰ্ড
p-મોસ,পি-মছ
pn સંધિ,pn চুক্তি
pnpn માળખું,pnpn গঠন
PNP ટ્રાંઝિસ્ટર,পিএনপি ট্ৰেঞ্জিষ্টৰ
વિસ્ફોટનો અવાજ,ফাটি যোৱা শব্দ
બિંદુ સંપર્ક ડાયોડ,পইণ্ট কন্টাক্ট ডাইঅ&#39;ড
એકલ સંચાર,একক যোগাযোগ
ઝેરનું સમીકરણ,পোৱাচন সমীকৰণ
જાસૂસી,গোপনীয়তা
ધ્રુવીય ચાર્જ,মেৰু আধান
ધ્રુવીય ઉપગ્રહ,মেৰু উপগ্ৰহ
ધ્રુવીય ઉપગ્રહ,মেৰু উপগ্ৰহ
ધ્રુવીકરણ,মেৰুকৰণ
ધ્રુવીકરણ માર્જિન મલ્ટિપ્લેક્સિંગ,মেৰুকৰণ মাৰ্জিন মাল্টিপ্লেক্সিং
પોલરાઇઝ્ડ પ્લગ,মেৰুকৃত প্লাগ
ધ્રુવીયતા,মেৰুত্ব
ધ્રુવીયતા સૂચક,মেৰুত্ব সূচক
ધ્રુવીકરણ,মেৰুকৰণ
ધ્રુવીકરણ,মেৰুকৰণ
ધ્રુવીકરણ,মেৰুকৰণ
ધ્રુવીકરણ નુકશાન,মেৰুকৰণ ক্ষতি
ધ્રુવ-શૂન્ય કાઉન્ટરમેઝર્સ,মেৰু-শূন্য প্ৰতিকাৰ
"મતદાન સંકેત, પસંદગી સંકેત","ভোটদান সংকেত, নিৰ্বাচন সংকেত"
મલ્ટિ-સ્ટેજ ઓસિલેટર,বহুস্তৰীয় দোলক
પોલિસીલિસાઇડ,পলিচিলিচাইড
પોલિસિલિકોન,পলিচিলিকন
પોલિસિલિકોન જુબાની,পলিচিলিকন নিক্ষেপ
પોલિસિલિકોન ભેળસેળ,পলিচিলিকন মিশ্ৰণকাৰী
પોલિસીલિકોન ગેટ,পলিচিলিকন গেট
પોલિસિલિકન અવરોધક,পলিচিলিকন প্ৰতিৰোধক
પોલિએસ્ટર કેપેસિટર,পলিয়েষ্টাৰ কেপাচিটৰ
નંબર રિવર્સલ,সংখ্যা ওলোটা কৰা
પોર્ટ ઓળખ નંબર,বন্দৰ চিনাক্তকৰণ নম্বৰ
પોર્ટેબલ કેમેરા,পৰ্টেবল কেমেৰা
પોર્ટેબલ કલર બાર જનરેટર,পৰ্টেবল ৰঙৰ বাৰ জেনেৰেটৰ
સકારાત્મક અંત,ইতিবাচক অন্ত
હકારાત્મક પુનઃરોકાણ,ইতিবাচক পুনৰ বিনিয়োগ
હકારાત્મક પુનઃરોકાણ એમ્પ્લીફાયર,ধনাত্মক পুনৰ বিনিয়োগ পৰিবৰ্ধক
સ્થિતિ સૂચક,অৱস্থান সূচক
હકારાત્મક દરવાજો,ধনাত্মক গেট
હકારાત્મક સ્તર સૂચક,ধনাত্মক স্তৰৰ সূচক
હકારાત્મક દલીલ,ইতিবাচক যুক্তি
હકારાત્મક પ્રકાશ અવરોધ,ধনাত্মক পোহৰৰ বাধা
હકારાત્મક પલ્સ,ধনাত্মক স্পন্দন
હકારાત્મક સંતૃપ્તિ વોલ્ટેજ,ধনাত্মক সংপৃক্ততা ভল্টেজ
હકારાત્મક-નેગેટિવ પોલીલૂપ રિચાર્જ,ধনাত্মক-ঋণাত্মক পলিলুপ ৰিচাৰ্জ
હકારાત્મક પુરવઠો,ধনাত্মক যোগান
સંભવિત અવરોધ,সম্ভাৱ্য বাধা
સંભવિત તફાવત,বিভৱৰ পাৰ্থক্য
સંભવિત વિભાજક,সম্ভাৱ্য বিভাজক
સંભવિત ઊર્જા,সম্ভাৱ্য শক্তি
સંભવિત ઢાળ,সম্ভাৱ্য গ্ৰেডিয়েণ্ট
સંભવિત ફેરફાર,সম্ভাৱ্য পৰিৱৰ্তন
પોટેન્શિયોમીટર,পটেনচিঅ&#39;মিটাৰ
પાવર એમ્પ્લીફાયર,শক্তি পৰিবৰ্ধক
પાવર કંટ્રોલ સર્કિટ,শক্তি নিয়ন্ত্ৰণ বৰ্তনী
શક્તિ નિર્ધારણ,ক্ষমতা নিৰ্ণয় কৰা
પાવર નુકશાન,শক্তিৰ ক্ষতি
શક્તિ પરિબળ,শক্তি কাৰক
પાવર ફેટ (FET) ફીલ્ડ અસરગ્રસ્ત ટ્રાન્ઝિસ્ટર,পাৱাৰ ফেট (FET) ক্ষেত্ৰ প্ৰভাৱিত ট্ৰেঞ্জিষ্টৰ
પાવર સર્કિટ,শক্তি বৰ্তনী
પાવર ગેઇન,ক্ষমতা লাভ
શક્તિ માપન,শক্তি জোখা
પાવર મીટર,পাৱাৰ মিটাৰ
પાવર સેન્સર,শক্তি সেন্সৰ
પાવર સેન્સર ચાર્જર,পাৱাৰ চেন্সৰ চাৰ্জাৰ
પાવર સિક્વન્સ જનરેટર,শক্তি ক্ৰম উৎপাদক
પાવર સિગ્નલ,শক্তি সংকেত
પાવર સ્પેક્ટ્રલ વિશ્લેષણ,শক্তি বৰ্ণালী বিশ্লেষণ
પાવર સ્પેક્ટ્રલ ઘનતા કાર્ય,শক্তি বৰ্ণালী ঘনত্ব ফলন
પાવર સ્પેક્ટ્રમ,শক্তি বৰ্ণালী
વીજ પુરવઠો,শক্তি যোগান
પાવર થર્મિસ્ટર,শক্তি থাৰ্মিষ্টৰ
પાવર થર્મોઇલેક્ટ્રિક દંપતી,শক্তি তাপবিদ্যুৎ দম্পতী
પુનઃસ્થાપિત પર પાવર,পুনৰুদ্ধাৰ কৰক
PPN માળખું,পিপিএন গাঁঠনি
વ્યવહારુ (બિન-આદર્શ) વોલ્ટેજ સ્ત્રોત,ব্যৱহাৰিক (অ-আদৰ্শ) ভল্টেজ উৎস
યોગ્ય ફીડ સ્ત્રોત,ব্যৱহাৰিক খাদ্যৰ উৎস
વ્યવહારુ સમય વિલંબ,ব্যৱহাৰিক সময়ৰ বিলম্ব
પ્રી એમ્પ્લીફાયર,প্ৰি এম্প্লিফায়াৰ
"ચોકસાઇ, ચોકસાઇ, ચોકસાઇ, ચોકસાઇ","নিখুঁততা, নিখুঁততা, সঠিকতা, নিখুঁততা"
સૂક્ષ્મ વક્તા,সূক্ষ্ম বক্তা
માઇક્રો હાફ વેવ રેક્ટિફાયર,মাইক্ৰ&#39; হাফ ৱেভ ৰেক্টিফায়াৰ
માઇક્રો રેક્ટિફાયર,মাইক্ৰ&#39; ৰেক্টিফায়াৰ
સાચું સાઈન વેવ જનરેટર,সঁচা চাইন তৰংগ উৎপাদক
ભૂતપૂર્વ દુભાષિયા,প্ৰাক্তন দোভাষী
પૂર્વ થાપણ,প্ৰি জমা ধন
પ્રાગુક્કિર વિભાગ,প্ৰাগুক্কিৰ শাখা
પૂર્વ-મજબૂતીકરણ,প্ৰি-ৰিইনফৰ্চমেণ্ট
પૂર્વ બરાબરી,prior equalizer
પૂર્વ-ઓમિક કોતરણી,প্ৰি-অমিক খোদিত
પૂર્વ પ્રોસેસર,প্ৰি প্ৰচেছৰ
પૂર્વ નિયંત્રણ,প্ৰি নিয়ন্ত্ৰণ
પ્રી ગ્રેડેશન,প্ৰি গ্ৰেডেচন
પૂર્વ જોડાણ,pre annex
રજૂઆત,প্ৰস্তুতি
પ્રસ્તુતિ સ્તર,উপস্থাপন স্তৰ
