Odiya,Telugu
ଶାକାହାରୀ ପ୍ରଚାର,ఏపుగా ప్రచారం
ଶାକାହାରୀ ପର୍ଯ୍ୟାୟ |,ఏపుగా ఉండే దశ
ଭେନସନ୍,వెనిషన్
ଭ୍ରମକାକାରୀ,వర్మికాస్టింగ్స్
ଭର୍ମିକୋମ୍ପୋଷ୍ଟ |,వర్మికంపోస్ట్
ଭର୍ନାଲ୍ ଆକୀକରଣ |,వర్నలైజేషన్
ଭୂଲମ୍ବ ମଲଚିଂ |,నిలువు మల్చింగ్
Vertisool,వెర్టిసోల్
କାର୍ଯ୍ୟକ୍ଷମତା (ବିହନ),సాధ్యత (విత్తనం)
ଦ୍ରାକ୍ଷାଲତା,వైన్
ଭିନେଗାର |,వెనిగర్
ପ୍ରାଚୀନ ଜିନ୍,వీర్ జీన్
କୁମାରୀ ଜମି,వర్జిన్ ల్యాండ్
କୁମାରୀ ମୃତ୍ତିକା |,వర్జిన్ మట్టి
କୁମାରୀ,వైరలెన్స్
ଜୀବାଣୁ,వైరస్
ଭାଇରସ୍ କୋଟ୍ ପ୍ରୋଟିନ୍ |,వైరస్ కోట్ ప్రోటీన్
ଜୀବାଣୁ ସୂଚକାଙ୍କ |,వైరస్ ఇండెక్సింగ్
ବିଶୃଙ୍ଖଳା |,స్నిగ్ధత
ଦୃଶ୍ୟମାନ ବିକିରଣ,కనిపించే రేడియేషన్
ଭିଟାମିନ୍ |,విటమిన్లు
ବଣିକ,విటికల్చర్
ଜୀବାଣୁ,వివిపరస్
ଶୂନ୍ୟ ସ୍ଥାନ,శూన్య స్థలం
ଭୋଲଟିଲାଇଜେସନ୍,అస్థిరత
ସ୍ୱେଚ୍ଛାସେବୀ ଉଦ୍ଭିଦ |,వాలంటీర్ ప్లాంట్లు
ଭାନିଲା |,వనిల్లా
ଭେଟର,వెటివర్
ଭେରିନାନାନିଆନ୍ ଡାକ୍ତର |,పశువైద్య వైద్యుడు
ଜୀବାଣୁ,వైరాలజిస్ట్
ମଜୁରୀ,వేతనం
ଉଷ୍ମ ରକ୍ତ ଦିଆଯାଇଥିବା ପଶୁ |,వెచ్చని రక్తపాత జంతువు
ବର୍ଜ୍ୟବସ୍ତୁ ପରିଚାଳନା,వ్యర్థ పదార్థాల నిర్వహణ
ବର୍ଜ୍ୟବସ୍ତୁ,బంజర భూములు
ଜଳ ଆବେଦନ ଦକ୍ଷତା |,నీటి అప్లికేషన్ సామర్థ్యం
ଜଳ ପ୍ରୟୋଗ ହାର,నీటి దరఖాస్తు రేటు
ଜଳ ସନ୍ତୁଳନ,నీటి సమతుల్యత
ଜଳ ସଙ୍କତ,నీటి సంపీడనం
ଜଳ ସଂରକ୍ଷଣ,నీటి పొదుపు
ଜଳ ଖର୍ଚ୍ଚ,నీటి వినియోగం
ଜଳ ପରିବହନ ଦକ୍ଷତା |,నీటి రవాణా సామర్థ్యం
ଜଳ ସଂସ୍କୃତି,నీటి సంస్కృతి
ଜଳ ନିଅଣ୍ଟ,నీటి లోటు
ଜଳ ବଣ୍ଟନ ଦକ୍ଷତା |,నీటి పంపిణీ సామర్థ్యం
ଜଳ ଡ୍ୟୁଟି,వాటర్ డ్యూటీ
ଜଳ ଫ୍ରୋ,నీటి బొచ్చు
ଜଳ ଦ୍ୱାରକ୍ରା,నీటి ద్వారాలు
ଜଳ ଲଗ୍ ଇନ୍,నీటి లాగింగ్
ଜଳ ପରିଚାଳନା,నీటి నిర్వహణ
ଫସଲର ଜଳ ଆବଶ୍ୟକତା |,పంటల నీటి అవసరం
ଜଳର ଶ୍ୱାକନ ଅଭାବ |,నీటి సంతృప్త లోటు
ଜଳ ସାରଣୀ,నీటి పట్టిక
ଜଳ ବ୍ୟବହାର ଦକ୍ଷତା |,నీటి వినియోగ సామర్థ్యం
ଜଳ ଅମଳ,నీటి దిగుబడి
ଜଳ - ଅମଳ,నీటి పెంపకం
ଜଳସନ୍ତୁମାନେ |,వాటర్‌షెడ్
ଜଳୀୟ ପରିଚାଳନା,వాటర్‌షెడ్ మేనేజ్‌మెంట్
ଜଳପ୍ରବାହକାରୀ ଚିକିତ୍ସା |,వాటర్‌షెడ్ చికిత్స
ୱାଟରେଡ୍ ଆଧାରିତ ସିଷ୍ଟମ୍ |,వాటర్‌షెడ్-ఆధారిత వ్యవస్థ
ଜଳପଥ,జలమార్గం
ତରଙ୍ଗ-ଲମ୍ବ |,వేవ్-లెంగ్త్
ମହମ,వాక్సింగ్
ପାଣିପାଗ,వాతావరణం
ପାଣିପାଗ,వాతావరణం
ତୃଣକ,కలుపు
ତୃଣକ ନିୟନ୍ତ୍ରଣ |,కలుపు నియంత్రణ
ତୃଣ ନିୟନ୍ତ୍ରଣ ଦକ୍ଷତା |,కలుపు నియంత్రణ సామర్థ్యం
ତୃଣକ ବିଲୋପ,కలుపు నిర్మూలన
ତୃଣ ସୂଚକାଙ୍କ |,కలుపు సూచిక
ପାଶ୍ଚାତ୍ୟ ବ୍ଲୋଟିଂ |,వెస్ట్రన్ బ్లాటింగ్
ତୃଣ ନିରୀକ୍ଷା,కలుపు స్పెక్ట్రం
ତୃଣକ,కలుపు తీయుట
ଓଦା-ବଲ୍ବ ଉଦାସୀନତା |,తడి-బల్బ్ మాంద్యం
ଓଦା-ବଲ୍ବ ତାପମାତ୍ରା |,తడి-బల్బ్ ఉష్ణోగ్రత
ୱେଟ୍-ବଲ୍ବ ଥର୍ମୋମିଟର |,తడి-బల్బ్ థర్మామీటర్
ୱେଟଲ୍ୟାଣ୍ଡ |,చిత్తడి నేల
ଓଦା ରୋପଣ |,తడి నాటడం
ଓଦା season ତୁ,తడి సీజన్
ବିହନ ବୁଣାକାର |,తడి విత్తనాలు
ଓଦା ବର୍ଷ |,తడి సంవత్సరం
ୱେଟେବଲ୍ ପାଉଡର |,తడి చేయదగిన పౌడర్
ଓଦା ଏଜେଣ୍ଟ |,చెమ్మగిల్లడం ఏజెంట్
ଘୁରି ବୁଲୁଥିବା ସାଇକେରୋମିଟର |,సుడిగాలి సైకోమీటర్
ଧଳା ବିପ୍ଳବ,తెలుపు విప్లవం
ପୁରା ଚାଷ ବିଶ୍ଳେଷଣ |,మొత్తం వ్యవసాయ విశ్లేషణ
ପୁରା ଫାର୍ମ ଉପାୟ |,మొత్తం వ్యవసాయ విధానం
ବ୍ୟାପକ ଆଡାପ୍ଟିଲିଟି |,విస్తృత అనుకూలత
ୱିଲିଂ ପଏଣ୍ଟ,విల్టింగ్ పాయింట్
ପବନ ଭାଙ୍ଗ,గాలి విరామం
ପବନ ଶକ୍ତି,గాలి శక్తి
ପବନ କ୍ଷୟ,గాలి కోత
ପବନ ବଂଶ,గాలి ఉత్పత్తి
ପବନ ମିଲ୍ |,విండ్మిల్
ପବନ ଶକ୍ତି,పవన శక్తి
ପବନ ବେଗ,గాలి వేగం
ପବନ ଷ୍ଟ୍ରିପ୍ ଫସଲ,విండ్ స్ట్రిప్ క్రాపింగ్
ପବନ ବେଗ |,గాలి వేగం
ପବନ,గాలి
ପବନ,విండ్రో
ୱିଣ୍ଡ୍ରୋୱର,విండ్‌రోవర్
ପବନ ପରି,స న్న టి గా లి
ୱିଣ୍ଟନୱାର୍ |,విన్నోవర్
ଜ୍ୱଳନ୍ତ,విన్నోవింగ్
Woble fpoothasies |,చలనం ఉన్న పరికల్పన
ଗର୍ଭ,గర్భం
କାଠ ପାଉଁଶ |,కలప బూడిద
କାଠ ଗ୍ୟାସ,కలప వాయువు
କାର୍ଯ୍ୟ,పని
ବାଦାମ |,వాల్నట్
ଜଳ Cress,వాటర్ క్రెస్
ଜଳ ହାଇୟା ବିସିନ୍ |,నీటి హైసింత్
ଜଳ ତରଭୁଜ |,నీటి పుచ్చకాయ
ଜଳ ମେଣ୍ଟ,నీటి పుదీనా
କାନ୍ଦିବା ୱାଲୋ |,విల్లో ఏడుపు
ପଶ୍ଚିମ ଭାରତୀୟ ମାହାନି |,వెస్ట్ ఇండియన్ మహోగని
ଗହମ,గోధుమ
ଧଳା କ୍ଲୋଭର |,వైట్ క్లోవర్
ଧଳା ମଲବେଦି |,వైట్ మల్బరీ
ଧଳା ପପିନେକ୍ |,వైట్ పాపినెక్
ଧଳା ୱାଲୋ |,వైట్ విల్లో
ୱାଇଲ୍ଡ ମାର୍ଜୋରିମ୍ |,వైల్డ్ మార్జోరిమ్
ବଣୁଆ ଓଟ |,వైల్డ్ వోట్
ଡେଣା ବିନ୍,రెక్కలుగల బీన్
ଶୀତ ସ୍କିପ୍,చలికాలం లో ఆడే ఆట
ୱିଥାନିଆ |,విథానియా
"କାଠ ସୋରେଲ, ଅକ୍ଲିସ୍ |","వుడ్ సోరెల్, ఆక్సాలిస్"
Wasp,కందిరీగ
ବୁଣା ପକ୍ଷୀ,వీవర్ బర్డ్
ଇଭେଲ,వీవిల్
ଧଳା ଗ୍ରୀପ୍ |,వైట్ గ్రప్
ପଶମ ଆପିଡ୍ |,వూలీ అఫిడ్
Xanthinuriia,శాంతినురియా
Xanthhophilll,క్శాంతోఫిల్
X- କ୍ରୋମୋଜୋମ୍ |,X- క్రోమోజోమ్
ଜେନିଆ,జెనియా
Xerorderma de degmenttosumum |,జిరోడెర్మా పిగ్మెంటోసమ్
Xerophyte,ఎరోఫైట్
Xeorphyismm,జిరోఫైటిజం
ଏକ୍ସ-ରେ ଡିଫ୍ରିମେସନ୍ |,ఎక్స్-రే డిఫ్రాక్షన్
Xyllem,జిలేమ్
Xylophyte,జిలోఫైట్
Y 'ଟ୍ରେଲିସ୍ |,Y 'ట్రెల్లిస్
Y-chromonome,Y- క్రోమోజోమ్
ଖମୀର |,ఈస్ట్
ଖମୀର,ఈస్ట్ సారం
ହଳଦିଆ ବିପ୍ଳବ,పసుపు విప్లవం
ହଳଦିଆ,పసుపు
ଅମଳ ଉପାଦାନ |,దిగుబడి భాగం
ଅମଳ ମନିଟରିଂ |,దిగుబడి పర్యవేక్షణ
ସମ୍ଭାବ୍ୟ ସମ୍ଭାବନା |,దిగుబడి సంభావ్యత
ଫଳ ଅନୁଭବ କର |,దిగుబడి స్థిరత్వం
ହଳଦିଆ,పచ్చసొన
ହଳଦିଆ ବିରି ନାଇଟ୍ଶେଡ୍ |,పసుపు బెర్రీడ్ నైట్ షేడ్
ହଳଦିଆ ମାଇରୋବାଲାନ୍ |,పసుపు మైరోబాలన్
ଜେଡ୍,జైద్
Z-chromomome,Z- క్రోమోజోమ్
Z-DNA,Z-DNA
ଜାଟିନ୍ |,జీటిన్
ଶୂନ୍ୟ ଶକ୍ତି ଶୀତ ଚାମ୍ବର |,చనుమొన శూన్యము
ଜିରୋ ଟିଲଗେଜ୍ |,సున్నా సాగు
ଶିରୋ ସହନଶୀଳତା |,సున్నా సహనం
ଜିଙ୍କ ଅଭାବ |,జింక్ లోపం
ଜିଙ୍କ ଆଙ୍ଗୁଠି ପ୍ରୋଟିନ୍ |,జింక్ ఫింగర్ ప్రోటీన్
ଜିଙ୍କିତ ୟୁରିଆ |,జింక్యూటెడ్ యూరియా
ଜୋନା ପେଲସୁସିଡା |,జోనా పెలుసిడా
Zoophy,జూఫిలీ
Zooplackton,జూప్లాంక్టన్
ଜାଇଗୋଟ୍ |,జైగోట్
ଜ୍ୱାଲିକ୍ ସାଂଘାତିକ ଜିନ୍ |,జైగోటిక్ ప్రాణాంతక జన్యువు
ଜାଣ୍ଟହୋଫିଲମ୍ |,జాంతోఫిలం
ପ୍ରାଣୀ ବିଜ୍ଞାନୀ,జంతుశాస్త్రవేత్త
