Marathi,English
मेदुला आयकॉन्गाटा,Medulla oblongata
मेड्युलरी पिरॅमिड,Medullary pyramid
मेडुलेटेड,Medullated
मेडुसा,Medusa
मेगा कॅरिओसाइट,Mega karyocyte
मेगाप्लास्मिड,Megaplasmid
मेगास्पोरंगियम,Megasporangium
मेगास्पोरोफिल,Megasporophyll
मेबोमियन ग्रंथी,Meibomian gland
मेयोसाइट,Meiocyte
मेयोसिस,Meiosis
मेटागेनेसिस,Metagenesis
मेलेनिक मॉथ,Melanic moth
मेलानोसाइट,Melanocyte
मेलेनोसाइट उत्तेजक संप्रेरक (एमएसएच),Melanocyte stimulating hormone (MSH)
मेलानोसाइट उत्तेजक रिलीझिंग हार्मोन (एमएसआरएच),Melanocyte stimulating releasing hormone (MSRH)
मेलेनोमा,Melanoma
मेलोइडोगिन इन्कग्निटा,Meloidogyne incognita
पडदा बाउंड,Membrane bound
पडदा लिपिड,Membrane lipid
पडदा पारगम्यता,Membrane permeability
पडदा संभाव्यता,Membrane potential
पडदा चक्रव्यूह,Membranous labyrinth
पडदा पत्रक,Membranous sheet
मेमरी सेल,Memory cell
मेंडेलचा कायदा,Mendel's law
मेंडेलियन डिसऑर्डर,Mendelian disorder
मेनिंज,Meninge
मेनिंजायटीस,Meningitis
मासिक पाळी,Menstrual cycle
मानसिक प्रिय,Mental dearrangement
मानसिक दुर्बलता,Mental retardation
बुध विषबाधा,Mercury poisoning
मेरिस्टेम,Meristem
मेरिस्टेमॅटिक सेल,Meristematic cell
मेरिस्टेमॅटिक प्रदेश,Meristematic region
मेरिस्टेमॅटिक वाढ,Meristematic growth
मेरोक्राइन ग्रंथी,Merocrine gland
मेरोमायोसिन,Meromyosin
मेरीचिपस,Merychippus
मेसार्चियम,Mesarchium
मेसेन्सेफॅलॉन,Mesencephalon
मेन्स्चिमल टिशू,Mesenchymal tissue
मेसेन्टरन,Mesenteron
मेसेन्टरी,Mesentery
मेसिक अट,Mesic condition
मेसोकार्प,Mesocarp
मेसोडर्म,Mesoderm
मेसोग्लोआ,Mesogloea
मेसोहेप्पस,Mesoheppus
मेसोफिल सेल,Mesophyll cell
मेसोसोम,Mesosome
मेसोथोरॅसिक,Mesothoracic
मेसोथोरॅक्स,Mesothorax
मेसोव्हेरियम,Mesovarium
मेसोझोइक एरा,Mesozoic era
मेसेंजर आरएनए,Messenger RNA
चयापचय प्रवाह,Metabolic flux
चयापचय मार्ग,Metabolic pathway
चयापचय,Metabolised
चयापचय,Metabolism
चयापचय आत्मसंतुष्ट,Metabolic assimilatory
मेटाकार्पल,Metacarpal
मेटासेंट्रिक,Metacentric
मेटाक्रोमॅटिक ग्रॅन्यूल,Metachromatic granule
धातूची सुई,Metal needle
धातूचे ऑक्साईड,Metallic oxide
मेटामेरिझम,Metamerism
मेटामॉर्फोसिस,Metamorphosis
मेटानेफ्रिडियम,Metanephridium
मेटाफेस,Metaphase
मेटाफेस प्लेट,Metaphase plate
मेटाफॅसिक प्लेट,Metaphasic plate
मेटापॉप्युलेशन,Metapopulation
मेटास्टेसिस,Metastasis
मेटास्टेसिस,Metastasis
मेटाटार्सल,Metatarsal
मेटाथोरॅसिक,Metathoracic
मेटाथोरॅक्स,Metathorax
मेटाझोआन्स,Metazoans
मेटेंसेलॉन,Metaencephalon
मेटास्टेसाइझ,Metastasize
मेथाडोन,Methadone
मेथेमोग्लोबिन,Methaemoglobin
मेथेमोग्लोबिनेमिया,Methaemoglobinemia
मिथेन,Methane
मिथेनोबॅक्टीरियम,Methanobacterium
मिथेनोजेन,Methanogen
मिथाइल पारा,Methyl mercury
मेथिलेटेड कॅप,Methylated cap
मिथिलीन निळा,Methylene blue
मेथिलोफिलस,Methylophilus
मेथिलोट्रोफस,Methylotrophus
मायक्रोन्यूट्रिएंट,Micronutrient
सूक्ष्मजीव,Microorganism
मायक्रोप्रोपेगेशन,Micropropagation
मायक्रोटेक्निक,Microtechnique
मायक्रोआर्किटेक्चरल बिघाड,Microarchitectural deterioration
सूक्ष्मजंतू (सूक्ष्मजीव),Microbe (microorganism)
मायक्रोबियल क्लोनिंग,Microbial cloning
मायक्रोबियल फ्लोरा,Microbial flora
मायक्रोबायोलॉजी,Microbiology
मायक्रोबॉडी,Microbody
मायक्रोक्लीमेट,Microclimate
मायक्रोव्होल्यूशन,Microrevolution
मायक्रोफिलामेंट,Microfilament
मायक्रोफोसिल,Microfossil
मायक्रोइन्जेक्शन,Microinjection
सूक्ष्मजीव,Microorganism
मेथिलोट्रोफस,Methylotrophus
मायक्रोन्यूट्रिएंट,Micronutrient
सूक्ष्मजीव,Microorganism
मायक्रोफॅगस,Microphagous
मायक्रोफॅगी,Microphagy
मायक्रोपायलर एंड,Micropylar end
मायक्रोपाईल,Micropyle
मायक्रोपाईल,Micropyle
मायक्रोपाईल,Micropyle
मायक्रोसेटलाइट,Microsatellite
सूक्ष्मदर्शक,Microscope
मायक्रोस्कोपी,Microscopy
मायक्रोस्पर्मे,Microspermae
मायक्रोफेअर,Microsphere
मायक्रोस्पोरॅंगियम,Microsporangium
मायक्रोस्पोर टेट्रॅड,Microspore tetrad
मायक्रोस्पोरफिल,Microsporphyll
मायक्रोस्पोरम,Microsporum
मायक्रोटोम,Microtome
मायक्रोट्युबल ट्रिपलेट,Microtuble triplet
मायक्रोट्यूब्यूल दुहेरी,Microtubule doublet
मायक्रोव्हिली,Microvilli
Micurition,Micturition
मिडब्रेन,Midbrain
मध्यम सेरेबेलर पेडनकल,Middle cerebellar peduncle
मध्यम कान,Middle ear
मध्यम लॅमला,Middle lamella
मिडगट,Midgut
मिडवाइफ टॉड,Midwife toad
स्थलांतरित,Migrant
स्थलांतर,Migration
दुध साखर,Milk sugar
दूध उत्पादक ग्रंथी,Milk-producing gland
बाजरी,Millet
मिलिओस्मोल प्रति लिटर,Milliosmole per liter
मिलव्हस,Milvus
मिमिक्री,Mimicry
मिनामाता रोग,Minamata disease
खनिज,Mineral
खनिज घटक,Mineral element
खनिज पोषण,Mineral nutrition
खनिजकरण,Mineralisation
मिनेलो कॉर्टिकोइड,Mineralo corticoid
लघु चुंबक,Miniature magnet
खाण ऑपरेशन,Mining operation
मिनीसॅटलाइट,Minisatellite
किरकोळ खोबणी,Minor groove
मिओसीन,Miocene
मिओपपस,Miohippus
मिरिबिलिस,Mirabilis
शमविणे,Mitigation
माइटोकॉन्ड्रिया,Mitochondria
माइटोकॉन्ड्रियल मॅट्रिक्स,Mitochondrial matrix
