Punjabi,Marathi
ਘਟਾਓ ਝੰਡਾ,वजा ध्वज
ਘਟਾਓ ਝੰਡਾ,वजा ध्वज
ਘਟਾਓ ਜ਼ੋਨ,वजा क्षेत्र
ਸ਼ੀਸ਼ਾ,आरसा
ਮਿਰਰ ਸਾਈਟ,मिरर साइट
ਮਿਕਸਡ-ਰੇਡੀਕਸ ਸੰਕੇਤ,मिश्र मूलांक नोटेशन
ਮਿਕਸਰ,मिक्सर
ਮੈਮੋਨਿਕ,मेमोनिक
ਯਾਦਦਾਸ਼ਤ ਪਤਾ,मेमोनिक पत्ता
ਮੈਮੋਨਿਕਸ,नेमोनिक्स
ਮੋਬਾਈਲ,मोबाईल
ਮੋਬਾਈਲ ਕੰਪਿਊਟਿੰਗ,मोबाइल संगणन
ਮਾਡਲ,मॉडेल
ਮਾਡਲ ਰਹਿਤ ਸੰਪਾਦਕ,मोडलेस संपादक
ਮਾਡਲਿੰਗ,मॉडेलिंग
ਮੋਡਮ,मोडेम
ਮੱਧਮ,मध्यम
ਸੰਜਮ,संयत
ਸੰਚਾਲਕ,नियंत्रक
ਸੋਧਿਆ ਹਦਾਇਤ,सुधारित सूचना
ਸੋਧਕ,सुधारक
ਸੋਧਕ ਬਿੱਟ,सुधारक बिट
ਸੋਧੋ,सुधारित करा
ਮਾਡਿਊਲਰ,मॉड्यूलर
ਮਾਡਿਊਲਰਿਟੀ,मॉड्यूलरिटी
ਮੋਡੂਲੇਸ਼ਨ,मॉड्युलेशन
ਮੋਡੀਊਲ,मॉड्यूल
ਮੋਡੀਊਲ ਆਰਕੀਟੈਕਚਰ,मॉड्यूल आर्किटेक्चर
ਮਾਨੀਟਰ,मॉनिटर
ਨਿਗਰਾਨੀ ਪ੍ਰੋਗਰਾਮ,देखरेख कार्यक्रम
ਮੋਨੋਕ੍ਰੋਮ ਡਿਸਪਲੇਅ,मोनोक्रोम डिस्प्ले
ਮੋਨੋਲੀਥਿਕ ਏਕੀਕ੍ਰਿਤ ਸਰਕਟ,मोनोलिथिक इंटिग्रेटेड सर्किट
monolithic ਤਕਨਾਲੋਜੀ,मोनोलिथिक तंत्रज्ञान
ਮੋਨੋਸਪੇਸ ਫੌਂਟ,मोनोस्पेस फॉन्ट
ਮੋਨੋਸਟਬਲ,मोनोस्टेबल
ਮੋਨੋਟੋਰੀਸੀਟੀ,मोनोटोरिसिटी
ਰੂਪ,मॉर्फ
ਮੋਰਫੇਮ,मॉर्फीम
ਰੂਪਵਾਦ,मॉर्फिझम
ਮੌਰਗੇਜ,गहाण
mosfet (MOSFET),mosfet (MOSFET)
ਸਭ ਮਹੱਤਵਪੂਰਨ ਬਿੱਟ,सर्वात लक्षणीय बिट
ਮਦਰ ਬੋਰਡ,मदर बोर्ड
ਮਾਤਾ ਰਜਿਸਟਰ,आई नोंदणी
ਮੋਸ਼ਨ ਤਸਵੀਰ,चलचित्रपट
ਮੋਸ਼ਨ ਪਿਕਚਰ ਐਕਸਪਰਟਸ ਗਰੁੱਪ (MPEG),मोशन पिक्चर एक्स्पर्ट्स ग्रुप (MPEG)
ਮਾਊਂਟ,माउंट
ਮਾਊਸ,उंदीर
ਮੂਵ ਕਰੋ,हलवा
ਅੱਖਰ ਨੂੰ ਹਿਲਾਓ,वर्ण हलवा
MS-DOS,एमएस-डॉस
ਐਮਐਸ-ਵਿੰਡੋਜ਼,एमएस-विंडोज
ਬਹੁ ਪਹਿਲੂ,बहु पैलू
ਮਲਟੀ ਪ੍ਰੋਸੈਸਰ,मल्टी प्रोसेसर
ਮਲਟੀ ਪ੍ਰੋਗਰਾਮਿੰਗ,मल्टी प्रोग्रामिंग
ਬਹੁ ਕਾਰਜ,मल्टी टास्किंग
ਮਲਟੀਬੱਸ,मल्टीबस
ਮਲਟੀਕਾਸਟ,मल्टीकास्ट
ਮਲਟੀਕਾਸਟ ਪਤਾ,मल्टीकास्ट पत्ता
ਮਲਟੀਕਾਸਟਿੰਗ,मल्टीकास्टिंग
ਮਲਟੀਚਿੱਪ,मल्टीचिप
ਮਲਟੀਕਸ,मल्टीक्स
ਮਲਟੀ-ਨੌਕਰੀ ਕਾਰਵਾਈ,मल्टी-जॉब ऑपरेशन
ਬਹੁ-ਪੱਧਰੀ ਮੈਮੋਰੀ,बहुस्तरीय मेमरी
ਮਲਟੀਮੀਡੀਆ ਤਕਨਾਲੋਜੀ,मल्टीमीडिया तंत्रज्ञान
ਮਲਟੀਮੋਡ,मल्टीमोड
ਕਈ,अनेक
ਮਲਟੀਪਲ ਸ਼ੁੱਧਤਾ,एकाधिक अचूकता
ਮਲਟੀਪਲ ਰਿਗਰੈਸ਼ਨ,एकाधिक प्रतिगमन
ਮਲਟੀਪਲੈਕਸ,मल्टिप्लेक्स
ਮਲਟੀਪਲੈਕਸ ਮੋਡ,मल्टिप्लेक्स मोड
ਮਲਟੀਪਲੈਕਸਰ,मल्टिप्लेक्सर
ਮਲਟੀਪਲੈਕਸਿੰਗ,मल्टिप्लेक्सिंग
ਮਲਟੀਪੁਆਇੰਟ ਨੈੱਟਵਰਕ,मल्टीपॉइंट नेटवर्क
ਮਲਟੀਪ੍ਰੋਸੈਸਿੰਗ,मल्टीप्रोसेसिंग
ਮਲਟੀਪ੍ਰੋਸੈਸਰ ਸਿਸਟਮ,मल्टीप्रोसेसर प्रणाली
ਮਲਟੀਪਰਪਜ਼ ਇੰਟਰਨੈਟ ਮੇਲ ਐਕਸਟੈਂਸ਼ਨ (MIME),बहुउद्देशीय इंटरनेट मेल विस्तार (MIME)
ਬਹੁ-ਤਹਿ,अनेक वेळापत्रक
ਮਲਟੀਸਟੇਸ਼ਨ,मल्टीस्टेशन
ਮਲਟੀਥ੍ਰੈਡਿੰਗ,मल्टीथ्रेडिंग
ਬਹੁਮੁੱਲ ਤਰਕ,बहुमूल्य तर्कशास्त्र
ਬਹੁ-ਵਿਭਿੰਨ ਵਿਸ਼ਲੇਸ਼ਣ,बहुविविध विश्लेषण
ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,मल्टीव्हायब्रेटर
ਆਪਸੀ ਬੇਦਖਲੀ,परस्पर बहिष्कार
ਆਪਸੀ ਜਾਣਕਾਰੀ,परस्पर माहिती
ਭੋਲੇ ਉਪਭੋਗਤਾ,भोळा वापरकर्ता
ਨਾਮ ਸਰਵਰ,नाव सर्व्हर
NAND ਕਾਰਵਾਈ,NAND ऑपरेशन
ਨੈਨੋ,नॅनो
ਤੰਗ ਬੈਂਡ,अरुंद बँड
ਰਾਸ਼ਟਰੀ ਸੂਚਨਾ ਬੁਨਿਆਦੀ ਢਾਂਚਾ,राष्ट्रीय माहिती पायाभूत सुविधा
ਰਾਸ਼ਟਰੀ ਸੂਚਨਾ ਮਿਆਰ ਸੰਗਠਨ (NAND NISO),राष्ट्रीय माहिती मानक संघटना (NAND NISO)
ਮੂਲ ਕੋਡ,मूळ कोड
ਮੂਲ ਕੰਪਾਈਲਰ,मूळ कंपाइलर
ਮੂਲ ਸਾਫਟਵੇਅਰ,मूळ सॉफ्टवेअर
ਕੁਦਰਤੀ ਕੰਪਾਈਲਰ,नैसर्गिक कंपाइलर
ਕੁਦਰਤੀ ਭਾਸ਼ਾ ਪ੍ਰੋਸੈਸਿੰਗ,नैसर्गिक भाषा प्रक्रिया
ਕੁਦਰਤੀ ਭਾਸ਼ਾ ਪੁੱਛਗਿੱਛ,नैसर्गिक भाषा क्वेरी
ਕੁਦਰਤੀ ਨੰਬਰ,नैसर्गिक संख्या
ਨੇਵੀਗੇਸ਼ਨ,नेव्हिगेशन
ਨੈਵੀਗੇਟਰ,नेव्हिगेटर
ਨਕਾਰਾਤਮਕ ਤਰਕ,नकारात्मक तर्क
ਨੇਸਟਡ ਲੂਪ,नेस्टेड लूप
ਨੇਸਟਡ ਮੈਕਰੋ,नेस्टेड मॅक्रो
ਨੈੱਟ,नेट
ਸ਼ੁੱਧ ਪਤਾ,निव्वळ पत्ता
ਸ਼ੁੱਧ ਨਾਗਰਿਕ,निव्वळ नागरिक
ਨੈੱਟਸਕੇਪ ਨੈਵੀਗੇਟਰ,नेटस्केप नेव्हिगेटर
ਨੈੱਟਵਰਕ ਪਹੁੰਚ ਕੰਟਰੋਲ,नेटवर्क प्रवेश नियंत्रण
ਨੈੱਟਵਰਕ ਆਰਕੀਟੈਕਚਰ,नेटवर्क आर्किटेक्चर
ਨੈੱਟਵਰਕ ਫਾਈਲ ਸਿਸਟਮ (NFS),नेटवर्क फाइल सिस्टम (NFS)
ਨੈੱਟਵਰਕ ਇਕਸਾਰਤਾ,नेटवर्क अखंडता
ਨੈੱਟਵਰਕ ਇੰਟਰਕਨੈਕਸ਼ਨ,नेटवर्क इंटरकनेक्शन
ਨੈੱਟਵਰਕ ਪਰਤ,नेटवर्क स्तर
ਨੈੱਟਵਰਕ ਪ੍ਰਬੰਧਨ,नेटवर्क व्यवस्थापन
ਨੈੱਟਵਰਕ ਟੋਪੋਲੋਜੀ,नेटवर्क टोपोलॉजी
ਨੈੱਟਵਰਕ ਵਰਚੁਅਲ ਟਰਮੀਨਲ,नेटवर्क आभासी टर्मिनल
ਨਿਰਪੱਖ ਰੀਲੇਅ,तटस्थ रिले
ਨਿਰਪੱਖ ਸੰਚਾਰ,तटस्थ प्रसारण
ਨਵੀਂ ਲਾਈਨ ਅੱਖਰ,नवीन ओळ वर्ण
ਨਵਾਂ ਸਿੰਕ,नवीन समक्रमण
NFS/ਨੈੱਟਵਰਕ ਫਾਈਲ,NFS/नेटवर्क फाइल
ਨਿਬਲ,निबळे
ਨੌ ਦਾ ਪੂਰਕ,नऊचे पूरक
ਨੋਡ,नोड
ਰੌਲਾ,गोंगाट
ਸ਼ੋਰ ਮੋਡ,आवाज मोड
ਸ਼ੋਰ ਰਹਿਤ ਕੋਡਿੰਗ,नीरव कोडिंग
ਗੈਰ ਨਿਰਣਾਇਕਤਾ,निर्धारवाद नसणे
ਗੈਰ ਵੰਡਣਯੋਗ,वितरणात्मक नाही
ਗੈਰ ਖਾਲੀ ਸੈੱਟ,रिकामा नसलेला संच
ਗੈਰ ਪ੍ਰਧਾਨ,अप्राइम
ਗੈਰ-ਇੰਟਰੈਕਟਿਵ,परस्परसंवादी नसलेले
ਗੈਰ-ਟਰਮੀਨਲ ਸਿਸਟਮ,नॉन-टर्मिनल सिस्टम
ਗੈਰ-ਅਸਥਿਰ ਮੈਮੋਰੀ,अस्थिर स्मृती
ਗੈਰ-ਅਸਥਿਰ RAM,अस्थिर रॅम
ਗੈਰ-ਵਜ਼ਨ ਵਾਲਾ ਕੋਡ,नॉन-वेटेड कोड
NOP ਹਿਦਾਇਤ,NOP सूचना
ਨਾਰ,ना
ਨਾ ਹੀ ਗੇਟ,ना गेट
ਸਧਾਰਣ,सामान्य
ਸਧਾਰਣਕਰਨ,सामान्यीकरण
ਸਧਾਰਣ ਕਰਨ ਵਾਲਾ,नॉर्मलायझर
ਨਾਰ-ਕਾਰਜ,NOR- ऑपरेशन
ਨਹੀਂ,नाही
ਸਰਕਟ ਨਹੀਂ,सर्किट नाही
ਬਰਾਬਰੀ ਵਾਲਾ ਗੇਟ ਨਹੀਂ,समतुल्य गेट नाही
ਓਪਰੇਸ਼ਨ ਨਹੀਂ,ऑपरेशन नाही
ਨਾ-ਅਤੇ,नाही-आणि
ਨਾ-ਅਤੇ ਕਾਰਵਾਈ,नाही-आणि ऑपरेशन
ਨਾ-ਜਾਂ,नाही-किंवा
ਨਾ-ਜ ਓਪਰੇਸ਼ਨ,नाही-किंवा ऑपरेशन
NP ਸੰਪੂਰਨਤਾ,NP पूर्णता
NULL ਪੁਆਇੰਟਰ,NULL पॉइंटर
ਨੰਬਰ ਥਿਊਰੀ,संख्या सिद्धांत
nyquist ਮਾਪਦੰਡ,nyquist निकष
ਵਸਤੂ,ऑब्जेक्ट
ਵਸਤੂ ਅਧਾਰਿਤ,ऑब्जेक्ट ओरिएंटेड
octal ਕੋਡ,ऑक्टल कोड
ਅਸ਼ਟ ਸੰਖਿਆ,ऑक्टल संख्या
ਓਕਟੇਟ,ऑक्टेट
ਔਕਟਰੀ,ऑक्ट्री
ਅਜੀਬ ਸਮਾਨਤਾ,विषम समता
ਦਫ਼ਤਰ ਆਟੋਮੇਸ਼ਨ,ऑफिस ऑटोमेशन
ਦਫਤਰ ਸਾਫਟਵੇਅਰ,ऑफिस सॉफ्टवेअर
ਔਫ-ਲਾਈਨ,ऑफ-लाइन
ਔਫ-ਲਾਈਨ ਪ੍ਰੋਸੈਸਿੰਗ,ऑफलाइन प्रक्रिया
ਬੰਦ-ਸੈੱਟ,ऑफ-सेट
ਓਮੇਗਾ ਨੋਟੇਸ਼ਨ,ओमेगा नोटेशन
ਔਨਲਾਈਨ ਸੰਚਾਰ,ऑनलाइन संवाद
ਔਨਲਾਈਨ ਪ੍ਰੋਸੈਸਿੰਗ,ऑनलाइन प्रक्रिया
ਓਪੀ ਰਜਿਸਟਰ,ओपी रजिस्टर
ਖੁੱਲ੍ਹਾ ਸੰਬੋਧਨ,खुला पत्ता
ਓਪਨ ਸਿਸਟਮ ਇੰਟਰਕਨੈਕਸ਼ਨ,ओपन सिस्टम इंटरकनेक्शन
ਖੁੱਲੀ ਤਾਰ,उघडी वायर
ਸੰਚਾਲਨ,ऑपरेंड
ਆਪਰੇਟਿੰਗ ਸਿਸਟਮ,ऑपरेटिंग सिस्टम
ਓਪਰੇਸ਼ਨ,ऑपरेशन
ਆਪਰੇਟਰ,ऑपरेटर
ਆਪਟੀਕਲ ਅੱਖਰ ਪਛਾਣ,ऑप्टीकल कॅरेक्टर रेकग्निशन
ਆਪਟੀਕਲ ਫਾਈਬਰ,ऑप्टिकल फायबर
ਆਪਟੀਕਲ ਫੌਂਟ,ऑप्टिकल फॉन्ट
ਆਪਟੀਕਲ ਮਾਰਕ ਪਛਾਣ (OMR),ऑप्टिकल मार्क रेकग्निशन (OMR)
ਆਪਟੀਕਲ ਮੈਮੋਰੀ,ऑप्टिकल मेमरी
ਆਪਟੀਕਲ ਰੀਡਰ,ऑप्टिकल वाचक
ਆਪਟੀਕਲ ਸਕੈਨਿੰਗ,ऑप्टिकल स्कॅनिंग
ਅਨੁਕੂਲ,इष्टतम
ਓਪਟੀਮਾਈਜੇਸ਼ਨ,सर्वोत्तमीकरण
ਆਪਟੋ ਕਪਲਰ,ऑप्टो कपलर
ਆਪਟੋਇਲੈਕਟ੍ਰੋਨਿਕਸ,ऑप्टोइलेक्ट्रॉनिक्स
ਆਪਟੋਆਈਸੋਲੇਟਰ,ऑप्टोआयसोलेटर
ਜਾਂ,किंवा
ਜਾਂ ਗੇਟ,किंवा गेट
ਜਾਂ ਓਪਰੇਸ਼ਨ,किंवा ऑपरेशन
ਦੁਆਰਾ ਆਰਡਰ,च्या आदेशाने
ਤਰਜੀਹ ਦਾ ਕ੍ਰਮ,अग्रक्रमाचा क्रम
ਆਰਡਰ ਕੀਤਾ ਜੋੜਾ,ऑर्डर केलेली जोडी
ਆਰਡਰ ਕੀਤਾ ਸੈੱਟ,ऑर्डर केलेला सेट
ਆਰਡਰ ਕੀਤਾ ਰੁੱਖ,ऑर्डर केलेले झाड
ਆਉਟਪੁੱਟ ਡਾਟਾ,आउटपुट डेटा
ਆਉਟਪੁੱਟ ਜੰਤਰ,आउटपुट डिव्हाइस
ਆਉਟਪੁੱਟ ਫਾਇਲ,आउटपुट फाइल
ਆਉਟਪੁੱਟ ਮੋਡੀਊਲ,आउटपुट मॉड्यूल
ਆਉਟਪੁੱਟ ਬਿਆਨ,आउटपुट स्टेटमेंट
ਆਉਟਪੁੱਟ ਸਟਰੀਮ,आउटपुट प्रवाह
ਆਉਟਪੁੱਟ ਯੂਨਿਟ,आउटपुट युनिट
ਵੱਧ ਵਹਾਅ,ओव्हर फ्लो
ਓਵਰ ਲੇਟ,प्रती घालणे
ਵੱਧ ਲੋਡ,जास्त भार
ਛਪਾਈ ਵੱਧ,मुद्रण प्रती
ਓਵਰ ਰਨ,जास्त धावणे
ਓਵਰ ਰਨ ਗਲਤੀ,ओव्हर रन त्रुटी
ਓਵਰਹੈੱਡ ਬਿੱਟ,ओव्हरहेड बिट
ਓਵਰਲੈਪ,ओव्हरलॅप
ਓਵਰਲੇ ਪ੍ਰੋਗਰਾਮ,आच्छादन कार्यक्रम
ਓਵਰਰਾਈਡ ਰੁਕਾਵਟ,ओव्हरराइड व्यत्यय
ਓਵਰਰਾਈਟ ਕਰੋ,ओव्हरराइट करा
ਆਪਣੀ ਕੋਡਿੰਗ,स्वतःचे कोडिंग
ਪੈਕ,पॅक
ਪੈਕੇਜ,पॅकेज
ਪੈਕੇਟ,पॅकेट
ਪੈਕੇਟ ਸਵਿਚਿੰਗ,पॅकेट स्विचिंग
ਪੈਕਿੰਗ ਕਾਰਕ,पॅकिंग घटक
ਪੈਡਿੰਗ,पॅडिंग
ਪੰਨਾ,पान
ਪੇਜ ਐਡਰੈਸਿੰਗ,पृष्ठ पत्ता
ਪੰਨਾ ਬਰੇਕ,पृष्ठ खंड
ਪੰਨਾ ਫੁੱਟਿੰਗ,पृष्ठ फूटिंग
ਵਿੱਚ ਪੰਨਾ,मध्ये पृष्ठ
ਪੰਨਾ ਬਾਹਰ,पृष्ठ बाहेर
ਪੰਨਾ ਰੀਡਰ,पृष्ठ वाचक
ਪੰਨਾ ਸਵੈਪ,पृष्ठ स्वॅप
ਪੇਜਡ ਮੈਮੋਰੀ,पृष्ठबद्ध मेमरी
ਪੇਜਿੰਗ,पेजिंग
ਪਾਮ ਸਿਖਰ,पाम टॉप
ਕਾਗਜ਼ ਸੂਚਕ,पेपर सेन्सर
ਸਮਾਨਾਂਤਰ ਐਲਗੋਰਿਥਮ,समांतर अल्गोरिदम
ਸਮਾਨਾਂਤਰ ਕੰਪਿਊਟਰ,समांतर संगणक
ਪੈਰਲਲ ਇੰਟਰਫੇਸ,समांतर इंटरफेस
ਸਮਾਨਾਂਤਰ ਪੋਰਟ,समांतर बंदर
ਸਮਾਨਾਂਤਰ ਪ੍ਰੋਸੈਸਿੰਗ,समांतर प्रक्रिया
ਸਮਾਨਾਂਤਰ ਪ੍ਰੋਗਰਾਮਿੰਗ,समांतर प्रोग्रामिंग
ਪੈਰਾਮੀਟਰ,पॅरामीटर
ਮਾਪੇ,पालक
ਸਮਾਨਤਾ,समता
ਪਾਰਸ ਰੁੱਖ,पार्स झाड
ਪਾਰਸਰ,पार्सर
ਪਾਰਸਿੰਗ,पार्सिंग
ਵੰਡ,विभाजन
ਵਿਭਾਗੀਕਰਨ,विभाजन करणे
ਪਾਸਵਰਡ,पासवर्ड
ਮਾਰਗ,मार्ग
ਪੈਟਰਨ ਮਾਨਤਾ,नमुना ओळख
ਪੀਸੀ-ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (ਪੀਸੀਡੀਓਐਸ),पीसी-डिस्क ऑपरेटिंग सिस्टम (पीसीडीओएस)
ਪੀਰ,समवयस्क
ਕਲਮ ਪਲਾਟਰ,पेन प्लॉटर
ਪੇਂਟੀਅਮ,पेंटियम
ਆਵਰਤੀ,नियतकालिक
ਪੈਰੀਫਿਰਲ,गौण
ਪਰੀ,पेरी
ਸਥਾਈ ਵਰਚੁਅਲ ਸਰਕਟ,कायम व्हर्च्युअल सर्किट
ਸਥਿਰ,कायम
ਵਿਅਕਤੀਗਤ ਕੰਪਿਊਟਰ (ਪੀਸੀ),वैयक्तिक संगणक (पीसी)
ਕਰਮਚਾਰੀ ਡਿਜੀਟਲ ਸਹਾਇਕ (PDA),कर्मचारी डिजिटल सहाय्यक (PDA)
ਫੈਂਟਮ,प्रेत
ਪੜਾਅ,टप्पा
Phoneme,फोनेम
ਫੋਨੇਟਿਕ ਸਿਸਟਮ,ध्वन्यात्मक प्रणाली
ਫੋਟੋ ਡਾਇਓਡ,फोटो डायोड
ਸਰੀਰਕ,शारीरिक
ਭੌਤਿਕ ਇੰਟਰਫੇਸ,भौतिक इंटरफेस
ਪਿਕੋ,पिको
ਪਾਈ ਚਾਰਟ,पाई चार्ट
ਪਾਈ ਗ੍ਰਾਫ,पाई आलेख
ਪਿੱਚ,खेळपट्टी
ਪਿਕਸਲ,पिक्सेल
ਸਧਾਰਨ ascii (ASCII),साधा ascii (ASCII)
ਸਧਾਰਨ ਪਾਠ,साधा मजकूर
ਯੋਜਨਾਬੰਦੀ,नियोजन
ਪਲੇਟਫਾਰਮ,प्लॅटफॉर्म
ਪਲਾਟਰ,प्लॉटर
ਸਾਜਿਸ਼ ਸਿਰ,प्लॉटिंग डोके
ਪਲੱਗਬੋਰਡ,प्लगबोर्ड
ਬਿੰਦੂ,पॉइंट
ਪੁਆਇੰਟ ਟੂ ਪੁਆਇੰਟ ਪ੍ਰੋਟੋਕੋਲ (PPP),पॉइंट टू पॉइंट प्रोटोकॉल (पीपीपी)
ਪੁਆਇੰਟਰ,सूचक
ਧਰੁਵੀਕਰਨ,ध्रुवीकरण
ਪੋਲਿੰਗ,मतदान
ਬਹੁਭੁਜ ਕਲਿੱਪਿੰਗ,बहुभुज क्लिपिंग
ਪੋਲੀਮੋਰਫਿਜ਼ਮ,बहुरूपता
ਬਹੁਪਦ,बहुपद
ਪੀਓਪੀ (ਪੋਸਟ ਆਫਿਸ ਪ੍ਰੋਟੋਕੋਲ),पीओपी (पोस्ट ऑफिस प्रोटोकॉल)
ਪੌਪ-ਅੱਪ ਮੀਨੂ,पॉप-अप मेनू
ਪੋਰਟੇਬਿਲਟੀ,पोर्टेबिलिटी
ਪੋਰਟਰੇਟ,पोर्ट्रेट
ਪੋਸਟ ਆਰਡਰ,पोस्ट ऑर्डर
ਪੋਸਟ ਸਕ੍ਰਿਪਟ,पोस्ट स्क्रिप्ट
ਪੋਸਟਮਬਲ ਬਿੱਟ,पोस्टाम्बल बिट
ਪੋਸਟਫਿਕਸ,पोस्टफिक्स
ਪਾਵਰ ਡਾਊਨ,वीज खंडित
ਬਿਜਲੀ ਦੀ ਬੰਦ,पॉवर-बंद
