Tamil,Hindi
ஒளியியல் குறி அங்கீகாரம் (OMR),प्रकाशीय चिन्ह अभिज्ञान (ओ एम आर)
ஒளியியல் நினைவகம்,"1.प्रकाशिक स्मृति, 2.प्रकाशिक मेमोरी"
ஆப்டிகல் ரீடர்,प्रकाशिक पाठक
ஆப்டிகல் ஸ்கேனிங்,"1.प्रकाशिक क्रमवीक्षण, 2.प्रकाशिक स्केनिंग"
உகந்தது,"1.ऐच्छिक, 2.वैकल्पिक"
உகப்பாக்கம்,इष्टतमीकरण
ஆப்டோ கப்ளர்,प्रकाशीय युग्मक
ஆப்டோ எலக்ட்ரானிக்ஸ்,ऑप्टोइलेक्ट्रॉनिकी
ஆப்டோஐசோலேட்டர்,"1.प्रकाशीय पृथक्कारक, 2.प्रकाशीय विलगक"
அல்லது,ऑर
அல்லது வாயில்,ऑर द्वार
அல்லது செயல்பாடு,ऑर संक्रिया
உத்தரவின் படி,क्रमानुसार
முன்னுரிமை வரிசை,अग्रता-क्रम
ஆர்டர் செய்யப்பட்ட ஜோடி,क्रमित युग्म
ஆர்டர் செட்,क्रमित समुच्चय
உத்தரவு மரம்,क्रमित वृक्ष
வெளியீடு தரவு,निर्गम आंकड़ए
வெளியீடு சாதனம்,निर्गम युक्ति
வெளியீடு கோப்பு,निर्गम संचिका
வெளியீடு தொகுதி,"1.निर्गम माड्यूल, 2.निर्गम अनुखंड"
வெளியீடு அறிக்கை,निर्गम कथन
வெளியீடு ஸ்ட்ரீம்,निर्गम धारा
வெளியீட்டு அலகு,निर्गम एकक
அதிக ஓட்டம்,अधिप्रवाह
மேல் கிடந்தது,उपरिशायी
அதிக சுமை,अधिभार
மேல் அச்சிடுதல்,अधिमुद्रण
ஓவர் ரன்,अधिवहित
ஓவர் ரன் பிழை,अधिवहित त्रुटि
மேல்நிலை பிட்,"1.उपरि द्वयंक, 2.ऊपरि बिट"
ஒன்றுடன் ஒன்று,अधिव्याप
மேலடுக்கு திட்டம்,उपरिशायी क्रमादेश
குறுக்கீடு மேலெழுதல்,अधिवहित आंतरायन
மேலெழுதவும்,अतिलेखन
சொந்த குறியீட்டு முறை,निजी कूटलेखन
பேக்,संकुल
தொகுப்பு,"1.पैकेज,2.संकुल"
பாக்கெட்,पैकेट
பாக்கெட் மாறுதல்,पैकेट स्विचन
பேக்கிங் காரணி,संकुलनांक
திணிப்பு,पैडन
பக்கம்,पृष्ठ
பக்க முகவரி,पृष्ठ पताभिगमन
பக்க இடைவெளி,पृष्ठांतर
பக்க அடிக்குறிப்பு,"1.पृष्ठांत, 2.पृष्ठफुटिंग"
பக்கம்,पृष्ठ प्रवेश
பக்கம் வெளியே,पृष्ठ निर्गम
பக்க வாசகர்,पृष्ठ पाठक
பக்க மாற்றம்,पृष्ठ गमागम
பக்க நினைவகம்,"1.पृष्ठित स्मृति, 2.पृष्ठांकित"
பேஜிங்,"1.स्मृति पृष्ठन, 2.पृष्ठीकरण"
உள்ளங்கை மேல்,पामटॉप
காகித சென்சார்,कागज संवेदक
இணை அல்காரிதம்,"1.समांतर कलनविधि, 2.समांतर एल्गोरिथ्म"
