Hindi,Kannada
युगपत् संसाधन अभिकलित्र,"ಸಮಾನಾಂತರ ಸಂಸ್ಕರಣೆ
 ಕಂಪ್ಯೂಟರ್"
युगपत् क्रमादेशन,"ಸಮಾನಾಂತರವಾಗಿ
 ಪ್ರೋಗ್ರಾಮಿಂಗ್"
युगपत् पुनर्लेखन पद्धति,"ಸಮಾನಾಂತರ ಪುನಃ ಬರೆಯುವಿಕೆ
 ವ್ಯವಸ್ಥೆ"
युगपत् संसाधन,"ಸಮಾನಾಂತರ ಓಟ
 (= ಸಮಾನಾಂತರ
 ಪ್ರಕ್ರಿಯೆ))"
युगपत् खोज भंडारण,"ಸಮಾನಾಂತರ ಹುಡುಕಾಟ
 ಸಂಗ್ರಹಣೆ"
युगपत् भंडारण,ಸಮಾನಾಂತರ ಸಂಗ್ರಹ
युगपत् अंतक,ಸಮಾನಾಂತರ ಟರ್ಮಿನಲ್
युगपत् अनुक्रमी रूपांतरित्र,"ಸಮಾನಾಂತರಕ್ಕೆ ಸಂಬಂಧಿಸಿದ
 ವರ್ಗಾಯಿಸುವವನು"
युगपत् स्थानांतरण,ಸಮಾನಾಂತರ ವರ್ಗಾವಣೆ
युगपत् संचरण,"ಸಮಾನಾಂತರವಾಗಿ
 ರೋಗ ಪ್ರಸಾರ"
प्राचल,ನಿಯತಾಂಕ
प्राचल खंडक,ನಿಯತಾಂಕ ನಿರ್ಬಂಧ
प्राचल पत्रक,ನಿಯತಾಂಕಗಳ
प्राचल निरूपक,"ನಿಯತಾಂಕ
 ವಿವರಣಕಾರ"
प्राचल निरूपक सूची,"ನಿಯತಾಂಕ
 ವಿವರಣಾತ್ಮಕ ಪಟ್ಟಿ"
प्राचल पारण,ನಿಯತಾಂಕ ಹಾದುಹೋಗುವಿಕೆ
प्राचल परीक्षण,ನಿಯತಾಂಕ ಪರೀಕ್ಷೆ
प्राचल शब्द,ನಿಯತಾಂಕ ಪದ
प्राचलिक क्रमादेशन,"ಕಲಾವಿದರ
 ಪ್ರೋಗ್ರಾಮಿಂಗ್"
प्राचलिक तकनीक,"ಕಲಾವಿದರ
 ತಂತ್ರ"
प्राचलिक विचरण,"ಕಲಾವಿದರ
 ಬದಲಾವಣೆ"
पैरामेट्रॉन,ನಡುಮಾಪಕ
अवांछित संकेत,ಪರಾವಲಂಬಿ ಸಂಕೇತ
कोष्ठक मुक्त संकेतन,"ಆವರಣ ಉಚಿತ
 ನಿದರ್ಶನ"
मूल खंट,ಪೋಷಕ ವಿಭಾಗ
समता द्वि-अंक,ಪ್ಯಾರಿಟಿ ಬಿಟ್
समता जाँच,ಪ್ಯಾರಿಟಿ ಚೆಕ್
समता जाँच कूट,ಪ್ಯಾರಿಟಿ ಚೆಕ್ ಕೋಡ್
समता जाँच मैट्रिक्स,"ಪ್ಯಾರಿಟಿ ಚೆಕ್
 ಕುಶಲತೆ"
समता अंक,ಪ್ಯಾರಿಟಿ ಅಂಕಿಯ
समता पताका,ಪ್ಯಾರಿಟಿ ಧ್ವಜ
समता लाइन परिपथ,ಪ್ಯಾರಿಟಿ ಲೈನ್ ಸರ್ಕ್ಯೂಟ್
पद व्याख्या,ಕಡು
पद व्याख्यायित्र,ಪಥ್ಯ
पद व्याख्या तरु,ಒಂದು ಬಗೆಯ ಮರ
पद परिचय,ಕಟುಕ
आंशिक हसित,ಭಾಗಶಃ ಸಾಗಣೆ
आंशिक शुद्धता,ಭಾಗಶಃ ಕಾರ್ಕ್ಟ್ನೆಸ್
आंशिक फलन,ಭಾಗಶಃ ಕಾರ್ಯ
अंशतः योग्य नाम,"ಭಾಗಶಃ ಅರ್ಹತೆ
 ಹೆಸರು"
आंशिक क्रमण,ಭಾಗಶಃ ಆದೇಶ
आंशिक पठन स्पंद,ಭಾಗಶಃ ಓದುವ ನಾಡಿ
आंशिक पुनरावर्तन फलन,"ಭಾಗಶಃ ಪುನರಾವರ್ತನೆಯ
 ಕಾರ್ಯ"
आंशिक शब्द,ಭಾಗಶಃ ಪದ
आंशिक लेखन स्पंद,ಭಾಗಶಃ ಬರಹ ನಾಡಿ
विभाजित अभिगम विधि,"ವಿಭಜಿತ ಪ್ರವೇಶ
 ವಿಧಾನ"
विभाजित आँकड़ा समुच्चय,"ವಿಭಜಿತ ಡೇಟಾ
 ನಿಗದಿ"
विभाजन,ವಿಭಾಗೀಕರಣ
अंश क्रमादेशन,ಭಾಗ ಪ್ರೋಗ್ರಾಮಿಂಗ್
पार्टी लाइन सेवा,ಪಕ್ಷದ ಸಾಲಿನ ಸೇವೆ
पास्कलप्लस,ಪ್ಯಾಸ್ಕಲ್ ಜೊತೆಗೆ
पारणबैंड़,ಪಾರ
पारण बैंड प्रणाल,ಪಾಸ್ಬ್ಯಾಂಡ್ ಚಾನೆಲ್
पारित आँकड़ा समुच्चय,ರವಾನಿಸಿದ ಡೇಟಾ ಸೆಟ್
पारण अनुदेश,ಪಾಸ್ ಸೂಚನೆ
निष्क्रिय आलेखिकी,ನಿಷ್ಕ್ರಿಯ ಗ್ರಾಫಿಕ್ಸ್
निष्क्रिय विधा,ನಿಷ್ಕ್ರಿಯ ಕ್ರಮ
निष्क्रिय केन्द्र,ನಿಷ್ಕ್ರಿಯ ನಿಲ್ದಾಣ
पारण शब्द,ಗುಪ್ತಪದ
यथेच्छ योजक,ತೇಪೆ
यथेच्छ योजक ब्यूह खंड,ಕವಣೆ
यथेच्छ योजक बोर्ड,ತಿರಸ್ಕಾರ ಮಂಡಳಿ
यथेच्छ योजक पट्टिका,ತಿರಸ್ಕಾರ ಫಲಕ
यथेच्छ योजक प्लग,ಪ್ಯಾಚ್ ಪ್ಲಗ್
यथेच्छ योजक नेमका,ಪ್ಯಾಚ್ ದಿನಚರಿ
पथ विश्लेषण,ಮಾರ್ಗ ವಿಶ್ಲೇಷಣೆ
पथ प्रतिबंध,ಮಾರ್ಗ
"एथ घटक, पथ पाश घटक","ಪಾತ್ ಫ್ಯಾಕ್ಟರ್ (= ಮಾರ್ಗ
 ಲೂಪ್ ಫ್ಯಾಕ್ಟರ್)"
प्रतिरूप रूपांतरण युक्ति,"ಮಾದರಿ
 ಉಚ್ಚಾಟನೆ
 ಸಾಧನ"
प्रतिरूप हस्तन कथन,"ಮಾದರಿಯ ನಿರ್ವಹಣೆ
 ಹೇಳಿಕೆ"
प्रतिरूप तालिका,ಪ್ಯಾಟರ್ನ್ ದಾಸ್ತಾನು
प्रतिरूप अभिज्ञान,"ಮಾದರಿ
 ಗುರುತಿಸುವಿಕೆ"
प्रतिरूप संवेदनशील भ्रंश,"ಪ್ಯಾಟರ್ನ್ ಸೆನ್ಸಿಟಿವ್
 ತಪ್ಪು"
विश्राम अनुदेश,ವಿರಾಮ ಸೂಚನೆ
विश्राम पुनःप्रयास,ವಿರಾಮ ಮರುಪ್ರಯತ್ನಿಸಿ
बालसूक्ष्म अभिकलित्र,ಪಿ ಸಿ ಜೂನಿಯರ್
शिखर लोड,ಶಿಖರ ಹೊರೆ
सम स्तर,ಪೀರ್ ಟು ಪೀರ್
सम स्तर संचार,"ಪೀರ್ ಟು ಪೀರ್
 ಸಂವಹನ"
उद्बुधन संख्या,Peg0count
चित्र अवयव,ಹಲ್ಲು
चित्र अवयव मैट्रिक्स,ಹಳ್ಳ
प्रकाश लेखनी नियंत्रण,ಪೆನ್ (ಬೆಳಕು) ನಿಯಂತ್ರಣ
उत्पारण,ನಡುಗುವಿಕೆ
परिपूर्ण कूट,ಪರಿಪೂರ್ಣ ಕೋಡ್
परिपूर्णी अनुरक्षण,"ಪರಿಪೂರ್ಣ
 ನಿರ್ವಹಣೆ"
अवछिद्रित टेप,ರಂಧ್ರದ ಟೇಪ್
अवछिद्रित टेप कूट,"ರಂಧ್ರದ ಟೇಪ್
 ಸಂಹಿತೆ"
अवछिद्रित टेप पठित्र,"ರಂಧ್ರದ ಟೇಪ್
 ಓದುಗ"
अवछिद्रित्र,ರಂಧ್ರ ಮಾಡುವವನು
निष्पादन विश्लेषण और मूल्यांकन,"ಪ್ರದರ್ಶನ
 ವಿಶ್ಲೇಷಣೆ ಮತ್ತು
 ಮೌಲ್ಯಮಾಪನ"
निष्पादन मूल्याकंन,"ಪ್ರದರ್ಶನ
 ಮೌಲ್ಯಮಾಪನ"
निष्पादन समूह,"ಪ್ರದರ್ಶನ
 ದೆವ್ವ"
निष्पादन मानिटरन,"ಪ್ರದರ್ಶನ
 ಉಸ್ತುವಾರಿ"
निष्पादन उदेश्य,"ಪ್ರದರ್ಶನ
 ಉದ್ದೇಶಪೂರ್ವಕ"
निष्दान आवश्यकता,"ಪ್ರದರ್ಶನ
 ಅವಶ್ಯಕತೆ"
निष्पादन विनिर्देश,"ಪ್ರದರ್ಶನ
 ನಿರ್ದಿಷ್ಟತೆ"
निष्पादन सत्यापन,"ಪ್ರದರ್ಶನ
 ಪರಿಶೀಲನೆ"
कालावधि परिभाषा,ಅವಧಿಯ ವ್ಯಾಖ್ಯಾನ
"उपांतीय, उपसाधन, सहायक यंत्र",ಬಾಹ್ಯ
उपांतीय पता,"ಬಾಹ್ಯ
 ಭಾಷಣ"
उपांतीय बस,ಬಾಹ್ಯ ಬಸ್
उपांतीय नियंत्रण,ಬಾಹ್ಯ ನಿಯಂತ್ರಣ
उपांतीय नियंत्रण एकक,"ಬಾಹ್ಯ ನಿಯಂತ್ರಣ
 ಘಟಕ"
उपांतीय रूपांतर क्रमादेश,"ಬಾಹ್ಯ
 ಪರಿವರ್ತನೆ
 ಕಾರ್ಯಕ್ರಮ"
उपांतीय युक्ति,ಬಾಹ್ಯ ಸಾಧನ
उपांतीय उपकरण,"ಬಾಹ್ಯ
 ಉಪಕರಣ"
उपांतीय अंतरापृष्ठ अनुकूलित्र,"ಬಾಹ್ಯ
 ಇಂಟರ್ಫೇಸ್ ಅಡಾಪ್ಟರ್"
उपांतीय अंतरापृष्ठ प्रणाल,"ಬಾಹ್ಯ
 ಇಂಟರ್ಫೇಸ್ ಚಾನಲ್"
उपांतीय अंतरापृष्ठ पंजी,"ಬಾಹ್ಯ
 ಇಂಟರ್ಫೇಸ್ ರಿಜಿಸ್ಟರ್"
उपांतीय अंतरायन,"ಬಾಹ್ಯ
 ಅಡಚಣೆ"
उपांतीय आसंधि,ಬಾಹ್ಯ ನೋಡ್
उपांतीय प्रचालन,"ಬಾಹ್ಯ
 ಕಾರ್ಯಾಚರಣೆ"
उपांतीय संसाधित्र,"ಬಾಹ್ಯ
 ಸಂಸ್ಕರಕ"
उपांतीय उपतंत्र,"ಬಾಹ್ಯ
 ವ್ಯವಸ್ಥೆ"
उपांतीय स्थानांतरण,ಬಾಹ್ಯ ವರ್ಗಾವಣೆ
उपांतीय ट्रंक,ಬಾಹ್ಯ ಕಾಂಡ
स्थायी त्रुटि,ಶಾಶ್ವತ ದೋಷ
स्थायी संचिका,ಶಾಶ್ವತ ಫೈಲ್
स्थायी स्मृति,"ಶಾಶ್ವತ
 ನೆನಪು"
स्थायी पठन लेखन त्रुटि,"ಶಾಶ್ವತ
 ದೋಷವನ್ನು ಓದಿ/ಬರೆಯಿರಿ"
स्थायी संकेत,ಶಾಶ್ವತ ಸಂಕೇತ
स्थायी भंडारण,ಶಾಶ್ವತ ಸಂಗ್ರಹ
स्थायी कल्पित परिपथ,"ಶಾಶ್ವತ ವರ್ಚುವ
 ಸುತ್ತಾಟ"
वैयक्तिक अभिकलित्र,ವೈಯಕ್ತಿಕ ಕಂಪ್ಯೂಟರ್
पेट्री जाल,ಪೆಟ್ರಿ ನೆಲೆ
अपर परिपथ,ಪತಂಗಕ ಸರ್ಕ್ಯೂಟ್
अपर समूह,ಪಡಗ
कला नियतांक,ಹಂತ ಸ್ಥಿರ
कला कूटवाचक,ಹಂತ -ಡಿಕೋಡರ್
कला विरूपण,ಹಂತ ಅಸ್ಪಷ್ಟತೆ
कला कूट लिखित,ಹಂತ ಎನ್ಕೋಡ್ ಮಾಡಲಾಗಿದೆ
काल कूट लेखन,ಹಂತ ಪತ್ತೆ
कला प्रतिलोमन माडुलन,"ವಿಲೋಮ
 ಉಚ್ulationಾಟನೆ"
कला आकंप,ಕಾಲಿಡ
कला तालकित दोलित्र,"ಹಂತ ಲಾಕ್ ಮಾಡಲಾಗಿದೆ
 ಆಂದೋಲಕ"
कला तालक पाश,ಹಂತದ ಲಾಕ್ ಲೂಪ್
कला माहुलन अभिलेखन,"ಹಂತಪಶುತೆ
 ರೆಕಾರ್ಡಿಂಗ್"
कला विस्थापन कुंजीयन,ಹಂತದ ಶಿಫ್ಟ್ ಕೀಯಿಂಗ್
स्वनिम,ಉಚ್ಚಾಟನೆ
स्वन तंत्र,ಧ್ವನಿ ವ್ಯವಸ್ಥೆಯ
फोटो सेल मैट्रिक्स,ದುಗಗತ್ತಿಗೆಯ
प्रकाश अश्मलेखन,ಫೋಟೋ ಲಿಥೊಗ್ರಫಿ
सूक्ष्मदर्शीय फोटोग्राफी,ಫೋಟೋ ಮೈಕ್ರೊಗ್ರಾಫ್
सूक्ष्मदर्शीय फोटोग्राफी,"Photoಷಧ
 ಮೈಕ್ರೋಗ್ರಫಿ"
प्रकाश प्रतिरोधी,ಫೋಟೋ ಪ್ರತಿರೋಧ
प्रकाश संवेदित्र,ಫೋಟೋ ಸಂವೇದಕ
प्रकाशित टाइप सेटर,ಫೋಟೋ ಪ್ರಕಾರದ ಸೆಟ್ಟರ್
भौतिक अभिगम स्तर,"ದೈಹಿಕ ಪ್ರವೇಶ
 ಸಮಾಧಿ"
भौतिक खंडक,ದೈಹಿಕ ನಿರ್ಬಂಧ
भौतिक परिपथ,ಭೌತಿಕ ಸರ್ಕಿ
भौतिक संबंधन,"ಭೌತ
 ಸಂಪರ್ಕ"
भौतिक अंतरापृष्ठ,ಭೌತಿಕ ಸಂಪರ್ಕ
भौतिक परत,ಭೌತಿಕ ಪದರ
भौतिक मुख्य भंडारण,"ಭೌತಿಕ ಮುಖ್ಯ
 ಸಂಗ್ರಹಣೆ"
भौतिक मूल खंड,"ದೈಹಿಕ ಪೋಷಕ
 ಭಾಗ"
भौतिक अभिलेख,ದೈಹಿಕ ದಾಖಲೆ
भौतिक अभिलेख खंडक,"ದೈಹಿಕ ದಾಖಲೆ
 ನಿರ್ಬಂಧ"
भौतिक संबंध,"ಭೌತ
 ಸಂಬಂಧ"
भौतिक साधन,ಭೌತಿಕ ಸಂಪನ್ಮೂಲ
भौतिक खंड,ಭೌತಿಕ ವಿಭಾಗ
भौतिक अनुकार,"ಭೌತ
 ವೇಷಭೂಷಣ"
भौतिक संरचना,ಭೌತ
भौतिक आयतन,ದೈಹಿಕ ಪ್ರಮಾಣ
"पिक अप, उद्ग्राही",ಮೇಲಕ್ಕೆತ್ತಿ
उद्ग्राही युक्ति,ಸಾಧನವನ್ನು ಎತ್ತಿಕೊಳ್ಳಿ
पिको सेकंड,ಪಿಕೊ ಎರಡನೇ
"चित्रमय, चित्रीय",ಚಿತ್ರಾತ್ಮಕ
चित्र अल्पांश,ಚಿತ್ರ ಅಂಶ
चित्र संसाधन,ಚಿತ್ರ ಸಂಸ್ಕರಣೆ
चित्रि विनिर्देश,"ಚಿತ್ರ
 ನಿರ್ದಿಷ್ಟತೆ"
चित्र विनिर्देश संप्रतीक,"ಚಿತ್ರ
 ನಿರ್ದಿಷ್ಟತೆ
 ಪಾತ್ರ"
पृच्छलग्न यंत्र सामग्री,"ಪಿಗ್ಗಿ ಬ್ಯಾಕ್
 ಚರಂಡಿ"
मार्गदर्शी निदर्श,ಪ್ರಾಯೋಗಿಕ ಮಾದರಿ
मार्गदर्शी टेप,ಪೋಲಾಟ್ ಟೇಪ್
पिन बोर्ड,ಬಿಲ್ಲೆ
चॉप रोलर,ಪಿಂಚ್ ರೋಲರ್
पिन भारण रोहपट्ट,ಪಿನ್ ಫೀಡ್ ಪ್ಲೇಟನ್
संपंक्ति संसाधन,ಪೈಪ್‌ಲೈನ್ ಸಂಸ್ಕರಣೆ
संपंक्तीयन,ಕೊಳವೆ
संप्रतीक अंतराल,ಪಟ್ಟು
चित्र अवयव,ಒಂದು ಬಗೆಯ ಉಗುರು
चित्र अवयवीकरण,ಬಿಲ್ಲೆ
स्थान,ಸ್ಥಳ
समतली आलेख,ಪ್ಲ್ಯಾನರ್ ಗ್ರಾಫ್
प्लैज्मा प्रदर्श,ಪ್ಲಾಸ್ಮಾ ಪ್ರದರ್ಶನ
प्लैज्मा पटटिका,ಪ್ಲಾಸ್ಮಾ ಫಲಕ
प्लैज्मा किरण युक्ति,ಪ್ಲಾಸ್ಮಾ ರೇ ಸಾಧನ
"प्लेटन, रोहपटट",ದಳ
संकेतन,ಚಾಚು
आलेखित्र,ಸಂಚಾರಿ
आलेखन,ಸಂಚು ರೂಪಿಸುವುದು
आलेखन शीर्घ,ಹೆಡ್ ಪ್ಲಾಟಿಂಗ್
प्लगबोर्ड,ಫಲಕ
प्लगबोर्ड संचित्र,ಪ್ಲಗ್ಬೋರ್ಡ್ ಚಾರ್ಟ್
प्लगबोर्ड अभिकलित्र,"ಫಲಕ
 ಕಂಪ್ಯೂಟರ್"
प्लग सुसंगत,ಪ್ಲಗ್ ಹೊಂದಾಣಿಕೆ
प्लगन संचित्र,ಪ್ಲಗ್ ಚಾರ್ಟ್
वातीय तर्क,ನ್ಯೂಮ್ಯಾಟಿಕ್ ತರ್ಕ
संचयिका,ಜೇಬ
संचयिका शाटन,ಪಾಕೆಟ್ ವಿಂಗಡಣೆ
सूचक चर,ಪಾಯಿಂಟರ್ ವೇರಿಯಬಲ್
बिंदु आलेखन तकनीक,"ಗಲಾಟೆ
 ತಂತ್ರ"
बिंदुशः संबंधन,"ಬಿಂದುವಿಗೆ ಬಿಂದುವಾಗಿದೆ
 ಸಂಪರ್ಕ"
बिंदुशः लाइन,ಪಾಯಿಂಟ್ ಟು ಪಾಯಿಂಟ್ ಲೈನ್
बिंदुशः संचरण,"ಬಿಂದುವಿಗೆ ಬಿಂದುವಾಗಿದೆ
 ರೋಗ ಪ್ರಸಾರ"
ध्रुवी कुंजीयन,ಧ್ರುವೀಯ ಕೀಯರ್
ध्रुवी प्रचालन,ಧ್ರುವ ಕಾರ್ಯಾಚರಣೆ
ध्रुवी रिले,ಧ್ರುವ ರಂಧ್ರ
ध्रुवी संकेत,ಧ್ರುವ ಸಂಕೇತ
ध्रुवी संचरण,ಧ್ರುವ ಪ್ರಸರಣ
क्रमवरण,ಸಮರಸ
क्रमवरण संप्रतीक,ಮತದಾನದ ಪಾತ್ರ
क्रमवरण अंतराल,ಮತದಾನದ ಮಧ್ಯಂತರ
