Malayalam,Assamese
സന്ദേശ തലക്കെട്ട്,বাৰ্তাৰ হেডাৰ
സന്ദേശ മോഡ്,বাৰ্তা ধৰণ
സന്ദേശം കൈമാറുന്നു,বাৰ্তা পাছ কৰা
സന്ദേശ വോട്ടെടുപ്പ്,বাৰ্তা ভোটদান
സന്ദേശ ക്യൂ,বাৰ্তা শাৰী
സന്ദേശ സ്വിച്ച്,বাৰ্তা চুইচ
സന്ദേശ വാചകം,বাৰ্তাৰ লিখনী
സന്ദേശ കൈമാറ്റ ഏജന്റ്,বাৰ্তা স্থানান্তৰ এজেন্ট
മെറ്റാ അസംബ്ലർ,মেটা এছেম্বলাৰ
മെറ്റാ ക്ലാസ്,মেটা ক্লাছ
മെറ്റാ സമാഹാരം,মেটা সংকলন
മെറ്റാ കമ്പൈലർ,meta কম্পাইলাৰ
മെറ്റാ ഭാഷ,মেটা ভাষা
മെറ്റാ നെറ്റ്വർക്ക്,মেটা নেটৱাৰ্ক
മെറ്റാ സിസ്റ്റം,মেটা চিস্টেম
രീതി,প্রণালী
മെട്രോപൊളിറ്റൻ ഏരിയ നെറ്റ്‌വർക്ക് (MAN),মহানগরীয় এলাকা নেটওয়ার্ক (MAN)
മൈക്രോ,মাইক্ৰ&#39;
മൈക്രോ കോഡ്,মাইক্ৰ&#39; ক&#39;ড
മൈക്രോ കമ്പ്യൂട്ടർ,মাইক্ৰ&#39; কম্পিউটাৰ
മൈക്രോ കൺട്രോളർ,মাইক্ৰ&#39; নিয়ন্ত্ৰক
മൈക്രോ സൈക്കിൾ,মাইক্ৰ&#39; চক্ৰ
മൈക്രോ ഇലക്ട്രോണിക് മെക്കാനിക്കൽ സിസ്റ്റം (MEMS),মাইক্ৰ&#39; ইলেক্ট্ৰনিক মেকানিকেল চিষ্টেম (MEMS)
മൈക്രോ ഇലക്ട്രോണിക്സ്,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
മൈക്രോ മിനി ഓതറൈസേഷൻ,মাইক্ৰ&#39; ক্ষুদ্ৰ অনুমোদন
മൈക്രോ ഓർഡർ,মাইক্ৰ&#39; অৰ্ডাৰ
മൈക്രോ/മെയിൻഫ്രെയിം ലിങ്ക്,মাইক্ৰ&#39;/মেইনফ্ৰেম লিংক
മൈക്രോചിപ്പ്,মাইক্ৰ&#39;চিপ
മൈക്രോകോബോൾ,মাইক্ৰ&#39;ক&#39;বল
മൈക്രോകോഡ്,মাইক্ৰ&#39;ক&#39;ড
മൈക്രോഫിഷ്,মাইক্ৰ&#39;ফিচ
മൈക്രോഫ്ലോപ്പി,মাইক্ৰ&#39;ফ্লপি
മൈക്രോഫോം റീഡർ,মাইক্ৰ&#39;ফৰ্ম ৰিডাৰ
മൈക്രോഫ്രെയിം,মাইক্ৰ&#39;ফ্ৰেম
മൈക്രോഗ്രാഫിക്സ്,মাইক্ৰ&#39;গ্ৰাফিক্স
മൈക്രോഫോൺ,মাইক্ৰ&#39;ফোন
മൈക്രോഫോട്ടോഗ്രാഫ്,মাইক্ৰ’ফটোগ্ৰাফ
മൈക്രോപ്രൊസസിംഗ് യൂണിറ്റ്,মাইক্ৰ&#39;প্ৰচেছিং ইউনিট
മൈക്രോപ്രൊസസർ,মাইক্ৰ&#39;প্ৰচেছৰ
മൈക്രോപ്രൊസസർ ചിപ്പ്,মাইক্ৰ&#39;প্ৰচেছৰ চিপ
മൈക്രോപ്രൊസസർ കമ്പൈലർ,মাইক্ৰ&#39;প্ৰচেছৰ কম্পাইলাৰ
മൈക്രോപ്രൊസസർ യൂണിറ്റ് (എംപിയു),মাইক্ৰ&#39;প্ৰচেছৰ ইউনিট (MPU)
മൈക്രോപ്രോഗ്രാം,মাইক্ৰ&#39;প্ৰগ্ৰেম
മൈക്രോസെക്വൻസ്,মাইক্ৰ&#39;ছিকুৱেন্স
മൈക്രോസോഫ്റ്റ്,মাইক্ৰ’ছফ্ট
മൈക്രോസോഫ്റ്റ് വിൻഡോകൾ,মাইক্ৰ&#39;ছফ্ট উইণ্ড&#39;সমূহ
മൈക്രോവേവ്,মাইক্ৰৱেভ
മൈക്രോവേവ് ലിങ്ക്,মাইক্ৰৱেভ লিংক
മൈക്രോവേവ് പ്രചരണം,মাইক্ৰৱেভ প্ৰসাৰণ
മധ്യ മാനേജ്മെന്റ്,মধ্যম ব্যৱস্থাপনা
മിഡിൽവെയർ,মিডলৱেৰ
മിഡികമ്പ്യൂട്ടർ,মিডিকম্পিউটাৰ
മധ്യഭാഗം,মিডপইন্ট
ഇടക്കാല,মিডটাৰ্ম
മൈഗ്രേഷൻ പാത,প্ৰব্ৰজনৰ পথ
സെക്കൻഡിൽ ദശലക്ഷം നിർദ്ദേശങ്ങൾ (MIPS),প্ৰতি ছেকেণ্ডত মিলিয়ন নিৰ্দেশনা (MIPS)
മിനികമ്പ്യൂട്ടർ,মিনি কম্পিউটাৰ
മിനിഡിസ്കെറ്റ്,মিনিডিস্কেট
ഏറ്റവും കുറഞ്ഞ കേർണൽ,নূন্যতম কাৰ্ণেল
കുറഞ്ഞ ഉൽപ്പന്നം,নূন্যতম উৎপাদন
ഏറ്റവും കുറഞ്ഞ വൃക്ഷം,নূন্যতম গছ
മിനിമാക്സ് (മിനി-മാക്സ്) അൽഗോരിതം,minimax (নূন্যতম-সৰ্বোচ্চ) এলগৰিদম
മിനിമാക്സ് നടപടിക്രമം,minimax পদ্ধতি
ഏറ്റവും കുറഞ്ഞ ചെലവ് പരന്നുകിടക്കുന്ന മരം,নূন্যতম খৰচ স্পেনিং গছ
ഏറ്റവും കുറഞ്ഞ ലേറ്റൻസി കോഡിംഗ്,নূন্যতম বিলম্ব ক&#39;ডিং
ചെറിയ ഉപകരണം,সৰু ডিভাইচ
മിന്ററിം,মিন্টেৰিম
മൈനസ് പതാക,বিয়োগ পতাকা
മൈനസ് പതാക,বিয়োগ পতাকা
മൈനസ് സോൺ,বিয়োগ জ&#39;ন
കണ്ണാടി,আইনা
കണ്ണാടി സൈറ്റ്,মিৰ&#39;ৰ চাইট
മിക്സഡ്-റാഡിക്സ് നൊട്ടേഷൻ,মিশ্ৰিত-মূল সংকেত
മിക്സർ,মিক্সাৰ
ഓർമ്മപ്പെടുത്തൽ,স্মৃতিভ্ৰংশ
സ്മരണിക വിലാസം,mnemonic ঠিকনা
മെമ്മോണിക്സ്,স্মৃতিশক্তি
മൊബൈൽ,ম’বাইল
മൊബൈൽ കമ്പ്യൂട്ടിംഗ്,মোবাইল কম্পিউটিং
മോഡൽ,নমুনা
മാതൃകയില്ലാത്ത എഡിറ്റർ,মোডলেছ সম্পাদক
മോഡലിംഗ്,মডেলিং
മോഡം,মডেম
മിതത്വം,মধ্যমীয়া
മോഡറേഷൻ,মডাৰেচন
മോഡറേറ്റർ,মডাৰেটৰ
പരിഷ്കരിച്ച നിർദ്ദേശം,পৰিৱৰ্তিত নিৰ্দেশনা
മോഡിഫയർ,পৰিৱৰ্তক
മോഡിഫയർ ബിറ്റ്,পৰিবৰ্তক বিট
പരിഷ്ക്കരിക്കുക,শুধৰা
മോഡുലാർ,মডুলাৰ
മോഡുലാരിറ്റി,মডুলাৰিটি
മോഡുലേഷൻ,মডুলেচন
മൊഡ്യൂൾ,মডিউল
മൊഡ്യൂൾ ആർക്കിടെക്ചർ,মডিউল স্থাপত্য
മോണിറ്റർ,কাৰোবাৰ ওপৰত চকু ৰখা
നിരീക്ഷണ പരിപാടി,নিৰীক্ষণ কাৰ্য্যসূচী
മോണോക്രോം ഡിസ്പ്ലേ,মনোক্ৰ&#39;ম প্ৰদৰ্শন
മോണോലിത്തിക്ക് ഇന്റഗ്രേറ്റഡ് സർക്യൂട്ട്,একক সংহত বৰ্তনী
മോണോലിത്തിക്ക് സാങ്കേതികവിദ്യ,একক প্ৰযুক্তি
മോണോസ്പേസ് ഫോണ്ട്,monospace ফন্ট
മോണോസ്റ്റബിൾ,মনোষ্টেবল
മോണോട്ടോറിസിറ്റി,একচেটিয়াতা
മോർഫ്,মৰ্ফ
മോർഫീം,মৰ্ফিম
മോർഫിസം,মৰ্ফিজম
ജാമ്യം,বন্ধক
മോസ്ഫെറ്റ് (MOSFET),mosfet (MOSFET) গেস্টবুক
ഏറ്റവും പ്രധാനപ്പെട്ട ബിറ്റ്,আটাইতকৈ উল্লেখযোগ্য বিট
മദർ ബോർഡ്,মাদাৰ বৰ্ড
അമ്മ രജിസ്റ്റർ,মাতৃ পঞ্জীয়ন
ചലച്ചിത്രം,চলচ্চিত্ৰ
മോഷൻ പിക്ചർ വിദഗ്ധ സംഘം (എംപിഇജി),চলচ্চিত্ৰ বিশেষজ্ঞ গোট (MPEG)
മൗണ്ട്,মাউন্ট
മൗസ്,নিগনি
നീക്കുക,পদক্ষেপ লোৱা
ചലിക്കുന്ന സ്വഭാവം,move চৰিত্ৰ
MS-DOS,এম এছ-ড’ছ
MS-Windows,এম এছ-উইণ্ড’জ
ബഹുമുഖം,বহু দিশ
മൾട്ടി പ്രൊസസർ,মাল্টি প্ৰচেছৰ
മൾട്ടി പ്രോഗ്രാമിംഗ്,মাল্টি প্ৰগ্ৰেমিং
മൾട്ടി ടാസ്കിംഗ്,মাল্টি টাস্কিং
മൾട്ടിബസ്,মাল্টিবাছ
മൾട്ടികാസ്റ്റ്,মাল্টিকাষ্ট
മൾട്ടികാസ്റ്റ് വിലാസം,মাল্টিকাষ্ট ঠিকনা
മൾട്ടികാസ്റ്റിംഗ്,মাল্টিকাষ্টিং
മൾട്ടിചിപ്പ്,মাল্টিচিপ
മൾട്ടിക്സ്,মাল্টিক্স
മൾട്ടിജോബ് പ്രവർത്തനം,মাল্টিজব অপাৰেচন
മൾട്ടി ലെവൽ മെമ്മറി,বহুস্তৰীয় স্মৃতিশক্তি
മൾട്ടിമീഡിയ സാങ്കേതികവിദ്യ,মাল্টিমিডিয়া প্ৰযুক্তি
മൾട്ടിമോഡ്,মাল্টিম&#39;ড
ഒന്നിലധികം,একাধিক
ഒന്നിലധികം കൃത്യത,একাধিক নিখুঁততা
ഒന്നിലധികം റിഗ്രഷൻ,বহুবিধ ৰিগ্ৰেছন
മൾട്ടിപ്ലക്സ്,মাল্টিপ্লেক্স
മൾട്ടിപ്ലക്സ് മോഡ്,মাল্টিপ্লেক্স মোড
മൾട്ടിപ്ലക്‌സർ,মাল্টিপ্লেক্সাৰ
മൾട്ടിപ്ലെക്സിംഗ്,মাল্টিপ্লেক্সিং
മൾട്ടിപോയിന്റ് നെറ്റ്‌വർക്ക്,মাল্টিপইন্ট নেটৱৰ্ক
മൾട്ടിപ്രോസസിംഗ്,মাল্টিপ্ৰচেছিং
മൾട്ടിപ്രൊസസർ സിസ്റ്റം,মাল্টিপ্ৰচেছৰ চিস্টেম
മൾട്ടി പർപ്പസ് ഇന്റർനെറ്റ് മെയിൽ വിപുലീകരണം (MIME),বহুমুখী ইণ্টাৰনেট মেইল সম্প্ৰসাৰণ (MIME)
മൾട്ടിഷെഡ്യൂൾ,বহুসূচী
മൾട്ടിസ്റ്റേഷൻ,মাল্টিষ্টেচন
മൾട്ടിത്രെഡിംഗ്,মাল্টিথ্ৰেডিং
ബഹുമുഖ യുക്തി,বহুমূল্যযুক্ত যুক্তি
മൾട്ടിവൈരിയേറ്റ് വിശകലനം,বহুচলকীয় বিশ্লেষণ
മൾട്ടിവൈബ്രേറ്റർ,মাল্টিভাইব্ৰেটৰ
പരസ്പര ഒഴിവാക്കൽ,পাৰস্পৰিক বৰ্জন
പരസ്പര വിവരങ്ങൾ,পাৰস্পৰিক তথ্য
