Bengali,Hindi
মধ্যম কেন্দ্র,माध्यिका केंद्र
mesokurtic বক্ররেখা,मध्यककुदी वक्र
mesokurtosis,मध्यककुदता
বার্তা,संदेश
পদ্ধতি,"रीति , विधि"
নির্মূল পদ্ধতি,विलोपन विधि
বিপরীত পদ্ধতি,प्रतिलोमन-विधि
পুনরাবৃত্তি পদ্ধতি,पुऩरावृत्ति विधि
সর্বনিম্ন বর্গক্ষেত্রের পদ্ধতি,न्यूनतम वर्ग विधि
মুহুর্তের পদ্ধতি,आघूर्ण विधि
অনুরূপ ত্রিভুজ পদ্ধতি,समरूप त्रिभुज विधि
খাড়া বংশধর পদ্ধতি,प्रवणतम अवरोहण विधि
সমষ্টি পদ্ধতি,संकलन-विधि
অনির্ধারিত সহগ পদ্ধতি,अनिर्घारित गुणांक विधि
মেট্রিক স্থান,दूरीक समष्टि
মেট্রিক সিস্টেম,मीटरी पद्‌धति
মেট্রিক ইউনিট,मेट्रिक इकाई
মাইক্রো তত্ত্ব,सूक्ष्म सिद्‌धांत
মধ্যম,मध्य
মধ্যবর্তী মেয়াদ,मध्यपद
মধ্য বিন্দু,मध्य बिंदु
মধ্যবিন্দু সূত্র,मध्यबिंदु सूत्र
ন্যূনতম বহুপদ,अल्पिष्ठ बहुपद
minimax নীতি,अल्पमहिष्ठ सिद्‌धांत
সর্বনিম্ন,"न्यूनतम, अल्पतम, निम्नतम"
ন্যূনতম বিন্দু (বক্ররেখার),निम्निष्ठ बिंदु
সর্বনিম্ন বহুপদ,अल्पतम बहुपद
একটি ফাংশনের মিনিট,फलन का न्यूनतम
গৌণ চাপ,लघु चाप
ছোট অক্ষ,लघु अक्षष
ক্ষুদ্র উপসেট,निम्न परिबद्‌ध उपसमुच्चय
বিয়োগ,"माइनस, ऋण"
ঋণচিহ্ন,ऋण चिह्न
মিশ্র ভগ্নাংশ,मिश्र भिन्न
মিশ্র কৌশল,सविकल्प युक्ति
মোড," बहुलक, मोड , विधि, रीति ,प्रणाली, विधा"
মডুলাস,"मापांक, मोड्यूलस"
একটি জটিল সংখ্যার মডুলাস,सम्मिश्र संख्या का मापांक
মুহূর্ত,आघूर्ण
মুহূর্ত উৎপন্ন ফাংশন,आघूर्णजनक फलन
একটি শক্তির মুহূর্ত,बल का आघूर्ण
ফ্রিকোয়েন্সি বিতরণের মুহূর্ত,बारंबारता-बंटन का आघूर्ण
নিষ্ক্রিয়তা মুহূর্ত,जड़त्व आघूर्ण
গতির মুহূর্ত,संवेग आघूर्ण
গতিবেগ,संवेग
একচেটিয়া,एकपद
মনোমোরফিক,एकैक समाकारी
মনোমোর্ফিজম,"एकरूपता, एकैक समाकारिता"
একঘেয়ে,एकदिष्ट
একঘেয়ে ক্রমবর্ধমান ক্রম,एकदिष्ट वर्धमान अनुक्रम
একঘেয়ে,एकदिष्टतः
একঘেয়ে নেট বাড়ছে,एकदिष्टतः वर्धमान जाल
একঘেয়ে ক্রমবর্ধমান,एकदिष्टतः वर्धमान अनुक्रम
