Hindi,Assamese
माइक्रो नियंत्रक,মাইক্ৰ&#39; নিয়ন্ত্ৰক
माइक्रो चक्र,মাইক্ৰ&#39; চক্ৰ
सूक्ष्म इलेक्ट्रॉनिक यांत्रिक तंत्र (मेमस),মাইক্ৰ&#39; ইলেক্ট্ৰনিক মেকানিকেল চিষ্টেম (MEMS)
माइक्रो इलेक्ट्रॉनिकी,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
माइक्रो लघुरुपण,মাইক্ৰ&#39; ক্ষুদ্ৰ অনুমোদন
सूक्ष्म क्रम,মাইক্ৰ&#39; অৰ্ডাৰ
"1.माइक्रो, 2.मेनफ्रेम लिंक",মাইক্ৰ&#39;/মেইনফ্ৰেম লিংক
माइक्रो चिप,মাইক্ৰ&#39;চিপ
माइक्रो कोबोल,মাইক্ৰ&#39;ক&#39;বল
सूक्ष्म कोड,মাইক্ৰ&#39;ক&#39;ড
"1.सूक्ष्मिका, 2.माइक्रोफिश, 3.सूक्ष्म संचिका",মাইক্ৰ&#39;ফিচ
माइक्रो फ्लापी,মাইক্ৰ&#39;ফ্লপি
माइक्रोफॉर्म पठन यंत्र,মাইক্ৰ&#39;ফৰ্ম ৰিডাৰ
माइक्रो फ्रेम,মাইক্ৰ&#39;ফ্ৰেম
माइक्रोग्राफिक्स,মাইক্ৰ&#39;গ্ৰাফিক্স
माइक्रोफोन,মাইক্ৰ&#39;ফোন
माइक्रोफोटोग्राफ,মাইক্ৰ’ফটোগ্ৰাফ
"1.माइक्रोप्रोससिंग एकक, 2.सूक्ष्म प्रक्रमण एकक",মাইক্ৰ&#39;প্ৰচেছিং ইউনিট
माइक्रोप्रोसेसर,মাইক্ৰ&#39;প্ৰচেছৰ
माइक्रोप्रोसेसर चिप,মাইক্ৰ&#39;প্ৰচেছৰ চিপ
माइक्रोप्रोसेसर अनुभाषक,মাইক্ৰ&#39;প্ৰচেছৰ কম্পাইলাৰ
माइक्रो प्रोसेसर यूनिट ( एम पी यू),মাইক্ৰ&#39;প্ৰচেছৰ ইউনিট (MPU)
"1.माइक्रोप्रोग्राम, 2.माइक्रो क्रमादेश",মাইক্ৰ&#39;প্ৰগ্ৰেম
माइक्रो अनुक्रम,মাইক্ৰ&#39;ছিকুৱেন্স
माइक्रोसॉफ्ट,মাইক্ৰ’ছফ্ট
माइक्रोसाफ्ट विंडोज,মাইক্ৰ&#39;ছফ্ট উইণ্ড&#39;সমূহ
सूक्ष्म तरंग,মাইক্ৰৱেভ
सूक्ष्म तरंग कड़ई,মাইক্ৰৱেভ লিংক
सूक्ष्म तरंग संचरण,মাইক্ৰৱেভ প্ৰসাৰণ
मध्य प्रबंधन,মধ্যম ব্যৱস্থাপনা
"1.मध्यवेयर,2. मिडल वेयर",মিডলৱেৰ
मिडी कंप्यूटर,মিডিকম্পিউটাৰ
मध्य बिंदु,মিডপইন্ট
मध्यपद,মিডটাৰ্ম
प्रवासन पथ,প্ৰব্ৰজনৰ পথ
मिलियन अनुदेश प्रति सेकंड (एम आई पी एस),প্ৰতি ছেকেণ্ডত মিলিয়ন নিৰ্দেশনা (MIPS)
लघु कंप्यूटर,মিনি কম্পিউটাৰ
लघु डिस्केट,মিনিডিস্কেট
"1.अल्पिष्ट कर्नल, 2.अल्पिष्ट अष्ठि",নূন্যতম কাৰ্ণেল
अल्पिष्ट गुणनफल,নূন্যতম উৎপাদন
अल्पिष्ट वृक्ष,নূন্যতম গছ
"1.मिनिमैक्स एल्गोरिथम, 2.एल्गोरिथ्म",minimax (নূন্যতম-সৰ্বোচ্চ) এলগৰিদম
अल्पमहिष्ठ प्रक्रिया,minimax পদ্ধতি
निम्नतम लागत विस्तारिक वृक्ष,নূন্যতম খৰচ স্পেনিং গছ
"1.अल्पतम विलंबता कूटलेखन, 2.अल्पतम विलंबता कोडन",নূন্যতম বিলম্ব ক&#39;ডিং
लघु युक्ति,সৰু ডিভাইচ
"1.गुणाद, 2.गुणद, 3.गुणनयोग पद",মিন্টেৰিম
ऋण पताका,বিয়োগ পতাকা
ऋण पताका,বিয়োগ পতাকা
ऋण क्षेत्र,বিয়োগ জ&#39;ন
दिस्क्प्रतिबिंबित डिस्क,আইনা
"1.दर्पण स्थली, 2.छाया प्रति, 3.दर्पण प्रति",মিৰ&#39;ৰ চাইট
मिश्रित मूलांक अंकन,মিশ্ৰিত-মূল সংকেত
मिश्रक,মিক্সাৰ
स्मरक,স্মৃতিভ্ৰংশ
स्मरक पता,mnemonic ঠিকনা
स्मरणोकारी,স্মৃতিশক্তি
"1.मोबाइल, 2.चल",ম’বাইল
"1.मोबाइल कंप्यूटन, 2.चल अभिकलन",মোবাইল কম্পিউটিং
"1.मॉडल, 2.निदर्श",নমুনা
विधारहित संपादक,মোডলেছ সম্পাদক
"1.निदर्शन, 2.मॉडलन",মডেলিং
मॉडेम,মডেম
"1.साधारण माध्य, 2.सामान्य, 3.मध्यम",মধ্যমীয়া
विमंदन,মডাৰেচন
विमंदक,মডাৰেটৰ
आपरिवर्तित अनुदेश,পৰিৱৰ্তিত নিৰ্দেশনা
आपरिवर्तक,পৰিৱৰ্তক
आपरिवर्तक बिट,পৰিবৰ্তক বিট
आपरिवर्तन,শুধৰা
मॉड्यूलर,মডুলাৰ
"1.अनुखंडीयता, 2.प्रतिरूपकता",মডুলাৰিটি
माड्यूलन,মডুলেচন
माड्यूल,মডিউল
अनुखंडीय संरचना,মডিউল স্থাপত্য
मॉनिटर,কাৰোবাৰ ওপৰত চকু ৰখা
"1.मॉनिटरन प्रोग्राम, 2.मानटीरन क्रमादेश",নিৰীক্ষণ কাৰ্য্যসূচী
एकवर्णी प्रदर्श,মনোক্ৰ&#39;ম প্ৰদৰ্শন
अखंड एकीकृत परिपथ,একক সংহত বৰ্তনী
एकाश्म प्रौद्योगिकी,একক প্ৰযুক্তি
एकल स्थल फॉन्ट,monospace ফন্ট
एक स्थितिक,মনোষ্টেবল
एकदिष्टता,একচেটিয়াতা
"1.आकार, 2.रूप",মৰ্ফ
रुपिम,মৰ্ফিম
आकारिता,মৰ্ফিজম
"1.गिरवी, 2.बंधक, रेहन",বন্ধক
मौसफेट (एम ओ एस एफ ई टी),mosfet (MOSFET) গেস্টবুক
"1.सार्थकतम द्विअंक, 2.सार्थकतम बिट",আটাইতকৈ উল্লেখযোগ্য বিট
मदर बोर्ड,মাদাৰ বৰ্ড
मदर पंजी,মাতৃ পঞ্জীয়ন
चलचित्र,চলচ্চিত্ৰ
चलचित्र विशेषज्ञ समूह (एम पी ई जी),চলচ্চিত্ৰ বিশেষজ্ঞ গোট (MPEG)
आरोह,মাউন্ট
"1.मूषक, 2.माउस",নিগনি
