Marathi,Odiya
अधिलिखित प्राधान्य,ପ୍ରାଥମିକତା ଅତ୍ୟଧିକ ସମ୍ପର୍କ |
अति-नियम,ଅତ୍ୟଧିକ ନିୟମ
देखरेख,ତଦାରଖ
ओव्हरटाइम वेतन,ଓଭରଟାଇମ୍ ପେ
ओव्हरल्यूएशन,ପୂର୍ବାବଲୋକନ
मालकी,ମାଲିକାନା
पॅकेज,ପ୍ୟାକେଜ୍
पॅकेज डील,ପ୍ୟାକେଜ୍ ଡିଲ୍
पॅकिंग आणि चिन्हांकित करणे,ପ୍ୟାକିଂ ଏବଂ ମାର୍କିଂ |
पॅकिंग यादी,ପ୍ୟାକିଂ ତାଲିକା
करार,ଚୁକ୍ତି
देय,ଦେୟ
देय भांडवल,ପୁଞ୍ଜି ପ୍ରଦାନ କରାଯାଇଛି |
पत्रक,ପୁସ୍ତିକା
पॅनेल,ପ୍ୟାନେଲ୍ |
कागद,କାଗଜ
पॅरा,ପାରା
मुख्यमंत्र,ପାରାମାଉଣ୍ଟ
पालक,ପିତାମାତା
पालक,ପିତାମାତା
मूळ कार्यालय,ପ୍ୟାରେଣ୍ଟ୍ ଅଫିସ୍ |
उत्कृष्टतेच्या पलीकडे,ସ Pagreecess
पॅरी पासू,ପାର୍ ନିସ୍ୟୁ |
समानता,ଯୁଗ
संसद,ସଂସଦ
भाग,ଅଂଶ
भाग फाइल,%
आंशिक,ଆଂଶିକ
सहभागी व्हा,ଭାଗ ନେବା
विशेष,ନିର୍ଦ୍ଦିଷ୍ଟ
तपशील,ବିଶେଷତା
विभाजन,ବିଭାଜନ
भागीदार,ସାଥୀ
भागीदारी डीड,ସହଭାଗୀତା କାର୍ଯ୍ୟ
भाग देय,ଆଂଶିକ ଦେୟ
अर्ध - वेळ,ଆଂଶିକ ସମୟ
पार्टी,ପାର୍ଟୀ
भाषेचा मुल्य,ପାର୍ ମୂଲ୍ୟ
पास,ପାସ୍ କର |
रस्ता,ପାସ୍
संकेतशब्द,ପାସୱାର୍ଡ
पेटंट,ପେଟେଣ୍ଟ |
संरक्षक,ପୃଷ୍ଠପୋଷକ |
वेतन,ଦେୟ
वेतनपत्र,ଦେୟ ବିଲ୍ ପ .଼ନ୍ତୁ
वेतन प्रमाणपत्र,ଦେୟ ସେଟିଂ
वेतन दिवस,ଦା
देयक,ଦେୟ
देयक,ଦେୟକାରୀ
देय,ଦେୟ
पैसे द्या,ମୂଲ୍ୟ ଦେବା
वेतन ऑर्डर,ଦେୟ କ୍ରମ
वेतन रोल,ଦେୟ ରୋଲ୍ |
वेतन स्केल,ଦେୟ ସ୍କେଲ
विचित्र,ପେକୁନିୟାରି
दंड,ଦଣ୍ଡ
दंडविधान,ପେନାଲ୍ କୋଡ୍
दंडात्मक व्याज,ଦଣ୍ଡିକର ଆଗ୍ରହ
दंड द्या,ଦଣ୍ଡ ଦିଅ |
दंड,ଦଣ୍ଡ
प्रलंबित,ବିଚାରାଧୀନ ଅଛି
पेन डाउन स्ट्राइक,କଲମ ଡାଉନ୍ ଷ୍ଟ୍ରାଇକ୍ |
पेन्शन,ପେନ୍ସନ୍
पेन्शन करण्यायोग्य,ପେନସନେବଲ୍ |
पेन्शनर,ପେନସୋନର୍ |
पेन्शन योजना,ପେନ୍ସନ୍ ସ୍କିମ୍ |
वार्षिक,ବାର୍ଷିକ
प्रति वाहक,ପ୍ରତିଭାଲର୍
दरडोई (= प्रत्येक डोके),ଆଇପିଏଟା (= ମୁଣ୍ଡ ପ୍ରତି)
टक्केवारी,ଶତକଡା
बारमाही,ଚିରସ୍ଥାୟୀ |
प्राधान्य खरेदी,ଅଗ୍ରାଧିକାର କ୍ରୟ |
सादर करा,ପ୍ରଦର୍ଶନ
कामगिरी,କାର୍ଯ୍ୟଦକ୍ଷତା
कालावधी,ଅବଧି
नियतकालिक,ପର୍ଯ୍ୟାୟକ୍ରିକ |
पुनरावलोकन अंतर्गत कालावधी,ସମୀକ୍ଷା ଅଧୀନରେ ଅବଧି |
खोटे बोलणे,ମିଥ୍ୟା
भत्ता देणाऱ्या,ଭତ୍ତା
कायम,ସ୍ଥାୟୀ
प्रति मेन्सेम,ପ୍ରତି ମେନସେମ୍ ପ୍ରତି |
परवानगीयोग्य,ଅନୁମତିପ୍ରାପ୍ତ
परवानगी,ଅନୁମତି
परवानगी,ଅନୁମତି
परवानगी,ଅନୁମୋଦିତ
चिरस्थायी,ଚିରସ୍ଥାୟୀ
चिरस्थायी,ଚିରସ୍ଥାୟୀତା |
परवानग्या (= पर्क्स),ପେରିସିଏନିଟ୍ସ (= ଭତ୍ତା)
वैयक्तिक,ବ୍ୟକ୍ତିଗତ
वैयक्तिक मालमत्ता,ବ୍ୟକ୍ତିଗତ ସମ୍ପତ୍ତି
वैयक्तिक बंध,ବ୍ୟକ୍ତିଗତ ବଣ୍ଡ |
व्यक्तिमत्व,ବ୍ୟକ୍ତିତ୍ୱ
व्यक्तिमत्त्व नॉन ग्रेटा,ପର୍ସା ନନ୍ ଗ୍ରାଟା |
कर्मचारी,କର୍ମଚାରୀ
कर्मचारी धोरण,କର୍ମଚାରୀ ନୀତି
दृष्टीकोन,ଦୃଷ୍ଟିକୋଣ
मनापासून,ମନାଇବା
समर्पक,ପ୍ରଯୁଜ୍ୟ
पेरूसल,ପର୍ସାଲ୍
याचिका,ନିବେଦନ
याचिकाकर्ता,ପେଟିସୋନର୍
टप्पा,ପର୍ଯ୍ୟାୟ
फोटो,ଫଟୋଗ୍ରାଫ୍
फोटोस्टॅट,ଫଟୋଷ୍ଟାଟ
शारीरिक तपासणी,ଶାରୀରିକ ଯାଞ୍ଚ
शारीरिक दोष,ଶାରୀରିକ ତ୍ରୁଟି
शारीरिक शिक्षण,ଶାରୀରିକ ଶିକ୍ଷା
शारीरिकदृष्ट्या अपंग,ଶାରୀରିକ ଭାବରେ ଅକ୍ଷମ |
शारीरिक सत्यापन,ଶାରୀରିକ ଯାଞ୍ଚ
पीसमेल,ଖଣ୍ଡମ
तुकडा दर,ଖଣ୍ଡ ହାର
तीर्थयात्रा,ତୀର୍ଥଯାତ୍ରୀ
पायलट प्रोग्राम,ପାଇଲଟ୍ ପ୍ରୋଗ୍ରାମ୍ |
पिन,ପିନ୍
प्लेसमेंट सेवा,ସ୍ଥାନ ସେବା
जन्मस्थान,ଜନ୍ମସ୍ଥାନ
कामाचे ठिकाण,କାର୍ଯ୍ୟ ସ୍ଥାନ
फिर्यादी,ଅଭିଯୋଗକାରୀ
योजना,ଯୋଜନା
नियोजन,ଯୋଜନା
वनस्पती,ଉଦ୍ଭିଦ
प्लेअर,ପ୍ଲେୟାର
विनंती,ନିବେଦନ
विनवणीकर्ता,ନିବେଦନକାରୀ |
Combiscite,Plebiscite
तारण,ପ୍ରତିଶ୍ରୁତି
पूर्ण सत्र,ପ୍ଲେନାରୀ ଅଧିବେଶନ |
प्लेनिपोटेन्टरी,ପ୍ଲେନିକୋଟେରାରି ​​|
प्लिंथ क्षेत्र,ପ୍ଲିନ୍ ଏରିଆ |
धोरण,ନୀତି
राजकीय क्रियाकलाप,ରାଜନ political ତିକ କାର୍ଯ୍ୟକଳାପ |
मतदान,ମତଦାନ
प्रदूषण,ପ୍ରଦୂଷଣ
राजकीय,ରାଜନ political ତିକ
तलाव,ପୁଲ୍
पोर्टफोलिओ,ପୋର୍ଟଫୋଲିଓ
स्थिती,ଅବସ୍ଥାନ
सकारात्मक,ସକରାତ୍ମକ |
पोस्ट,ପୋଷ୍ଟ କରନ୍ତୁ |
पोस्ट दिनांकित,ପୋଷ୍ଟ-ତାରିଖ
फॅक्टो नंतर मंजुरी,ଟ୍ୟା-ଫାଟୋ ମଞ୍ଜୁର |
पदव्युत्तर,ସ୍ନାତକୋତ୍ତର
मरणोत्तर,Pushumomus
पोस्टिंग,ପୋଷ୍ଟ କରିବା
मॉर्टम नंतरची परीक्षा,MORTEM ପରୀକ୍ଷଣ ପୋଷ୍ଟ କରନ୍ତୁ |
पुढे ढकलणे,ସ୍ଥଗିତ ରଖ |
पोस्टस्क्रिप्ट (पी.एस.),ପୋଷ୍ଟସ୍କ୍ରିପ୍ଟ (ପି.ସ)
शक्ती,ଶକ୍ତି
पॉवर ऑफ अटर्नी,ଓକିଲଙ୍କ ଶକ୍ତି
व्यावहारिक,ପ୍ରୟୋଗନୀୟ
सराव,ଅଭ୍ୟାସ କର |
प्री-ऑडिट,ପୂର୍ବ-ଅଡିଟ୍ |
खबरदारी,ସତର୍କତା
उदाहरण,ଉଦାହରଣ
PRECSIS,ପୂର୍ବ
तंतोतंत,ସଠିକ୍
अटकाव करणे,ସଠିକ୍
पूर्वसूचना,ପୂର୍ବ ସଂକଳ୍ପ
पूर्ववर्ती,ପୂର୍ବ
प्रबळ,ମୁଖ୍ୟତ। |
प्रस्तावना,ଉପକ୍ରମଣିକା
प्राधान्य,ପସନ୍ଦ କରନ୍ତୁ |
गाठ,କୁସଂସ୍କାର
प्राथमिक,ପ୍ରାଥମିକ
अकाली,ଅକାଳ
आवारात,ପରିସର
प्रीमियम,ପ୍ରିମିୟମ୍
प्रीपेड,ପ୍ରିପେଡ୍
प्रीपेड कार्ड,ପ୍ରିପେଡ୍ କାର୍ଡ |
पूर्व नियोजित,ପୂର୍ବ-ଯୋଜନାବଦ୍ଧ
प्रीपोन,ଉପପୋଚିତ
प्री-रीसिप्ट बिल,ପ୍ରି-ରସିଦ ବିଲ୍ |
प्रीरोजेटिव्ह,ପ୍ରଚାରକ
लिहून द्या,Cribe
लिहून दिले,ମନ୍ତବ୍ୟ ଦିଆଯାଇଥିବା
विहित फॉर्म,ନିର୍ଦ୍ଦିଷ୍ଟ ଫର୍ମ |
सादरीकरण,ଉପସ୍ଥାପନା
अध्यक्ष,ପୂର୍ବ
अध्यक्ष,ରାଷ୍ଟ୍ରପତି
दाबा,ଦବାନ୍ତୁ |
कॉपी दाबा,କପି ଦବାନ୍ତୁ |
गॅलरी दाबा,ଗ୍ୟାଲେରୀ ଦବାନ୍ତୁ |
गृहीत धरले,ଅନୁମାନ କରାଯାଇଥିଲା
संभाव्य वेतन,ସମ୍ପତ୍ତି ପ୍ରାପ୍ତ ଦରମା |
गृहीत धरले,ନିରବଚ୍ଛିନ୍ନ
सबब,ପୂର୍ବ
प्रचलित,ପରାଜିତ |
प्रतिबंध करा,ପ୍ରତିରୋଧ କର |
प्रतिबंध,ପ୍ରତିରୋଧ
प्रतिबंधात्मक,ପ୍ରତିଷେଧକ |
किंमत चढउतार (= किंमत हालचाली),ମୂଲ୍ୟ ପରିବର୍ତ୍ତନ (= ମୂଲ୍ୟ ଗତିବିଧି)
किंमत,ମୂଲ୍ୟ
प्राइम फीसी,ପ୍ରିମା ଫେସୀ
प्रामुख्याने,ମୁଖ୍ୟତ। |
प्राथमिक,ପ୍ରାଥମିକ
प्राथमिक पावती,ପ୍ରାଥମିକ ରସିଦ
प्राचार्य,ପ୍ରଧାନ
मुख्य कर्जदार,ମୁଖ୍ୟ tor ଣଦାତା |
प्रिंटर,ପ୍ରିଣ୍ଟର୍
मुद्रण,ମୁଦ୍ରଣ
पूर्वीचे संकेत,ପୂର୍ବ ସୂଚକ
प्राधान्य ग्रेडिंग,ପ୍ରାଥମିକତା ଗ୍ରେଡିଂ |
कारागृह,କାରାଗାର
कैदी,ବନ୍ଦୀ
गोपनीयता,ଗୋପନୀୟତା
खाजगी आणि गोपनीय,ବ୍ୟକ୍ତିଗତ ଏବଂ ଗୋପନୀୟ |
विशेषाधिकार,ସୁବିଧା
विशेषाधिकार समिती,ସୁବିଧା କମିଟି |
बक्षीस,ପୁରସ୍କାର
संभाव्यता,ସମ୍ଭାବନା
प्रोबेट,ପ୍ରମାଣ
प्रोबेशन,ପରୀକ୍ଷା
प्रोबेशनरी,ସମ୍ଭବତ
प्रोबेशनर,ସମ୍ଭବତ। |
चौकशी,ପ୍ରମାଣ କର |
प्रक्रियात्मक नियम,ପ୍ରକ୍ରିୟାଗତ ନିୟମ |
प्रक्रिया,ପ୍ରଣାଳୀ
कार्यवाही,ପ୍ରକ୍ରିୟା
प्रक्रिया,ପ୍ରକ୍ରିୟା
प्रक्रिया,ପ୍ରକ୍ରିୟାକରଣ
मिरवणूक,ଶରଣ
घोषणा,ଘୋଷଣା କର
घोषणा,ପ୍ରକାଶନ
खरेदी,କ୍ରୟ
उत्पादन,ଉତ୍ପାଦ
उत्पादन,ଉତ୍ପାଦନ
व्यवसाय,ବୃତ୍ତି
व्यावसायिक कामगिरी,ବୃତ୍ତିଗତ ସଫଳତା |
प्रवीणता प्रमाणपत्र,ପାରଦର୍ଶୀ ସାର୍ଟିଫିକେଟ୍ ସାର୍ଟିଫିକେଟ୍ |
प्रोफाइल,ପ୍ରୋଫାଇଲ୍
नफा,ଲାଭ
कार्यक्रम,ପ୍ରୋଗ୍ରାମ୍
कार्यक्रमाचे वेळापत्रक,ପ୍ରୋଗ୍ରାମ୍ କାର୍ଯ୍ୟସୂଚୀ |
प्रोग्रामिंग,ପ୍ରୋଗ୍ରାମିଂ
प्रगती,ପ୍ରଗତି
पुरोगामी,ପ୍ରଗତିଶୀଳ |
प्रतिबंधीत,ନିଷେଧ |
प्रतिबंधित क्षेत्र,ନିଷେଧ କ୍ଷେତ୍ର |
मनाई,ନିଷେଧ |
निषिद्ध ऑर्डर,ନିଷେଧୀ କ୍ରମ
प्रकल्प,ପ୍ରକଳ୍ପ
प्रोजेक्शन,ପ୍ରୋଜେକସନ
प्रमुख,ବିଶିଷ୍ଟ
वचन,ପ୍ରତିଜ୍ଞା
शपथपत्र,ପ୍ରୋମାସୋରୀ ଟିପ୍ପଣୀ |
प्रचार,ପ୍ରୋତ୍ସାହନ ଦିଅ |
प्रवर्तक,ପ୍ରୋମୋଭର୍
जाहिरात,ପଦୋନ୍ନତି
प्रोमेट,ବେଶ୍ୟା
प्रचार,ପ୍ରୋମୁପୁଟ୍
उच्चार,ଉଚ୍ଚାରଣ କର |
घोषणा,ଘୋଷଣଣାମା
पुरावा,ପ୍ରମାଣ
पाठवण्याचा पुरावा,ଉତ୍ତାପର ପ୍ରମାଣ |
पुरावा वाचन,ପ reading ଼ିବା ପ୍ରମାଣ |
प्रसार,ପ୍ରସାରିତ
प्रसार,ପ୍ରସାର
योग्य,ଉପଯୁକ୍ତ
मालमत्ता,ସମ୍ପତ୍ତି
प्रस्ताव,ପ୍ରସ୍ତାବ
प्रस्ताव,ପ୍ରସ୍ତାବ ଦିଅ
प्रोपॉन्ड,ପ୍ରଚୁର
मालकी,ମାଲିକାନା
औपचारिकता,ମାଲିକବାନ
प्रो-रता,ପ୍ରୋ-ରାଟା |
प्रो-रता कोटा,ପ୍ରୋ-ରାଟା କୋଟା |
प्रोरोग,ପ୍ରାରଗୋଳ
साधक आणि बाधक,ଭଲ ଏବଂ ମନ୍ଦ
CORCIBLE,Portbribe
खटला,ପ୍ରବର୍ତ୍ତନ
प्रॉस्पेक्टस,ପ୍ରୋଜେକ୍ଟସ୍
प्रोटेम्पोर अपॉईंटमेंट,ପ୍ରେମମକୋପ୍ ନିଯୁକ୍ତ |
प्रोटोकॉल,ପ୍ରୋଟୋକଲ୍
सिद्ध करा,ପ୍ରମାଣ କର |
प्रदान केलेले,ପ୍ରଦାନ କରାଯାଇଛି |
भविष्य निर्वाह निधी,ପ୍ରୋଭିଡେଣ୍ଟ ପାଣ୍ଠି |
तरतूद,ପ୍ରମାଣପତ୍ର
तात्पुरते,ଅସ୍ଥାୟୀ
तात्पुरती यादी,ଅସ୍ଥିଭନୀୟ ତାଲିକା |
प्रोव्हिसो,ପ୍ରୋଭିସୋ |
निकटता,ନିକଟତର
प्रॉक्सी,ପ୍ରକ୍ସି |
सार्वजनिक,ଜନସାଧାରଣ
प्रकाशन,ପ୍ରକାଶନ |
सार्वजनिक कर्तव्य,ଜନସାଧାରଣ କର୍ତ୍ତବ୍ୟ
जनहित खटला,ଜନସାଧାରଣ ସୁଧ ପଳାୟନ |
प्रसिद्धी,ପ୍ରଚାର
