Gujarati,Malayalam
મલ્ટિ-જોબ કામગીરી,മൾട്ടിജോബ് പ്രവർത്തനം
બહુસ્તરીય મેમરી,മൾട്ടി ലെവൽ മെമ്മറി
મલ્ટીમીડિયા ટેકનોલોજી,മൾട്ടിമീഡിയ സാങ്കേതികവിദ്യ
મલ્ટિમોડ,മൾട്ടിമോഡ്
બહુવિધ,ഒന്നിലധികം
બહુવિધ ચોકસાઇ,ഒന്നിലധികം കൃത്യത
બહુવિધ રીગ્રેસન,ഒന്നിലധികം റിഗ്രഷൻ
મલ્ટિપ્લેક્સ,മൾട്ടിപ്ലക്സ്
મલ્ટિપ્લેક્સ મોડ,മൾട്ടിപ്ലക്സ് മോഡ്
મલ્ટિપ્લેક્સર,മൾട്ടിപ്ലക്‌സർ
મલ્ટિપ્લેક્સિંગ,മൾട്ടിപ്ലെക്സിംഗ്
મલ્ટિપોઇન્ટ નેટવર્ક,മൾട്ടിപോയിന്റ് നെറ്റ്‌വർക്ക്
મલ્ટિપ્રોસેસિંગ,മൾട്ടിപ്രോസസിംഗ്
મલ્ટિપ્રોસેસર સિસ્ટમ,മൾട്ടിപ്രൊസസർ സിസ്റ്റം
બહુહેતુક ઇન્ટરનેટ મેલ એક્સટેન્શન (MIME),മൾട്ടി പർപ്പസ് ഇന്റർനെറ്റ് മെയിൽ വിപുലീകരണം (MIME)
મલ્ટિશેડ્યૂલ,മൾട്ടിഷെഡ്യൂൾ
મલ્ટીસ્ટેશન,മൾട്ടിസ്റ്റേഷൻ
મલ્ટિથ્રેડીંગ,മൾട്ടിത്രെഡിംഗ്
બહુમૂલ્યવાળું તર્ક,ബഹുമുഖ യുക്തി
બહુવિધ વિશ્લેષણ,മൾട്ടിവൈരിയേറ്റ് വിശകലനം
મલ્ટિવાઇબ્રેટર,മൾട്ടിവൈബ്രേറ്റർ
પરસ્પર બાકાત,പരസ്പര ഒഴിവാക്കൽ
પરસ્પર માહિતી,പരസ്പര വിവരങ്ങൾ
નિષ્કપટ વપરાશકર્તા,നിഷ്കളങ്കനായ ഉപയോക്താവ്
નામ સર્વર,നെയിം സെർവർ
NAND ઓપરેશન,NAND പ്രവർത്തനം
નેનો,നാനോ
સાંકડી બેન્ડ,ഇടുങ്ങിയ ബാൻഡ്
રાષ્ટ્રીય માહિતી ઈન્ફ્રાસ્ટ્રક્ચર,ദേശീയ ഇൻഫർമേഷൻ ഇൻഫ്രാസ്ട്രക്ചർ
નેશનલ ઇન્ફોર્મેશન સ્ટાન્ડર્ડ ઓર્ગેનાઇઝેશન (NAND NISO),നാഷണൽ ഇൻഫർമേഷൻ സ്റ്റാൻഡേർഡ് ഓർഗനൈസേഷൻ (NAND NISO)
મૂળ કોડ,നേറ്റീവ് കോഡ്
મૂળ કમ્પાઇલર,നേറ്റീവ് കംപൈലർ
મૂળ સોફ્ટવેર,നേറ്റീവ് സോഫ്റ്റ്വെയർ
કુદરતી કમ્પાઇલર,സ്വാഭാവിക കമ്പൈലർ
કુદરતી ભાષા પ્રક્રિયા,സ്വാഭാവിക ഭാഷാ സംസ്കരണം
કુદરતી ભાષા ક્વેરી,സ്വാഭാവിക ഭാഷാ ചോദ്യം
કુદરતી સંખ્યા,സ്വാഭാവിക സംഖ്യ
સંશોધક,നാവിഗേഷൻ
નેવિગેટર,നാവിഗേറ്റർ
નકારાત્મક તર્ક,നെഗറ്റീവ് യുക്തി
નેસ્ટેડ લૂપ,നെസ്റ്റഡ് ലൂപ്പ്
નેસ્ટેડ મેક્રો,നെസ്റ്റഡ് മാക്രോകൾ
નેટ,നെറ്റ്
ચોખ્ખું સરનામું,നെറ്റ് വിലാസം
ચોખ્ખો નાગરિક,നെറ്റ് പൗരൻ
નેટસ્કેપ નેવિગેટર,നെറ്റ്സ്കേപ്പ് നാവിഗേറ്റർ
નેટવર્ક ઍક્સેસ નિયંત્રણ,നെറ്റ്വർക്ക് ആക്സസ് നിയന്ത്രണം
નેટવર્ક આર્કિટેક્ચર,നെറ്റ്വർക്ക് ആർക്കിടെക്ചർ
નેટવર્ક ફાઇલ સિસ્ટમ (NFS),നെറ്റ്‌വർക്ക് ഫയൽ സിസ്റ്റം (NFS)
નેટવર્ક અખંડિતતા,നെറ്റ്‌വർക്ക് സമഗ്രത
નેટવર્ક ઇન્ટરકનેક્શન,നെറ്റ്‌വർക്ക് ഇന്റർകണക്ഷൻ
નેટવર્ક સ્તર,നെറ്റ്വർക്ക് പാളി
નેટવર્ક મેનેજમેન્ટ,നെറ്റ്വർക്ക് മാനേജ്മെന്റ്
નેટવર્ક ટોપોલોજી,നെറ്റ്‌വർക്ക് ടോപ്പോളജി
નેટવર્ક વર્ચ્યુઅલ ટર્મિનલ,നെറ്റ്വർക്ക് വെർച്വൽ ടെർമിനൽ
તટસ્થ રિલે,ന്യൂട്രൽ റിലേ
તટસ્થ ટ્રાન્સમિશન,ന്യൂട്രൽ ട്രാൻസ്മിഷൻ
નવી રેખા પાત્ર,പുതിയ വരി പ്രതീകം
નવું સમન્વયન,പുതിയ സമന്വയം
NFS/નેટવર્ક ફાઇલ,NFS/നെറ്റ്‌വർക്ക് ഫയൽ
નિબલ,നുള്ളി
નવના પૂરક,ഒമ്പതിന്റെ പൂരകം
નોડ,നോഡ്
ઘોંઘાટ,ശബ്ദം
અવાજ મોડ,ശബ്ദ മോഡ്
અવાજ વિનાનું કોડિંગ,ശബ്ദരഹിതമായ കോഡിംഗ്
બિન-નિર્ધારણવાદ,നോൺ ഡിറ്റർമിനിസം
બિન વિતરણ,വിതരണം ചെയ്യാത്തത്
ખાલી સેટ નથી,ശൂന്യമല്ലാത്ത സെറ്റ്
બિન પ્રાઇમ,അപ്രധാനം
બિન-અરસપરસ,നോൺ-ഇന്ററാക്ടീവ്
બિન-ટર્મિનલ સિસ્ટમ,നോൺ-ടെർമിനൽ സിസ്റ്റം
બિન-અસ્થિર મેમરી,അസ്ഥിരമല്ലാത്ത മെമ്മറി
બિન-અસ્થિર રેમ,അസ്ഥിരമല്ലാത്ത ആട്ടുകൊറ്റൻ
બિન-ભારિત કોડ,നോൺ-വെയ്റ്റഡ് കോഡ്
NOP સૂચના,NOP നിർദ്ദേശം
નોર,NOR
નોર ગેટ,NOR ഗേറ്റ്
સામાન્ય,സാധാരണ
સામાન્યીકરણ,നോർമലൈസേഷൻ
નોર્મલાઈઝર,നോർമലൈസർ
NOR- ઓપરેશન,NOR-ഓപ്പറേഷൻ
નથી,അല്ല
સર્કિટ નથી,സർക്യൂട്ട് അല്ല
સમકક્ષ દ્વાર નથી,തുല്യതാ ഗേറ്റ് അല്ല
ઓપરેશન નથી,ഓപ്പറേഷൻ അല്ല
નોટ-અને,അല്ല-AND
નોટ-અને ઓપરેશન,അല്ല-ആൻഡ് ഓപ്പറേഷൻ
નહીં-અથવા,അല്ല-അല്ലെങ്കിൽ
ના-અથવા ઓપરેશન,അല്ല-അല്ലെങ്കിൽ പ്രവർത്തനം
NP પૂર્ણતા,NP പൂർണ്ണത
NULL પોઇન્ટર,NULL പോയിന്റർ
સંખ્યા સિદ્ધાંત,സംഖ്യ സിദ്ധാന്തം
nyquist માપદંડ,നിക്വിസ്റ്റ് മാനദണ്ഡം
ઑબ્જેક્ટ,വസ്തു
પદાર્થ કેન્દ્રિત,ഒബ്ജക്റ്റ് ഓറിയന്റഡ്
ઓક્ટલ કોડ,ഒക്ടൽ കോഡ്
અષ્ટાંક સંખ્યા,അഷ്ടസംഖ്യ
ઓક્ટેટ,ഒക്ടെറ്റ്
ઓક્ટ્રી,ഒക്‌ട്രി
વિચિત્ર સમાનતા,വിചിത്രമായ തുല്യത
ઓફિસ ઓટોમેશન,ഓഫീസ് ഓട്ടോമേഷൻ
ઓફિસ સોફ્ટવેર,ഓഫീസ് സോഫ്റ്റ്വെയർ
ઑફ-લાઇન,ഓഫ്-ലൈൻ
ઑફ-લાઇન પ્રક્રિયા,ഓഫ്-ലൈൻ പ്രോസസ്സിംഗ്
બંધ-સેટ,ഓഫ്-സെറ്റ്
ઓમેગા નોટેશન,ഒമേഗ നൊട്ടേഷൻ
ઓનલાઈન સંચાર,ഓൺലൈൻ ആശയവിനിമയം
ઓનલાઈન પ્રક્રિયા,ഓൺലൈൻ പ്രോസസ്സിംഗ്
ઓપી રજીસ્ટર,ഒപി രജിസ്റ്റർ
ઓપન એડ્રેસીંગ,തുറന്ന വിലാസം
ઓપન સિસ્ટમ ઇન્ટરકનેક્શન,ഓപ്പൺ സിസ്റ്റം ഇന്റർകണക്ഷൻ
ખુલ્લા વાયર,തുറന്ന വയർ
ઓપરેન્ડ,ഓപ്പറാൻറ്
ઓપરેટિંગ સિસ્ટમ,ഓപ്പറേറ്റിംഗ് സിസ്റ്റം
ઓપરેશન,ഓപ്പറേഷൻ
ઓપરેટર,ഓപ്പറേറ്റർ
ઓપ્ટિકલ કેરેક્ટર રેકગ્નિશન,ഒപ്റ്റിക്കൽ പ്രതീക തിരിച്ചറിയൽ
ઓપ્ટિકલ ફાઇબર,ഒപ്റ്റിക്കൽ ഫൈബർ
ઓપ્ટિકલ ફોન્ટ,ഒപ്റ്റിക്കൽ ഫോണ്ട്
ઓપ્ટિકલ માર્ક રેકગ્નિશન (OMR),ഒപ്റ്റിക്കൽ മാർക്ക് റെക്കഗ്നിഷൻ (OMR)
ઓપ્ટિકલ મેમરી,ഒപ്റ്റിക്കൽ മെമ്മറി
ઓપ્ટિકલ રીડર,ഒപ്റ്റിക്കൽ റീഡർ
ઓપ્ટિકલ સ્કેનિંગ,ഒപ്റ്റിക്കൽ സ്കാനിംഗ്
શ્રેષ્ઠ,ഒപ്റ്റിമൽ
ઑપ્ટિમાઇઝેશન,ഒപ്റ്റിമൈസേഷൻ
ઓપ્ટો કપ્લર,opto coupler
ઓપ્ટોઈલેક્ટ્રોનિક્સ,ഒപ്‌റ്റോഇലക്‌ട്രോണിക്‌സ്
ઓપ્ટોઇસોલેટર,ഒപ്റ്റോസോലേറ്റർ
અથવા,അഥവാ
અથવા દરવાજો,അല്ലെങ്കിൽ ഗേറ്റ്
અથવા ઓપરેશન,അല്ലെങ്കിൽ പ്രവർത്തനം
દ્વારા ઓર્ડર,ഓർഡർ പ്രകാരം
અગ્રતાનો ક્રમ,മുൻഗണനാക്രമം
ઓર્ડર કરેલ જોડી,ഓർഡർ ചെയ്ത ജോഡി
ઓર્ડર કરેલ સેટ,ഓർഡർ സെറ്റ്
ઓર્ડર કરેલ વૃક્ષ,ഓർഡർ വൃക്ഷം
આઉટપુટ ડેટા,ഔട്ട്പുട്ട് ഡാറ്റ
આઉટપુટ ઉપકરણ,ഔട്ട്പുട്ട് ഉപകരണം
આઉટપુટ ફાઇલ,ഔട്ട്പുട്ട് ഫയൽ
આઉટપુટ મોડ્યુલ,ഔട്ട്പുട്ട് മൊഡ്യൂൾ
