Bengali,Kannada
অন্তত অর্থপূর্ণ খেলা,ಕನಿಷ್ಠ ಅರ್ಥಪೂರ್ಣ ಆಟ
অন্তত উল্লেখযোগ্য স্কোর,ಕನಿಷ್ಠ ಗಮನಾರ್ಹ ಸ್ಕೋರ್
বিশাল একীকরণ,ಬೃಹತ್ ಏಕೀಕರಣ
কম সম্ভাবনা,ಕಡಿಮೆ ಸಾಮರ್ಥ್ಯ
তাকান,ನೋಡು
লুমেন,ಲುಮೆನ್
লুমেন ঘন্টা,ಲುಮೆನ್ ಗಂಟೆ
উজ্জ্বলতা,ಪ್ರಕಾಶಮಾನತೆ
আলোকসজ্জা চিহ্ন,ಪ್ರಕಾಶ ಚಿಹ್ನೆ
শিখা প্রবাহ,ಜ್ವಾಲೆಯ ಹರಿವು
লুমার-ব্রোধন ফটোমিটার,ಲುಮರ್-ಬ್ರೋಧನ್ ಫೋಟೋಮೀಟರ್
স্থানীয় উপাদান মডেল,ಸ್ಥಳೀಯ ಘಟಕ ಮಾದರಿ
লিনিয়ার ভোল্টেজ ডিফারেনশিয়াল ট্রান্সফরমার,ಲೀನಿಯರ್ ವೋಲ್ಟೇಜ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
মেশিন চক্র,ಯಂತ್ರ ಚಕ್ರ
মেশিন ভাষা,ಯಂತ್ರ ಭಾಷೆ
ম্যাকিটোশ কম্পিউটার,ಮ್ಯಾಸಿಟೋಶ್ ಕಂಪ್ಯೂಟರ್
ম্যাজিক চা,ಮ್ಯಾಜಿಕ್ ಚಹಾ
চুম্বক,ಅಯಸ್ಕಾಂತ
চৌম্বক পরিবর্ধক,ಕಾಂತೀಯ ಆಂಪ್ಲಿಫಯರ್
চৌম্বকীয় বুদ্বুদ মেমরি,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಬಬಲ್ ಮೆಮೊರಿ
চৌম্বক কোর,ಕಾಂತೀಯ ಕೋರ್
চৌম্বক যুগল,ಕಾಂತೀಯ ಜೋಡಣೆ
চৌম্বকীয় ডেটা স্টোরেজ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡೇಟಾ ಸಂಗ್ರಹಣೆ
চৌম্বকীয় বিচ্যুতি,ಕಾಂತೀಯ ವಿಚಲನ
চৌম্বকীয় ডিস্ক,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್
চৌম্বক ক্ষেত্র,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಫೀಲ್ಡ್
চৌম্বক প্রবাহ,ಕಾಂತೀಯ ಹರಿವು
চৌম্বকীয় ফোকাস,ಕಾಂತೀಯ ಗಮನ
চুম্বক সংশ্লেষণ,ಮ್ಯಾಗ್ನೆಟೋಸಿಂಥೆಸಿಸ್
চৌম্বক বল লাইন,ಕಾಂತೀಯ ಬಲದ ರೇಖೆ
চৌম্বক সংগ্রাহক,ಕಾಂತೀಯ ಸಂಗ್ರಾಹಕ
চৌম্বক মেরুতা,ಕಾಂತೀಯ ಧ್ರುವೀಯತೆ
চৌম্বক মেরুতা,ಕಾಂತೀಯ ಧ್ರುವೀಯತೆ
চৌম্বকীয় স্যাচুরেশন,ಕಾಂತೀಯ ಶುದ್ಧತ್ವ
চৌম্বক রক্ষা,ಕಾಂತೀಯ ರಕ್ಷಾಕವಚ
চৌম্বক বিক্ষিপ্ততা,ಕಾಂತೀಯ ಪ್ರಕ್ಷುಬ್ಧತೆ
চৌম্বকীয় টেপ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್
ম্যাগনেটোমিটার,ಮ್ಯಾಗ್ನೆಟೋಮೀಟರ್
চৌম্বক চালিকা শক্তি (mmf),ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡ್ರೈವಿಂಗ್ ಫೋರ್ಸ್ (ಎಂಎಂಎಫ್)
ম্যাগনেট্রন,ಮ್ಯಾಗ್ನೆಟ್ರಾನ್
বিবর্ধন,ವರ್ಧನೆ
আয়তন,ಸಂಪುಟ
মাত্রার তুলনাকারী,ಪರಿಮಾಣ ಹೋಲಿಕೆದಾರ
পরিমাণ ফাংশন,ಪ್ರಮಾಣ ಕಾರ್ಯ
বড় কম্পিউটার,ದೊಡ್ಡ ಕಂಪ್ಯೂಟರ್
প্রধান লাইন স্ট্রীম,ಮುಖ್ಯ ಸಾಲಿನ ಸ್ಟ್ರೀಮ್
সংখ্যাগরিষ্ঠ বাহক,ಬಹುಪಾಲು ವಾಹಕ
সংখ্যাগরিষ্ঠ বাহক বর্তমান,ಬಹುಪಾಲು ವಾಹಕ ಪ್ರಸ್ತುತ
"পাম্প সমন্বয়কারী, রিকম্বিন্যান্ট","ಪಂಪ್ ಸಂಯೋಜಕ, ಮರುಸಂಯೋಜಕ"
ম্যান (মেট্রোপলিটন এরিয়া নেটওয়ার্ক),MAN (ಮೆಟ್ರೋಪಾಲಿಟನ್ ಏರಿಯಾ ನೆಟ್‌ವರ್ಕ್)
ম্যানচেস্টার কোডিং,ಮ್ಯಾಂಚೆಸ್ಟರ್ ಕೋಡಿಂಗ್
মানুষের আওয়াজ,ಮಾನವ ಶಬ್ದ
ম্যান্টিসা,ಮಂಟಿಸ್ಸಾ
ম্যাপিং,ಮ್ಯಾಪಿಂಗ್
মার্কোনি অ্যান্টেনা,ಮಾರ್ಕೋನಿ ಆಂಟೆನಾ
সাইন/সময় অনুপাত,ಚಿಹ್ನೆ/ಸಮಯ ಅನುಪಾತ
আবরণ,ಹೊದಿಕೆ
মাস্ক প্রোগ্রাম করা রম,ಮಾಸ್ಕ್ ಪ್ರೋಗ್ರಾಮ್ ಮಾಡಿದ ರೋಮ್
ভাল কাজ বাধা,ಉತ್ತಮ ಕೆಲಸದ ಅಡಚಣೆ
কভার রম,ಕವರ್ ರೋಮ್
"আয়তন, ভর","ಪರಿಮಾಣ, ದ್ರವ್ಯರಾಶಿ"
মাস্টার ঘড়ি,ಮಾಸ್ಟರ್ ಗಡಿಯಾರ
মাস্টার অসিলেটর,ಮಾಸ್ಟರ್ ಆಂದೋಲಕ
মিলে যাওয়া ফিল্টার,ಹೊಂದಾಣಿಕೆಯ ಫಿಲ್ಟರ್
মিলে যাওয়া লোড,ಹೊಂದಾಣಿಕೆಯ ಲೋಡ್
ম্যাচিং,ಹೊಂದಾಣಿಕೆಗೆ
ম্যাট্রিক্স সমীকরণ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸಮೀಕರಣ
হেড অ্যান্টেনা টিভি,ಹೆಡ್ ಆಂಟೆನಾ ಟಿವಿ
সর্বোচ্চ এগিয়ে,ಗರಿಷ್ಠ ಮುಂದಕ್ಕೆ
সর্বোচ্চ লাভ,ಗರಿಷ್ಠ ಲಾಭ
সর্বোচ্চ শক্তি স্থানান্তর উপপাদ্য,ಗರಿಷ್ಠ ವಿದ್ಯುತ್ ವರ್ಗಾವಣೆ ಪ್ರಮೇಯ
সর্বোচ্চ স্কোর,ಗರಿಷ್ಠ ಸ್ಕೋರ್
সর্বোচ্চ বিপরীত ভোল্টেজ,ಗರಿಷ್ಠ ರಿವರ್ಸ್ ವೋಲ್ಟೇಜ್
সর্বাধিক ব্যবহারযোগ্য ফ্রিকোয়েন্সি (MUF),ಗರಿಷ್ಠ ಬಳಸಬಹುದಾದ ಆವರ್ತನ (MUF)
সর্বোচ্চ,ಗರಿಷ್ಠ
ম্যাক্সওয়েল সমীকরণ,ಮ್ಯಾಕ್ಸ್ವೆಲ್ ಸಮೀಕರಣ
মাইক্রো চ্যানেল গঠন,ಸೂಕ್ಷ್ಮ ಚಾನಲ್ ರಚನೆ
M-প্রাপ্ত ফিল্টার,M- ಪಡೆದ ಫಿಲ್ಟರ್
গড় মুক্ত পথ,ಉಚಿತ ಮಾರ್ಗ ಎಂದರ್ಥ
গড় মূল্য,ಸರಾಸರಿ ಮೌಲ್ಯ
বর্গক্ষেত্রের গড় মান,ಚದರ ಸರಾಸರಿ ಮೌಲ್ಯ
পরিমাপক যন্ত্রপাতি,ಅಳತೆ ಉಪಕರಣ
যান্ত্রিক ফিল্টার,ಯಾಂತ್ರಿಕ ಫಿಲ್ಟರ್
মেডিকেল ইলেকট্রনিক্স,ವೈದ್ಯಕೀಯ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
মেগা ওহম,ಮೆಗಾ ಓಮ್
মেগাবাইট,ಮೆಗಾಬೈಟ್
মেগার,ಮೆಗ್ಗರ್
স্মারক,ಸ್ಮರಣಾರ್ಥ
মেমরি অ্যাক্সেস সময়,ಮೆಮೊರಿ ಪ್ರವೇಶ ಸಮಯ
মেমরি অ্যারে,ಮೆಮೊರಿ ಅರೇ
মেমরি বাফার রেজিস্টার,ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್
মেমরি সেল,ಮೆಮೊರಿ ಕೋಶ
মেমরি সেল &#39;ঘোড়দৌড়&#39; মঞ্চ,ಮೆಮೊರಿ ಸೆಲ್ &#39;ರೇಸ್ ಅರೌಂಡ್&#39; ಹಂತ
মেমরি চিপ,ಮೆಮೊರಿ ಚಿಪ್
মাইক্রো সার্কিট,ಮೈಕ್ರೋ ಸರ್ಕ್ಯೂಟ್
মেমরি চক্র,ಮೆಮೊರಿ ಚಕ್ರ
মেমরি চক্র,ನೆನಪಿನ ಚಕ್ರ
মেমরি মানচিত্র,ಮೆಮೊರಿ ನಕ್ಷೆ
মেমরি ম্যাপ করা ইনপুট/আউটপুট,ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ ಇನ್‌ಪುಟ್/ಔಟ್‌ಪುಟ್
স্মৃতি পড়া,ಮೆಮೊರಿ ಓದುವಿಕೆ
স্মৃতি লেখা,ನೆನಪಿನ ಬರವಣಿಗೆ
"মেনু, ক্যাটালগ","ಮೆನು, ಕ್ಯಾಟಲಾಗ್"
অক্ষীয় সমতল,ಅಕ್ಷೀಯ ಸಮತಲ
নেট,ನಿವ್ವಳ
জাল বিশ্লেষণ,ಜಾಲರಿ ವಿಶ್ಲೇಷಣೆ
জাল প্রবাহ,ಜಾಲರಿ ಸ್ಟ್ರೀಮ್
জাল সমীকরণ,ಜಾಲರಿ ಸಮೀಕರಣ
ধাতু,ಲೋಹದ
ধাতু বক্স,ಲೋಹದ ಪೆಟ್ಟಿಗೆ
ধাতব ফিল্ম প্রতিরোধক,ಲೋಹದ ಫಿಲ್ಮ್ ರೆಸಿಸ್ಟರ್
ধাতবকরণ,ಲೋಹೀಕರಣ
মিটার,ಮೀಟರ್
এমএফটিডি (একাধিক টোন ডায়ালিং),MFTD (ಬಹು ಟೋನ್ ಡಯಲಿಂಗ್)
মো,ಮೊ
MIC (মাইক্রোওয়েভ ইন্টিগ্রেটেড সার্কিট),MIC (ಮೈಕ್ರೋವೇವ್ ಇಂಟಿಗ್ರೇಟೆಡ್ ಸರ್ಕ್ಯೂಟ್)
মাইকা ক্যাপাসিটর,ಮೈಕಾ ಕೆಪಾಸಿಟರ್
MICR,MICR
সূক্ষ্ম চিহ্ন,ಸೂಕ್ಷ್ಮ ಗುರುತುಗಳು
মাইক্রোকম্পিউটার,ಮೈಕ್ರೋಕಂಪ್ಯೂಟರ್
মাইক্রো কন্ট্রোলার,ಸೂಕ್ಷ್ಮ ನಿಯಂತ್ರಕ
মাইক্রো ইলেকট্রনিক্স,ಸೂಕ್ಷ್ಮ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
মাইক্রোফ্যারাড,ಮೈಕ್ರೋಫಾರ್ಡ್
মাইক্রোফিশ,ಸೂಕ್ಷ್ಮಮೀನು
মাইক্রো নির্দেশ,ಸೂಕ್ಷ್ಮ ಸೂಚನೆ
মাইক্রোস্কোপিক অপারেটিং সিস্টেম,ಮೈಕ್ರೋಸ್ಕೋಪಿಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್
সূক্ষ্ম যুক্তি,ಸೂಕ್ಷ್ಮ ತಾರ್ಕಿಕ
মাইক্রন,ಮೈಕ್ರಾನ್
মাইক্রোফোন,ಮೈಕ್ರೊಫೋನ್
মাইক্রোটোনিক প্রভাব,ಮೈಕ್ರೋಟೋನಿಕ್ ಪರಿಣಾಮ
"মাইক্রোপ্রসেসর, মাইক্রোপ্রসেসর","ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್, ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್"
মাইক্রোপ্রসেসর কোড,ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್ ಕೋಡ್
মাইক্রো প্রোগ্রাম,ಸೂಕ್ಷ್ಮ ಪ್ರೋಗ್ರಾಂ
"মাইক্রো প্রোগ্রামিং, মাইক্রো প্রোগ্রামিং","ಮೈಕ್ರೋ ಪ್ರೋಗ್ರಾಮಿಂಗ್, ಮೈಕ್ರೋ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
মাইক্রো সেকেন্ড,ಸೂಕ್ಷ್ಮ ಸೆಕೆಂಡ್
মাইক্রো স্ট্রিপ অ্যান্টেনা,ಮೈಕ್ರೋ ಸ್ಟ್ರಿಪ್ ಆಂಟೆನಾ
মাইক্রো স্ট্রিপ ট্রান্সমিশন লাইন,ಮೈಕ್ರೋ ಸ್ಟ್ರಿಪ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಲೈನ್
"মাইক্রোওয়েভ, মাইক্রোওয়েভ","ಮೈಕ್ರೋವೇವ್, ಮೈಕ್ರೋವೇವ್"
মাইক্রোওয়েভ পরিবর্ধক,ಮೈಕ್ರೋವೇವ್ ಆಂಪ್ಲಿಫಯರ್
মাইক্রোওয়েভ অ্যান্টেনা,ಮೈಕ್ರೋವೇವ್ ಆಂಟೆನಾ
মাইক্রো ওয়েভ লিঙ্ক,ಮೈಕ್ರೋ ವೇವ್ ಲಿಂಕ್
মাইক্রোওয়েভ ট্রান্সমিশন উইন্ডো,ಮೈಕ್ರೋವೇವ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ವಿಂಡೋ
মাইক্রোওয়েভ টিউব,ಮೈಕ್ರೋವೇವ್ ಟ್ಯೂಬ್
মধ্য ব্যান্ড পরিসীমা,ಮಧ್ಯಮ ಬ್ಯಾಂಡ್ ಶ್ರೇಣಿ
MIDI (ইন্সট্রুমেন্টাল ডিজিটাল ইন্টারফেস),MIDI (ವಾದ್ಯ ಡಿಜಿಟಲ್ ಇಂಟರ್ಫೇಸ್)
মিলার প্রভাব ক্যাপাসিট্যান্স,ಮಿಲ್ಲರ್ ಪರಿಣಾಮ ಕೆಪಾಸಿಟನ್ಸ್
মিলার ইন্টিগ্রেটর,ಮಿಲ್ಲರ್ ಇಂಟಿಗ್ರೇಟರ್
মিলার কল বেস,ಮಿಲ್ಲರ್ ಕರೆ ಬೇಸ್
মিলার উপপাদ্য,ಮಿಲ್ಲರ್ ಪ್ರಮೇಯ
মিলিমিটার,ಮಿಲಿಮೀಟರ್
মিলি অ্যাম্পিয়ার,ಮಿಲಿ ಆಂಪಿಯರ್
মিলি হেনরি,ಮಿಲಿ ಹೆನ್ರಿ
মিলম্যানের উপপাদ্য,ಮಿಲ್ಮನ್ ಪ್ರಮೇಯ
সংক্ষিপ্তকরণ,ಸಂಕ್ಷಿಪ್ತಗೊಳಿಸುವಿಕೆ
সংখ্যালঘু বাহক,ಅಲ್ಪಸಂಖ್ಯಾತ ವಾಹಕ
সংখ্যালঘু বাহক প্রবাহ,ಅಲ್ಪಸಂಖ್ಯಾತ ವಾಹಕ ಸ್ಟ್ರೀಮ್
মিনটার্ম,ಮಿಂಟರ್ಮ್
বিয়োগ,ವ್ಯವಕಲನ
এম.পি.এস.,ಎಂ.ಪಿ.ಎಸ್.
মিসলাইনমেন্ট,ತಪ್ಪು ಜೋಡಣೆ
বিমোচন,ಕ್ಷಯಿಸುವಿಕೆ
মিক্সার,ಮಿಕ್ಸರ್
এমএমইউ (মেমরি ম্যানেজমেন্ট ইউনিট),ಎಂಎಂಯು (ನೆನಪಿನ ನಿರ್ವಹಣಾ ಘಟಕ)
স্মৃতিসংক্রান্ত,ಸ್ಮರಣಾರ್ಥ
চলমান ইলেকট্রন,ಚಲಿಸುವ ಎಲೆಕ್ಟ್ರಾನ್ಗಳು
গতিশীলতা,ಚಲನಶೀಲತೆ
মডেলের বিচ্যুতি,ಮಾದರಿ ವಿಚಲನ
মোড,ಮೋಡ್
মডেল,ಮಾದರಿ
মডেম,ಮೋಡೆಮ್
অপরিবর্তিত ফ্রিকোয়েন্সি মডুলেশন কোডিং,ಬದಲಾಗದ ಆವರ್ತನ ಮಾಡ್ಯುಲೇಶನ್ ಕೋಡಿಂಗ್
মডুলার নকশা,ಮಾಡ್ಯುಲರ್ ವಿನ್ಯಾಸ
modulated,ಮಾಡ್ಯುಲೇಟೆಡ್
মড্যুলেশন,ಸಮನ್ವಯತೆ
মডুলেশন গভীরতা,ಮಾಡ್ಯುಲೇಷನ್ ಆಳ
মড্যুলেশন সূচক,ಮಾಡ್ಯುಲೇಶನ್ ಸೂಚ್ಯಂಕ
মড্যুলেশন শতাংশ,ಮಾಡ್ಯುಲೇಶನ್ ಶೇಕಡಾವಾರು
মডিউল,ಘಟಕ
মডুলাস n গুণক,ಮಾಡ್ಯುಲಸ್ ಎನ್ ಗುಣಕ
ক্যালকুলেটর মডুলাস,ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಮಾಡ್ಯುಲಸ್
অণু,ಅಣು
আবেগ,ಪ್ರಚೋದನೆ
মনিটর,ಮಾನಿಟರ್
একরঙা,ಏಕವರ್ಣದ
একরঙা প্রদর্শন,ಏಕವರ್ಣದ ಪ್ರದರ್ಶನ
মনোলিথিক (IC),ಏಕಶಿಲೆಯ (IC)
একক পালস,ಒಂದೇ ನಾಡಿ
একীভূত মাল্টিভাইব্রেটর,ಏಕತಾನತೆಯ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
অভিন্নতা,ಏಕರೂಪತೆ
মুরের সূত্র,ಮೂರ್ ಕಾನೂನು
মোর্স কোড,ಮೋರ್ಸ್ ಕೋಡ್
mosfet,mosfet
অর্থপূর্ণ চরিত্র,ಅರ್ಥಪೂರ್ಣ ಪಾತ್ರ
মাদার বোর্ড,ಮದರ್ ಬೋರ್ಡ್
মোটর,ಮೋಟಾರ್
মোটর কর্ম,ಮೋಟಾರ್ ಕ್ರಿಯೆ
অভিযুক্তি,ಆರೋಪ
মাউস,ಇಲಿ
চলমান কুন্ডলি লাউডস্পিকার,ಚಲಿಸಬಲ್ಲ ಸುರುಳಿ ಧ್ವನಿವರ್ಧಕ
চলমান মিটার,ಚಾಲನೆಯಲ್ಲಿರುವ ಮೀಟರ್
সামপেগ,ಸಂಪೆಗ್
এমপিইউ,ಎಂಪಿಯು
MSD (সর্বোচ্চ নম্বর),MSD (ಅತಿ ಹೆಚ್ಚು ಅಂಕ)
এমএস উইন্ডোজ,MS ವಿಂಡೋಸ್
M.T.B.F. (পার্থক্য ব্যর্থতার মধ্যমা),ಎಂ.ಟಿ.ಬಿ.ಎಫ್. (ವ್ಯತ್ಯಾಸ ವೈಫಲ್ಯ ಸರಾಸರಿ)
মাল্টিকলাম ক্লিস্ট্রন,ಬಹುಕಾಲಮ್ ಕ್ಲೈಸ್ಟ್ರಾನ್
পলিমার সংযোগকারী,ಪಾಲಿಮರ್ ಕನೆಕ್ಟರ್
মাল্টিমিডিয়া,ಮಲ್ಟಿಮೀಡಿಯಾ
মাল্টিমিটার,ಮಲ್ಟಿಮೀಟರ್
একাধিক ইমিটার ট্রানজিস্টর,ಬಹು ಹೊರಸೂಸುವ ಟ್ರಾನ್ಸಿಸ್ಟರ್
মাল্টিট্রেসিং,ಮಲ್ಟಿಟ್ರೇಸಿಂಗ್
যোগ্যতা,ಅರ್ಹತೆ
গুণক,ಗುಣಕ
বহু সম্পদ,ಬಹು ಸಂಪನ್ಮೂಲ
মাল্টিপ্রোগ্রামিং,ಮಲ್ಟಿಪ್ರೋಗ್ರಾಮಿಂಗ್
একাধিক পরিসীমা,ಬಹು ಶ್ರೇಣಿ
বহুপদী পরিবর্ধক,ಬಹುಪದೀಯ ಆಂಪ್ಲಿಫಯರ್
multifunction,ಬಹುಕ್ರಿಯಾತ್ಮಕ
নিঃশব্দ,ಮ್ಯೂಟ್ ಮಾಡಿ
পারস্পরিক বৈশিষ্ট্য,ಪರಸ್ಪರ ಗುಣಲಕ್ಷಣಗಳು
পারস্পরিক পরিবাহিতা,ಪರಸ್ಪರ ವಾಹಕತೆ
