English,Telugu
One gene one enzyme hypothesis,ఒక జన్యువు వన్ ఎంజైమ్ పరికల్పన
One gene one polypeptide,ఒక జన్యువు వన్ పాలీపెప్టైడ్
One whorl of perianth,పెరియంత్ యొక్క ఒక వోర్ల్
Ontogeny,ఒంటొజెని
Oocyte,ఓసైట్
Oogamous,ఒగాగామస్
Oogamy,ఒగాగాడీ
Oogenesis,ఓజెనిసిస్
Oospore,ఓస్పోర్
Opaque,అపారదర్శక
Oparin Haldane hypothesis,ఒపారిన్ హల్దానే పరికల్పన
Open system,ఓపెన్ సిస్టమ్
Operculum,ఓపెర్క్యులమ్
Operon,ఒపెరాన్
Ophiura,ఓఫియురా
Ophrys,ఓఫ్రిస్
Ophthalmic surgery,ఆప్తాల్మిక్ సర్జరీ
Opiate narcotic,ఓపియేట్ నార్కోటిక్
Opportunistic infection,అవకాశవాద సంక్రమణ
Opposite,ఎదురుగా
Opsin,ఆప్సిన్
Opsonisation,ఆప్సోనైజేషన్
Optic,ఆప్టిక్
Optic,ఆప్టిక్
Optic lobe,ఆప్టిక్ లోబ్
Optic nerve,ఆప్టిక్ నరాల
Optically transparent cuvette,ఆప్టికల్‌గా పారదర్శక క్యూట్
Optimum temperature,వాంఛనీయ ఉష్ణోగ్రత
Opuntia,ఓపుంటియా
Oral administration,ఓరల్ అడ్మినిస్ట్రేషన్
Oral membrane,నోటి పొర
Orang utan,ఒరాంగ్ ఉటాన్
Orbicular,కక్ష్య
Orchard,పండ్ల తోట
Orchid,ఆర్చిడ్
Orchidaceae,ఆర్కిడేసి
Order,ఆర్డర్
Order,ఆర్డర్
Ordovician period,ఆర్డోవిషియన్ కాలం
Ore smelter,ధాతువు స్మెల్టర్
Organ of corti,కోర్టి యొక్క అవయవం
Organ system,అవయవ వ్యవస్థ
Organ transplant,అవయవ మార్పిడి
Organelle,ఆర్గానెల్లె
Organic compound,సేంద్రీయ సమ్మేళనం
Organic matter,సేంద్రీయ పదార్థం
Organic matter,సేంద్రీయ పదార్థం
Organic evolution,సేంద్రీయ పరిణామం
Organic remain,సేంద్రీయ మిగిలి ఉంది
Organismic level,ఆర్ధిక స్థాయి
Organogenesis,ఆర్గానోజెనిసిస్
Orientation,ఓరియంటేషన్
Origin of earth,భూమి యొక్క మూలం
Origin of replication,ప్రతిరూపణ యొక్క మూలం
Origin of species,జాతుల మూలం
Original population,అసలు జనాభా
Ornamental plant,అలంకార మొక్క
Ornithophily,ఆర్నిథోఫిలీ
Ornithine,ఆర్నిథైన్
Ornithorhynchus,ఆర్నిథోర్హైంచస్
Orobanchea,ఒరోబాంచీయా
Orohippus,ఒరోహిప్పస్
Oro-pharynx,ఓరో-ఫారింక్స్
Orthodox state,ఆర్థడాక్స్ స్టేట్
Orthophosphate,ఆర్థోఫాస్ఫేట్
Oryza sativa,ఓరిజా సాటివా
Oscilloscope screen,ఓసిల్లోస్కోప్ స్క్రీన్
Osculum,ఓస్క్యులం
Osmoconformer,ఓస్మోకాన్‌ఫార్మర్
Osmolarity,ఓస్మోలారిటీ
Osmolarity of medulla,మెడుల్లా యొక్క ఓస్మోలారిటీ
Osmolyte,ఓస్మోలైట్
Osmoreceptor,ఓస్మోరెసెప్టర్
Osmoregulation,ఓస్మోరేగ్యులేషన్
Osmoregulation - osmoregulator,ఓస్మోర్గ్యులేషన్ - ఓస్మోరెగ్యులేటర్
Osmotic concentration,ఓస్మోటిక్ గా ration త
Osmotic condition,ఓస్మోటిక్ పరిస్థితి
Osmotic effect,ఓస్మోటిక్ ప్రభావం
Osmotic flow,ఓస్మోటిక్ ప్రవాహం
Osmotic movement,ఓస్మోటిక్ కదలిక
Osmotic potential,ఓస్మోటిక్ సంభావ్యత
Osmotic shock,ఓస్మోటిక్ షాక్
Osmotically active,ఓస్మోటికల్ యాక్టివ్
Ospenis,ఓస్పెనిస్
Ossein,ఒస్సేన్
Ossicle,ఒస్సికల్
Ossified,ఒస్సిఫైడ్
Osteichthyes,ఆస్టిచతిస్
Osteitis fibrosa cystica,ఆస్టిటిస్ ఫైబ్రోసా సిస్టికా
Osteoarthritis,ఆస్టియో ఆర్థరైటిస్
Osteocyte,ఆస్టియోసైట్
Osteoporosis,బోలు ఎముకల వ్యాధి
Ostium,ఓస్టియం
Ostrich,ఉష్ట్రపక్షి
Otoconium,ఓటోకోనియం
Otolith organ,ఓటోలిత్ ఆర్గాన్
Otolith,ఓటోలిథ్
Ouch-ouch disease,Uch చ్-కోచ్ వ్యాధి
Outbreeding,వస్త్రధారణ
Outbreeding device,అవుట్‌బ్రీడింగ్ పరికరం
Outburst of emotion,భావోద్వేగం యొక్క ప్రకోప
Outcrossing,అవుట్ క్రాస్
Outlet,అవుట్లెట్
Output of nutrient,పోషక ఉత్పత్తి
Oval,ఓవల్
Oval window,ఓవల్ విండో
Ovarian follicle,అండాశయ ఫోలికల్
Ovarian tubule,అండాశయ గొట్టం
Ovariole,అండాశయ
Ovary,అండాశయం
Ovate,అండాకారం
Over exploiting,ఓవర్ దోపిడీ
Overall metabolism,మొత్తం జీవక్రియ
Overnutrition,అతివ్యాప్తి
Oviduct,అండం
Oviparous,ఓవిపరస్
Oviposition,అండాశయం
Ovulation,అండోత్సర్గము
Ovule,అండాశయం
Ovum,అండం
Oxalis,ఆక్సాలిస్
Oxaloacetic acid (OAA),Oxపిరితిత్తుల ఆమ్లము
Oxidation,ఆక్సీకరణ
Oxidative phosphorylation,ఆక్సీకరణ ఫాస్ఫోరైలేషన్
Oxygen dissociation curve,ఆక్సిజన్ డిస్సోసియేషన్ కర్వ్
Oxygenase,ఆక్సిజనేస్
Oxygenated,ఆక్సిజనేటెడ్
Oxygenation,ఆక్సిజనేషన్
Oxyntic tubular gland,ఆక్సింటిక్ గొట్టపు గ్రంథి
Oxytocin,ఆక్సిటోసిన్
Oyster,ఓస్టెర్
Ozone,ఓజోన్
Ozone hole,ఓజోన్ రంధ్రం
Ozone layer,ఓజోన్ పొర
Pachynema,పచీనేమా
Pachytene,పాచీటెన్
Packaging cell,ప్యాకేజింగ్ సెల్
Packging of DNA helix,DNA హెలిక్స్ యొక్క ప్యాగింగ్
Paired connection,జత చేసిన కనెక్షన్
Palaeontological evidence,పాలియోంటాలజికల్ సాక్ష్యం
Palaeontologist,పాలియోంటాలజిస్ట్
Palaeontology,పాలియోంటాలజీ
Paleocene,పాలియోసిన్
Paleozoic,పాలిజోయిక్
Palindromic,పాలిండ్రోమిక్
Palindromic nucleotide sequence,పాలిండ్రోమిక్ న్యూక్లియోటైడ్ సీక్వెన్స్
Palm crease,పామ్ క్రీజ్
Palmate,పాల్మేట్
Palmately compound leaf,పామిలీ కాంపౌండ్ లీఫ్
Palpitation,పాల్పిటేషన్
Pancreatic islet,ప్యాంక్రియాటిక్ ఐలెట్
Pangene,పాంగేన్
Pannus,పన్నస్
Panspermia,పాన్స్పెర్మియా
Panthera,పాంథెరా
Pantothenic acid,పాంటోథెనిక్ ఆమ్లం
Papaver somniferum,పాపావర్ సోమ్నిఫెరం
Paper chromatography,పేపర్ క్రోమాటోగ్రఫీ
Papiliooideae,పాపిలియోయిడీ
Papilla,పాపిల్లా
Papillate,పాపిలేట్
Pappus,పప్పస్
Par focal,పార్ ఫోకల్
Para sympathetic divison,పారా సానుభూతి డివిజన్
Paracentric,పారాసెంట్రిక్
Paradoxin,పారడాక్సిన్
Paraffin,పారాఫిన్
Parahippus,పారాహిప్పస్
Parallel evolution,సమాంతర పరిణామం
Parallel vein,సమాంతర సిర
Parallel venation,సమాంతర వెనిషన్
Parameter value,పారామితి విలువ
Parapodium,పారాపోడియం
Parasite,పరాన్నజీవి
Parasitic,పరాన్నజీవి
Parasitic animal,పరాన్నజీవి జంతువు
Parasitism,పరాన్నజీవి
Parasympathetic,పారాసింపథెటిక్
Parathyroid,పారాథైరాయిడ్
Paratonic movement,పారాటోనిక్ ఉద్యమం
Paraventricular nucleus,పారావెంట్రిక్యులర్ న్యూక్లియస్
Parazoa,పారాజోవా
Parazoan,పారాజోవాన్
Parbhani kranti,పార్భానీ క్రాంటి
Parenchyma cell,పరేన్చైమా సెల్
Parenchymatous,పరేన్చైమాటస్
Parental population,తల్లిదండ్రుల జనాభా
Parental,తల్లిదండ్రుల
Parietal,ప్యారిటల్
Parietal cell,ప్యారిటల్ సెల్
Parietal lobe,ప్యారిటల్ లోబ్
Parietales,ప్యారిటల్స్
Paripinnate,పారిపిన్నేట్
Parotid gland,పరోటిడ్ గ్రంధి
