Marathi,Punjabi
"ग्रॅन्युलॅरिटी, ग्रॅन्युलॅरिटी","ਗ੍ਰੈਨੁਲੈਰਿਟੀ, ਗ੍ਰੈਨਿਊਲਿਟੀ"
दाणेदार,ਦਾਣੇਦਾਰ
ग्रॅन्युल कोर,ਗ੍ਰੈਨਿਊਲ ਕੋਰ
"हरभरा, हरभरा","ਗ੍ਰਾਮ, ਗ੍ਰਾਮ"
ग्रॅम अणू,ਗ੍ਰਾਮ ਪਰਮਾਣੂ
ग्राम अणु प्रवृत्ती,ਪਿੰਡ ਪਰਮਾਣੂ ਰੁਝਾਨ
ग्रॅम कॅलरीज,ਗ੍ਰਾਮ ਕੈਲੋਰੀ
ग्रॅम सेंटीमीटर,ਗ੍ਰਾਮ ਸੈਂਟੀਮੀਟਰ
ग्राम समतुल्य,ਗ੍ਰਾਮ ਦੇ ਬਰਾਬਰ
ग्राम बल,ਪਿੰਡ ਦੀ ਫੋਰਸ
ग्राम आण्विक खंड,ਗ੍ਰਾਮ ਅਣੂ ਵਾਲੀਅਮ
ग्राम रेणू,ਗ੍ਰਾਮ ਅਣੂ
ग्रॅम वजन,ਗ੍ਰਾਮ ਭਾਰ
गाव लाल,ਪਿੰਡ ਲਾਲ
गाव रुंटगेन,ਪਿੰਡ ਰੰਟਗੇਨ
ग्रामोफोन,ਗ੍ਰਾਮੋਫੋਨ
मोठे प्रमाणिक सरासरी,ਵੱਡਾ ਕੈਨੋਨੀਕਲ ਮਤਲਬ
मोठे प्रमाणिक वितरण कार्य,ਵੱਡਾ ਕੈਨੋਨੀਕਲ ਵੰਡ ਫੰਕਸ਼ਨ
मोठा प्रमाणिक संच,ਵੱਡਾ ਕੈਨੋਨੀਕਲ ਸੈੱਟ
दाणेदार,ਦਾਣੇ
"आलेख, आलेख, आलेख","ਗ੍ਰਾਫ਼, ਗ੍ਰਾਫ਼, ਗ੍ਰਾਫ਼"
"आलेख कागद, चौरस कागद, आलेख कागद","ਗ੍ਰਾਫ ਪੇਪਰ, ਵਰਗ ਪੇਪਰ, ਗ੍ਰਾਫ ਪੇਪਰ"
ग्राफिक,ਗ੍ਰਾਫਿਕ
ग्राफिकल गणना,ਗ੍ਰਾਫਿਕਲ ਗਣਨਾ
ग्राफिकल नियंत्रण,ਗ੍ਰਾਫਿਕਲ ਕੰਟਰੋਲ
"ग्राफिकल व्यंजन, ग्राफिकल अभिव्यक्ती","ਗ੍ਰਾਫਿਕਲ ਵਿਅੰਜਨ, ਗ੍ਰਾਫਿਕਲ ਸਮੀਕਰਨ"
"ग्राफिक, आलेख","ਗ੍ਰਾਫਿਕ, ਗ੍ਰਾਫ਼"
ग्राफिकल गणना,ਗ੍ਰਾਫਿਕਲ ਗਣਨਾ
ग्राफिकल समाविष्ट करणे,ਗ੍ਰਾਫਿਕਲ ਸੰਮਿਲਨ
ग्राफिकल प्लेसमेंट,ਗ੍ਰਾਫਿਕਲ ਪਲੇਸਮੈਂਟ
"ग्राफिक मापन, ग्राफिक मापन","ਗ੍ਰਾਫਿਕ ਮਾਪ, ਗ੍ਰਾਫਿਕ ਮਾਪ"
ग्राफिकल चिन्ह,ਗ੍ਰਾਫਿਕਲ ਚਿੰਨ੍ਹ
ग्राफिकल प्रतिनिधित्व,ਗ੍ਰਾਫਿਕਲ ਪ੍ਰਤੀਨਿਧਤਾ
ग्राफिक्स रेकॉर्डर,ਗਰਾਫਿਕਸ ਰਿਕਾਰਡਰ
"ग्राफिकल प्रतिनिधित्व, ग्राफिकल प्रतिनिधित्व","ਗ੍ਰਾਫਿਕਲ ਪ੍ਰਤੀਨਿਧਤਾ, ਗ੍ਰਾਫਿਕਲ ਪ੍ਰਤੀਨਿਧਤਾ"
आलेख चिन्ह,ਗ੍ਰਾਫ ਪ੍ਰਤੀਕ
ग्रासआउट फ्लक्समीटर,ਗ੍ਰਾਸਆਊਟ ਫਲੈਕਸਮੀਟਰ
"आलेख, धागा, ग्रेटिक्युल","ਗ੍ਰਾਫ, ਥਰਿੱਡ, graticule"
graticule ओळ,graticule ਲਾਈਨ
ग्रेटिक्युल स्केल,graticule ਸਕੇਲ
Graticule पडदा,Graticule ਪਰਦਾ
"जाळी, दळणे, संकुचित करणे (क्रि, )","ਗਰੇਟਿੰਗ, ਪੀਸਣਾ, ਸੰਕੁਚਿਤ ਕਰਨਾ (kri, )"
"grating interval, grating constant","grating interval, grating constant"
ग्रेटिंग वेव्ह कनवर्टर,ਗਰੇਟਿੰਗ ਵੇਵ ਕਨਵਰਟਰ
जाळीचे अंतर,grating ਅੰਤਰਾਲ
जाळी परावर्तक,ਗਰੇਟਿੰਗ ਰਿਫਲੈਕਟਰ
जाळीचे अंतर,grating ਅੰਤਰਾਲ
जाळीचे स्पेक्ट्रोस्कोप,ਗਰੇਟਿੰਗ ਸਪੈਕਟ੍ਰੋਸਕੋਪ
शेगडी स्पेक्ट्रोमेट्री,ਗਰੇਟਿੰਗ ਸਪੈਕਟ੍ਰੋਮੈਟਰੀ
"गुरुत्वाकर्षण विज्ञान, गुरुत्वाकर्षण","ਗਰੈਵਿਟੀ ਸਾਇੰਸ, ਗਰੈਵਿਟੀ"
गुरुत्वाकर्षण मापक,ਗ੍ਰੈਵਿਟੀ ਗੇਜ
गुरुत्वाकर्षण पद्धत,ਗਰੈਵੀਮੀਟ੍ਰਿਕ ਵਿਧੀ
गुरुत्वाकर्षण,ਗੰਭੀਰਤਾ
आण्विक दबाव,ਅਣੂ ਦਾ ਦਬਾਅ
गुरुत्व वर्तुळ,ਗੁਰੂਤਾ ਚੱਕਰ
"गुरुत्वाकर्षण, गुरुत्वाकर्षण","ਗੰਭੀਰਤਾ, ਗੰਭੀਰਤਾ"
गुरुत्वाकर्षणामुळे प्रवेग,ਗੰਭੀਰਤਾ ਦੇ ਕਾਰਨ ਪ੍ਰਵੇਗ
"गुरुत्वाकर्षण, गुरुत्वाकर्षण आकर्षण","ਗੁਰੂਤਾ ਖਿੱਚ, ਗੁਰੂਤਾ ਖਿੱਚ"
गुरुत्वाकर्षण क्लस्टरिंग,ਗਰੈਵੀਟੇਸ਼ਨਲ ਕਲੱਸਟਰਿੰਗ
गुरुत्वाकर्षण घसरण,ਗਰੈਵੀਟੇਸ਼ਨਲ ਗਿਰਾਵਟ
गुरुत्वाकर्षण स्थिरांक,ਗਰੈਵੀਟੇਸ਼ਨਲ ਸਥਿਰ
गुरुत्वाकर्षण संवहन,ਗਰੈਵੀਟੇਸ਼ਨਲ ਕਨਵੈਕਸ਼ਨ
गुरुत्वाकर्षण वक्रता,ਗਰੈਵੀਟੇਸ਼ਨਲ ਵਕਰਤਾ
गुरुत्वाकर्षण विक्षेपण,ਗਰੈਵੀਟੇਸ਼ਨਲ ਡਿਫੈਕਸ਼ਨ
गुरुत्वाकर्षण ठराव,ਗਰੈਵੀਟੇਸ਼ਨਲ ਰੈਜ਼ੋਲਿਊਸ਼ਨ
गुरुत्वाकर्षण ऊर्जा,ਗਰੈਵੀਟੇਸ਼ਨਲ ਊਰਜਾ
"गुरुत्वीय समतोल, गुरुत्वीय समतोल","ਗਰੈਵੀਟੇਸ਼ਨਲ ਸੰਤੁਲਨ, ਗਰੈਵੀਟੇਸ਼ਨਲ ਸੰਤੁਲਨ"
गुरुत्वीय समतुल्य समतल,ਗਰੈਵੀਟੇਸ਼ਨਲ ਇਕੂਪੋਟੈਂਸ਼ੀਅਲ ਪਲੇਨ
गुरुत्वाकर्षण क्षेत्र सिद्धांत,ਗਰੈਵੀਟੇਸ਼ਨਲ ਫੀਲਡ ਥਿਊਰੀ
गुरुत्वाकर्षण सपाट,ਗਰੈਵੀਟੇਸ਼ਨਲ ਫਲੈਟ
गुरुत्वाकर्षण प्रवाह,ਗਰੈਵੀਟੇਸ਼ਨਲ ਵਹਾਅ
गुरुत्वाकर्षण प्रवाह,ਗਰੈਵੀਟੇਸ਼ਨਲ ਵਹਾਅ
"गुरुत्वाकर्षण प्रवाह घनता, गुरुत्वाकर्षण प्रवाह घनता","ਗਰੈਵੀਟੇਸ਼ਨਲ ਫਲੈਕਸ ਘਣਤਾ, ਗਰੈਵੀਟੇਸ਼ਨਲ ਫਲੈਕਸ ਘਣਤਾ"
गुरुत्वाकर्षण शक्ती,ਗਰੈਵੀਟੇਸ਼ਨਲ ਫੋਰਸ
गुरुत्वाकर्षण Xeon,ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ Xeon
गुरुत्वाकर्षण आवेग,ਗਰੈਵੀਟੇਸ਼ਨਲ ਇੰਪਲਸ
गुरुत्वाकर्षण अस्थिरता,ਗਰੈਵੀਟੇਸ਼ਨਲ ਅਸਥਿਰਤਾ
गुरुत्वीय वस्तुमान,ਗਰੈਵੀਟੇਸ਼ਨਲ ਪੁੰਜ
गुरुत्वीय पदार्थ,ਗਰੈਵੀਟੇਸ਼ਨਲ ਮਾਮਲਾ
गुरुत्वाकर्षणाचे मापन,ਗੰਭੀਰਤਾ ਦਾ ਮਾਪ
गुरुत्वाकर्षण क्षमता,ਗਰੈਵੀਟੇਸ਼ਨਲ ਸੰਭਾਵਨਾ
गुरुत्वाकर्षण संभाव्य ऊर्जा,ਗਰੈਵੀਟੇਸ਼ਨਲ ਸੰਭਾਵੀ ਊਰਜਾ
गुरुत्वाकर्षण दाब,ਗਰੈਵੀਟੇਸ਼ਨਲ ਦਬਾਅ
गुरुत्वाकर्षण खेचणे,ਗੁਰੂਤਾ ਖਿੱਚ
गुरुत्वाकर्षण विकिरण,ਗਰੈਵੀਟੇਸ਼ਨਲ ਰੇਡੀਏਸ਼ਨ
गुरुत्वाकर्षण त्रिज्या,ਗਰੈਵੀਟੇਸ਼ਨਲ ਰੇਡੀਅਸ
गुरुत्वाकर्षण किरण,ਗਰੈਵੀਟੇਸ਼ਨਲ ਕਿਰਨ
गुरुत्वाकर्षण शक्ती विस्थापन,ਗਰੈਵੀਟੇਸ਼ਨਲ ਫੋਰਸ ਵਿਸਥਾਪਨ
गुरुत्वाकर्षण प्रतिकर्षण,ਗਰੈਵੀਟੇਸ਼ਨਲ ਪ੍ਰਤੀਕਰਮ
गुरुत्वीय विस्थापन,ਗਰੈਵੀਟੇਸ਼ਨਲ ਵਿਸਥਾਪਨ
गुरुत्वाकर्षण क्षेत्र,ਗਰੈਵੀਟੇਸ਼ਨਲ ਖੇਤਰ
एककांची गुरुत्वाकर्षण प्रणाली,ਇਕਾਈਆਂ ਦੀ ਗਰੈਵੀਟੇਸ਼ਨਲ ਪ੍ਰਣਾਲੀ
गुरुत्वीय चल,ਗਰੈਵੀਟੇਸ਼ਨਲ ਵੇਰੀਏਬਲ
गुरुत्वाकर्षण लहरी,ਗਰੈਵੀਟੇਸ਼ਨਲ ਵੇਵ
गुरुत्वाकर्षण ठराव,ਗਰੈਵੀਟੇਸ਼ਨਲ ਰੈਜ਼ੋਲਿਊਸ਼ਨ
गुरुत्वाकर्षण दाब,ਗਰੈਵੀਟੇਸ਼ਨਲ ਦਬਾਅ
गुरुत्वाकर्षण हस्तांतरण,ਗਰੈਵੀਟੇਸ਼ਨਲ ਟ੍ਰਾਂਸਫਰ
गुरुत्वाकर्षण,ਗਰੈਵੀਟਨ
डेन्सिमीटर,ਘਣਤਾਮੀਟਰ
गुरुत्वाकर्षण,ਗੰਭੀਰਤਾ
गुरुत्वाकर्षण विसंगती,ਗੁਰੂਤਾ ਅਸੰਗਤਤਾ
गुरुत्वाकर्षण बॉल,ਗੰਭੀਰਤਾ ਬਾਲ
घनरूप सेल,ਸੰਘਣਾ ਸੈੱਲ
गुरुत्व कुंडली संप्रेषण,ਗ੍ਰੈਵਿਟੀ ਕੁੰਡਲੀ ਸੰਚਾਰ
गुरुत्वाकर्षण पतन रचना,ਗੁਰੂਤਾ ਗਿਰਾਵਟ ਬਣਤਰ
गुरुत्वाकर्षण प्रवाह,ਗਰੈਵੀਟੇਸ਼ਨਲ ਵਹਾਅ
गुरुत्वाकर्षण प्रवाह पद्धत,ਗੁਰੂਤਾ ਵਹਾਅ ਢੰਗ
क्षेत्र-गुरुत्वाकर्षण,ਜ਼ੋਨ-ਗ੍ਰੈਵਿਟੀ
गुरुत्वाकर्षण मापक,ਗ੍ਰੈਵਿਟੀ ਗੇਜ
गुरुत्वीय लोलक,ਗਰੈਵੀਟੇਸ਼ਨਲ ਪੈਂਡੂਲਮ
गुरुत्वाकर्षण क्षमता,ਗਰੈਵੀਟੇਸ਼ਨਲ ਸੰਭਾਵਨਾ
गुरुत्व प्राप्तकर्ता,ਗੰਭੀਰਤਾ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ
गुरुत्वाकर्षण प्रतिक्षेप,ਗੰਭੀਰਤਾ ਪ੍ਰਤੀਬਿੰਬ
गुरुत्वाकर्षण ग्रेडियंट,ਗਰੈਵੀਟੇਸ਼ਨਲ ਗਰੇਡੀਐਂਟ
"गुरुत्वाकर्षण स्टेशन, गुरुत्वाकर्षण चंद्र","ਗ੍ਰੈਵਿਟੀ ਸਟੇਸ਼ਨ, ਗ੍ਰੈਵਿਟੀ ਚੰਦ"
गुरुत्वाकर्षण सर्वेक्षण,ਗੰਭੀਰਤਾ ਸਰਵੇਖਣ
गुरुत्वीय वेक्टर,ਗਰੈਵੀਟੇਸ਼ਨਲ ਵੈਕਟਰ
गुरुत्व लहरी गुरुत्वाकर्षण लहरी,ਗ੍ਰੈਵਿਟੀ ਵੇਵ ਗ੍ਰੈਵਿਟੀ ਵੇਵ
गुरुत्वाकर्षण क्षेत्र,ਗਰੈਵੀਟੇਸ਼ਨਲ ਖੇਤਰ
राखाडी,ਸਲੇਟੀ
"राखाडी पदार्थ, राखाडी पदार्थ","ਸਲੇਟੀ ਮਾਮਲਾ, ਸਲੇਟੀ ਮਾਮਲਾ"
राखाडी कोटर,ਸਲੇਟੀ ਕੋਟਰ
राखाडी कोड,ਸਲੇਟੀ ਕੋਡ
वर्णमाला फिल्टर,ਵਰਣਮਾਲਾ ਫਿਲਟਰ
अंधुक दृष्टी,ਧੁੰਦਲੀ ਨਜ਼ਰ
"राखाडी स्केल, राखाडी स्केल","ਸਲੇਟੀ ਸਕੇਲ, ਸਲੇਟੀ ਸਕੇਲ"
राखाडी कृष्ण,ਸਲੇਟੀ ਕ੍ਰਿਸ਼ਨਾ
राखाडी पांढरा,ਸਲੇਟੀ ਚਿੱਟਾ
मागचा कोन,ਪਿੱਛੇ ਕੋਣ
किरकोळ प्रभाव,ਮਾਮੂਲੀ ਪ੍ਰਭਾਵ
मागची घटना,ਪਿੱਛੇ ਦੀ ਘਟਨਾ
मागचा किरण,ਪਿਛਲੀ ਕਿਰਨ
लुब्रिकेटेड पॉइंट फोटोमीटर,ਲੁਬਰੀਕੇਟਡ ਪੁਆਇੰਟ ਫੋਟੋਮੀਟਰ
मॅक्रो वर्ष,ਮੈਕਰੋ ਸਾਲ
जास्तीत जास्त वाढ,ਵੱਧ ਤੋਂ ਵੱਧ ਲੰਬਾਈ
"हिरवा, हिरवा","ਹਰਾ, ਹਰਾ"
हिरवी चमक,ਹਰੀ ਚਮਕ
ग्रीन प्रोजेक्टर,ਗ੍ਰੀਨ ਪ੍ਰੋਜੈਕਟਰ
हिरवा लेसर,ਹਰੇ ਲੇਜ਼ਰ
हिरवे मूत्र,ਹਰਾ ਪਿਸ਼ਾਬ
हिरवे कार्य,ਹਰੇ ਫੰਕਸ਼ਨ
हिरवे प्रमेय,ਹਰੇ ਸਿਧਾਂਤ
Grinch मीन वेळ,ਗ੍ਰਿੰਚ ਮੀਨ ਟਾਈਮ
Grinch मेरिडियन,ਗ੍ਰਿੰਚ ਮੈਰੀਡੀਅਨ
ग्रेगरी दुर्बिणी,ਗ੍ਰੈਗਰੀ ਦੂਰਬੀਨ
ग्रॅनिंगर चार्ट,graninger ਚਾਰਟ
ग्रेंज बीम,ਗ੍ਰੇਂਜ ਬੀਮ
ग्रेंज ट्यूब,Grange ਟਿਊਬ
"जाळी, ग्रिड","ਜਾਲ, ਗਰਿੱਡ"
ग्रिड एनोड चालकता,ਗਰਿੱਡ ਐਨੋਡ ਚਾਲਕਤਾ
"ग्रिड बॅटरी, बायस सेल","ਗਰਿੱਡ ਬੈਟਰੀ, ਬਿਆਸ ਸੈੱਲ"
"ग्रिड बायस, ग्रिड बायस","ਗਰਿੱਡ ਪੱਖਪਾਤ, ਗਰਿੱਡ ਪੱਖਪਾਤ"
ग्रिड बायस व्होल्टेज,ਗਰਿੱਡ ਪੱਖਪਾਤ ਵੋਲਟੇਜ
ग्रिड अवरोधित करणे,ਗਰਿੱਡ ਬਲਾਕਿੰਗ
ग्रिड ब्लॉकिंग कॅपेसिटर,ਗਰਿੱਡ ਬਲਾਕਿੰਗ ਕੈਪੇਸੀਟਰ
ग्रिड कॅप,ਗਰਿੱਡ ਕੈਪ
ग्रिड आधारित,ਗਰਿੱਡ ਅਧਾਰਤ
ग्रिड कॅथोड कॅपेसिटर,ਗਰਿੱਡ ਕੈਥੋਡ ਕੈਪਸੀਟਰ
ग्रिड वैशिष्ट्य,ਗਰਿੱਡ ਵਿਸ਼ੇਸ਼ਤਾ
ग्रिड सर्किट,ਗਰਿੱਡ ਸਰਕਟ
ग्रिड बंधनकारक,ਗਰਿੱਡ ਬਾਈਡਿੰਗ
ग्रिड क्लिप,ਗਰਿੱਡ ਕਲਿੱਪ
ग्रिड कॅपेसिटर,ਗਰਿੱਡ capacitor
ग्रिड चालकता,ਗਰਿੱਡ ਚਾਲਕਤਾ
ग्रिड कनेक्टर रिंग,ਗਰਿੱਡ ਕੁਨੈਕਟਰ ਰਿੰਗ
ग्रिड नियंत्रण,ਗਰਿੱਡ ਕੰਟਰੋਲ
ग्रिड निर्देशांक,ਗਰਿੱਡ ਕੋਆਰਡੀਨੇਟਸ
ग्रिड प्रवाह,ਗਰਿੱਡ ਸਟ੍ਰੀਮ
ग्रिड चालू आवाज,ਗਰਿੱਡ ਮੌਜੂਦਾ ਸ਼ੋਰ
ग्रिड डेटा,ਗਰਿੱਡ ਡਾਟਾ
ग्रिड प्रेशर गेज,ਗਰਿੱਡ ਦਬਾਅ ਗੇਜ
ग्रिड क्षय,ਗਰਿੱਡ ਸੜਨ
ग्रिड अंतर,ਗਰਿੱਡ ਦੂਰੀ
ग्रिड वहन वैशिष्ट्ये,ਗਰਿੱਡ ਸੰਚਾਲਨ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
ग्रिड ड्रायव्हर पॉवर,ਗਰਿੱਡ ਡਰਾਈਵਰ ਪਾਵਰ
ग्रिड उत्सर्जन,ਗਰਿੱਡ ਨਿਕਾਸ
तेजस्वी ग्रिड नोजल,ਚਮਕਦਾਰ ਗਰਿੱਡ ਨੋਜ਼ਲ
ग्रिड हम,ਗਰਿੱਡ hum
"ग्रिड इरोशन, ग्रिड अल्कली","ਗਰਿੱਡ ਇਰੋਸ਼ਨ, ਗਰਿੱਡ ਅਲਕਲੀ"
ग्रिड इरोशन सुधारणा,ਗਰਿੱਡ ਇਰੋਜ਼ਨ ਸੁਧਾਰ
ग्रिड पत्र,ਗਰਿੱਡ ਅੱਖਰ
ग्रिड शिवण,ਗਰਿੱਡ ਸੀਮ
ग्रिड असाइनमेंट,ਗਰਿੱਡ ਅਸਾਈਨਮੈਂਟ
ग्रिड मॅट्रिक्स,ਗਰਿੱਡ ਮੈਟ੍ਰਿਕਸ
ग्रिड मॉड्यूलेटेड - स्क्वेअर अॅम्प्लीफायर,ਗਰਿੱਡ ਮੋਡਿਊਲੇਟ - ਵਰਗ ਐਂਪਲੀਫਾਇਰ
ग्रिड मॉड्यूलेशन,ਗਰਿੱਡ ਮੋਡਿਊਲੇਸ਼ਨ
ग्रिड आवाज प्रतिकार,ਗਰਿੱਡ ਸ਼ੋਰ ਪ੍ਰਤੀਰੋਧ
ग्रिड कुंडलिनी मध्यांतर,ਗਰਿੱਡ ਕੁੰਡਲਨੀ ਅੰਤਰਾਲ
ग्रिड संभाव्य कनवर्टर,ਗਰਿੱਡ ਸੰਭਾਵੀ ਪਰਿਵਰਤਕ
ग्रिड डेमोमीटर,ਗਰਿੱਡ ਡੈਮੋਮੀਟਰ
ग्रिड परतावा,ਗਰਿੱਡ ਵਾਪਸੀ
ग्रिड स्पेक्ट्रोमीटर,ਗਰਿੱਡ ਸਪੈਕਟਰੋਮੀਟਰ
ग्रिड विस्तार,ਗਰਿੱਡ ਦਾ ਵਿਸਥਾਰ
ग्रिड प्रणाली,ਗਰਿੱਡ ਸਿਸਟਮ
ग्रिड ट्रान्सफॉर्मर,ਗਰਿੱਡ ਟ੍ਰਾਂਸਫਾਰਮਰ
ग्रिड व्होल्टेज,ਗਰਿੱਡ ਵੋਲਟੇਜ
ग्रिड कॉइल,ਗਰਿੱਡ ਕੋਇਲ
ग्रिड प्लेट चालकता,ਗਰਿੱਡ ਪਲੇਟ ਚਾਲਕਤਾ
ग्रिड कॉइल नोजल,ਗਰਿੱਡ ਕੋਇਲ ਨੋਜ਼ਲ
grided,ਗਰਿੱਡ
ग्रिडस्टर,ਗਰਿੱਸਟਰ
