Bengali,Punjabi
ধাতুবিদ,ਧਾਤੂ ਵਿਗਿਆਨੀ
ধাতু অঙ্কন কৌশল,ਮੈਟਲ ਡਰਾਇੰਗ ਤਕਨੀਕ
ধাতু অঙ্কন মাইক্রোস্কোপ,ਮੈਟਲ ਡਰਾਇੰਗ ਮਾਈਕਰੋਸਕੋਪ
"ধাতু অঙ্কন, ধাতু চিত্রণ","ਮੈਟਲ ਡਰਾਇੰਗ, ਧਾਤੂ ਚਿੱਤਰਣ"
এপিফিজিক্যাল ধারণা,epiphysical ਧਾਰਨਾ
কল্পনাপ্রসূত দৃষ্টি,ਕਲਪਨਾਤਮਕ ਦ੍ਰਿਸ਼ਟੀ
অধিবিদ্যা,ਅਧਿਆਤਮਿਕ ਵਿਗਿਆਨ
প্রবাহ,ਪ੍ਰਵਾਹ
মেটাস্কোপ,metascope
মিতব্যয়ী,ਮਸਤ
মিতব্যয়ী সেট,ਕਿਫ਼ਾਇਤੀ ਸੈੱਟ
"মেটাস্টেবল ভারসাম্য, মেটাস্টেবল ভারসাম্য","metastable ਸੰਤੁਲਨ, metastable ਸੰਤੁਲਨ"
মিতব্যয়ী আয়ন,ਵਿਅਰਥ ਆਇਨ
অর্থনীতির স্তর,ਆਰਥਿਕ ਪੱਧਰ
কামোদ্দীপক,aphrodisiac
সংক্রমণ,ਲਾਗ
উল্কা,ਉਲਕਾ
উল্কা,meteorite
উল্কাপাত,ਉਲਕਾ ਸ਼ਾਵਰ
উল্কা বর্ণালী,meteor ਸਪੈਕਟ੍ਰਮ
উল্কা প্রবাহ,meteor ਸਟਰੀਮ
উল্কা পথ,meteor ਮਾਰਗ
উল্কাপাত,ਉਲਕਾ ਸ਼ਾਵਰ
উল্কা লোহা,meteorite ਲੋਹਾ
উল্কা,ਉਲਕਾ
উল্কা বোমা,meteorite ਬੰਬ
উল্কা শনাক্তকারী,meteorite ਪਛਾਣਕਰਤਾ
উল্কাপাতের প্রভাব,meteorite ਪ੍ਰਭਾਵ
উল্কা ধুলো,meteor ਧੂੜ
উল্কা শক্তি,ਉਲਕਾ ਊਰਜਾ
উল্কা কক্ষপথ,meteor orbit
উল্কাপাত প্রক্রিয়া,meteorite ਦੀ ਪ੍ਰਕਿਰਿਆ
আবহাওয়াবিদ,ਮੌਸਮ ਵਿਗਿਆਨੀ
"আবহাওয়াবিদ, মেটিওরোগ্রাফ","ਮੌਸਮ ਵਿਗਿਆਨੀ, ਮੌਸਮ ਵਿਗਿਆਨੀ"
উল্কা,meteorite
আবহাওয়া সংক্রান্ত,ਮੌਸਮ ਵਿਗਿਆਨ
আবহাওয়া সংক্রান্ত ঝামেলা,ਮੌਸਮ ਸੰਬੰਧੀ ਗੜਬੜ
আবহাওয়া উপাদান,ਮੌਸਮ ਵਿਗਿਆਨ ਤੱਤ
মৌসুমি ন্যূনতম,ਮੌਸਮੀ ਘੱਟੋ-ਘੱਟ
আবহাওয়া পর্যবেক্ষণ কেন্দ্র,ਮੌਸਮ ਵਿਗਿਆਨ ਨਿਗਰਾਨ
আবহাওয়া রিপোর্ট,ਮੌਸਮ ਸੰਬੰਧੀ ਰਿਪੋਰਟ
আবহাওয়া রকেট,ਮੌਸਮ ਰਾਕੇਟ
আবহাওয়া ক্রম,ਮੌਸਮ ਸੰਬੰਧੀ ਕ੍ਰਮ
আবহাওয়া সেবা,ਮੌਸਮ ਵਿਗਿਆਨ ਸੇਵਾ
আবহাওয়া জরিপ,ਮੌਸਮ ਵਿਗਿਆਨ ਸਰਵੇਖਣ
মৌসুমী জোয়ার,ਮੌਸਮੀ ਲਹਿਰਾਂ
আবহাওয়াবিদ,ਮੌਸਮ ਵਿਗਿਆਨੀ
আবহবিদ্যা,ਮੌਸਮ ਵਿਗਿਆਨ
বায়ুমণ্ডলীয় অপটিক্স,ਵਾਯੂਮੰਡਲ ਆਪਟਿਕਸ
মিটার,ਮੀਟਰ
"মিটার সেতু, মিটার সেতু","ਮੀਟਰ ਪੁਲ, ਮੀਟਰ ਪੁਲ"
মিটার মোমবাতি,ਮੀਟਰ ਮੋਮਬੱਤੀ
মিটার লাইন,ਮੀਟਰ ਲਾਈਨ
মিটার কিলোগ্রাম দ্বিতীয় পদ্ধতি,ਮੀਟਰ ਕਿਲੋਗ੍ਰਾਮ ਦੂਜੀ ਵਿਧੀ
উল্কা বিক্ষিপ্তকরণ,meteorite ਸਕੈਟਰਿੰਗ
"পরিমাপ, পরিমাপ","ਮੀਟਰਿੰਗ, ਮਾਪ"
পরিমাপ সার্কিট,ਮਾਪ ਸਰਕਟ
পরিমাপ সংকেত,ਮਾਪ ਸੰਕੇਤ
অনুপাত পদ্ধতি,ਅਨੁਪਾਤ ਵਿਧੀ
নিষ্কাশন পদ্ধতি,ਕੱਢਣ ਦਾ ਢੰਗ
মধ্য অবস্থান পদ্ধতি,ਮੱਧ ਸਥਿਤੀ ਵਿਧੀ
ক্ষেত্র পদ্ধতি,ਖੇਤਰ ਵਿਧੀ
গেট পদ্ধতি,ਗੇਟ ਵਿਧੀ
প্রতিফলন পদ্ধতি,ਪ੍ਰਤੀਬਿੰਬ ਵਿਧੀ
বিপরীত পদ্ধতি,ਉਲਟ ਢੰਗ
অন্তত বর্গ,ਘੱਟੋ-ਘੱਟ ਵਰਗ
রৈখিক প্রবাহ পদ্ধতি,ਰੇਖਿਕ ਵਹਾਅ ਢੰਗ
পরিমাপ পদ্ধতি,ਮਾਪ ਵਿਧੀ
টর্ক পদ্ধতি,ਟਾਰਕ ਢੰਗ
ওভারল্যাপিং পদ্ধতি,ਓਵਰਲੈਪਿੰਗ ਵਿਧੀ
বিকিরণ পদ্ধতি,ਰੇਡੀਏਸ਼ਨ ਵਿਧੀ
কার্যপ্রণালী,ਢੰਗ
metrecon,metrecon
"দূরত্ব, মিটার","ਦੂਰੀ, ਮੀਟਰ"
পরিমাপের তথ্য,ਮਾਪ ਡਾਟਾ
পরিমাপ ফটোগ্রাফি,ਮਾਪ ਫੋਟੋਗਰਾਫੀ
মেট্রিক স্লাগ (ইউনিট),ਮੀਟਰਿਕ ਸਲੱਗ (ਯੂਨਿਟ)
মেট্রিক সিস্টেম,ਮੀਟਰਿਕ ਸਿਸਟਮ
মেট্রিক টন,ਮੀਟ੍ਰਿਕ ਟਨ
মেট্রিক ইউনিট,ਮੀਟ੍ਰਿਕ ਯੂਨਿਟ
"metrology, metrology","ਮੈਟ੍ਰੋਲੋਜੀ, ਮੈਟ੍ਰੋਲੋਜੀ"
মেট্রোনোম,metronome
MEV,MEV
মো,ਮੋ
মোম গেজ,ਮੋਮ ਗੇਜ
অ্যাসবেস্টস,ਐਸਬੈਸਟਸ
মাইকা ক্যাপাসিটর,ਮੀਕਾ ਕੈਪਸੀਟਰ
মাইকা ক্যাপাসিটর,ਮੀਕਾ ਕੈਪਸੀਟਰ
মাইকেলসনের ইন্টারফেরোমিটার,ਮਾਈਕਲਸਨ ਦਾ ਇੰਟਰਫੇਰੋਮੀਟਰ
মাইকেলসনের ইন্টারফেরোমিটার পরীক্ষা,ਮਾਈਕਲਸਨ ਦਾ ਇੰਟਰਫੇਰੋਮੀਟਰ ਪ੍ਰਯੋਗ
মাইকেলসন-মর্লে পরীক্ষা,ਮਾਈਕਲਸਨ-ਮੋਰਲੇ ਪ੍ਰਯੋਗ
মাইক্রোমিটার ব্যালেন্স,ਮਾਈਕ੍ਰੋਮੀਟਰ ਸੰਤੁਲਨ
মাইক্রোসার্কিট প্লেট,microcircuit ਪਲੇਟ
মাইক্রোসার্কিটরি,ਮਾਈਕ੍ਰੋਸਰਕਿਊਟਰੀ
সূক্ষ্ম প্রভাব,ਸੂਖਮ ਪ੍ਰਭਾਵ
মাইক্রোস্কোপিক ফলক,ਮਾਈਕਰੋਸਕੋਪਿਕ ਤਖ਼ਤੀ
ফাইন-টিউনিং,ਫਾਈਨ ਟਿਊਨਿਂਗ
মাইক্রো পাওয়ার সার্কিট,ਮਾਈਕ੍ਰੋ ਪਾਵਰ ਸਰਕਟ
মাইক্রো প্রোগ্রামিং,ਮਾਈਕ੍ਰੋ ਪ੍ਰੋਗਰਾਮਿੰਗ
"মাইক্রো ইউনিট, মাইক্রো ইউনিট","ਮਾਈਕਰੋ ਯੂਨਿਟ, ਮਾਈਕ੍ਰੋ ਯੂਨਿਟ"
মাইক্রোস্কোপিক ফলক,ਮਾਈਕਰੋਸਕੋਪਿਕ ਤਖ਼ਤੀ
মাইক্রো বিশ্লেষণ,ਮਾਈਕਰੋ ਵਿਸ਼ਲੇਸ਼ਣ
মাইক্রো বিকিরণ,ਮਾਈਕਰੋ ਕਿਰਨ
মাইক্রোঅ্যাম্পিয়ার,microampere
মাইক্রো অ্যালয় ডিফিউজড ট্রানজিস্টর,ਮਾਈਕਰੋ ਅਲੌਏ ਡਿਫਿਊਜ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ
মাইক্রো অ্যালয় ট্রানজিস্টর,ਮਾਈਕ੍ਰੋ ਅਲਾਏ ਟਰਾਂਜ਼ਿਸਟਰ
মাইক্রোঅ্যামিটার,microammeter
মাইক্রোস্কোপিক ব্যারোগ্রাফ,ਮਾਈਕਰੋਸਕੋਪਿਕ ਬੈਰੋਗ੍ਰਾਫ
মাইক্রোবিম,ਮਾਈਕ੍ਰੋਬੀਮ
"মাইক্রো থার্মোমিটার, মাইক্রো ক্যালোরিমিটার","ਮਾਈਕ੍ਰੋ ਥਰਮਾਮੀਟਰ, ਮਾਈਕ੍ਰੋ ਕੈਲੋਰੀਮੀਟਰ"
মাইক্রো থার্মোমেট্রি,ਮਾਈਕਰੋ ਥਰਮਾਮੀਟਰੀ
মাইক্রো-ক্যাননিকাল সেট,ਮਾਈਕ੍ਰੋ-ਕੈਨੋਨੀਕਲ ਸੈੱਟ
মাইক্রো ক্যানোনিকাল সম্প্রদায়,ਮਾਈਕ੍ਰੋ ਕੈਨੋਨੀਕਲ ਕਮਿਊਨਿਟੀ
মাইক্রো সার্কিট,ਮਾਈਕ੍ਰੋ ਸਰਕਟ
মাইক্রো ফিসার,ਮਾਈਕਰੋ ਫਿਸ਼ਰ
মাইক্রো স্লিপ,ਮਾਈਕ੍ਰੋ ਸਲਿੱਪ
মাইক্রোক্রিস্টাল,microcrystals
মাইক্রোক্রিস্টালাইন ডোমেন,microcrystalline ਡੋਮੇਨ
মাইক্রোক্রিস্টাল গঠন,microcrystal ਬਣਤਰ
মাইক্রোক্রিস্টাল,microcrystals
মাইক্রোকিউরি,ਮਾਈਕ੍ਰੋਕਿਊਰੀ
মাইক্রোডেনসিটোমিটার,ਮਾਈਕ੍ਰੋਡੈਂਸੀਟੋਮੀਟਰ
মাইক্রো ঘনত্ব,ਮਾਈਕਰੋ ਘਣਤਾ
মাইক্রোইলেকট্রোড,microelectrode
মাইক্রো ইলেকট্রনিক্স,ਮਾਈਕ੍ਰੋ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
মাইক্রোফিশ,ਮਾਈਕ੍ਰੋਫਿਸ਼
মাইক্রোফিশ রিডার,ਮਾਈਕ੍ਰੋਫਿਸ਼ ਰੀਡਰ
মাইক্রোফিল্ম,ਮਾਈਕ੍ਰੋਫਿਲਮ
মাইক্রোফিল্ম পাঠক,ਮਾਈਕ੍ਰੋਫਿਲਮ ਰੀਡਰ
মাইক্রোফিল্ম রেকর্ড,ਮਾਈਕ੍ਰੋਫਿਲਮ ਰਿਕਾਰਡ
"microfilming, microfilming","ਮਾਈਕ੍ਰੋਫਿਲਮਿੰਗ, ਮਾਈਕ੍ਰੋਫਿਲਮਿੰਗ"
সময় কাল,ਸਮਾਂ ਮਿਆਦ
মাইক্রোগ্রাম,ਮਾਈਕ੍ਰੋਗ੍ਰਾਮ
"microparticle, microgravity","microparticle, microgravity"
"মাইক্রোগ্রাফ, মাইক্রোগ্রাফার, মাইক্রোগ্রাফার","ਮਾਈਕ੍ਰੋਗ੍ਰਾਫਰ, ਮਾਈਕ੍ਰੋਗ੍ਰਾਫਰ, ਮਾਈਕ੍ਰੋਗ੍ਰਾਫਰ"
মাইক্রোগ্রাফার,ਮਾਈਕ੍ਰੋਗ੍ਰਾਫਰ
মাইক্রোগ্রাফি,ਮਾਈਕ੍ਰੋਗ੍ਰਾਫੀ
মাইক্রোস্কোপিক প্রভাব,ਸੂਖਮ ਪ੍ਰਭਾਵ
মাইক্রোস্কোপিক ইমেজ,ਸੂਖਮ ਚਿੱਤਰ
সংক্ষিপ্ত নির্দেশ,ਛੋਟੀ ਹਦਾਇਤ
মাইক্রোলক,ਮਾਈਕ੍ਰੋਲਾਕ
মাইক্রোকপি ডিভাইস,ਮਾਈਕ੍ਰੋ ਕਾਪੀ ਜੰਤਰ
মাইক্রোরাইটিং,ਮਾਈਕ੍ਰੋਰਾਈਟਿੰਗ
সূক্ষ্ম কারুশিল্প,ਵਧੀਆ ਕਾਰੀਗਰੀ
"মাইক্রো অপারেটর, মাইক্রোম্যানিপুলেটর","ਮਾਈਕ੍ਰੋ ਆਪਰੇਟਰ, ਮਾਈਕ੍ਰੋਮੈਨੀਪੁਲੇਟਰ"
মাইক্রো ব্যারোমিটার,ਮਾਈਕਰੋ ਬੈਰੋਮੀਟਰ
মাইক্রোমেকানিক্স,micromechanics
"মাইক্রোমিটার, মাইক্রোমিটার","ਮਾਈਕ੍ਰੋਮੀਟਰ, ਮਾਈਕ੍ਰੋਮੀਟਰ"
মাইক্রোস্কোপ মাইক্রোস্কোপ,ਮਾਈਕਰੋਸਕੋਪ ਮਾਈਕਰੋਸਕੋਪ
মাইক্রোমিটার পড়ার চোখ,ਮਾਈਕ੍ਰੋਮੀਟਰ ਰੀਡਿੰਗ ਅੱਖ
"মাইক্রোমিটার স্ক্রু, মাইক্রোমিটার স্ক্রু","ਮਾਈਕ੍ਰੋਮੀਟਰ ਪੇਚ, ਮਾਈਕ੍ਰੋਮੀਟਰ ਪੇਚ"
মাইক্রোমিটার থিওডোলাইট,ਮਾਈਕ੍ਰੋਮੀਟਰ ਥੀਓਡੋਲਾਈਟ
"মাইক্রোমিটার ট্রানজিট থিওডোলাইট, মাইক্রোমিটার ট্রানজিট থিওডোলাইট","ਮਾਈਕ੍ਰੋਮੀਟਰ ਟ੍ਰਾਂਜ਼ਿਟ ਥੀਓਡੋਲਾਈਟ, ਮਾਈਕ੍ਰੋਮੀਟਰ ਟ੍ਰਾਂਜ਼ਿਟ ਥੀਓਡੋਲਾਈਟ"
মাইক্রোমিটার টিউব,ਮਾਈਕ੍ਰੋਮੀਟਰ ਟਿਊਬ
মাইক্রো মেটিওরোলজি,ਮਾਈਕਰੋ ਮੌਸਮ ਵਿਗਿਆਨ
মাইক্রো উল্কা,ਮਾਈਕਰੋ meteors
মাইক্রো উল্কা,ਮਾਈਕਰੋ meteorite
মাইক্রো আবহাওয়াবিদ,ਸੂਖਮ ਮੌਸਮ ਵਿਗਿਆਨੀ
মাইক্রোমেট্রি,ਮਾਈਕ੍ਰੋਮੈਟਰੀ
microcircuited সার্কিট,microcircited ਸਰਕਟ
মাইক্রো মডিউল,ਮਾਈਕ੍ਰੋ ਮੋਡੀਊਲ
মাইক্রোফিল্ম,ਮਾਈਕ੍ਰੋਫਿਲਮ
মাইক্রন,ਮਾਈਕ੍ਰੋਨ
মাইক্রোফোন,ਮਾਈਕ੍ਰੋਫੋਨ
"মাইক্রোফোন প্রসারণযোগ্য, আর্বার, মাইক্রোফোন বুম","ਮਾਈਕ੍ਰੋਫੋਨ ਐਕਸਪੈਂਡੇਬਲ, ਆਰਬਰ, ਮਾਈਕ੍ਰੋਫੋਨ ਬੂਮ"
মাইক্রোফোন মিক্সার,ਮਾਈਕ੍ਰੋਫੋਨ ਮਿਕਸਰ
মাইক্রোফোন শব্দ,ਮਾਈਕ੍ਰੋਫੋਨ ਸ਼ੋਰ
মাইক্রোফোন এক্সপ্লোরার,ਮਾਈਕ੍ਰੋਫੋਨ ਐਕਸਪਲੋਰਰ
মাইক্রোফোনিক ঝামেলা,ਮਾਈਕ੍ਰੋਫੋਨਿਕ ਗੜਬੜ
মাইক্রোফোন শব্দ,ਮਾਈਕ੍ਰੋਫੋਨ ਸ਼ੋਰ
মাইক্রোফোন শব্দ,ਮਾਈਕ੍ਰੋਫੋਨ ਸ਼ੋਰ
মাইক্রোফোন আউটপুট,ਮਾਈਕ੍ਰੋਫੋਨ ਆਉਟਪੁੱਟ
মাইক্রোস্কোপ ফটোগ্রাফ,ਮਾਈਕ੍ਰੋਸਕੋਪ ਫੋਟੋ
"মাইক্রোফটোগ্রাফি, মাইক্রোস্কোপ ফটোগ্রাফি","ਮਾਈਕ੍ਰੋਫੋਟੋਗ੍ਰਾਫੀ, ਮਾਈਕ੍ਰੋਸਕੋਪ ਫੋਟੋਗ੍ਰਾਫੀ"
"মাইক্রোফটোমিটার, মাইক্রোফটোমিটার","ਮਾਈਕ੍ਰੋਫੋਟੋਮੀਟਰ, ਮਾਈਕ੍ਰੋਫੋਟੋਮੀਟਰ"
মাইক্রোফটোমেট্রি,ਮਾਈਕ੍ਰੋਫੋਟੋਮੈਟਰੀ
মাইক্রোফিজিক্স,ਮਾਈਕ੍ਰੋਫਿਜ਼ਿਕਸ
Astral অভিক্ষেপ,ਸੂਖਮ ਪ੍ਰੋਜੈਕਸ਼ਨ
মাইক্রোস্কোপ,ਮਾਈਕ੍ਰੋਸਕੋਪ
সূক্ষ্ম কম্পন,ਸੂਖਮ ਵਾਈਬ੍ਰੇਸ਼ਨ
মাইক্রো ইরেডিয়েশন ইলাস্ট্রেশন,ਮਾਈਕਰੋ ਇਰੀਡੀਏਸ਼ਨ ਦਾ ਦ੍ਰਿਸ਼ਟਾਂਤ
মাইক্রোরেডিওমিটার,ਮਾਈਕ੍ਰੋਰੇਡੀਓਮੀਟਰ
মাইক্রো প্রতিসরণ,ਮਾਈਕਰੋ ਅਪਵਰਤਨ
মাইক্রোফটোমিটার,ਮਾਈਕ੍ਰੋਫੋਟੋਮੀਟਰ
মাইক্রো প্রবাহ,ਮਾਈਕਰੋ ਵਹਾਅ
"মাইক্রোস্কোপ, মাইক্রোস্কোপ","ਮਾਈਕ੍ਰੋਸਕੋਪ, ਮਾਈਕ੍ਰੋਸਕੋਪ"
মাইক্রোস্কোপ গণনা পদ্ধতি,ਮਾਈਕ੍ਰੋਸਕੋਪ ਦੀ ਗਿਣਤੀ ਵਿਧੀ
মাইক্রোস্কোপ ভিউয়ার,ਮਾਈਕ੍ਰੋਸਕੋਪ ਦਰਸ਼ਕ
মাইক্রোস্কোপ স্লাইড,ਮਾਈਕ੍ਰੋਸਕੋਪ ਸਲਾਈਡ
"মাইক্রোস্কোপিক, মাইক্রোস্কোপ, মাইক্রোস্কোপ","ਮਾਈਕ੍ਰੋਸਕੋਪਿਕ, ਮਾਈਕ੍ਰੋਸਕੋਪ, ਮਾਈਕ੍ਰੋਸਕੋਪ"
মাইক্রো কারেন্ট ঘনত্ব,ਮਾਈਕ੍ਰੋ ਮੌਜੂਦਾ ਘਣਤਾ
মাইক্রো বর্ণনা,ਮਾਈਕਰੋ ਵੇਰਵਾ
মাইক্রোস্কোপ সরঞ্জাম,ਮਾਈਕ੍ਰੋਸਕੋਪ ਉਪਕਰਣ
সূক্ষ্ম সূত্র,ਸੂਖਮ ਫਾਰਮੂਲਾ
মাইক্রো শস্য,ਮਾਈਕਰੋ ਅਨਾਜ
মাইক্রোস্কোপ ইলুমিনেটর,ਮਾਈਕ੍ਰੋਸਕੋਪ ਪ੍ਰਕਾਸ਼ਕ
সূক্ষ্ম উপাদান,ਵਧੀਆ ਸਮੱਗਰੀ
মাইক্রোস্কোপিক আইন,ਸੂਖਮ ਕਾਨੂੰਨ
মাইক্রো ম্যাগনেটিক ফিল্ড,ਸੂਖਮ ਚੁੰਬਕੀ ਖੇਤਰ
মাইক্রো ম্যাক্সওয়েল সমীকরণ,ਮਾਈਕ੍ਰੋ ਮੈਕਸਵੈੱਲ ਸਮੀਕਰਨ
মাইক্রোস্কোপ আন্দোলন,ਮਾਈਕ੍ਰੋਸਕੋਪ ਅੰਦੋਲਨ
microparticle,microparticle
মাইক্রো প্ল্যান্ট,ਮਾਈਕ੍ਰੋ ਪਲਾਂਟ
মাইক্রো রিভার্সিবিলিটি,ਮਾਈਕ੍ਰੋ ਰਿਵਰਸਬਿਲਟੀ
মাইক্রোমিটার অবস্থান,ਮਾਈਕ੍ਰੋਮੀਟਰ ਸਥਿਤੀ
মাইক্রোস্কোপিক গঠন,ਮਾਈਕਰੋਸਕੋਪਿਕ ਬਣਤਰ
"অণুবীক্ষণ কৌশল, অণুবীক্ষণ কৌশল","ਮਾਈਕ੍ਰੋਸਕੋਪ ਤਕਨੀਕ, ਮਾਈਕ੍ਰੋਸਕੋਪ ਤਕਨੀਕ"
মাইক্রো মান,ਮਾਈਕਰੋ ਮੁੱਲ
মাইক্রো ভ্যারিয়েন্স,ਮਾਈਕਰੋ ਪਰਿਵਰਤਨ
মাইক্রোস্কোপ পরীক্ষা,ਮਾਈਕ੍ਰੋਸਕੋਪ ਟੈਸਟ
মাইক্রোস্কোপ পদ্ধতি,ਮਾਈਕ੍ਰੋਸਕੋਪ ਵਿਧੀ
মাইক্রোস্কোপ,ਮਾਈਕ੍ਰੋਸਕੋਪ
মাইক্রোসেকেন্ড,ਮਾਈਕ੍ਰੋ ਸਕਿੰਟ
